,Concept_ID,zh,ml
143,Katze::N,猫,പൂച്ച
144,Bär::N,熊,കരടി
145,Eichhörnchen::N,松鼠,അണ്ണാൻ
146,Elch::N,麋鹿,കടമാന്
147,Fuchs::N,狐狸,കുറുക്കൻ
148,Hase::N,兔子,മുയൽ
149,Maus::N,老鼠,ചുണ്ടലി
150,Wolf::N,狼,ചെന്നായ
151,Vogel::N,鸟,പക്ഷി
152,Schwarm::N,群,കൂട്ടം
153,Huhn::N,鸡,കോഴി
154,Hahn::N,公鸡,പൂവൻകോഴി
155,Gans::N,鹅,അരയന്നം
156,Adler::N,鹰,കഴുകൻ
157,Ente::N,鸭,താറാവ്
158,Eule::N,猫头鹰,മൂങ്ങ
159,Kranich::N,鹤,കൊക്ക്
160,Krähe::N,乌鸦,കാക്ക
161,Kuckuck::N,布谷鸟,കുയിൽ
162,Schwan::N,天鹅,അരയന്നം
163,Fisch::N,鱼,മത്സ്യം
164,Barsch::N,鲈鱼,ഒരിനം മത്സ്യം
165,Hecht::N,狗鱼,ഒരു മത്സ്യം
166,Schlange[Tier]::N,蛇,പാമ്പ്
167,Wurm::N,蠕虫,വിര
168,Spinne::N,蜘蛛,ചിലന്തി
169,Ameise::N,蚂蚁,ഉറുമ്പ്
170,Laus::N,虱子,പേന്
171,Mücke::N,蚊子,മശകം
172,Fliege::N,苍蝇,ഈച്ച
173,Schmetterling::N,蝴蝶,ചിത്രശലഭം
174,Beere::N,将果,ബെറി
175,Apfel::N,苹果,ആപ്പിൾ
176,Pilz::N,蘑菇,കൂൺ
177,Zwiebel::N,洋葱,സവാള
178,Saat::N,种子,വിത്ത്
179,Korn::N,谷粒,ധാന്യം
180,Heu::N,干草,വയ്ക്കോൽ
181,Schale::N,壳,തൊലി
182,Grube::N,坑,കുഴി
183,Falle::N,圈套,കെണി
184,Schlinge::N,活扣,കുടുക്ക്
185,Spur::N,踪迹,ചുവട്
186,Asche::N,灰烬,ചാരം
187,Dreck::N,污垢,അഴുക്ക്
188,Eisen::N,铁,ഇരുമ്പ്
189,Gold::N,金子,സ്വർണ്ണം
190,Silber::N,银,വെള്ളി
191,Kohle::N,煤,കൽക്കരി
192,Glas::N,玻璃,ഗ്ലാസ്
193,Lehm::N,粘土,കളിമണ്ണ്
194,Sand::N,沙,മണൽ
195,Mensch::N,人,മനുഷ്യർ
196,Mann::N,男子,പുരുഷൻ
197,Frau::N,妇女,സ്ത്രീ
198,Kind::N,小孩,കുഞ്ഞ്
199,Junge::N,男孩,ആൺകുട്ടി
200,Mädchen::N,女孩,പെൺകുട്ടി
201,Familie::N,家庭,കുടുംബം
202,Großvater::N,祖父,അപ്പൂപ്പൻ
203,Großmutter::N,祖母,അമ്മുമ്മ
204,Eltern::N,父母,മാതാപിതാക്കള്
205,Vater::N,父亲,അച്ഛൻ
206,Mutter::N,母亲,അമ്മ
207,Sohn::N,儿子,മകൻ
208,Tochter::N,女儿,മകൾ
209,Bruder::N,兄弟,ചേട്ടൻ
210,Bruder::N,兄弟,അനിയൻ
211,Schwester::N,姐妹,ചേച്ചി
212,Schwester::N,姐妹,അനിയത്തി
213,Onkel::N,伯父,അമ്മാവൻ
214,Tante::N,阿姨,മാമി
215,Ehemann::N,丈夫,ഭർത്താവ്
216,Ehefrau::N,妻子,ഭാര്യ
217,Freude::N,愉快,ആഹ്ലാദം
218,Gelächter::N,大笑,ചിരിയുടെ ശബ്ദം
219,Glück::N,运气,സന്തോഷം
220,Glück::N,运气,സന്തുഷ്ടി
221,Kummer::N,苦恼,ശോകം
222,Wunsch::N,愿望,ആഗ്രഹം
223,Lust::N,乐趣,ആഗ്രഹം
224,Geist::N,精神,ചുറുചുറുക്ക്
225,Gedanke::N,思想,ചിന്ത
226,Gedächtnis::N,记性,ഓർമ്മശക്തി
227,Verstand::N,理智,മനസ്സ്
228,Sinn::N,感觉,അർത്ഥം
229,Grund::N,理由,കാരണം
230,Wahrheit::N,真理,സത്യം
231,Gespräch::N,谈话,സല്ലാപം
232,Märchen::N,童话,യക്ഷിക്കഥ
233,Erzählung::N,故事,കഥ
234,Nachricht::N,消息,സന്ദേശം
235,Neuigkeit::N,新闻,വാർത്ത
236,Name::N,名字,പേര്
237,Rätsel::N,谜语,പ്രഹേളിക
238,Rede::N,讲话,സംസാരം
239,Sprache::N,语言,ഭാഷ
240,Stimme::N,声音,സ്വരം
241,Wort::N,词,വാക്ക്
242,Zeichen::N,标记,സംജ്ഞ
243,Ruf::N,呼喊,വിളി
244,Lärm::N,噪音,ആരവം
245,Laut::N,响声,ശബ്ദം
246,Ton::N,声音,സ്വരഭേദം
247,Lied::N,歌曲,പാട്ട്
248,Ruhe::N,安静,നിശ്ചലത
249,Leute::N,人们,ജനങ്ങൾ
250,Volk::N,人民,രാഷ്ടം
251,Arbeit::N,劳动,ജോലി
252,Gast::N,客人,അതിലി
253,Geschenk::N,礼物,സമ്മാനം
254,Spiel::N,游戏,കളി
255,Gesellschaft::N,陪同,കൂട്ടായ്മ
256,Hilfe::N,帮助,സഹായം
257,Freund::N,朋友,സുഹൃത്ത്
258,Kamerad::N,同志,കൂട്ടാളി
259,Angelegenheit::N,事情,കാര്യം
260,Anzahl::N,数目,എണ്ണം
261,Art::N,种类,തരം
262,Stück::N,块,കഷണം
263,Teil::N,部分,ഭാഗം
264,Hälfte::N,一半,പകുതി
265,Kreis::N,圆,വൃത്തം
266,Kreuz::N,十字架,കുരിശടയാളം
267,Linie::N,线条,വര
268,Linie::N,线条,രേഖ
269,Strich::N,划,പക്ഷാഘാതം
270,Abstand::N,距离,വിടവ്
271,Entfernung::N,距离,അകലം
272,Gegend::N,地区,പ്രദേശം
273,Platz::N,场所,ഇടം
274,Ort::N,地点,സ്ഥലം
275,Seite::N,面,വശം
276,Mitte::N,中间,മധ്യസ്ഥാനം
277,Gegenstand::N,物品,സാധനം
278,Sache::N,物,വസ്തു
279,Rand::N,边,തൊങ്ങൽ
280,Kante::N,棱,അറ്റം
281,Ecke::N,角,മൂല
282,Spitze::N,尖,അഗ്രം
283,Ende::N,结尾,അവസാനം
284,Loch::N,洞,ദ്വാരം
285,Winkel::N,角度,കോൺ
286,Muster::N,模型,ക്രമം
287,Größe::N,大小,വലുപ്പം
288,Länge::N,长度,നീളം
289,Höhe::N,高度,ഉയരം
290,Gewicht::N,重量,കട്ടി
291,Menge::N,数量,അളവ്
292,Haufen::N,堆,കൂമ്പാരം
293,Reihe::N,行,വരി
294,Boot::N,小船,ബോട്ട്
295,Ruder::N,奖,പങ്കായം
296,Schlitten::N,雪橇,ഉരുളില്ലാവണ്ടി
297,Ski::N,雪板,ഹിമപാദുകം
298,Lagerfeuer::N,营火,തീ
299,Last::N,负担,ഭാരം
300,Gang::N,行走,നടത്തം
301,Schritt::N,步伐,ചുവട്
302,Norden::N,北,വടക്ക്
303,Süden::N,南,തെക്ക്
304,Westen::N,西,പടിഞ്ഞാറ്
305,Osten::N,东,കിഴക്ക്
306,Holz::N,木材,തടി
307,Brett::N,木板,ബോർഡ്
308,Platte::N,平板,തകിട്
309,Stütze::N,支架,താങ്ങ്
310,Stange::N,杆,കമ്പ്
311,Stock::N,棒,വടി
312,Stab::N,棍,കുറുവടി
313,Rohr::N,管子,കുഴൽ
314,Haus::N,房屋,വീട്
315,Heim::N,家,വീട്
316,Ofen::N,炉子,സ്റ്റൌ
317,Fußboden::N,地板,തറ
318,Tisch::N,桌子,മേശ
319,Stuhl::N,椅子,കസേര
320,Wiege::N,摇蓝,തൊട്ടിൽ
321,Bett::N,床,കിടക്ക
322,Regal::N,架子,ഷെൽഫ്
323,Kiste::N,箱子,പെട്ടി
324,Fenster::N,窗户,ജനൽ
325,Tür::N,门,വാതിൽ
326,Tor::N,大门,കവാടം
327,Zaun::N,篱笆,വേലി
328,Dach::N,屋顶,മേൽക്കുര
329,Leiter::N,梯子,ഏണി
330,Besen::N,扫帚,ചൂല്
331,Spaten::N,铁锹,തൂമ്പ
332,Schaufel::N,铁锹,തൂമ്പ
333,Gabel::N,叉,മുൾക്കത്തി
334,Löffel::N,食匙,സ്പൂൺ
335,Messer::N,刀,കത്തി
336,Nagel::N,钉子,ആണി
337,Netz::N,网,വല
338,Haken::N,钩子,കൊളുത്ത്
339,Griff::N,把柄,കൈപ്പിടി
340,Schloss::N,锁,പൂട്ട്
341,Bild::N,图画,ചിത്രം
342,Figur::N,人像,കണക്ക്
343,Puppe::N,娃娃,പാവ
344,Beutel::N,袋子,ബാഗ്
345,Bündel::N,捆,കെട്ട്
346,Tasche::N,手提包,ബാഗ്
347,Eimer::N,桶,ബക്കറ്റ്
348,Deckel::N,盖子,ഉറ
349,Geschirr::N,餐具,പിഞ്ഞാണം
350,Sack::N,袋子,ചാക്ക്
351,Tasse::N,杯子,കപ്പ്
352,Topf::N,锅,പാത്രം
353,Kessel::N,水壶,കെറ്റ്ല്
354,Essen::N,进餐,ആഹാരസമയം
355,Nahrung::N,食物,ഭക്ഷണം
356,Speise::N,菜肴,ഡിഷ്
357,Fleisch::N,肉,മാംസം
358,Getreide::N,谷物,ചോളം
359,Brei::N,粥,കഞ്ഞി
360,Brot::N,面包,റോട്ടി
361,Scheibe::N,片,തുണ്ട്
362,Fett::N,脂肪,കൊഴുപ്പ്
363,Butter::N,黄油,വെണ്ണ
364,Öl::N,油,എണ്ണ
365,Salz::N,盐,ഉപ്പ്
366,Suppe::N,汤,സൂപ്പ്
367,Honig::N,蜂蜜,തേൻ
368,Milch::N,奶,പാൽ
369,Tee::N,茶,ചായ
370,Leder::N,皮革,തുകൽ
371,Wolle::N,毛线,കമ്പിളി
372,Stoff::N,织物,തുണി
373,Nadel::N,针,സൂചി
374,Faden::N,线,നൂല്
375,Knopf::N,纽扣,ബട്ടൺ
376,Knoten::N,结,കുരുക്ക്
377,Farbe::N,颜色,പെയിൻറ്
378,Kleidung::N,衣服,വസ്ത്രങ്ങൾ
379,Hemd::N,衬衫,ഷർട്ട്
380,Kragen::N,领子,കുപ്പായക്കഴുത്ത്
381,Ärmel::N,袖子,കുപ്പായക്കൈ
382,Hose::N,裤子,ട്രൌസർ
383,Gürtel::N,腰带,ബെൽറ്റ്
384,Mütze::N,帽子,തൊപ്പി
385,Schuh::N,鞋,ഷൂ
386,Stiefel::N,靴子,ബൂട്ട്
387,Ring::N,戒指,മോതിരം
388,Band::N,带子,റിബൺ
389,Kamm::N,梳子,ചീപ്പ്
390,Spiegel::N,镜子,കണ്ണാടി
391,Riemen::N,皮带,സ്ട്രാപ്പ്
392,Schnur::N,绳子,ചരട്
393,Leine::N,皮带,കെട്ടാനുള്ള തോൽവാർ
394,Decke::N,被子,പുതപ്പ്
395,Kissen::N,软垫,തലയിണ
396,Tuch::N,巾,സ്കാർഫ്
397,Handtuch::N,手巾,തോർത്ത്
398,Kraft::N,力,ശക്തി
399,Stärke::N,力量,ശക്തി
400,Gesundheit::N,健康,ആരോഗ്യം
401,Krankheit::N,病,അസുഖം
402,Schmerz::N,痛,വേദന
403,Wunde::N,伤口,മുറിവ്
404,Fieber::N,发烧,പനി
405,Arznei::N,药,മരുന്ന്
406,Brücke::N,桥,പാലം
407,Brunnen::N,井,കിണർ
408,Weide::N,牧场,മേച്ചൽ
409,Pfad::N,小路,വഴി
410,Weg::N,路,വഴി
411,Straße::N,街,റോഡ്
412,Dorf::N,村庄,ഗ്രാമം
413,Stadt::N,城市,നഗരം
414,Brief::N,信,കത്ത്
415,Buch::N,书,പുസ്തകം
416,Buchstabe::N,字母,അക്ഷരം
417,Zeitung::N,报纸,വർത്തമാനപത്രം
418,Leben::N,生命,ജീവൻ
419,Tod::N,死亡,മരണം
420,Grab::N,坟墓,ശവക്കുഴി
421,Kirche::N,教堂,പള്ളി
422,Sünde::N,罪,പാപം
423,Gott::N,上帝,ദൈവം
424,Arbeiter::N,工人,ജോലിക്കാരൻ
425,Chef::N,上司,മേധാവി
426,Meister::N,师傅,യജമാനൻ
427,Arzt::N,医生,ഡോക്ടർ
428,Lehrer::N,教师,അധ്യാപകൻ
429,Geld::N,钱,പണം
430,Geschäft::N,交易,ബിസിനസ്
431,Laden::N,商店,കട
432,Preis::N,价格,വില
433,Ware::N,商品,ചരക്ക്
434,Nutzen::N,好处,ലാഭം
435,Reichtum::N,财富,ധനം
436,Welt::N,世界,ലോകം
437,Land::N,国家,രാജ്യം
438,Staat::N,国家,രാജ്യം
439,König::N,国王,രാജാവ്
440,Macht::N,权力,അധികാരം
441,Grenze::N,边界,അതിർത്തി
442,Krieg::N,战争,യുദ്ധം
443,Feind::N,敌人,ശത്രു
444,Gewalt::N,暴力,അക്രമം
445,Kampf::N,战斗,പോരാട്ടം
446,Bogen[Waffe]::N,弓,വില്ല്
447,Pfeil::N,箭,അമ്പ്
448,Gewehr::N,枪,തോക്ക്
449,Fehler::N,错误,പിശക്
450,Lüge::N,谎话,കള്ളം
451,Schaden::N,损失,കേടുപാട്
452,Unglück::N,不幸,ദൌർഭാഗ്യം
453,Schuld::N,过错,തെറ്റ്
454,Alter::N,年龄,വയസ്സ്
455,Schluss::N,结束,നിഗമനം
456,Zeit::N,时间,സമയം
457,Tag::N,天,ദിവസം
458,Morgen::N,早晨,പ്രഭാതം
459,Mittag::N,中午,ഉച്ച
460,Abend::N,晚上,സായാഹ്നം
461,Nacht::N,夜,രാത്രി
462,Woche::N,星期,ആഴ്ച
463,Monat::N,月,മാസം
464,Jahr::N,年,വർഷം
465,Frühling::N,春天,വസന്തം
466,Sommer::N,夏天,വേനൽ
467,Herbst::N,秋天,ശരത്കാലം
468,Winter::N,冬天,ശൈത്യം
469,Januar::N,一月,ജനുവരി
470,Februar::N,二月,ഫെബ്രുവരി
471,März::N,三月,മാർച്ച്
472,April::N,四月,ഏപ്രിൾ മാസം
473,Mai::N,五月,മെയ് മാസം
474,Juni::N,六月,ജൂൺ
475,Juli::N,七月,ജൂലൈ
476,August::N,八月,ആഗസ്റ്റ്
477,September::N,九月,സെപ്തംബർ
478,Oktober::N,十月,ഒക്ടോബർ
479,November::N,十一月,നവംബർ
480,Dezember::N,十二月,ഡിസംബർ
481,Montag::N,星期一,തിങ്കളാഴ്ച
482,Dienstag::N,星期二,ചൊവ്വ
483,Mittwoch::N,星期三,ബുധനാഴ്ച
484,Donnerstag::N,星期四,വ്യാഴാഴ്ച
485,Freitag::N,星期五,വെള്ളിയാഴ്ച
486,Samstag::N,星期六,ശനിയാഴ്ച
487,Sonntag::N,星期日,ഞായറാഴ്ച
488,groß::A,大,വലിയ
489,klein::A,小,ചെറിയ
490,lang::A,长,നീണ്ട
491,kurz::A,短,ഹ്രസ്വമായ
492,breit::A,宽,വിശാലമായ
493,schmal::A,细长的,ഇടുങ്ങിയ
494,dicht::A,密,നിബിഡമായ
495,dick[Gegenstand]::A,厚,തടിച്ച
496,dünn::A,薄,മെലിഞ്ഞ
497,fein::A,细小,നേർത്ത
498,fest::A,固体,ഉറപ്പുള്ള
499,flach::A,平坦,പരന്ന
500,glatt::A,光滑,മിനുസമുള്ള
501,hart::A,硬,കട്ടിയുള്ള
502,weich::A,软,മൃദുവായ
503,rund::A,圆,വട്ടത്തിലുള്ള
504,spitz::A,尖,മുനയുള്ള
505,scharf::A,锋利,മൂർച്ചയുള്ള
506,stumpf::A,钝,തുറന്നടിക്കുന്ന
507,schwer::A,重,ഭാരമുള്ള
508,schön::A,美丽,മനോഹരമായ
509,heiß::A,烫,ചൂടുള്ള
510,warm::A,暖和,ചൂടുള്ള
511,kalt::A,冷,തണുത്ത
512,kühl::A,凉,തണുപ്പുള്ള
513,frisch::A,新鲜,ശുദ്ധമായ
514,feucht::A,潮湿,ഈറനുള്ള
515,nass::A,湿,നനഞ്ഞ
516,trocken::A,干,വരണ്ട
517,voll::A,满,നിറയെ
518,leer::A,空,ഒഴിഞ്ഞ
519,offen::A,敞开,തുറന്ന
520,geschlossen::A,关闭,അടച്ച
521,sauber::A,干净,വൃത്തിയുള്ള
522,schmutzig::A,肮脏,അഴുക്കുനിറഞ്ഞ
523,roh::A,生,അസംസ്കൃതമായ
524,reif::A,成熟,പഴുത്ത
525,lecker::A,好吃,രുചികരമായ
526,süß::A,甜,മധുരമുള്ള
527,bitter::A,苦,കടുത്ത
528,sauer::A,酸,പുളിപ്പുള്ള
529,hell::A,亮,ജ്വലിക്കുന്ന
530,dunkel::A,阴暗,ഇരുണ്ട
531,schwarz::A,黑,കറുത്ത
532,weiß::A,白,വെളുത്ത
533,rot::A,红,ചുവന്ന
534,gelb::A,黄,മഞ്ഞനിറമായ
535,blau::A,蓝,നീലനിറമുള്ള
536,grün::A,绿,പച്ചനിറമുള്ള
537,grau::A,灰色,ചാരനിറത്തിലുള്ള
538,bunt::A,五彩,വർണ്ണശബളമായ
539,billig::A,便宜,വിലകുറഞ്ഞ
540,teuer::A,贵,ചെലവേറിയ
541,wertvoll::A,贵重,വിലപിടിപ്പുള്ള
542,blind::A,瞎,അന്ധനായ
543,taub::A,聋,കേൾവിക്കുറവുള്ള
544,kräftig::A,强壮,ശക്തിയുള്ള
545,stark::A,强壮,ബലമുള്ള
546,schwach::A,弱,ക്ഷീണിച്ച
547,fett::A,胖,കൊഴുപ്പുള്ള
548,schlank::A,苗条,മെലിഞ്ഞ
549,hübsch::A,漂亮,മനോഹരമായ
550,böse::A,邪恶,പാപിയായ
551,dumm::A,笨,വിവരംകെട്ട
552,faul::A,懒惰,അലസനായ
553,fleißig::A,勤奋,അദ്ധ്വാനശീലമുള്ള
554,geizig::A,吝啬,പിശുക്കനായ
555,klug::A,聪明,ബുദ്ധിസാമർഥ്യമുള്ള
556,geschickt::A,灵巧,പ്രതിഭാശാലി
557,lieb::A,可爱,പ്രിയപ്പെട്ട
558,lustig::A,快乐,ആനന്ദകരമായ
559,sanft::A,柔和,സൌമ്യമായ
560,hungrig::A,饥饿,വിശപ്പുള്ള
561,krank::A,患病,അസുഖമുള്ള
562,nackt::A,裸体,നഡമായ
563,traurig::A,悲哀,വിഷമമുള്ള
564,lebendig::A,活,ഉപജീവനം
565,gut::A,好,നല്ല
566,schlecht::A,坏,മോശമായ
567,richtig::A,正确,ശരിയായ
568,schlimm::A,糟糕,വൃത്തികെട്ട
569,wahr::A,真,ശരിയായ
570,alt::A,旧,പഴയ
571,neu::A,新,പുതിയ
572,ehemalig::A,以前,മുൻ
573,alt[Lebewesen]::A,老,വയസ്സുള്ള
574,jung::A,年轻,കൌമാരമായ
575,arm::A,贫穷,പാവപ്പെട്ട
576,reich::A,富裕,സമ്പന്നമായ
577,bekannt::A,出名,പരിചിതമായ
578,berühmt::A,著名,പ്രശസ്തനായ
579,fremd::A,陌生,വൈദേശികമായ
580,verschieden::A,不同,വ്യത്യസ്തമായ
581,nah::A,近,അരികത്തുള്ള
582,fern::A,遥远,അകലെയുള്ള
583,linker::A,左,അവശേഷിച്ച
584,rechter::A,右,വലത്തേ
585,anderer::A,别的,മറ്റുള്ള
586,erster::A,第一,ആദ്യത്തെ
587,zweiter::A,第二,രണ്ടാം
588,dritter::A,第三,മൂന്നാമത്
589,letzter::A,最后,അവസാനത്തെ
590,allein::ADV,单独,തനിച്ചുള്ള
591,auf einmal::ADV,同时,ഉടന്
592,zusammen::ADV,一起,ഒരുമിച്ച
593,lange::ADV,许久,നീണ്ട_കാലത്തേയ്ക്ക്
594,plötzlich::ADV,忽然,പെട്ടെന്ന്
595,sofort::ADV,立刻,തത്ക്ഷണം
596,später::ADV,以后,പിന്നീട്
597,jetzt::ADV,现在,ഇപ്പോൾ
598,heute::ADV,今天,ഇന്ന്
599,morgen::ADV,明天,നാളെ
600,bald::ADV,即将,ഉടനെ
601,dann::ADV,然后,അപ്പോൾ
602,gestern::ADV,昨天,ഇന്നലെ
603,einst::ADV,曾经,പണ്ടൊരിക്കല്
604,damals::ADV,当时,അപ്പോൾ
605,danach::ADV,随后,പിന്നീട്
606,vorher::ADV,事先,മുൻപ്
607,zuerst::ADV,首先,ആദ്യം
608,einmal::ADV,一次,ഒരിക്കൽ
609,manchmal::ADV,有时,ചിലപ്പോൾ
610,oft::ADV,时常,പലപ്പോഴും
611,immer::ADV,总是,എപ്പോഴും
612,niemals::ADV,从未,ഒരിക്കലും
613,hier::ADV,这里,ഇവിടെ
614,hierhin::ADV,到这里,ഇവിടേക്ക്
615,von hier::ADV,由此,ഇവിടെനിന്ന്
616,dort::ADV,那里,അവിടെ
617,dorthin::ADV,到那里,അവിടേക്ക്
618,geradeaus::ADV,一直往前,മുമ്പിൽ
619,geradeaus::ADV,一直往前,മുമന്നോട്ട്
620,vorwärts::ADV,向前,മുന്നോട്ട്
621,rückwärts::ADV,向后,തലതിരിച്ച്
622,zurück::ADV,退后,പുറകിലേക്ക്
623,unten::ADV,下面,താഴെ
624,hinab::ADV,向下,താഴേക്ക്
625,oben::ADV,上面,മുകളിൽ
626,hinauf::ADV,向上,മുകളിൽ
627,überall::ADV,到处,എല്ലായിടത്തും
628,nicht::ADV,不,ഇല്ല
629,ein wenig::ADV,一点儿,കുറച്ച്
630,kaum::ADV,几乎不,കഷ്ടിച്ച്
631,sehr::ADV,很,വളരെ
632,so::ADV,如此,അങ്ങനെ
633,noch::ADV,还,ഇപ്പോഴും
634,nur::ADV,只,മാത്രം
635,schon::ADV,已经,നേരത്തേ തന്നെ
636,wieder::ADV,又,വീണ്ടും
637,vor::PRP,在...面前,മുമ്പിൽ
638,hinter::PRP,在...背后,പുറകിൽ
639,unter::PRP,在...下面,കീഴിൽ
640,durch::PRP,穿过,ഉള്ളിലൂടെ
641,neben::PRP,在...旁,അടുത്ത്
642,zwischen::PRP,在...之间,ഇടയ്ക്ക്
643,wegen::PRP,由于,നിമിത്തം
644,dies::PRN,这,ഇത്
645,das::PRN,那,അത്
646,alles::PRN,一切,എല്ലാം
647,ich::PRN,我,ഞാൻ
648,du::PRN,你,നിങ്ങൾ
649,er::PRN,他,അദ്ദേഹം
650,er::PRN,他,അയാൾ
651,er::PRN,他,അവൻ
