,Concept_ID,myv,kv
58,Geschmack::N,тансть,кӧр
59,Geruch::N,чине,дук
60,Schlaf::N,удома,он
61,Traum::N,он,вӧт
62,Himmel::N,менель,небо
63,Sonne::N,чи,шондi
64,Mond::N,ков,тӧлiсь
65,Stern::N,теште,кӧдзыв
66,Luft::N,кошт,ру
67,Wind::N,варма,тӧв
68,Welle::N,толкун,гы
69,Wasser::N,ведь,ва
70,Stein::N,кев,из
71,Boden::N,мода,му
72,Erde::N,мастор,му
73,Staub::N,пуль,бус
74,Rauch::N,качамо,тшын
75,Funke::N,сятко,бичир
76,Feuer::N,тол,би
77,Licht::N,валдо,би
78,Schatten::N,сулей,вуджӧр
79,Schatten::N,сулейкс,вуджӧр
80,Wetter::N,ушо,погоддя
81,Nebel::N,сув,туман
82,Wolke::N,пель,кымӧр
83,Regen::N,пиземс,зэр
84,Schnee::N,лов,лым
85,Eis::N,эй,йы
86,Frost::N,кельме,мороз
87,Kälte::N,якшамо,кӧдзыт
88,Hitze::N,пси,ӧд
89,Raureif::N,лекш,кижа
90,Regenbogen::N,пурьгинечирьке,енӧшка
91,Regenbogen::N,пурьгинеёнкс,енӧшка
92,Donner::N,пурьгине,гым
93,Strömung::N,чудема,визывтӧм
94,Strömung::N,чудевкс,визывтӧм
95,Tropfen::N,петнявкс,тёп
96,Schaum::N,чов,быг
97,Schmutz::N,рудаз,нять
98,See::N,эрьке,ты
99,Sumpf::N,чей,арай
100,Moor::N,чей,нюр
101,Wiese::N,луга,видз
102,Wald::N,вирь,вӧр
103,Hügel::N,губорь,мыльк
104,Hügel::N,пандыне,мыльк
105,Anhöhe::N,губорь,вывтас
106,Anhöhe::N,губорь,вылынін
107,Anhöhe::N,пандыне,вывтас
108,Anhöhe::N,пандыне,вылынін
109,Berg::N,пандо,керӧс
110,Gipfel::N,пря,йыв
111,Höhle::N,пещера,нора
112,Abhang::N,пандочама,покат
113,Quelle::N,ушодкс,больган
114,Bach::N,чудикерькс,шор
115,Fluss::N,лей,ю
116,Ufer::N,чире,берег
117,Küste::N,лейчире,берег
118,Festland::N,мода,му
119,Meer::N,моря,море
120,Bucht::N,усия,курья
121,Insel::N,усия,
122,Blume::N,цеця,цветок
123,Gras::N,тикше,турун
124,Wurzel::N,юр,вуж
125,Wurzel::N,ундокс,вуж
126,Baum::N,чувто,пу
127,Stamm::N,рунго,мыр
128,Stamm::N,рунго,кер
129,Rinde::N,суд,кач
130,Rinde::N,керь,кач
131,Ast::N,морго,ув
132,Zweig::N,тарад,ув
133,Blatt::N,лопа,лист
134,Birke::N,килей,кыдз
135,Kiefer[Baum]::N,пиче,пожум
136,Weide[Baum]::N,каль,бадь
137,Tanne::N,куз,кӧз
138,Horn::N,сюро,сюр
139,Feder::N,толга,гӧн
140,Fell::N,пона,кучик
141,Flügel::N,сёлмо,борд
142,Klaue::N,кенже,гыж
143,Kralle::N,кенже,кабыр
144,Schwanz::N,пуло,бӧж
145,Ei::N,ал,кольть
146,Nest::N,пизэ,поз
147,Bau::N,варя,осьта
148,Bau::N,варя,нора
149,Bau::N,пизе,осьта
150,Bau::N,пизе,нора
151,Tier::N,ракша,зверь
152,Herde::N,стада,гурт
153,Kuh::N,скал,мӧс
154,Bulle::N,бука,ӧшка
155,Pferd::N,лишме,вӧв
156,Schaf::N,реве,баля
157,Schwein::N,туво,порсь
158,Hund::N,пине,пон
159,Hund::N,киска,пон
160,Katze::N,псака,кань
161,Bär::N,овто,ош
162,Eichhörnchen::N,ур,ур
163,Elch::N,сярдо,вӧр мӧс
164,Fuchs::N,ривезь,руч
165,Hase::N,нумоло,кӧч
166,Maus::N,чеерь,шыр
167,Wolf::N,верьгиз,кӧин
168,Vogel::N,нармунь,кай
169,Schwarm::N,полк,стая
170,Schwarm::N,полк,чукӧр
171,Schwarm::N,стада,стая
172,Schwarm::N,стада,чукӧр
173,Huhn::N,сараз,курӧг
174,Hahn::N,атякш,петух
175,Hahn::N,атякш,ай курӧг
176,Gans::N,гала,дзодзог
177,Gans::N,мацей,дзодзог
178,Adler::N,куцькан,куч
179,Adler::N,куцькан,кутш
180,Adler::N,тумоатякш,куч
181,Adler::N,тумоатякш,кутш
182,Ente::N,яксярго,утка
183,Eule::N,корж,тупка
184,Kranich::N,карго,тури
185,Krähe::N,варака,рака
186,Kuckuck::N,куко,кӧк
187,Schwan::N,локсей,юсь
188,Fisch::N,кал,чери
189,Barsch::N,окунь,ёкыш
190,Hecht::N,щука,сирпинь
191,Schlange[Tier]::N,гуй,змей
192,Wurm::N,сукс,номыр
193,Spinne::N,шанжав,черань
194,Ameise::N,коткудав,кӧдзывкар
195,Laus::N,сий,ляпа той
196,Mücke::N,сеське,ном
197,Fliege::N,карво,гут
198,Schmetterling::N,нимиляв,бабыв
199,Beere::N,умарь,ягӧд
200,Apfel::N,умарь,яблоко
201,Pilz::N,панго,тшак
202,Zwiebel::N,чурька,грез
203,Saat::N,видьметь,кӧдзыс
204,Korn::N,сюро,сю
205,Heu::N,тикше,турун
206,Schale::N,кедь,кыш
207,Schale::N,кедь,киль
208,Schale::N,ваткавкс,кыш
209,Schale::N,ваткавкс,киль
210,Grube::N,латко,яма
211,Falle::N,тувор,нальк
212,Falle::N,тувор,кляпча
213,Falle::N,кундамка,нальк
214,Falle::N,кундамка,кляпча
215,Schlinge::N,килькш,лӧч
216,Spur::N,челькс,туй
217,Spur::N,пильгеки,туй
218,Asche::N,кулов,пӧим
219,Dreck::N,рудаз,нять
220,Eisen::N,кшни,кӧрт
221,Gold::N,сырне,зарни
222,Silber::N,сия,язісь
223,Kohle::N,сэдь,шом
224,Kohle::N,сэдь,уголь
225,Kohle::N,уголия,шом
226,Kohle::N,уголия,уголь
227,Glas::N,сулика,стекло
228,Lehm::N,сёвонь,сёй
229,Sand::N,човар,лыа
230,Mensch::N,ломань,морт
231,Mann::N,аля,мужик
232,Mann::N,цёраломань,мужик
233,Frau::N,ава,инька
234,Kind::N,эйкакш,кага
235,Junge::N,цёрыне,зонка
236,Mädchen::N,тейтерне,нывкаок
237,Familie::N,семия,семья
238,Großvater::N,покштя,дед
239,Großmutter::N,баба,баб
240,Eltern::N,тетят-ават,ай-мам
241,Vater::N,тетя,ай
242,Mutter::N,ава,мам
243,Sohn::N,цёра,зон
244,Tochter::N,тейтерь,ныв
245,Bruder::N,леля,вон
246,Bruder::N,ялакс,вон
247,Schwester::N,сазор,сой
248,Onkel::N,леля,дядь
249,Tante::N,патя,айӧлӧн сой
250,Tante::N,патя,ичинь
251,Ehemann::N,мирде,жӧник
252,Ehefrau::N,ни,инь
253,Freude::N,кеняркс,гаж
254,Freude::N,кеняркс,радъялӧм
255,Gelächter::N,ракамо,сералӧм
256,Gelächter::N,пейдема,сералӧм
257,Glück::N,уцяска,мичлун
258,Kummer::N,рискс,шог
259,Kummer::N,мелявкс,шог
260,Wunsch::N,мель,мӧдӧм
261,Wunsch::N,мель,охотитӧм
262,Wunsch::N,бажамо,мӧдӧм
263,Wunsch::N,бажамо,охотитӧм
264,Lust::N,бажамо,охота
265,Geist::N,ойме,лов
266,Gedanke::N,мель,дума
267,Gedächtnis::N,мель,тӧдвыв
268,Verstand::N,прев,вежӧр
269,Sinn::N,толк,ылӧс
270,Sinn::N,смысла,ылӧс
271,Grund::N,тувтал,мог
272,Wahrheit::N,видечи,правда
273,Gespräch::N,кортнема,сёрни
274,Märchen::N,ёвкс,сказка
275,Erzählung::N,ёвтнема,висьт
276,Nachricht::N,куля,юӧр
277,Nachricht::N,куля,висьталӧм
278,Neuigkeit::N,куля,новость
279,Name::N,лем,ним
280,Rätsel::N,содамоёвкс,загадка
281,Rede::N,кортамо,сёрни
282,Sprache::N,кель,кыв
283,Stimme::N,ваигель,голос
284,Wort::N,вал,кыв
285,Zeichen::N,теште,пас
286,Ruf::N,тердема,чуксӧм
287,Ruf::N,тердема,чукӧстӧм
288,Lärm::N,шалнома,шум
289,Laut::N,вайгель,шы
290,Ton::N,гайнема,гор
291,Lied::N,моро,сьыланкыв
292,Ruhe::N,оймамо,спокой
293,Leute::N,ломанть,йӧз
294,Volk::N,народ,йӧз
295,Volk::N,народ,народ
296,Arbeit::N,тев,удж
297,Gast::N,инже,гӧсь
298,Geschenk::N,казне,гӧснеч
299,Geschenk::N,казне,подарок
300,Spiel::N,налксема,орсӧм
301,Gesellschaft::N,община,компания
302,Hilfe::N,лездамо,отсӧт
303,Freund::N,оя,модз
304,Freund::N,оя,дружок
305,Freund::N,ялга,модз
306,Freund::N,ялга,дружок
307,Kamerad::N,оя,тӧдса
308,Kamerad::N,ялга,тӧдса
309,Angelegenheit::N,тев,дело
310,Anzahl::N,ламоксчи,лыд
311,Art::N,вид,пӧлӧс
312,Stück::N,пакш,тор
313,Stück::N,пелькс,тор
314,Teil::N,часть,юкӧм
315,Teil::N,пелькс,юкӧм
316,Hälfte::N,пель,джын
317,Hälfte::N,пелькс,джын
318,Kreis::N,кирькс,круг
319,Kreuz::N,крёст,перна
320,Linie::N,кикс,визь
321,Strich::N,межа,кырӧв
322,Abstand::N,ютко,колас
323,Entfernung::N,ютко,ылына
324,Gegend::N,тарка,места
325,Gegend::N,пертьпелькс,места
326,Platz::N,васолкс,места
327,Ort::N,тарка,места
328,Seite::N,ён,ладор
329,Seite::N,чире,ладор
330,Mitte::N,куншка,шӧр
331,Gegenstand::N,предмет,тор
332,Sache::N,тев,тор
333,Sache::N,веща,тор
334,Rand::N,пе,дор
335,Rand::N,чире,дор
336,Kante::N,ирдез,ордлы
337,Ecke::N,ужо,пельӧс
338,Spitze::N,пряне,йыв
339,Spitze::N,пе,йыв
340,Ende::N,пе,йыв
341,Loch::N,варя,осьта
342,Winkel::N,ужо,пельӧс
343,Muster::N,сёрма,сер
344,Größe::N,сэрь,ыжда
345,Größe::N,покшолма,ыжда
346,Länge::N,кувалмо,кузя
347,Höhe::N,сэрь,сувда
348,Höhe::N,сэрь,вылына
349,Höhe::N,пандо,сувда
350,Höhe::N,пандо,вылына
351,Gewicht::N,сталмо,сьӧкта
352,Menge::N,лововкс,
353,Haufen::N,мар,куча
354,Haufen::N,валявкс,куча
355,Reihe::N,ряд,лёдз
356,Boot::N,венч,пыж
357,Ruder::N,милё,пелыс
358,Schlitten::N,нурдт,додь
359,Ski::N,сокс,лямпа
360,Lagerfeuer::N,толбандя,бипур
361,Last::N,сталмо,тягота
362,Last::N,кандома,тягота
363,Gang::N,молема,мунӧм
364,Gang::N,якамо,мунӧм
365,Schritt::N,эскелькс,вожмӧв
366,Norden::N,якшамо ёнкс,ой
367,Süden::N,лембе ёнкс,лун
368,Westen::N,чивалгома,рытвыв
369,Osten::N,чилисема,асыв
370,Holz::N,чувто,пу
371,Brett::N,лаз,пӧв
372,Platte::N,плита,плита
373,Stütze::N,неже,пика
374,Stange::N,олга,зор
375,Stange::N,олга,потш
376,Stock::N,мандо,бедь
377,Stab::N,олога,шест
378,Rohr::N,турба,труба
379,Haus::N,кудо,керку
380,Heim::N,кудо,керку
381,Ofen::N,каштомо,пӧжавны
382,Fußboden::N,киякс,джодж
383,Tisch::N,столь,пызан
384,Stuhl::N,стул,стул
385,Wiege::N,лавсь,зыбка
386,Wiege::N,нурямот,зыбка
387,Bett::N,ацамо,кровать
388,Regal::N,лався,джадж
389,Regal::N,лавсяланго,джадж
390,Kiste::N,горобия,ящик
391,Kiste::N,сундук,ящик
392,Fenster::N,вальма,ӧшын
393,Tür::N,кенкш,ыбӧс
394,Tor::N,ортат,ворота
395,Zaun::N,пирявт,забор
396,Zaun::N,пирвякс,забор
397,Dach::N,кудопря,крыша
398,Leiter::N,кузтема,лиснич
399,Besen::N,тенсть,рос
400,Spaten::N,койме,зыр
401,Schaufel::N,кече,зыр
402,Schaufel::N,келей койме,зыр
403,Gabel::N,сянгине,вила
404,Löffel::N,пенч,пань
405,Messer::N,пеель,пурт
406,Nagel::N,эске,кӧрттув
407,Netz::N,алтыма,кыйӧт
408,Haken::N,кечказ,ем
409,Griff::N,кедне,пу
410,Schloss::N,замок,замок
411,Schloss::N,панжома,замок
412,Bild::N,картина,картина
413,Figur::N,рунго,мыгӧр
414,Puppe::N,няка,акань
415,Beutel::N,кескав,мешӧк
416,Bündel::N,керькс,нин
417,Tasche::N,юдма,сумка
418,Eimer::N,ведра,ведра
419,Deckel::N,велькс,вевт
420,Geschirr::N,кедьге,доз
421,Geschirr::N,кедьге,бекӧрпань
422,Sack::N,кескав,мешӧк
423,Tasse::N,чакш,бекӧр
424,Topf::N,кастрюля,кастрюля
425,Kessel::N,котёл,пӧрт
426,Essen::N,ярсамо,сёйӧм
427,Nahrung::N,ярсамопель,вердан
428,Speise::N,ярсамопель,сёян
429,Fleisch::N,сывель,яй
430,Getreide::N,сюро,сю
431,Brei::N,каша,каша
432,Brot::N,кши,нянь
433,Scheibe::N,кочом,шӧрӧм
434,Scheibe::N,сускомо,шӧрӧм
435,Fett::N,куя,гос
436,Butter::N,ой,ви
437,Öl::N,ой,ви
438,Salz::N,сал,сов
439,Suppe::N,ям,шыд
440,Honig::N,медь,ма
441,Milch::N,ловсо,йӧв
442,Tee::N,чай,чай
443,Leder::N,киське,кучик
444,Wolle::N,пона,гӧн
445,Stoff::N,коцт,дӧра
446,Nadel::N,салмукс,ем
447,Faden::N,суре,сунис
448,Knopf::N,пов,кизь
449,Knoten::N,сюлмо,узӧв
450,Knoten::N,сюлмо,гӧрӧд
451,Farbe::N,артомапель,краска
452,Kleidung::N,оршамот,паськӧм
453,Hemd::N,панар,йӧрнӧс
454,Kragen::N,сиве,воротник
455,Ärmel::N,ожа,сос
456,Hose::N,понкст,вешьян
457,Gürtel::N,каркс,йи
458,Mütze::N,чапка,шапка
459,Schuh::N,туфля,ботинки
460,Stiefel::N,кем,сапог
461,Ring::N,суркс,чунькытш
462,Band::N,лента,ленточка
463,Kamm::N,сурсеме,сынан
464,Spiegel::N,чавачамо,зеркало
465,Riemen::N,кшнань каркс,ремень
466,Schnur::N,пикс,гез
467,Leine::N,ведьме,повод
468,Decke::N,вельтямо,одеяло
469,Kissen::N,тодов,подушка
470,Tuch::N,паця,чышьян
471,Handtuch::N,нардамо,чышкӧт
472,Kraft::N,вий,прак
473,Stärke::N,виевчи,вын
474,Gesundheit::N,шумбрачи,здоровье
475,Krankheit::N,орма,шог
476,Krankheit::N,сэредема,шог
477,Schmerz::N,сэредькс,зубыт
478,Wunde::N,керявкс,рана
479,Fieber::N,маштыкс,лёк тресся
480,Fieber::N,маштыкс,кынтан шогӧт
481,Arznei::N,ормаменькс,лекарство
482,Brücke::N,сэдь,пос
483,Brücke::N,мадамо,пос
484,Brunnen::N,лисьма,колодец 
485,Weide::N,ракшань ванома тарка,пода йирсян
486,Pfad::N,ян,туй
487,Weg::N,ки,туй
488,Straße::N,ки,туй
489,Dorf::N,веле,деревня
490,Stadt::N,ош,город
491,Brief::N,сёрма,гижӧт
492,Buch::N,книга,книга
493,Buchstabe::N,буква,буква
494,Zeitung::N,газета,газета
495,Leben::N,эрямо,олан
496,Tod::N,кулома,кулӧм
497,Grab::N,калмо,гу
498,Kirche::N,церькова,вичку
499,Sünde::N,чумочи,грек
500,Gott::N,паз,ен
501,Arbeiter::N,робочей,уджалiсь
502,Chef::N,прявт,начальник
503,Meister::N,кол тевень тенця,мастер
504,Arzt::N,врач,врач
505,Lehrer::N,учитель,велӧтісь
506,Lehrer::N,тонавтыця,велӧтісь
507,Geld::N,ярмак,деньга
508,Geschäft::N,ладязь тев,удж
509,Laden::N,лавка,магазин
510,Preis::N,питне,дон
511,Ware::N,миевкс,товар
512,Ware::N,рамавкс,товар
513,Nutzen::N,паро,путь
514,Nutzen::N,лезэ,путь
515,Reichtum::N,сюпавчи,богатство
516,Welt::N,мир,му
517,Welt::N,мастор ланго,му
518,Land::N,мастор,страна
519,Staat::N,государства,государство
520,König::N,король,кан
521,Macht::N,азорксчи,власть
522,Grenze::N,буен тешкс,граница
523,Krieg::N,война,война
524,Feind::N,душман,враг
525,Gewalt::N,нарьгамо,
526,Kampf::N,тюрема,нярасьӧм
527,Kampf::N,тюрема,вермасьӧм
528,Bogen[Waffe]::N,нал,лук
529,Pfeil::N,нал,ньӧв
530,Gewehr::N,ружия,ружьё
531,Gewehr::N,винтовка,ружьё
532,Fehler::N,ильведькс,ошибка
533,Fehler::N,ильведевкс,ошибка
534,Lüge::N,манчема,ылӧтӧм
535,Lüge::N,манчема,пӧрьялӧм
536,Lüge::N,кенгелема,ылӧтӧм
537,Lüge::N,кенгелема,пӧрьялӧм
538,Schaden::N,зыян,лёк
539,Unglück::N,зыян,пик
540,Unglück::N,зыян,оказзё
541,Schuld::N,чумочи,вина
542,Alter::N,шка,
543,Schluss::N,пе,ком
544,Zeit::N,шка,кад
545,Zeit::N,пинге,кад
546,Tag::N,чи,лун
547,Morgen::N,валске,асыв
548,Mittag::N,чикуншка,луншӧр кад
549,Abend::N,чокшнэ,рыт
550,Nacht::N,ве,ой
551,Woche::N,недля,неделя
552,Monat::N,ков,тӧлicь
553,Jahr::N,ие,год
554,Frühling::N,тундо,тулыс
555,Sommer::N,кизэ,гожум
556,Herbst::N,сёксь,ар
557,Winter::N,теле,тӧв
558,Januar::N,якшамков,январ
559,Februar::N,февраль,февраль
560,März::N,март,март
561,April::N,апрель,апрель
562,Mai::N,май,май
563,Juni::N,июнь,юнь
564,Juli::N,июль,юль
565,August::N,август,август
566,September::N,сентября,сентяб
567,Oktober::N,октября,октяб
568,November::N,ноября,нояб
569,Dezember::N,декабря,декаб
570,Montag::N,пондельник,вильлун
571,Dienstag::N,овторник,мӧдӧдзлун
572,Mittwoch::N,серёда,шӧрлун
573,Donnerstag::N,цетьверьг,нёльӧдзлун
574,Freitag::N,пеця,витӧдзлун
575,Samstag::N,субута,пывсянлун
576,Samstag::N,шлямочи,пывсянлун
577,Sonntag::N,недлячи,кресення
578,groß::A,ине,ыджыт
579,groß::A,покш,ыджыт
580,klein::A,вишка,учӧтик
581,lang::A,кувака,кузь
582,kurz::A,нурькине,дженыт
583,breit::A,келей,ота
584,schmal::A,теине,векнит
585,dicht::A,тусто,тшӧк
586,dick[Gegenstand]::A,эчке,кыз
587,dünn::A,човине,вӧснит
588,fein::A,човине,вӧснит
589,fest::A,кеме,крепыт
590,flach::A,лапужа,лапкӧса
591,glatt::A,валаня,волькыт
592,hart::A,калгодо,чӧрыт
593,weich::A,чевте,небыт
594,rund::A,кеверь,гӧгрӧса
595,spitz::A,пшти,ёся
596,scharf::A,пшти,лэчыт
597,stumpf::A,ношка,ныж
598,schwer::A,стака,сьӧкыт
599,schön::A,мазый,басӧк
600,heiß::A,пси,жар
601,warm::A,лембе,шоныт
602,kalt::A,якшамо,кӧдзыт
603,kühl::A,экше,сайкыт
604,frisch::A,свежа,виль
605,feucht::A,летьке,вакодь
606,nass::A,начко,ва
607,trocken::A,коське,кӧс
608,voll::A,пешксе,тыра
609,leer::A,чаво,тыртӧм
610,offen::A,панжадо,оссьӧм
611,offen::A,виде,оссьӧм
612,geschlossen::A,пекстазь,игана
613,geschlossen::A,пекстазь,пӧдана
614,geschlossen::A,сёлгозь,игана
615,geschlossen::A,сёлгозь,пӧдана
616,sauber::A,ванькс,сӧдз
617,sauber::A,ванькс,сӧстӧм
618,schmutzig::A,ливезев,нятьӧсь
619,roh::A,верек,путӧм
620,reif::A,кенерезь,кисьмалӧм
621,lecker::A,тантей,кӧра 
622,süß::A,ламбамо,чӧскыт
623,bitter::A,сэпей,курыт
624,sauer::A,чапамо,шӧма 
625,hell::A,валдо,югыт
626,dunkel::A,чопода,пемыт
627,schwarz::A,раужо,сьӧд
628,weiß::A,ашо,чочком
629,rot::A,якстере,гӧрд
630,gelb::A,ожо,веж
631,blau::A,сэнь,лӧз
632,grün::A,пиже,веж
633,grau::A,шержев,руд
634,grau::A,шержев,бусӧй
635,bunt::A,сёрмав,быдрӧма
636,billig::A,аволь питней,донтӧм
637,teuer::A,питней,дона
638,wertvoll::A,питней,дона
639,blind::A,сокор,синтӧм
640,taub::A,амариця,пельтӧм
641,kräftig::A,пек виев,вына
642,stark::A,виев,вына
643,schwach::A,лавшо,некодя
644,fett::A,куя,госа
645,schlank::A,виде ронга,статя
646,hübsch::A,мазый,басӧк
647,böse::A,кежей,лёк
648,dumm::A,чавола,бӧбӧв
649,dumm::A,чавола,вежӧртӧм
650,dumm::A,превтеме,бӧбӧв
651,dumm::A,превтеме,вежӧртӧм
652,faul::A,нузякс,дыш
653,fleißig::A,мелень путыця,уджалicь
654,geizig::A,скупой,жикмӧра
655,geizig::A,скупой,горшаліcь
656,klug::A,превей,авья
657,klug::A,превей,вежӧра
658,geschickt::A,маштозь теезь,кипода
659,lieb::A,вадря,муса
660,lieb::A,вадря,дзулиньӧй
661,lustig::A,весёла,гажа
662,sanft::A,сэтьме,лебезнӧй
663,hungrig::A,вачо,тшыг
664,krank::A,сэредиця,шогалiсь
665,nackt::A,штапо,куш
666,traurig::A,нусманя,жугыль
667,lebendig::A,эриця,ловья
668,gut::A,паро,бур
669,schlecht::A,берянь,умӧль
670,richtig::A,виде,
671,schlimm::A,берянь,нештӧм
672,wahr::A,алкуксонь,
673,alt::A,ташто,важ
674,neu::A,од,виль
675,ehemalig::A,икелень,вӧвлӧм
676,alt[Lebewesen]::A,сыре,года
677,alt[Lebewesen]::A,сыре,годдэза
678,jung::A,од,том
679,arm::A,кажов,гов
680,arm::A,кажов,беднӧй
681,reich::A,сюпав,эма
682,bekannt::A,содавикс,тӧдса
683,berühmt::A,содавикс,
684,fremd::A,лия,чужӧй
685,fremd::A,асодавикс,чужӧй
686,verschieden::A,эрьва,быдкодь
687,nah::A,а васолонь,матiсь
688,fern::A,умонь,ылicь
689,fern::A,кезэрень,ылicь
690,linker::A,керш,шульга
691,rechter::A,вить,веськытланись
692,anderer::A,лия,мукӧд
693,erster::A,васень,медодзза
694,erster::A,васенце,медодзза
695,zweiter::A,омбоце,кыкӧт
696,dritter::A,колмоце,куимӧт
697,dritter::A,колмоце,куимӧдз
698,letzter::A,меельце,бӧрья
699,letzter::A,меельце,мёдбӧрья
700,allein::ADV,башка,
701,allein::ADV,ськамонзо,
702,auf einmal::ADV,вейсэ,тшӧтш
703,zusammen::ADV,вейс,ӧтлаын
704,zusammen::ADV,вейсэ,ӧтлаын
705,lange::ADV,кувать,дыр
706,plötzlich::ADV,апак учо,друг
707,sofort::ADV,курок,тшӧтш
708,sofort::ADV,нейке,тшӧтш
709,später::ADV,мейле,медбӧрын
710,jetzt::ADV,ней,ӧні
711,heute::ADV,течи,талун
712,morgen::ADV,ванды,ашын
713,bald::ADV,курок,чожа
714,dann::ADV,мейле,сыбӧрын
715,dann::ADV,седе мейле,сыбӧрын
716,gestern::ADV,исяк,тӧн
717,einst::ADV,весть,ӧтпыр
718,einst::ADV,зярдо-бути,ӧтпыр
719,damals::ADV,сестэ,сэк
720,damals::ADV,сестэ,сэки
721,danach::ADV,мейле,сэсся
722,danach::ADV,седе мейле,сэсся
723,vorher::ADV,васняяк,одзжык
724,zuerst::ADV,васня,наперво
725,einmal::ADV,весть,ӧтпыр
726,manchmal::ADV,лиясто,мукӧдпыр
727,oft::ADV,сеетьстэ,-лы-
728,immer::ADV,свал,быдпыр
729,immer::ADV,свал,быдпырся
730,niemals::ADV,а зярдояк,некӧр
731,hier::ADV,тесэ,татӧн
732,hierhin::ADV,тей,татчӧ
733,von hier::ADV,тестэ,тасянь
734,dort::ADV,тосо,сэтӧн
735,dorthin::ADV,тов,сэтчин
736,geradeaus::ADV,витьстэ,веськыта
737,vorwärts::ADV,икелев,одзӧ
738,rückwärts::ADV,мекев,бӧр
739,zurück::ADV,мекев,бӧр
740,unten::ADV,ало,увтын
741,hinab::ADV,алов,увтас
742,oben::ADV,вере,вевдӧрас
743,hinauf::ADV,верев,вывлань
744,hinauf::ADV,верев,вывланьӧ
745,überall::ADV,эрьва косо,быдлан
746,nicht::ADV,а,ог
747,ein wenig::ADV,аламошка,-ышт
748,ein wenig::ADV,аламошка,невна
749,kaum::ADV,ансяк,ӧдва
750,sehr::ADV,пек,вывтi
751,sehr::ADV,вельть,вывтi
752,so::ADV,истя,сiдз
753,noch::ADV,таго,эшӧ
754,nur::ADV,ансяк,только
755,schon::ADV,уш,ни
756,wieder::ADV,таго,бӧра
757,vergebens::ADV,стяко,весись
758,vor::PRP,икеле,одзас
759,hinter::PRP,вельде,бӧрӧ
760,unter::PRP,ало,увтын
761,durch::PRP,пачк,пыр
762,neben::PRP,вакссо,бокам
763,neben::PRP,вакссо,боксиным
764,zwischen::PRP,ютксо,коласас
765,wegen::PRP,кис,понда
766,wegen::PRP,коряс,понда
767,wegen::PRP,кувалт,понда
768,dies::PRN,те,эта
769,das::PRN,те,сiя
770,das::PRN,тона,сiя
771,alles::PRN,весе,быдӧс
772,alles::PRN,весемесь,быдӧс
773,ich::PRN,мон,ме
774,du::PRN,тон,тэ
775,er::PRN,сон,сiя
776,wir::PRN,минь,мийӧ
777,ihr::PRN,тынь,ті
778,sie::PRN,сынь,нія
779,was::FPRN,мезе,мый
780,wer::FPRN,ки,кин
781,wo::FADV,косо,кытӧн
782,wohin::FADV,ков,кытчӧ
783,wohin::FADV,козо,кытчӧ
784,wie::FADV,кода,дзик
785,warum::FADV,мекс,мыля
786,warum::FADV,мекс,мыйсянь
787,wieviel::FNUM,зяро,мымда
788,eins::NUM,вейке,ӧт
789,zwei::NUM,кавто,кык
790,drei::NUM,колмо,куим
791,vier::NUM,ниле,нёль
792,fünf::NUM,вете,вит
793,sechs::NUM,кото,квать
794,sieben::NUM,сисем,сизим
795,acht::NUM,кавксо,кыкьямыс
