,Concept_ID,udm,ru
94,Raureif::N,гӧр,иней
95,Regenbogen::N,вуюись,радуга
96,Donner::N,гудыри,гром
97,Strömung::N,бызён,течение
98,Tropfen::N,шапык,капля
99,Schaum::N,шукы,пена
100,Schmutz::N,нӧд,грязь
101,Schmutz::N,дэри,грязь
102,See::N,ты,озеро
103,Sumpf::N,нюр,топь
104,Moor::N,нюр,болото
105,Wiese::N,возь,луг
106,Wiese::N,возьвыл,луг
107,Wald::N,сик,лес
108,Wald::N,нюлэс,лес
109,Hügel::N,выр,холм
110,Hügel::N,вырйыл,холм
111,Anhöhe::N,выр,возвышенность
112,Anhöhe::N,вырйыл,возвышенность
113,Berg::N,гурезь,гора
114,Gipfel::N,йыл,вершина
115,Höhle::N,гу,пещера
116,Abhang::N,бам,склон
117,Quelle::N,ошмес,источник
118,Bach::N,пичи шур,ручей
119,Fluss::N,шур,река
120,Ufer::N,ярдур,берег
121,Küste::N,вудур,побережье
122,Festland::N,мувыр,суша
123,Meer::N,зарезь,море
124,Bucht::N,вукож,бухта
125,Insel::N,вумуӵ,остров
126,Insel::N,шормуӵ,остров
127,Blume::N,сяська,цветок
128,Gras::N,турын,трава
129,Wurzel::N,выжы,корень
130,Baum::N,пу,дерево
131,Stamm::N,модос,ствол
132,Rinde::N,сул,кора
133,Ast::N,ул,сук
134,Zweig::N,вай,ветвь
135,Blatt::N,куар,лист
136,Birke::N,кызьпу,береза
137,Kiefer[Baum]::N,пужым,сосна
138,Weide[Baum]::N,бадьпу,ива
139,Tanne::N,кыз,ель
140,Horn::N,сюр,рог
141,Feder::N,тылы,перо
142,Fell::N,ку,шкура
143,Flügel::N,бурд,крыло
144,Klaue::N,гижы,коготь
145,Kralle::N,пыд,лапа
146,Schwanz::N,быж,хвост
147,Ei::N,пуз,яйцо
148,Ei::N,кукей,яйцо
149,Nest::N,кар,гнездо
150,Nest::N,пузкар,гнездо
151,Bau::N,кар,нора
152,Bau::N,гу,нора
153,Tier::N,пӧйшур,животное
154,Herde::N,уллё,стадо
155,Kuh::N,скал,корова
156,Bulle::N,ош,бык
157,Bulle::N,пороз,бык
158,Pferd::N,вал,лошадь
159,Schaf::N,ыж,овца
160,Schwein::N,парсь,свинья
161,Hund::N,пуны,собака
162,Katze::N,коӵыш,кошка
163,Bär::N,гондыр,медведь
164,Eichhörnchen::N,коньы,белка
165,Elch::N,койык,лось
166,Fuchs::N,ӟичы,лиса
167,Hase::N,кеч,заяц
168,Maus::N,шыр,мышь
169,Wolf::N,кион,волк
170,Vogel::N,тылобурдо,птица
171,Schwarm::N,уллё,стая
172,Huhn::N,курег,курица
173,Hahn::N,атас,петух
174,Gans::N,ӟазег,гусь
175,Adler::N,ӧрзи,орел
176,Ente::N,ӵӧж,утка
177,Eule::N,кучыран,сова
178,Kranich::N,тури,журавль
179,Krähe::N,куака,ворона
180,Kuckuck::N,кикы,кукушка
181,Schwan::N,юсь,лебедь
182,Fisch::N,чорыг,рыба
183,Barsch::N,юш,окунь
184,Hecht::N,чипей,щука
185,Schlange[Tier]::N,кый,змея
186,Wurm::N,нумыр,червяк
187,Spinne::N,чонари,паук
188,Ameise::N,кузьыли,муравей
189,Laus::N,тэй,вошь
190,Mücke::N,нымы,комар
191,Mücke::N,чибинь,комар
192,Fliege::N,кут,муха
193,Schmetterling::N,бубыли,бабочка
194,Beere::N,узы-боры,ягода
195,Apfel::N,яблок,яблоко
196,Pilz::N,губи,гриб
197,Zwiebel::N,сугон,луковица
198,Saat::N,кидыс,семя
199,Korn::N,тысь,зерно
200,Heu::N,турын,сено
201,Schale::N,кыд,шелуха
202,Grube::N,гу,яма
203,Grube::N,гоп,яма
204,Falle::N,налик,ловушка
205,Schlinge::N,гиӟ,силок
206,Schlinge::N,герд,силок
207,Spur::N,пытьы,след
208,Spur::N,бервыл,след
209,Asche::N,пень,зола
210,Asche::N,пень,пепел
211,Dreck::N,дэри,грязь
212,Eisen::N,корт,железо
213,Gold::N,зарни,золото
214,Silber::N,азвесь,серебро
215,Kohle::N,эгыр,уголь
216,Glas::N,стекло,стекло
217,Glas::N,пияла,стекло
218,Lehm::N,сюй,глина
219,Sand::N,луо,песок
220,Mensch::N,мурт,человек
221,Mensch::N,адями,человек
222,Mann::N,воргорон,мужчина
223,Frau::N,кышномурт,женщина
224,Kind::N,нуны,ребенок
225,Kind::N,пинал,ребенок
226,Junge::N,пи,мальчик
227,Mädchen::N,ныл,девочка
228,Familie::N,семья,семья
229,Großvater::N,песятай,дедушка
230,Großvater::N,пересь атай,дедушка
231,Großmutter::N,песянай,бабушка
232,Großmutter::N,пересь анай,бабушка
233,Eltern::N,атай-анай,родители
234,Eltern::N,бубы-мумы,родители
235,Vater::N,айы,отец
236,Vater::N,атай,отец
237,Mutter::N,мумы,мать
238,Sohn::N,пи,сын
239,Tochter::N,ныл,дочь
240,Bruder::N,агай,брат
241,Schwester::N,апа,сестра
242,Schwester::N,сузэр,сестра
243,Onkel::N,агай,дядя
244,Tante::N,апа,тетя
245,Tante::N,кенак,тетя
246,Ehemann::N,карт,муж
247,Ehefrau::N,кышно,жена
248,Freude::N,шумпотон,радость
249,Gelächter::N,горем,смех
250,Glück::N,шуд,счастье
251,Kummer::N,кайгу,горе
252,Kummer::N,куректон,горе
253,Wunsch::N,мылпотон,желание
254,Lust::N,потон,влечение
255,Geist::N,лул,дух
256,Gedanke::N,малпан,мысль
257,Gedächtnis::N,йырсазь,память
258,Gedächtnis::N,тодэваён,память
259,Verstand::N,йырвизь,ум
260,Sinn::N,смысл,смысл
261,Grund::N,муг,повод
262,Grund::N,ньӧм,повод
263,Wahrheit::N,зэм,правда
264,Wahrheit::N,шонер,правда
265,Gespräch::N,вераськон,беседа
266,Märchen::N,выжыкыл,сказка
267,Erzählung::N,верос,рассказ
268,Nachricht::N,ивор,сообщение
269,Neuigkeit::N,выльивор,новость
270,Name::N,ним,имя
271,Rätsel::N,мадькыл,загадка
272,Rede::N,верам,речь
273,Sprache::N,кыл,язык
274,Stimme::N,куара,голос
275,Wort::N,кыл,слово
276,Zeichen::N,пус,знак
277,Zeichen::N,тодмет,знак
278,Ruf::N,ӧтён,зов
279,Ruf::N,чортон,зов
280,Lärm::N,ӵашетон,шум
281,Laut::N,куара,звук
282,Ton::N,куара,звучание
283,Lied::N,кырӟан,песня
284,Ruhe::N,чалмыт улон,покой
285,Leute::N,адямиос,люди
286,Volk::N,калык,народ
287,Arbeit::N,уж,работа
288,Gast::N,куно,гость
289,Geschenk::N,салам,подарок
290,Geschenk::N,кузьым,подарок
291,Spiel::N,шудон,игра
292,Gesellschaft::N,калык,общество
293,Hilfe::N,юрттон,помощь
294,Freund::N,эш,друг
295,Freund::N,юлтош,друг
296,Kamerad::N,тодмо,приятель
297,Angelegenheit::N,уж,дело
298,Anzahl::N,лыд,количество
299,Art::N,тус,вид
300,Stück::N,юдэс,кусок
301,Teil::N,люкет,часть
302,Hälfte::N,ӝыны,половина
303,Kreis::N,котырес,круг
304,Kreuz::N,крест,крест
305,Linie::N,гож,линия
306,Strich::N,гож,черта
307,Abstand::N,вис,промежуток
308,Abstand::N,кусып,промежуток
309,Entfernung::N,кусып,расстояние
310,Gegend::N,инты,местность
311,Platz::N,инты,пространство
312,Ort::N,инты,место
313,Ort::N,места,место
314,Seite::N,пал,сторона
315,Mitte::N,шор,середина
316,Gegenstand::N,арбери,предмет
317,Sache::N,котыр,вещь
318,Rand::N,дур,край
319,Rand::N,шаер,край
320,Kante::N,дур,ребро
321,Ecke::N,сэрег,угол
322,Spitze::N,йыл,кончик
323,Ende::N,пум,конец
324,Loch::N,пась,дыра
325,Winkel::N,сэрег,угол
326,Muster::N,пужы,узор
327,Größe::N,быдӟала,размер
328,Länge::N,кузьдала,длина
329,Höhe::N,ӝуждала,высота
330,Gewicht::N,сектала,вес
331,Gewicht::N,секытлык,вес
332,Menge::N,лыд,количество
333,Menge::N,лыдпус,количество
334,Haufen::N,люк,куча
335,Reihe::N,чур,ряд
336,Boot::N,пыж,лодка
337,Boot::N,лодка,лодка
338,Ruder::N,полыс,весло
339,Schlitten::N,додьы,сани
340,Ski::N,куас,лыжа
341,Lagerfeuer::N,тылскем,костер
342,Last::N,секыт,тяжесть
343,Gang::N,ветлон,ход
344,Schritt::N,вамыш,шаг
345,Norden::N,уйпал,север
346,Süden::N,лымшор,юг
347,Westen::N,шунды пуксён,запад
348,Osten::N,шунды ӝужан,восток
349,Holz::N,пу,древесина
350,Brett::N,пул,доска
351,Platte::N,плита,плита
352,Stütze::N,пыкет,подпорка
353,Stange::N,пуӵ,жердь
354,Stock::N,боды,палка
355,Stab::N,пуӵ,шест
356,Stab::N,боды,шест
357,Rohr::N,труба,труба
358,Haus::N,юрт,дом
359,Heim::N,корка,дом
360,Ofen::N,гур,печь
361,Fußboden::N,выж,пол
362,Tisch::N,ӝӧк,стол
363,Stuhl::N,пукон,стул
364,Wiege::N,кӧкы,колыбель
365,Wiege::N,зыбка,колыбель
366,Bett::N,валес,постель
367,Regal::N,ӝажы,полка
368,Kiste::N,ящик,ящик
369,Fenster::N,укно,окно
370,Fenster::N,косяк,окно
371,Tür::N,ӧс,дверь
372,Tor::N,ӟезьы,ворота
373,Zaun::N,забор,забор
374,Dach::N,липет,крыша
375,Leiter::N,падӟа,лестница
376,Besen::N,ӵужон,метла
377,Besen::N,исьнер,метла
378,Spaten::N,лопатка,лопата
379,Schaufel::N,ютырон,совок
380,Gabel::N,тэчы,вилка
381,Gabel::N,вилка,вилка
382,Löffel::N,пуньы,ложка
383,Messer::N,пурт,нож
384,Nagel::N,кортӵог,гвоздь
385,Netz::N,сеть,сеть
386,Haken::N,курик,крюк
387,Griff::N,ныд,ручка
388,Schloss::N,тунгон,замок
389,Bild::N,суред,картина
390,Figur::N,фигура,фигура
391,Puppe::N,мунё,кукла
392,Beutel::N,пуйы,мешок
393,Bündel::N,керттэт,связка
394,Tasche::N,пуйы,сумка
395,Tasche::N,сумка,сумка
396,Eimer::N,ведра,ведро
397,Deckel::N,ӵоксэт,крышка
398,Geschirr::N,тусьты-пуньы,посуда
399,Sack::N,пуйы,мешок
400,Tasse::N,ӵаша,чашка
401,Topf::N,миска,кастрюля
402,Kessel::N,пурты,котел
403,Essen::N,сиськон,еда
404,Nahrung::N,сион,пища
405,Speise::N,сиён,блюдо
406,Speise::N,сиён,кушанье
407,Fleisch::N,сӥль,мясо
408,Getreide::N,ю тысь,хлеб
409,Brei::N,ӝук,каша
410,Brot::N,нянь,хлеб
411,Scheibe::N,шорем,ломоть
412,Fett::N,кӧй,жир
413,Butter::N,вӧй,масло
414,Öl::N,вӧй,масло
415,Salz::N,сылал,соль
416,Suppe::N,шыд,суп
417,Honig::N,чечы,мед
418,Milch::N,йӧл,молоко
419,Tee::N,чай,чай
420,Leder::N,сурон,кожа
421,Wolle::N,гон,шерсть
422,Wolle::N,ыжгон,шерсть
423,Stoff::N,куэм,ткань
424,Nadel::N,вень,игла
425,Faden::N,сӥньыс,нитка
426,Knopf::N,бирды,пуговица
427,Knoten::N,герд,узел
428,Farbe::N,буёл,краска
429,Kleidung::N,дӥсь,одежда
430,Hemd::N,дэрем,рубашка
431,Kragen::N,сирес,воротник
432,Ärmel::N,саес,рукав
433,Hose::N,брюки,брюки
434,Hose::N,штань,брюки
435,Gürtel::N,кускерттон,пояс
436,Mütze::N,ызьы,шапка
437,Schuh::N,ботинка,ботинок
438,Stiefel::N,сапег,сапог
439,Ring::N,зундэс,кольцо
440,Band::N,лента,лента
441,Kamm::N,сын,расческа
442,Spiegel::N,синучкон,зеркало
443,Riemen::N,е,ремень
444,Schnur::N,гозы,веревка
445,Leine::N,думет,поводок
446,Decke::N,шобрет,одеяло
447,Kissen::N,миндэр,подушка
448,Tuch::N,кышет,платок
449,Handtuch::N,ӵушкон,полотенце
450,Kraft::N,кать,сила
451,Kraft::N,ӟигар,сила
452,Stärke::N,юнлык,крепость
453,Gesundheit::N,тазалык,здоровье
454,Krankheit::N,висён,болезнь
455,Schmerz::N,висён,боль
456,Wunde::N,яра,рана
457,Fieber::N,кезег,лихорадка
458,Fieber::N,кезег,температура
459,Arznei::N,эмъюм,лекарство
460,Brücke::N,выж,мост
461,Brunnen::N,колдэч,колодец
462,Weide::N,возь,пастбище
463,Pfad::N,сюрес,тропа
464,Weg::N,сюрес,путь
465,Weg::N,сюрес,дорога
466,Straße::N,сюрес,улица
467,Straße::N,сюрес,дорога
468,Dorf::N,гурт,деревня
469,Stadt::N,кар,город
470,Stadt::N,город,город
471,Brief::N,гожтэт,письмо
472,Buch::N,книга,книга
473,Buchstabe::N,буква,буква
474,Zeitung::N,газет,газета
475,Leben::N,улон,жизнь
476,Tod::N,кулон,смерть
477,Grab::N,шайгу,могила
478,Kirche::N,черк,церковь
479,Sünde::N,сьӧлык,грех
480,Gott::N,ӥнмар,бог
481,Arbeiter::N,рабочий,рабочий
482,Chef::N,начальник,начальник
483,Meister::N,кибашлы,мастер
484,Arzt::N,врач,врач
485,Lehrer::N,дышетӥсь,учитель
486,Geld::N,уксё,деньги
487,Geld::N,коньдон,деньги
488,Geschäft::N,уж,занятие
489,Laden::N,магазин,магазин
490,Preis::N,дун,цена
491,Ware::N,вуз,товар
492,Nutzen::N,пайда,выгода
493,Reichtum::N,узырлык,богатство
494,Welt::N,дунне,мир
495,Land::N,шаер,страна
496,Staat::N,кун,государство
497,König::N,эксэй,король
498,Macht::N,власть,власть
499,Grenze::N,кунгож,граница
500,Krieg::N,ож,война
501,Feind::N,тушмон,враг
502,Gewalt::N,эриктэман,насилие
503,Kampf::N,нюръяськон,борьба
504,Bogen[Waffe]::N,пукыӵ,лук
505,Pfeil::N,пукыӵ вень,стрела
506,Gewehr::N,пыӵал,ружье
507,Fehler::N,янгыш,ошибка
508,Lüge::N,пӧян,ложь
509,Lüge::N,алдан,ложь
510,Lüge::N,ӧрекчан,ложь
511,Schaden::N,изъян,вред
512,Unglück::N,куректон,беда
513,Unglück::N,шудтэме усён,беда
514,Schuld::N,янгыш,вина
515,Alter::N,арлыд,возраст
516,Schluss::N,пум,окончание
517,Zeit::N,дыр,время
518,Tag::N,нунал,день
519,Morgen::N,ӵукна,утро
520,Mittag::N,лымшор,полдень
521,Abend::N,ӝыт,вечер
522,Abend::N,акшан,вечер
523,Nacht::N,уй,ночь
524,Woche::N,арня,неделя
525,Monat::N,толэзь,месяц
526,Jahr::N,ар,год
527,Frühling::N,тулыс,весна
528,Sommer::N,гужем,лето
529,Herbst::N,сӥзьыл,осень
530,Winter::N,тол,зима
531,Januar::N,выльартолэзь,январь
532,Februar::N,тулыспал,февраль
533,März::N,южтолэзь,март
534,April::N,оштолэзь,апрель
535,Mai::N,куартолэзь,май
536,Juni::N,вожотолэзь,июнь
537,Juli::N,пӧсьтолэзь,июль
538,August::N,гудырикошкон,август
539,September::N,куарусён,сентябрь
540,Oktober::N,выльӝуктолэзь,октябрь
541,November::N,шуркынмон,ноябрь
542,Dezember::N,толсур,декабрь
543,Montag::N,вордӥськон,понедельник
544,Dienstag::N,вторник,вторник
545,Mittwoch::N,вирнунал,среда
546,Donnerstag::N,покчиарня,четверг
547,Freitag::N,удмуртарня,пятница
548,Samstag::N,кӧснунал,суббота
549,Sonntag::N,арня,воскресенье
550,groß::A,бадӟым,большой
551,klein::A,пичи,маленький
552,lang::A,кузь,длинный
553,kurz::A,вакчи,короткий
554,breit::A,паськыт,широкий
555,schmal::A,сюлэг,узкий
556,dicht::A,ӵем,густой
557,dick[Gegenstand]::A,зӧк,толстый
558,dünn::A,векчи,тонкий
559,fein::A,векчи,тонкий
560,fest::A,юн,крепкий
561,fest::A,чурыт,крепкий
562,flach::A,ӵошкыт,плоский
563,glatt::A,гылыт,гладкий
564,glatt::A,вольыт,гладкий
565,hart::A,чурыт,твердый
566,weich::A,небыт,мягкий
567,rund::A,котырес,круглый
568,spitz::A,йылсо,остроконечный
569,scharf::A,лэчыт,острый
570,stumpf::A,ныж,тупой
571,schwer::A,секыт,тяжелый
572,schön::A,чебер,красивый
573,heiß::A,пӧсь,жаркий
574,warm::A,шуныт,теплый
575,kalt::A,кезьыт,холодный
576,kühl::A,юзмыт,прохладный
577,kühl::A,салкым,прохладный
578,frisch::A,выль,свежий
579,feucht::A,мускыт,влажный
580,nass::A,котмем,мокрый
581,trocken::A,кӧс,сухой
582,voll::A,тыр,полный
583,voll::A,тыр,наполненный
584,leer::A,буш,пустой
585,leer::A,тырттэм,пустой
586,offen::A,усьтэм,открытый
587,geschlossen::A,ӵогам,закрытый
588,geschlossen::A,пунням,закрытый
589,sauber::A,ӝикыт,чистый
590,sauber::A,чылкыт,чистый
591,schmutzig::A,нӧд,грязный
592,roh::A,ыль,сырой
593,reif::A,вуэм,зрелый
594,lecker::A,ческыт,вкусный
595,süß::A,ческыт,сладкий
596,bitter::A,курыт,горький
597,sauer::A,чырс,кислый
598,hell::A,югыт,светлый
599,dunkel::A,пеймыт,темный
600,schwarz::A,сьӧд,черный
601,weiß::A,тӧдьы,белый
602,rot::A,горд,красный
603,gelb::A,ӵуж,желтый
604,blau::A,лыз,синий
605,grün::A,вож,зеленый
606,grau::A,пурысь,серый
607,bunt::A,куӵо,пестрый
608,billig::A,дунтэм,дешевый
609,teuer::A,дуно,дорогой
610,wertvoll::A,дуно,ценный
611,blind::A,сукыр,слепой
612,blind::A,синтэм,слепой
613,taub::A,пельтэм,глухой
614,kräftig::A,кужмо,могучий
615,stark::A,юн,сильный
616,stark::A,кужмо,сильный
617,schwach::A,ляб,слабый
618,schwach::A,начар,слабый
619,fett::A,кӧй,жирный
620,schlank::A,веськыт,стройный
621,schlank::A,веськрес,стройный
622,hübsch::A,чебер,прелестный
623,hübsch::A,синмаськымон,прелестный
624,böse::A,лек,злой
625,dumm::A,шузи,глупый
626,dumm::A,визьтэм,глупый
627,faul::A,азьтэм,ленивый
628,fleißig::A,сюлмо,прилежный
629,geizig::A,сук,жадный
630,klug::A,визьмо,умный
631,geschickt::A,усто,искусный
632,geschickt::A,быгатӥсь,искусный
633,lieb::A,мусо,милый
634,lustig::A,шулдыр,веселый
635,sanft::A,мусо,нежный
636,sanft::A,эрке,нежный
637,hungrig::A,сютэм,голодный
638,krank::A,висись,больной
639,nackt::A,гольык,голый
640,traurig::A,мӧзмыт,грустный
641,lebendig::A,улэп,живой
642,gut::A,ӟеч,хороший
643,gut::A,умой,хороший
644,schlecht::A,урод,плохой
645,schlecht::A,алама,плохой
646,richtig::A,шонер,правильный
647,schlimm::A,алама,отвратительный
648,schlimm::A,алама,мерзкий
649,wahr::A,зэмос,настоящий
650,alt::A,вуж,старый
651,neu::A,выль,новый
652,ehemalig::A,азьвылэз,бывший
653,alt[Lebewesen]::A,пересь,пожилой
654,jung::A,егит,молодой
655,jung::A,пинал,молодой
656,arm::A,начар,бедный
657,arm::A,куанер,бедный
658,reich::A,узыр,богатый
659,bekannt::A,тодмо,знакомый
660,berühmt::A,дано,знаменитый
661,fremd::A,ят,чужой
662,verschieden::A,пӧртэм,разный
663,nah::A,матысь,близкий
664,fern::A,кыдёкысь,далекий
665,linker::A,паллян,левый
666,rechter::A,бур,правый
667,rechter::A,бурпал,правый
668,anderer::A,мукет,другой
669,erster::A,нырысетӥез,первый
670,zweiter::A,кыктэтӥез,второй
671,dritter::A,кунньметӥез,третий
672,letzter::A,берло,последний
673,letzter::A,берпум,последний
674,allein::ADV,огназ,один
675,auf einmal::ADV,огдыре,сразу
676,zusammen::ADV,ӵош,вместе
677,zusammen::ADV,валче,вместе
678,lange::ADV,кема,долго
679,plötzlich::ADV,мапламтэ шорысь,вдруг
680,sofort::ADV,али ик,тотчас
681,später::ADV,бергес,позже
682,später::ADV,берлогес,позже
683,jetzt::ADV,али,сейчас
684,jetzt::ADV,табере,сейчас
685,heute::ADV,туннэ,сегодня
686,morgen::ADV,ӵуказе,завтра
687,bald::ADV,ӝоген,скоро
688,dann::ADV,берло,потом
689,gestern::ADV,толон,вчера
690,einst::ADV,огпол,однажды
691,einst::ADV,одӥг пол,однажды
692,damals::ADV,соку,тогда
693,danach::ADV,собере,затем
694,vorher::ADV,азьло,раньше
695,vorher::ADV,азьвыл,раньше
696,zuerst::ADV,азьло,сперва
697,einmal::ADV,огпол,раз
698,manchmal::ADV,куддыръя,иногда
699,oft::ADV,ӵем,часто
700,immer::ADV,пыр,всегда
701,immer::ADV,котьку,всегда
702,niemals::ADV,уз ноку,никогда
703,hier::ADV,татын,здесь
704,hierhin::ADV,татчы,сюда
705,von hier::ADV,татысь,отсюда
706,dort::ADV,отӥ,там
707,dort::ADV,отын,там
708,dorthin::ADV,отчы,туда
709,geradeaus::ADV,меӵак,прямо
710,vorwärts::ADV,азьлань,вперед
711,rückwärts::ADV,берлань,назад
712,zurück::ADV,берен,обратно
713,zurück::ADV,берлань,обратно
714,unten::ADV,улын,внизу
715,hinab::ADV,улэ,вниз
716,oben::ADV,вылын,наверху
717,oben::ADV,вылӥын,наверху
718,hinauf::ADV,вылэ,вверх
719,hinauf::ADV,вылӥе,вверх
720,hinauf::ADV,выллань,вверх
721,überall::ADV,котькытын,везде
722,überall::ADV,пасьтана,везде
723,nicht::ADV,уз,не
724,ein wenig::ADV,ичи,немного
725,ein wenig::ADV,ӧжыт,немного
726,ein wenig::ADV,огшап,немного
727,kaum::ADV,муртса,едва
728,sehr::ADV,туж,очень
729,sehr::ADV,лекос,очень
730,so::ADV,озьы,так
731,so::ADV,тазьы,так
732,noch::ADV,на,еще
733,nur::ADV,гинэ,только
734,schon::ADV,ни,уже
735,schon::ADV,ини,уже
736,wieder::ADV,нош,опять
737,wieder::ADV,кайта,опять
738,vergebens::ADV,юнме,напрасно
739,vor::PRP,азьын,перед
740,hinter::PRP,берын,за
741,hinter::PRP,берын,позади
742,hinter::PRP,бӧрсьы,за
743,hinter::PRP,бӧрсьы,позади
744,unter::PRP,улын,под
745,durch::PRP,пыр,сквозь
746,durch::PRP,пыртӥ,сквозь
747,neben::PRP,бордын,возле
748,zwischen::PRP,вискын,между
749,wegen::PRP,сэрен,из-за
750,dies::PRN,та,это
751,das::PRN,со,то
752,alles::PRN,ваньмыз,все
753,ich::PRN,мон,я
754,du::PRN,тон,ты
755,er::PRN,со,он
756,wir::PRN,ми,мы
757,ihr::PRN,тӥ,вы
758,sie::PRN,соос,они
759,was::FPRN,ма,что
760,wer::FPRN,кин,кто
761,wo::FADV,кытын,где
762,wohin::FADV,кытчы,куда
763,wie::FADV,кызьы,как
764,warum::FADV,малы,почему
765,wieviel::FNUM,кӧня,сколько
766,eins::NUM,одӥг,один
767,zwei::NUM,кык,два
768,drei::NUM,куинь,три
769,vier::NUM,ньыль,четыре
770,fünf::NUM,вить,пять
771,sechs::NUM,куать,шесть
772,sieben::NUM,сизьым,семь
773,acht::NUM,тямыс,восемь
774,neun::NUM,укмыс,девять
775,zehn::NUM,дас,десять
776,elf::NUM,дас одӥг,одиннадцать
777,zwölf::NUM,дас кык,двенадцать
778,zwanzig::NUM,кызь,двадцать
779,dreißig::NUM,куамын,тридцать
780,vierzig::NUM,ньыльдон,сорок
781,fünfzig::NUM,витьтон,пятьдесят
782,sechzig::NUM,куатьтон,шестьдесят
783,siebzig::NUM,сизьымдон,семьдесят
784,achtzig::NUM,тямыстон,восемьдесят
785,neunzig::NUM,укмыстон,девяносто
786,hundert::NUM,сю,сто
787,tausend::NUM,сюрс,тысяча
788,und::CNJ,и,и
789,und::CNJ,но,и
790,oder::CNJ,яке,или
791,oder::CNJ,яке,либо
792,stehen::V,сылыны,стоять
793,sitzen::V,пукыны,сидеть
794,liegen::V,кылльыны,лежать
795,hängen::V,ошкыса улыны,висеть
796,werden::V,луыны,стать
797,passieren::V,луыны,случиться
798,beginnen::V,кутскыны,начаться
799,enden::V,бырыны,кончиться
800,wechseln::V,воштӥськыны,меняться
801,aufgehen[Sonne]::V,ӝужаны,взойти
802,untergehen[Sonne]::V,пуксьыны,зайти
803,scheinen[Sonne]::V,пиштыны,светить
804,scheinen[Sonne]::V,чиляны,светить
805,donnern::V,гудыръяны,греметь
806,wehen::V,пелляськыны,дуть
807,strömen::V,киськыны,литься
808,strömen::V,исьтӥськыны,литься
809,fließen::V,бызьыны,течь
810,sich drehen::V,берганы,вращаться
811,schwanken::V,вошъяськыны,колебаться
812,schwingen::V,шонаськыны,качаться
813,fallen::V,усьыны,падать
814,brennen::V,ӝуаны,гореть
815,rauchen::V,ӵындыны,дымить
816,regnen::V,зорыны,дождить
817,gefrieren::V,кынмыны,замерзнуть
818,tauen::V,шунаны,таять
