,Concept_ID,mrj,mhr
62,Himmel::N,пӹлгом,кава́
63,Sonne::N,кечӹ,ке́че
64,Mond::N,тӹлзӹ,ты́лзе
65,Stern::N,шӹдӹр,шӱ́дыр
66,Luft::N,юж,юж
67,Luft::N,воздух,юж
68,Wind::N,мардеж,марде́ж
69,Welle::N,ко,то́лкын
70,Welle::N,коэ,то́лкын
71,Wasser::N,вӹд,вӱд
72,Stein::N,кӱ,кӱ
73,Boden::N,рок,рок
74,Erde::N,свет,мла́нде
75,Staub::N,пырак,пура́к
76,Rauch::N,шӹкш,шикш
77,Funke::N,ип,сеске́м
78,Funke::N,ип,тулйы́п
79,Funke::N,тылип,сеске́м
80,Funke::N,тылип,тулйы́п
81,Feuer::N,тыл,тул
82,Licht::N,соты,со́то
83,Licht::N,валгыды,со́то
84,Schatten::N,ӹмӹл,ӱ́мыл
85,Wetter::N,игечӹ,иге́че
86,Nebel::N,тӹтӹрӓ,тӱтыра́
87,Wolke::N,пӹл,пыл
88,Regen::N,юр,йӱр
89,Schnee::N,лым,лум
90,Eis::N,и,ий
91,Frost::N,ӱштӹ,чатлама́
92,Kälte::N,ӱштӹ,йӱ́штӧ
93,Hitze::N,шокшы,шо́кшо
94,Raureif::N,пöрш,пӧрш
95,Raureif::N,пöрш,по́кшым
96,Regenbogen::N,шанавӹл,шонанпы́л
97,Donner::N,хӹдӹртӹш,кӱ́дырчӧ
98,Strömung::N,йогы,йо́гын
99,Tropfen::N,капльы,чӱча́лтыш
100,Tropfen::N,капльык,чӱча́лтыш
101,Schaum::N,шонг,шоҥ
102,Schmutz::N,лявӹрӓ,лавыра́
103,See::N,йӓр,ер
104,Sumpf::N,лӱкӹ,лӱ́кӧ
105,Moor::N,куп,куп
106,Wiese::N,алык,о́лык
107,Wald::N,шӹргӹ,чодыра́
108,Hügel::N,пӱгӹрикӓ,арка́
109,Anhöhe::N,кӱкшикӓ,тӧва́
110,Anhöhe::N,кӱкшикӓ,кӱкшака́
111,Berg::N,кырык,ку́рык
112,Gipfel::N,неркӓ,чаҥга́
113,Gipfel::N,неркӓ,курыкву́й
114,Höhle::N,ы́раж,пеще́р
115,Höhle::N,ы́раж,курыкпо́мыш
116,Abhang::N,полом,та́йыл
117,Quelle::N,вӹдсӹнзӓ,важ
118,Quelle::N,вӹдсӹнзӓ,вӱдшинча́
119,Bach::N,ӓнгӹр,изэҥе́р
120,Fluss::N,вӹд,эҥе́р
121,Ufer::N,сир,сер
122,Küste::N,сир,вӱдтӱ́р
123,Festland::N,мӱлӓндӹ,мла́нде
124,Meer::N,тангыж,те́ҥыз
125,Bucht::N,вӹдъял,икса́
126,Insel::N,острок,отро́
127,Blume::N,пеледӹш,пеле́дыш
128,Gras::N,шуды,шу́до
129,Wurzel::N,важ,вож
130,Baum::N,пушӓнгӹ,пуше́ҥге
131,Stamm::N,пушӓнгӹ тӹнг,йы́тыр
132,Rinde::N,каргыж,шӱм
133,Ast::N,укш,укш
134,Zweig::N,укш,торма́к
135,Blatt::N,листӹ,лышта́ш
136,Birke::N,куги,куэ́
137,Kiefer[Baum]::N,йӓктӹ,пӱ́нчӧ
138,Weide[Baum]::N,уа,уа́
139,Tanne::N,кож,кож
140,Horn::N,шур,шур
141,Feder::N,пын,пы́стыл
142,Fell::N,кавашты,кова́ште
143,Flügel::N,шылдыр,шу́лдыр
144,Klaue::N,кӹч,кӱч
145,Kralle::N,лапа,ла́па
146,Kralle::N,лапа,копа́
147,Schwanz::N,пач,поч
148,Ei::N,мыны,му́но
149,Nest::N,пӹжӓш,пыжа́ш
150,Bau::N,ыраж,пыжа́ш
151,Tier::N,во́льык,я́нлык
152,Tier::N,во́льык,живо́тный
153,Herde::N,кӹтö,кӱ́тӱ
154,Herde::N,кӹтö,тӱшка́
155,Kuh::N,ышкал,ушка́л
156,Bulle::N,ӱшкӱж,ӱ́шкыж
157,Pferd::N,имни,и́мне
158,Schaf::N,шарык,шо́рык
159,Schwein::N,сасна,сӧсна́
160,Hund::N,пи,пий
161,Katze::N,коти,пы́рыс
162,Bär::N,мöскӓ,маска́
163,Eichhörnchen::N,ур,ур
164,Elch::N,шарды,шо́рдо
165,Fuchs::N,рӹвӹж,ры́выж
166,Hase::N,морен,мера́ҥ
167,Maus::N,каля,коля́
168,Wolf::N,пирӹ,пи́ре
169,Vogel::N,кек,ка́йык
170,Schwarm::N,цуца,каша́к
171,Huhn::N,цӹвӹ,чы́ве
172,Hahn::N,ӓптӓн,агыта́н
173,Gans::N,комбы,ко́мбо
174,Adler::N,кучкыж,карагу́ш
175,Ente::N,лыды,лу́до
176,Eule::N,тымана,тумна́
177,Kranich::N,тырня,турня́
178,Kranich::N,тыртня,турня́
179,Krähe::N,лудыгарак,кора́к
180,Kuckuck::N,куку,куку́
181,Schwan::N,йӱксӹ,йӱ́ксӧ
182,Fisch::N,кол,кол
183,Barsch::N,алангы,ола́ҥге
184,Hecht::N,нуж,нуж
185,Hecht::N,нуж,чорта́н
186,Hecht::N,нужгол,нуж
187,Hecht::N,нужгол,чорта́н
188,Schlange[Tier]::N,кӹшкы,ки́шке
189,Wurm::N,шукш,шукш
190,Spinne::N,ӓнгӹремшӹ,эҥыре́мыш
191,Ameise::N,кыткы,ку́тко
192,Laus::N,ти,тий
193,Mücke::N,кужнер,шыҥа́
194,Mücke::N,кужынер,шыҥа́
195,Fliege::N,шӹнгӓ,ка́рме
196,Schmetterling::N,лӹпӹ,лы́ве
197,Beere::N,мöр,мӧр
198,Apfel::N,олма,олма́
199,Pilz::N,понгы,по́ҥго
200,Zwiebel::N,охыра,шога́н
201,Saat::N,нӱшмӹ,нӧ́шмӧ
202,Saat::N,нӱшмӹ,туш
203,Saat::N,нӱшмӱ,нӧ́шмӧ
204,Saat::N,нӱшмӱ,туш
205,Korn::N,пӹрцӹ,шу́рно
206,Heu::N,шуды,шу́до
207,Schale::N,аваха,шӱм
208,Schale::N,карлангы,шӱм
209,Grube::N,йӓм,выне́м
210,Falle::N,лӱдӹ,лӧ́дӧ
211,Falle::N,лӱдӹш,лӧ́дӧ
212,Schlinge::N,онгы,о́птыш
213,Schlinge::N,онгы,шӧрга́лтыш
214,Spur::N,кишӓ,кыша́
215,Asche::N,ломых,ло́мыж
216,Asche::N,ломпыж,ло́мыж
217,Dreck::N,лявӹрӓ,лавыра́
218,Eisen::N,кӹртни,кӱ́ртньӧ
219,Gold::N,шöртни,шӧ́ртньӧ
220,Gold::N,шöртньӹ,шӧ́ртньӧ
221,Silber::N,ши,ший
222,Kohle::N,шӱ,мландышӱ́й
223,Glas::N,охоница,янда́
224,Lehm::N,шун,шун
225,Sand::N,ошма,ошма́
226,Mensch::N,эдем,еҥ
227,Mensch::N,эдем,айде́ме
228,Mann::N,пӱэргӹ,пӧръе́ҥ
229,Frau::N,ӹдӹрӓмӓш,ӱдырама́ш
230,Kind::N,ӓзӓ,аза́
231,Kind::N,шачшы,аза́
232,Junge::N,рвезӹ,рве́зе
233,Junge::N,ӹрвезӹ,рве́зе
234,Mädchen::N,ӹдӹрӓш,ӱдыра́ш
235,Familie::N,йиш,еш
236,Familie::N,семня,еш
237,Großvater::N,тьоти,коча́
238,Großmutter::N,папа,кова́
239,Eltern::N,ӓтя-ӓвӓ,ача́-ава́
240,Vater::N,ӓтя,ача́
241,Mutter::N,ӓвӓ,ава́
242,Sohn::N,эргӹ,э́рге
243,Tochter::N,ӹдӹр,ӱ́дыр
244,Bruder::N,ӹза,иза́
245,Bruder::N,ӹза,шо́льо
246,Schwester::N,ӓкӓ,ака́
247,Onkel::N,кугуза,иза́
248,Tante::N,куака,кока́
249,Ehemann::N,мары,мари́й
250,Ehefrau::N,вӓтӹ,ва́те
251,Freude::N,ӹвӹртӹмӓш,куа́н
252,Freude::N,ӹвӹртӹмӓш,куаныма́ш
253,Gelächter::N,ваштылмаш,во́штылтыш
254,Glück::N,пиӓл,пиа́л
255,Kummer::N,ясы,о́йго
256,Wunsch::N,охата,ку́мыл
257,Wunsch::N,шанымаш,ку́мыл
258,Lust::N,шӓр,ку́мыл
259,Lust::N,охата,ку́мыл
260,Lust::N,шанымаш,ку́мыл
261,Geist::N,тух,ӧрт
262,Geist::N,тух,чон
263,Gedanke::N,шанымаш,ой
264,Gedanke::N,шанымаш,шоныма́ш
265,Gedächtnis::N,ӓш,шарныма́ш
266,Verstand::N,ыш,уш
267,Sinn::N,кын,смысл
268,Grund::N,вир,ама́л
269,Wahrheit::N,тöр,чын
270,Gespräch::N,хытырымаш,мутланыма́ш
271,Märchen::N,ямак,йома́к
272,Erzählung::N,шайыштмаш,ойлыма́ш
273,Nachricht::N,увертӓрӹмӓш,увертарыма́ш
274,Neuigkeit::N,увер,уве́р
275,Name::N,лӹм,лӱм
276,Rätsel::N,тышты,ту́што
277,Rede::N,шая,ойлыма́ш
278,Rede::N,шамак,ойлыма́ш
279,Sprache::N,йӹлмӹ,йы́лме
280,Stimme::N,юк,йӱк
281,Wort::N,шамак,ой
282,Wort::N,шамак,мут
283,Zeichen::N,палӹ,ти́ште
284,Zeichen::N,палӹ,знак
285,Ruf::N,сӹгӹрӹмӓш,ӱжма́ш
286,Lärm::N,юкланымащ,лӱшкыма́ш
287,Lärm::N,юкланымащ,йӱк-йӱа́н
288,Laut::N,юк,йӱк
289,Ton::N,юк,йӱксе́м
290,Lied::N,мыры,му́ро
291,Ruhe::N,тыр,ты́мык
292,Leute::N,эдемвлӓ,еҥ-влак
293,Volk::N,халык,ка́лык
294,Arbeit::N,пӓшӓ,паша́
295,Gast::N,хына,уна́
296,Geschenk::N,подарка,пӧле́к
297,Spiel::N,мадыш,мо́дыш
298,Spiel::N,мадыш,модма́ш
299,Gesellschaft::N,йӓл,тӱшка́
300,Gesellschaft::N,йӓлвлӓ,тӱшка́
301,Hilfe::N,палшык,по́лыш
302,Freund::N,тӓнг,таҥ
303,Freund::N,тӓнг,йолта́ш
304,Kamerad::N,тос,таҥ
305,Angelegenheit::N,дела,паша́
306,Angelegenheit::N,йела,паша́
307,Angelegenheit::N,йыла,паша́
308,Angelegenheit::N,пӓшӓ,паша́
309,Anzahl::N,шот,чот
310,Art::N,цӹре,вид
311,Stück::N,лаштык,ка́тыш
312,Stück::N,лаштык,ла́стык
313,Teil::N,пай,ужа́ш
314,Teil::N,часть,ужа́ш
315,Hälfte::N,пел,пел
316,Hälfte::N,пел,пе́ле
317,Kreis::N,тӹртӹш,ты́ртыш
318,Kreuz::N,крестӹ,ыре́с
319,Abstand::N,ло,кокла́
320,Entfernung::N,ло,тора́
321,Entfernung::N,ло,ку́жыт
322,Gegend::N,вӓр,кунде́м
323,Platz::N,вӓр,ку́мдык
324,Ort::N,вӓр,вер
325,Ort::N,вӓр,о́лмо
326,Seite::N,öрдӹж,ӧ́рдыж
327,Mitte::N,ло,покше́л
328,Gegenstand::N,хӓдӹр,наста́
329,Sache::N,хӓдӹр,наста́
330,Rand::N,шöр,тӱр
331,Kante::N,шöр,тӱр
332,Ecke::N,лык,лук
333,Spitze::N,вуй,вуй
334,Ende::N,вуй,муча́ш
335,Ende::N,мычаш,муча́ш
336,Loch::N,ыраж,рож
337,Winkel::N,лык,лук
338,Muster::N,тӹрлец,пеза́к
339,Muster::N,тӹрлец,узо́р
340,Muster::N,тӹрлец,ӱ́лгӧ
341,Größe::N,кӱкшӹц,кӱ́кшыт
342,Länge::N,кыт,ку́тыш
343,Höhe::N,кӱкшӹц,кӱ́кшыт
344,Gewicht::N,нелӹц,не́лыт
345,Menge::N,шот,чот
346,Haufen::N,ара,кы́шыл
347,Reihe::N,ряд,рада́м
348,Boot::N,пыш,пуш
349,Ruder::N,вешлӓ,эшка́к
350,Schlitten::N,тир,тер
351,Schlitten::N,тир,изде́р
352,Ski::N,ечӹ,е́че
353,Lagerfeuer::N,тыл,туло́то
354,Last::N,нелӹц,нӧ́лтыш
355,Gang::N,ход,ошкылма́ш
356,Schritt::N,ашкыл,о́шкыл
357,Norden::N,йыдпелвел,йӱдйыма́л
358,Süden::N,кечӹвӓлвел,кечывалве́л
359,Westen::N,кечӹ шӹцмӹ,касве́л
360,Osten::N,ирвел,эрве́л
361,Osten::N,кечӹ лӱлтмӹ,эрве́л
362,Holz::N,пушӓнгӹ,пу
363,Brett::N,ханга,оҥа́
364,Platte::N,плитӓ,аста́р
365,Stütze::N,цӓрӓк,чара́к
366,Stange::N,равы,лома́ш
367,Stange::N,намаш,лома́ш
368,Stock::N,панды,тоя́
369,Stab::N,равы,вара́
370,Stab::N,равы,кашта́
371,Rohr::N,пыч,пуч
372,Haus::N,пöрт,пӧрт
373,Heim::N,пöрт,мӧ́ҥгӧ
374,Ofen::N,камака,комака́
375,Fußboden::N,седӹрӓ,кӱва́р
376,Tisch::N,стöл,ӱсте́л
377,Stuhl::N,пöкен,пӱке́н
378,Wiege::N,шипкӓ,шепка́
379,Bett::N,койка,ва́кшыш
380,Bett::N,кравать,ва́кшыш
381,Regal::N,полицӓ,шӧ́рлык
382,Kiste::N,шӱ́ндӹк,шо́ндык
383,Kiste::N,шӱ́ндӹк,я́шлык
384,Fenster::N,окня,окна́
385,Tür::N,амаса,омса́
386,Tor::N,хапка,капка́
387,Zaun::N,забор,сава́р
388,Dach::N,левӓш,леве́дыш
389,Leiter::N,ташкалтыш,тошка́лтыш
390,Besen::N,сало,ӱштерво́штыр
391,Besen::N,салко,ӱштерво́штыр
392,Spaten::N,кольмы,ко́льмо
393,Schaufel::N,лоток,сово́к
394,Schaufel::N,лоток,су́ско
395,Gabel::N,ви́лка,ви́лке
396,Löffel::N,савала,па́не
397,Löffel::N,савала,совла́
398,Messer::N,кӹзӹ,кӱ́зӧ
399,Nagel::N,пыда,пуда́
400,Netz::N,вӓпш,вапш
401,Haken::N,крӱк,са́гыле
402,Haken::N,кагак,са́гыле
403,Griff::N,кычем,кыл
404,Schloss::N,замок,кӧгӧ́н
405,Schloss::N,сыравач,кӧгӧ́н
406,Bild::N,картин,сӱре́т
407,Figur::N,кӓн,фигу́р
408,Puppe::N,поханя,курча́к
409,Beutel::N,мешӓк,меша́к
410,Bündel::N,топ,арша́ш
411,Bündel::N,пидӹш,арша́ш
412,Bündel::N,кӹлдӹш,арша́ш
413,Tasche::N,сумкы,сумка́
414,Eimer::N,ведӹрӓ,ведра́
415,Deckel::N,комдыш,ко́мдыш
416,Geschirr::N,ӓтӹ,а́те
417,Sack::N,мешӓк,куль
418,Sack::N,мешӓк,меша́к
419,Tasse::N,цӓшкӓ,чу́кыр
420,Tasse::N,цӓшкӓ,чашка́
421,Topf::N,ми́ска,ми́ске
422,Kessel::N,пад,под
423,Essen::N,качкыш,ко́чкыш
424,Essen::N,качкыш-йӱш,ко́чкыш
425,Nahrung::N,качкыш,ку́рго
426,Nahrung::N,качкыш-йӱш,ку́рго
427,Speise::N,няня,ко́чкыш
428,Fleisch::N,пай,шыл
429,Getreide::N,киндӹ,шу́рно
430,Brei::N,шӹрӓш,пу́чымыш
431,Brot::N,сыкыр,ки́нде
432,Scheibe::N,ламыт,ка́тыш
433,Scheibe::N,лаштык,ка́тыш
434,Fett::N,кая,коя́
435,Butter::N,ӱ,ӱй
436,Öl::N,ӱ,ӱй
437,Salz::N,санзал,шинча́л
438,Suppe::N,лем,шӱр
439,Honig::N,мӱ,мӱй
440,Milch::N,шӹшер,шӧр
441,Tee::N,чӓй,чай
442,Leder::N,шарга,сура́н
443,Leder::N,шарга,шӱ́штӧ
444,Leder::N,кавашты,сура́н
445,Leder::N,кавашты,шӱ́штӧ
446,Wolle::N,миж,пун
447,Stoff::N,матер,куэ́м
448,Stoff::N,матер,посто́
449,Stoff::N,матери,куэ́м
450,Stoff::N,матери,посто́
451,Nadel::N,им,и́ме
452,Faden::N,шӹртӹ,шӱ́ртӧ
453,Knopf::N,полдыш,по́лдыш
454,Knoten::N,пӱкшем,пышке́м
455,Farbe::N,чиӓ,чия́
456,Farbe::N,крӓскӓ,чия́
457,Kleidung::N,выргем,чие́м
458,Kleidung::N,выргем,вурге́м
459,Hemd::N,тыгыр,ту́выр
460,Kragen::N,шӱ,сога́
461,Ärmel::N,шокш,шокш
462,Hose::N,ялаш,йола́ш
463,Gürtel::N,ӹштӹ,ӱ́штӧ
464,Mütze::N,упш,упш
465,Schuh::N,ту́фльы,боти́нке
466,Stiefel::N,кем,кем
467,Ring::N,шӓргӓш,шерга́ш
468,Band::N,лемтӓ,тасма́
469,Band::N,лемтӓ,ле́нте
470,Kamm::N,шерге,шерге́
471,Spiegel::N,тӹгӹр,вошто́нчыш
472,Riemen::N,прӓжӓ,кӱзанӱ́штӧ
473,Schnur::N,кӓндӹра,кере́м
474,Schnur::N,кӓндӹра,кандыра́
475,Leine::N,керем,вӱра́ҥ
476,Decke::N,одеял,леве́дыш
477,Decke::N,одеял,одея́л
478,Kissen::N,кӹпцӹк,кӱ́пчык
479,Tuch::N,савыц,шо́выч
480,Handtuch::N,шӹргӹсавыц,со́лык
481,Handtuch::N,шӹргӹмсавыц,со́лык
482,Kraft::N,ви,вий
483,Kraft::N,ви,куа́т
484,Stärke::N,ви,куа́т
485,Stärke::N,ви,карма́н
486,Gesundheit::N,шу,таза́лык
487,Gesundheit::N,шулык,таза́лык
488,Krankheit::N,мыж,чер
489,Schmerz::N,карштыш,ко́рштыш
490,Wunde::N,шушыр,су́сыр
491,Fieber::N,ӱштӹмыж,йӱштыму́ж
492,Fieber::N,ӱштӹмыж,лихора́дке
493,Arznei::N,лекӓрцӹ,эм
494,Brücke::N,кӹвер,кӱва́р
495,Brunnen::N,вӹдсӹнзӓ,вӱдвыне́м
496,Weide::N,ныр,нурше́р
497,Pfad::N,ялгорны,йолго́рно
498,Pfad::N,ялгорны,сокма́к
499,Weg::N,корны,ко́рно
500,Straße::N,корны,ко́рно
501,Dorf::N,сола,ял
502,Stadt::N,города,ола́
503,Brief::N,сирмӓш,се́рыш
504,Buch::N,книгӓ,книга́
505,Buchstabe::N,буква́,буква́
506,Zeitung::N,газет,газе́т
507,Zeitung::N,кайзет,газе́т
508,Leben::N,житя,и́лыш
509,Tod::N,смöрт,колыма́ш
510,Grab::N,шӹгер,шӱга́р
511,Grab::N,мыгилӓ,шӱга́р
512,Grab::N,шӹгерлӓ,шӱга́р
513,Kirche::N,церкӹ,че́рке
514,Sünde::N,сулык,су́лык
515,Gott::N,йымы,ю́мо
516,Arbeiter::N,пӓшӓзӹ,паша́зе
517,Chef::N,вуй,тӧра́
518,Meister::N,мастар,маста́р
519,Arzt::N,доктор,врач
520,Lehrer::N,тымдышы,ту́ныктышо
521,Geld::N,окса,окса́
522,Geschäft::N,торге́йӹмӓш,сатулыма́ш
523,Laden::N,лапка,ке́выт
524,Laden::N,магазин,ке́выт
525,Preis::N,ӓк,ак
526,Ware::N,товар,сату́
527,Nutzen::N,пайда,пайда́
528,Reichtum::N,перке,поя́нлык
529,Welt::N,сӓндӓлӹк,тӱня́
530,Welt::N,свет,тӱня́
531,Land::N,сӓндӓлӹк,эл
532,Staat::N,кугижӓншӹ,кугыжа́ныш
533,König::N,король,кугыжа́
534,Macht::N,власть,власть
535,Grenze::N,пӹсмӓн,грани́ца
536,Krieg::N,вырсы,сар
537,Feind::N,тышман,тушма́н
538,Gewalt::N,ви,виешлыма́ш
539,Kampf::N,кредӓлмӓш,кредалма́ш
540,Bogen[Waffe]::N,янгеж,юҥе́ж
541,Pfeil::N,пикш,пикш
542,Gewehr::N,пичӓл,пыча́л
543,Fehler::N,самынь,йо́ҥылыш
544,Lüge::N,шая,шоя́к
545,Schaden::N,вре́дӓ,зия́н
546,Unglück::N,пёда,эҥге́к
547,Unglück::N,тымаша,эҥге́к
548,Schuld::N,вуйнамат,тита́к
549,Schuld::N,вуйнамат,йола́
550,Alter::N,иӓш,ийго́т
551,Alter::N,игечӹ,ийго́т
552,Schluss::N,пӹтӓртӹш,муча́ш
553,Zeit::N,веремӓ,жап
554,Zeit::N,веремӓ,па́гыт
555,Tag::N,кечӹ,ке́че
556,Morgen::N,ир,эр
557,Morgen::N,ирок,эр
558,Mittag::N,кечӹвӓл,кечыва́л
559,Abend::N,вады,кас
560,Nacht::N,йыд,йӱд
561,Woche::N,ӓрня,арня́
562,Monat::N,тӹ́лзӹ,ты́лзе
563,Jahr::N,год,ий
564,Frühling::N,шошым,шо́шо
565,Sommer::N,кӓнгӹж,кеҥе́ж
566,Herbst::N,шӹжӹ,шы́же
567,Winter::N,тел,те́ле
568,Winter::N,телӹ,те́ле
569,Januar::N,январ,шоркыйол
570,Januar::N,январ,идалыкву́й
571,Januar::N,январ,янва́рь
572,Januar::N,январь,шоркыйол
573,Januar::N,январь,идалыкву́й
574,Januar::N,январь,янва́рь
575,Februar::N,февраль,пургыж
576,Februar::N,февраль,февра́ль
577,März::N,март,ӱярня
578,März::N,март,март
579,April::N,апрель,апре́ль
580,Mai::N,май,ага
581,Mai::N,май,май
582,Juni::N,июнь,пеледыш
583,Juni::N,июнь,ию́нь
584,Juli::N,июль,сӱрем
585,Juli::N,июль,ию́ль
586,August::N,август,сорла
587,August::N,август,агарма́н
588,August::N,август,а́вгуст
589,September::N,сентябрь,идым
590,September::N,сентябрь,сентя́брь
591,Oktober::N,октябрь,шыжа
592,Oktober::N,октябрь,октя́брь
593,November::N,ноябрь,кылме тылзе
594,November::N,ноябрь,ноя́брь
595,Dezember::N,декавыр,дека́брь
596,Montag::N,шачмы,шо́чмо
597,Dienstag::N,кышкыжмы,ку́шкыжмо
598,Mittwoch::N,вӹрчегӹ,вӱрге́че
599,Donnerstag::N,изӓрня,изарня́
600,Freitag::N,когарня,кугарня́
601,Samstag::N,кукшыгечӹ,шуматке́че
602,Sonntag::N,рушӓрня,рушарня́
603,groß::A,кого,кугу́
604,klein::A,изи,изи́
605,lang::A,кужы,кужу́
606,kurz::A,кӹтӹк,кӱ́чык
607,breit::A,кымда,кумда́
608,schmal::A,ӓнгӹсӹр,а́ҥысыр
609,dicht::A,шӹре,ну́гыдо
610,dick[Gegenstand]::A,кӹжгӹ,кӱ́жгӧ
611,dünn::A,вӹцкӹж,ви́чкыж
612,fein::A,пыльга,ты́гыде
613,fest::A,цаткыды,чо́ткыдо
614,flach::A,тӓлякӓ,лапка́
615,glatt::A,ягылгы,яклака́
616,hart::A,пингӹдӹ,пе́ҥгыде
617,weich::A,пышкыды,пу́шкыдо
618,rund::A,тӹртӹш,йырге́шке
619,spitz::A,кашар,коша́р
620,scharf::A,кашар,пӱ́сӧ
621,stumpf::A,нӹшкӹ,токма́к
622,schwer::A,нелӹ,не́ле
623,schön::A,цевер,сы́лне
624,schön::A,олмыдшы,сы́лне
625,heiß::A,шокшы,шо́кшо
626,warm::A,шокшы,ле́ве
627,kalt::A,ӱштӹ,йӱ́штӧ
628,kühl::A,юалгы,юа́лге
629,kühl::A,юалгы,южгата́
630,kühl::A,йонгата,юа́лге
631,kühl::A,йонгата,южгата́
632,frisch::A,йонгата,свежа́
633,feucht::A,ӹлӹкшӹ,вӱ́дыжгӧ
634,feucht::A,вӹдӹжгӹ,вӱ́дыжгӧ
635,nass::A,начкы,нӧ́рӧ
636,trocken::A,кукшы,ку́кшо
637,voll::A,темшӹ,тич
638,voll::A,темыман,тич
639,leer::A,йӓрӓ,яра́
640,offen::A,виш,виш
641,geschlossen::A,чӱчмӹ,пе́тырыме
642,geschlossen::A,чӱчмӹ,тӱ́чмӧ
643,geschlossen::A,тӹкӹлӓлтшӹ,пе́тырыме
644,geschlossen::A,тӹкӹлӓлтшӹ,тӱ́чмӧ
645,sauber::A,ире,ару́
646,sauber::A,ире,янда́р
647,schmutzig::A,шоран,лавыра́н
648,schmutzig::A,шоран,ла́выргыше
649,schmutzig::A,лявӹрӓн,лавыра́н
650,schmutzig::A,лявӹрӓн,ла́выргыше
651,schmutzig::A,шорангшы,лавыра́н
652,schmutzig::A,шорангшы,ла́выргыше
653,roh::A,пеле кӱшӹ,кӱ́чымӧ
654,reif::A,кӱшӹ,лӧза́
655,lecker::A,тотан,ту́тло
656,süß::A,мӱӓн,ше́ре
657,bitter::A,качы,ко́чо
658,sauer::A,шапы,шо́по
659,hell::A,соты,во́лгыдо
660,hell::A,валгыды,во́лгыдо
661,dunkel::A,пӹц,пычке́мыш
662,dunkel::A,пӹцкемӹш,пычке́мыш
663,schwarz::A,шим,шола́
664,weiß::A,ош,ош
665,weiß::A,ошы,ош
666,rot::A,якшаргы,йошка́р
667,gelb::A,сар,сар
668,gelb::A,сары,сар
669,blau::A,симсӹ,ка́нде
670,grün::A,ыжар,ужа́р
671,grau::A,луды,сур
672,bunt::A,ала,олача́
673,billig::A,шулдаш,шу́лдо
674,teuer::A,шергӹ,ше́рге
675,teuer::A,шергӓкӓн,ше́рге
676,wertvoll::A,ӓкӓн,шергака́н
677,blind::A,слöпöй,со́кыр
678,blind::A,сльöпöй,со́кыр
679,taub::A,тӱтӱк,соҥгыра́
680,kräftig::A,виӓн,куа́тле
681,stark::A,виӓн,вия́н
682,schwach::A,шава,а́лдыме
683,schwach::A,лӹпкӓ,а́лдыме
684,schwach::A,слабка,а́лдыме
685,fett::A,таза,коя́
686,schlank::A,яштака,йоштката́
687,schlank::A,яштака,яжу́
