,Concept_ID,ro,tr
105,Donner::N,tunet,gök gürlemesi
106,Strömung::N,curent,akıntı
107,Strömung::N,curent,cereyan
108,Tropfen::N,picătură,damla
109,Schaum::N,spumă,köpük
110,Schmutz::N,murdărie,çamur
111,Schmutz::N,murdărie,pislik
112,See::N,lac,göl
113,Sumpf::N,mlaștină,batak
114,Moor::N,bărăgan,cılgıt
115,Wiese::N,fânaț,çimen
116,Wiese::N,livadă,çimen
117,Wald::N,codru,koru
118,Wald::N,codru,orman
119,Wald::N,pădure,koru
120,Wald::N,pădure,orman
121,Hügel::N,deal,tepe
122,Hügel::N,movilă,tepe
123,Anhöhe::N,deal,tümsek
124,Anhöhe::N,deal,yükseklik
125,Anhöhe::N,ridicătură,tümsek
126,Anhöhe::N,ridicătură,yükseklik
127,Berg::N,munte,dağ
128,Gipfel::N,pisc,zirve
129,Höhle::N,peșteră,in
130,Höhle::N,peșteră,mağara
131,Abhang::N,pantă,bayır
132,Abhang::N,versant,bayır
133,Quelle::N,izvor,pınar
134,Quelle::N,izvor,kaynak
135,Bach::N,gârlă,çay
136,Bach::N,gârlă,dere
137,Fluss::N,râu,nehir
138,Fluss::N,fluviu,nehir
139,Ufer::N,mal,kıyı
140,Ufer::N,mal,sahil
141,Ufer::N,țărm,kıyı
142,Ufer::N,țărm,sahil
143,Küste::N,coastă,kıyı
144,Küste::N,coastă,sahil
145,Festland::N,uscat,kara
146,Meer::N,mare,deniz
147,Bucht::N,golf,koy
148,Bucht::N,golf,körfez
149,Insel::N,insulă,ada
150,Blume::N,floare,çiçek
151,Gras::N,iarbă,ot
152,Gras::N,iarbă,çim
153,Wurzel::N,rădăcină,kök
154,Baum::N,copac,ağaç
155,Baum::N,arbore,ağaç
156,Stamm::N,tulpină,gövde
157,Rinde::N,scoarță,kabuk
158,Ast::N,cracă,dal
159,Ast::N,cracă,budak
160,Ast::N,creangă,dal
161,Ast::N,creangă,budak
162,Zweig::N,ramură,dal
163,Zweig::N,creangă,dal
164,Blatt::N,frunză,yaprak
165,Birke::N,mesteacăn,huş
166,Kiefer[Baum]::N,pin,çam
167,Weide[Baum]::N,salcie,söğüt
168,Weide[Baum]::N,răchită,söğüt
169,Tanne::N,brad,çam
170,Tanne::N,brad,köknar
171,Horn::N,corn,boynuz
172,Feder::N,pană,tüy
173,Fell::N,piele,post
174,Flügel::N,aripă,kanat
175,Klaue::N,gheară,pençe
176,Kralle::N,labă,tırnak
177,Kralle::N,gheară,tırnak
178,Schwanz::N,coadă,kuyruk
179,Ei::N,ou,yumurta
180,Nest::N,cuib,yuva
181,Bau::N,bârlog,in
182,Bau::N,vizuină,in
183,Tier::N,animal,hayvan
184,Herde::N,turmă,sürü
185,Herde::N,cireadă,sürü
186,Kuh::N,vacă,inek
187,Bulle::N,taur,boğa
188,Pferd::N,cal,at
189,Pferd::N,cal,beygir
190,Schaf::N,oaie,koyun
191,Schwein::N,porc,domuz
192,Hund::N,câine,it
193,Hund::N,câine,köpek
194,Katze::N,pisică,kedi
195,Bär::N,urs,ayı
196,Eichhörnchen::N,veveriță,sincap
197,Elch::N,elan,büyük kuzey geyiği
198,Fuchs::N,vulpe,tilki
199,Hase::N,iepure,tavşan
200,Maus::N,șoarece,fare
201,Maus::N,șoarece,sıçan
202,Wolf::N,lup,kurt
203,Vogel::N,pasăre,kuş
204,Schwarm::N,cârd,sürü
205,Huhn::N,găină,tavuk
206,Hahn::N,cocoș,horoz
207,Gans::N,gâscă,kaz
208,Adler::N,vultur,kartal
209,Adler::N,vultur,karakuş
210,Ente::N,rață,ördek
211,Eule::N,bufniță,baykuş
212,Kranich::N,cocor,turna
213,Krähe::N,cioară,karga
214,Kuckuck::N,cuc,guguk
215,Schwan::N,lebădă,kuğu
216,Fisch::N,pește,balık
217,Barsch::N,biban,hani
218,Barsch::N,biban,levrek
219,Hecht::N,știucă,turnabalığı
220,Schlange[Tier]::N,șarpe,yılan
221,Wurm::N,vierme,kurt
222,Wurm::N,vierme,solucan
223,Spinne::N,păianjen,örümcek
224,Ameise::N,furnică,karınca
225,Laus::N,păduche,bit
226,Mücke::N,țânțar,sivrisinek
227,Fliege::N,muscă,sinek
228,Schmetterling::N,fluture,kelebek
229,Beere::N,boabă,tane
230,Apfel::N,măr,elma
231,Pilz::N,burete,mantar
232,Pilz::N,ciupercă,mantar
233,Zwiebel::N,ceapă,soğan
234,Saat::N,semănătură,ekin
235,Korn::N,grâu,tane
236,Heu::N,fân,kuru ot
237,Schale::N,coajă,kabuk
238,Grube::N,groapă,çukur
239,Falle::N,cursă,tuzak
240,Falle::N,capcană,tuzak
241,Schlinge::N,laț,ilmik
242,Spur::N,dâră,iz
243,Asche::N,cenușă,kül
244,Dreck::N,noroi,pislik
245,Dreck::N,murdărie,pislik
246,Eisen::N,fier,demir
247,Gold::N,aur,altın
248,Silber::N,argint,gümüş
249,Kohle::N,cărbune,kömür
250,Glas::N,sticlă,cam
251,Lehm::N,lut,balçık
252,Lehm::N,humă,balçık
253,Sand::N,nisip,kum
254,Mensch::N,om,insan
255,Mensch::N,persoană,insan
256,Mann::N,om,adam
257,Mann::N,om,erkek
258,Mann::N,bărbat,adam
259,Mann::N,bărbat,erkek
260,Frau::N,femeie,bayan
261,Kind::N,copil,çocuk
262,Junge::N,băiat,erkek çocuk
263,Junge::N,flăcău,erkek çocuk
264,Mädchen::N,fată,kız
265,Familie::N,familie,aile
266,Großvater::N,bunic,dede
267,Großvater::N,bunic,büyükbaba
268,Großvater::N,tată mare,dede
269,Großvater::N,tată mare,büyükbaba
270,Großmutter::N,bunică,nine
271,Großmutter::N,bunică,büyükanne
272,Großmutter::N,mamă mare,nine
273,Großmutter::N,mamă mare,büyükanne
274,Eltern::N,părinți,ebeveyn
275,Eltern::N,părinți,ana baba
276,Vater::N,tată,ata
277,Vater::N,tată,baba
278,Vater::N,părinte,ata
279,Vater::N,părinte,baba
280,Mutter::N,mamă,ana
281,Mutter::N,mamă,anne
282,Sohn::N,fiu,oğul
283,Sohn::N,fecior,oğul
284,Tochter::N,fiică,kız
285,Tochter::N,fiică,kız evlât
286,Bruder::N,frate,abi
287,Bruder::N,frate,erkek kardeş
288,Schwester::N,soră,abla
289,Schwester::N,soră,kız kardeş
290,Onkel::N,unchi,dayı
291,Tante::N,mătușă,hala
292,Tante::N,mătușă,teyze
293,Ehemann::N,soț,koca
294,Ehemann::N,bărbat,koca
295,Ehefrau::N,soție,karı
296,Freude::N,bucurie,neşe
297,Freude::N,bucurie,sevinç
298,Gelächter::N,râset,gülme
299,Gelächter::N,râset,kahkaha
300,Glück::N,fericire,mutluluk
301,Kummer::N,mâhnire,dert
302,Kummer::N,mâhnire,keder
303,Wunsch::N,dorință,arzu
304,Wunsch::N,dorință,istek
305,Wunsch::N,deziderat,arzu
306,Wunsch::N,deziderat,istek
307,Lust::N,poftă,arzu
308,Lust::N,poftă,heves
309,Lust::N,înclinare,arzu
310,Lust::N,înclinare,heves
311,Geist::N,duh,tin
312,Geist::N,minte,tin
313,Geist::N,suflet,tin
314,Gedanke::N,gând,fikir
315,Gedanke::N,gând,düşünce
316,Gedanke::N,cuget,fikir
317,Gedanke::N,cuget,düşünce
318,Gedächtnis::N,memorie,bellek
319,Verstand::N,minte,zekâ
320,Verstand::N,intelect,zekâ
321,Sinn::N,sens,anlam
322,Sinn::N,înțeles,anlam
323,Grund::N,cauză,sebep
324,Grund::N,pricină,sebep
325,Wahrheit::N,adevăr,doğruluk
326,Wahrheit::N,adevăr,gerçeklik
327,Gespräch::N,convorbire,görüşme
328,Gespräch::N,conversație,görüşme
329,Märchen::N,basm,masal
330,Märchen::N,poveste,masal
331,Erzählung::N,poveste,öykü
332,Erzählung::N,poveste,hikâye
333,Nachricht::N,veste,haber
334,Neuigkeit::N,noutate,haber
335,Neuigkeit::N,actualitate,haber
336,Name::N,nume,ad
337,Name::N,nume,isim
338,Rätsel::N,ghicitoare,bilmece
339,Rede::N,discurs,söylev
340,Rede::N,discurs,konuşma
341,Sprache::N,limbă,dil
342,Sprache::N,limbă,lisan
343,Sprache::N,limbaj,dil
344,Sprache::N,limbaj,lisan
345,Stimme::N,glas,ses
346,Wort::N,cuvânt,kelime
347,Zeichen::N,semn,işaret
348,Zeichen::N,semnal,işaret
349,Ruf::N,chemare,çağırma
350,Lärm::N,zgomot,şamata
351,Lärm::N,zgomot,gürültü
352,Lärm::N,tărăboi,şamata
353,Lärm::N,tărăboi,gürültü
354,Laut::N,sunet,ses
355,Ton::N,ton,ses
356,Lied::N,cântec,türkü
357,Ruhe::N,odihnă,sakinlik
358,Ruhe::N,liniște,sakinlik
359,Leute::N,lume,halk
360,Leute::N,lume,insanlar
361,Leute::N,oameni,halk
362,Leute::N,oameni,insanlar
363,Volk::N,popor,ulus
364,Volk::N,popor,millet
365,Volk::N,națiune,ulus
366,Volk::N,națiune,millet
367,Arbeit::N,lucru,iş
368,Arbeit::N,lucru,çalışma
369,Gast::N,musafir,konuk
370,Gast::N,musafir,misafir
371,Geschenk::N,dar,hediye
372,Geschenk::N,dar,armağan
373,Geschenk::N,cadou,hediye
374,Geschenk::N,cadou,armağan
375,Spiel::N,joc,oyun
376,Gesellschaft::N,societate,çevre
377,Gesellschaft::N,societate,arkadaşlık
378,Hilfe::N,ajutor,yardım
379,Freund::N,amic,dost
380,Freund::N,amic,arkadaş
381,Freund::N,prieten,dost
382,Freund::N,prieten,arkadaş
383,Kamerad::N,tovarăș,arkadaş
384,Angelegenheit::N,afacere,iş
385,Angelegenheit::N,afacere,husus
386,Anzahl::N,număr,sayı
387,Anzahl::N,cantitate,sayı
388,Art::N,fel,çeşit
389,Art::N,specie,çeşit
390,Stück::N,bucată,tane
391,Stück::N,bucată,parça
392,Teil::N,parte,kısım
393,Teil::N,porție,kısım
394,Hälfte::N,jumătate,yarı
395,Kreis::N,cerc,daire
396,Kreuz::N,cruce,haç
397,Linie::N,linie,hat
398,Linie::N,linie,çizgi
399,Strich::N,linie,çizgi
400,Strich::N,trăsătură,çizgi
401,Abstand::N,distanță,aralık
402,Abstand::N,depărtare,aralık
403,Entfernung::N,distanță,mesafe
404,Entfernung::N,distanță,uzaklık
405,Entfernung::N,depărtare,mesafe
406,Entfernung::N,depărtare,uzaklık
407,Gegend::N,regiune,yöre
408,Platz::N,loc,yer
409,Ort::N,loc,yer
410,Seite::N,latură,yan
411,Seite::N,latură,taraf
412,Mitte::N,centru,orta
413,Mitte::N,centru,merkez
414,Gegenstand::N,obiect,şey
415,Sache::N,lucru,iş
416,Sache::N,lucru,şey
417,Sache::N,chestie,iş
418,Sache::N,chestie,şey
419,Rand::N,bordură,kenar
420,Kante::N,muchie,kenar
421,Kante::N,bordură,kenar
422,Ecke::N,colț,köşe
423,Spitze::N,vârf,uç
424,Spitze::N,vârf,baş
425,Spitze::N,creștet,uç
426,Spitze::N,creștet,baş
427,Ende::N,capăt,uç
428,Loch::N,gaură,oyuk
429,Loch::N,gaură,delik
430,Winkel::N,colț,köşe
431,Muster::N,desen,örnek
432,Größe::N,mărime,büyüklük
433,Länge::N,lungime,uzunluk
434,Höhe::N,înălțime,yükseklik
435,Gewicht::N,greutate,ağırlık
436,Menge::N,cantitate,miktar
437,Haufen::N,grămadă,küme
438,Haufen::N,grămadă,yığın
439,Reihe::N,șir,sıra
440,Reihe::N,rând,sıra
441,Boot::N,barcă,kayık
442,Boot::N,barcă,sandal
443,Boot::N,luntre,kayık
444,Boot::N,luntre,sandal
445,Ruder::N,vâslă,kürek
446,Ruder::N,lopată,kürek
447,Schlitten::N,sanie,kızak
448,Ski::N,schi,kayak
449,Lagerfeuer::N,foc de tabără,kamp ateşi
450,Last::N,povară,yük
451,Last::N,sarcină,yük
452,Gang::N,mers,gidiş
453,Gang::N,mers,yürüyüş
454,Gang::N,umblet,gidiş
455,Gang::N,umblet,yürüyüş
456,Schritt::N,pas,adım
457,Norden::N,nord,kuzey
458,Norden::N,miazănoapte,kuzey
459,Süden::N,sud,güney
460,Süden::N,miazăzi,güney
461,Westen::N,apus,batı
462,Osten::N,est,doğu
463,Osten::N,răsărit,doğu
464,Holz::N,lemn,ağaç
465,Holz::N,lemn,tahta
466,Brett::N,scândură,tahta
467,Platte::N,placă,levha
468,Stütze::N,proptea,dayak
469,Stütze::N,proptea,destek
470,Stange::N,bară,çubuk
471,Stange::N,prăjină,çubuk
472,Stock::N,băț,sopa
473,Stock::N,băț,değnek
474,Stock::N,baston,sopa
475,Stock::N,baston,değnek
476,Stab::N,baston,sırık
477,Stab::N,baston,baston
478,Stab::N,prăjină,sırık
479,Stab::N,prăjină,baston
480,Rohr::N,tub,boru
481,Rohr::N,țeavă,boru
482,Haus::N,casă,ev
483,Heim::N,casă,ev
484,Heim::N,casă,yurt
485,Heim::N,cămin,ev
486,Heim::N,cămin,yurt
487,Ofen::N,sobă,soba
488,Fußboden::N,podea,taban
489,Fußboden::N,podea,döşeme
490,Fußboden::N,dușumea,taban
491,Fußboden::N,dușumea,döşeme
492,Tisch::N,masă,masa
493,Stuhl::N,scaun,iskemle
494,Stuhl::N,scaun,sandalye
495,Wiege::N,leagăn,beşik
496,Bett::N,pat,yatak
497,Regal::N,rafturi,raf
498,Kiste::N,ladă,sandık
499,Kiste::N,cutie,sandık
500,Fenster::N,fereastră,pencere
501,Tür::N,ușă,kapı
502,Tor::N,poartă,kapı
503,Zaun::N,gard,çit
504,Dach::N,acoperiș,dam
505,Dach::N,acoperiș,çatı
506,Leiter::N,scară,merdiven
507,Besen::N,mătură,süpürge
508,Spaten::N,cazma,bel
509,Spaten::N,hârleț,bel
510,Schaufel::N,lopată,kürek
511,Gabel::N,furculiță,çatal
512,Löffel::N,lingură,kaşık
513,Messer::N,cuțit,bıçak
514,Nagel::N,cui,çivi
515,Netz::N,plasă,ağ
516,Haken::N,cârlig,çengel
517,Griff::N,mâner,kulp
518,Griff::N,mâner,tutamak
519,Schloss::N,lacăt,kilit
520,Bild::N,tablou,imaj
521,Bild::N,tablou,resim
522,Bild::N,imagine,imaj
523,Bild::N,imagine,resim
524,Figur::N,chip,şekil
525,Figur::N,chip,heykel
526,Figur::N,figură,şekil
527,Figur::N,figură,heykel
528,Puppe::N,păpușă,kukla
529,Beutel::N,pungă,kese
530,Beutel::N,pungă,torba
531,Beutel::N,săculeț,kese
532,Beutel::N,săculeț,torba
533,Bündel::N,mănunchi,deste
534,Tasche::N,geantă,çanta
535,Eimer::N,găleată,kova
536,Deckel::N,capac,kapak
537,Geschirr::N,vase,kap kacak
538,Geschirr::N,tacâmuri,kap kacak
539,Sack::N,sac,torba
540,Tasse::N,ceașcă,fincan
541,Topf::N,oală,tencere
542,Kessel::N,cazan,kazan
543,Kessel::N,căldare,kazan
544,Essen::N,mâncare,yemek
545,Nahrung::N,hrană,gıda
546,Nahrung::N,hrană,besin
547,Nahrung::N,aliment,gıda
548,Nahrung::N,aliment,besin
549,Speise::N,bucate,yemek
550,Speise::N,fel de bucate,yemek
551,Fleisch::N,carne,et
552,Getreide::N,cereale,tahıl
553,Getreide::N,cereale,hububat
554,Brei::N,pireu,ezme
555,Brot::N,pâine,ekmek
556,Scheibe::N,felie,dilim
557,Scheibe::N,bucată,dilim
558,Fett::N,untură,yağ
559,Fett::N,grăsime,yağ
560,Butter::N,unt,tereyağı
561,Öl::N,ulei,yağ
562,Öl::N,ulei,akar yağ
563,Salz::N,sare,tuz
564,Suppe::N,supă,çorba
565,Suppe::N,ciorbă,çorba
566,Honig::N,miere,bal
567,Milch::N,lapte,süt
568,Tee::N,ceai,çay
569,Leder::N,piele,deri
570,Leder::N,piele,meşin
571,Wolle::N,lână,yün
572,Stoff::N,stofă,kumaş
573,Nadel::N,ac,iğne
574,Faden::N,ață,tire
575,Faden::N,ață,iplik
576,Knopf::N,buton,düğme
577,Knoten::N,nod,düğüm
578,Farbe::N,vopsea,boya
579,Kleidung::N,haine,giyim
580,Kleidung::N,îmbrăcăminte,giyim
581,Hemd::N,cămașă,gömlek
582,Kragen::N,guler,yaka
583,Ärmel::N,mânecă,yen
584,Ärmel::N,mânecă,elbise kolu
585,Hose::N,pantaloni,pantolon
586,Gürtel::N,cordon,kuşak
587,Mütze::N,șapcă,bere
588,Mütze::N,șapcă,kasket
589,Schuh::N,gheată,kundura
590,Schuh::N,gheată,ayakkabı
591,Stiefel::N,cizmă,çizme
592,Ring::N,inel,yüzük
593,Ring::N,verigă,yüzük
594,Band::N,panglică,bağ
595,Band::N,panglică,şerit
596,Band::N,șiret,bağ
597,Band::N,șiret,şerit
598,Kamm::N,pieptene,tarak
599,Spiegel::N,oglindă,ayna
600,Riemen::N,curea,kayış
601,Schnur::N,funie,ip
602,Schnur::N,funie,sicim
603,Schnur::N,sfoară,ip
604,Schnur::N,sfoară,sicim
605,Leine::N,lesă,kayış
606,Leine::N,curea,kayış
607,Decke::N,pătură,örtü
608,Decke::N,pătură,yorgan
609,Kissen::N,pernă,yastık
610,Tuch::N,batic,bez
611,Handtuch::N,prosop,havlu
612,Handtuch::N,ștergar,havlu
613,Kraft::N,forță,güç
614,Kraft::N,forță,kuvvet
615,Kraft::N,putere,güç
616,Kraft::N,putere,kuvvet
617,Stärke::N,tărie,kuvvet
618,Stärke::N,vigoare,kuvvet
619,Gesundheit::N,sănătate,sağlık
620,Krankheit::N,boală,hastalık
621,Krankheit::N,maladie,hastalık
622,Schmerz::N,durere,ağrı
623,Schmerz::N,durere,sancı
624,Wunde::N,rană,yara
625,Fieber::N,febră,ateş
626,Arznei::N,leac,ilâç
627,Arznei::N,medicament,ilâç
628,Brücke::N,pod,köprü
629,Brücke::N,punte,köprü
630,Brunnen::N,puț,kuyu
631,Brunnen::N,puț,çeşme
632,Weide::N,izlaz,otlak
633,Weide::N,pășune,otlak
634,Pfad::N,cărare,patika
635,Pfad::N,cărare,keçiyolu
636,Weg::N,drum,yol
637,Straße::N,cale,yol
638,Straße::N,cale,cadde
639,Straße::N,stradă,yol
640,Straße::N,stradă,cadde
641,Dorf::N,sat,köy
642,Stadt::N,oraș,kent
643,Stadt::N,oraș,şehir
644,Brief::N,scrisoare,mektup
645,Buch::N,carte,kitap
646,Buchstabe::N,literă,harf
647,Buchstabe::N,caracter,harf
648,Zeitung::N,ziar,gazete
649,Zeitung::N,gazetă,gazete
650,Leben::N,viață,hayat
651,Tod::N,moarte,ölüm
652,Grab::N,groapă,kabir
653,Grab::N,mormânt,kabir
654,Kirche::N,biserică,kilise
655,Sünde::N,păcat,günah
656,Gott::N,zeu,tanrı
657,Arbeiter::N,muncitor,işçi
658,Chef::N,șef,şef
659,Chef::N,șef,müdür
660,Meister::N,meșter,usta
661,Meister::N,maestru,usta
662,Arzt::N,medic,hekim
663,Arzt::N,medic,doktor
664,Arzt::N,doctor,hekim
665,Arzt::N,doctor,doktor
666,Lehrer::N,profesor,hoca
667,Lehrer::N,profesor,öğretmen
668,Lehrer::N,învățător,hoca
669,Lehrer::N,învățător,öğretmen
670,Geld::N,bani,para
671,Geld::N,parale,para
672,Geschäft::N,treabă,ticaret
673,Geschäft::N,afacere,ticaret
674,Laden::N,magazin,dükkân
675,Laden::N,prăvălie,dükkân
676,Preis::N,preț,fiyat
677,Ware::N,marfă,mal
678,Nutzen::N,folos,fayda
679,Nutzen::N,profit,fayda
680,Reichtum::N,avuție,servet
681,Reichtum::N,avuție,zenginlik
682,Reichtum::N,bogăție,servet
683,Reichtum::N,bogăție,zenginlik
684,Welt::N,lume,dünya
685,Land::N,țară,ülke
686,Staat::N,stat,devlet
687,König::N,rege,kral
688,Macht::N,putere,kudret
689,Macht::N,putere,iktidar
690,Macht::N,putință,kudret
691,Macht::N,putință,iktidar
692,Grenze::N,hotar,had
693,Grenze::N,hotar,sınır
694,Grenze::N,graniță,had
695,Grenze::N,graniță,sınır
696,Grenze::N,frontieră,had
697,Grenze::N,frontieră,sınır
698,Krieg::N,război,savaş
699,Feind::N,dușman,düşman
700,Gewalt::N,violență,zor
701,Gewalt::N,violență,cebir
702,Kampf::N,luptă,savaş
703,Bogen[Waffe]::N,arc,yay
704,Pfeil::N,săgeată,ok
705,Gewehr::N,armă,tüfek
706,Gewehr::N,pușcă,tüfek
707,Fehler::N,eroare,hata
708,Fehler::N,eroare,yanlış
709,Fehler::N,greșeală,hata
710,Fehler::N,greșeală,yanlış
711,Lüge::N,minciună,yalan
712,Schaden::N,daună,zarar
713,Schaden::N,pagubă,zarar
714,Unglück::N,nenorocire,felâket
715,Unglück::N,nenorocire,talihsizlik
716,Schuld::N,vină,suç
717,Schuld::N,vină,kabahat
718,Alter::N,etate,yaş
719,Alter::N,vârstă,yaş
720,Schluss::N,sfârșit,son
721,Zeit::N,timp,zaman
722,Zeit::N,vreme,zaman
723,Tag::N,zi,gün
724,Morgen::N,dimineață,sabah
725,Mittag::N,prânz,öğle
726,Mittag::N,amiază,öğle
727,Abend::N,seară,akşam
728,Nacht::N,noapte,gece
729,Woche::N,săptămână,hafta
730,Monat::N,lună,ay
731,Jahr::N,an,yıl
732,Jahr::N,an,sene
733,Frühling::N,primăvară,ilkbahar
734,Sommer::N,vară,yaz
735,Herbst::N,toamnă,güz
736,Herbst::N,toamnă,sonbahar
737,Winter::N,iarnă,kış
738,Januar::N,ianuarie,ocak
739,Februar::N,februarie,şubat
740,März::N,martie,mart
741,April::N,aprilie,nisan
742,Mai::N,mai,mayıs
743,Juni::N,iunie,haziran
744,Juli::N,iulie,temmuz
745,August::N,august,ağustos
746,September::N,septembrie,eylül
747,Oktober::N,octombrie,ekim
748,November::N,noiembrie,kasım
749,Dezember::N,decembrie,aralık
750,Montag::N,luni,pazartesi
751,Dienstag::N,marți,salı
752,Mittwoch::N,miercuri,çarşamba
753,Donnerstag::N,joi,perşembe
754,Freitag::N,vineri,cuma
755,Samstag::N,sâmbătă,cumartesi
756,Sonntag::N,duminică,pazar
757,groß::A,mare,büyük
758,klein::A,mic,ufak
759,klein::A,mic,küçük
760,lang::A,lung,uzun
761,kurz::A,scurt,kısa
762,breit::A,lat,enli
763,breit::A,lat,geniş
764,breit::A,larg,enli
765,breit::A,larg,geniş
766,schmal::A,strâmt,dar
767,dicht::A,des,sık
768,dicht::A,des,yoğun
769,dick[Gegenstand]::A,gros,kalın
770,dick[Gegenstand]::A,gros,iri
771,dünn::A,subțire,ince
772,fein::A,fin,ince
773,fein::A,fin,narin
774,fein::A,subțire,ince
775,fein::A,subțire,narin
776,fest::A,tare,sabit
777,fest::A,tare,sağlam
778,fest::A,solid,sabit
779,fest::A,solid,sağlam
780,flach::A,șes,düz
781,flach::A,șes,yassı
782,flach::A,plan,düz
783,flach::A,plan,yassı
784,glatt::A,lins,düz
785,hart::A,dur,katı
786,weich::A,moale,yumuşak
787,rund::A,rotund,yuvarlak
788,rund::A,circular,yuvarlak
789,spitz::A,ascuțit,sivri
790,scharf::A,tăios,keskin
791,scharf::A,ascuțit,keskin
792,stumpf::A,tocit,kör
793,schwer::A,greu,ağır
794,schön::A,frumos,güzel
795,heiß::A,cald,kızgın
796,heiß::A,fierbinte,kızgın
797,warm::A,cald,sıcak
798,warm::A,fierbinte,sıcak
799,kalt::A,rece,soğuk
800,kühl::A,rece,serin
801,kühl::A,răcoros,serin
802,frisch::A,răcoros,taze
803,frisch::A,proaspăt,taze
804,feucht::A,umed,nemli
805,feucht::A,umed,rutubetli
806,feucht::A,jilav,nemli
807,feucht::A,jilav,rutubetli
808,nass::A,ud,yaş
809,nass::A,ud,ıslak
810,trocken::A,sec,kuru
811,trocken::A,uscat,kuru
812,voll::A,plin,dolu
813,voll::A,plin,dolmuş
814,leer::A,gol,boş
815,offen::A,deschis,açık
816,geschlossen::A,închis,kapalı
817,sauber::A,curat,pak
818,sauber::A,curat,temiz
819,schmutzig::A,murdar,pis
820,schmutzig::A,murdar,kirli
821,roh::A,crud,çiğ
822,reif::A,copt,olgun
823,lecker::A,gustos,lezzetli
824,süß::A,dulce,tatlı
825,süß::A,dulce,şekerli
826,bitter::A,amar,acı
827,sauer::A,acru,ekşi
828,hell::A,clar,aydınlık
829,hell::A,luminos,aydınlık
830,dunkel::A,obscur,karanlık
831,dunkel::A,întunecos,karanlık
832,schwarz::A,negru,kara
833,schwarz::A,negru,siyah
834,weiß::A,alb,ak
835,weiß::A,alb,beyaz
836,rot::A,roșu,kırmızı
