,Concept_ID,ro,tr
1573,begreifen::V,înțelege,anlamak
1574,begreifen::V,înțelege,kavramak
1575,verstehen::V,înțelege,duymak
1576,verstehen::V,înțelege,anlamak
1577,lernen::V,învăța,öğrenmek
1578,wissen::V,ști,bilmek
1579,sich erinnern an::V,a-și aminti de,hatırlamak
1580,vergessen::V,uita,unutmak
1581,messen::V,măsura,ölçmek
1582,zählen::V,număra,saymak
1583,rechnen::V,calcula,hesap etmek
1584,lesen::V,citi,okumak
1585,malen::V,picta,resmini yapmak
1586,zeichnen::V,desena,çizmek
1587,schreiben::V,scrie,yazmak
1588,besitzen::V,avea,haiz olmak
1589,besitzen::V,avea,sahip olmak
1590,besitzen::V,poseda,haiz olmak
1591,besitzen::V,poseda,sahip olmak
1592,kaufen::V,cumpăra,almak
1593,verkaufen::V,vinde,satmak
1594,bezahlen::V,plăti,ödemek
1595,bezahlen::V,achita,ödemek
1596,zahlen::V,plăti,ödemek
1597,beherrschen::V,stăpâni,hâkim olmak
1598,ertragen::V,răbda,dayanmak
1599,ertragen::V,răbda,katlanmak
1600,ertragen::V,suporta,dayanmak
1601,ertragen::V,suporta,katlanmak
