,Concept_ID,ar,ca
83,Funke::N,شرارة,guspira
84,Funke::N,شرارة,centella
85,Feuer::N,نار,foc
86,Licht::N,نور,llum
87,Licht::N,ضوء,llum
88,Schatten::N,ظل,ombra
89,Schatten::N,فيء,ombra
90,Wetter::N,جو,temps
91,Wetter::N,طقس,temps
92,Nebel::N,ضباب,boira
93,Wolke::N,غيمة,núvol
94,Wolke::N,سحابة,núvol
95,Regen::N,مطر,pluja
96,Schnee::N,ثلج,neu
97,Eis::N,جليد,gel
98,Eis::N,جليد,glaç
99,Frost::N,صقيع,glaçada
100,Kälte::N,برد,fred
101,Hitze::N,حر,calor
102,Hitze::N,حرارة,calor
103,Raureif::N,صقيع,gebre
104,Regenbogen::N,قوس قزح,arc iris
105,Donner::N,رعد,tro
106,Strömung::N,تيار,corrent
107,Tropfen::N,قطرة,gota
108,Schaum::N,زبد,escuma
109,Schaum::N,رغوة,escuma
110,Schmutz::N,وسخ,brutícia
111,See::N,بحيرة,llac
112,Sumpf::N,مستنقع,pantà
113,Moor::N,مستنقع,pantà
114,Wiese::N,مرج,prat
115,Wiese::N,مرج,prada
116,Wald::N,غابة,bosc
117,Hügel::N,تل,puig
118,Hügel::N,تل,pujol
119,Anhöhe::N,تل,turó
120,Berg::N,جبل,muntanya
121,Gipfel::N,قمة,cim
122,Höhle::N,كهف,cova
123,Abhang::N,منحدر,coster
124,Quelle::N,منبع,font
125,Bach::N,مجرى,riera
126,Fluss::N,نهر,riu
127,Ufer::N,ضفة,riba
128,Küste::N,ساحل,costa
129,Festland::N,بر,terra ferma
130,Meer::N,بحر,mar
131,Bucht::N,خليج,cala
132,Bucht::N,خليج,badia
133,Insel::N,جزيرة,illa
134,Blume::N,زهرة,flor
135,Gras::N,حشيش,herba
136,Wurzel::N,أصل,rel
137,Wurzel::N,أصل,arrel
138,Baum::N,شجرة,arbre
139,Stamm::N,جذع,tronc
140,Rinde::N,قشرة,escorça
141,Ast::N,فرع,branca
142,Zweig::N,غصن,ram
143,Blatt::N,ورقة,fulla
144,Birke::N,قضبان,bedoll
145,Kiefer[Baum]::N,صنوبرة,pi
146,Weide[Baum]::N,صفصاف,salze
147,Tanne::N,شوح,avet
148,Tanne::N,تبوب,avet
149,Horn::N,قرن,corn
150,Horn::N,قرن,banya
151,Feder::N,ريشة,ploma
152,Fell::N,فرو,pell
153,Flügel::N,جناح,ala
154,Klaue::N,مخلب,urpa
155,Kralle::N,مخلب,grapa
156,Schwanz::N,ذيل,cua
157,Ei::N,بيض,ou
158,Nest::N,عش,niu
159,Bau::N,جحر,cau
160,Tier::N,حيوان,animāl
161,Herde::N,قطيع,ramat
162,Kuh::N,بقرة,vaca
163,Bulle::N,ثور,toro
164,Pferd::N,خيل,cavāll
165,Schaf::N,شاة,be
166,Schaf::N,شاة,ovella
167,Schwein::N,خنزير,bacó
168,Hund::N,كلب,ca
169,Hund::N,كلب,gos
170,Katze::N,قطة,gat
171,Bär::N,دب,ós
172,Eichhörnchen::N,سنجاب,esquirol
173,Elch::N,موظ,ant
174,Fuchs::N,ثعلب,guilla
175,Hase::N,أرنب,llebre
176,Maus::N,فأرة,ratolí
177,Wolf::N,ذئب,llop
178,Vogel::N,طير,au
179,Vogel::N,طير,ocēll
180,Schwarm::N,سرب,bandada
181,Huhn::N,دجاجة,gallina
182,Hahn::N,ديك,gall
183,Gans::N,وزة,oca
184,Adler::N,نسر,àguila
185,Ente::N,بطة,ànec
186,Eule::N,بوم,òliba
187,Eule::N,بوم,mussol
188,Kranich::N,كركي,grua
189,Krähe::N,غراب,cornella
190,Kuckuck::N,وقواق,cucut
191,Schwan::N,إوز عراقي,cigne
192,Fisch::N,سمك,peix
193,Barsch::N,فرخ أوربي,perca
194,Hecht::N,سمك الكراكي,lluç
195,Schlange[Tier]::N,حية,serp
196,Schlange[Tier]::N,ثعبان,serp
197,Wurm::N,دودة,cuc
198,Spinne::N,عنكبوت,aranya
199,Ameise::N,نملة,formiga
200,Laus::N,قملة,poll
201,Mücke::N,ناموسة,mosquit
202,Fliege::N,ذبابة,mosca
203,Schmetterling::N,فراشة,papallona
204,Beere::N,حبة,baia
205,Apfel::N,تفاح,poma
206,Pilz::N,فطر,bolet
207,Zwiebel::N,بصل,ceba
208,Saat::N,زرع,sembra
209,Korn::N,حبة,gra
210,Heu::N,دريس,fenc
211,Schale::N,قشرة,closca
212,Grube::N,نقرة,sot
213,Grube::N,نقرة,clot
214,Falle::N,فخ,trampa
215,Falle::N,مصيدة,trampa
216,Schlinge::N,عروة,baga
217,Spur::N,أثر,traça
218,Asche::N,رماد,cendra
219,Dreck::N,قذر,llot
220,Eisen::N,حديد,ferro
221,Gold::N,ذهب,or
222,Silber::N,فضة,plata
223,Kohle::N,فحم,carbó
224,Glas::N,زجاج,vidre
225,Lehm::N,طين,fang
226,Lehm::N,طين,argila
227,Sand::N,رمل,arena
228,Mensch::N,إنسان,humà
229,Mensch::N,إنسان,persona
230,Mann::N,رجل,home
231,Frau::N,امرأة,dona
232,Kind::N,طفل,nen
233,Junge::N,ولد,noi
234,Mädchen::N,بنت,noia
235,Familie::N,عائلة,família
236,Großvater::N,جد,avi
237,Großmutter::N,جدة,àvia
238,Eltern::N,أبوان,pares
239,Eltern::N,والدان,pares
240,Vater::N,أب,pare
241,Mutter::N,أم,mare
242,Sohn::N,إبن,fill
243,Tochter::N,بنت,filla
244,Tochter::N,إبنة,filla
245,Bruder::N,أخ,germà
246,Bruder::N,شقيق,germà
247,Schwester::N,أخت,germana
248,Onkel::N,عم,oncle
249,Tante::N,عمة,tia
250,Ehemann::N,زوج,espòs
251,Ehefrau::N,زوجة,muller
252,Freude::N,فرح,goig
253,Freude::N,فرح,alegria
254,Freude::N,سرور,goig
255,Freude::N,سرور,alegria
256,Gelächter::N,قهقهة,riallada
257,Glück::N,سعادة,felicitat
258,Kummer::N,غم,pena
259,Wunsch::N,منية,desig
260,Lust::N,شهوة,ganes
261,Geist::N,روح,ment
262,Geist::N,روح,esperit
263,Gedanke::N,فكرة,pensament
264,Gedächtnis::N,ذاكرة,memòria
265,Verstand::N,عقل,raó
266,Verstand::N,عقل,seny
267,Sinn::N,معنى,solta
268,Sinn::N,معنى,sentit
269,Grund::N,سبب,raó
270,Grund::N,سبب,causa
271,Wahrheit::N,حقيقة,veritāt
272,Gespräch::N,محادثة,conversa
273,Märchen::N,خرافة,conte
274,Erzählung::N,قصة,narració
275,Erzählung::N,حكاية,narració
276,Nachricht::N,خبر,missatge
277,Neuigkeit::N,خبر جديد,novetat
278,Name::N,اسم,nom
279,Rätsel::N,لغز,endevinalla
280,Rede::N,خطبة,discurs
281,Sprache::N,لغة,llēngua
282,Stimme::N,صوت,veu
283,Wort::N,كلمة,mot
284,Wort::N,كلمة,paraula
285,Zeichen::N,رمز,signe
286,Zeichen::N,رمز,senyal
287,Zeichen::N,إشارة,signe
288,Zeichen::N,إشارة,senyal
289,Ruf::N,نداء,crida
290,Lärm::N,صخب,sorōll
291,Lärm::N,ضجة,sorōll
292,Laut::N,صوت,so
293,Ton::N,نغمة,to
294,Lied::N,أغنية,cançó
295,Ruhe::N,هدوء,calma
296,Ruhe::N,هدوء,silenci
297,Leute::N,ناس,gent
298,Volk::N,شعب,poble
299,Arbeit::N,عمل,labor
300,Arbeit::N,عمل,treball
301,Gast::N,ضيف,hoste
302,Geschenk::N,هدية,regal
303,Geschenk::N,هدية,obsequi
304,Spiel::N,لعب,joc
305,Gesellschaft::N,صحبة,companyia
306,Hilfe::N,عون,ajut
307,Hilfe::N,مساعدة,ajut
308,Freund::N,صديق,amīc
309,Kamerad::N,زميل,company
310,Kamerad::N,زميل,camarada
311,Angelegenheit::N,أمر,afer
312,Angelegenheit::N,أمر,assumpte
313,Angelegenheit::N,شأن,afer
314,Angelegenheit::N,شأن,assumpte
315,Anzahl::N,عدد,nombre
316,Anzahl::N,عدد,quantitat
317,Art::N,نوع,tipus
318,Art::N,نوع,classe
319,Stück::N,قطعة,peça
320,Teil::N,قسم,part
321,Hälfte::N,نصف,meitat
322,Kreis::N,دائرة,cercle
323,Kreuz::N,صليب,creu
324,Linie::N,خط,línia
325,Strich::N,شرطة,traç
326,Strich::N,شرطة,ratlla
327,Abstand::N,مسافة,distància
328,Entfernung::N,بعد,distància
329,Gegend::N,ناحية,regió
330,Gegend::N,ناحية,contrada
331,Platz::N,فراغ,cabuda
332,Ort::N,مكان,lloc
333,Seite::N,جانب,banda
334,Seite::N,جانب,costāt
335,Mitte::N,وسط,mig
336,Mitte::N,وسط,centre
337,Gegenstand::N,موضوع,objecte
338,Sache::N,شيء,cosa
339,Rand::N,حافة,vora
340,Rand::N,حافة,marge
341,Kante::N,حافة,caire
342,Kante::N,حافة,cantell
343,Ecke::N,ركن,cantonada
344,Spitze::N,سن,punta
345,Ende::N,طرف,cap
346,Loch::N,ثقب,forāt
347,Winkel::N,زاوية,racó
348,Muster::N,عينة,dibuix
349,Muster::N,عينة,disseny
350,Größe::N,حجم,grandària
351,Länge::N,طول,longitud
352,Höhe::N,علو,altura
353,Höhe::N,علو,altitud
354,Höhe::N,ارتفاع,altura
355,Höhe::N,ارتفاع,altitud
356,Gewicht::N,وزن,pes
357,Menge::N,كمية,quantitat
358,Haufen::N,كوم,pila
359,Reihe::N,صف,fila
360,Boot::N,قارب,bot
361,Boot::N,قارب,barca
362,Boot::N,زورق,bot
363,Boot::N,زورق,barca
364,Ruder::N,مجذاف,rem
365,Schlitten::N,مزلقة,trineu
366,Ski::N,زلاجة,esquí
367,Lagerfeuer::N,نار المخيم,foc de campament
368,Last::N,حمل,càrrega
369,Gang::N,مشية,marxa
370,Schritt::N,خطوة,pas
371,Norden::N,شمال,nord
372,Süden::N,جنوب,sud
373,Westen::N,غرب,oest
374,Westen::N,غرب,occident
375,Osten::N,شرق,est
376,Osten::N,شرق,orient
377,Holz::N,خشب,fusta
378,Brett::N,لوح,taula
379,Platte::N,صفيحة,placa
380,Stütze::N,سند,suport
381,Stütze::N,دعامة,suport
382,Stange::N,عود,vara
383,Stock::N,عصا,pal
384,Stab::N,قضيب,bastó
385,Rohr::N,أنبوبة,tub
386,Haus::N,دار,casa
387,Haus::N,بيت,casa
388,Heim::N,بيت,llar
389,Heim::N,مسكن,llar
390,Ofen::N,مدفأة,estufa
391,Fußboden::N,أرضية,terra
392,Tisch::N,مائدة,taula
393,Stuhl::N,كرسي,cadira
394,Wiege::N,مهد,bressol
395,Bett::N,سرير,llit
396,Regal::N,رف,prestatgeria
397,Kiste::N,صندوق,caixa
398,Fenster::N,شباك,finestra
399,Fenster::N,نافذة,finestra
400,Tür::N,باب,porta
401,Tor::N,بوابة,portal
402,Zaun::N,سياج,tanca
403,Dach::N,سطح,teulada
404,Leiter::N,سلم,escala
405,Leiter::N,سلم,escala de mà
406,Besen::N,مكنسة,escombra
407,Spaten::N,مسحاة,pala
408,Schaufel::N,مجرفة,pala
409,Gabel::N,شوكة,forquilla
410,Löffel::N,ملعقة,cullera
411,Messer::N,سكين,coltell
412,Nagel::N,مسمار,clau
413,Netz::N,شبكة,filat
414,Haken::N,خطاف,ganxo
415,Haken::N,صنارة,ganxo
416,Griff::N,قبضة,puny
417,Griff::N,قبضة,mànec
418,Schloss::N,قفل,pany
419,Bild::N,صورة,imatge
420,Figur::N,تمثال,figura
421,Puppe::N,دمية,nina
422,Beutel::N,كيس,bossa
423,Bündel::N,ربطة,feix
424,Bündel::N,ربطة,paquet
425,Tasche::N,شنطة,bossa
426,Tasche::N,محفظة,bossa
427,Eimer::N,سطل,galleda
428,Eimer::N,جردل,galleda
429,Deckel::N,سداد,tapa
430,Deckel::N,سداد,tapadora
431,Geschirr::N,أوان,vaixella
432,Sack::N,زكيبة,sac
433,Sack::N,زكيبة,saca
434,Tasse::N,فنجان,tassa
435,Topf::N,قدر,pot
436,Topf::N,قدر,olla
437,Topf::N,طنجرة,pot
438,Topf::N,طنجرة,olla
439,Kessel::N,قدر,caldera
440,Kessel::N,غلاية,caldera
441,Essen::N,طعام,àpat
442,Essen::N,طعام,menjada
443,Nahrung::N,غذاء,aliment
444,Speise::N,أكل,plat
445,Fleisch::N,لحم,carn
446,Getreide::N,حبوب,cereals
447,Brei::N,عصيدة,puré
448,Brot::N,خبز,pa
449,Scheibe::N,شريحة,tall
450,Scheibe::N,شريحة,llesca
451,Fett::N,سمن,greix
452,Butter::N,زبدة,mantega
453,Öl::N,زيت,oli
454,Salz::N,ملح,sal
455,Suppe::N,حساء,sopa
456,Suppe::N,شربة,sopa
457,Honig::N,عسل,mel
458,Milch::N,حليب,llet
459,Tee::N,شاي,te
460,Leder::N,جلد,cuir
461,Wolle::N,صوف,llana
462,Stoff::N,قماش,tela
463,Nadel::N,إبرة,agulla
464,Faden::N,خيط,fil
465,Knopf::N,زر,botó
466,Knoten::N,عقدة,nus
467,Farbe::N,صبغة,pintura
468,Kleidung::N,ملابس,roba
469,Kleidung::N,ملابس,vestits
470,Hemd::N,قميص,camisa
471,Kragen::N,ياقة,coll
472,Ärmel::N,كم,màniga
473,Hose::N,سروال,pantalōns
474,Hose::N,بنطلون,pantalōns
475,Gürtel::N,حزام,cinturó
476,Mütze::N,طاقية,gorra
477,Schuh::N,حذاء,sabata
478,Stiefel::N,جزمة,bota
479,Stiefel::N,حذاء طويل,bota
480,Ring::N,حلقة,anell
481,Band::N,شريط,veta
482,Band::N,شريط,cinta
483,Kamm::N,مشط,pinta
484,Spiegel::N,مرآة,mirāll
485,Riemen::N,سير,corretja
486,Schnur::N,حبل,corda
487,Schnur::N,دوبارة,corda
488,Leine::N,قيد,corretja
489,Decke::N,بطانية,manta
490,Decke::N,بطانية,flassada
491,Kissen::N,وسادة,coixí
492,Tuch::N,منديل,mocador
493,Handtuch::N,فوطة,tovallola
494,Handtuch::N,منشفة,tovallola
495,Kraft::N,قدرة,força
496,Stärke::N,قوة,vigor
497,Gesundheit::N,صحة,salut
498,Krankheit::N,مرض,malaltia
499,Schmerz::N,ألم,dolor
500,Schmerz::N,وجع,dolor
501,Wunde::N,جرح,ferida
502,Fieber::N,حمى,febre
503,Arznei::N,دواء,medicament
504,Brücke::N,جسر,pont
505,Brunnen::N,بئر,pou
506,Weide::N,مرعى,pastura
507,Pfad::N,درب,senda
508,Pfad::N,درب,sender
509,Weg::N,سكة,camí
510,Straße::N,طريق,carretera
511,Dorf::N,قرية,poble
512,Stadt::N,مدينة,ciutāt
513,Brief::N,خطاب,carta
514,Brief::N,مكتوب,carta
515,Buch::N,كتاب,llibre
516,Buchstabe::N,حرف,lletra
517,Zeitung::N,جريدة,diāri
518,Leben::N,عيش,vida
519,Leben::N,حياة,vida
520,Tod::N,موت,mort
521,Tod::N,وفاة,mort
522,Grab::N,قبر,tomba
523,Kirche::N,كنيسة,església
524,Sünde::N,خطيئة,pecat
525,Gott::N,إله,déu
526,Arbeiter::N,عامل,obrer
527,Chef::N,رئيس,cap
528,Meister::N,أسطى,mestre
529,Arzt::N,طبيب,metge
530,Lehrer::N,مدرس,mestre
531,Geld::N,نقود,dinērs
532,Geschäft::N,صفقة,negoci
533,Laden::N,دكان,tenda
534,Laden::N,دكان,botiga
535,Preis::N,سعر,preu
536,Ware::N,بضاعة,mercaderia
537,Nutzen::N,فائدة,profit
538,Reichtum::N,غنى,riquesa
539,Reichtum::N,ثروة,riquesa
540,Welt::N,عالم,món
541,Welt::N,دنيا,món
542,Land::N,بلد,país
543,Staat::N,دولة,estat
544,König::N,ملك,rei
545,Macht::N,سلطة,poder
546,Macht::N,سلطة,potència
547,Grenze::N,حدود,frontera
548,Krieg::N,حرب,guerra
549,Feind::N,عدو,enemic
550,Gewalt::N,عنف,violència
551,Kampf::N,قتال,lluita
552,Bogen[Waffe]::N,قوس,arc
553,Pfeil::N,سهم,fletxa
554,Gewehr::N,بندقية,fusell
555,Gewehr::N,بندقية,escopeta
556,Fehler::N,خطأ,falta
557,Lüge::N,كذب,mentida
558,Schaden::N,تلف,dany
559,Unglück::N,نحس,desgràcia
560,Schuld::N,ذنب,culpa
561,Alter::N,سن,edat
562,Alter::N,عمر,edat
563,Schluss::N,ختام,fi
564,Schluss::N,ختام,final
565,Schluss::N,نهاية,fi
566,Schluss::N,نهاية,final
567,Zeit::N,وقت,temps
568,Tag::N,يوم,dia
569,Morgen::N,صباح,matí
570,Mittag::N,ظهر,migdia
571,Abend::N,مساء,vespre
572,Nacht::N,ليلة,nit
573,Woche::N,أسبوع,setmana
574,Monat::N,شهر,mes
575,Jahr::N,عام,any
576,Jahr::N,سنة,any
577,Frühling::N,ربيع,primavera
578,Sommer::N,صيف,estīu
579,Herbst::N,خريف,tardor
580,Winter::N,شتاء,hivērn
581,Januar::N,يناير,gener
582,Januar::N,كانون الثاني,gener
583,Februar::N,شباط,febrer
584,Februar::N,فبراير,febrer
585,März::N,آذار,març
586,März::N,مارس,març
587,April::N,نيسان,abril
588,Mai::N,مايو,maig
589,Juni::N,يونيو,juny
590,Juni::N,حزيران,juny
591,Juli::N,تموز,juliol
592,Juli::N,يوليو,juliol
593,August::N,آب,agost
594,August::N,أغسطس,agost
595,September::N,أيلول,setembre
596,September::N,سبتمبر,setembre
597,Oktober::N,أكتوبر,octubre
598,Oktober::N,تشرين الأول,octubre
599,November::N,نوفمبر,novembre
600,November::N,تشرين الثاني,novembre
601,Dezember::N,ديسمبر,desembre
602,Dezember::N,كانون الأول,desembre
603,Montag::N,يوم الاثنين,dilluns
604,Dienstag::N,يوم الثلاثاء,dimarts
605,Mittwoch::N,يوم الأربعاء,dimecres
606,Donnerstag::N,يوم الخميس,dijous
607,Freitag::N,يوم الجمعة,divendres
608,Samstag::N,يوم السبت,dissabte
609,Sonntag::N,يوم الأحد,diumenge
610,groß::A,كبير,gros
611,klein::A,صغير,petīt
612,lang::A,طويل,llarg
613,kurz::A,قصير,curt
614,breit::A,واسع,ample
615,schmal::A,ضيق,estret
616,dicht::A,كث,dens
617,dicht::A,كثيف,dens
618,dick[Gegenstand]::A,غليظ,gruixūt
619,dünn::A,رفيع,prim
620,fein::A,رقيق,fi
621,fest::A,متين,ferm
622,fest::A,متين,sòlid
623,flach::A,سهل,pla
624,flach::A,منبسط,pla
625,glatt::A,ناعم,llis
626,hart::A,صلب,dur
627,hart::A,جامد,dur
628,weich::A,لين,tou
629,rund::A,مستدير,rodó
630,spitz::A,مدبب,punxegut
631,scharf::A,حاد,agut
632,stumpf::A,ثالم,rom
633,stumpf::A,ثالم,esmussat
634,schwer::A,ثقيل,pesāt
635,schön::A,جميل,bonīc
636,heiß::A,حار,calēnt
637,heiß::A,ساخن,calēnt
638,warm::A,دافئ,càlid
639,kalt::A,بارد,fred
640,kühl::A,قر,fresc
641,frisch::A,طازج,fresc
642,feucht::A,رطب,humit
643,nass::A,مبلول,mullat
644,trocken::A,جاف,sec
645,voll::A,ملء,ple
646,leer::A,خال,buit
647,leer::A,فارغ,buit
648,offen::A,مفتوح,obert
649,geschlossen::A,مغلق,tancat
650,sauber::A,نظيف,net
651,schmutzig::A,قذر,brut
652,roh::A,نيء,cru
653,reif::A,ناضج,madur
654,lecker::A,لذيذ,deliciós
655,süß::A,حلو,dolç
656,bitter::A,مر,amarg
657,sauer::A,حامض,agre
658,hell::A,نير,clar
659,dunkel::A,مظلم,fosc
660,schwarz::A,أسود,negre
661,weiß::A,أبيض,blanc
662,rot::A,أحمر,vermēll
663,gelb::A,أصفر,groc
664,blau::A,أزرق,blau
665,grün::A,أخضر,verd
666,grau::A,رمادي,gris
667,bunt::A,ملوب,multicolor
668,billig::A,رخيص,barat
669,teuer::A,غال,car
670,wertvoll::A,ثمين,preciós
671,blind::A,أعمى,cec
672,taub::A,أصم,sord
673,taub::A,أطرش,sord
674,kräftig::A,قوي,fort
675,kräftig::A,قوي,vigorós
676,stark::A,قوي,fort
677,schwach::A,ضعيف,feble
678,fett::A,سمين,gras
679,schlank::A,أهيف,esvelt
680,hübsch::A,جميل,maco
681,böse::A,رديء,dolent
682,dumm::A,أبله,ximple
683,dumm::A,أبله,estúpid
684,dumm::A,أحمق,ximple
685,dumm::A,أحمق,estúpid
686,faul::A,كسلان,gandūl
687,faul::A,كسلان,mandrós
688,fleißig::A,مجتهد,diligēnt
689,geizig::A,بخيل,avar
690,klug::A,ذكي,intel·ligent
691,klug::A,عاقل,intel·ligent
692,geschickt::A,ماهر,hàbil
693,lieb::A,عزيز,amat
694,lieb::A,عزيز,estimat
695,lustig::A,مرح,alegre
696,sanft::A,حليم,suau
697,hungrig::A,جائع,afamat
698,krank::A,مريض,malālt
699,nackt::A,عار,nu
700,traurig::A,حزين,trist
701,lebendig::A,حي,viu
702,gut::A,جيد,bo
703,schlecht::A,سيء,dolēnt
704,richtig::A,صحيح,just
705,richtig::A,صحيح,correcte
706,schlimm::A,خبيث,greu
707,wahr::A,حق,vertader
708,wahr::A,حق,veritable
709,alt::A,قديم,vell
710,neu::A,جديد,nou
711,ehemalig::A,سابق,antic
712,alt[Lebewesen]::A,مسن,vell
713,jung::A,شاب,jove
714,jung::A,صغير,jove
715,arm::A,فقير,pobre
716,reich::A,غني,ric
717,bekannt::A,معلوم,conegut
718,berühmt::A,مشهور,famós
719,fremd::A,أجنبي,estrany
720,verschieden::A,مختلف,diferent
721,nah::A,قريب,pròxim
722,fern::A,بعيد,llunyà
723,fern::A,بعيد,distant
724,linker::A,يسار,esquerre
725,rechter::A,يمين,dret
726,anderer::A,آخر,altre
727,erster::A,أول,primer
728,zweiter::A,ثان,segon
729,dritter::A,ثالث,tercer
730,letzter::A,أخير,últim
731,allein::ADV,وحده,sol
732,auf einmal::ADV,بالمرة,d'una vegada
733,zusammen::ADV,معا,junt
734,lange::ADV,مدة طويلة,molt de temps
735,plötzlich::ADV,فجأة,de cop
736,plötzlich::ADV,فجأة,de sobte
737,sofort::ADV,حالا,de seguida
738,sofort::ADV,فورا,de seguida
739,später::ADV,فيما بعد,més tard
740,jetzt::ADV,الآن,ara
741,jetzt::ADV,حاليا,ara
742,heute::ADV,اليوم,avūi
743,morgen::ADV,غدا,demà
744,bald::ADV,قريبا,aviāt
745,dann::ADV,ثم,després
746,gestern::ADV,أمس,ahir
747,gestern::ADV,البارحة,ahir
748,einst::ADV,قديما,anteriorment
749,damals::ADV,حينئذ,llavōrs
750,damals::ADV,حينئذ,aleshores
751,danach::ADV,ثم,després
752,danach::ADV,بعد ذلك,després
753,vorher::ADV,من قبل,abāns
754,vorher::ADV,قبل ذلك,abāns
755,zuerst::ADV,أولا,primer
756,einmal::ADV,مرة,una vegada
757,manchmal::ADV,أحيانا,de vegades
758,oft::ADV,كثيرا,sovint
759,immer::ADV,دائما,sempre
760,niemals::ADV,لا أبدا,no ... mai
761,hier::ADV,هنا,aquí
762,hierhin::ADV,إلى هنا,per aquí
763,von hier::ADV,من هنا,des d'aquí
764,dort::ADV,هناك,allí
765,dorthin::ADV,إلى هناك,hi
766,geradeaus::ADV,إلى الأمام,tot dret
767,vorwärts::ADV,إلى الأمام,endavānt
768,rückwärts::ADV,إلى الوراء,endarrera
769,zurück::ADV,عودا,darrere
770,zurück::ADV,إلى الخلف,darrere
771,unten::ADV,تحت,a baix
772,unten::ADV,في الأسفل,a baix
773,hinab::ADV,إلى تحت,cap avall
774,oben::ADV,فوق,dalt
775,oben::ADV,في الأعلى,dalt
776,hinauf::ADV,إلى فوق,cap amunt
777,hinauf::ADV,إلى الأعلى,cap amunt
778,überall::ADV,في كل مكان,pertot
779,überall::ADV,في كل مكان,per tot arreu
780,nicht::ADV,لا,no
781,nicht::ADV,لم,no
782,ein wenig::ADV,قليلا,una mica
783,kaum::ADV,كاد لا,a penes
784,sehr::ADV,جدا,molt
785,sehr::ADV,كثيرا,molt
786,so::ADV,كذا,així
787,so::ADV,كذلك,així
788,noch::ADV,ما زال,encara
789,nur::ADV,فقط,només
790,schon::ADV,قد,ja
791,wieder::ADV,من جديد,de nou
792,wieder::ADV,مرة أخرى,de nou
793,vergebens::ADV,عبثا,en va
794,vor::PRP,أمام,davānt
795,vor::PRP,أمام,enfront de
796,hinter::PRP,خلف,darrera
797,hinter::PRP,وراء,darrera
798,unter::PRP,تحت,sota
799,durch::PRP,عبر,per
800,durch::PRP,خلال,per
801,neben::PRP,جنب,al costāt de
802,neben::PRP,بجانب,al costāt de
803,zwischen::PRP,بين,entre
804,wegen::PRP,بسبب,a causa de
805,dies::PRN,هذا,aquest
806,das::PRN,ذلك,això
807,alles::PRN,الكل,tot
808,ich::PRN,أنا,jo
809,du::PRN,أنت,tu
810,er::PRN,هو,ell
811,wir::PRN,نحن,nosaltres
812,ihr::PRN,أنتم,vosaltres
813,ihr::PRN,أنتن,vosaltres
814,sie::PRN,هم,ells
815,sie::PRN,هم,elles
816,sie::PRN,هن,ells
817,sie::PRN,هن,elles
818,was::FPRN,ما,què
819,wer::FPRN,من,qui
820,wo::FADV,أين,on
821,wohin::FADV,إلى أين,cap a on
822,wie::FADV,كيف,com
823,warum::FADV,لماذا,per què
