,Concept_ID,it,kv
197,Mücke::N,zanzara,ном
198,Fliege::N,mosca,гут
199,Schmetterling::N,farfalla,бабыв
200,Beere::N,bacca,ягӧд
201,Apfel::N,mela,яблоко
202,Pilz::N,fungo,тшак
203,Zwiebel::N,cipolla,грез
204,Saat::N,semente,кӧдзыс
205,Korn::N,grano,сю
206,Heu::N,fieno,турун
207,Schale::N,buccia,кыш
208,Schale::N,buccia,киль
209,Grube::N,cava,яма
210,Grube::N,fossa,яма
211,Falle::N,tràppola,нальк
212,Falle::N,tràppola,кляпча
213,Schlinge::N,laccio,лӧч
214,Spur::N,traccia,туй
215,Asche::N,cenere,пӧим
216,Dreck::N,fango,нять
217,Eisen::N,ferro,кӧрт
218,Gold::N,oro,зарни
219,Silber::N,argento,язісь
220,Kohle::N,carbone,шом
221,Kohle::N,carbone,уголь
222,Glas::N,vetro,стекло
223,Lehm::N,argilla,сёй
224,Sand::N,arena,лыа
225,Sand::N,sabbia,лыа
226,Mensch::N,uomo,морт
227,Mensch::N,èssere umano,морт
228,Mann::N,uomo,мужик
229,Frau::N,donna,инька
230,Kind::N,bambino,кага
231,Junge::N,ragazzo,зонка
232,Mädchen::N,ragazza,нывкаок
233,Familie::N,famiglia,семья
234,Großvater::N,nonno,дед
235,Großmutter::N,nonna,баб
236,Eltern::N,genitori,ай-мам
237,Vater::N,padre,ай
238,Mutter::N,madre,мам
239,Sohn::N,figlio,зон
240,Tochter::N,figlia,ныв
241,Bruder::N,fratello,вон
242,Schwester::N,sorella,сой
243,Onkel::N,zio,дядь
244,Tante::N,zia,айӧлӧн сой
245,Tante::N,zia,ичинь
246,Ehemann::N,marito,жӧник
247,Ehefrau::N,moglie,инь
248,Freude::N,gioia,гаж
249,Freude::N,gioia,радъялӧм
250,Freude::N,piacere,гаж
251,Freude::N,piacere,радъялӧм
252,Gelächter::N,risata,сералӧм
253,Glück::N,felicità,мичлун
254,Kummer::N,afflizione,шог
255,Wunsch::N,desiderio,мӧдӧм
256,Wunsch::N,desiderio,охотитӧм
257,Lust::N,voglia,охота
258,Geist::N,mente,лов
259,Geist::N,spìrito,лов
260,Gedanke::N,idea,дума
261,Gedanke::N,pensiero,дума
262,Gedächtnis::N,memoria,тӧдвыв
263,Verstand::N,intelletto,вежӧр
264,Sinn::N,senso,ылӧс
265,Sinn::N,significato,ылӧс
266,Grund::N,causa,мог
267,Grund::N,motivo,мог
268,Grund::N,ragione,мог
269,Wahrheit::N,verità,правда
270,Gespräch::N,discorso,сёрни
271,Gespräch::N,conversazione,сёрни
272,Märchen::N,fiaba,сказка
273,Märchen::N,fàvola,сказка
274,Erzählung::N,racconto,висьт
275,Erzählung::N,narrazione,висьт
276,Nachricht::N,messaggio,юӧр
277,Nachricht::N,messaggio,висьталӧм
278,Neuigkeit::N,notizia,новость
279,Name::N,nome,ним
280,Rätsel::N,indovinello,загадка
281,Rede::N,discorso,сёрни
282,Sprache::N,lingua,кыв
283,Sprache::N,linguaggio,кыв
284,Stimme::N,voce,голос
285,Wort::N,parola,кыв
286,Zeichen::N,segno,пас
287,Zeichen::N,segnale,пас
288,Ruf::N,chiamata,чуксӧм
289,Ruf::N,chiamata,чукӧстӧм
290,Lärm::N,chiasso,шум
291,Lärm::N,strèpito,шум
292,Laut::N,suono,шы
293,Ton::N,tono,гор
294,Lied::N,canto,сьыланкыв
295,Lied::N,canzone,сьыланкыв
296,Ruhe::N,calma,спокой
297,Ruhe::N,tranquillità,спокой
298,Leute::N,gente,йӧз
299,Volk::N,pòpolo,йӧз
300,Volk::N,pòpolo,народ
301,Arbeit::N,lavoro,удж
302,Gast::N,òspite,гӧсь
303,Gast::N,invitato,гӧсь
304,Geschenk::N,regalo,гӧснеч
305,Geschenk::N,regalo,подарок
306,Spiel::N,gioco,орсӧм
307,Gesellschaft::N,compagnìa,компания
308,Hilfe::N,aiuto,отсӧт
309,Hilfe::N,soccorso,отсӧт
310,Freund::N,amico,модз
311,Freund::N,amico,дружок
312,Kamerad::N,camerata,тӧдса
313,Angelegenheit::N,affare,дело
314,Angelegenheit::N,faccenda,дело
315,Anzahl::N,nùmero,лыд
316,Anzahl::N,quantità,лыд
317,Art::N,tipo,пӧлӧс
318,Art::N,specie,пӧлӧс
319,Stück::N,pezzo,тор
320,Teil::N,parte,юкӧм
321,Hälfte::N,metà,джын
322,Kreis::N,cìrcolo,круг
323,Kreuz::N,croce,перна
324,Linie::N,lìnea,визь
325,Strich::N,tratto,кырӧв
326,Abstand::N,distanza,колас
327,Entfernung::N,distanza,ылына
328,Entfernung::N,lontananza,ылына
329,Gegend::N,regione,места
330,Platz::N,posto,места
331,Platz::N,spazio,места
332,Ort::N,luogo,места
333,Ort::N,località,места
334,Seite::N,lato,ладор
335,Seite::N,parte,ладор
336,Mitte::N,mezzo,шӧр
337,Mitte::N,centro,шӧр
338,Gegenstand::N,oggetto,тор
339,Sache::N,cosa,тор
340,Rand::N,orlo,дор
341,Rand::N,bordo,дор
342,Kante::N,spìgolo,ордлы
343,Ecke::N,canto,пельӧс
344,Spitze::N,punta,йыв
345,Ende::N,capo,йыв
346,Ende::N,estremità,йыв
347,Loch::N,buco,осьта
348,Winkel::N,àngolo,пельӧс
349,Muster::N,disegno,сер
350,Größe::N,taglia,ыжда
351,Größe::N,grandezza,ыжда
352,Länge::N,lunghezza,кузя
353,Höhe::N,altezza,сувда
354,Höhe::N,altezza,вылына
355,Gewicht::N,peso,сьӧкта
356,Menge::N,quantità,
357,Haufen::N,cùmulo,куча
358,Haufen::N,mucchio,куча
359,Reihe::N,fila,лёдз
360,Boot::N,barca,пыж
361,Boot::N,battello,пыж
362,Ruder::N,remo,пелыс
363,Schlitten::N,slitta,додь
364,Ski::N,sci,лямпа
365,Lagerfeuer::N,falò,бипур
366,Lagerfeuer::N,fuoco di bivacco,бипур
367,Last::N,càrico,тягота
368,Gang::N,andata,мунӧм
369,Schritt::N,passo,вожмӧв
370,Norden::N,nord,ой
371,Norden::N,settentrione,ой
372,Süden::N,sud,лун
373,Süden::N,meridione,лун
374,Westen::N,òvest,рытвыв
375,Westen::N,occidente,рытвыв
376,Osten::N,est,асыв
377,Osten::N,oriente,асыв
378,Holz::N,legno,пу
379,Brett::N,asse,пӧв
380,Brett::N,tàvola,пӧв
381,Platte::N,lastra,плита
382,Platte::N,piastra,плита
383,Stütze::N,supporto,пика
384,Stange::N,sbarra,зор
385,Stange::N,sbarra,потш
386,Stange::N,pèrtica,зор
387,Stange::N,pèrtica,потш
388,Stock::N,verga,бедь
389,Stock::N,bastone,бедь
390,Stock::N,bacchetta,бедь
391,Stab::N,asta,шест
392,Rohr::N,tubo,труба
393,Haus::N,casa,керку
394,Heim::N,casa,керку
395,Ofen::N,stufa,пӧжавны
396,Fußboden::N,pavimento,джодж
397,Tisch::N,tàvolo,пызан
398,Stuhl::N,sedia,стул
399,Wiege::N,culla,зыбка
400,Bett::N,letto,кровать
401,Regal::N,scaffale,джадж
402,Kiste::N,cassa,ящик
403,Fenster::N,finestra,ӧшын
404,Tür::N,porta,ыбӧс
405,Tor::N,portone,ворота
406,Zaun::N,recinto,забор
407,Dach::N,tetto,крыша
408,Leiter::N,scala,лиснич
409,Leiter::N,scala a pioli,лиснич
410,Besen::N,scopa,рос
411,Spaten::N,vanga,зыр
412,Schaufel::N,pala,зыр
413,Gabel::N,forchetta,вила
414,Löffel::N,cucchiaio,пань
415,Messer::N,coltello,пурт
416,Nagel::N,chiodo,кӧрттув
417,Netz::N,rete,кыйӧт
418,Haken::N,uncino,ем
419,Griff::N,mànico,пу
420,Griff::N,maniglia,пу
421,Schloss::N,serratura,замок
422,Bild::N,quadro,картина
423,Bild::N,immàgine,картина
424,Figur::N,figura,мыгӧр
425,Puppe::N,bàmbola,акань
426,Beutel::N,borsa,мешӧк
427,Beutel::N,sacchetto,мешӧк
428,Bündel::N,fascio,нин
429,Bündel::N,fagotto,нин
430,Tasche::N,borsa,сумка
431,Eimer::N,secchio,ведра
432,Deckel::N,coperchio,вевт
433,Geschirr::N,stoviglie,доз
434,Geschirr::N,stoviglie,бекӧрпань
435,Sack::N,sacco,мешӧк
436,Tasse::N,tazza,бекӧр
437,Topf::N,pèntola,кастрюля
438,Kessel::N,paiolo,пӧрт
439,Kessel::N,calderone,пӧрт
440,Essen::N,pasto,сёйӧм
441,Essen::N,mangiare,сёйӧм
442,Nahrung::N,cibo,вердан
443,Nahrung::N,alimento,вердан
444,Speise::N,piatto,сёян
445,Fleisch::N,carne,яй
446,Getreide::N,cereali,сю
447,Brei::N,purè,каша
448,Brei::N,pappa,каша
449,Brot::N,pane,нянь
450,Scheibe::N,fetta,шӧрӧм
451,Scheibe::N,trancia,шӧрӧм
452,Fett::N,grasso,гос
453,Butter::N,burro,ви
454,Öl::N,olio,ви
455,Salz::N,sale,сов
456,Suppe::N,zuppa,шыд
457,Suppe::N,minestra,шыд
458,Honig::N,miele,ма
459,Milch::N,latte,йӧв
460,Tee::N,tè,чай
461,Leder::N,pelle,кучик
462,Wolle::N,lana,гӧн
463,Stoff::N,panno,дӧра
464,Stoff::N,tessuto,дӧра
465,Nadel::N,ago,ем
466,Faden::N,filo,сунис
467,Knopf::N,bottone,кизь
468,Knoten::N,nodo,узӧв
469,Knoten::N,nodo,гӧрӧд
470,Farbe::N,pittura,краска
471,Kleidung::N,vestiti,паськӧм
472,Kleidung::N,vestiario,паськӧм
473,Hemd::N,camicia,йӧрнӧс
474,Kragen::N,bàvero,воротник
475,Kragen::N,colletto,воротник
476,Ärmel::N,mànica,сос
477,Hose::N,calzoni,вешьян
478,Gürtel::N,cintura,йи
479,Mütze::N,berretto,шапка
480,Schuh::N,scarpa,ботинки
481,Stiefel::N,stivale,сапог
482,Ring::N,anello,чунькытш
483,Band::N,nastro,ленточка
484,Band::N,fettuccia,ленточка
485,Kamm::N,pèttine,сынан
486,Spiegel::N,specchio,зеркало
487,Riemen::N,cinghia,ремень
488,Schnur::N,corda,гез
489,Leine::N,guinzaglio,повод
490,Decke::N,coperta,одеяло
491,Kissen::N,cuscino,подушка
492,Kissen::N,guanciale,подушка
493,Tuch::N,fazzoletto,чышьян
494,Handtuch::N,asciugamano,чышкӧт
495,Kraft::N,forza,прак
496,Stärke::N,forza,вын
497,Stärke::N,vigore,вын
498,Stärke::N,fortezza,вын
499,Gesundheit::N,salute,здоровье
500,Krankheit::N,malattìa,шог
501,Schmerz::N,dolore,зубыт
502,Wunde::N,piaga,рана
503,Wunde::N,ferita,рана
504,Fieber::N,febbre,лёк тресся
505,Fieber::N,febbre,кынтан шогӧт
506,Arznei::N,fàrmaco,лекарство
507,Arznei::N,medicina,лекарство
508,Brücke::N,ponte,пос
509,Brunnen::N,pozzo,колодец 
510,Weide::N,pàscolo,пода йирсян
511,Pfad::N,sentiero,туй
512,Weg::N,via,туй
513,Weg::N,cammino,туй
514,Straße::N,strada,туй
515,Dorf::N,paese,деревня
516,Dorf::N,villaggio,деревня
517,Stadt::N,città,город
518,Brief::N,lèttera,гижӧт
519,Buch::N,libro,книга
520,Buchstabe::N,lèttera,буква
521,Zeitung::N,giornale,газета
522,Leben::N,vita,олан
523,Tod::N,morte,кулӧм
524,Grab::N,tomba,гу
525,Grab::N,sepolcro,гу
526,Kirche::N,chiesa,вичку
527,Sünde::N,peccato,грек
528,Gott::N,dio,ен
529,Arbeiter::N,operaio,уджалiсь
530,Arbeiter::N,lavoratore,уджалiсь
531,Chef::N,capo,начальник
532,Chef::N,padrone,начальник
533,Meister::N,mastro,мастер
534,Meister::N,maestro,мастер
535,Arzt::N,mèdico,врач
536,Arzt::N,dottore,врач
537,Lehrer::N,professore,велӧтісь
538,Geld::N,soldi,деньга
539,Geld::N,denaro,деньга
540,Geschäft::N,affare,удж
541,Geschäft::N,negozio,удж
542,Laden::N,negozio,магазин
543,Preis::N,prezzo,дон
544,Ware::N,merce,товар
545,Nutzen::N,ùtile,путь
546,Nutzen::N,profitto,путь
547,Reichtum::N,ricchezza,богатство
548,Welt::N,mondo,му
549,Land::N,paese,страна
550,Staat::N,Stato,государство
551,König::N,re,кан
552,Macht::N,potere,власть
553,Grenze::N,confine,граница
554,Grenze::N,frontiera,граница
555,Krieg::N,guerra,война
556,Feind::N,nemico,враг
557,Gewalt::N,violenza,
558,Kampf::N,lotta,нярасьӧм
559,Kampf::N,lotta,вермасьӧм
560,Bogen[Waffe]::N,arco,лук
561,Pfeil::N,freccia,ньӧв
562,Gewehr::N,fucile,ружьё
563,Fehler::N,errore,ошибка
564,Fehler::N,sbaglio,ошибка
565,Lüge::N,bugìa,ылӧтӧм
566,Lüge::N,bugìa,пӧрьялӧм
567,Lüge::N,menzogna,ылӧтӧм
568,Lüge::N,menzogna,пӧрьялӧм
569,Schaden::N,danno,лёк
570,Unglück::N,sfortuna,пик
571,Unglück::N,sfortuna,оказзё
572,Schuld::N,colpa,вина
573,Alter::N,età,
574,Schluss::N,fine,ком
575,Zeit::N,tempo,кад
576,Tag::N,giorno,лун
577,Tag::N,giornata,лун
578,Morgen::N,mattina,асыв
579,Mittag::N,mezzogiorno,луншӧр кад
580,Abend::N,sera,рыт
581,Abend::N,serata,рыт
582,Nacht::N,notte,ой
583,Woche::N,settimana,неделя
584,Monat::N,mese,тӧлicь
585,Jahr::N,anno,год
586,Frühling::N,primavera,тулыс
587,Sommer::N,estate,гожум
588,Herbst::N,autunno,ар
589,Winter::N,inverno,тӧв
590,Januar::N,gennaio,январ
591,Februar::N,febbraio,февраль
592,März::N,marzo,март
593,April::N,aprile,апрель
594,Mai::N,maggio,май
595,Juni::N,giugno,юнь
596,Juli::N,luglio,юль
597,August::N,agosto,август
598,September::N,settembre,сентяб
599,Oktober::N,ottobre,октяб
600,November::N,novembre,нояб
601,Dezember::N,dicembre,декаб
602,Montag::N,lunedì,вильлун
603,Dienstag::N,martedì,мӧдӧдзлун
604,Mittwoch::N,mercoledì,шӧрлун
605,Donnerstag::N,giovedì,нёльӧдзлун
606,Freitag::N,venerdì,витӧдзлун
607,Samstag::N,sàbato,пывсянлун
608,Sonntag::N,domenica,кресення
609,groß::A,grande,ыджыт
610,klein::A,pìccolo,учӧтик
611,lang::A,lungo,кузь
612,kurz::A,corto,дженыт
613,breit::A,largo,ота
614,schmal::A,stretto,векнит
615,dicht::A,denso,тшӧк
616,dick[Gegenstand]::A,spesso,кыз
617,dünn::A,sottile,вӧснит
618,fein::A,fine,вӧснит
619,fein::A,delicato,вӧснит
620,fest::A,sodo,крепыт
621,fest::A,fisso,крепыт
622,flach::A,piano,лапкӧса
623,flach::A,piatto,лапкӧса
624,glatt::A,liscio,волькыт
625,hart::A,duro,чӧрыт
626,weich::A,molle,небыт
627,rund::A,rotondo,гӧгрӧса
628,spitz::A,aguzzo,ёся
629,spitz::A,appuntito,ёся
630,scharf::A,affilato,лэчыт
631,scharf::A,tagliente,лэчыт
632,stumpf::A,smussato,ныж
633,schwer::A,pesante,сьӧкыт
634,schön::A,bello,басӧк
635,heiß::A,caldo,жар
636,heiß::A,bollente,жар
637,warm::A,caldo,шоныт
638,kalt::A,freddo,кӧдзыт
639,kühl::A,fresco,сайкыт
640,frisch::A,fresco,виль
641,feucht::A,ùmido,вакодь
642,nass::A,bagnato,ва
643,trocken::A,secco,кӧс
644,voll::A,pieno,тыра
645,leer::A,vuoto,тыртӧм
646,offen::A,aperto,оссьӧм
647,geschlossen::A,chiuso,игана
648,geschlossen::A,chiuso,пӧдана
649,sauber::A,netto,сӧдз
650,sauber::A,netto,сӧстӧм
651,sauber::A,pulito,сӧдз
652,sauber::A,pulito,сӧстӧм
653,schmutzig::A,sporco,нятьӧсь
654,schmutzig::A,sùdicio,нятьӧсь
655,roh::A,crudo,путӧм
656,reif::A,maturo,кисьмалӧм
657,lecker::A,ghiotto,кӧра 
658,lecker::A,squisito,кӧра 
659,süß::A,dolce,чӧскыт
660,bitter::A,amaro,курыт
661,sauer::A,aspro,шӧма 
662,sauer::A,acerbo,шӧма 
663,hell::A,chiaro,югыт
664,dunkel::A,buio,пемыт
665,dunkel::A,oscuro,пемыт
666,schwarz::A,nero,сьӧд
667,weiß::A,bianco,чочком
668,rot::A,rosso,гӧрд
669,gelb::A,giallo,веж
670,blau::A,blu,лӧз
671,blau::A,azzurro,лӧз
672,grün::A,verde,веж
673,grau::A,grigio,руд
674,grau::A,grigio,бусӧй
675,bunt::A,variopinto,быдрӧма
676,billig::A,a buon prezzo,донтӧм
677,billig::A,a buon mercato,донтӧм
678,teuer::A,caro,дона
679,wertvoll::A,prezioso,дона
680,blind::A,cieco,синтӧм
681,taub::A,sordo,пельтӧм
682,kräftig::A,forte,вына
683,kräftig::A,robusto,вына
684,stark::A,forte,вына
685,stark::A,vigoroso,вына
686,schwach::A,dèbole,некодя
687,fett::A,grasso,госа
688,schlank::A,snello,статя
689,schlank::A,slanciato,статя
690,hübsch::A,bello,басӧк
691,hübsch::A,carino,басӧк
692,böse::A,cattivo,лёк
693,dumm::A,stùpido,бӧбӧв
694,dumm::A,stùpido,вежӧртӧм
695,faul::A,pigro,дыш
696,fleißig::A,diligente,уджалicь
697,geizig::A,avaro,жикмӧра
698,geizig::A,avaro,горшаліcь
699,klug::A,intelligente,авья
700,klug::A,intelligente,вежӧра
701,geschickt::A,àbile,кипода
702,lieb::A,caro,муса
703,lieb::A,caro,дзулиньӧй
704,lustig::A,gaio,гажа
705,lustig::A,allegro,гажа
706,sanft::A,dolce,лебезнӧй
707,hungrig::A,affamato,тшыг
708,krank::A,malato,шогалiсь
709,krank::A,infermo,шогалiсь
710,nackt::A,nudo,куш
711,traurig::A,triste,жугыль
712,lebendig::A,vivo,ловья
713,gut::A,buono,бур
714,schlecht::A,cattivo,умӧль
715,richtig::A,giusto,
716,schlimm::A,grave,нештӧм
717,wahr::A,vero,
718,alt::A,vecchio,важ
719,neu::A,nuovo,виль
720,ehemalig::A,vecchio,вӧвлӧм
721,ehemalig::A,d'una_volta,вӧвлӧм
722,alt[Lebewesen]::A,anziano,года
723,alt[Lebewesen]::A,anziano,годдэза
724,jung::A,giovane,том
725,arm::A,pòvero,гов
726,arm::A,pòvero,беднӧй
727,reich::A,ricco,эма
728,bekannt::A,noto,тӧдса
729,bekannt::A,conosciuto,тӧдса
730,berühmt::A,famoso,
731,berühmt::A,cèlebre,
732,fremd::A,estràneo,чужӧй
733,fremd::A,straniero,чужӧй
734,verschieden::A,diverso,быдкодь
735,verschieden::A,differente,быдкодь
736,nah::A,vicino,матiсь
737,nah::A,propinquo,матiсь
738,fern::A,lontano,ылicь
739,linker::A,sinistro,шульга
740,rechter::A,destro,веськытланись
741,anderer::A,altro,мукӧд
742,erster::A,primo,медодзза
743,zweiter::A,secondo,кыкӧт
744,dritter::A,terzo,куимӧт
745,dritter::A,terzo,куимӧдз
746,letzter::A,ùltimo,бӧрья
747,letzter::A,ùltimo,мёдбӧрья
748,allein::ADV,solo,
749,allein::ADV,da solo,
750,auf einmal::ADV,insieme,тшӧтш
751,zusammen::ADV,insieme,ӧтлаын
752,lange::ADV,a lungo,дыр
753,plötzlich::ADV,all'improvviso,друг
754,sofort::ADV,sùbito,тшӧтш
755,sofort::ADV,all'istante,тшӧтш
756,später::ADV,più tardi,медбӧрын
757,jetzt::ADV,ora,ӧні
758,jetzt::ADV,adesso,ӧні
759,heute::ADV,oggi,талун
760,morgen::ADV,domani,ашын
761,bald::ADV,presto,чожа
762,bald::ADV,tra poco,чожа
763,dann::ADV,allora,сыбӧрын
764,gestern::ADV,ieri,тӧн
765,einst::ADV,prima,ӧтпыр
766,einst::ADV,un tempo,ӧтпыр
767,damals::ADV,allora,сэк
768,damals::ADV,allora,сэки
769,danach::ADV,poi,сэсся
770,danach::ADV,dopo,сэсся
771,vorher::ADV,prima,одзжык
772,zuerst::ADV,prima,наперво
773,zuerst::ADV,dapprima,наперво
774,einmal::ADV,una volta,ӧтпыр
775,manchmal::ADV,talvolta,мукӧдпыр
776,manchmal::ADV,qualche volta,мукӧдпыр
777,oft::ADV,spesso,-лы-
778,immer::ADV,sempre,быдпыр
779,immer::ADV,sempre,быдпырся
780,niemals::ADV,non mai,некӧр
781,hier::ADV,qua,татӧн
782,hierhin::ADV,qua,татчӧ
783,von hier::ADV,ne,тасянь
784,von hier::ADV,da qui,тасянь
785,dort::ADV,lì,сэтӧн
786,dorthin::ADV,là,сэтчин
787,geradeaus::ADV,diritto,веськыта
788,vorwärts::ADV,avanti,одзӧ
789,rückwärts::ADV,all'indietro,бӧр
790,zurück::ADV,di indietro,бӧр
791,unten::ADV,giù,увтын
792,unten::ADV,sotto,увтын
793,hinab::ADV,giù,увтас
794,hinab::ADV,in giù,увтас
795,oben::ADV,su,вевдӧрас
796,oben::ADV,sopra,вевдӧрас
797,hinauf::ADV,in sù,вывлань
798,hinauf::ADV,in sù,вывланьӧ
799,hinauf::ADV,in alto,вывлань
800,hinauf::ADV,in alto,вывланьӧ
801,überall::ADV,dappertutto,быдлан
802,nicht::ADV,non,ог
803,ein wenig::ADV,un po',-ышт
804,ein wenig::ADV,un po',невна
