,Concept_ID,kk,ru
282,Neuigkeit::N,жаңалық,новость
283,Name::N,ат,имя
284,Name::N,атау,имя
285,Rätsel::N,жұмбақ,загадка
286,Rede::N,сөз,речь
287,Sprache::N,тіл,язык
288,Stimme::N,үн,голос
289,Stimme::N,әуен,голос
290,Stimme::N,дауыс,голос
291,Wort::N,сөз,слово
292,Zeichen::N,ишара,знак
293,Ruf::N,айғай,зов
294,Lärm::N,айғай-шу,шум
295,Lärm::N,айғай-ұйғай,шум
296,Laut::N,дыбыс,звук
297,Laut::N,дауыс,звук
298,Ton::N,әуен,звучание
299,Lied::N,ән,песня
300,Lied::N,жыр,песня
301,Lied::N,ән-жыр,песня
302,Ruhe::N,тыныштық,покой
303,Leute::N,кісілер,люди
304,Volk::N,халық,народ
305,Arbeit::N,еңбек,работа
306,Gast::N,қонақ,гость
307,Gast::N,мейман,гость
308,Geschenk::N,қадия,подарок
309,Spiel::N,ойын,игра
310,Gesellschaft::N,қауым,общество
311,Gesellschaft::N,жұртшылық,общество
312,Hilfe::N,жэрдем,помощь
313,Freund::N,дос,друг
314,Kamerad::N,дос-жар,приятель
315,Angelegenheit::N,жұмыс,дело
316,Anzahl::N,сан,количество
317,Anzahl::N,саны,количество
318,Art::N,түр,вид
319,Stück::N,тілім,кусок
320,Teil::N,үлес,часть
321,Teil::N,бөлшек,часть
322,Hälfte::N,жарты,половина
323,Kreis::N,шеңбер,круг
324,Kreuz::N,крест,крест
325,Linie::N,сызық,линия
326,Strich::N,сызық,черта
327,Abstand::N,ара,промежуток
328,Abstand::N,аралық,промежуток
329,Entfernung::N,аралық,расстояние
330,Gegend::N,өңір,местность
331,Platz::N,орны,пространство
332,Ort::N,орын,место
333,Seite::N,жақ,сторона
334,Seite::N,бүйір,сторона
335,Mitte::N,ортасы,середина
336,Gegenstand::N,зат,предмет
337,Gegenstand::N,нәрсе,предмет
338,Sache::N,бұйым,вещь
339,Rand::N,шет,край
340,Rand::N,шеті,край
341,Kante::N,қыр,ребро
342,Kante::N,қыры,ребро
343,Ecke::N,қыры,угол
344,Ecke::N,бұрыш,угол
345,Spitze::N,ұшы,кончик
346,Ende::N,аяқ,конец
347,Ende::N,соңы,конец
348,Loch::N,тесік,дыра
349,Winkel::N,мүйіс,угол
350,Muster::N,мәнер,узор
351,Größe::N,ауқым,размер
352,Größe::N,көлемдік,размер
353,Länge::N,бой,длина
354,Länge::N,ұзындық,длина
355,Höhe::N,жоғарылық,высота
356,Höhe::N,биіктік,высота
357,Gewicht::N,салмақ,вес
358,Menge::N,мөлшер,количество
359,Haufen::N,үйме,куча
360,Haufen::N,үйінді,куча
361,Reihe::N,сап,ряд
362,Boot::N,қайық,лодка
363,Ruder::N,ескек,весло
364,Schlitten::N,шана,сани
365,Ski::N,шаңғы,лыжа
366,Lagerfeuer::N,алау,костер
367,Last::N,ауырлық,тяжесть
368,Last::N,ауыр зат,тяжесть
369,Gang::N,жүріс,ход
370,Schritt::N,адым,шаг
371,Norden::N,солтүстік,север
372,Norden::N,терістік,север
373,Süden::N,оңтүстік,юг
374,Westen::N,батыс,запад
375,Osten::N,күншығыс,восток
376,Holz::N,ағаш,древесина
377,Holz::N,сүрек,древесина
378,Brett::N,тақта,доска
379,Platte::N,тақта,плита
380,Stütze::N,тіреу,подпорка
381,Stange::N,қада,жердь
382,Stock::N,сойыл,палка
383,Stab::N,сырық,шест
384,Rohr::N,құбыр,труба
385,Haus::N,үй,дом
386,Heim::N,үйлі,дом
387,Heim::N,шаңырақ,дом
388,Ofen::N,ошақ,печь
389,Ofen::N,пеш,печь
390,Fußboden::N,еден,пол
391,Tisch::N,үстел,стол
392,Stuhl::N,орындық,стул
393,Wiege::N,бесік,колыбель
394,Bett::N,кереует,постель
395,Regal::N,сөре,полка
396,Kiste::N,жәшік,ящик
397,Fenster::N,терезе,окно
398,Tür::N,есік,дверь
399,Tor::N,дарбаза,ворота
400,Zaun::N,дуал,забор
401,Dach::N,шатыр,крыша
402,Leiter::N,саты,лестница
403,Leiter::N,басқыш,лестница
404,Besen::N,сыпырғыш,метла
405,Spaten::N,күрек,лопата
406,Schaufel::N,қалақ,совок
407,Gabel::N,аша,вилка
408,Gabel::N,шанышқы,вилка
409,Löffel::N,қасық,ложка
410,Messer::N,пышақ,нож
411,Nagel::N,мық,гвоздь
412,Nagel::N,шеге,гвоздь
413,Netz::N,керегекөз,сеть
414,Haken::N,ілмек,крюк
415,Griff::N,сап,ручка
416,Griff::N,тұтқа,ручка
417,Schloss::N,құлып,замок
418,Schloss::N,бекіткіш,замок
419,Bild::N,сурет,картина
420,Figur::N,тұлға,фигура
421,Puppe::N,қуыршақ,кукла
422,Beutel::N,қапшық,мешок
423,Bündel::N,байлам,связка
424,Tasche::N,дорба,сумка
425,Eimer::N,шелек,ведро
426,Deckel::N,жапқыш,крышка
427,Geschirr::N,ыдыс,посуда
428,Sack::N,қап,мешок
429,Tasse::N,шыныаяқ,чашка
430,Topf::N,кәстрөл,кастрюля
431,Kessel::N,қазан,котел
432,Essen::N,ас,еда
433,Nahrung::N,ас,пища
434,Nahrung::N,тамақ,пища
435,Speise::N,тағам,блюдо
436,Speise::N,тағам,кушанье
437,Fleisch::N,ет,мясо
438,Getreide::N,дәнді,хлеб
439,Brei::N,ботқа,каша
440,Brot::N,күлше,хлеб
441,Scheibe::N,тілім,ломоть
442,Fett::N,май,жир
443,Butter::N,май,масло
444,Öl::N,май,масло
445,Salz::N,тұз,соль
446,Suppe::N,көже,суп
447,Honig::N,бал,мед
448,Milch::N,сүт,молоко
449,Tee::N,шай,чай
450,Leder::N,көн,кожа
451,Wolle::N,жүн,шерсть
452,Stoff::N,мата,ткань
453,Stoff::N,кездеме,ткань
454,Nadel::N,ине,игла
455,Faden::N,жіп,нитка
456,Knopf::N,түйме,пуговица
457,Knoten::N,түйін,узел
458,Farbe::N,рең,краска
459,Kleidung::N,киім,одежда
460,Hemd::N,жейде,рубашка
461,Kragen::N,жаға,воротник
462,Ärmel::N,жең,рукав
463,Hose::N,шалбар,брюки
464,Gürtel::N,белбеу,пояс
465,Mütze::N,қалпақ,шапка
466,Schuh::N,кебіс,ботинок
467,Stiefel::N,етік,сапог
468,Ring::N,жүзік,кольцо
469,Band::N,таспа,лента
470,Kamm::N,тарақ,расческа
471,Spiegel::N,айна,зеркало
472,Riemen::N,қайыс,ремень
473,Schnur::N,жіп,веревка
474,Leine::N,тізгін,поводок
475,Decke::N,көрпе,одеяло
476,Kissen::N,жастық,подушка
477,Tuch::N,орамал,платок
478,Handtuch::N,сүлгі,полотенце
479,Kraft::N,қуат,сила
480,Kraft::N,қарқын,сила
481,Kraft::N,әл-шама,сила
482,Kraft::N,әл-дәрмен,сила
483,Stärke::N,әл,крепость
484,Stärke::N,күш,крепость
485,Gesundheit::N,денсаулык,здоровье
486,Krankheit::N,ауру,болезнь
487,Schmerz::N,ауру,боль
488,Wunde::N,зақым,рана
489,Wunde::N,жарақат,рана
490,Fieber::N,безгек,лихорадка
491,Fieber::N,безгек,температура
492,Fieber::N,қалтырау,лихорадка
493,Fieber::N,қалтырау,температура
494,Fieber::N,қызу көтерілуі,лихорадка
495,Fieber::N,қызу көтерілуі,температура
496,Arznei::N,дәрі,лекарство
497,Arznei::N,дәрі-дәрмек,лекарство
498,Brücke::N,көпір,мост
499,Brunnen::N,құдық,колодец
500,Weide::N,өріс,пастбище
501,Weide::N,жайылым,пастбище
502,Pfad::N,жол,тропа
503,Weg::N,жол,путь
504,Weg::N,жол,дорога
505,Straße::N,жол,улица
506,Straße::N,жол,дорога
507,Dorf::N,ауыл,деревня
508,Stadt::N,қала,город
509,Stadt::N,шаһар,город
510,Brief::N,хат,письмо
511,Brief::N,жазу,письмо
512,Buch::N,кітап,книга
513,Buchstabe::N,әріп,буква
514,Buchstabe::N,қаріп,буква
515,Zeitung::N,газет,газета
516,Leben::N,өмір,жизнь
517,Leben::N,тіршілік,жизнь
518,Tod::N,опат,смерть
519,Grab::N,мола,могила
520,Grab::N,мазар,могила
521,Kirche::N,шіркеу,церковь
522,Sünde::N,күнә,грех
523,Gott::N,алла,бог
524,Gott::N,құдай,бог
525,Gott::N,тәңірі,бог
526,Gott::N,пәруардігер,бог
527,Gott::N,жаратқан тәңірі,бог
528,Arbeiter::N,жүмысшы,рабочий
529,Chef::N,басшы,начальник
530,Chef::N,жұмыс басқарушысы,начальник
531,Meister::N,шебер,мастер
532,Meister::N,өнерпаз,мастер
533,Arzt::N,дәрігер,врач
534,Lehrer::N,мұғалім,учитель
535,Geld::N,пұл,деньги
536,Geschäft::N,бизнес,занятие
537,Laden::N,дүкен,магазин
538,Preis::N,ақы,цена
539,Preis::N,құны,цена
540,Preis::N,нарық,цена
541,Ware::N,тауар,товар
542,Nutzen::N,пайда,выгода
543,Reichtum::N,бақ-дәулет,богатство
544,Welt::N,әлем,мир
545,Welt::N,жиһан,мир
546,Land::N,аймақ,страна
547,Staat::N,мемлекет,государство
548,König::N,патша,король
549,Macht::N,өкімет,власть
550,Macht::N,қожалық,власть
551,Grenze::N,шек,граница
552,Krieg::N,соғыс,война
553,Feind::N,жау,враг
554,Feind::N,дұшпан,враг
555,Gewalt::N,зорлык,насилие
556,Gewalt::N,зорлық-зомбылык,насилие
557,Kampf::N,күрес,борьба
558,Kampf::N,алыспақ,борьба
559,Bogen[Waffe]::N,саржа,лук
560,Pfeil::N,жебе,стрела
561,Gewehr::N,қару,ружье
562,Fehler::N,әбес,ошибка
563,Fehler::N,қаталық,ошибка
564,Lüge::N,өтірік,ложь
565,Schaden::N,зиян,вред
566,Schaden::N,зарар,вред
567,Unglück::N,пәле,беда
568,Unglück::N,қасырет,беда
569,Unglück::N,ауыртпалық,беда
570,Schuld::N,айыптылық,вина
571,Alter::N,жас,возраст
572,Alter::N,жас шамасы,возраст
573,Schluss::N,ада,окончание
574,Schluss::N,бітуі,окончание
575,Zeit::N,уақыт,время
576,Tag::N,күн,день
577,Morgen::N,таң,утро
578,Morgen::N,таңертең,утро
579,Mittag::N,талтүс,полдень
580,Abend::N,кеш,вечер
581,Nacht::N,түн,ночь
582,Woche::N,апта,неделя
583,Monat::N,ай,месяц
584,Jahr::N,жыл,год
585,Frühling::N,көктем,весна
586,Sommer::N,жаз,лето
587,Herbst::N,күз,осень
588,Winter::N,қыс,зима
589,Januar::N,каңтар,январь
590,Februar::N,ақпан,февраль
591,März::N,наурыз,март
592,April::N,сәуір,апрель
593,Mai::N,мамыр,май
594,Juni::N,маусым,июнь
595,Juli::N,шілде,июль
596,August::N,сүмбіле,август
597,August::N,тамыз,август
598,September::N,қыркүйек,сентябрь
599,Oktober::N,ақырап,октябрь
600,November::N,қараша,ноябрь
601,Dezember::N,желтоқсан,декабрь
602,Montag::N,дүйсенбі,понедельник
603,Dienstag::N,сейсенбі,вторник
604,Mittwoch::N,сәрсенбі,среда
605,Donnerstag::N,бейсенбі,четверг
606,Freitag::N,жұма,пятница
607,Samstag::N,сенбі,суббота
608,Sonntag::N,жексембі,воскресенье
609,groß::A,алпамсадай,большой
610,klein::A,кішкене,маленький
611,klein::A,қарғадай,маленький
612,lang::A,сопақ,длинный
613,lang::A,сорайған,длинный
614,kurz::A,кеспелтек,короткий
615,breit::A,айдынды,широкий
616,schmal::A,қысық,узкий
617,dicht::A,жиі,густой
618,dick[Gegenstand]::A,шомбал,толстый
619,dünn::A,жұқа,тонкий
620,dünn::A,жіңішке,тонкий
621,fein::A,қаңылтақ,тонкий
622,fest::A,берік,крепкий
623,fest::A,мызғымас,крепкий
624,flach::A,жалпак,плоский
625,glatt::A,типыл,гладкий
626,hart::A,қатты,твердый
627,weich::A,жұмсақ,мягкий
628,rund::A,домалақ,круглый
629,spitz::A,үшкір,остроконечный
630,scharf::A,сүйрік,острый
631,stumpf::A,доғал,тупой
632,stumpf::A,өтпейтін,тупой
633,schwer::A,салмақты,тяжелый
634,schön::A,сұлу,красивый
635,heiß::A,ыссы,жаркий
636,warm::A,жылы,теплый
637,kalt::A,аязды,холодный
638,kühl::A,салқын,прохладный
639,frisch::A,таза,свежий
640,frisch::A,жаңа,свежий
641,feucht::A,нам,влажный
642,feucht::A,дымқылды,влажный
643,nass::A,сулы,мокрый
644,trocken::A,құрғақ,сухой
645,voll::A,толы,полный
646,voll::A,толы,наполненный
647,leer::A,бос,пустой
648,offen::A,ашып қойылған,открытый
649,geschlossen::A,жабулы,закрытый
650,sauber::A,дақсыз,чистый
651,sauber::A,мұнтаздай,чистый
652,schmutzig::A,айғыз,грязный
653,schmutzig::A,сатпақ,грязный
654,schmutzig::A,сатал-сатал,грязный
655,roh::A,шикі,сырой
656,reif::A,піскен,зрелый
657,lecker::A,дәмді,вкусный
658,süß::A,тәтті,сладкий
659,bitter::A,ащы,горький
660,sauer::A,қышқыл,кислый
661,hell::A,жарық,светлый
662,hell::A,жарқын,светлый
663,dunkel::A,қараңғы,темный
664,schwarz::A,қара,черный
665,weiß::A,ақ,белый
666,rot::A,қызыл,красный
667,gelb::A,сары,желтый
668,blau::A,көк,синий
669,grün::A,жасыл,зеленый
670,grau::A,бозамық,серый
671,bunt::A,алабажак,пестрый
672,billig::A,арзан,дешевый
673,teuer::A,бағалы,дорогой
674,wertvoll::A,құнды,ценный
675,wertvoll::A,қымбат,ценный
676,blind::A,көзсіз,слепой
677,blind::A,көр,слепой
678,blind::A,көр_соқыр,слепой
679,taub::A,керең,глухой
680,taub::A,саңырау,глухой
681,kräftig::A,қуатты,могучий
682,kräftig::A,қарымды,могучий
683,stark::A,білекті,сильный
684,schwach::A,әлсіз,слабый
685,schwach::A,күшсіз,слабый
686,schwach::A,қайратсыз,слабый
687,fett::A,семіз,жирный
688,schlank::A,ашаң,стройный
689,hübsch::A,ажарлы,прелестный
690,hübsch::A,шырайлы,прелестный
691,böse::A,өш,злой
692,böse::A,сұм,злой
693,böse::A,жауыз,злой
694,dumm::A,көкми,глупый
695,dumm::A,ақымақ,глупый
696,dumm::A,миы жоқ,глупый
697,faul::A,жалқау,ленивый
698,faul::A,еріншек,ленивый
699,fleißig::A,ұқыпты,прилежный
700,geizig::A,сараң,жадный
701,klug::A,жетік,умный
702,klug::A,ақылды,умный
703,geschickt::A,шебер,искусный
704,lieb::A,абзал,милый
705,lieb::A,айналайын,милый
706,lustig::A,көңілді,веселый
707,sanft::A,жуас,нежный
708,hungrig::A,аш,голодный
709,krank::A,кеселді,больной
710,nackt::A,жалаңаш,голый
711,traurig::A,қапа,грустный
712,lebendig::A,тірі,живой
713,lebendig::A,жанды,живой
714,gut::A,жақсы,хороший
715,schlecht::A,жаман,плохой
716,richtig::A,дұрыс,правильный
717,schlimm::A,жаман,отвратительный
718,schlimm::A,жаман,мерзкий
719,wahr::A,нағыз,настоящий
720,alt::A,ескі,старый
721,neu::A,жаңа,новый
722,ehemalig::A,өткен,бывший
723,ehemalig::A,бұрынғы,бывший
724,alt[Lebewesen]::A,кексе,пожилой
725,jung::A,науша,молодой
726,arm::A,кедей,бедный
727,arm::A,дәулетсіз,бедный
728,reich::A,малды,богатый
729,bekannt::A,таныс,знакомый
730,bekannt::A,көзтаныс,знакомый
731,berühmt::A,атақты,знаменитый
732,fremd::A,бөтен,чужой
733,verschieden::A,түрлі,разный
734,nah::A,жуық,близкий
735,nah::A,етене,близкий
736,fern::A,алыс,далекий
737,fern::A,алыстағы,далекий
738,linker::A,сол,левый
739,linker::A,солшыл,левый
740,rechter::A,оң,правый
741,anderer::A,өзге,другой
742,anderer::A,былайғы,другой
743,erster::A,алғашқы,первый
744,zweiter::A,екінші,второй
745,dritter::A,үшінші,третий
746,letzter::A,артқы,последний
747,letzter::A,кейінгі,последний
748,allein::ADV,серіксіз,один
749,auf einmal::ADV,бірден,сразу
750,zusammen::ADV,бірлесіп,вместе
751,lange::ADV,ұзақ,долго
752,plötzlich::ADV,кенет,вдруг
753,sofort::ADV,әне-міне дегенше,тотчас
754,später::ADV,артынан,позже
755,jetzt::ADV,енді,сейчас
756,jetzt::ADV,қазір,сейчас
757,heute::ADV,бүгін,сегодня
758,morgen::ADV,ертең,завтра
759,bald::ADV,тез,скоро
760,dann::ADV,онан соң,потом
761,dann::ADV,сонан соң,потом
762,gestern::ADV,кеше,вчера
763,einst::ADV,бірде,однажды
764,einst::ADV,бір кезде,однажды
765,damals::ADV,анада,тогда
766,danach::ADV,онан соң,затем
767,danach::ADV,сонан соң,затем
768,vorher::ADV,бұрын,раньше
769,zuerst::ADV,әуелі,сперва
770,zuerst::ADV,алдымен,сперва
771,einmal::ADV,бір жолы,раз
772,manchmal::ADV,кейде,иногда
773,oft::ADV,ылғи,часто
774,immer::ADV,өнебойы,всегда
775,niemals::ADV,ешуақытта,никогда
776,hier::ADV,бұнда,здесь
777,hier::ADV,осында,здесь
778,hierhin::ADV,бермен,сюда
779,von hier::ADV,бер жақтан,отсюда
780,dort::ADV,анда,там
781,dorthin::ADV,әрі,туда
782,geradeaus::ADV,тура,прямо
783,vorwärts::ADV,ілгері,вперед
784,rückwärts::ADV,артқа,назад
785,zurück::ADV,кейін қарай,обратно
786,unten::ADV,төменде,внизу
787,hinab::ADV,астына,вниз
788,hinab::ADV,төмен,вниз
789,oben::ADV,жоғарыда,наверху
790,hinauf::ADV,өрге,вверх
791,überall::ADV,әрқайда,везде
792,nicht::ADV,емес,не
793,ein wenig::ADV,азырақ,немного
794,ein wenig::ADV,аздаған,немного
795,ein wenig::ADV,азғантай,немного
796,kaum::ADV,зорға,едва
797,sehr::ADV,орасан,очень
798,so::ADV,бұлай,так
799,so::ADV,былайша,так
800,noch::ADV,әлі,еще
801,nur::ADV,ғана,только
802,schon::ADV,түге,уже
803,wieder::ADV,жаңа,опять
804,wieder::ADV,қайта,опять
805,wieder::ADV,жаңадан,опять
806,vergebens::ADV,бекер,напрасно
807,vor::PRP,алды,перед
808,hinter::PRP,артынан,за
809,hinter::PRP,артынан,позади
810,unter::PRP,түп,под
811,unter::PRP,маңында,под
812,durch::PRP,арқылы,сквозь
813,neben::PRP,іргеде,возле
814,neben::PRP,жанында,возле
815,zwischen::PRP,арада,между
816,wegen::PRP,үшін,из-за
817,dies::PRN,бұ,это
818,dies::PRN,осы,это
819,das::PRN,сол,то
