,Concept_ID,mhr,os
84,Schatten::N,ӱ́мыл,аууон
85,Wetter::N,иге́че,боныхъӕд
86,Nebel::N,тӱтыра́,мигъ
87,Wolke::N,пыл,ӕврагъ
88,Regen::N,йӱр,уарын
89,Schnee::N,лум,мит
90,Eis::N,ий,их
91,Frost::N,чатлама́,ихæн
92,Kälte::N,йӱ́штӧ,уазал
93,Hitze::N,шо́кшо,ӕнтӕф
94,Raureif::N,пӧрш,халас
95,Raureif::N,по́кшым,халас
96,Regenbogen::N,шонанпы́л,арвырон
97,Regenbogen::N,шонанпы́л,арвырдын
98,Donner::N,кӱ́дырчӧ,æрвнæрын
99,Strömung::N,йо́гын,цыд
100,Tropfen::N,чӱча́лтыш,æртах
101,Schaum::N,шоҥ,фынк
102,Schmutz::N,лавыра́,цъыф
103,See::N,ер,цад
104,Sumpf::N,лӱ́кӧ,цъыфдзаст
105,Moor::N,куп,цъыфдзаст
106,Wiese::N,о́лык,уыгӕрдӕн
107,Wald::N,чодыра́,хъӕд
108,Hügel::N,арка́,обау
109,Hügel::N,арка́,къуыбыр
110,Anhöhe::N,тӧва́,уæлвæз
111,Anhöhe::N,тӧва́,уæлхох
112,Anhöhe::N,кӱкшака́,уæлвæз
113,Anhöhe::N,кӱкшака́,уæлхох
114,Berg::N,ку́рык,хох
115,Gipfel::N,чаҥга́,цъупп
116,Gipfel::N,курыкву́й,цъупп
117,Höhle::N,пеще́р,лӕгӕт
118,Höhle::N,курыкпо́мыш,лӕгӕт
119,Abhang::N,та́йыл,къул
120,Quelle::N,важ,суадон
121,Quelle::N,вӱдшинча́,суадон
122,Bach::N,изэҥе́р,мӕсчъыдон
123,Fluss::N,эҥе́р,дон
124,Fluss::N,эҥе́р,цӕугӕдон
125,Ufer::N,сер,был
126,Küste::N,вӱдтӱ́р,донбыл
127,Festland::N,мла́нде,сурзæхх
128,Meer::N,те́ҥыз,денджыз
129,Bucht::N,икса́,донбакæлæн
130,Insel::N,отро́,сакъадах
131,Blume::N,пеле́дыш,дидинӕг
132,Gras::N,шу́до,кӕрдӕг
133,Wurzel::N,вож,уидаг
134,Baum::N,пуше́ҥге,бӕлас
135,Stamm::N,йы́тыр,хӕтӕл
136,Rinde::N,шӱм,цъар
137,Ast::N,укш,арх
138,Zweig::N,торма́к,къалиу
139,Blatt::N,лышта́ш,сыф
140,Birke::N,куэ́,бæрз
141,Kiefer[Baum]::N,пӱ́нчӧ,нӕзы
142,Weide[Baum]::N,уа́,хӕрис
143,Tanne::N,кож,наз
144,Horn::N,шур,сыкъа
145,Feder::N,пы́стыл,сис
146,Fell::N,кова́ште,царм
147,Flügel::N,шу́лдыр,базыр
148,Klaue::N,кӱч,ных
149,Kralle::N,ла́па,дзӕмбы
150,Kralle::N,копа́,дзӕмбы
151,Schwanz::N,поч,къӕдзил
152,Ei::N,му́но,айк
153,Nest::N,пыжа́ш,ахстон
154,Bau::N,пыжа́ш,хуынкъ
155,Tier::N,я́нлык,сырд
156,Tier::N,я́нлык,цӕрӕгой
157,Tier::N,живо́тный,сырд
158,Tier::N,живо́тный,цӕрӕгой
159,Herde::N,кӱ́тӱ,дзуг
160,Herde::N,кӱ́тӱ,рӕгъау
161,Herde::N,тӱшка́,дзуг
162,Herde::N,тӱшка́,рӕгъау
163,Kuh::N,ушка́л,хъуг
164,Bulle::N,ӱ́шкыж,гал
165,Pferd::N,и́мне,бӕх
166,Schaf::N,шо́рык,фыс
167,Schwein::N,сӧсна́,хуы
168,Hund::N,пий,куыдз
169,Katze::N,пы́рыс,гӕды
170,Bär::N,маска́,арс
171,Eichhörnchen::N,ур,æхсæрæг
172,Elch::N,шо́рдо,цæгатаг саг
173,Fuchs::N,ры́выж,рувас
174,Hase::N,мера́ҥ,тæрхъус
175,Maus::N,коля́,мыст
176,Wolf::N,пи́ре,бирӕгъ
177,Vogel::N,ка́йык,цъиу
178,Vogel::N,ка́йык,маргъ
179,Schwarm::N,каша́к,бал
180,Huhn::N,чы́ве,карк
181,Hahn::N,агыта́н,уасӕг
182,Gans::N,ко́мбо,хъаз
183,Adler::N,карагу́ш,цӕргӕс
184,Ente::N,лу́до,ацц
185,Eule::N,тумна́, уыг
186,Eule::N,тумна́,сидахъ
187,Kranich::N,турня́,зырнæг
188,Kranich::N,турня́,хърихъупп
189,Krähe::N,кора́к,халон
190,Kuckuck::N,куку́,гаккук
191,Schwan::N,йӱ́ксӧ,доныхъаз
192,Fisch::N,кол,кӕсаг
193,Barsch::N,ола́ҥге,окунь
194,Hecht::N,нуж,хихор кӕсаг
195,Hecht::N,чорта́н,хихор кӕсаг
196,Schlange[Tier]::N,ки́шке,калм
197,Wurm::N,шукш,зулкъ
198,Wurm::N,шукш,къуыдыргалм
199,Spinne::N,эҥыре́мыш,хӕлуарӕг
200,Ameise::N,ку́тко,мæлдзыг
201,Laus::N,тий,сыст
202,Mücke::N,шыҥа́,къогъо
203,Fliege::N,ка́рме,бындз
204,Schmetterling::N,лы́ве,гæлæбу
205,Beere::N,мӧр,гагадыргъ
206,Apfel::N,олма́,фӕткъуы
207,Pilz::N,по́ҥго,зокъо
208,Pilz::N,по́ҥго,къозо
209,Zwiebel::N,шога́н,хъӕдындз
210,Saat::N,нӧ́шмӧ,тауинаг
211,Saat::N,нӧ́шмӧ,мыггаг
212,Saat::N,туш,тауинаг
213,Saat::N,туш,мыггаг
214,Korn::N,шу́рно,мыггаг
215,Korn::N,шу́рно,тауинаг
216,Heu::N,шу́до,хос
217,Schale::N,шӱм,цъар
218,Grube::N,выне́м,урм
219,Grube::N,выне́м,къахт
220,Grube::N,выне́м,дзыхъхъ
221,Falle::N,лӧ́дӧ,цъысым
222,Falle::N,лӧ́дӧ,къӕппӕг
223,Schlinge::N,о́птыш,цасм
224,Schlinge::N,шӧрга́лтыш,цасм
225,Spur::N,кыша́,фæд
226,Asche::N,ло́мыж,фӕнык
227,Asche::N,ло́мыж,ӕртхутӕг
228,Dreck::N,лавыра́,цъыф
229,Eisen::N,кӱ́ртньӧ,ӕфсӕйнаг
230,Gold::N,шӧ́ртньӧ,сыгъзӕрин
231,Silber::N,ший,ӕвзист
232,Kohle::N,мландышӱ́й,ӕвзалы
233,Glas::N,янда́,авг
234,Lehm::N,шун,ӕлыг
235,Sand::N,ошма́,змис
236,Mensch::N,еҥ,лӕг
237,Mensch::N,еҥ,адӕймаг
238,Mensch::N,еҥ,удгоймаг
239,Mensch::N,айде́ме,лӕг
240,Mensch::N,айде́ме,адӕймаг
241,Mensch::N,айде́ме,удгоймаг
242,Mann::N,пӧръе́ҥ,лӕг
243,Mann::N,пӧръе́ҥ,нӕлгоймаг
244,Frau::N,ӱдырама́ш,сылгоймаг
245,Kind::N,аза́,сывӕллон
246,Junge::N,рве́зе,лӕппу
247,Mädchen::N,ӱдыра́ш,чызг
248,Familie::N,еш,бинонтæ
249,Großvater::N,коча́,фыдыфыд
250,Großvater::N,коча́,мадыфыд
251,Großmutter::N,кова́,фыды мад
252,Großmutter::N,кова́,мады мад
253,Eltern::N,ача́-ава́,ныййарджытæ
254,Vater::N,ача́,фыд
255,Mutter::N,ава́,мад
256,Sohn::N,э́рге,фырт
257,Tochter::N,ӱ́дыр,чызг
258,Bruder::N,иза́,ӕфсымӕр
259,Bruder::N,шо́льо,ӕфсымӕр
260,Schwester::N,ака́,хо
261,Onkel::N,иза́,фыдыфсымӕр
262,Tante::N,кока́,мадыхо
263,Ehemann::N,мари́й,мой
264,Ehefrau::N,ва́те,ус
265,Freude::N,куа́н,цин
266,Freude::N,куа́н,циндзинад
267,Freude::N,куаныма́ш,цин
268,Freude::N,куаныма́ш,циндзинад
269,Gelächter::N,во́штылтыш,худын
270,Gelächter::N,во́штылтыш,худт
271,Gelächter::N,во́штылтыш,худæг
272,Glück::N,пиа́л,амонд
273,Kummer::N,о́йго,хъыг
274,Wunsch::N,ку́мыл,бӕллиц
275,Lust::N,ку́мыл,монц
276,Geist::N,ӧрт,уд
277,Geist::N,чон,уд
278,Gedanke::N,ой,хъуыды
279,Gedanke::N,шоныма́ш,хъуыды
280,Gedächtnis::N,шарныма́ш,мысæн
281,Gedächtnis::N,шарныма́ш,мысын
282,Gedächtnis::N,шарныма́ш,зæрдылдарын
283,Verstand::N,уш,зонд
284,Sinn::N,смысл,нысаниуæг
285,Grund::N,ама́л,ӕфсон
286,Wahrheit::N,чын,æцæг
287,Gespräch::N,мутланыма́ш,ныхас
288,Märchen::N,йома́к,аргъау
289,Erzählung::N,ойлыма́ш,радзырд
290,Nachricht::N,увертарыма́ш,уац
291,Neuigkeit::N,уве́р,хабар
292,Name::N,лӱм,ном
293,Rätsel::N,ту́што,уыци-уыци
294,Rätsel::N,ту́што,базон-базон
295,Rede::N,ойлыма́ш,раныхас
296,Sprache::N,йы́лме,ӕвзаг
297,Stimme::N,йӱк,хъӕлӕс
298,Wort::N,ой,дзырд
299,Wort::N,мут,дзырд
300,Zeichen::N,ти́ште,нысан
301,Zeichen::N,знак,нысан
302,Ruf::N,ӱжма́ш,сидт
303,Lärm::N,лӱшкыма́ш,уынæр
304,Lärm::N,йӱк-йӱа́н,уынæр
305,Laut::N,йӱк,зӕл
306,Laut::N,йӱк,мыр
307,Ton::N,йӱксе́м,мыр
308,Lied::N,му́ро,зарӕг
309,Ruhe::N,ты́мык,æнцой
310,Leute::N,еҥ-влак,адӕм
311,Volk::N,ка́лык,адӕм
312,Arbeit::N,паша́,фӕллой
313,Gast::N,уна́,уазӕг
314,Geschenk::N,пӧле́к,хуын
315,Spiel::N,мо́дыш,хъазт
316,Spiel::N,модма́ш,хъазт
317,Gesellschaft::N,тӱшка́,дзыллæ
318,Gesellschaft::N,тӱшка́,æхсæнад
319,Hilfe::N,по́лыш,æххуыс
320,Hilfe::N,по́лыш,ахъаз
321,Freund::N,таҥ,лымӕн
322,Freund::N,йолта́ш,лымӕн
323,Kamerad::N,таҥ,ӕмбал
324,Angelegenheit::N,паша́,хъуыддаг
325,Anzahl::N,чот,бӕрц
326,Art::N,вид,хуыз
327,Art::N,вид,хуызад
328,Stück::N,ка́тыш,кæрдих
329,Stück::N,ка́тыш,комдзаг
330,Stück::N,ла́стык,кæрдих
331,Stück::N,ла́стык,комдзаг
332,Teil::N,ужа́ш,хай
333,Hälfte::N,пел,æрдæг
334,Hälfte::N,пел,æмбис
335,Hälfte::N,пе́ле,æрдæг
336,Hälfte::N,пе́ле,æмбис
337,Kreis::N,ты́ртыш,зиллакк
338,Kreuz::N,ыре́с,дзуар
339,Linie::N,ли́ний,хахх
340,Strich::N,коре́ш,хахх
341,Abstand::N,кокла́,æхсæнуат
342,Entfernung::N,тора́,дæрддзæг
343,Entfernung::N,тора́,дардцæг
344,Entfernung::N,ку́жыт,дæрддзæг
345,Entfernung::N,ку́жыт,дардцæг
346,Gegend::N,кунде́м,ран
347,Platz::N,ку́мдык,бууат
348,Ort::N,вер,ран
349,Ort::N,вер,бынат
350,Ort::N,о́лмо,ран
351,Ort::N,о́лмо,бынат
352,Seite::N,ӧ́рдыж,фахс
353,Mitte::N,покше́л,астӕу
354,Gegenstand::N,наста́,дзаума
355,Sache::N,наста́,дзаума
356,Rand::N,тӱр,кӕрон
357,Kante::N,тӱр,фӕрск
358,Ecke::N,лук,тигъ
359,Ecke::N,лук,фисын
360,Spitze::N,вуй,бырынкъ
361,Ende::N,муча́ш,кӕрон
362,Loch::N,рож,хуынкъ
363,Winkel::N,лук,къуым
364,Muster::N,пеза́к,нывæфтыд
365,Muster::N,пеза́к,кæдзист
366,Muster::N,узо́р,нывæфтыд
367,Muster::N,узо́р,кæдзист
368,Muster::N,ӱ́лгӧ,нывæфтыд
369,Muster::N,ӱ́лгӧ,кæдзист
370,Größe::N,кӱ́кшыт,ас
371,Länge::N,ку́тыш,дӕргъ
372,Höhe::N,кӱ́кшыт,бæрзонд
373,Höhe::N,кӱ́кшыт,бæрзæнд
374,Höhe::N,кӱ́кшыт,бæрзонддзинад
375,Gewicht::N,не́лыт,уӕз
376,Menge::N,чот,бӕрц
377,Haufen::N,кы́шыл,кӕри
378,Reihe::N,рада́м,рӕнхъ
379,Boot::N,пуш,чема
380,Ruder::N,эшка́к,къохар
381,Schlitten::N,тер,дзоныгъ
382,Schlitten::N,изде́р,дзоныгъ
383,Ski::N,е́че,къахдзоныгътæ
384,Ski::N,е́че,лыжæтæ
385,Lagerfeuer::N,туло́то,арт
386,Last::N,нӧ́лтыш,уаргъ
387,Gang::N,ошкылма́ш,цыд
388,Schritt::N,о́шкыл,санчъех
389,Schritt::N,о́шкыл,къахдзӕф
390,Norden::N,йӱдйыма́л,цæгат
391,Süden::N,кечывалве́л,хуссар
392,Westen::N,касве́л,ныгуылæн
393,Osten::N,эрве́л,скæсæн
394,Holz::N,пу,хъӕдӕрмӕг
395,Brett::N,оҥа́,фæйнæг
396,Platte::N,аста́р,къӕй
397,Stütze::N,чара́к,быцæу
398,Stange::N,лома́ш,хъил
399,Stock::N,тоя́,лӕдзӕг
400,Stab::N,вара́,хъил
401,Stab::N,кашта́,хъил
402,Rohr::N,пуч,хӕтӕл
403,Haus::N,пӧрт,хӕдзар
404,Heim::N,мӧ́ҥгӧ,къона
405,Ofen::N,комака́,пец
406,Fußboden::N,кӱва́р,астӕрд
407,Tisch::N,ӱсте́л,стъол
408,Stuhl::N,пӱке́н,бандон
409,Wiege::N,шепка́,авдæн
410,Bett::N,ва́кшыш,сынтӕг
411,Regal::N,шӧ́рлык,тӕрхӕг
412,Regal::N,шӧ́рлык,уӕлвӕйнӕг
413,Kiste::N,шо́ндык,асыкк
414,Kiste::N,я́шлык,асыкк
415,Fenster::N,окна́,рудзынг
416,Fenster::N,окна́,фæрссаг
417,Tür::N,омса́,дуар
418,Tor::N,капка́,кулдуар
419,Zaun::N,сава́р,æмбонд
420,Zaun::N,сава́р,быру
421,Zaun::N,сава́р,гæрæн
422,Dach::N,леве́дыш,уӕлхӕдзар
423,Leiter::N,тошка́лтыш,асин
424,Besen::N,ӱштерво́штыр,уисой
425,Spaten::N,ко́льмо,бел
426,Schaufel::N,сово́к,æвгæнæн
427,Schaufel::N,сово́к,кæфой
428,Schaufel::N,су́ско,æвгæнæн
429,Schaufel::N,су́ско,кæфой
430,Gabel::N,ви́лке,вилкæ
431,Löffel::N,па́не,уидыг
432,Löffel::N,совла́,уидыг
433,Messer::N,кӱ́зӧ,кард
434,Nagel::N,пуда́,зӕгӕл
435,Netz::N,вапш,хыз
436,Haken::N,са́гыле,хæдз
437,Haken::N,са́гыле,хæбырæгъ
438,Griff::N,кыл,фистон
439,Schloss::N,кӧгӧ́н,гуыдыр
440,Bild::N,сӱре́т,ныв
441,Figur::N,фигу́р,кæрдгæныв
442,Puppe::N,курча́к,чындз
443,Beutel::N,меша́к,дзӕкъул
444,Bündel::N,арша́ш,баст
445,Tasche::N,сумка́,хызын
446,Tasche::N,сумка́,дзæкъул
447,Eimer::N,ведра́,къæрта
448,Eimer::N,ведра́,чъыбыла
449,Eimer::N,ведра́,ведра
450,Deckel::N,ко́мдыш,сæр
451,Deckel::N,ко́мдыш,æмбæрзæн
452,Geschirr::N,а́те,мигæнæн
453,Geschirr::N,а́те,мигæнæнтæ
454,Sack::N,куль,голлаг
455,Sack::N,меша́к,голлаг
456,Tasse::N,чу́кыр,пиала
457,Tasse::N,чу́кыр,къус
458,Tasse::N,чашка́,пиала
459,Tasse::N,чашка́,къус
460,Topf::N,ми́ске,аг
461,Topf::N,ми́ске,чысыл аг
462,Kessel::N,под,аг
463,Essen::N,ко́чкыш,хӕрд
464,Nahrung::N,ку́рго,хойраг
465,Speise::N,ко́чкыш,хӕринаг
466,Fleisch::N,шыл,дзидза
467,Fleisch::N,шыл,фыдызгъӕл
468,Getreide::N,шу́рно,халсар
469,Brei::N,пу́чымыш,кас
470,Brot::N,ки́нде,дзул
471,Scheibe::N,ка́тыш,къӕбӕр
472,Fett::N,коя́,сой
473,Butter::N,ӱй,нӕлхӕ
474,Öl::N,ӱй,зети
475,Salz::N,шинча́л,цӕхх
476,Suppe::N,шӱр,бас
477,Honig::N,мӱй,мыд
478,Milch::N,шӧр,ӕхсыр
479,Tee::N,чай,цай
480,Leder::N,сура́н,мæскуы
481,Leder::N,шӱ́штӧ,мæскуы
482,Wolle::N,пун,фӕсмын
483,Stoff::N,куэ́м,хъуымац
484,Stoff::N,посто́,хъуымац
485,Nadel::N,и́ме,судзин
486,Faden::N,шӱ́ртӧ,ӕндах
487,Knopf::N,по́лдыш,цӕппӕр
488,Knoten::N,пышке́м,ӕлхынцъ
489,Farbe::N,чия́,ахорæн
490,Kleidung::N,чие́м,дарӕс
491,Kleidung::N,вурге́м,дарӕс
492,Hemd::N,ту́выр,хӕдон
493,Kragen::N,сога́,æфцæггот
494,Ärmel::N,шокш,дыс
495,Hose::N,йола́ш,хæлаф
496,Hose::N,йола́ш,æддаг хæлаф
497,Hose::N,йола́ш,салбар
498,Gürtel::N,ӱ́штӧ,рон
499,Mütze::N,упш,худ
500,Schuh::N,боти́нке,басмахъ
501,Stiefel::N,кем,цырыхъхъ
502,Ring::N,шерга́ш,къухдарӕн
503,Band::N,тасма́,лент
504,Band::N,ле́нте,лент
505,Kamm::N,шерге́,сӕрвасӕн
506,Spiegel::N,вошто́нчыш,айдæн
507,Spiegel::N,вошто́нчыш,кæсæн
508,Riemen::N,кӱзанӱ́штӧ,гӕрз
509,Schnur::N,кере́м,бӕндӕн
510,Schnur::N,кандыра́,бӕндӕн
511,Leine::N,вӱра́ҥ,
512,Decke::N,леве́дыш,хъӕццул
513,Decke::N,одея́л,хъӕццул
514,Kissen::N,кӱ́пчык,баз
515,Tuch::N,шо́выч,кæлмæрзæн
516,Tuch::N,шо́выч,кæрдæн
517,Handtuch::N,со́лык,хисæрфæн
518,Kraft::N,вий,тых
519,Kraft::N,вий,хъомыс
520,Kraft::N,куа́т,тых
521,Kraft::N,куа́т,хъомыс
522,Stärke::N,куа́т,тых
523,Stärke::N,куа́т,æхсар
524,Stärke::N,карма́н,тых
525,Stärke::N,карма́н,æхсар
526,Gesundheit::N,таза́лык,æнæниздзинад
527,Krankheit::N,чер,низ
528,Krankheit::N,чер,рын
529,Schmerz::N,ко́рштыш,рис
530,Wunde::N,су́сыр,цӕф
531,Fieber::N,йӱштыму́ж,ризӕг
532,Fieber::N,йӱштыму́ж,тӕфсӕг
533,Fieber::N,лихора́дке,ризӕг
534,Fieber::N,лихора́дке,тӕфсӕг
535,Arznei::N,эм,хос
536,Brücke::N,кӱва́р,хид
537,Brunnen::N,вӱдвыне́м,цъай
538,Weide::N,нурше́р,хизæн
539,Weide::N,нурше́р,хизæнуат
540,Weide::N,нурше́р,сæрвæт
541,Pfad::N,йолго́рно,къахвæндаг
542,Pfad::N,йолго́рно,къахвæд
543,Pfad::N,сокма́к,къахвæндаг
544,Pfad::N,сокма́к,къахвæд
545,Weg::N,ко́рно,фӕндаг
546,Straße::N,ко́рно,фӕндаг
547,Dorf::N,ял,хъӕу
548,Stadt::N,ола́,сахар
549,Brief::N,се́рыш,фыстӕг
550,Buch::N,книга́,чиныг
551,Buchstabe::N,буква́,дамгъӕ
552,Zeitung::N,газе́т,газет
553,Leben::N,и́лыш,цард
554,Leben::N,и́лыш,цӕрӕнбон
555,Tod::N,колыма́ш,мæлæт
556,Tod::N,колыма́ш,адзал
557,Grab::N,шӱга́р,ингӕн
558,Kirche::N,че́рке,аргъуан
559,Sünde::N,су́лык,тæригъæд
560,Gott::N,ю́мо,хуыцау
561,Arbeiter::N,паша́зе,кусæг
562,Chef::N,тӧра́,ӕмцег
563,Meister::N,маста́р,мастер
564,Meister::N,маста́р,дæсны
565,Arzt::N,врач,хосгæнæг
566,Arzt::N,врач,дохтыр
567,Lehrer::N,ту́ныктышо,ахуыргæнæг
568,Geld::N,окса́,ӕхца
569,Geschäft::N,сатулыма́ш,бизнес
570,Geschäft::N,сатулыма́ш,хъуыддаг
571,Laden::N,ке́выт,дукани
572,Preis::N,ак,аргъ
573,Ware::N,сату́,базайраг
574,Nutzen::N,пайда́,пайда
575,Reichtum::N,поя́нлык,хъæздыгдзинад
576,Reichtum::N,поя́нлык,исбон
577,Reichtum::N,поя́нлык,мулк
578,Welt::N,тӱня́,дуне
579,Land::N,эл,бӕстӕ
580,Staat::N,кугыжа́ныш,паддзахад
581,König::N,кугыжа́,къарол
582,Macht::N,власть,хицаудзинад
583,Grenze::N,грани́ца,арӕн
584,Krieg::N,сар,хӕст
585,Feind::N,тушма́н,знаг
586,Feind::N,тушма́н,фыдгул
587,Feind::N,тушма́н,фыдзæрдæ
588,Feind::N,тушма́н,сон
589,Gewalt::N,виешлыма́ш,тыхми
590,Gewalt::N,виешлыма́ш,тыхдзинад
591,Kampf::N,кредалма́ш,хæст
592,Kampf::N,кредалма́ш,хъæбысæйхæст
593,Kampf::N,кредалма́ш,тох
594,Bogen[Waffe]::N,юҥе́ж,ӕрдын
595,Pfeil::N,пикш,фат
596,Gewehr::N,пыча́л,топп
597,Fehler::N,йо́ҥылыш,рӕдыд
598,Lüge::N,шоя́к,мӕнг
599,Lüge::N,шоя́к,гӕдыдзинад
600,Schaden::N,зия́н,зиан
601,Unglück::N,эҥге́к,бæллæх
602,Schuld::N,тита́к,азым
603,Schuld::N,йола́,азым
604,Alter::N,ийго́т,кар
605,Schluss::N,муча́ш,кæрон
606,Zeit::N,жап,рӕстӕг
607,Zeit::N,па́гыт,рӕстӕг
608,Tag::N,ке́че,бон
609,Morgen::N,эр,райсом
610,Mittag::N,кечыва́л,æмбисбон
611,Abend::N,кас,изӕр
612,Nacht::N,йӱд,ӕхсӕв
613,Woche::N,арня́,къуыри
614,Monat::N,ты́лзе,мӕй
615,Jahr::N,ий,аз
616,Jahr::N,ий,афӕдз
617,Frühling::N,шо́шо,уалдзæг
618,Sommer::N,кеҥе́ж,сӕрд
619,Herbst::N,шы́же,фæззæг
620,Winter::N,те́ле,зымӕг
621,Januar::N,шоркыйол,январь
622,Januar::N,идалыкву́й,январь
623,Januar::N,янва́рь,январь
624,Februar::N,пургыж,февраль
625,Februar::N,февра́ль,февраль
626,März::N,ӱярня,мартъи
627,März::N,март,мартъи
628,April::N,апре́ль,апрель
629,Mai::N,ага,май
630,Mai::N,май,май
631,Juni::N,пеледыш,июнь
632,Juni::N,ию́нь,июнь
633,Juli::N,сӱрем,июль
634,Juli::N,ию́ль,июль
635,August::N,сорла,август
636,August::N,агарма́н,август
637,August::N,а́вгуст,август
638,September::N,идым,сентябрь
639,September::N,сентя́брь,сентябрь
640,Oktober::N,шыжа,октябрь
641,Oktober::N,октя́брь,октябрь
642,November::N,кылме тылзе,ноябрь
643,November::N,ноя́брь,ноябрь
644,Dezember::N,дека́брь,декабрь
645,Montag::N,шо́чмо,къуырисæр
646,Dienstag::N,ку́шкыжмо,дыццæг
647,Mittwoch::N,вӱрге́че,æртыццæг
648,Donnerstag::N,изарня́,цыппæрæм
649,Freitag::N,кугарня́,майрæмбон
650,Samstag::N,шуматке́че,сабат
651,Sonntag::N,рушарня́,хуыцаубон
652,groß::A,кугу́,дынджыр
653,klein::A,изи́,гыццыл
654,lang::A,кужу́,даргъ
655,kurz::A,кӱ́чык,цыбыр
656,breit::A,кумда́,фӕтӕн
657,schmal::A,а́ҥысыр,нарӕг
658,schmal::A,а́ҥысыр,уынгӕг
659,dicht::A,ну́гыдо,бæзджын
660,dicht::A,ну́гыдо,тар
661,dick[Gegenstand]::A,кӱ́жгӧ,сӕвджын
662,dünn::A,ви́чкыж,тæнæг
663,fein::A,ты́гыде,лыстӕг
664,fest::A,чо́ткыдо,фидар
665,fest::A,чо́ткыдо,хъӕддых
666,flach::A,лапка́,тъӕпӕн
667,glatt::A,яклака́,лӕгъз
668,hart::A,пе́ҥгыде,хъӕбӕр
669,weich::A,пу́шкыдо,фӕлмӕн
670,rund::A,йырге́шке,тымбыл
671,spitz::A,коша́р,цыргъбырынкъ
672,spitz::A,коша́р,цыргъфындз
673,scharf::A,пӱ́сӧ,цыргъ
674,stumpf::A,токма́к,къуымых
675,schwer::A,не́ле,уӕззау
676,schön::A,сы́лне,аив
677,schön::A,сы́лне,рӕсугъд
678,heiß::A,шо́кшо,тӕвд
679,warm::A,ле́ве,хъарм
680,kalt::A,йӱ́штӧ,уазал
681,kühl::A,юа́лге,сатæг
682,kühl::A,юа́лге,уазалгомау
