,Concept_ID,mdf,ca
433,Bild::N,карти́на,imatge
434,Figur::N,ронга-понда,figura
435,Puppe::N,ня́ка,nina
436,Beutel::N,кяскав,bossa
437,Bündel::N,кярьме,feix
438,Bündel::N,кярьме,paquet
439,Tasche::N,кошяльня,bossa
440,Eimer::N,ве́дарка,galleda
441,Deckel::N,тавадкс,tapa
442,Deckel::N,тавадкс,tapadora
443,Deckel::N,вельхкс,tapa
444,Deckel::N,вельхкс,tapadora
445,Geschirr::N,кядьге,vaixella
446,Sack::N,кяскав,sac
447,Sack::N,кяскав,saca
448,Tasse::N,ша́ваня,tassa
449,Topf::N,кавозь,pot
450,Topf::N,кавозь,olla
451,Kessel::N,сргавозь,caldera
452,Essen::N,ярхцама,àpat
453,Essen::N,ярхцама,menjada
454,Nahrung::N,ярхцампяль,aliment
455,Speise::N,ярхцама,plat
456,Fleisch::N,пал,carn
457,Fleisch::N,сиволь,carn
458,Getreide::N,сёра,cereals
459,Brei::N,ям,puré
460,Brot::N,кши,pa
461,Scheibe::N,кочам,tall
462,Scheibe::N,кочам,llesca
463,Fett::N,куя́,greix
464,Butter::N,вай,mantega
465,Öl::N,вай,oli
466,Salz::N,сал,sal
467,Suppe::N,шонгарям,sopa
468,Suppe::N,коршампяль,sopa
469,Honig::N,медь,mel
470,Milch::N,лофца,llet
471,Tee::N,чай,te
472,Leder::N,кедь,cuir
473,Wolle::N,пона,llana
474,Stoff::N,котф,tela
475,Nadel::N,салмокс,agulla
476,Faden::N,сюре,fil
477,Knopf::N,пуня,botó
478,Knoten::N,сюлма,nus
479,Farbe::N,архтомбяль,pintura
480,Kleidung::N,щам,roba
481,Kleidung::N,щам,vestits
482,Hemd::N,па́нар,camisa
483,Kragen::N,сиве,coll
484,Ärmel::N,ожа,màniga
485,Hose::N,понкст,pantalōns
486,Gürtel::N,каркс,cinturó
487,Mütze::N,вазь,gorra
488,Schuh::N,башма́к,sabata
489,Stiefel::N,кя́ме,bota
490,Ring::N,суркс,anell
491,Band::N,керькс,veta
492,Band::N,керькс,cinta
493,Band::N,лента,veta
494,Band::N,лента,cinta
495,Kamm::N,сюрьхцем,pinta
496,Spiegel::N,ванома,mirāll
497,Riemen::N,шнань каркс,corretja
498,Schnur::N,пикс,corda
499,Schnur::N,карькскя,corda
500,Leine::N,вядьме,corretja
501,Decke::N,вельхкс,manta
502,Decke::N,вельхкс,flassada
503,Kissen::N,тоду,coixí
504,Tuch::N,руця́,mocador
505,Handtuch::N,на́рдама,tovallola
506,Kraft::N,вий,força
507,Stärke::N,вииши,vigor
508,Gesundheit::N,шумбраши́,salut
509,Krankheit::N,урма́,malaltia
510,Krankheit::N,сярядема,malaltia
511,Schmerz::N,маряма,dolor
512,Wunde::N,керф,ferida
513,Fieber::N,маштыкс,febre
514,Arznei::N,надо́бья,medicament
515,Arznei::N,пъчка́фтома,medicament
516,Brücke::N,седь,pont
517,Brunnen::N,эши,pou
518,Weide::N,ванома васта,pastura
519,Pfad::N,ян,senda
520,Pfad::N,ян,sender
521,Pfad::N,киня́,senda
522,Pfad::N,киня́,sender
523,Weg::N,ки,camí
524,Straße::N,ки,carretera
525,Dorf::N,веле,poble
526,Stadt::N,ош,ciutāt
527,Brief::N,сёрма,carta
528,Buch::N,книга,llibre
529,Buchstabe::N,бу́ква,lletra
530,Zeitung::N,газе́та,diāri
531,Leben::N,эряф,vida
532,Leben::N,эряма,vida
533,Tod::N,кулома́,mort
534,Grab::N,калма,tomba
535,Kirche::N,це́рькав,església
536,Sünde::N,пежеть,pecat
537,Sünde::N,муворкс,pecat
538,Gott::N,шкай,déu
539,Arbeiter::N,трудендай,obrer
540,Arbeiter::N,работник,obrer
541,Chef::N,азор,cap
542,Chef::N,оцюня,cap
543,Meister::N,мастяр,mestre
544,Arzt::N,врач,metge
545,Arzt::N,доктор,metge
546,Lehrer::N,учи́тель,mestre
547,Geld::N,ярмакт,dinērs
548,Geschäft::N,ладяфкс,negoci
549,Geschäft::N,ладяф тев,negoci
550,Laden::N,ла́вка,tenda
551,Laden::N,ла́вка,botiga
552,Preis::N,питне,preu
553,Ware::N,миф,mercaderia
554,Ware::N,ра́маф,mercaderia
555,Nutzen::N,пара,profit
556,Nutzen::N,лезкс,profit
557,Reichtum::N,ко́зяши,riquesa
558,Welt::N,свет,món
559,Land::N,мастор,país
560,Staat::N,государства,estat
561,König::N,король,rei
562,Macht::N,азорондама,poder
563,Macht::N,азорондама,potència
564,Macht::N,азорксши,poder
565,Macht::N,азорксши,potència
566,Grenze::N,ёткаян,frontera
567,Krieg::N,война́,guerra
568,Feind::N,душман,enemic
569,Feind::N,каршек тюри,enemic
570,Gewalt::N,наругама,violència
571,Kampf::N,тюрема́,lluita
572,Bogen[Waffe]::N,нал,arc
573,Pfeil::N,нал,fletxa
574,Gewehr::N,винто́вка,fusell
575,Gewehr::N,винто́вка,escopeta
576,Fehler::N,эльбядькс,falta
577,Lüge::N,васькафнема,mentida
578,Schaden::N,зия́н,dany
579,Unglück::N,зия́н,desgràcia
580,Schuld::N,муворши,culpa
581,Alter::N,эряф кизот,edat
582,Alter::N,эряфонь пинге,edat
583,Schluss::N,пе,fi
584,Schluss::N,пе,final
585,Zeit::N,пинге,temps
586,Tag::N,ши,dia
587,Morgen::N,шобдава,matí
588,Mittag::N,шикучка,migdia
589,Abend::N,иля́дь,vespre
590,Nacht::N,ве,nit
591,Woche::N,недя́ля,setmana
592,Monat::N,ков,mes
593,Jahr::N,киза,any
594,Frühling::N,тунда́,primavera
595,Sommer::N,киза,estīu
596,Herbst::N,сёксе,tardor
597,Winter::N,тяла,hivērn
598,Januar::N,кельмеков,gener
599,Februar::N,уфайков,febrer
600,März::N,марайков,març
601,April::N,шудиков,abril
602,Mai::N,панжиков,maig
603,Juni::N,лямбеков,juny
604,Juli::N,псиков,juliol
605,August::N,сёроньков,agost
606,September::N,тюжягов,setembre
607,Oktober::N,кельмазаков,octubre
608,November::N,эйндамков,novembre
609,Dezember::N,кучкаков,desembre
610,Montag::N,одговши,dilluns
611,Dienstag::N,ша́вши,dimarts
612,Mittwoch::N,вержи,dimecres
613,Donnerstag::N,шува́ланя,dijous
614,Freitag::N,пя́денця,divendres
615,Samstag::N,ёткши,dissabte
616,Sonntag::N,таргоши,diumenge
617,groß::A,оцю,gros
618,klein::A,ёмла,petīt
619,lang::A,кува́ка,llarg
620,kurz::A,нюрьхкя́ня,curt
621,breit::A,кели,ample
622,schmal::A,тяйня,estret
623,dicht::A,сиде,dens
624,dicht::A,туста,dens
625,dick[Gegenstand]::A,эчке,gruixūt
626,dünn::A,шува́ня,prim
627,fein::A,шува́ня,fi
628,fest::A,кеме,ferm
629,fest::A,кеме,sòlid
630,flach::A,лапш,pla
631,glatt::A,вадяв,llis
632,glatt::A,такор,llis
633,hart::A,калгода,dur
634,weich::A,ляпе,tou
635,rund::A,кру́глай,rodó
636,spitz::A,ботаз,punxegut
637,spitz::A,оржа,punxegut
638,scharf::A,оржа,agut
639,stumpf::A,ношка,rom
640,stumpf::A,ношка,esmussat
641,schwer::A,стака,pesāt
642,schön::A,мазы,bonīc
643,heiß::A,пси,calēnt
644,warm::A,лямбе,càlid
645,kalt::A,кельме,fred
646,kühl::A,эше,fresc
647,frisch::A,свежай,fresc
648,feucht::A,летьке,humit
649,nass::A,начка,mullat
650,trocken::A,коське,sec
651,voll::A,пяшксе,ple
652,leer::A,шава,buit
653,offen::A,панжада,obert
654,offen::A,виде,obert
655,geschlossen::A,пякстаф,tancat
656,geschlossen::A,сёлгф,tancat
657,sauber::A,ару,net
658,schmutzig::A,рда́зу,brut
659,schmutzig::A,пя́ндра,brut
660,roh::A,верок,cru
661,reif::A,ке́нерьф,madur
662,lecker::A,танцти,deliciós
663,süß::A,ламбама,dolç
664,bitter::A,сяпи,amarg
665,sauer::A,шапама,agre
666,hell::A,валда,clar
667,dunkel::A,шобда,fosc
668,schwarz::A,равжа,negre
669,weiß::A,акша,blanc
670,rot::A,якстерь,vermēll
671,gelb::A,тюжя́,groc
672,blau::A,сенем,blau
673,grün::A,пиже,verd
674,grün::A,сянгяря,verd
675,grau::A,уле,gris
676,bunt::A,сёрмав,multicolor
677,billig::A,у́цез,barat
678,billig::A,аф пи́тни,barat
679,teuer::A,пи́тни,car
680,wertvoll::A,питни,preciós
681,blind::A,сокор,cec
682,taub::A,пярав,sord
683,kräftig::A,пяк вии,fort
684,kräftig::A,пяк вии,vigorós
685,stark::A,вии,fort
686,schwach::A,лафча,feble
687,fett::A,куя́,gras
688,schlank::A,виде ронга,esvelt
689,hübsch::A,мазы,maco
690,böse::A,кяжи,dolent
691,dumm::A,аф ёню,ximple
692,dumm::A,аф ёню,estúpid
693,dumm::A,шава пря,ximple
694,dumm::A,шава пря,estúpid
695,faul::A,нола,gandūl
696,faul::A,нола,mandrós
697,fleißig::A,ку́лхцонды,diligēnt
698,geizig::A,кирьжя,avar
699,geizig::A,жаднай,avar
700,klug::A,ёню,intel·ligent
701,klug::A,пря́ви,intel·ligent
702,geschickt::A,маштозь тиф,hàbil
703,lieb::A,цебярь,amat
704,lieb::A,цебярь,estimat
705,lustig::A,ра́хси,alegre
706,sanft::A,сетьме,suau
707,hungrig::A,вача,afamat
708,hungrig::A,вачеда,afamat
709,krank::A,сяряди,malālt
710,nackt::A,штада,nu
711,nackt::A,кърхтапа,nu
712,traurig::A,ла́жнай,trist
713,lebendig::A,эряй,viu
714,gut::A,пара,bo
715,gut::A,цебярь,bo
716,schlecht::A,кальдяв,dolēnt
717,richtig::A,виде,just
718,richtig::A,виде,correcte
719,schlimm::A,кальдяв,greu
720,wahr::A,афкуксонь,vertader
721,wahr::A,афкуксонь,veritable
722,alt::A,ташта,vell
723,neu::A,од,nou
724,ehemalig::A,и́нгольдень,antic
725,alt[Lebewesen]::A,сире,vell
726,jung::A,од,jove
727,arm::A,а́шу,pobre
728,reich::A,козя,ric
729,bekannt::A,содаф,conegut
730,berühmt::A,содавикс,famós
731,fremd::A,лия,estrany
732,fremd::A,аф содаф,estrany
733,verschieden::A,аф фкя ла́цонь,diferent
734,nah::A,мала,pròxim
735,nah::A,аф ичкоздень,pròxim
736,fern::A,и́чкоздень,llunyà
737,fern::A,и́чкоздень,distant
738,fern::A,куна́рдонь,llunyà
739,fern::A,куна́рдонь,distant
740,linker::A,кержи,esquerre
741,rechter::A,види,dret
742,anderer::A,лия,altre
743,erster::A,васенце,primer
744,zweiter::A,омбоце,segon
745,dritter::A,колмоце,tercer
746,letzter::A,ме́кольце,últim
747,allein::ADV,ськамонза,sol
748,auf einmal::ADV,вихцок,d'una vegada
749,zusammen::ADV,марс,junt
750,zusammen::ADV,ма́рса,junt
751,lange::ADV,кува́тьс,molt de temps
752,plötzlich::ADV,а́пак учт,de cop
753,plötzlich::ADV,а́пак учт,de sobte
754,sofort::ADV,тяникиге,de seguida
755,später::ADV,ме́ле,més tard
756,jetzt::ADV,тяни,ara
757,heute::ADV,тячи,avūi
758,morgen::ADV,ва́нды,demà
759,bald::ADV,курок,aviāt
760,dann::ADV,меле,després
761,dann::ADV,сяда меле,després
762,gestern::ADV,ися́к,ahir
763,einst::ADV,весть,anteriorment
764,einst::ADV,мзя́рда-бди,anteriorment
765,damals::ADV,эста,llavōrs
766,damals::ADV,эста,aleshores
767,danach::ADV,меле,després
768,vorher::ADV,инголи,abāns
769,zuerst::ADV,ва́сенда,primer
770,einmal::ADV,весть,una vegada
771,manchmal::ADV,лия́ста,de vegades
772,manchmal::ADV,ко́ста-ко́ста,de vegades
773,oft::ADV,си́деста,sovint
774,immer::ADV,фалу,sempre
775,immer::ADV,най,sempre
776,niemals::ADV,аф мзя́рдонга,no ... mai
777,hier::ADV,тяса,aquí
778,hierhin::ADV,сей,per aquí
779,hierhin::ADV,тяза,per aquí
780,von hier::ADV,тя́ста,des d'aquí
781,dort::ADV,тоса,allí
782,dorthin::ADV,тов,hi
783,dorthin::ADV,тоза,hi
784,geradeaus::ADV,ви́деста,tot dret
785,vorwärts::ADV,и́нголи,endavānt
786,rückwärts::ADV,ме́ки,endarrera
787,zurück::ADV,ме́ки,darrere
788,unten::ADV,ала,a baix
789,hinab::ADV,алу,cap avall
790,oben::ADV,вяре,dalt
791,hinauf::ADV,вяри,cap amunt
792,überall::ADV,се́мбе ва́стова,pertot
793,überall::ADV,се́мбе ва́стова,per tot arreu
794,nicht::ADV,аф,no
795,ein wenig::ADV,аф лама,una mica
796,kaum::ADV,а́ньцек,a penes
797,sehr::ADV,пяк,molt
798,so::ADV,ста́не,així
799,noch::ADV,нинге,encara
800,nur::ADV,аньцек,només
801,schon::ADV,ни,ja
802,wieder::ADV,та́га,de nou
803,vergebens::ADV,стак,en va
804,vor::PRP,инголе,davānt
805,vor::PRP,инголе,enfront de
806,hinter::PRP,фтала,darrera
807,hinter::PRP,мельге,darrera
808,unter::PRP,ала,sota
809,durch::PRP,пачк,per
810,neben::PRP,ваксса,al costāt de
811,zwischen::PRP,ёткса,entre
812,wegen::PRP,сюнеда,a causa de
813,dies::PRN,тя,aquest
814,das::PRN,ся,això
815,das::PRN,тона,això
816,alles::PRN,сембе,tot
817,ich::PRN,мон,jo
818,du::PRN,тон,tu
