,Concept_ID,ab,ka
1280,verkaufen::V,аҭира,გაყიდის
1281,bezahlen::V,ахҭынҵара,გადაიხდის
1282,bezahlen::V,ашəара,გადაიხდის
1283,zahlen::V,ашəара,გადაიხდის
1284,ertragen::V,ачҳара,მოითმენს
1285,Moor::N,,ტორფნარი
1286,Kralle::N,,ტორი
1287,Schwarm::N,,გუნდი
1288,Sache::N,,ნივთი
1289,Menge::N,,რაოდენობა
1290,Essen::N,,ჭამა
1291,Geschäft::N,,საქმე
1292,Geschäft::N,,ბიზნესი
1293,Monat::N,,თვე
1294,Jahr::N,,წელი
1295,dünn::A,,წვრილი
1296,roh::A,,უმი
1297,durch::PRP,,გავლით
1298,was::FPRN,,რა
1299,rauschen::V,,შრიალებს
1300,zu sehen sein::V,,მოჩანს
1301,wenden::V,,მოაბრუნებს
1302,ergreifen::V,,სტაცებს
1303,bewahren::V,,ინარჩუნებს
1304,wünschen::V,,უსურვებს
1305,wiegen::V,,არხევს
1306,treten::V,,პანღურს ამოჰკრავს
1307,kehren::V,,დაგვის
1308,malen::V,,ხატავს
1309,zeichnen::V,,ხაზავს
1310,schreiben::V,,დაწერს
1311,beherrschen::V,,ფლობს
