,Concept_ID,no,bn
248,Wahrheit::N,sannhet,সত্য
249,Gespräch::N,samtale,কথাবার্তা
250,Märchen::N,eventyr,রূপকথা
251,Erzählung::N,fortelling,গল্প
252,Nachricht::N,melding,তথ্য
253,Neuigkeit::N,nyhet,খবরাখবর
254,Name::N,navn,নাম
255,Rätsel::N,gåte,ধাঁধা
256,Rede::N,tale,বক্তৃতা
257,Sprache::N,språk,ভাষা
258,Stimme::N,stemme,স্বর
259,Wort::N,ord,শব্দ
260,Zeichen::N,tegn,প্রতীক
261,Ruf::N,rop,ডাক
262,Lärm::N,bråk,হৈচৈ
263,Laut::N,lyd,ধ্বনি
264,Ton::N,tone,স্বর
265,Lied::N,vise,গান
266,Ruhe::N,ro,শান্তি
267,Leute::N,folk,প্রজাপুঞ্জ
268,Volk::N,folk,জাতি
269,Arbeit::N,arbeid,চাকরি
270,Gast::N,gjest,অতিথি
271,Geschenk::N,gave,উপহার
272,Spiel::N,lek,খেলা
273,Spiel::N,spill,খেলা
274,Gesellschaft::N,selskap,সঙ্গিগণ
275,Hilfe::N,hjelp,সাহায্য
276,Freund::N,venn,বন্ধু
277,Kamerad::N,kamerat,সঙ্গী
278,Angelegenheit::N,sak,বিষয়
279,Angelegenheit::N,anliggende,বিষয়
280,Anzahl::N,antall,পরিমাণ
281,Art::N,art,রকম
282,Art::N,slag,রকম
283,Stück::N,stykke,টুকরো
284,Teil::N,del,অংশ
285,Hälfte::N,halvdel,অর্ধেক
286,Kreis::N,ring,বৃত্ত
287,Kreis::N,sirkel,বৃত্ত
288,Kreuz::N,kors,ক্রুশ
289,Kreuz::N,kryss,ক্রুশ
290,Linie::N,linje,রেখা
291,Strich::N,strek,কষি
292,Abstand::N,avstand,ফাঁক
293,Entfernung::N,avstand,ব্যবধান
294,Gegend::N,strøk,ক্ষেত্র
295,Platz::N,plass,জায়গা
296,Ort::N,sted,স্থান
297,Seite::N,side,পার্শ্ব
298,Mitte::N,midte,মধ্য
299,Gegenstand::N,gjenstand,জিনিস
300,Sache::N,sak,বস্তু
301,Rand::N,rand,কানা
302,Kante::N,kant,ধার
303,Ecke::N,hjørne,কোণ
304,Spitze::N,spiss,ডগা
305,Ende::N,ende,প্রান্ত
306,Loch::N,hull,গর্ত
307,Winkel::N,vinkel,কোণ
308,Muster::N,mønster,নমুন্
309,Größe::N,størrelse,আয়তন
310,Länge::N,lengde,দৈর্ঘ্য
311,Höhe::N,høyde,উচ্চতা
312,Gewicht::N,vekt,ওজন
313,Menge::N,mengde,পরিমাণ
314,Haufen::N,haug,পুঞ্জ
315,Haufen::N,bunke,পুঞ্জ
316,Reihe::N,rekke,শ্রেণী
317,Boot::N,båt,নৌকা
318,Ruder::N,åre,দাঁড়
319,Schlitten::N,slede,স্নেজ্-গাড়ি
320,Schlitten::N,kjelke,স্নেজ্-গাড়ি
321,Ski::N,ski,শী
322,Lagerfeuer::N,leirbål,অগ্নি
323,Last::N,bør,বোঝা
324,Last::N,last,বোঝা
325,Gang::N,gang,হণ্টন
326,Schritt::N,steg,পদ
327,Schritt::N,skritt,পদ
328,Norden::N,nord,উত্তরদিক্
329,Süden::N,sør,দক্ষিণদিক
330,Westen::N,vest,পশ্চিমদিক্
331,Osten::N,øst,পূর্বদিক
332,Holz::N,tre,কাঠ
333,Brett::N,fjøl,তক্তা
334,Brett::N,brett,তক্তা
335,Platte::N,plate,ফলক
336,Stütze::N,støtte,নাগদণ্ড
337,Stange::N,stang,দণ্ড
338,Stock::N,pinne,ছড়ি
339,Stab::N,stav,যষ্টি
340,Stab::N,kjepp,যষ্টি
341,Rohr::N,rør,নল
342,Haus::N,hus,ঘর
343,Heim::N,hjem,বাসা
344,Ofen::N,ovn,স্টোভ্
345,Fußboden::N,gulv,গহতল
346,Tisch::N,bord,মেজ
347,Tisch::N,bord,টেবিল
348,Stuhl::N,stol,চেয়ার
349,Stuhl::N,stol,কেদারা
350,Wiege::N,vogge,দোলনা
351,Bett::N,seng,শয্যা
352,Regal::N,reol,তাক
353,Regal::N,hylle,তাক
354,Kiste::N,kasse,বাক্স
355,Fenster::N,vindu,জানালা
356,Tür::N,dør,দ্বার
357,Tor::N,port,দ্বার
358,Zaun::N,gjerde,বেড়া
359,Dach::N,tak,ছাদ
360,Leiter::N,stige,মই
361,Besen::N,kost,গুল্মবিশেষ
362,Spaten::N,spade,কোদাল
363,Schaufel::N,skuffe,বেলচা
364,Gabel::N,gaffel,কাঁটা
365,Löffel::N,skje,চামচ
366,Messer::N,kniv,ছুরি
367,Nagel::N,spiker,পেরেক
368,Netz::N,nett,জাল
369,Haken::N,krok,কাচি
370,Griff::N,tak,হাতল
371,Griff::N,håndtak,হাতল
372,Schloss::N,lås,তালা
373,Bild::N,bilde,ছবি
374,Bild::N,bilde,চিত্র
375,Figur::N,figur,আকার
376,Puppe::N,dukke,পুতুল
377,Beutel::N,pose,বটুয়া
378,Bündel::N,bylt,আঁটি
379,Tasche::N,veske,থলি
380,Eimer::N,bøtte,বাল্তি
381,Deckel::N,lokk,আবরণ
382,Geschirr::N,kjøkkentøy,থালা-বাসন
383,Sack::N,sekk,বস্তা
384,Tasse::N,kopp,কাপ
385,Topf::N,gryte,পাত্র
386,Kessel::N,kjele,কেটলি
387,Essen::N,mål,আহার
388,Nahrung::N,mat,খাদ্য
389,Nahrung::N,næring,খাদ্য
390,Speise::N,matrett,খাদ্য
391,Fleisch::N,kjøtt,মাংস
392,Getreide::N,korn,শস্য
393,Brei::N,grøt,মণ্ড
394,Brot::N,brød,রুটি
395,Scheibe::N,skive,ফালি
396,Fett::N,fett,মেদ
397,Butter::N,smør,মাখন
398,Öl::N,olje,তৈল
399,Salz::N,salt,নুন
400,Suppe::N,suppe,শুরুয়া
401,Honig::N,honning,মধু
402,Milch::N,melk,দুধ
403,Tee::N,te,চা
404,Leder::N,lær,পাকা চামড়া
405,Leder::N,skinn,পাকা চামড়া
406,Wolle::N,ull,পশম
407,Stoff::N,tøy,বস্ত্র
408,Stoff::N,stoff,বস্ত্র
409,Nadel::N,nål,সুচ
410,Faden::N,tråd,সূত্র
411,Knopf::N,knapp,বোতাম
412,Knoten::N,knute,গিঁট
413,Farbe::N,farge,রং
414,Kleidung::N,påkledning,কাপড়
415,Hemd::N,skjorte,শার্ট
416,Kragen::N,krage,গলবন্ধ
417,Ärmel::N,erme,আস্তিন্
418,Hose::N,bukse,ট্রাউজার
419,Gürtel::N,belte,কটিবন্ধ
420,Mütze::N,lue,টুপি
421,Schuh::N,sko,জুতো
422,Stiefel::N,støvel,বুট
423,Ring::N,ring,আংটি
424,Band::N,band,ফিতা
425,Kamm::N,kam,চিরুনি
426,Spiegel::N,speil,আয়না
427,Riemen::N,rem,চাবুক
428,Schnur::N,snor,দড়ি
429,Leine::N,line,শিকল
430,Decke::N,teppe,কম্বল
431,Kissen::N,pute,উপাধান
432,Tuch::N,tøy,বস্ত্র
433,Handtuch::N,håndkle,তোয়ালে
434,Kraft::N,kraft,জোর
435,Stärke::N,styrke,শক্তি
436,Gesundheit::N,helse,স্বাস্থ্য
437,Gesundheit::N,sunnhet,স্বাস্থ্য
438,Krankheit::N,syke,অসুখ
439,Krankheit::N,syke,ব্যামো
440,Krankheit::N,sykdom,অসুখ
441,Krankheit::N,sykdom,ব্যামো
442,Schmerz::N,smerte,যন্ত্রণা
443,Wunde::N,sår,ক্ষত
444,Fieber::N,feber,জ্বর
445,Arznei::N,medisin,ঔষধ
446,Arznei::N,legemiddel,ঔষধ
447,Brücke::N,bro,সেতু
448,Brunnen::N,brønn,কূপ
449,Weide::N,beite,পশুচারণভূমি
450,Pfad::N,sti,পথ
451,Weg::N,vei,পথ
452,Straße::N,gate,রাস্তা
453,Dorf::N,landsby,গ্রাম
454,Stadt::N,by,শহর
455,Brief::N,brev,চিঠি
456,Buch::N,bok,বই
457,Buchstabe::N,bokstav,অক্ষর
458,Zeitung::N,avis,সংবাদপত্র
459,Leben::N,liv,জীবন
460,Tod::N,død,মৃত্যু
461,Grab::N,grav,কবর
462,Kirche::N,kirke,গির্জা
463,Sünde::N,synd,পাপ
464,Gott::N,gud,দেবতা
465,Arbeiter::N,arbeider,শ্রমিক
466,Chef::N,sjef,নেতা
467,Meister::N,mester,ব্যক্তি
468,Arzt::N,lege,চিকিৎসক
469,Lehrer::N,lærer,অধ্যাপক
470,Geld::N,penger,মুদ্রা
471,Geld::N,penger,টাকাপয়সা
472,Geschäft::N,forretning,ব্যস্ততা
473,Laden::N,butikk,দোকান
474,Preis::N,pris,মূল্য
475,Ware::N,vare,পণ্যদ্রব্য
476,Nutzen::N,nytte,সুবিধা
477,Reichtum::N,rikdom,ধনদৌলত
478,Welt::N,verden,জগৎ
479,Land::N,land,খেত
480,Staat::N,stat,রাষ্ট্র
481,König::N,konge,রাজা
482,Macht::N,makt,প্রভাব
483,Grenze::N,grense,সীমা
484,Krieg::N,krig,যুদ্ধ
485,Feind::N,fiende,শত্রু
486,Gewalt::N,vold,জোর
487,Kampf::N,kamp,লড়াই
488,Bogen[Waffe]::N,bue,ধনুক
489,Pfeil::N,pil,বাণ
490,Gewehr::N,gevær,বন্দুক
491,Fehler::N,feil,ভুল
492,Lüge::N,løgn,মিথ্যা
493,Schaden::N,skade,ক্ষতি
494,Unglück::N,uhell,দুর্ভাগ্য
495,Schuld::N,skyld,অপরাধ
496,Alter::N,alder,আয়ু
497,Schluss::N,slutt,শেষ
498,Zeit::N,tid,সময়
499,Tag::N,dag,দিন
500,Morgen::N,morgen,সকাল
501,Mittag::N,middag,মধ্যাহু
502,Abend::N,aften,সন্ধ্যা
503,Nacht::N,natt,রাত্রি
504,Woche::N,uke,সপ্তাহ
505,Monat::N,måned,মাস
506,Jahr::N,år,সৌরবর্ষ
507,Frühling::N,vår,বসন্তকাল
508,Sommer::N,sommer,গ্রীষ্মকাল
509,Herbst::N,høst,শরংঋতু
510,Winter::N,vinter,শীতকাল
511,Januar::N,januar,জানুয়ারী
512,Februar::N,februar,ফেব্রুয়ারী
513,März::N,mars,মার্চ
514,April::N,april,এপ্রিল
515,Mai::N,mai,মে
516,Juni::N,juni,জুন
517,Juli::N,juli,জুলাই
518,August::N,august,অগাস্ট
519,September::N,september,সেপ্টেম্বর
520,Oktober::N,oktober,অক্টোবর
521,November::N,november,নভেম্বর
522,Dezember::N,desember,ডিসেম্বর
523,Montag::N,mandag,সোমবার
524,Dienstag::N,tirsdag,মঙ্গলবার
525,Mittwoch::N,onsdag,বুধবার
526,Donnerstag::N,torsdag,বৃহম্পতিবার
527,Freitag::N,fredag,শুক্রবার
528,Samstag::N,lørdag,শনিবার
529,Sonntag::N,søndag,রবিবার
530,groß::A,stor,বৃহৎ
531,klein::A,liten,ছোট
532,lang::A,lang,দীর্ঘ
533,kurz::A,kort,খর্ব
534,kurz::A,kort,হ্রস্ব
535,breit::A,bred,চওড়া
536,schmal::A,smal,সরু
537,dicht::A,tett,ঘন
538,dick[Gegenstand]::A,tykk,পুরু
539,dünn::A,tynn,কৃশ
540,fein::A,fin,সূক্ষ্ম
541,fest::A,fast,দৃঢ়
542,flach::A,flat,সমতল
543,glatt::A,glatt,মসৃণ
544,hart::A,hard,শক্ত
545,weich::A,myk,নরম
546,weich::A,bløt,নরম
547,rund::A,rund,গোলাকার
548,spitz::A,spiss,তীক্ষ্ন
549,scharf::A,kvass,শাণিত
550,stumpf::A,stubb,ভোঁতা
551,schwer::A,tung,ভারী
552,schön::A,pen,সুন্দর
553,schön::A,vakker,সুন্দর
554,heiß::A,het,গরম
555,warm::A,varm,ঈষদুষ্ণ
556,kalt::A,kald,ঠাণ্ডা
557,kühl::A,kjølig,শীতল
558,frisch::A,fersk,তাজা
559,feucht::A,fuktig,ভিজা
560,nass::A,våt,ভিজা
561,trocken::A,tørr,শুষ্ক
562,voll::A,full,পূর্ণ
563,leer::A,tom,খালি
564,offen::A,åpen,খোলা
565,geschlossen::A,lukket,বন্ধ
566,sauber::A,ren,নির্মল
567,schmutzig::A,skitten,নোংরা
568,roh::A,rå,কাঁচা
569,reif::A,moden,পাকা
570,lecker::A,lekker,সুস্বাদ
571,süß::A,søt,মিষ্ট
572,bitter::A,besk,তিক্ত
573,bitter::A,bitter,তিক্ত
574,sauer::A,sur,টক
575,hell::A,lys,উজ্জ্বল
576,dunkel::A,mørk,অন্ধকারময়
577,schwarz::A,svart,কালো
578,weiß::A,hvit,সাদা
579,rot::A,rød,লাল
580,gelb::A,gul,হলদে
581,blau::A,blå,নীল
582,grün::A,grønn,সবুজ
583,grau::A,grå,ছাই-রঙা
584,bunt::A,broket,রঙিন
585,billig::A,billig,সস্তা
586,teuer::A,dyr,আক্রা
587,wertvoll::A,verdifull,মহার্ঘ
588,blind::A,blind,কানা
589,taub::A,døv,বধির
590,kräftig::A,kraftig,বিশাল
591,stark::A,sterk,শক্তিশালী
592,schwach::A,svak,দুর্বল
593,fett::A,fet,মোটা
594,schlank::A,slank,কৃশ
595,hübsch::A,pen,সুন্দর
596,böse::A,slem,খারাপ
597,dumm::A,dum,মূর্খ
598,faul::A,lat,শ্রমবিমুখ
599,faul::A,doven,শ্রমবিমুখ
600,fleißig::A,flittig,পরিশ্রমী
601,geizig::A,gjerrig,ব্যয়কুণ্ঠ
602,klug::A,klok,দক্ষ
603,geschickt::A,hendig,পটু
604,geschickt::A,skikket,পটু
605,lieb::A,kjær,প্রেয়
606,lieb::A,snill,প্রেয়
607,lustig::A,morsom,প্রফুল্ল
608,sanft::A,blid,নম্র
609,hungrig::A,sulten,ক্ষুধার্ত
610,krank::A,syk,অসুস্থ
611,nackt::A,naken,উলঙ্গ
612,traurig::A,sørgmodig,দুঃখিত
613,lebendig::A,levende,জীবিত
614,gut::A,god,ভালো
615,schlecht::A,dårlig,মন্দ
616,richtig::A,riktig,ঠিক
617,schlimm::A,slem,কদর্য
618,wahr::A,sann,বাস্তব
619,alt::A,gammel,পুরাতন
620,neu::A,ny,নব
621,neu::A,ny,নূতন
622,ehemalig::A,forhenværende,পূর্বকালীন
623,alt[Lebewesen]::A,gammel,বৃদ্ধ
624,jung::A,ung,তরুণ
625,arm::A,fattig,ক্ষুদ্র
626,reich::A,rik,ধনবান্
627,bekannt::A,kjent,সুপরিচিত
628,berühmt::A,berømt,বিখ্যাত
629,fremd::A,fremmed,বিদেশি
630,verschieden::A,forskjellig,বিসদৃশ
631,nah::A,nær,নিকটবতী
632,fern::A,fjern,দুরবতী
633,linker::A,venstre,বাম
634,rechter::A,høyre,ডান
635,rechter::A,høyre,ডাইন
636,anderer::A,annen,অন্যতর
637,erster::A,første,প্রথম
638,zweiter::A,annen,দ্বিতীয়
639,dritter::A,tredje,তৃতীয়
640,letzter::A,sist,সর্বশেষ
641,allein::ADV,alene,একক
642,auf einmal::ADV,med ett,জলদি
643,zusammen::ADV,sammen,একসঙ্গে
644,lange::ADV,lenge,লম্বা
645,plötzlich::ADV,plutselig,হঠাৎ
646,sofort::ADV,straks,মুহ্ণর্তমধ্যে
647,später::ADV,senere,পশ্চাতে
648,jetzt::ADV,nå,এখন
649,heute::ADV,i dag,আজ
650,morgen::ADV,i morgen,আগামিকাল
651,bald::ADV,snart,অস্পকালমধ্যে
652,dann::ADV,så,তখন
653,gestern::ADV,i går,গতকাল
654,einst::ADV,engang,একবার মাত্র
655,damals::ADV,den gang,তখন
656,danach::ADV,deretter,পরে
657,vorher::ADV,før,আগে
658,vorher::ADV,i forveien,আগে
659,zuerst::ADV,først,আগে
660,einmal::ADV,en gang,একবার
661,manchmal::ADV,somme tider,কখনও কখনও
662,oft::ADV,ofte,ঘনঘন
663,immer::ADV,alltid,সর্বদা
664,niemals::ADV,aldri,কখলও নহে
665,hier::ADV,her,এখানে
666,hierhin::ADV,hit,এখানে
667,von hier::ADV,herfra,ত্রই স্তান হইতে
668,dort::ADV,der,ওখানে
669,dorthin::ADV,dit,ওখানে
670,geradeaus::ADV,rett fram,অগ্রগামী
671,vorwärts::ADV,fram,সন্মুখিকে
672,vorwärts::ADV,framover,সন্মুখিকে
673,rückwärts::ADV,baklengs,খিরিয়া
674,zurück::ADV,tilbake,পিঠ
675,unten::ADV,nede,নীচে
676,hinab::ADV,ned,নিম্নগামী
677,hinab::ADV,nedover,নিম্নগামী
678,oben::ADV,oppe,উপরে
679,oben::ADV,ovenpå,উপরে
680,hinauf::ADV,opp,উচ্চতর অংশে
681,hinauf::ADV,oppover,উচ্চতর অংশে
682,überall::ADV,overalt,সর্বত্র
683,nicht::ADV,ikke,না
684,ein wenig::ADV,litt,অল্প
685,kaum::ADV,neppe,কষ্টসহকাবে
686,sehr::ADV,svært,খুব
687,so::ADV,så,তত
688,noch::ADV,enda,এখন পর্যস্ত
689,nur::ADV,bare,শুধু
690,schon::ADV,alt,ইতঃপুর্বে
691,schon::ADV,allerede,ইতঃপুর্বে
692,wieder::ADV,igjen,আবার
693,vergebens::ADV,forgjeves,বিফলে
694,vor::PRP,foran,সম্মুখে
695,vor::PRP,utenfor,সম্মুখে
696,hinter::PRP,bak,পশ্চাতে
697,hinter::PRP,bakom,পশ্চাতে
698,unter::PRP,under,নীচে
699,durch::PRP,gjennom,দ্বারা
700,durch::PRP,igjennom,দ্বারা
701,neben::PRP,ved siden av,কাছে
702,zwischen::PRP,mellom,মধ্যে
703,wegen::PRP,på grunn av,জন্য
704,dies::PRN,dette,এটা
705,das::PRN,det,ওটা
706,alles::PRN,alt,সব
707,ich::PRN,jeg,আমি
708,du::PRN,du,তুমি
709,er::PRN,han,উনি
710,wir::PRN,vi,আমরা
711,ihr::PRN,dere,তোমরা
712,sie::PRN,de,তারা
713,was::FPRN,hva,কি
714,wer::FPRN,hvem,কে
715,wo::FADV,hvor,কোথায়
716,wohin::FADV,hvor ... hen,কোথায়
717,wie::FADV,hvordan,কেমন
718,warum::FADV,hvorfor,কেন
719,wieviel::FNUM,hvor mye,কত
720,eins::NUM,en,অক
721,eins::NUM,ett,অক
722,zwei::NUM,to,দুই
723,drei::NUM,tre,তিন
724,vier::NUM,fire,চার
725,fünf::NUM,fem,পাঁচ
726,sechs::NUM,seks,ছয়
727,sieben::NUM,sju,সাত
728,acht::NUM,åtte,আট
729,neun::NUM,ni,নয়
730,zehn::NUM,ti,দশ
731,elf::NUM,elleve,এগারো
732,zwölf::NUM,tolv,দ্বাদশ
733,zwanzig::NUM,tjue,বিশ
734,dreißig::NUM,tretti,ত্রিশ
