,Concept_ID,mdf,sk
82,Schatten::N,цильф,tieň
83,Wetter::N,уша,počasie
84,Nebel::N,тума́н,hmla
85,Wolke::N,ковол,oblak
86,Wolke::N,ковол,mračno
87,Regen::N,пизем,dážď
88,Schnee::N,лов,sneh
89,Eis::N,эй,ľad
90,Frost::N,ке́льме,mráz
91,Kälte::N,якшама,zima
92,Kälte::N,якшама,chlad
93,Hitze::N,пси,horúčava
94,Raureif::N,леш,srieň
95,Raureif::N,леш,inovať
96,Regenbogen::N,а́тямъёнга,dúha
97,Donner::N,атям,hrom
98,Strömung::N,шудема́,prúdenie
99,Tropfen::N,путькс,kvapka
100,Tropfen::N,пътняфкс,kvapka
101,Schaum::N,шов,pena
102,Schmutz::N,ърда́з,špina
103,Schmutz::N,ърда́з,nečistota
104,See::N,эрьхке,jazero
105,Sumpf::N,шяй,bahno
106,Moor::N,шяй,močiar
107,Wiese::N,луга,lúka
108,Wald::N,вирь,les
109,Wald::N,вирь,hora
110,Hügel::N,губо́р,vŕšok
111,Hügel::N,пандоня,vŕšok
112,Anhöhe::N,губо́р,výšina
113,Anhöhe::N,губо́р,vyvýšenina
114,Berg::N,панда,hora
115,Gipfel::N,пря,vrchol
116,Höhle::N,у́нда,jaskyňa
117,Abhang::N,па́нда ша́ма,úbočie
118,Quelle::N,эшиня,prameň
119,Bach::N,шудерькс,potok
120,Fluss::N,ляй,rieka
121,Ufer::N,търва́,breh
122,Küste::N,ляйтърва́,pobrežie
123,Festland::N,мода,pevnina
124,Meer::N,моря,more
125,Bucht::N,ведьуське,záliv
126,Bucht::N,ведьуське,zátoka
127,Insel::N,цёнга,ostrov
128,Blume::N,панчф,kvet
129,Blume::N,панчф,kvetina
130,Gras::N,тише,tráva
131,Wurzel::N,юр,koreň
132,Wurzel::N,ункс,koreň
133,Baum::N,шуфта,strom
134,Stamm::N,ро́нга,kmeň
135,Rinde::N,кер,kôra
136,Ast::N,морга,konár
137,Zweig::N,тарад,vetva
138,Blatt::N,лопа,list
139,Birke::N,ке́лу,breza
140,Kiefer[Baum]::N,пиче,sosna
141,Kiefer[Baum]::N,пиче,borovica
142,Weide[Baum]::N,каль,vŕba
143,Tanne::N,куз,jedľa
144,Horn::N,сюра,roh
145,Feder::N,толга,pero
146,Fell::N,кедь,koža
147,Fell::N,кедь,kožušina
148,Flügel::N,паця,krídlo
149,Klaue::N,кенже,paznecht
150,Kralle::N,кенже,pazúr
151,Schwanz::N,пула,chvost
152,Ei::N,ал,vajce
153,Ei::N,ал,vajíčko
154,Nest::N,пиза,hniezdo
155,Bau::N,пиза,nora
156,Tier::N,жува́та,zviera
157,Herde::N,нал,stádo
158,Herde::N,стада,stádo
159,Kuh::N,скал,krava
160,Kuh::N,тракс,krava
161,Bulle::N,бука,býk
162,Pferd::N,лишме,kôň
163,Schaf::N,уча́,ovca
164,Schwein::N,тува,sviňa
165,Hund::N,пине,pes
166,Katze::N,катоня,mačka
167,Katze::N,аваката,mačka
168,Bär::N,офта,medveď
169,Eichhörnchen::N,ур,veverička
170,Elch::N,ся́рда,los
171,Fuchs::N,келазь,líška
172,Hase::N,ну́мол,zajac
173,Maus::N,шеер,myš
174,Wolf::N,върьгаз,vlk
175,Vogel::N,нармонь,vták
176,Schwarm::N,ко́вол,roj
177,Schwarm::N,ме́швеле,roj
178,Huhn::N,сараз,kurča
179,Huhn::N,сараз,sliepka
180,Hahn::N,а́тякш,kohút
181,Gans::N,маци,hus
182,Adler::N,куцькан,orol
183,Ente::N,яксярга,kačka
184,Ente::N,яксярга,kačica
185,Eule::N,ко́рож,sova
186,Kranich::N,ка́рга,žeriav
187,Krähe::N,ва́рси,vrana
188,Kuckuck::N,ку́ку,kukučka
189,Schwan::N,ло́ксти,labuť
190,Fisch::N,кал,ryba
191,Barsch::N,о́кунь,ostriež
192,Hecht::N,щу́ка,šťuka
193,Schlange[Tier]::N,куй,had
194,Wurm::N,сукс,červ
195,Spinne::N,унжа́,pavúk
196,Ameise::N,панжам,mravec
197,Laus::N,си,voš
198,Mücke::N,ся́ське,komár
199,Fliege::N,кару,mucha
200,Schmetterling::N,ме́лав,motýľ
201,Beere::N,и́мож,bobuľa
202,Apfel::N,марь,jablko
203,Pilz::N,панга,hríb
204,Zwiebel::N,шурьхкя́,cibuľa
205,Saat::N,видьмот,osivo
206,Korn::N,сёра,zrno
207,Heu::N,тише,seno
208,Schale::N,кедь,šupa
209,Schale::N,кедь,škrupina
210,Grube::N,лотка,jama
211,Falle::N,туфкс,pasca
212,Falle::N,туфкс,klepec
213,Falle::N,кунда́ма,pasca
214,Falle::N,кунда́ма,klepec
215,Schlinge::N,килькш,slučka
216,Spur::N,пильгоки́,stopa
217,Asche::N,кулу,popol
218,Dreck::N,ърда́з,kal
219,Dreck::N,ърда́з,blato
220,Eisen::N,кшни,železo
221,Gold::N,ока,zlato
222,Gold::N,золота,zlato
223,Silber::N,сия́,striebro
224,Kohle::N,седь,uhlie
225,Kohle::N,седьвальмя,uhlie
226,Glas::N,кля́нцек,sklo
227,Lehm::N,сёвонь,íl
228,Lehm::N,сёвонь,hlina
229,Sand::N,шува́р,piesok
230,Mensch::N,ломань,človek
231,Mann::N,аля,muž
232,Mann::N,аля,chlap
233,Mann::N,цёраломань,muž
234,Mann::N,цёраломань,chlap
235,Frau::N,ава,žena
236,Kind::N,идь,dieťa
237,Kind::N,шаба,dieťa
238,Junge::N,цёраня,chlapec
239,Mädchen::N,стирня́,dievka
240,Familie::N,тнал,rodina
241,Familie::N,семья,rodina
242,Großvater::N,атя,dedo
243,Großvater::N,атя,starý otec
244,Großvater::N,щя́тя,dedo
245,Großvater::N,щя́тя,starý otec
246,Großmutter::N,баба,babička
247,Großmutter::N,баба,stará mať
248,Eltern::N,тя́дят-а́лят,rodičia
249,Vater::N,аля,otec
250,Mutter::N,ава,mať
251,Mutter::N,ава,matka
252,Mutter::N,тядя,mať
253,Mutter::N,тядя,matka
254,Sohn::N,цёра,syn
255,Tochter::N,стирь,dcéra
256,Bruder::N,дуган,brat
257,Bruder::N,пяльне,brat
258,Schwester::N,ака,sestra
259,Schwester::N,сазор,sestra
260,Onkel::N,оця,ujo
261,Onkel::N,оця,strýko
262,Onkel::N,патя,ujo
263,Onkel::N,патя,strýko
264,Onkel::N,щеня́,ujo
265,Onkel::N,щеня́,strýko
266,Tante::N,ака,teta
267,Tante::N,ака,tetka
268,Tante::N,щака,teta
269,Tante::N,щака,tetka
270,Ehemann::N,мирде,muž
271,Ehemann::N,мирде,manžel
272,Ehefrau::N,ърьвя́,žena
273,Ehefrau::N,ърьвя́,manželka
274,Freude::N,ке́нярдема,radosť
275,Gelächter::N,рахсема,smiech
276,Glück::N,паваз,šťastie
277,Kummer::N,ризф,žiaľ
278,Kummer::N,ризф,zármutok
279,Kummer::N,пичефкс,žiaľ
280,Kummer::N,пичефкс,zármutok
281,Wunsch::N,мяль,prianie
282,Wunsch::N,таколдома,prianie
283,Lust::N,таколдома,chuť
284,Geist::N,вайме,duch
285,Gedanke::N,мяль,myšlienka
286,Gedächtnis::N,прявий,pamäť
287,Verstand::N,прявий,rozum
288,Sinn::N,ён,zmysel
289,Grund::N,туфта́л,dôvod
290,Grund::N,туфта́л,príčina
291,Wahrheit::N,ви́де,pravda
292,Wahrheit::N,видеши́,pravda
293,Gespräch::N,корхтама,reč
294,Gespräch::N,корхтама,rozhovor
295,Märchen::N,ёфкс,rozprávka
296,Erzählung::N,азкс,poviedka
297,Nachricht::N,куля́,správa
298,Neuigkeit::N,куля́,novinka
299,Name::N,лем,meno
300,Rätsel::N,со́дама ёфкс,záhada
301,Rätsel::N,со́дама ёфкс,hádanka
302,Rede::N,вал,reč
303,Rede::N,корхтама,reč
304,Sprache::N,кяль,reč
305,Sprache::N,кяль,jazyk
306,Stimme::N,вайгяль,hlas
307,Wort::N,вал,slovo
308,Zeichen::N,тя́ште,znak
309,Zeichen::N,тя́штькс,znak
310,Ruf::N,тердема,volanie
311,Ruf::N,тердема,zavolanie
312,Lärm::N,гайф,hluk
313,Lärm::N,гайф,hurhaj
314,Lärm::N,жалакодома,hluk
315,Lärm::N,жалакодома,hurhaj
316,Laut::N,вайгяль,zvuk
317,Ton::N,вайгяль,tón
318,Ton::N,вайгяль,zvuk
319,Lied::N,мора,pieseň
320,Ruhe::N,сетьме,pokoj
321,Leute::N,ломатть,ľudia
322,Volk::N,наро́д,ľud
323,Volk::N,наро́д,národ
324,Arbeit::N,тев,práca
325,Arbeit::N,тев,robota
326,Gast::N,и́нжи,hosť
327,Gast::N,ко́нак,hosť
328,Geschenk::N,казне,dar
329,Spiel::N,налхкома,hra
330,Spiel::N,налхксема,hra
331,Gesellschaft::N,кружок,spoločnosť
332,Hilfe::N,лездома,pomoc
333,Freund::N,я́лга,priateľ
334,Kamerad::N,я́лга,kamarát
335,Angelegenheit::N,тев,vec
336,Angelegenheit::N,тев,záležitosť
337,Anzahl::N,лувкс,počet
338,Anzahl::N,лувкс,množstvo
339,Art::N,вид,druh
340,Stück::N,пакш,kus
341,Stück::N,пакш,kúsok
342,Teil::N,часть,časť
343,Teil::N,пялькс,časť
344,Hälfte::N,пяле,polka
345,Hälfte::N,пяле,polovica
346,Kreis::N,шаркс,kruh
347,Kreuz::N,крёз,kríž
348,Linie::N,межа,línia
349,Linie::N,китькс,línia
350,Strich::N,межа,čiara
351,Abstand::N,ётка,vzdialenosť
352,Entfernung::N,ётка,vzdialenosť
353,Gegend::N,ва́ста,kraj
354,Gegend::N,ва́ста,krajina
355,Gegend::N,перьфпя́ль,kraj
356,Gegend::N,перьфпя́ль,krajina
357,Platz::N,ва́ста,miesto
358,Ort::N,ва́ста,miesto
359,Seite::N,пяле,bok
360,Seite::N,пяле,strana
361,Mitte::N,кучка́,stred
362,Gegenstand::N,веща,predmet
363,Sache::N,тев,vec
364,Sache::N,веща,vec
365,Rand::N,пе,kraj
366,Rand::N,пе,okraj
367,Kante::N,и́рдез,hrana
368,Ecke::N,ужа,roh
369,Spitze::N,пря,hrot
370,Spitze::N,пря,špička
371,Ende::N,пе,koniec
372,Loch::N,варя,diera
373,Winkel::N,ужа,kút
374,Muster::N,сёрма,vzor
375,Muster::N,сёрма,vzorka
376,Größe::N,серь,veľkosť
377,Länge::N,кува́лма,dĺžka
378,Höhe::N,серь,výška
379,Gewicht::N,сталма,váha
380,Menge::N,лувкс,množstvo
381,Haufen::N,мар,hŕba
382,Reihe::N,ряд,rad
383,Boot::N,венеж,čln
384,Ruder::N,миле,veslo
385,Schlitten::N,ну́рда,sane
386,Ski::N,сокс,lyža
387,Lagerfeuer::N,то́лмар,táborák
388,Last::N,канкс,ťarcha
389,Last::N,канкс,bremeno
390,Last::N,сталма,ťarcha
391,Last::N,сталма,bremeno
392,Gang::N,молема,chôdza
393,Schritt::N,аськолкс,krok
394,Norden::N,якшама шире,sever
395,Süden::N,ля́мбе ши́ре,juh
396,Westen::N,ши валгома шире,západ
397,Osten::N,шинь стяма шире,východ
398,Holz::N,вирь,drevo
399,Holz::N,шуфта,drevo
400,Brett::N,лавця,doska
401,Platte::N,плита́,doska
402,Platte::N,плита́,platňa
403,Stütze::N,неже,opora
404,Stange::N,олга,tyč
405,Stock::N,байдек,palica
406,Stab::N,олгоня,palica
407,Rohr::N,турама,rúra
408,Haus::N,куд,dom
409,Heim::N,куд,domov
410,Ofen::N,пянакуд,pec
411,Ofen::N,пянакуд,kachle
412,Fußboden::N,кия́кс,dlážka
413,Fußboden::N,кия́кс,podlaha
414,Tisch::N,шра,stôl
415,Tisch::N,моркш,stôl
416,Stuhl::N,стул,stolička
417,Wiege::N,нюря́м,kolíska
418,Bett::N,ацам,lôžko
419,Bett::N,ацам,posteľ
420,Regal::N,лавцяланга,regál
421,Regal::N,лавцяланга,polica
422,Kiste::N,парга,debna
423,Fenster::N,валмья,okno
424,Fenster::N,валмья,oblok
425,Tür::N,кенкш,dvere
426,Tor::N,ортат,vráta
427,Zaun::N,перяфкс,plot
428,Zaun::N,перяфкс,ohrada
429,Dach::N,кудпря,krov
430,Dach::N,кудпря,strecha
431,Leiter::N,куцема,rebrík
432,Leiter::N,куцема,rebrina
433,Besen::N,тяльме,metla
434,Spaten::N,ка́йме,rýľ
435,Schaufel::N,ко́поня,lopata
436,Schaufel::N,ця́рдом,lopata
437,Gabel::N,ця́нгоня,vidlička
438,Löffel::N,куцю,lyžica
439,Messer::N,пеель,nôž
440,Nagel::N,эска,klinec
441,Haken::N,кя́чказ,hák
442,Haken::N,кя́чказ,háčik
443,Griff::N,недь,rukoväť
444,Griff::N,кунда́мка,rukoväť
445,Schloss::N,замо́к,zámka
446,Bild::N,карти́на,obraz
447,Figur::N,ронга-понда,figúra
448,Puppe::N,ня́ка,bábka
449,Puppe::N,ня́ка,bábika
450,Beutel::N,кяскав,vrece
451,Beutel::N,кяскав,vrecko
452,Bündel::N,кярьме,uzlík
453,Bündel::N,кярьме,zväzok
454,Tasche::N,кошяльня,taška
455,Tasche::N,кошяльня,kabelka
456,Eimer::N,ве́дарка,vedro
457,Deckel::N,тавадкс,vrchnák
458,Deckel::N,тавадкс,pokrývka
459,Deckel::N,вельхкс,vrchnák
460,Deckel::N,вельхкс,pokrývka
461,Geschirr::N,кядьге,nádoba
462,Sack::N,кяскав,mech
463,Sack::N,кяскав,vrece
464,Tasse::N,ша́ваня,šálka
465,Topf::N,кавозь,hrniec
466,Kessel::N,сргавозь,kotol
467,Essen::N,ярхцама,jedlo
468,Nahrung::N,ярхцампяль,strava
469,Nahrung::N,ярхцампяль,potrava
470,Speise::N,ярхцама,jedlo
471,Fleisch::N,пал,mäso
472,Fleisch::N,сиволь,mäso
473,Getreide::N,сёра,obilie
474,Brei::N,ям,kaša
475,Brot::N,кши,chlieb
476,Scheibe::N,кочам,kotúč
477,Scheibe::N,кочам,krajec
478,Fett::N,куя́,tuk
479,Fett::N,куя́,masť
480,Butter::N,вай,maslo
481,Öl::N,вай,olej
482,Salz::N,сал,soľ
483,Suppe::N,шонгарям,polievka
484,Suppe::N,коршампяль,polievka
485,Honig::N,медь,med
486,Milch::N,лофца,mlieko
487,Tee::N,чай,čaj
488,Leder::N,кедь,koža
489,Wolle::N,пона,vlna
490,Stoff::N,котф,súkno
491,Nadel::N,салмокс,ihla
492,Faden::N,сюре,niť
493,Faden::N,сюре,vlákno
494,Knopf::N,пуня,gombík
495,Knoten::N,сюлма,uzol
496,Farbe::N,архтомбяль,farba
497,Kleidung::N,щам,šaty
498,Kleidung::N,щам,šatstvo
499,Hemd::N,па́нар,košeľa
500,Kragen::N,сиве,golier
501,Ärmel::N,ожа,rukáv
502,Hose::N,понкст,nohavice
503,Gürtel::N,каркс,pás
504,Gürtel::N,каркс,opasok
505,Mütze::N,вазь,čiapka
506,Schuh::N,башма́к,obuv
507,Schuh::N,башма́к,topánka
508,Stiefel::N,кя́ме,čižma
509,Ring::N,суркс,prsteň
510,Band::N,керькс,stuha
511,Band::N,лента,stuha
512,Kamm::N,сюрьхцем,hrebeň
513,Spiegel::N,ванома,zrkadlo
514,Riemen::N,шнань каркс,remeň
515,Schnur::N,пикс,šnúra
516,Schnur::N,карькскя,šnúra
517,Leine::N,вядьме,vodidlo
518,Decke::N,вельхкс,deka
519,Decke::N,вельхкс,prikrývka
520,Kissen::N,тоду,poduška
521,Tuch::N,руця́,šatka
522,Handtuch::N,на́рдама,uterák
523,Kraft::N,вий,moc
524,Stärke::N,вииши,sila
525,Gesundheit::N,шумбраши́,zdravie
526,Krankheit::N,урма́,nemoc
527,Krankheit::N,урма́,choroba
528,Krankheit::N,сярядема,nemoc
529,Krankheit::N,сярядема,choroba
530,Schmerz::N,маряма,bolesť
531,Wunde::N,керф,rana
532,Fieber::N,маштыкс,horúčka
533,Arznei::N,надо́бья,liek
534,Arznei::N,пъчка́фтома,liek
535,Brücke::N,седь,most
536,Brunnen::N,эши,studňa
537,Weide::N,ванома васта,pastva
538,Pfad::N,ян,chodník
539,Pfad::N,киня́,chodník
540,Weg::N,ки,cesta
541,Straße::N,ки,hradská
542,Dorf::N,веле,dedina
543,Stadt::N,ош,mesto
544,Brief::N,сёрма,list
545,Buch::N,книга,kniha
546,Buchstabe::N,бу́ква,litera
547,Buchstabe::N,бу́ква,písmeno
548,Zeitung::N,газе́та,noviny
549,Leben::N,эряф,život
550,Leben::N,эряма,život
551,Tod::N,кулома́,smrť
552,Grab::N,калма,hrob
553,Kirche::N,це́рькав,kostol
554,Sünde::N,пежеть,hriech
555,Sünde::N,муворкс,hriech
556,Gott::N,шкай,boh
557,Arbeiter::N,трудендай,robotník
558,Arbeiter::N,трудендай,pracnovík
559,Arbeiter::N,работник,robotník
560,Arbeiter::N,работник,pracnovík
561,Chef::N,азор,šéf
562,Chef::N,азор,riaditeľ
563,Chef::N,оцюня,šéf
564,Chef::N,оцюня,riaditeľ
565,Meister::N,мастяр,majster
566,Arzt::N,врач,lekár
567,Arzt::N,доктор,lekár
568,Lehrer::N,учи́тель,učiteľ
569,Geld::N,ярмакт,peniaze
570,Geschäft::N,ладяфкс,obchod
571,Geschäft::N,ладяф тев,obchod
572,Laden::N,ла́вка,obchod
573,Preis::N,питне,cena
574,Ware::N,миф,tovar
575,Ware::N,ра́маф,tovar
576,Nutzen::N,пара,osoh
577,Nutzen::N,пара,úžitok
578,Nutzen::N,лезкс,osoh
579,Nutzen::N,лезкс,úžitok
580,Reichtum::N,ко́зяши,bohatstvo
581,Welt::N,свет,svet
582,Land::N,мастор,územie
583,Land::N,мастор,krajina
584,Staat::N,государства,štát
585,König::N,король,kráľ
586,Macht::N,азорондама,moc
587,Macht::N,азорондама,mocnosť
588,Macht::N,азорксши,moc
589,Macht::N,азорксши,mocnosť
590,Grenze::N,ёткаян,hranica
591,Krieg::N,война́,vojna
592,Feind::N,душман,nepriateľ
593,Feind::N,каршек тюри,nepriateľ
594,Gewalt::N,наругама,násilie
595,Kampf::N,тюрема́,boj
596,Bogen[Waffe]::N,нал,luk
597,Pfeil::N,нал,šíp
598,Pfeil::N,нал,strela
599,Gewehr::N,винто́вка,puška
600,Fehler::N,эльбядькс,omyl
601,Fehler::N,эльбядькс,chyba
602,Lüge::N,васькафнема,lož
603,Schaden::N,зия́н,ujma
604,Schaden::N,зия́н,škoda
605,Unglück::N,зия́н,nešťastie
606,Schuld::N,муворши,vina
607,Schuld::N,муворши,previnenie
608,Alter::N,эряф кизот,vek
609,Alter::N,эряфонь пинге,vek
610,Schluss::N,пе,záver
611,Schluss::N,пе,koniec
612,Zeit::N,пинге,čas
613,Tag::N,ши,deň
614,Morgen::N,шобдава,ráno
615,Mittag::N,шикучка,poludnie
616,Abend::N,иля́дь,večer
617,Nacht::N,ве,noc
618,Woche::N,недя́ля,týždeň
619,Monat::N,ков,mesiac
620,Jahr::N,киза,rok
621,Frühling::N,тунда́,jar
622,Sommer::N,киза,leto
623,Herbst::N,сёксе,jeseň
624,Winter::N,тяла,zima
625,Januar::N,кельмеков,január
626,Februar::N,уфайков,február
627,März::N,марайков,marec
628,April::N,шудиков,apríl
629,Mai::N,панжиков,máj
630,Juni::N,лямбеков,jún
631,Juli::N,псиков,júl
632,August::N,сёроньков,august
633,September::N,тюжягов,september
634,Oktober::N,кельмазаков,október
635,November::N,эйндамков,november
636,Dezember::N,кучкаков,december
637,Montag::N,одговши,pondelok
638,Dienstag::N,ша́вши,utorok
639,Mittwoch::N,вержи,streda
640,Donnerstag::N,шува́ланя,štvrtok
641,Freitag::N,пя́денця,piatok
642,Samstag::N,ёткши,sobota
643,Sonntag::N,таргоши,nedeľa
644,groß::A,оцю,veľký
645,klein::A,ёмла,malý
646,lang::A,кува́ка,dlhý
647,kurz::A,нюрьхкя́ня,krátky
648,breit::A,кели,široký
649,schmal::A,тяйня,úzky
650,dicht::A,сиде,hustý
651,dicht::A,туста,hustý
652,dick[Gegenstand]::A,эчке,tlstý
653,dünn::A,шува́ня,tenký
654,fein::A,шува́ня,jemný
655,fest::A,кеме,pevný
656,flach::A,лапш,rovný
657,flach::A,лапш,plochý
658,glatt::A,вадяв,hladký
659,glatt::A,такор,hladký
660,hart::A,калгода,tvrdý
661,weich::A,ляпе,mäkký
662,rund::A,кру́глай,guľatý
663,rund::A,кру́глай,okrúhly
664,spitz::A,ботаз,končitý
665,spitz::A,оржа,končitý
666,scharf::A,оржа,ostrý
667,stumpf::A,ношка,tupý
668,schwer::A,стака,ťažký
669,schön::A,мазы,pekný
670,schön::A,мазы,krásny
671,heiß::A,пси,horúci
672,warm::A,лямбе,teplý
673,kalt::A,кельме,studený
674,kühl::A,эше,chladný
675,frisch::A,свежай,svieži
676,feucht::A,летьке,vlhký
677,feucht::A,летьке,zvlhnutý
678,nass::A,начка,mokrý
679,trocken::A,коське,suchý
680,voll::A,пяшксе,plný
681,leer::A,шава,prázdny
682,offen::A,панжада,otvorený
683,offen::A,виде,otvorený
684,geschlossen::A,пякстаф,zavretý
685,geschlossen::A,сёлгф,zavretý
686,sauber::A,ару,čistý
687,schmutzig::A,рда́зу,špinavý
688,schmutzig::A,пя́ндра,špinavý
689,roh::A,верок,surový
690,reif::A,ке́нерьф,zrelý
691,lecker::A,танцти,chutný
692,süß::A,ламбама,sladký
693,bitter::A,сяпи,horký
694,sauer::A,шапама,kyslý
695,hell::A,валда,jasný
696,hell::A,валда,svetlý
697,dunkel::A,шобда,temný
698,schwarz::A,равжа,čierny
699,weiß::A,акша,biely
700,rot::A,якстерь,červený
701,gelb::A,тюжя́,žltý
702,blau::A,сенем,modrý
703,blau::A,сенем,belasý
704,grün::A,пиже,zelený
705,grün::A,сянгяря,zelený
706,grau::A,уле,šedý
707,bunt::A,сёрмав,pestrý
708,billig::A,у́цез,lacný
709,billig::A,аф пи́тни,lacný
710,teuer::A,пи́тни,drahý
711,wertvoll::A,питни,cenný
712,blind::A,сокор,slepý
713,taub::A,пярав,hluchý
714,kräftig::A,пяк вии,silný
715,stark::A,вии,silný
716,schwach::A,лафча,slabý
717,schwach::A,лафча,bezvládny
718,fett::A,куя́,tučný
719,schlank::A,виде ронга,štíhly
720,hübsch::A,мазы,šumný
721,hübsch::A,мазы,švárny
722,böse::A,кяжи,zlý
723,dumm::A,аф ёню,hlúpy
724,dumm::A,шава пря,hlúpy
725,faul::A,нола,lenivý
726,fleißig::A,ку́лхцонды,snaživý
727,fleißig::A,ку́лхцонды,usilovný
728,geizig::A,кирьжя,skupý
729,geizig::A,кирьжя,lakomý
730,geizig::A,жаднай,skupý
731,geizig::A,жаднай,lakomý
732,klug::A,ёню,múdry
733,klug::A,ёню,bystrý
734,klug::A,пря́ви,múdry
735,klug::A,пря́ви,bystrý
736,geschickt::A,маштозь тиф,zručný
737,geschickt::A,маштозь тиф,šikovný
738,lieb::A,цебярь,milý
739,lustig::A,ра́хси,veselý
740,sanft::A,сетьме,nežný
741,hungrig::A,вача,lačný
742,hungrig::A,вача,hladný
743,hungrig::A,вачеда,lačný
744,hungrig::A,вачеда,hladný
745,krank::A,сяряди,chorý
746,krank::A,сяряди,nemocný
747,nackt::A,штада,nahý
748,nackt::A,кърхтапа,nahý
749,traurig::A,ла́жнай,smutný
750,lebendig::A,эряй,živý
751,gut::A,пара,dobrý
752,gut::A,цебярь,dobrý
753,schlecht::A,кальдяв,zlý
754,richtig::A,виде,správny
755,schlimm::A,кальдяв,zlý
756,schlimm::A,кальдяв,nepríjemný
757,wahr::A,афкуксонь,pravý
758,wahr::A,афкуксонь,pravdivý
759,alt::A,ташта,starý
760,neu::A,од,nový
761,ehemalig::A,и́нгольдень,bývalý
762,alt[Lebewesen]::A,сире,starý
763,jung::A,од,mladý
764,arm::A,а́шу,chudobný
765,reich::A,козя,bohatý
766,bekannt::A,содаф,známy
767,berühmt::A,содавикс,slávny
768,berühmt::A,содавикс,povestný
769,fremd::A,лия,cudzí
770,fremd::A,аф содаф,cudzí
771,verschieden::A,аф фкя ла́цонь,rôzny
772,verschieden::A,аф фкя ла́цонь,rozličný
773,nah::A,мала,blízky
774,nah::A,аф ичкоздень,blízky
775,fern::A,и́чкоздень,ďaleký
776,fern::A,куна́рдонь,ďaleký
777,linker::A,кержи,ľavý
778,rechter::A,види,pravý
779,anderer::A,лия,iný
780,anderer::A,лия,druhý
781,erster::A,васенце,prvý
782,zweiter::A,омбоце,druhý
783,dritter::A,колмоце,tretí
784,letzter::A,ме́кольце,ostatný
785,letzter::A,ме́кольце,posledný
786,allein::ADV,ськамонза,sám
787,auf einmal::ADV,вихцок,zároveň
788,zusammen::ADV,марс,spolu
789,zusammen::ADV,марс,spoločne
790,zusammen::ADV,ма́рса,spolu
791,zusammen::ADV,ма́рса,spoločne
792,lange::ADV,кува́тьс,dlho
793,plötzlich::ADV,а́пак учт,náhle
794,sofort::ADV,тяникиге,hneď
795,sofort::ADV,тяникиге,ihneď
796,später::ADV,ме́ле,neskoršie
797,jetzt::ADV,тяни,teraz
798,heute::ADV,тячи,dnes
