,Concept_ID,mhr,ady
67,Welle::N,то́лкын,ор
68,Welle::N,то́лкын,оры
69,Wasser::N,вӱд,псы
70,Stein::N,кӱ,мыжъо́
71,Boden::N,рок,чӏ́ыгу
72,Erde::N,мла́нде,чӏ́ыгу
73,Staub::N,пура́к,сап
74,Rauch::N,шикш,ӏугъо́
75,Funke::N,сеске́м,мэшӏуа́ч
76,Funke::N,тулйы́п,мэшӏуа́ч
77,Feuer::N,тул,машӏо́
78,Licht::N,со́то,нэфы
79,Licht::N,со́то,нэфын
80,Schatten::N,ӱ́мыл,жьау́
81,Schatten::N,ӱ́мыл,ныбжьыкъу
82,Wetter::N,иге́че,
83,Nebel::N,тӱтыра́,пща́гъу
84,Wolke::N,пыл,ошъуапщэ
85,Regen::N,йӱр,ощхы
86,Schnee::N,лум,осы́
87,Eis::N,ий,мылы
88,Frost::N,чатлама́,
89,Kälte::N,йӱ́штӧ,чъыӏэ́
90,Hitze::N,шо́кшо,фэба́е
91,Raureif::N,пӧрш,
92,Raureif::N,по́кшым,
93,Regenbogen::N,шонанпы́л, лэгъупэкъо́пс
94,Donner::N,кӱ́дырчӧ,шыблэ́
95,Strömung::N,йо́гын,ток
96,Tropfen::N,чӱча́лтыш,ткӏопс
97,Tropfen::N,чӱча́лтыш,гъуаткӏу
98,Schaum::N,шоҥ,тхъурбэ
99,Schmutz::N,лавыра́,псынжъы
100,See::N,ер,хыку́м
101,See::N,ер,псыхъура́й
102,Sumpf::N,лӱ́кӧ,орыжъ
103,Moor::N,куп,орыжъ
104,Wiese::N,о́лык,хъупӏэ́
105,Wiese::N,о́лык,мэкъупӏ
106,Wald::N,чодыра́,мэзы́
107,Hügel::N,арка́,ӏуашъхь
108,Anhöhe::N,тӧва́,чӏыӏэтыгъ
109,Anhöhe::N,кӱкшака́,чӏыӏэтыгъ
110,Berg::N,ку́рык,къушъхьэ́
111,Gipfel::N,чаҥга́,шыгу
112,Gipfel::N,курыкву́й,шыгу
113,Höhle::N,пеще́р,гъочӏэгъ
114,Höhle::N,курыкпо́мыш,гъочӏэгъ
115,Abhang::N,та́йыл,чапэ
116,Quelle::N,важ,псынэчэ́чъ
117,Quelle::N,вӱдшинча́,псынэчэ́чъ
118,Bach::N,изэҥе́р,псышкуашку
119,Fluss::N,эҥе́р,псыхъо́
120,Ufer::N,сер,нэпкъы
121,Küste::N,вӱдтӱ́р,ӏушъо
122,Festland::N,мла́нде,чӏл́ыгу
123,Meer::N,те́ҥыз,хы
124,Bucht::N,икса́,хыблыгу
125,Insel::N,отро́,хыгъэхъу́н
126,Blume::N,пеле́дыш,къэгъа́гь
127,Gras::N,шу́до,уцы́
128,Wurzel::N,вож,лъапсэ́
129,Baum::N,пуше́ҥге,чъыгы́
130,Stamm::N,йы́тыр,пкъы
131,Rinde::N,шӱм,пхъашъо́
132,Ast::N,укш,куамэ
133,Zweig::N,торма́к,къутамэ́
134,Blatt::N,лышта́ш,тхьап
135,Birke::N,куэ́,пчэн
136,Kiefer[Baum]::N,пӱ́нчӧ,сэснэй
137,Weide[Baum]::N,уа́,пце́л
138,Tanne::N,кож,ель
139,Horn::N,шур,бжъэ
140,Feder::N,пы́стыл,къамӏы́й
141,Fell::N,кова́ште,шъо
142,Flügel::N,шу́лдыр,тамэ́
143,Klaue::N,кӱч,лъэбжъа́н
144,Kralle::N,ла́па,лъакъо
145,Kralle::N,копа́,лъакъо
146,Schwanz::N,поч,кӏэ
147,Ei::N,му́но,кӏэнкӏэ́
148,Nest::N,пыжа́ш,набгъо́
149,Bau::N,пыжа́ш,гъу
150,Bau::N,пыжа́ш,бы
151,Tier::N,я́нлык,псэу́шъхь
152,Tier::N,живо́тный,псэу́шъхь
153,Herde::N,кӱ́тӱ,ӏэхъогъу
154,Herde::N,тӱшка́,ӏэхъогъу
155,Kuh::N,ушка́л,чэмы́
156,Bulle::N,ӱ́шкыж,цу
157,Pferd::N,и́мне,шы
158,Schaf::N,шо́рык,мэлы́
159,Schwein::N,сӧсна́,къо
160,Hund::N,пий,бьэ
161,Katze::N,пы́рыс,чэты́у
162,Bär::N,маска́,мышъэ́
163,Eichhörnchen::N,ур,цызэ́
164,Elch::N,шо́рдо,лось
165,Fuchs::N,ры́выж,баджэ́
166,Hase::N,мера́ҥ,тхьакӏумкӏы́хь
167,Maus::N,коля́,цыгъо́
168,Wolf::N,пи́ре,тыгъу́жъ
169,Vogel::N,ка́йык,бзы́у
170,Schwarm::N,каша́к,отэр
171,Huhn::N,чы́ве,чэты́
172,Hahn::N,агыта́н,атакъэ́
173,Gans::N,ко́мбо,къа́з
174,Adler::N,карагу́ш,
175,Ente::N,лу́до,псычэ́т
176,Eule::N,тумна́,тыгъурыгъу
177,Kranich::N,турня́,къэрэ́у
178,Krähe::N,кора́к,къолэ́жъ
179,Kuckuck::N,куку́,куку́у
180,Schwan::N,йӱ́ксӧ,
181,Fisch::N,кол,пцэжъы́й
182,Barsch::N,ола́ҥге,тхыкъэц
183,Hecht::N,нуж,лэнд
184,Hecht::N,чорта́н,лэнд
185,Schlange[Tier]::N,ки́шке,блэ́
186,Wurm::N,шукш,хьамлыу
187,Spinne::N,эҥыре́мыш,бэдж
188,Ameise::N,ку́тко,къамзэ́гу
189,Laus::N,тий,цӏэ
190,Mücke::N,шыҥа́,аргъо́й
191,Fliege::N,ка́рме,бадзэ́
192,Schmetterling::N,лы́ве,хьампӏыра́шъу
193,Beere::N,мӧр,маткӏо
194,Apfel::N,олма́,мыӏэры́с
195,Pilz::N,по́ҥго,хьаӏу
196,Zwiebel::N,шога́н,бжьыны́
197,Saat::N,нӧ́шмӧ,чылапхъ
198,Saat::N,туш,чылапхъ
199,Korn::N,шу́рно,цэ
200,Heu::N,шу́до,мэкъу
201,Schale::N,шӱм,кӏы́шъу
202,Grube::N,выне́м,машэ́
203,Falle::N,лӧ́дӧ,зэраубытырэ́ ӏэмэпсы́м
204,Schlinge::N,о́птыш,бзыуубыт
205,Schlinge::N,шӧрга́лтыш,бзыуубыт
206,Spur::N,кыша́,ужы
207,Spur::N,кыша́,лъэуж
208,Asche::N,ло́мыж,яжьэ́
209,Dreck::N,лавыра́,псынжъы
210,Eisen::N,кӱ́ртньӧ,гыучӏы́
211,Eisen::N,кӱ́ртньӧ,къэнджа́л
212,Gold::N,шӧ́ртньӧ,дышъэ́
213,Silber::N,ший,тыжьы́н
214,Kohle::N,мландышӱ́й,шӏомыкӏ
215,Glas::N,янда́,апч
216,Lehm::N,шун,етӏагъо́
217,Sand::N,ошма́,пшахъо
218,Mensch::N,еҥ,цӏыфы́
219,Mensch::N,айде́ме,цӏыфы́
220,Mann::N,пӧръе́ҥ,хъулъфы́гъ
221,Frau::N,ӱдырама́ш,бӏылъфыгъэ́
222,Kind::N,аза́,кӏэлэцӏы́кӏу
223,Junge::N,рве́зе,кӏэлэцӏы́кӏу
224,Mädchen::N,ӱдыра́ш,пшъэшъэжъый
225,Familie::N,еш,быны́
226,Familie::N,еш,уна́гъу
227,Großvater::N,коча́,тэтэ́жъ
228,Großmutter::N,кова́,нэнэ́жъ
229,Eltern::N,ача́-ава́,ны-тыхэ́р
230,Vater::N,ача́,ты
231,Mutter::N,ава́,ны
232,Sohn::N,э́рге,къо
233,Tochter::N,ӱ́дыр,пхъу
234,Bruder::N,иза́,шы
235,Bruder::N,шо́льо,шы
236,Schwester::N,ака́,шы́пхъу
237,Onkel::N,иза́,янэ́ш
238,Tante::N,кока́,атэшыпхъу
239,Ehemann::N,мари́й,лӏы
240,Ehefrau::N,ва́те,шъу́з
241,Freude::N,куа́н,гушӏуа́гъу
242,Freude::N,куаныма́ш,гушӏуа́гъу
243,Gelächter::N,во́штылтыш,щхыныр
244,Glück::N,пиа́л,насы́п
245,Kummer::N,о́йго,тхьамыкӏагъу
246,Wunsch::N,ку́мыл,шӏонгъоны́гъ
247,Lust::N,ку́мыл,шӏонгъоны́гъ
248,Geist::N,ӧрт,гу
249,Geist::N,чон,гу
250,Gedanke::N,ой,гупшыс
251,Gedanke::N,шоныма́ш,гупшыс
252,Gedächtnis::N,шарныма́ш,память
253,Verstand::N,уш,акъы́л
254,Sinn::N,смысл,мэхьанэ
255,Grund::N,ама́л,ушъхьагъу
256,Wahrheit::N,чын,шъыпкъэ́
257,Gespräch::N,мутланыма́ш,гущыӏ
258,Märchen::N,йома́к,пшысэ
259,Erzählung::N,ойлыма́ш,къэба́р
260,Nachricht::N,увертарыма́ш,къэба́р
261,Neuigkeit::N,уве́р,къэбарыкӏ
262,Name::N,лӱм,цӏэ
263,Rätsel::N,ту́што,коджэхь-къоджэшх
264,Rede::N,ойлыма́ш,гущыӏ
265,Sprache::N,йы́лме,бзэ
266,Stimme::N,йӱк,макъэ́
267,Wort::N,ой,гущыӏ
268,Wort::N,мут,гущыӏ
269,Zeichen::N,ти́ште,тамы́гъ
270,Zeichen::N,знак,тамы́гъ
271,Ruf::N,ӱжма́ш,джэ макъ
272,Lärm::N,лӱшкыма́ш,макъэ
273,Lärm::N,йӱк-йӱа́н,макъэ
274,Laut::N,йӱк,макъэ
275,Ton::N,йӱксе́м,
276,Lied::N,му́ро,орэ́д
277,Ruhe::N,ты́мык,самбырыныгъ
278,Leute::N,еҥ-влак,цӏыфхэ́р
279,Volk::N,ка́лык,цӏыф лъэпкъ
280,Arbeit::N,паша́,ӏофшӏакӏэ́н
281,Gast::N,уна́,хьакӏэ́
282,Geschenk::N,пӧле́к,шӏухьафтын
283,Spiel::N,мо́дыш,еоны́р
284,Spiel::N,мо́дыш,джэгуны́р
285,Spiel::N,мо́дыш,къегъэӏоны́р
286,Spiel::N,модма́ш,еоны́р
287,Spiel::N,модма́ш,джэгуны́р
288,Spiel::N,модма́ш,къегъэӏоны́р
289,Gesellschaft::N,тӱшка́,обществ
290,Hilfe::N,по́лыш,ӏэпыӏэгъу
291,Freund::N,таҥ,ныбджэгъу
292,Freund::N,йолта́ш,ныбджэгъу
293,Kamerad::N,таҥ,ныбджэгъу
294,Angelegenheit::N,паша́,ӏофы́
295,Anzahl::N,чот,пчъагъэ́
296,Art::N,вид,изэрэщы́т
297,Art::N,вид,лъэпкъ
298,Stück::N,ка́тыш,такъы́р
299,Stück::N,ла́стык,такъы́р
300,Teil::N,ужа́ш,щыщ
301,Teil::N,ужа́ш,ӏахь
302,Hälfte::N,пел,ныкъо́
303,Hälfte::N,пе́ле,ныкъо́
304,Kreis::N,ты́ртыш,хъура́й
305,Kreuz::N,ыре́с,къащ
306,Linie::N,ли́ний,хъахъ
307,Linie::N,ли́ний,итхъа́гъ
308,Strich::N,коре́ш,хъахъ
309,Strich::N,коре́ш,итхъагъ
310,Abstand::N,кокла́,азыфагу
311,Entfernung::N,тора́,чӏыгууанэ
312,Entfernung::N,ку́жыт,чӏыгууанэ
313,Gegend::N,кунде́м,чӏыпӏэ́
314,Platz::N,ку́мдык,азыфагу
315,Ort::N,вер,чӏыпӏэ́
316,Ort::N,о́лмо,чӏыпӏэ́
317,Seite::N,ӧ́рдыж,лъэны́къу
318,Mitte::N,покше́л,гузэ́гу
319,Gegenstand::N,наста́,пкъыгъо
320,Sache::N,наста́,
321,Rand::N,тӱр,цакӏэ́
322,Kante::N,тӱр,цэгэналъ
323,Ecke::N,лук,къогъу
324,Spitze::N,вуй,пакӏэ
325,Ende::N,муча́ш,кӏэ
326,Loch::N,рож,гъуа́н
327,Winkel::N,лук,къогъу
328,Muster::N,пеза́к,тхыпхъэ
329,Muster::N,узо́р,тхыпхъэ
330,Muster::N,ӱ́лгӧ,тхыпхъэ
331,Größe::N,кӱ́кшыт,иина́гъ
332,Länge::N,ку́тыш,икӏыхьа́гъ
333,Höhe::N,кӱ́кшыт,лъэгагъ
334,Gewicht::N,не́лыт,онтэгъугъэ́
335,Menge::N,чот,пчъагъэ́
336,Haufen::N,кы́шыл,ӏат
337,Reihe::N,рада́м,саты́р
338,Boot::N,пуш,къуашъо́
339,Ruder::N,эшка́к,къошъобэ́щ
340,Schlitten::N,тер,
341,Schlitten::N,изде́р,
342,Ski::N,е́че,лыжэхэр
343,Lagerfeuer::N,туло́то,пхъэмашӏу
344,Last::N,нӧ́лтыш,
345,Gang::N,ошкылма́ш,кӏоныр
346,Schritt::N,о́шкыл,лъэубэ́къу
347,Norden::N,йӱдйыма́л,темы́р
348,Süden::N,кечывалве́л,къыблэ́
349,Westen::N,касве́л,тыгъэкъохьа́пӏ
350,Osten::N,эрве́л,тыгьэкъокӏы́пӏ
351,Holz::N,пу,чъыгы́
352,Brett::N,оҥа́,пхъэ́мбгъу
353,Platte::N,аста́р,упсыхьагъ
354,Stütze::N,чара́к,кӏэгъэкъон
355,Stange::N,лома́ш,къорэ́гъ
356,Stock::N,тоя́,бэщ
357,Stab::N,вара́,бэщ кӏы́хь
358,Stab::N,кашта́,бэщ кӏы́хь
359,Rohr::N,пуч,онджэкъ
360,Haus::N,пӧрт,унэ́
361,Heim::N,мӧ́ҥгӧ,унэ́
362,Ofen::N,комака́,гъэжъэн
363,Fußboden::N,кӱва́р,джэхашъу
364,Tisch::N,ӱсте́л,стол
365,Stuhl::N,пӱке́н,пхъэнтӏэ́кӏу
366,Wiege::N,шепка́,кушъэ́
367,Bett::N,ва́кшыш,пӏэкӏо́р
368,Regal::N,шӧ́рлык,мэкӏай
369,Kiste::N,шо́ндык,ящык
370,Kiste::N,я́шлык,ящык
371,Fenster::N,окна́,шъхьаныгъу́пчъ
372,Tür::N,омса́,пчъэ
373,Tor::N,капка́,къэла́пчъ
374,Zaun::N,сава́р,шӏыхьагъэ́
375,Dach::N,леве́дыш,шъхьэ́
376,Leiter::N,тошка́лтыш,лъэо́й
377,Leiter::N,тошка́лтыш,дэкӏояпӏэ́
378,Besen::N,ӱштерво́штыр,пхъэнкӏы́пхъ
379,Spaten::N,ко́льмо,къазгъы́р
380,Schaufel::N,сово́к,хэӏалъ
381,Schaufel::N,су́ско,хэӏалъ
382,Gabel::N,ви́лке,цацэ
383,Löffel::N,па́не,джэмы́шх
384,Löffel::N,совла́,джэмы́шх
385,Messer::N,кӱ́зӧ,шъэжъы́й
386,Nagel::N,пуда́,гъучӏыӏу́н
387,Netz::N,вапш,хъытыу
388,Haken::N,са́гыле,хьажтӏаркъу
389,Griff::N,кыл,къопс
390,Schloss::N,кӧгӧ́н,ӏункӏы́бз
391,Bild::N,сӱре́т,сурэ́т
392,Figur::N,фигу́р,
393,Puppe::N,курча́к,нысхъа́п
394,Beutel::N,меша́к,дзыо́
395,Bündel::N,арша́ш,
396,Tasche::N,сумка́,ӏэлъмэ́къ
397,Eimer::N,ведра́,щалъ
398,Deckel::N,ко́мдыш,шъхьэ
399,Geschirr::N,а́те,хьакъу-шыкъу
400,Sack::N,куль,дзыо́
401,Sack::N,меша́к,дзыо́
402,Tasse::N,чу́кыр,чашк
403,Tasse::N,чашка́,чашк
404,Topf::N,ми́ске,кастрюль
405,Kessel::N,под,шыуа́н
406,Essen::N,ко́чкыш,шхэн
407,Nahrung::N,ку́рго,шхэн
408,Speise::N,ко́чкыш,шхыныгъу
409,Fleisch::N,шыл,лы
410,Getreide::N,шу́рно,лэжьыгъацэ́
411,Brei::N,пу́чымыш,пӏастэ́
412,Brot::N,ки́нде,хьалыгъу
413,Scheibe::N,ка́тыш,такъы́р
414,Fett::N,коя́,дагъэ́
415,Butter::N,ӱй,тхъу
416,Öl::N,ӱй,тхъу
417,Salz::N,шинча́л,щыгъу
418,Suppe::N,шӱр,хьантхъупс
419,Honig::N,мӱй,шъоу́
420,Milch::N,шӧр,щэ
421,Tee::N,чай,щай
422,Leder::N,сура́н,кӏы́шъу
423,Leder::N,шӱ́штӧ,кӏы́шъу
424,Wolle::N,пун,цы
425,Stoff::N,куэ́м,шэкӏы
426,Stoff::N,посто́,шэкӏы
427,Nadel::N,и́ме,бгъэ́хаӏу
428,Faden::N,шӱ́ртӧ,ӏуда́н
429,Knopf::N,по́лдыш,занкӏэу
430,Knoten::N,пышке́м,зэкъодзапӏэ
431,Farbe::N,чия́,краск
432,Kleidung::N,чие́м,щыгъы́ны
433,Kleidung::N,вурге́м,щыгъы́ны
434,Hemd::N,ту́выр,джан
435,Kragen::N,сога́,пшъапӏ
436,Ärmel::N,шокш,гъуап
437,Hose::N,йола́ш,гъончэ́дж
438,Gürtel::N,ӱ́штӧ,бгыры́пх
439,Mütze::N,упш,паӏо́
440,Schuh::N,боти́нке,
441,Stiefel::N,кем,щазым
442,Ring::N,шерга́ш,ӏэлъы́н
443,Band::N,тасма́,лент
444,Band::N,ле́нте,лент
445,Kamm::N,шерге́,мажь
446,Spiegel::N,вошто́нчыш,гъундж
447,Riemen::N,кӱзанӱ́штӧ,бгыры́пх
448,Schnur::N,кере́м,кӏапсэ́
449,Schnur::N,кандыра́,кӏапсэ́
450,Leine::N,вӱра́ҥ,шъокӏапс
451,Decke::N,леве́дыш,чыхӏэн
452,Decke::N,одея́л,чыхӏэн
453,Kissen::N,кӱ́пчык,шъхьант
454,Tuch::N,шо́выч,шъхьэтехъу
455,Handtuch::N,со́лык,ӏаплъэкӏ
456,Kraft::N,вий,къары́у
457,Kraft::N,вий,кӏуачӏэ́
458,Kraft::N,куа́т,къары́у
459,Kraft::N,куа́т,кӏуачӏэ́
460,Stärke::N,куа́т,кӏуачӏэ́
461,Stärke::N,карма́н,кӏуачӏэ́
462,Gesundheit::N,таза́лык,псауныгъ
463,Krankheit::N,чер,узы
464,Schmerz::N,ко́рштыш,узы
465,Wunde::N,су́сыр,уӏагъэ́
466,Fieber::N,йӱштыму́ж,техьа́гъу
467,Fieber::N,йӱштыму́ж,жъоку
468,Fieber::N,лихора́дке,техьа́гъу
469,Fieber::N,лихора́дке,жъоку
470,Arznei::N,эм,ӏэзэ́гъу
471,Brücke::N,кӱва́р,лъэмы́д ж
472,Brunnen::N,вӱдвыне́м,псынэ́
473,Weide::N,нурше́р,хъупӏэ́
474,Pfad::N,йолго́рно,лъагъу
475,Pfad::N,сокма́к,лъагъу
476,Weg::N,ко́рно,гъо́гу
477,Straße::N,ко́рно,гъо́гу
478,Dorf::N,ял,къуа́дж
479,Stadt::N,ола́,къалэ́
480,Brief::N,се́рыш,тхэн
481,Brief::N,се́рыш,письмэ
482,Buch::N,книга́,тхы́лъ
483,Buchstabe::N,буква́,хьары́ф
484,Zeitung::N,газе́т,газет
485,Leben::N,и́лыш,гъашӏэ́
486,Tod::N,колыма́ш,аджал
487,Grab::N,шӱга́р,бэны́
488,Kirche::N,че́рке,чылы́с
489,Sünde::N,су́лык,гунахь
490,Gott::N,ю́мо,тхьэ
491,Arbeiter::N,паша́зе,рабоч
492,Chef::N,тӧра́,гъэр
493,Meister::N,маста́р,ӏэпыӏа́с
494,Arzt::N,врач,
495,Lehrer::N,ту́ныктышо,кӏэлэегъа́дж
496,Geld::N,окса́,ахъщ
497,Geschäft::N,сатулыма́ш,ӏофшӏэн
498,Laden::N,ке́выт,туча́н
499,Preis::N,ак,уасэ́
500,Ware::N,сату́,хьап-щып
501,Nutzen::N,пайда́,чар
502,Nutzen::N,пайда́,федэ́
503,Reichtum::N,поя́нлык,байныгъ
504,Welt::N,тӱня́,дуна́й
505,Land::N,эл,хэгъэ́́гу
506,Staat::N,кугыжа́ныш,къэралыгъу
507,König::N,кугыжа́,пачъы́хь
508,Macht::N,власть,шынэгъакзэ́
509,Grenze::N,грани́ца,гъуна́пкъ
510,Krieg::N,сар,зао́
511,Feind::N,тушма́н,пы́и
512,Gewalt::N,виешлыма́ш,егъэзыгъэныгъ
513,Kampf::N,кредалма́ш,бэнэныгъ
514,Bogen[Waffe]::N,юҥе́ж,щабз
515,Pfeil::N,пикш,щэбза́щ
516,Gewehr::N,пыча́л,шхонч
517,Fehler::N,йо́ҥылыш,хэукъоныгъ
518,Lüge::N,шоя́к,пцӏы
519,Schaden::N,зия́н,зэра́р
520,Unglück::N,эҥге́к,тхьамыкӏагъу
521,Schuld::N,тита́к,мысагъэ́
522,Schuld::N,йола́,мысагъэ́
523,Alter::N,ийго́т,ныбжь
524,Schluss::N,муча́ш,кӏэ
525,Zeit::N,жап,уахътэ́
526,Zeit::N,па́гыт,уахътэ́
527,Tag::N,ке́че,мафэ́
528,Morgen::N,эр,пчэды́жь
529,Mittag::N,кечыва́л,щэджагьу́
530,Abend::N,кас,пчыхьэ́
531,Nacht::N,йӱд,чэщы́
532,Woche::N,арня́,тхьамафэ́
533,Monat::N,ты́лзе,мазэ́
534,Jahr::N,ий,илъэ́с
535,Frühling::N,шо́шо,гъатхэ́
536,Sommer::N,кеҥе́ж,гъэмафэ́
537,Herbst::N,шы́же,бжыхьэ́
538,Winter::N,те́ле,кӏыма́ф
539,Januar::N,шоркыйол,январь
540,Januar::N,идалыкву́й,январь
541,Januar::N,янва́рь,январь
542,Februar::N,пургыж,февраль
543,Februar::N,февра́ль,февраль
544,März::N,ӱярня,март
545,März::N,март,март
546,April::N,апре́ль,апрель
547,Mai::N,ага,май
548,Mai::N,май,май
549,Juni::N,пеледыш,июнь
550,Juni::N,ию́нь,июнь
551,Juli::N,сӱрем,июль
552,Juli::N,ию́ль,июль
553,August::N,сорла,август
554,August::N,агарма́н,август
555,August::N,а́вгуст,август
556,September::N,идым,сентябрь
557,September::N,сентя́брь,сентябрь
558,Oktober::N,шыжа,октябрь
559,Oktober::N,октя́брь,октябрь
560,November::N,кылме тылзе,ноябрь
561,November::N,ноя́брь,ноябрь
562,Dezember::N,дека́брь,декабрь
563,Montag::N,шо́чмо,блыпэ́
564,Dienstag::N,ку́шкыжмо,гъубдж
565,Mittwoch::N,вӱрге́че,бэрэскэжъый
566,Donnerstag::N,изарня́,мэфэ́ку
567,Freitag::N,кугарня́,бэрэскэшху
568,Samstag::N,шуматке́че,шэмбэ́т
569,Sonntag::N,рушарня́,тхьаума́ф
570,groß::A,кугу́,ины́
571,klein::A,изи́,цӏы́кӏу
572,lang::A,кужу́,кӏыхьэ́
573,kurz::A,кӱ́чык,кӏэкӏы́
574,breit::A,кумда́,шъуамбгъо́
575,schmal::A,а́ҥысыр,бгъузэ́
576,dicht::A,ну́гыдо,ӏужъу́
577,dick[Gegenstand]::A,кӱ́жгӧ,ӏужъу́
578,dünn::A,ви́чкыж,пӏуакӏэ́
579,fein::A,ты́гыде,пӏуакӏэ́
580,fest::A,чо́ткыдо,пытэ́
581,flach::A,лапка́,тешъо́
582,glatt::A,яклака́,зэны́бжь
583,hart::A,пе́ҥгыде,пытэ́
584,weich::A,пу́шкыдо,шъабэ́
585,rund::A,йырге́шке,хъура́й
586,spitz::A,коша́р,папцӏэ́
587,scharf::A,пӱ́сӧ,чан
588,stumpf::A,токма́к,цако́
589,schwer::A,не́ле,онтэ́гъу
590,schön::A,сы́лне,дахэ́
591,heiß::A,шо́кшо,жъо́ркъ
592,warm::A,ле́ве,фабэ́у
593,kalt::A,йӱ́штӧ,чъыӏэ́
594,kühl::A,юа́лге,чъыӏэтагъ
595,kühl::A,южгата́,чъыӏэтагъ
596,frisch::A,свежа́,чъыӏэтагъ
597,feucht::A,вӱ́дыжгӧ,шынагъэ зиӏэ
598,feucht::A,вӱ́дыжгӧ,шынэгъакӏэ зиӏэ
599,nass::A,нӧ́рӧ,цӏынэ́
600,trocken::A,ку́кшо,гъушъ
601,trocken::A,ку́кшо,чъэпхъыгъ
602,voll::A,тич,из
603,voll::A,тич,изыбз
604,leer::A,яра́,нэкӏы́
605,offen::A,виш,зэдэхыгъэ
606,geschlossen::A,пе́тырыме,зэфэшӏыгъ
607,geschlossen::A,тӱ́чмӧ,зэфэшӏыгъ
608,sauber::A,ару́,къабзэ́
609,sauber::A,янда́р,къабзэ́
610,schmutzig::A,лавыра́н,шӏо́и
611,schmutzig::A,ла́выргыше,шӏо́и
612,roh::A,кӱ́чымӧ,мыжъо́
613,reif::A,лӧза́,чъэпхъыгъ
614,lecker::A,ту́тло,го́хьы
615,süß::A,ше́ре,ӏэшӏу
616,bitter::A,ко́чо,дыджы́
617,sauer::A,шо́по,хафэ́
618,hell::A,во́лгыдо,нэфын
619,dunkel::A,пычке́мыш,мэзэхэ
620,schwarz::A,шола́,шӏуцӏэ
621,weiß::A,ош,фыжьы́
622,rot::A,йошка́р,плъыжьы́
623,gelb::A,сар,гъожьы́
624,blau::A,ка́нде,шхъуантӏэ
625,grün::A,ужа́р,шхъуантӏэ
626,grau::A,сур,шхъо
627,bunt::A,олача́,къолэны
628,billig::A,шу́лдо,пыут
629,teuer::A,ше́рге,сикӏа́с
630,teuer::A,ше́рге,силъа́пӏ
631,wertvoll::A,шергака́н,пкӏэ зиӏ
632,wertvoll::A,шергака́н,уасэ́ зыфа́шӏ
633,blind::A,со́кыр,нэшъу́
634,taub::A,соҥгыра́,дэгу
