,Concept_ID,mn,pt
68,Geschmack::N,амт,gosto
69,Geruch::N,үнэр,odor
70,Geruch::N,үнэр,cheiro
71,Schlaf::N,нойр,sono
72,Traum::N,зүүд,sonho
73,Himmel::N,тэнгэр,céu
74,Himmel::N,огторгуй,céu
75,Sonne::N,нар,sol
76,Mond::N,сар,lua
77,Stern::N,од,estrela
78,Luft::N,агаар,ar
79,Wind::N,салхи,vento
80,Welle::N,долгио,onda
81,Welle::N,давалгаа,onda
82,Wasser::N,ус,água
83,Stein::N,чулуу,pedra
84,Boden::N,хөрс,solo
85,Erde::N,газар,terra
86,Erde::N,шороо,terra
87,Staub::N,тоос,pó
88,Rauch::N,утаа,fumo
89,Funke::N,оч,faísca
90,Funke::N,оч,centelha
91,Feuer::N,гал,fogo
92,Licht::N,гэрэл,luz
93,Licht::N,гэгээ,luz
94,Schatten::N,сүүдэр,sombra
95,Wetter::N,тэнгэр,tempo
96,Wetter::N,цаг уур,tempo
97,Nebel::N,будан,nevoeiro
98,Wolke::N,үүл,nuvem
99,Regen::N,бороо,chuva
100,Schnee::N,цас,neve
101,Eis::N,мөс,gelo
102,Frost::N,хүйт,gelo
103,Frost::N,хүйт,geada
104,Kälte::N,хүйт,frio
105,Hitze::N,халуун,ardor
106,Raureif::N,цан,geada
107,Raureif::N,хяруу,geada
108,Regenbogen::N,солонго,arco-iris
109,Donner::N,тэнгэрийн дуу,trovão
110,Strömung::N,урсгал,corrente
111,Tropfen::N,дусал,gota
112,Schaum::N,хөөс,espuma
113,Schmutz::N,хир,sujidade
114,Schmutz::N,хир,imundície
115,Schmutz::N,шавхай,sujidade
116,Schmutz::N,шавхай,imundície
117,See::N,нуур,lago
118,Sumpf::N,намаг,charco
119,Sumpf::N,намаг,pântano
120,Sumpf::N,балчиг,charco
121,Sumpf::N,балчиг,pântano
122,Moor::N,хүлрийн намаг,pântano
123,Wiese::N,нуга,prado
124,Wald::N,ой,bosque
125,Wald::N,ой,floresta
126,Hügel::N,болдог,colina
127,Anhöhe::N,гүвээ,alto
128,Anhöhe::N,гүвээ,outeiro
129,Berg::N,уул,monte
130,Berg::N,уул,montanha
131,Gipfel::N,орой,pico
132,Gipfel::N,оргил,pico
133,Höhle::N,агуй,caverna
134,Abhang::N,хүр,encosta
135,Quelle::N,булаг,fonte
136,Bach::N,горхи,regato
137,Bach::N,горхи,ribeiro
138,Fluss::N,гол,rio
139,Fluss::N,мөрөн,rio
140,Ufer::N,эрэг,beira
141,Küste::N,эрэг,costa
142,Festland::N,хуурай газар,terra firme
143,Meer::N,далай,mar
144,Meer::N,тэнгис,mar
145,Bucht::N,булан,baía
146,Bucht::N,далайн тохой,baía
147,Insel::N,арал,ilha
148,Blume::N,цэцэг,flor
149,Gras::N,өвс,erva
150,Gras::N,ногоо,erva
151,Wurzel::N,үндэс,raiz
152,Baum::N,мод,árvore
153,Stamm::N,иш,tronco
154,Stamm::N,гуалин,tronco
155,Rinde::N,холтос,casca
156,Ast::N,гишүү,ramo
157,Zweig::N,салаа,galho
158,Blatt::N,навч,folha
159,Birke::N,хус,bétula
160,Kiefer[Baum]::N,нарс,pinheiro
161,Weide[Baum]::N,уд,salgueiro
162,Weide[Baum]::N,бургас,salgueiro
163,Tanne::N,гачуур,abeto
164,Horn::N,эвэр,corno
165,Horn::N,эвэр,chifre
166,Feder::N,өд,pena
167,Fell::N,арьс,pele
168,Flügel::N,жигүүр,asa
169,Flügel::N,далавч,asa
170,Klaue::N,савар,pata
171,Klaue::N,хумс,pata
172,Kralle::N,савар,unha
173,Kralle::N,савар,garra
174,Schwanz::N,сүүл,rabo
175,Schwanz::N,сүүл,cauda
176,Ei::N,өндөг,ovo
177,Nest::N,үүр,ninho
178,Bau::N,нүх,toca
179,Bau::N,нүх,covil
180,Bau::N,элүү,toca
181,Bau::N,элүү,covil
182,Tier::N,амьтан,animal
183,Tier::N,адгуус,animal
184,Herde::N,сүрэг,rebanho
185,Kuh::N,үнээ,vaca
186,Bulle::N,бух,touro
187,Pferd::N,морь,cavalo
188,Pferd::N,адуу,cavalo
189,Schaf::N,хонь,ovelha
190,Schwein::N,гахай,porco
191,Hund::N,нохой,cão
192,Katze::N,муур,gata
193,Katze::N,мигуй,gata
194,Bär::N,баавгай,urso
195,Eichhörnchen::N,хэрэм,esquilo
196,Elch::N,хандгай,alce
197,Fuchs::N,үнэг,raposa
198,Hase::N,туулай,lebre
199,Maus::N,хулгана,rato
200,Wolf::N,чоно,lobo
201,Vogel::N,шувуу,ave
202,Vogel::N,шувуу,pássaro
203,Schwarm::N,сүрэг,bando
204,Schwarm::N,сүрэг,enxame
205,Huhn::N,тахиа,galinha
206,Hahn::N,эр тахиа,galo
207,Gans::N,галуу,ganso
208,Adler::N,бүргэд,águia
209,Ente::N,нугас,pata
210,Eule::N,ууль,mocho
211,Eule::N,ууль,coruja
212,Kranich::N,тогоруу,grou
213,Krähe::N,хэрээ,gralha
214,Kuckuck::N,хөхөө,cuco
215,Schwan::N,хун,cisne
216,Fisch::N,загас,peixe
217,Barsch::N,алгана,perca
218,Hecht::N,цурхай,lúcio
219,Schlange[Tier]::N,могой,serpente
220,Wurm::N,өт,verme
221,Wurm::N,хорхой,verme
222,Spinne::N,аалз,aranha
223,Ameise::N,шоргоолж,formiga
224,Laus::N,бөөс,piolho
225,Mücke::N,шумуул,mosquito
226,Fliege::N,ялаа,mosca
227,Schmetterling::N,эрвээхэй,borboleta
228,Beere::N,жимсгэнэ,bago
229,Apfel::N,алим,maçã
230,Pilz::N,мөөг,fungo
231,Pilz::N,мөөг,cogumelo
232,Zwiebel::N,сонгино,cebola
233,Saat::N,тариа,sementeira
234,Korn::N,үр,grão
235,Korn::N,мөхлөг,grão
236,Heu::N,өвс,feno
237,Schale::N,хальс,casca
238,Grube::N,алам,cova
239,Grube::N,алам,fossa
240,Grube::N,нүх,cova
241,Grube::N,нүх,fossa
242,Falle::N,хавх,armadilha
243,Falle::N,занга,armadilha
244,Schlinge::N,урхи,laço
245,Spur::N,мөр,pista
246,Spur::N,мөр,vestígio
247,Asche::N,үнс,cinza
248,Dreck::N,хир,sujidade
249,Eisen::N,төмөр,ferro
250,Gold::N,алт,ouro
251,Silber::N,мөнгө,prata
252,Kohle::N,нүүрс,carvão
253,Glas::N,шил,vidro
254,Lehm::N,шавар,barro
255,Lehm::N,шавар,argila
256,Sand::N,элс,areia
257,Mensch::N,хүн,homem
258,Mensch::N,хүн,pessoa
259,Mann::N,эр,homem
260,Mann::N,эрэгтэй,homem
261,Frau::N,эмэгтэй,mulher
262,Frau::N,хатагтай,mulher
263,Kind::N,хүүхэд,filho
264,Kind::N,хүүхэд,criança
265,Junge::N,хүү,rapaz
266,Junge::N,хүү,menino
267,Mädchen::N,охин,menina
268,Mädchen::N,охин,rapariga
269,Mädchen::N,бүсгүй,menina
270,Mädchen::N,бүсгүй,rapariga
271,Familie::N,айл,família
272,Großvater::N,өвгөн аав,avô
273,Großmutter::N,эмэг эх,avó
274,Großmutter::N,эмгээ,avó
275,Eltern::N,эцэг эх,pais
276,Vater::N,аав,pai
277,Vater::N,эцэг,pai
278,Mutter::N,эх,mãe
279,Mutter::N,ээж,mãe
280,Sohn::N,хүү,filho
281,Tochter::N,охин,filha
282,Bruder::N,ах,irmão
283,Bruder::N,дүү,irmão
284,Schwester::N,эгч,irmã
285,Schwester::N,охин дүү,irmã
286,Onkel::N,авга ах,tio
287,Onkel::N,нагац ах,tio
288,Tante::N,авга эгч,tia
289,Tante::N,нагац эгч,tia
290,Ehemann::N,нөхөр,esposo
291,Ehefrau::N,эхнэр,esposa
292,Ehefrau::N,гэргий,esposa
293,Freude::N,баяр,prazer
294,Freude::N,баяр,alegria
295,Freude::N,баясгалан,prazer
296,Freude::N,баясгалан,alegria
297,Gelächter::N,инээдэм,risada
298,Gelächter::N,инээдэм,gargalhada
299,Glück::N,жаргалан,felicidade
300,Kummer::N,гаслан,aflição
301,Kummer::N,гаслан,desgosto
302,Wunsch::N,ерөөл,desejo
303,Lust::N,дур,vontade
304,Lust::N,хүсэл,vontade
305,Geist::N,оюун,mente
306,Geist::N,оюун,espírito
307,Gedanke::N,сэтгэл,ideia
308,Gedanke::N,сэтгэл,pensamento
309,Gedächtnis::N,ой,memória
310,Gedächtnis::N,цээж,memória
311,Verstand::N,ухаан,razão
312,Verstand::N,ухаан,inteligência
313,Sinn::N,утга,sentido
314,Sinn::N,утга,significado
315,Grund::N,учир,causa
316,Grund::N,учир,motivo
317,Wahrheit::N,үнэн,verdade
318,Gespräch::N,яриа,conversa
319,Gespräch::N,яриа,conversação
320,Märchen::N,явган үлгэр,conto
321,Erzählung::N,тууж,conto
322,Erzählung::N,тууж,narrativa
323,Nachricht::N,мэдээ,mensagem
324,Neuigkeit::N,сонин,notícia
325,Neuigkeit::N,сонин,novidade
326,Name::N,нэр,nome
327,Rätsel::N,оньсого,adivinha
328,Rede::N,хэлсэн үг,oração
329,Rede::N,хэлсэн үг,discurso
330,Sprache::N,хэл,língua
331,Stimme::N,дуу,voz
332,Wort::N,үг,palavra
333,Zeichen::N,тамга,marca
334,Zeichen::N,тэмдэг,marca
335,Ruf::N,дуудлага,grito
336,Ruf::N,дуудлага,chamada
337,Lärm::N,шуугиан,ruído
338,Lärm::N,шуугиан,barulho
339,Lärm::N,чимээ,ruído
340,Lärm::N,чимээ,barulho
341,Laut::N,анир,som
342,Laut::N,дуу,som
343,Ton::N,авиа,tom
344,Ton::N,аялгуу,tom
345,Lied::N,дуу,canção
346,Ruhe::N,энх,calma
347,Ruhe::N,энх,silêncio
348,Ruhe::N,тайван,calma
349,Ruhe::N,тайван,silêncio
350,Leute::N,хүмүүс,gente
351,Leute::N,хүмүүс,pessoas
352,Volk::N,улс,povo
353,Volk::N,улс,nação
354,Arbeit::N,ажил,trabalho
355,Arbeit::N,хөдөлмөр,trabalho
356,Gast::N,зочин,hóspede
357,Gast::N,зочин,convidado
358,Gast::N,айлчин,hóspede
359,Gast::N,айлчин,convidado
360,Geschenk::N,бэлэг,prenda
361,Geschenk::N,бэлэг,presente
362,Spiel::N,наадам,jogo
363,Spiel::N,тоглоом,jogo
364,Gesellschaft::N,хамт байх,companhia
365,Hilfe::N,тусламж,ajuda
366,Hilfe::N,тусламж,socorro
367,Freund::N,найз,amigo
368,Freund::N,нөхөр,amigo
369,Kamerad::N,хань,camarada
370,Kamerad::N,нөхөр,camarada
371,Angelegenheit::N,хэрэг,assunto
372,Anzahl::N,тоо,número
373,Anzahl::N,тоо,quantidade
374,Art::N,төрөл,tipo
375,Art::N,төрөл,espécie
376,Art::N,янз,tipo
377,Art::N,янз,espécie
378,Stück::N,хэсэг,pedaço
379,Teil::N,хувь,peça
380,Teil::N,хувь,parte
381,Teil::N,хэсэг,peça
382,Teil::N,хэсэг,parte
383,Hälfte::N,хагас,metade
384,Kreis::N,тойрог,círculo
385,Kreis::N,хүрээ,círculo
386,Kreuz::N,загалмай,cruz
387,Linie::N,шугам,linha
388,Strich::N,зураас,traço
389,Abstand::N,зай,distância
390,Entfernung::N,зай,distância
391,Entfernung::N,хол ойр,distância
392,Gegend::N,хавь,área
393,Gegend::N,хавь,região
394,Gegend::N,газар,área
395,Gegend::N,газар,região
396,Platz::N,зай,lugar
397,Platz::N,завсар,lugar
398,Ort::N,газар,sítio
399,Ort::N,байр,sítio
400,Seite::N,тал,lado
401,Seite::N,этгээд,lado
402,Mitte::N,төв,meio
403,Mitte::N,дунд,meio
404,Gegenstand::N,юм,objecto
405,Sache::N,үйл,coisa
406,Sache::N,хэрэг,coisa
407,Rand::N,зах,bordo
408,Rand::N,зах,margem
409,Rand::N,хөвөө,bordo
410,Rand::N,хөвөө,margem
411,Kante::N,ирмэг,borda
412,Kante::N,ирмэг,aresta
413,Ecke::N,өнцөг,esquina
414,Spitze::N,үзүүр,ponta
415,Ende::N,зах,cabo
416,Ende::N,зах,extremo
417,Ende::N,үзүүр,cabo
418,Ende::N,үзүүр,extremo
419,Loch::N,цоорхой,furo
420,Loch::N,цоорхой,buraco
421,Loch::N,онгорхой,furo
422,Loch::N,онгорхой,buraco
423,Winkel::N,өнцөг,canto
424,Winkel::N,өнцөг,ângulo
425,Muster::N,хээ,padrão
426,Muster::N,хээ,desenho
427,Muster::N,угалз,padrão
428,Muster::N,угалз,desenho
429,Größe::N,хэмжээ,tamanho
430,Länge::N,урт,comprimento
431,Höhe::N,өндөр,altura
432,Höhe::N,өндөр,altitude
433,Gewicht::N,жин,peso
434,Menge::N,тоо,quantidade
435,Haufen::N,бөөн,pilha
436,Reihe::N,эгнээ,fila
437,Boot::N,завь,barco
438,Ruder::N,сэлүүр,remo
439,Schlitten::N,чарга,trenó
440,Ski::N,цана,esqui
441,Lagerfeuer::N,түүдэг,fogueira
442,Last::N,ачаа,carga
443,Gang::N,явдал,curso
444,Gang::N,явдал,caminhada
445,Schritt::N,алхам,passo
446,Norden::N,умар,norte
447,Süden::N,урд,sul
448,Süden::N,өмнө,sul
449,Westen::N,өрнө,oeste
450,Westen::N,өрнө,ocidente
451,Westen::N,баруун,oeste
452,Westen::N,баруун,ocidente
453,Osten::N,зүүн,este
454,Osten::N,зүүн,leste
455,Osten::N,зүүн,oriente
456,Osten::N,дорно,este
457,Osten::N,дорно,leste
458,Osten::N,дорно,oriente
459,Holz::N,мод,madeira
460,Brett::N,банз,tábua
461,Brett::N,банз,prancha
462,Platte::N,хавтан,laje
463,Platte::N,хавтан,chapa
464,Stütze::N,тулгуур,apoio
465,Stütze::N,тулгуур,suporte
466,Stütze::N,тулга,apoio
467,Stütze::N,тулга,suporte
468,Stange::N,сургааг,vara
469,Stange::N,сургааг,barra
470,Stock::N,саваа,pau
471,Stock::N,саваа,bengala
472,Stab::N,таяг,bastão
473,Rohr::N,хоолой,cano
474,Haus::N,гэр,casa
475,Haus::N,байшин,casa
476,Heim::N,гэр,lar
477,Heim::N,гэр,casa
478,Ofen::N,зуух,estufa
479,Ofen::N,зуух,aquecedor
480,Ofen::N,пийшин,estufa
481,Ofen::N,пийшин,aquecedor
482,Fußboden::N,шал,piso
483,Tisch::N,ширээ,mesa
484,Stuhl::N,сандал,cadeira
485,Wiege::N,өлгий,berço
486,Bett::N,ор,cama
487,Regal::N,тавиур,estante
488,Regal::N,тавиур,prateleira
489,Kiste::N,авдар,caixa
490,Kiste::N,хайрцаг,caixa
491,Fenster::N,гэгээвч,janela
492,Tür::N,үүд,porta
493,Tür::N,хаалга,porta
494,Tor::N,хаалга,portão
495,Zaun::N,хашаа,cerca
496,Zaun::N,хашаа,vedação
497,Dach::N,дээвэр,telhado
498,Leiter::N,шат,escada
499,Leiter::N,шат,escada móvel
500,Besen::N,хамуур,vassoura
501,Besen::N,туужуу,vassoura
502,Spaten::N,хүрз,pá
503,Schaufel::N,хүрз,pá
504,Gabel::N,сэрээ,garfo
505,Löffel::N,халбага,colher
506,Messer::N,хутга,faca
507,Nagel::N,хадаас,cravo
508,Netz::N,өөш,rede
509,Netz::N,тор,rede
510,Haken::N,гох,gancho
511,Griff::N,иш,asa
512,Griff::N,иш,cabo
513,Griff::N,сэнж,asa
514,Griff::N,сэнж,cabo
515,Schloss::N,цуурга,fechadura
516,Schloss::N,цоож,fechadura
517,Bild::N,зураг,imagem
518,Figur::N,баримал,figura
519,Puppe::N,хүүхэлдэй,boneca
520,Beutel::N,агсаа,saco
521,Beutel::N,агсаа,bolsa
522,Beutel::N,уут,saco
523,Beutel::N,уут,bolsa
524,Bündel::N,боодол,fardo
525,Tasche::N,цүнх,saco
526,Tasche::N,цүнх,bolso
527,Eimer::N,хөнөг,balde
528,Eimer::N,хувин,balde
529,Deckel::N,таг,tampa
530,Deckel::N,хавхаг,tampa
531,Geschirr::N,сав суулга,louça
532,Sack::N,шуудай,saca
533,Tasse::N,аяга,chávena
534,Topf::N,тогоо,tacho
535,Topf::N,тогоо,panela
536,Kessel::N,тогоо,caldeira
537,Essen::N,идээ,refeição
538,Nahrung::N,хүнс,comida
539,Nahrung::N,хүнс,alimento
540,Speise::N,идээ,prato
541,Fleisch::N,мах,carne
542,Getreide::N,будаа,cereais
543,Brei::N,богшмол,puré
544,Brei::N,будаа,puré
545,Brot::N,талх,pão
546,Scheibe::N,зүсэм,fatia
547,Scheibe::N,хэрчим,fatia
548,Fett::N,өөх,banha
549,Fett::N,өөх,gordura
550,Butter::N,тос,manteiga
551,Öl::N,тос,azeite
552,Salz::N,давс,sal
553,Suppe::N,шөл,sopa
554,Suppe::N,шөл,caldo
555,Honig::N,бал,mel
556,Milch::N,сүү,leite
557,Tee::N,цай,chá
558,Leder::N,арьс,couro
559,Leder::N,савхи,couro
560,Wolle::N,ноос,lã
561,Wolle::N,унгас,lã
562,Stoff::N,бөс,pano
563,Stoff::N,бөс,tecido
564,Nadel::N,зүү,agulha
565,Faden::N,боолт,fio
566,Faden::N,утас,fio
567,Knopf::N,товч,botão
568,Knoten::N,зангилаа,nó
569,Farbe::N,будаг,corante
570,Kleidung::N,хувцас,roupa
571,Kleidung::N,хувцас,vestuário
572,Hemd::N,цамц,camisa
573,Kragen::N,зах заам,gola
574,Ärmel::N,ханцуй,manga
575,Hose::N,өмд,calça
576,Gürtel::N,бүс,cinto
577,Mütze::N,малгай,boné
578,Mütze::N,малгай,barrete
579,Mütze::N,бүрх,boné
580,Mütze::N,бүрх,barrete
581,Schuh::N,туфли,sapato
582,Stiefel::N,гутал,bota
583,Ring::N,бөгж,anel
584,Band::N,тууз,fita
585,Band::N,тууз,faixa
586,Kamm::N,сам,pente
587,Spiegel::N,толь,espelho
588,Riemen::N,тасам,correia
589,Riemen::N,сур,correia
590,Schnur::N,татлага,corda
591,Schnur::N,татлага,cordel
592,Leine::N,оосор,trela
593,Decke::N,хөнжил,cobertor
594,Decke::N,хучлага,cobertor
595,Kissen::N,дэр,almofada
596,Tuch::N,алчуур,pano
597,Tuch::N,даавуу,pano
598,Handtuch::N,алчуур,toalha
599,Kraft::N,чадал,força
600,Kraft::N,хүч,força
601,Stärke::N,эрч,força
602,Stärke::N,тэнхээ,força
603,Gesundheit::N,бие,saúde
604,Gesundheit::N,эрүүл мэнд,saúde
605,Krankheit::N,эмгэг,doença
606,Krankheit::N,эмгэг,enfermidade
607,Schmerz::N,өвчин,dor
608,Wunde::N,шарх,chaga
609,Wunde::N,шарх,ferida
610,Fieber::N,халуун,febre
611,Arznei::N,эм,remédio
612,Brücke::N,гүүр,ponte
613,Brunnen::N,худаг,poço
614,Weide::N,бэлчээр,pastagem
615,Pfad::N,жим,senda
616,Pfad::N,жим,trilho
617,Pfad::N,зөрөг,senda
618,Pfad::N,зөрөг,trilho
619,Weg::N,зам,caminho
620,Weg::N,харгуй,caminho
621,Straße::N,зам,via
622,Straße::N,зам,estrada
623,Straße::N,харгуй,via
624,Straße::N,харгуй,estrada
625,Dorf::N,тосгон,aldeia
626,Dorf::N,гацаа,aldeia
627,Stadt::N,хот,cidade
628,Brief::N,захидал,carta
629,Brief::N,захиа,carta
630,Buch::N,ном,livro
631,Buch::N,бичиг,livro
632,Buchstabe::N,үсэг,letra
633,Zeitung::N,сонин,jornal
634,Leben::N,амь,vida
635,Leben::N,амьдрал,vida
636,Tod::N,үхэл,morte
637,Grab::N,булш,túmulo
638,Grab::N,булш,sepultura
639,Kirche::N,сүм,igreja
640,Sünde::N,нүгэл,pecado
641,Sünde::N,хилэнц,pecado
642,Gott::N,бурхан,deus
643,Arbeiter::N,ажилчин,operário
644,Arbeiter::N,ажилчин,trabalhador
645,Arbeiter::N,хөдөлмөрчин,operário
646,Arbeiter::N,хөдөлмөрчин,trabalhador
647,Chef::N,дарга,chefe
648,Chef::N,дарга,patrão
649,Meister::N,дархан,mestre
650,Arzt::N,эмч,médico
651,Lehrer::N,багш,professor
652,Geld::N,цаас,dinheiro
653,Geld::N,мөнгө,dinheiro
654,Geschäft::N,наймаа,negócio
655,Laden::N,дэлгүүр,loja
656,Preis::N,үнэ,preço
657,Ware::N,таваар,mercadoria
658,Ware::N,бараа,mercadoria
659,Nutzen::N,ашиг,proveito
660,Reichtum::N,баялаг,riqueza
661,Welt::N,дэлхий,mundo
662,Welt::N,орчлон,mundo
663,Land::N,улс,país
664,Land::N,орон,país
665,Staat::N,төр,Estado
666,Staat::N,гүрэн,Estado
667,König::N,ван,rei
668,Macht::N,засаг,poder
669,Macht::N,засаг,potência
670,Grenze::N,хил,fronteira
671,Krieg::N,дайн,guerra
672,Feind::N,дайсан,inimigo
673,Gewalt::N,хүчирхэх,violência
674,Kampf::N,тэмцэл,luta
675,Kampf::N,тэмцэл,combate
676,Kampf::N,байлдаан,luta
677,Kampf::N,байлдаан,combate
678,Bogen[Waffe]::N,нум,arco
679,Pfeil::N,годил,seta
680,Pfeil::N,годил,flecha
681,Pfeil::N,сум,seta
682,Pfeil::N,сум,flecha
683,Gewehr::N,буу,espingarda
684,Fehler::N,эндэл,erro
685,Fehler::N,эндэл,falha
686,Fehler::N,алдаа,erro
687,Fehler::N,алдаа,falha
688,Lüge::N,худал,mentira
689,Schaden::N,хор,dano
690,Schaden::N,хор,estrago
691,Schaden::N,хөнөөл,dano
692,Schaden::N,хөнөөл,estrago
693,Unglück::N,гай,desgraça
694,Unglück::N,гамшиг,desgraça
695,Schuld::N,гэм,culpa
696,Schuld::N,буруу,culpa
697,Alter::N,нас,idade
698,Schluss::N,эцэс,fim
699,Schluss::N,төгсгөл,fim
700,Zeit::N,цаг,tempo
701,Tag::N,өдөр,dia
702,Morgen::N,өглөө,manhã
703,Mittag::N,үд,meio-dia
704,Abend::N,үдэш,noite
705,Abend::N,үдэш,tardinha
706,Nacht::N,шөнө,noite
707,Woche::N,долоо хоног,semana
708,Monat::N,сар,mês
709,Jahr::N,жил,ano
710,Frühling::N,хавар,primavera
711,Sommer::N,зун,verão
712,Herbst::N,намар,outono
713,Winter::N,өвөл,inverno
714,Januar::N,нэгдүгээр сар,Janeiro
715,Februar::N,хоёрдугаар сар,Fevereiro
716,März::N,гуравдугаар сар,Março
717,April::N,дөрөвдүгээр сар,Abril
718,Mai::N,тавдугаар сар,Maio
719,Juni::N,зургаадугаар сар,Junho
720,Juli::N,долдугаар сар,Julho
721,August::N,наймдугаар сар,Agosto
722,September::N,есдүгээр сар,Setembro
723,Oktober::N,аравдугаар сар,Outubro
724,November::N,арван нэгдүгээр сар,Novembro
725,Dezember::N,арван хоёрдугаар сар,Dezembro
726,Montag::N,даваа,segunda-feira
727,Dienstag::N,мягмар,terça-feira
728,Mittwoch::N,лхагва,quarta-feira
729,Donnerstag::N,пүрэв,quinta-feira
730,Freitag::N,баасан,sexta-feira
731,Samstag::N,бямба,sábado
732,Sonntag::N,ням,domingo
733,groß::A,их,grande
734,groß::A,том,grande
735,klein::A,бага,pequeno
736,klein::A,жаахан,pequeno
737,lang::A,урт,comprido
738,kurz::A,охор,curto
739,kurz::A,богино,curto
740,breit::A,өргөн,largo
741,schmal::A,уйтан,estreito
742,schmal::A,нарийн,estreito
743,dicht::A,нягт,denso
744,dicht::A,чигжүү,denso
745,dick[Gegenstand]::A,зузаан,grosso
746,dünn::A,нимгэн,delgado
747,fein::A,нарийн,fino
748,fein::A,нарийн,subtil
749,fest::A,бөх,firme
750,fest::A,бөх,sólido
751,fest::A,хатуу,firme
752,fest::A,хатуу,sólido
753,flach::A,хавтгай,plano
754,glatt::A,цагаан,liso
755,hart::A,хатуу,duro
756,weich::A,зөөлөн,mole
757,rund::A,дугуй,redondo
758,rund::A,дугариг,redondo
759,spitz::A,шовх,agudo
760,spitz::A,шовгор,agudo
761,scharf::A,хурц,afiado
762,scharf::A,иртэй,afiado
763,stumpf::A,мохоо,rombo
764,schwer::A,хүнд,pesado
765,schön::A,гуа,belo
766,schön::A,гуа,bonito
767,schön::A,сайхан,belo
768,schön::A,сайхан,bonito
769,heiß::A,халуун,quente
770,warm::A,дулаан,quente
771,kalt::A,хүйтэн,frio
772,kühl::A,сэрүүн,fresco
773,frisch::A,эрүүл,fresco
774,frisch::A,жихүүн,fresco
775,feucht::A,чийгтэй,húmido
776,nass::A,нойтон,molhado
777,trocken::A,хатсан,seco
778,voll::A,дүүрэн,cheio
779,leer::A,хоосон,vazio
780,offen::A,онгорхой,aberto
781,geschlossen::A,битүү,fechado
782,geschlossen::A,хаалтай,fechado
783,sauber::A,цэвэр,limpo
784,sauber::A,хиргүй,limpo
785,schmutzig::A,бохир,sujo
786,schmutzig::A,хиртэй,sujo
787,roh::A,түүхий,cru
788,reif::A,болсон,maduro
789,lecker::A,амттай,delicioso
790,süß::A,амттай,doce
791,süß::A,чихэрлэг,doce
792,bitter::A,гашуун,amargo
793,sauer::A,эсгэлэн,azedo
794,hell::A,гэгээн,claro
795,hell::A,гэрэлтэй,claro
796,dunkel::A,бараан,escuro
797,dunkel::A,бараан,sombrio
798,dunkel::A,харанхуй,escuro
799,dunkel::A,харанхуй,sombrio
800,schwarz::A,хар,preto
801,weiß::A,цагаан,branco
802,rot::A,улаан,vermelho
803,gelb::A,шар,amarelo
804,blau::A,хөх,azul
805,blau::A,цэнхэр,azul
806,grün::A,ногоон,verde
807,grau::A,орог,cinzento
808,grau::A,саарал,cinzento
809,bunt::A,эрээн,colorido
810,billig::A,хямд,barato
811,teuer::A,үнэтэй,caro
812,wertvoll::A,үнэт,valioso
813,wertvoll::A,үнэт,precioso
