,Concept_ID,tr,vep
59,Hunger::N,açlık,näl'g
60,Träne::N,gözyaşı,kündal'
61,Geschmack::N,tat,magu
62,Geschmack::N,lezzet,magu
63,Geruch::N,koku,haju
64,Schlaf::N,uyku,uni
65,Traum::N,düş,unikuva
66,Traum::N,rüya,unikuva
67,Himmel::N,gök,taivaz
68,Sonne::N,güneş,päiväine
69,Mond::N,ay,kudmaine
70,Stern::N,yıldız,tähtaz
71,Luft::N,hava,il'm
72,Wind::N,yel,döl
73,Wind::N,yel,tullei
74,Wind::N,rüzgâr,döl
75,Wind::N,rüzgâr,tullei
76,Welle::N,dalga,ald
77,Welle::N,dalga,laineh
78,Wasser::N,su,vezi
79,Stein::N,taş,kivi
80,Boden::N,yer,ma
81,Boden::N,yer,pohj
82,Boden::N,zemin,ma
83,Boden::N,zemin,pohj
84,Erde::N,toprak,ma
85,Staub::N,toz,pölü
86,Rauch::N,duman,savu
87,Funke::N,kıvılcım,kibin
88,Feuer::N,ateş,lämoi
89,Licht::N,ışık,vauktuz
90,Schatten::N,gölge,pil'vez
91,Schatten::N,gölge,kuvahaine
92,Wetter::N,hava,sä
93,Nebel::N,pus,sumeg
94,Wolke::N,bulut,pil'v
95,Regen::N,yağmur,vihm
96,Schnee::N,kar,lumi
97,Eis::N,buz,jä
98,Frost::N,don,hala
99,Frost::N,don,pakaine
100,Kälte::N,soğukluk,vilu
101,Hitze::N,sıcaklık,räk
102,Raureif::N,kırç,hüde
103,Regenbogen::N,gökkuşağı,jumalanbembel'
104,Donner::N,gök gürlemesi,juru
105,Donner::N,gök gürlemesi,jumalanjuru
106,Strömung::N,akıntı,joksmuz
107,Strömung::N,cereyan,joksmuz
108,Tropfen::N,damla,tilkuine
109,Schaum::N,köpük,vaht
110,Schmutz::N,çamur,redu
111,Schmutz::N,çamur,pačak
112,Schmutz::N,pislik,redu
113,Schmutz::N,pislik,pačak
114,See::N,göl,järv
115,Sumpf::N,batak,so
116,Moor::N,cılgıt,so
117,Wiese::N,çimen,nit
118,Wald::N,koru,mec
119,Wald::N,orman,mec
120,Hügel::N,tepe,kukaz
121,Anhöhe::N,tümsek,kukaz
122,Anhöhe::N,yükseklik,kukaz
123,Berg::N,dağ,mägi
124,Gipfel::N,zirve,ladv
125,Höhle::N,in,mägionduz
126,Höhle::N,mağara,mägionduz
127,Abhang::N,bayır,paute
128,Quelle::N,pınar,lähte
129,Quelle::N,kaynak,lähte
130,Bach::N,çay,oja
131,Bach::N,dere,oja
132,Fluss::N,nehir,jogi
133,Ufer::N,kıyı,rand
134,Ufer::N,sahil,rand
135,Küste::N,kıyı,randišt
136,Küste::N,sahil,randišt
137,Festland::N,kara,kuivma
138,Meer::N,deniz,meri
139,Bucht::N,koy,laht
140,Bucht::N,körfez,laht
141,Insel::N,ada,sar'
142,Blume::N,çiçek,änik
143,Gras::N,ot,hein
144,Gras::N,çim,hein
145,Wurzel::N,kök,jur'
146,Baum::N,ağaç,pu
147,Stamm::N,gövde,tüvi
148,Rinde::N,kabuk,kor'
149,Ast::N,dal,oks
150,Ast::N,budak,oks
151,Zweig::N,dal,oks
152,Zweig::N,dal,barb
153,Blatt::N,yaprak,lehtez
154,Birke::N,huş,koiv
155,Kiefer[Baum]::N,çam,pedai
156,Weide[Baum]::N,söğüt,raid
157,Tanne::N,çam,kuz'
158,Tanne::N,köknar,kuz'
159,Horn::N,boynuz,sar'v
160,Feder::N,tüy,höuneh
161,Fell::N,post,nahk
162,Flügel::N,kanat,suug
163,Klaue::N,pençe,künz'
164,Kralle::N,tırnak,künz'
165,Schwanz::N,kuyruk,händ
166,Ei::N,yumurta,muna
167,Nest::N,yuva,peza
168,Bau::N,in,uru
169,Tier::N,hayvan,živat
170,Herde::N,sürü,kogo
171,Kuh::N,inek,lehm
172,Bulle::N,boğa,härg
173,Pferd::N,at,hebo
174,Pferd::N,beygir,hebo
175,Schaf::N,koyun,lambaz
176,Schwein::N,domuz,siga
177,Hund::N,it,koir
178,Hund::N,köpek,koir
179,Katze::N,kedi,kaži
180,Bär::N,ayı,kondi
181,Eichhörnchen::N,sincap,orav
182,Elch::N,büyük kuzey geyiği,hirb'
183,Fuchs::N,tilki,reboi
184,Hase::N,tavşan,jäniš
185,Maus::N,fare,hir'
186,Maus::N,sıçan,hir'
187,Wolf::N,kurt,händikaz
188,Vogel::N,kuş,lind
189,Schwarm::N,sürü,parveh
190,Huhn::N,tavuk,kana
191,Hahn::N,horoz,kukoi
192,Gans::N,kaz,hanh'
193,Adler::N,kartal,orl
194,Adler::N,karakuş,orl
195,Ente::N,ördek,sorz
196,Eule::N,baykuş,hir'pulo
197,Kranich::N,turna,kurg
198,Krähe::N,karga,variš
199,Kuckuck::N,guguk,kägi
200,Schwan::N,kuğu,joucen
201,Fisch::N,balık,kala
202,Barsch::N,hani,ahven
203,Barsch::N,levrek,ahven
204,Hecht::N,turnabalığı,haug'
205,Schlange[Tier]::N,yılan,kü
206,Schlange[Tier]::N,yılan,mado
207,Wurm::N,kurt,mado
208,Wurm::N,solucan,mado
209,Spinne::N,örümcek,hämähouk
210,Ameise::N,karınca,murahaine
211,Laus::N,bit,täi
212,Mücke::N,sivrisinek,säs'k
213,Fliege::N,sinek,kärbhaine
214,Schmetterling::N,kelebek,lipkaine
215,Beere::N,tane,marj
216,Apfel::N,elma,jablok
217,Pilz::N,mantar,sen'
218,Pilz::N,mantar,babuk
219,Zwiebel::N,soğan,lauk
220,Saat::N,ekin,semned
221,Korn::N,tane,jüvä
222,Korn::N,tane,vill'
223,Heu::N,kuru ot,hein
224,Schale::N,kabuk,kor'
225,Grube::N,çukur,kop
226,Falle::N,tuzak,rida
227,Schlinge::N,ilmik,rihm
228,Spur::N,iz,jäl'g
229,Asche::N,kül,tuhk
230,Dreck::N,pislik,redu
231,Dreck::N,pislik,pačak
232,Eisen::N,demir,raud
233,Gold::N,altın,kuld
234,Silber::N,gümüş,hobed
235,Kohle::N,kömür,hil'
236,Glas::N,cam,stökol
237,Lehm::N,balçık,savi
238,Sand::N,kum,lete
239,Mensch::N,insan,mez'
240,Mensch::N,insan,ristit
241,Mann::N,adam,mez'
242,Mann::N,erkek,mez'
243,Frau::N,bayan,naine
244,Kind::N,çocuk,laps'
245,Junge::N,erkek çocuk,poig
246,Junge::N,erkek çocuk,prihaine
247,Mädchen::N,kız,neičukaine
248,Familie::N,aile,kanz
249,Familie::N,aile,pereh
250,Großvater::N,dede,ded
251,Großvater::N,büyükbaba,ded
252,Großmutter::N,nine,bab
253,Großmutter::N,büyükanne,bab
254,Eltern::N,ebeveyn,vanhembad
255,Eltern::N,ebeveyn,kazvatajad
256,Eltern::N,ana baba,vanhembad
257,Eltern::N,ana baba,kazvatajad
258,Vater::N,ata,tat
259,Vater::N,baba,tat
260,Mutter::N,ana,mam
261,Mutter::N,anne,mam
262,Sohn::N,oğul,poig
263,Tochter::N,kız,tütär
264,Tochter::N,kız evlât,tütär
265,Bruder::N,abi,veik
266,Bruder::N,abi,vell'
267,Bruder::N,erkek kardeş,veik
268,Bruder::N,erkek kardeş,vell'
269,Schwester::N,abla,čiža
270,Schwester::N,abla,sizar
271,Schwester::N,kız kardeş,čiža
272,Schwester::N,kız kardeş,sizar
273,Onkel::N,dayı,däd'
274,Tante::N,hala,tädi
275,Tante::N,teyze,tädi
276,Ehemann::N,koca,mužik
277,Ehefrau::N,karı,ak
278,Freude::N,neşe,ilo
279,Freude::N,neşe,ihastuz
280,Freude::N,sevinç,ilo
281,Freude::N,sevinç,ihastuz
282,Gelächter::N,gülme,nagr
283,Gelächter::N,kahkaha,nagr
284,Glück::N,mutluluk,oza
285,Kummer::N,dert,gor'a
286,Kummer::N,keder,gor'a
287,Wunsch::N,arzu,taht
288,Wunsch::N,istek,taht
289,Lust::N,arzu,himo
290,Lust::N,heves,himo
291,Geist::N,tin,heng
292,Gedanke::N,fikir,meletuz
293,Gedanke::N,düşünce,meletuz
294,Gedächtnis::N,bellek,mušt
295,Verstand::N,zekâ,mel'
296,Sinn::N,anlam,jüvä
297,Grund::N,sebep,sü
298,Wahrheit::N,doğruluk,tozi
299,Wahrheit::N,gerçeklik,tozi
300,Gespräch::N,görüşme,lodu
301,Gespräch::N,görüşme,pagin
302,Märchen::N,masal,sarn
303,Erzählung::N,öykü,sanutez
304,Erzählung::N,hikâye,sanutez
305,Nachricht::N,haber,tedotuz
306,Neuigkeit::N,haber,uzištuz
307,Name::N,ad,nimi
308,Name::N,isim,nimi
309,Rätsel::N,bilmece,ozoitez
310,Rede::N,söylev,pagin
311,Rede::N,söylev,sanad
312,Rede::N,konuşma,pagin
313,Rede::N,konuşma,sanad
314,Sprache::N,dil,kel'
315,Sprache::N,lisan,kel'
316,Stimme::N,ses,än'
317,Wort::N,kelime,sana
318,Zeichen::N,işaret,znam
319,Ruf::N,çağırma,kida
320,Ruf::N,çağırma,kucund
321,Lärm::N,şamata,judu
322,Lärm::N,gürültü,judu
323,Laut::N,ses,kulund
324,Ton::N,ses,kulund
325,Lied::N,türkü,pajo
326,Ruhe::N,sakinlik,lebu
327,Leute::N,halk,rahvaz
328,Leute::N,insanlar,rahvaz
329,Volk::N,ulus,rahvaz
330,Volk::N,millet,rahvaz
331,Arbeit::N,iş,tö
332,Arbeit::N,iş,rad
333,Arbeit::N,çalışma,tö
334,Arbeit::N,çalışma,rad
335,Gast::N,konuk,adiv
336,Gast::N,misafir,adiv
337,Geschenk::N,hediye,lahj
338,Geschenk::N,armağan,lahj
339,Spiel::N,oyun,vänd
340,Gesellschaft::N,çevre,sebr
341,Gesellschaft::N,arkadaşlık,sebr
342,Hilfe::N,yardım,abu
343,Freund::N,dost,sebranik
344,Freund::N,arkadaş,sebranik
345,Kamerad::N,arkadaş,sebranik
346,Angelegenheit::N,iş,azj
347,Angelegenheit::N,husus,azj
348,Anzahl::N,sayı,lugu
349,Art::N,çeşit,rod
350,Art::N,çeşit,rodsugu
351,Stück::N,tane,pala
352,Stück::N,tane,supal
353,Stück::N,parça,pala
354,Stück::N,parça,supal
355,Teil::N,kısım,pala
356,Hälfte::N,yarı,pol'
357,Kreis::N,daire,ümbruz
358,Kreis::N,daire,kehkruz
359,Kreuz::N,haç,rist
360,Linie::N,hat,pird
361,Linie::N,çizgi,pird
362,Strich::N,çizgi,pird
363,Abstand::N,aralık,keskust
364,Entfernung::N,mesafe,matk
365,Entfernung::N,uzaklık,matk
366,Gegend::N,yöre,taho
367,Platz::N,yer,avaruz'
368,Ort::N,yer,koht
369,Seite::N,yan,pol'
370,Seite::N,yan,kül'g
371,Seite::N,taraf,pol'
372,Seite::N,taraf,kül'g
373,Mitte::N,orta,kesk
374,Mitte::N,merkez,kesk
375,Gegenstand::N,şey,kalu
376,Sache::N,iş,azj
377,Sache::N,şey,azj
378,Rand::N,kenar,röun
379,Kante::N,kenar,röun
380,Ecke::N,köşe,saum
381,Spitze::N,uç,agjaine
382,Spitze::N,baş,agjaine
383,Ende::N,uç,agj
384,Loch::N,oyuk,reig
385,Loch::N,delik,reig
386,Winkel::N,köşe,čoga
387,Winkel::N,köşe,saum
388,Muster::N,örnek,kirjam
389,Größe::N,büyüklük,suruz'
390,Länge::N,uzunluk,piduz
391,Höhe::N,yükseklik,korktuz'
392,Gewicht::N,ağırlık,jügu
393,Gewicht::N,ağırlık,vedäduz
394,Menge::N,miktar,äjüz'
395,Haufen::N,küme,kogo
396,Haufen::N,yığın,kogo
397,Reihe::N,sıra,rivi
398,Boot::N,kayık,veneh
399,Boot::N,sandal,veneh
400,Ruder::N,kürek,air
401,Schlitten::N,kızak,regi
402,Schlitten::N,kızak,regut
403,Ski::N,kayak,suks'
404,Lagerfeuer::N,kamp ateşi,nodj
405,Lagerfeuer::N,kamp ateşi,pažag
406,Last::N,yük,jüguz
407,Gang::N,gidiş,astund
408,Gang::N,yürüyüş,astund
409,Schritt::N,adım,hašk
410,Norden::N,kuzey,pohjoine
411,Süden::N,güney,suvi
412,Westen::N,batı,päivlaskm
413,Osten::N,doğu,päivnouzm
414,Holz::N,ağaç,pu
415,Holz::N,tahta,pu
416,Brett::N,tahta,laud
417,Platte::N,levha,keitim
418,Stütze::N,dayak,tugi
419,Stütze::N,destek,tugi
420,Stange::N,çubuk,arz'
421,Stock::N,sopa,kalu
422,Stock::N,değnek,kalu
423,Stab::N,sırık,seibaz
424,Stab::N,baston,seibaz
425,Rohr::N,boru,torv
426,Haus::N,ev,pert'
427,Heim::N,ev,kodi
428,Heim::N,yurt,kodi
429,Ofen::N,soba,päč
430,Fußboden::N,taban,lava
431,Fußboden::N,döşeme,lava
432,Tisch::N,masa,laud
433,Tisch::N,masa,stal'c
434,Stuhl::N,iskemle,ištim
435,Stuhl::N,sandalye,ištim
436,Wiege::N,beşik,kätte
437,Bett::N,yatak,sija
438,Bett::N,yatak,magaduzsija
439,Regal::N,raf,palič
440,Kiste::N,sandık,mülütim
441,Fenster::N,pencere,ikun
442,Tür::N,kapı,uks'
443,Tor::N,kapı,verai
444,Zaun::N,çit,aid
445,Dach::N,dam,katuz
446,Dach::N,çatı,katuz
447,Leiter::N,merdiven,pordhad
448,Besen::N,süpürge,lud
449,Besen::N,süpürge,vast
450,Spaten::N,bel,labid
451,Schaufel::N,kürek,labid
452,Gabel::N,çatal,hangoine
453,Löffel::N,kaşık,luzik
454,Messer::N,bıçak,veič
455,Nagel::N,çivi,nagl
456,Netz::N,ağ,verk
457,Haken::N,çengel,kouk
458,Griff::N,kulp,kägä
459,Griff::N,kulp,varz'
460,Griff::N,tutamak,kägä
461,Griff::N,tutamak,varz'
462,Schloss::N,kilit,lukkol
463,Bild::N,imaj,kuva
464,Bild::N,resim,kuva
465,Figur::N,şekil,figur
466,Figur::N,heykel,figur
467,Puppe::N,kukla,tätüine
468,Beutel::N,kese,havad
469,Beutel::N,torba,havad
470,Bündel::N,deste,toppaz
471,Bündel::N,deste,käč
472,Tasche::N,çanta,sumk
473,Eimer::N,kova,vädr
474,Deckel::N,kapak,katuz
475,Geschirr::N,kap kacak,astii
476,Sack::N,torba,havad
477,Tasse::N,fincan,čašk
478,Topf::N,tencere,pada
479,Kessel::N,kazan,katil
480,Essen::N,yemek,sönd
481,Nahrung::N,gıda,söm
482,Nahrung::N,besin,söm
483,Speise::N,yemek,sömine
484,Fleisch::N,et,liha
485,Getreide::N,tahıl,vill'
486,Getreide::N,hububat,vill'
487,Brei::N,ezme,pudr
488,Brot::N,ekmek,leib
489,Scheibe::N,dilim,bibaleh
490,Scheibe::N,dilim,šlik
491,Fett::N,yağ,razv
492,Butter::N,tereyağı,voi
493,Öl::N,yağ,voi
494,Öl::N,akar yağ,voi
495,Salz::N,tuz,sol
496,Suppe::N,çorba,lem'
497,Suppe::N,çorba,keitoz
498,Honig::N,bal,mezi
499,Milch::N,süt,maid
500,Tee::N,çay,čai
501,Leder::N,deri,nahk
502,Leder::N,meşin,nahk
503,Wolle::N,yün,vill
504,Stoff::N,kumaş,kangaz
505,Nadel::N,iğne,negl
506,Faden::N,tire,nit'
507,Faden::N,iplik,nit'
508,Knopf::N,düğme,nübl'
509,Knoten::N,düğüm,sol'm
510,Farbe::N,boya,muju
511,Kleidung::N,giyim,sobad
512,Hemd::N,gömlek,paid
513,Kragen::N,yaka,kagluz
514,Ärmel::N,yen,hijam
515,Ärmel::N,elbise kolu,hijam
516,Hose::N,pantolon,štanad
517,Gürtel::N,kuşak,vö
518,Mütze::N,bere,šapuk
519,Mütze::N,kasket,šapuk
520,Schuh::N,kundura,keng'
521,Schuh::N,ayakkabı,keng'
522,Stiefel::N,çizme,sapug
523,Ring::N,yüzük,rengaz
524,Band::N,bağ,lentaine
525,Band::N,şerit,lentaine
526,Kamm::N,tarak,suga
527,Spiegel::N,ayna,zerkol
528,Riemen::N,kayış,vö
529,Schnur::N,ip,nor
530,Schnur::N,sicim,nor
531,Leine::N,kayış,talutimnor
532,Decke::N,örtü,sijakatuz
533,Decke::N,yorgan,sijakatuz
534,Kissen::N,yastık,pöluz
535,Tuch::N,bez,paik
536,Handtuch::N,havlu,käzipaik
537,Kraft::N,güç,vägi
538,Kraft::N,kuvvet,vägi
539,Stärke::N,kuvvet,vahvuz'
540,Gesundheit::N,sağlık,tervhuz
541,Krankheit::N,hastalık,läžund
542,Schmerz::N,ağrı,kibu
543,Schmerz::N,sancı,kibu
544,Wunde::N,yara,čapatez
545,Fieber::N,ateş,säru
546,Arznei::N,ilâç,zel'l'
547,Brücke::N,köprü,sild
548,Brunnen::N,kuyu,kaiv
549,Brunnen::N,çeşme,kaiv
550,Weide::N,otlak,omaluine
551,Pfad::N,patika,tehut
552,Pfad::N,keçiyolu,tehut
553,Weg::N,yol,te
554,Straße::N,yol,te
555,Straße::N,cadde,te
556,Dorf::N,köy,külä
557,Stadt::N,kent,lidn
558,Stadt::N,şehir,lidn
559,Brief::N,mektup,kirjeine
560,Buch::N,kitap,kirj
561,Buchstabe::N,harf,kirjam
562,Zeitung::N,gazete,lehtez
563,Leben::N,hayat,elo
564,Tod::N,ölüm,surm
565,Grab::N,kabir,kaum
566,Kirche::N,kilise,jumalanpert'
567,Sünde::N,günah,grähk
568,Gott::N,tanrı,jumal
569,Arbeiter::N,işçi,radnik
570,Chef::N,şef,pämez'
571,Chef::N,müdür,pämez'
572,Meister::N,usta,mastar
573,Arzt::N,hekim,lekar'
574,Arzt::N,doktor,lekar'
575,Lehrer::N,hoca,opendai
576,Lehrer::N,öğretmen,opendai
577,Geld::N,para,rahad
578,Geschäft::N,ticaret,biznes
579,Laden::N,dükkân,lauk
580,Preis::N,fiyat,arv
581,Ware::N,mal,tavar
582,Nutzen::N,fayda,liža
583,Reichtum::N,servet,kodielo
584,Reichtum::N,servet,kal'huz'
585,Reichtum::N,zenginlik,kodielo
586,Reichtum::N,zenginlik,kal'huz'
587,Welt::N,dünya,mail'm
588,Land::N,ülke,ma
589,Staat::N,devlet,valdkund
590,König::N,kral,kunigaz
591,Macht::N,kudret,vald
592,Macht::N,iktidar,vald
593,Grenze::N,had,röun
594,Grenze::N,sınır,röun
595,Krieg::N,savaş,soda
596,Feind::N,düşman,vihanik
597,Feind::N,düşman,vastustai
598,Gewalt::N,zor,vägivald
599,Gewalt::N,cebir,vägivald
600,Kampf::N,savaş,tora
601,Bogen[Waffe]::N,yay,taug
602,Pfeil::N,ok,nol
603,Gewehr::N,tüfek,oružj
604,Fehler::N,hata,viga
605,Fehler::N,yanlış,viga
606,Lüge::N,yalan,kelastuz
607,Schaden::N,zarar,pahuz'
608,Unglück::N,felâket,bed
609,Unglück::N,felâket,gor'a
610,Unglück::N,talihsizlik,bed
611,Unglück::N,talihsizlik,gor'a
612,Schuld::N,suç,värhuz'
613,Schuld::N,kabahat,värhuz'
614,Alter::N,yaş,igä
615,Schluss::N,son,lop
616,Zeit::N,zaman,aig
617,Tag::N,gün,päiv
618,Morgen::N,sabah,homendez
619,Mittag::N,öğle,keskpäiv
620,Abend::N,akşam,eht
621,Nacht::N,gece,ö
622,Woche::N,hafta,nedal'
623,Monat::N,ay,ku
624,Jahr::N,yıl,voz'
625,Jahr::N,sene,voz'
626,Frühling::N,ilkbahar,keväz'
627,Sommer::N,yaz,keza
628,Herbst::N,güz,sügüz'
629,Herbst::N,sonbahar,sügüz'
630,Winter::N,kış,tal'v
631,Januar::N,ocak,viluku
632,Februar::N,şubat,uhoku
633,März::N,mart,keväz'ku
634,April::N,nisan,sulaku
635,Mai::N,mayıs,semendku
636,Juni::N,haziran,kezaku
637,Juli::N,temmuz,heinku
638,August::N,ağustos,eloku
639,September::N,eylül,sügüz'ku
640,Oktober::N,ekim,reduku
641,November::N,kasım,kül'mku
642,Dezember::N,aralık,tal'vku
643,Montag::N,pazartesi,ezmärg
644,Dienstag::N,salı,tožnarg
645,Mittwoch::N,çarşamba,koumanz'päiv
646,Donnerstag::N,perşembe,nellänz'päiv
647,Freitag::N,cuma,pätnič
648,Freitag::N,cuma,videnz'päiv
649,Samstag::N,cumartesi,sobat
650,Sonntag::N,pazar,pühäpäiv
651,groß::A,büyük,sur'
652,groß::A,büyük,järed
653,klein::A,ufak,pen'
654,klein::A,ufak,pičuine
655,klein::A,küçük,pen'
656,klein::A,küçük,pičuine
657,lang::A,uzun,pit'k
658,kurz::A,kısa,lühüd
659,breit::A,enli,leved
660,breit::A,geniş,leved
661,schmal::A,dar,kaid
662,dicht::A,sık,tihed
663,dicht::A,yoğun,tihed
664,dick[Gegenstand]::A,kalın,paks
665,dick[Gegenstand]::A,iri,paks
666,dünn::A,ince,hoik
667,fein::A,ince,hen
668,fein::A,narin,hen
669,fest::A,sabit,luja
670,fest::A,sabit,ninev
671,fest::A,sağlam,luja
672,fest::A,sağlam,ninev
673,flach::A,düz,lapak
674,flach::A,yassı,lapak
675,glatt::A,düz,siled
676,hart::A,katı,kova
677,weich::A,yumuşak,pehmed
678,rund::A,yuvarlak,kehker
679,spitz::A,sivri,nügu
680,spitz::A,sivri,terav
681,scharf::A,keskin,terav
682,stumpf::A,kör,tül'c
683,schwer::A,ağır,jüged
684,schön::A,güzel,čoma
685,heiß::A,kızgın,räk
686,warm::A,sıcak,läm'
687,kalt::A,soğuk,vilu
688,kühl::A,serin,raibak
689,kühl::A,serin,viluhk
690,frisch::A,taze,lahed
691,feucht::A,nemli,neps
692,feucht::A,nemli,toreh
693,feucht::A,rutubetli,neps
694,feucht::A,rutubetli,toreh
695,nass::A,yaş,märg
696,nass::A,ıslak,märg
697,trocken::A,kuru,kuiv
698,voll::A,dolu,täuz'
699,voll::A,dolmuş,täuz'
700,leer::A,boş,joudai
701,offen::A,açık,avoin
702,offen::A,açık,avol'jaine
703,geschlossen::A,kapalı,saubaline
704,sauber::A,pak,puhtaz
705,sauber::A,temiz,puhtaz
706,schmutzig::A,pis,redukaz
707,schmutzig::A,kirli,redukaz
708,roh::A,çiğ,rohk
709,roh::A,çiğ,toreh
710,reif::A,olgun,küps
711,lecker::A,lezzetli,magukaz
712,süß::A,tatlı,maged
713,süß::A,şekerli,maged
714,bitter::A,acı,karged
715,sauer::A,ekşi,muiged
716,hell::A,aydınlık,kirkas
717,hell::A,aydınlık,valgei
718,dunkel::A,karanlık,pimed
719,schwarz::A,kara,must
720,schwarz::A,siyah,must
721,weiß::A,ak,vauged
722,weiß::A,beyaz,vauged
723,rot::A,kırmızı,rusked
724,gelb::A,sarı,pakuine
725,blau::A,mavi,sinine
726,grün::A,yeşil,vihand
727,grau::A,boz,hahk
728,bunt::A,renkli,kirjav
729,billig::A,ucuz,odav
730,teuer::A,pahalı,kalliž
731,wertvoll::A,değerli,arvokas
732,blind::A,kör,soged
733,taub::A,sağır,kurdiž
734,kräftig::A,dinç,vägev
735,kräftig::A,kuvvetli,vägev
736,stark::A,güçlü,vahv
737,stark::A,güçlü,vägekaz
738,stark::A,kuvvetli,vahv
739,stark::A,kuvvetli,vägekaz
740,schwach::A,zayıf,väll'
741,schwach::A,güçsüz,väll'
742,fett::A,şişman,razvakaz
743,schlank::A,narin,kapos
744,hübsch::A,güzel,čoma
745,hübsch::A,sevimli,čoma
746,böse::A,kötü,äred
747,böse::A,kötü,käred
748,dumm::A,aptal,el'getoi
749,faul::A,tembel,lašk
750,fleißig::A,çalışkan,radonnavedii
751,geizig::A,cimri,ažlak
752,klug::A,zekî,melev
753,klug::A,zekî,melekaz
754,klug::A,akıllı,melev
755,klug::A,akıllı,melekaz
756,geschickt::A,becerikli,mahtokaz
757,lieb::A,sevimli,izo
758,lieb::A,sevimli,sula
759,lustig::A,neşeli,ilokaz
760,sanft::A,nazik,laskav
761,hungrig::A,aç,näl'ghine
762,krank::A,hasta,läžui
763,krank::A,rahatsız,läžui
764,nackt::A,çıplak,alastoi
765,traurig::A,kederli,opalahine
766,traurig::A,üzüntülü,opalahine
767,lebendig::A,canlı,eläb
768,gut::A,iyi,hüvä
769,schlecht::A,kötü,huba
770,richtig::A,doğru,oiged
771,schlimm::A,kötü,paha
772,wahr::A,doğru,todesine
773,wahr::A,gerçek,todesine
774,alt::A,eski,vanh
775,neu::A,yeni,uz'
776,ehemalig::A,önceki,edeline
777,alt[Lebewesen]::A,yaşlı,ravaz
778,jung::A,genç,nor'
779,arm::A,fakir,gol'l'
780,reich::A,zengin,elokaz
781,bekannt::A,bilinen,tutab
782,berühmt::A,ünlü,tetab
783,berühmt::A,meşhur,tetab
784,fremd::A,yabancı,veraz
785,verschieden::A,ayrı,erazvuitte
786,verschieden::A,farklı,erazvuitte
787,nah::A,yakın,läheline
788,nah::A,bitişik,läheline
789,fern::A,uzak,edahaine
790,linker::A,sol,hura
791,rechter::A,sağ,oiged
792,anderer::A,diğer,toine
793,erster::A,ilk,ezmäine
794,erster::A,birinci,ezmäine
795,zweiter::A,ikinci,toine
796,dritter::A,üçüncü,koumanz'
797,letzter::A,son,jäl'gmäine
798,letzter::A,sonuncu,jäl'gmäine
799,allein::ADV,yalnız,üksnäze
800,allein::ADV,tek başına,üksnäze
801,auf einmal::ADV,birden,ühten aigan
802,zusammen::ADV,beraber,ühtes
803,zusammen::ADV,birlikte,ühtes
804,lange::ADV,çok,hätken
805,lange::ADV,uzun,hätken
806,plötzlich::ADV,ansızın,äkkid
807,plötzlich::ADV,birdenbire,äkkid
808,sofort::ADV,hemen,kerdalaz
809,sofort::ADV,derhal,kerdalaz
810,später::ADV,daha sonra,möhemba
811,jetzt::ADV,şimdi,nügüd'
812,heute::ADV,bugün,tämbei
813,morgen::ADV,yarın,homen
814,bald::ADV,yakında,pigai
815,dann::ADV,sonra,sid'
816,gestern::ADV,dün,eglai
817,einst::ADV,eskiden,ende
818,einst::ADV,eskiden,kerdan
819,damals::ADV,o zamanlar,siloi
820,danach::ADV,sonradan,sid'
821,danach::ADV,ondan sonra,sid'
822,vorher::ADV,önce,ende
