,Concept_ID,ta,cy
300,Platz::N,வெற்றிடம்,lle
301,Ort::N,இடம்,lle
302,Seite::N,பக்கம்,ochr
303,Mitte::N,இடைப்பகுதி,canol
304,Gegenstand::N,உருப்படி,eitem
305,Sache::N,பொருள்,peth
306,Rand::N,தொங்கு,cwr
307,Rand::N,தொங்கு,ymyl
308,Kante::N,விளிம்பு,min
309,Kante::N,விளிம்பு,ymyl
310,Ecke::N,மூலை,cornel
311,Spitze::N,முனை,blaen
312,Ende::N,முடிவு,pen
313,Loch::N,துளை,twll
314,Winkel::N,கோணம்,congl
315,Muster::N,பாங்கு,patrwm
316,Größe::N,அளவு,maint
317,Größe::N,அளவு,maintioli
318,Länge::N,நீளம்,hyd
319,Höhe::N,உயரம்,uchder
320,Gewicht::N,எடை,pwysau
321,Menge::N,தொகை,swm
322,Menge::N,தொகை,maint
323,Haufen::N,குவியல்,pentwr
324,Reihe::N,வரிசை,rhes
325,Boot::N,படகு,cwch
326,Ruder::N,துடுப்பு,rhwyf
327,Schlitten::N,சகடையிலா வண்டி,sled
328,Schlitten::N,சகடையிலா வண்டி,car llusg
329,Ski::N,பனிச் சறுக்கல்,sgi
330,Lagerfeuer::N,மூட்டம்,coelcerth
331,Last::N,பாரம்,llwyth
332,Gang::N,நடை,tro
333,Schritt::N,காலடி,cam
334,Norden::N,வடக்கு,gogledd
335,Süden::N,தெற்கு,de
336,Westen::N,மேற்கு திசை,gorllewin
337,Osten::N,கிழக்கு,dwyrain
338,Holz::N,மரக்கட்டை,pren
339,Brett::N,பலகை,bwrdd
340,Brett::N,பலகை,astell
341,Platte::N,பலகம்,llech
342,Stütze::N,அடைப்புகன்,ateg
343,Stütze::N,அடைப்புகன்,cynhalydd
344,Stange::N,கம்பம்,polyn
345,Stock::N,குச்சி,ffon
346,Stock::N,குச்சி,brigyn
347,Stab::N,கம்பு,ffon
348,Rohr::N,குழாய்,pibell
349,Haus::N,வீடு,tŷ
350,Heim::N,வீடு,cartref
351,Ofen::N,அடுப்பு,stof
352,Fußboden::N,தரை,llawr
353,Tisch::N,மேசை,bwrdd
354,Stuhl::N,நாற்காலி,cadair
355,Wiege::N,தொட்டில்,crud
356,Bett::N,படுக்கை,gwely
357,Regal::N,அலமாரி,silff
358,Kiste::N,பெட்டி,bocs
359,Kiste::N,பெட்டி,blwch
360,Fenster::N,சாளரம்,ffenestr
361,Tür::N,கதவு,drws
362,Tor::N,வாசற்கதவு,porth
363,Zaun::N,வேலி,ffens
364,Dach::N,கூரை,to
365,Leiter::N,ஏணி,ysgol
366,Besen::N,விளக்குமாறு,ysgub
367,Spaten::N,மண்வெட்டி,rhaw
368,Schaufel::N,அடிதண்டா,rhaw
369,Gabel::N,முட்கரண்டி,fforc
370,Löffel::N,கரண்டி,llwy
371,Messer::N,கத்தி,cyllell
372,Nagel::N,ஆணி,hoel
373,Netz::N,வலை,gwe
374,Netz::N,வலை,rhwyd
375,Haken::N,கொக்கி,bach
376,Griff::N,கைப்பிடி,carn
377,Schloss::N,பூட்டு,clo
378,Bild::N,படம்,llun
379,Bild::N,படம்,pictiwr
380,Figur::N,எண்ணிக்கை,ffigur
381,Puppe::N,பொம்மை,dol
382,Beutel::N,பை,cwd
383,Bündel::N,பொதி,bwndel
384,Bündel::N,பொதி,coflaid
385,Tasche::N,பை,cod
386,Eimer::N,வாளி,bwced
387,Eimer::N,வாளி,cunnog
388,Deckel::N,உறை,caead
389,Geschirr::N,பாத்திரம்,llestri
390,Sack::N,பை,sach
391,Tasse::N,கிண்ணம்,cwpan
392,Topf::N,பானை,pot
393,Topf::N,பானை,crochan
394,Kessel::N,கெண்டி,tegell
395,Essen::N,உணவருந்துதல்,pryd o fwyd
396,Nahrung::N,உணவு,bwyd
397,Speise::N,உணவு வகை,saig
398,Fleisch::N,இறைச்சி,cig
399,Getreide::N,மக்காச்சோளம்,ŷd
400,Getreide::N,மக்காச்சோளம்,llafur
401,Brei::N,கஞ்சி,uwd
402,Brot::N,ரொட்டி,bara
403,Scheibe::N,துண்டு,tafell
404,Fett::N,கொழுப்பு,saim
405,Fett::N,கொழுப்பு,braster
406,Butter::N,வெண்ணெய்,ymenyn
407,Öl::N,எண்ணெய்,olew
408,Salz::N,உப்பு,halen
409,Suppe::N,ரசம்,cawl
410,Honig::N,தேன்,mêl
411,Milch::N,பால்,llaeth
412,Milch::N,பால்,llefrith
413,Tee::N,தெனீர்,te
414,Leder::N,பதம் செய்யப்பட்ட தோல்,lledr
415,Wolle::N,கம்பளி,gwlân
416,Stoff::N,துணி,lliain
417,Stoff::N,துணி,brethyn
418,Nadel::N,ஊசி,nodwydd
419,Faden::N,நூல்,edau
420,Faden::N,நூல்,edefyn
421,Knopf::N,பொத்தான்,botwm
422,Knoten::N,முடிச்சு,cwlwm
423,Farbe::N,வண்ணக் குழம்பு,paent
424,Kleidung::N,ஆடைகள்,dillad
425,Kleidung::N,ஆடைகள்,gwisgoedd
426,Hemd::N,சட்டை,crys
427,Kragen::N,கழுத்துப் பட்டை,coler
428,Ärmel::N,சட்டைக்கை,llawes
429,Hose::N,கால்சட்டை,trowsus
430,Gürtel::N,பெல்ட்,gwregys
431,Mütze::N,தொப்பி,cap
432,Schuh::N,காலணி,esgid
433,Stiefel::N,காலணி,botasen
434,Ring::N,மோதிரம்,modrwy
435,Band::N,நாடா,rhuban
436,Kamm::N,கீப்பு,crib
437,Spiegel::N,ஆடி,drych
438,Spiegel::N,கண்ணாடி,drych
439,Riemen::N,வார்,strap
440,Schnur::N,கயிறு,llinyn
441,Leine::N,தோல்வார்,tennyn
442,Decke::N,போர்வை,blanced
443,Decke::N,போர்வை,gwrthban
444,Kissen::N,தலையணை,clustog
445,Kissen::N,தலையணை,gobennydd
446,Tuch::N,துணி,sgarff
447,Handtuch::N,தண்டு,tywel
448,Handtuch::N,தண்டு,lliain sychu
449,Kraft::N,நிர்பந்தம்,grym
450,Stärke::N,பலம்,nerth
451,Stärke::N,பலம்,cryfder
452,Gesundheit::N,ஆரோக்கியம்,iechyd
453,Krankheit::N,நோய்,afiechyd
454,Krankheit::N,நோய்,anhwylder
455,Schmerz::N,வலி,poen
456,Schmerz::N,வலி,gwayw
457,Wunde::N,காயம்,clwyf
458,Fieber::N,காய்ச்சல்,twymyn
459,Arznei::N,மருந்து,meddyginiaeth
460,Brücke::N,பாலம்,pont
461,Brunnen::N,கேணி,ffynnon
462,Weide::N,மேய்ச்சல் நிலம்,porfa
463,Pfad::N,நடை வழி,llwybr
464,Weg::N,வழி,ffordd
465,Straße::N,சாலை,heol
466,Straße::N,சாலை,ffordd
467,Dorf::N,கிராமம்,pentref
468,Stadt::N,நகரம்,tref
469,Brief::N,கடிதம்,llythyr
470,Buch::N,புத்தகம்,llyfr
471,Buchstabe::N,எழத்து,llythyren
472,Zeitung::N,செய்தித்தாள்,papur newydd
473,Leben::N,வாழ்க்கை,bywyd
474,Tod::N,மரணம்,marwolaeth
475,Grab::N,சமாதி,bedd
476,Kirche::N,தேவாலயம்,eglwys
477,Sünde::N,பாவம்,pechod
478,Gott::N,கடவுள்,duw
479,Arbeiter::N,தொழிலாளி,gweithiwr
480,Chef::N,மேலாளர்,pennaeth
481,Meister::N,தலைவன்,meistr
482,Arzt::N,மருத்துவர்,meddyg
483,Lehrer::N,ஆசிரியர்,athro
484,Geld::N,பணம்,pres
485,Geld::N,பணம்,arian
486,Geschäft::N,வாணிபம்,busnes
487,Laden::N,கடை,siop
488,Preis::N,விலை,pris
489,Ware::N,சாமன்கள்,nwydd
490,Nutzen::N,இலாபம்,elw
491,Nutzen::N,இலாபம்,budd
492,Reichtum::N,சொத்து,cyfoeth
493,Welt::N,உலகம்,byd
494,Land::N,நாடு,gwlad
495,Staat::N,நாடு,gwladwriaeth
496,König::N,அரசன்,brenin
497,Macht::N,அதிகாரம்,grym
498,Macht::N,அதிகாரம்,awdurdod
499,Grenze::N,எல்லை,ffin
500,Grenze::N,எல்லை,goror
501,Krieg::N,போர்,rhyfel
502,Feind::N,எதிரி,gelyn
503,Gewalt::N,வன்முறை,ffyrnigrwydd
504,Kampf::N,போராட்டம்,brwydr
505,Bogen[Waffe]::N,வில்,bwa
506,Pfeil::N,அம்பு,saeth
507,Gewehr::N,துப்பாக்கி,dryll
508,Fehler::N,தவறு,gwall
509,Fehler::N,தவறு,camgymeriad
510,Lüge::N,பொய்,celwydd
511,Lüge::N,பொய்,anwiredd
512,Schaden::N,சேதாரம்,niwed
513,Schaden::N,சேதாரம்,difrod
514,Unglück::N,இடையூறு,anffawd
515,Schuld::N,குற்றம்,bai
516,Alter::N,வயது,oed
517,Schluss::N,முடிவு,diwedd
518,Zeit::N,காலம்,amser
519,Tag::N,நாள்,dydd
520,Tag::N,நாள்,diwrnod
521,Morgen::N,காலை நேரம்,bore
522,Mittag::N,மதியம்,nawn
523,Abend::N,மாலைப் பொழுது,noswaith
524,Nacht::N,இரவு,nos
525,Woche::N,வாரம்,wythnos
526,Monat::N,மாதம்,mis
527,Jahr::N,வருடம்,blwyddyn
528,Frühling::N,வசந்தம்,gwanwyn
529,Sommer::N,கோடை,haf
530,Herbst::N,இலையுதிர் காலம்,hydref
531,Winter::N,குளிர்காலம்,gaeaf
532,Januar::N,ஜனவரி,Ionawr
533,Februar::N,பிபரவரி மாதம்,Chwefror
534,März::N,மார்ச் மாதம்,Mawrth
535,April::N,ஏப்ரல் மாதம்,Ebrill
536,Mai::N,மே மாதம்,Mai
537,Juni::N,ஜூன் மாதம்,Mehefin
538,Juli::N,ஜூலை மாதம்,Gorffennaf
539,August::N,ஆகஸ்ட் மாதம்,Awst
540,September::N,செப்டம்பர் மாதம்,Medi
541,Oktober::N,அக்டோபர் மாதம்,Hydref
542,November::N,நவம்பர் மாதம்,Tachwedd
543,Dezember::N,டிசம்பர்,Rhagfyr
544,Montag::N,திங்கட் கிழமை,dydd Llun
545,Dienstag::N,செவ்வாய்க்கிழமை,dydd Mawrth
546,Mittwoch::N,புதன் கிழமை,dydd Mercher
547,Donnerstag::N,வியாழக் கிழமை,dydd Iau
548,Freitag::N,வெள்ளிக்கிழமை,dydd Gwener
549,Samstag::N,சனிக்கிழமை,dydd Sadwrn
550,Sonntag::N,ஞாயிறுக் கிழமை,dydd Sul
551,groß::A,பெரிய,mawr
552,klein::A,சிறிய,bach
553,lang::A,நீண்ட,hir
554,kurz::A,குட்டையான,byr
555,kurz::A,குட்டையான,cwta
556,breit::A,அகலமான,llydan
557,schmal::A,குறுகலான,cul
558,dicht::A,அடர்த்தியான,dwys
559,dick[Gegenstand]::A,தடித்த,trwchus
560,dünn::A,சன்னமான,tenau
561,fein::A,மெல்லிய,main
562,fest::A,உறுதியாள,cadarn
563,flach::A,தட்டையான,gwastad
564,glatt::A,வழுவழுப்பான,llyfn
565,hart::A,கடினமான,caled
566,weich::A,மென்மையான,meddal
567,rund::A,உருண்டையான,crwn
568,spitz::A,திகந்தமாக,pigfain
569,scharf::A,கூரான,miniog
570,stumpf::A,உளம் திறந்த,pŵl
571,schwer::A,கனமான,trwm
572,schön::A,அழகான,teg
573,schön::A,அழகான,hardd
574,schön::A,அழகான,prydferth
575,heiß::A,சூடான,poeth
576,warm::A,இதமான,twym
577,warm::A,இதமான,cynnes
578,kalt::A,குளிர்ச்சியான,oer
579,kühl::A,குளிர்ச்சியான,oeraidd
580,frisch::A,சுத்தமான,iach
581,feucht::A,ஈரமான,llaith
582,nass::A,ஈரமான,gwlyb
583,trocken::A,உலர்ந்த,sych
584,voll::A,நிரம்பிய,llawn
585,leer::A,காலியான,gwag
586,offen::A,திறந்த,agored
587,geschlossen::A,மூடப்பட்ட,caead
588,geschlossen::A,மூடப்பட்ட,caeëdig
589,sauber::A,சுத்தமான,glân
590,schmutzig::A,அழக்கான,budr
591,schmutzig::A,அழக்கான,brwnt
592,roh::A,கச்சா,amrwd
593,reif::A,பழுத்த,aeddfed
594,lecker::A,சுவைமிக்க,blasus
595,lecker::A,சுவைமிக்க,danteithiol
596,süß::A,இனிப்பான,melys
597,bitter::A,கசப்பான,chwerw
598,sauer::A,புளிப்பாக,sur
599,hell::A,பளபளப்பான,disglair
600,dunkel::A,கருமையான,tywyll
601,schwarz::A,கருப்பு வண்ண,du
602,weiß::A,வெண்மையன,gwyn
603,rot::A,சிவப்பு,coch
604,gelb::A,மஞ்சள் வண்ணம்,melyn
605,blau::A,நீல வண்ண,glas
606,grün::A,பச்சை வண்ண,gwyrdd
607,grau::A,சாம்பல் நிற,llwyd
608,bunt::A,வண்ண மயமான,lliwgar
609,billig::A,மலிவான,rhad
610,teuer::A,விலை அதிகமான,drud
611,wertvoll::A,மதிப்புள்ள,gwerthfawr
612,blind::A,பார்வையற்ற,dall
613,taub::A,செவிடான,byddar
614,kräftig::A,வலிமையான,nerthol
615,kräftig::A,வலிமையான,grymus
616,stark::A,பலமான,cryf
617,stark::A,பலமான,cadarn
618,schwach::A,பலவீனமான,gwan
619,fett::A,பருமனாக,tew
620,schlank::A,ஒல்லியான,main
621,hübsch::A,அழகிய,tlws
622,böse::A,கேடு விளைவிக்கும்,drwg
623,dumm::A,முட்டாள்தனமான,twp
624,faul::A,சோம்பலான,diog
625,fleißig::A,ஊக்கந்தளராத,dyfal
626,geizig::A,கஞேசத்தனமான,crintach
627,geizig::A,கஞேசத்தனமான,cybyddlyd
628,klug::A,சாதுரியமான,deallus
629,geschickt::A,திறமையள்ள,medrus
630,geschickt::A,திறமையள்ள,deheuig
631,lieb::A,அன்புக்குரிய,hoff
632,lieb::A,அன்புக்குரிய,annwyl
633,lustig::A,களிப்புமிக்க,llon
634,sanft::A,சாதுவான,mwyn
635,hungrig::A,பசியுடன்,newynog
636,krank::A,நோயுற்று,sâl
637,krank::A,நோயுற்று,gwael
638,nackt::A,ஆடையற்ற,noeth
639,traurig::A,சோகமான,trist
640,lebendig::A,பிழைப்பு,yn fyw
641,gut::A,நல்ல,da
642,schlecht::A,கெட்ட,drwg
643,schlecht::A,கெட்ட,gwael
644,richtig::A,சரியான,cywir
645,schlimm::A,அருவருப்பான,enbyd
646,wahr::A,உண்மையான,gwir
647,alt::A,பழைய,hen
648,neu::A,புதிய,newydd
649,ehemalig::A,முன்நாள்,blaenorol
650,alt[Lebewesen]::A,வயதான,oedrannus
651,jung::A,இளமையான,ifanc
652,arm::A,ஏழ்மையான,tlawd
653,reich::A,செல்வம் படைத்த,cyfoethog
654,bekannt::A,பழக்கப்பட்ட,cynefin
655,bekannt::A,பழக்கப்பட்ட,cyfarwydd
656,berühmt::A,புகழ்பெற்ற,enwog
657,fremd::A,அயல் நாட்டு,estron
658,verschieden::A,வித்தியாசமான,gwahanol
659,nah::A,பக்கத்தில் உள்ள,agos
660,fern::A,தொலை தூரத்தில்,pell
661,linker::A,மீந்திருக்கும்,aswy
662,linker::A,மீந்திருக்கும்,chwith
663,rechter::A,வலதுபக்கம்,de
664,rechter::A,வலதுபக்கம்,deau
665,anderer::A,மற்ற,arall
666,erster::A,முதனமையான,cyntaf
667,zweiter::A,இரண்டாவது,ail
668,dritter::A,மூன்றாவது,trydydd
669,letzter::A,கடைசி,olaf
670,allein::ADV,தனியாக,unig
671,allein::ADV,தனியாக,ar ei ben ei hun
672,auf einmal::ADV,தடீரென்று,ar yr un pryd
673,zusammen::ADV,சேர்ந்து,ynghyd
674,zusammen::ADV,சேர்ந்து,gyda'i gilydd
675,lange::ADV,அதிக நோம்,amser hir
676,plötzlich::ADV,தடீரென்று,yn sydyn
677,sofort::ADV,உடனடியாக,ar unwaith
678,später::ADV,பிறகு,yn ddiweddarach
679,jetzt::ADV,இப்பொழது,yn awr
680,heute::ADV,இன்று,heddiw
