,Concept_ID,ta,zh
282,Höhe::N,உயரம்,高度
283,Gewicht::N,எடை,重量
284,Menge::N,தொகை,数量
285,Haufen::N,குவியல்,堆
286,Reihe::N,வரிசை,行
287,Boot::N,படகு,小船
288,Ruder::N,துடுப்பு,奖
289,Schlitten::N,சகடையிலா வண்டி,雪橇
290,Ski::N,பனிச் சறுக்கல்,雪板
291,Lagerfeuer::N,மூட்டம்,营火
292,Last::N,பாரம்,负担
293,Gang::N,நடை,行走
294,Schritt::N,காலடி,步伐
295,Norden::N,வடக்கு,北
296,Süden::N,தெற்கு,南
297,Westen::N,மேற்கு திசை,西
298,Osten::N,கிழக்கு,东
299,Holz::N,மரக்கட்டை,木材
300,Brett::N,பலகை,木板
301,Platte::N,பலகம்,平板
302,Stütze::N,அடைப்புகன்,支架
303,Stange::N,கம்பம்,杆
304,Stock::N,குச்சி,棒
305,Stab::N,கம்பு,棍
306,Rohr::N,குழாய்,管子
307,Haus::N,வீடு,房屋
308,Heim::N,வீடு,家
309,Ofen::N,அடுப்பு,炉子
310,Fußboden::N,தரை,地板
311,Tisch::N,மேசை,桌子
312,Stuhl::N,நாற்காலி,椅子
313,Wiege::N,தொட்டில்,摇蓝
314,Bett::N,படுக்கை,床
315,Regal::N,அலமாரி,架子
316,Kiste::N,பெட்டி,箱子
317,Fenster::N,சாளரம்,窗户
318,Tür::N,கதவு,门
319,Tor::N,வாசற்கதவு,大门
320,Zaun::N,வேலி,篱笆
321,Dach::N,கூரை,屋顶
322,Leiter::N,ஏணி,梯子
323,Besen::N,விளக்குமாறு,扫帚
324,Spaten::N,மண்வெட்டி,铁锹
325,Schaufel::N,அடிதண்டா,铁锹
326,Gabel::N,முட்கரண்டி,叉
327,Löffel::N,கரண்டி,食匙
328,Messer::N,கத்தி,刀
329,Nagel::N,ஆணி,钉子
330,Netz::N,வலை,网
331,Haken::N,கொக்கி,钩子
332,Griff::N,கைப்பிடி,把柄
333,Schloss::N,பூட்டு,锁
334,Bild::N,படம்,图画
335,Figur::N,எண்ணிக்கை,人像
336,Puppe::N,பொம்மை,娃娃
337,Beutel::N,பை,袋子
338,Bündel::N,பொதி,捆
339,Tasche::N,பை,手提包
340,Eimer::N,வாளி,桶
341,Deckel::N,உறை,盖子
342,Geschirr::N,பாத்திரம்,餐具
343,Sack::N,பை,袋子
344,Tasse::N,கிண்ணம்,杯子
345,Topf::N,பானை,锅
346,Kessel::N,கெண்டி,水壶
347,Essen::N,உணவருந்துதல்,进餐
348,Nahrung::N,உணவு,食物
349,Speise::N,உணவு வகை,菜肴
350,Fleisch::N,இறைச்சி,肉
351,Getreide::N,மக்காச்சோளம்,谷物
352,Brei::N,கஞ்சி,粥
353,Brot::N,ரொட்டி,面包
354,Scheibe::N,துண்டு,片
355,Fett::N,கொழுப்பு,脂肪
356,Butter::N,வெண்ணெய்,黄油
357,Öl::N,எண்ணெய்,油
358,Salz::N,உப்பு,盐
359,Suppe::N,ரசம்,汤
360,Honig::N,தேன்,蜂蜜
361,Milch::N,பால்,奶
362,Tee::N,தெனீர்,茶
363,Leder::N,பதம் செய்யப்பட்ட தோல்,皮革
364,Wolle::N,கம்பளி,毛线
365,Stoff::N,துணி,织物
366,Nadel::N,ஊசி,针
367,Faden::N,நூல்,线
368,Knopf::N,பொத்தான்,纽扣
369,Knoten::N,முடிச்சு,结
370,Farbe::N,வண்ணக் குழம்பு,颜色
371,Kleidung::N,ஆடைகள்,衣服
372,Hemd::N,சட்டை,衬衫
373,Kragen::N,கழுத்துப் பட்டை,领子
374,Ärmel::N,சட்டைக்கை,袖子
375,Hose::N,கால்சட்டை,裤子
376,Gürtel::N,பெல்ட்,腰带
377,Mütze::N,தொப்பி,帽子
378,Schuh::N,காலணி,鞋
379,Stiefel::N,காலணி,靴子
380,Ring::N,மோதிரம்,戒指
381,Band::N,நாடா,带子
382,Kamm::N,கீப்பு,梳子
383,Spiegel::N,ஆடி,镜子
384,Spiegel::N,கண்ணாடி,镜子
385,Riemen::N,வார்,皮带
386,Schnur::N,கயிறு,绳子
387,Leine::N,தோல்வார்,皮带
388,Decke::N,போர்வை,被子
389,Kissen::N,தலையணை,软垫
390,Tuch::N,துணி,巾
391,Handtuch::N,தண்டு,手巾
392,Kraft::N,நிர்பந்தம்,力
393,Stärke::N,பலம்,力量
394,Gesundheit::N,ஆரோக்கியம்,健康
395,Krankheit::N,நோய்,病
396,Schmerz::N,வலி,痛
397,Wunde::N,காயம்,伤口
398,Fieber::N,காய்ச்சல்,发烧
399,Arznei::N,மருந்து,药
400,Brücke::N,பாலம்,桥
401,Brunnen::N,கேணி,井
402,Weide::N,மேய்ச்சல் நிலம்,牧场
403,Pfad::N,நடை வழி,小路
404,Weg::N,வழி,路
405,Straße::N,சாலை,街
406,Dorf::N,கிராமம்,村庄
407,Stadt::N,நகரம்,城市
408,Brief::N,கடிதம்,信
409,Buch::N,புத்தகம்,书
410,Buchstabe::N,எழத்து,字母
411,Zeitung::N,செய்தித்தாள்,报纸
412,Leben::N,வாழ்க்கை,生命
413,Tod::N,மரணம்,死亡
414,Grab::N,சமாதி,坟墓
415,Kirche::N,தேவாலயம்,教堂
416,Sünde::N,பாவம்,罪
417,Gott::N,கடவுள்,上帝
418,Arbeiter::N,தொழிலாளி,工人
419,Chef::N,மேலாளர்,上司
420,Meister::N,தலைவன்,师傅
421,Arzt::N,மருத்துவர்,医生
422,Lehrer::N,ஆசிரியர்,教师
423,Geld::N,பணம்,钱
424,Geschäft::N,வாணிபம்,交易
425,Laden::N,கடை,商店
426,Preis::N,விலை,价格
427,Ware::N,சாமன்கள்,商品
428,Nutzen::N,இலாபம்,好处
429,Reichtum::N,சொத்து,财富
430,Welt::N,உலகம்,世界
431,Land::N,நாடு,国家
432,Staat::N,நாடு,国家
433,König::N,அரசன்,国王
434,Macht::N,அதிகாரம்,权力
435,Grenze::N,எல்லை,边界
436,Krieg::N,போர்,战争
437,Feind::N,எதிரி,敌人
438,Gewalt::N,வன்முறை,暴力
439,Kampf::N,போராட்டம்,战斗
440,Bogen[Waffe]::N,வில்,弓
441,Pfeil::N,அம்பு,箭
442,Gewehr::N,துப்பாக்கி,枪
443,Fehler::N,தவறு,错误
444,Lüge::N,பொய்,谎话
445,Schaden::N,சேதாரம்,损失
446,Unglück::N,இடையூறு,不幸
447,Schuld::N,குற்றம்,过错
448,Alter::N,வயது,年龄
449,Schluss::N,முடிவு,结束
450,Zeit::N,காலம்,时间
451,Tag::N,நாள்,天
452,Morgen::N,காலை நேரம்,早晨
453,Mittag::N,மதியம்,中午
454,Abend::N,மாலைப் பொழுது,晚上
455,Nacht::N,இரவு,夜
456,Woche::N,வாரம்,星期
457,Monat::N,மாதம்,月
458,Jahr::N,வருடம்,年
459,Frühling::N,வசந்தம்,春天
460,Sommer::N,கோடை,夏天
461,Herbst::N,இலையுதிர் காலம்,秋天
462,Winter::N,குளிர்காலம்,冬天
463,Januar::N,ஜனவரி,一月
464,Februar::N,பிபரவரி மாதம்,二月
465,März::N,மார்ச் மாதம்,三月
466,April::N,ஏப்ரல் மாதம்,四月
467,Mai::N,மே மாதம்,五月
468,Juni::N,ஜூன் மாதம்,六月
469,Juli::N,ஜூலை மாதம்,七月
470,August::N,ஆகஸ்ட் மாதம்,八月
471,September::N,செப்டம்பர் மாதம்,九月
472,Oktober::N,அக்டோபர் மாதம்,十月
473,November::N,நவம்பர் மாதம்,十一月
474,Dezember::N,டிசம்பர்,十二月
475,Montag::N,திங்கட் கிழமை,星期一
476,Dienstag::N,செவ்வாய்க்கிழமை,星期二
477,Mittwoch::N,புதன் கிழமை,星期三
478,Donnerstag::N,வியாழக் கிழமை,星期四
479,Freitag::N,வெள்ளிக்கிழமை,星期五
480,Samstag::N,சனிக்கிழமை,星期六
481,Sonntag::N,ஞாயிறுக் கிழமை,星期日
482,groß::A,பெரிய,大
483,klein::A,சிறிய,小
484,lang::A,நீண்ட,长
485,kurz::A,குட்டையான,短
486,breit::A,அகலமான,宽
487,schmal::A,குறுகலான,细长的
488,dicht::A,அடர்த்தியான,密
489,dick[Gegenstand]::A,தடித்த,厚
490,dünn::A,சன்னமான,薄
491,fein::A,மெல்லிய,细小
492,fest::A,உறுதியாள,固体
493,flach::A,தட்டையான,平坦
494,glatt::A,வழுவழுப்பான,光滑
495,hart::A,கடினமான,硬
496,weich::A,மென்மையான,软
497,rund::A,உருண்டையான,圆
498,spitz::A,திகந்தமாக,尖
499,scharf::A,கூரான,锋利
500,stumpf::A,உளம் திறந்த,钝
501,schwer::A,கனமான,重
502,schön::A,அழகான,美丽
503,heiß::A,சூடான,烫
504,warm::A,இதமான,暖和
505,kalt::A,குளிர்ச்சியான,冷
506,kühl::A,குளிர்ச்சியான,凉
507,frisch::A,சுத்தமான,新鲜
508,feucht::A,ஈரமான,潮湿
509,nass::A,ஈரமான,湿
510,trocken::A,உலர்ந்த,干
511,voll::A,நிரம்பிய,满
512,leer::A,காலியான,空
513,offen::A,திறந்த,敞开
514,geschlossen::A,மூடப்பட்ட,关闭
515,sauber::A,சுத்தமான,干净
516,schmutzig::A,அழக்கான,肮脏
517,roh::A,கச்சா,生
518,reif::A,பழுத்த,成熟
519,lecker::A,சுவைமிக்க,好吃
520,süß::A,இனிப்பான,甜
521,bitter::A,கசப்பான,苦
522,sauer::A,புளிப்பாக,酸
523,hell::A,பளபளப்பான,亮
524,dunkel::A,கருமையான,阴暗
525,schwarz::A,கருப்பு வண்ண,黑
526,weiß::A,வெண்மையன,白
527,rot::A,சிவப்பு,红
528,gelb::A,மஞ்சள் வண்ணம்,黄
529,blau::A,நீல வண்ண,蓝
530,grün::A,பச்சை வண்ண,绿
531,grau::A,சாம்பல் நிற,灰色
532,bunt::A,வண்ண மயமான,五彩
533,billig::A,மலிவான,便宜
534,teuer::A,விலை அதிகமான,贵
535,wertvoll::A,மதிப்புள்ள,贵重
536,blind::A,பார்வையற்ற,瞎
537,taub::A,செவிடான,聋
538,kräftig::A,வலிமையான,强壮
539,stark::A,பலமான,强壮
540,schwach::A,பலவீனமான,弱
541,fett::A,பருமனாக,胖
542,schlank::A,ஒல்லியான,苗条
543,hübsch::A,அழகிய,漂亮
544,böse::A,கேடு விளைவிக்கும்,邪恶
545,dumm::A,முட்டாள்தனமான,笨
546,faul::A,சோம்பலான,懒惰
547,fleißig::A,ஊக்கந்தளராத,勤奋
548,geizig::A,கஞேசத்தனமான,吝啬
549,klug::A,சாதுரியமான,聪明
550,geschickt::A,திறமையள்ள,灵巧
551,lieb::A,அன்புக்குரிய,可爱
552,lustig::A,களிப்புமிக்க,快乐
553,sanft::A,சாதுவான,柔和
554,hungrig::A,பசியுடன்,饥饿
555,krank::A,நோயுற்று,患病
556,nackt::A,ஆடையற்ற,裸体
557,traurig::A,சோகமான,悲哀
558,lebendig::A,பிழைப்பு,活
559,gut::A,நல்ல,好
560,schlecht::A,கெட்ட,坏
561,richtig::A,சரியான,正确
562,schlimm::A,அருவருப்பான,糟糕
563,wahr::A,உண்மையான,真
564,alt::A,பழைய,旧
565,neu::A,புதிய,新
566,ehemalig::A,முன்நாள்,以前
567,alt[Lebewesen]::A,வயதான,老
568,jung::A,இளமையான,年轻
569,arm::A,ஏழ்மையான,贫穷
570,reich::A,செல்வம் படைத்த,富裕
571,bekannt::A,பழக்கப்பட்ட,出名
572,berühmt::A,புகழ்பெற்ற,著名
573,fremd::A,அயல் நாட்டு,陌生
574,verschieden::A,வித்தியாசமான,不同
575,nah::A,பக்கத்தில் உள்ள,近
576,fern::A,தொலை தூரத்தில்,遥远
577,linker::A,மீந்திருக்கும்,左
578,rechter::A,வலதுபக்கம்,右
579,anderer::A,மற்ற,别的
580,erster::A,முதனமையான,第一
581,zweiter::A,இரண்டாவது,第二
582,dritter::A,மூன்றாவது,第三
583,letzter::A,கடைசி,最后
584,allein::ADV,தனியாக,单独
585,auf einmal::ADV,தடீரென்று,同时
586,zusammen::ADV,சேர்ந்து,一起
587,lange::ADV,அதிக நோம்,许久
588,plötzlich::ADV,தடீரென்று,忽然
589,sofort::ADV,உடனடியாக,立刻
590,später::ADV,பிறகு,以后
591,jetzt::ADV,இப்பொழது,现在
592,heute::ADV,இன்று,今天
593,morgen::ADV,நாளைக்கு,明天
594,bald::ADV,சீக்கிரம்,即将
595,dann::ADV,அப்பொழுது,然后
596,gestern::ADV,நேற்று,昨天
597,einst::ADV,ஒரே முறை,曾经
598,damals::ADV,அப்பொழுது,当时
599,danach::ADV,பிற்பாடு,随后
600,vorher::ADV,முன்பாக,事先
601,zuerst::ADV,முதலில்,首先
602,einmal::ADV,ஒரே முறை,一次
603,manchmal::ADV,சில நேரங்களில்,有时
604,oft::ADV,அடிக்கடி,时常
605,immer::ADV,எப்பொழுதும்,总是
606,niemals::ADV,ஒருபோதும் இல்லை,从未
607,hier::ADV,இங்கே,这里
608,hierhin::ADV,இவ்விடத்திற்கு,到这里
609,von hier::ADV,இனி,由此
610,dort::ADV,அங்கே,那里
611,dorthin::ADV,அவ்விடத்திற்கு,到那里
612,geradeaus::ADV,முன்னாலிருக்கும்,一直往前
613,vorwärts::ADV,முன்புறமாக,向前
614,rückwärts::ADV,பின்னோக்கி,向后
615,zurück::ADV,பின்பக்கம்,退后
616,unten::ADV,கீழாக,下面
617,hinab::ADV,கீழ் நோக்கி,向下
618,oben::ADV,மேலே,上面
619,hinauf::ADV,மேலே,向上
620,überall::ADV,எல்லா இடத்திலும்,到处
621,nicht::ADV,இல்லை,不
622,ein wenig::ADV,கொஞ்சம்,一点儿
623,kaum::ADV,அரிதாக,几乎不
624,sehr::ADV,மிக்க,很
625,so::ADV,மிகவும்,如此
626,noch::ADV,இப்பொழுதும்,还
627,nur::ADV,மட்டும்,只
628,schon::ADV,ஏற்கனவே,已经
629,wieder::ADV,மறுபடியும்,又
630,vergebens::ADV,வீண்,
631,vor::PRP,முன்,在...面前
632,hinter::PRP,பின்பக்கம்,在...背后
633,unter::PRP,கீழே,在...下面
634,durch::PRP,ஊடே,穿过
635,neben::PRP,அடுத்து,在...旁
636,zwischen::PRP,இடையில்,在...之间
637,wegen::PRP,ஏனெனில்,由于
638,dies::PRN,இது,这
639,das::PRN,அது,那
640,alles::PRN,ஒவ்வொன்றும்,一切
641,ich::PRN,நான்,我
642,du::PRN,நீ,你
643,er::PRN,அவன்,他
644,wir::PRN,நாம்,我们
645,wir::PRN,நாங்கள்,我们
646,ihr::PRN,நீங்கள்,你们
647,sie::PRN,அவர்கள்,她
648,was::FPRN,என்ன,什么
649,wer::FPRN,யார்,谁
650,wo::FADV,எங்கே,哪里
651,wohin::FADV,எதற்கு,去哪里
652,wie::FADV,எப்படி,怎么
653,warum::FADV,ஏன்,为什么
654,wieviel::FNUM,எவ்வளவு,多少
655,eins::NUM,ஒன்று,一
656,zwei::NUM,இரண்டு,二
657,drei::NUM,மூன்று,三
658,vier::NUM,நான்கு,四
659,fünf::NUM,ஐந்து,五
660,sechs::NUM,ஆறு,六
661,sieben::NUM,ஏழு,七
662,acht::NUM,எட்டு,八
663,neun::NUM,ஒன்பது,九
664,zehn::NUM,பத்து,十
665,elf::NUM,பதினொன்று,十一
666,zwölf::NUM,பன்னிரண்டு,十二
667,zwanzig::NUM,இருபது,二十
668,dreißig::NUM,முப்பது,三十
669,vierzig::NUM,நாற்பது,四十
670,fünfzig::NUM,ஐமபது,五十
671,sechzig::NUM,அறுபது,六十
672,siebzig::NUM,எழுபது,七十
673,achtzig::NUM,எண்பது,八十
674,neunzig::NUM,தொன்னூறு,九十
675,hundert::NUM,நூறு,百
676,tausend::NUM,ஆயிரம்,千
677,und::CNJ,மற்றும்,和
678,oder::CNJ,அல்லது,或者
679,stehen::V,நில்,站
680,sitzen::V,உட்கார்,坐
681,liegen::V,படு,躺着
682,hängen::V,தொங்கச் செய்,挂着
683,werden::V,ஆகு,成为
684,passieren::V,நிகழ்,发生
685,beginnen::V,ஆரம்பி,开始
686,enden::V,முடி,终止
687,wechseln::V,மாற்று,变迁
688,aufgehen[Sonne]::V,உயர எழு,升起
689,untergehen[Sonne]::V,பொறுத்து,下落
690,scheinen[Sonne]::V,பிரகாசி,照射
691,donnern::V,இடி,打雷
692,wehen::V,வீசு,飘扬
693,strömen::V,பாயதல்,流
694,fließen::V,நீரோட்டம் போக்கில் போ,流动
695,sich drehen::V,சுழல்,转动
696,schwanken::V,தள்ளாடு,摇摆
697,schwingen::V,ஆடு,摇
698,fallen::V,விழு,坠落
699,brennen::V,எரி,燃烧
700,rauchen::V,பகை பிடி,冒烟
701,regnen::V,மழை பெய்,下雨
702,gefrieren::V,உறைந்துவிடு,结冰
703,tauen::V,உருகு,融化
704,schmelzen::V,உருகு,溶化
705,trocknen::V,உலர்த்து,变干
706,sieden::V,கொதிக்க வை,煮
707,faulen::V,அழுகச் செய்,腐烂
708,verfaulen::V,அழுகச் செய்,腐烂
