,Concept_ID,et,kn
1111,kehren::V,pühkima,ಗುಡಿಸು
1112,baden::V,suplema,ಸ್ನಾನಮಾಡು
1113,baden::V,kümblema,ಸ್ನಾನಮಾಡು
1114,sich waschen::V,end pesema,ತೊಳೆ
1115,ausziehen::V,käest võtma,ಬಿಚ್ಚು
1116,ausziehen::V,jalast võtma,ಬಿಚ್ಚು
1117,ausziehen::V,seljast võtma,ಬಿಚ್ಚು
1118,anziehen::V,jalga panema,ಹಾಕು
1119,sich anziehen::V,riietuma,ಹಾಕು
1120,kämmen::V,kammima,ಬಾಚು
1121,schmücken::V,kaunistama,ಅಲಂಕರಿಸು
1122,sagen::V,ütlema,ಹೇಳು
1123,sprechen::V,rääkima,ನುಡಿ
1124,sprechen::V,kõnelema,ನುಡಿ
1125,reden::V,kõnelema,ನುಡಿ
1126,sich unterhalten::V,vestlema,ಹರಟೆ ಹೊಡಿ
1127,fragen::V,küsima,ವಿಚಾರಿಸು
1128,bitten::V,paluma,ಬೇಡು
1129,erzählen::V,jutustama,ಹೇಳು
1130,mitteilen::V,teatama,ತಿಳಿಸು
1131,mitteilen::V,teada andma,ತಿಳಿಸು
1132,nennen::V,nimetama,ಹೆಸರಿಡು
1133,rufen::V,kutsuma,ಕರೆ
1134,prahlen::V,hooplema,ಜಂಬ ಕೊಚ್ಚು
1135,übersetzen::V,tõlkima,ಭಾಷಾಂತರಿಸು
1136,denken::V,mõtlema,ಯೋಚಿಸು
1137,glauben::V,uskuma,ನಂಬು
1138,bemerken::V,märkama,ಗಮನಿಸು
1139,erkennen::V,ära tundma,ಗುರುತುಹಿಡಿ
1140,begreifen::V,aru saama,ಗ್ರಹಿಸು
1141,verstehen::V,mõistma,ಅರ್ಥಮಾಡಿಕೊ
1142,lernen::V,õppima,ಕಲಿ
1143,wissen::V,teadma,ಅರಿ
1144,sich erinnern an::V,mäletama,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1145,vergessen::V,unustama,ಮರೆತುವಿಡು
1146,messen::V,mõõtma,ಅಳೆ
1147,zählen::V,loendama,ಗಣಿಸು
1148,rechnen::V,arvutama,ಲೆಕ್ಕ ಹಾಕು
1149,lesen::V,lugema,ಓದು
1150,malen::V,maalima,ಬಿಡಿಸು
1151,zeichnen::V,joonistama,ಬಿಡಿಸು
1152,schreiben::V,kirjutama,ಬರೆ
1153,besitzen::V,omama,ಒಡೆಯನಾಗಿರು
1154,kaufen::V,ostma,ಕೊಳ್ಳು
1155,verkaufen::V,müüma,ಕೊಡು
1156,bezahlen::V,tasuma,ಬೆಲೆತೆರು
1157,zahlen::V,maksma,ಹಣವನ್ನುಕೊಡು
1158,beherrschen::V,valitsema,ಅಧಿಕಾರ ನಡೆಸು
1159,ertragen::V,taluma,ಸಹಿಸು
