,Concept_ID,et,kn
292,Gegend::N,ümbrus,ವಿಸ್ತೀರ್ಣ
293,Platz::N,ruum,ಅಂತರ
294,Ort::N,paik,ಸ್ಥಳ
295,Seite::N,pool,ಪಕ್ಷ
296,Mitte::N,keskpaik,ನಡು
297,Gegenstand::N,ese,ವಸ್ತು
298,Sache::N,ese,ವಸ್ತು
299,Rand::N,äär,ಅಂಚು
300,Rand::N,serv,ಅಂಚು
301,Kante::N,kant,ಅಂಚು
302,Ecke::N,nurk,ಮೂಲೆ
303,Spitze::N,teravik,ತುದಿ
304,Ende::N,ots,ಕೊನೆ
305,Ende::N,jupp,ಕೊನೆ
306,Loch::N,auk,ತೂತು
307,Winkel::N,nurk,ಕೋನ
308,Muster::N,muster,ನಮೂನೆ
309,Größe::N,suurus,ಪ್ರಮಾಣ
310,Länge::N,pikkus,ಉದ್ದ
311,Höhe::N,kõrgus,ಎತ್ತರ
312,Gewicht::N,kaal,ತೂಕ
313,Gewicht::N,raskus,ತೂಕ
314,Menge::N,arv,ಮೊತ್ತ
315,Menge::N,hulk,ಮೊತ್ತ
316,Haufen::N,hunnik,ರಾಶಿ
317,Reihe::N,rivi,ಸಾಲು
318,Boot::N,paat,ದೋಣಿ
319,Ruder::N,aer,ಹುಟ್ಟು
320,Schlitten::N,saan,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
321,Ski::N,suusk,ಜಾರುಪಟ್ಟಿ
322,Lagerfeuer::N,lõke,ಶಿಬಿರಾಗ್ನಿ
323,Last::N,koorem,ಹೊರೆ
324,Gang::N,käik,ತಿರುಗಾಟ
325,Schritt::N,samm,ಹೆಜ್ಜೆ
326,Norden::N,põhi,ಉತ್ತರ
327,Süden::N,lõuna,ದಕ್ಷಿಣ
328,Westen::N,lääs,ಪಶ್ಚಿಮ
329,Osten::N,ida,ಮೂಡಲು
330,Holz::N,puu,ಚೌಬೀನೆ
331,Brett::N,saelaud,ಹಲಗೆ
332,Platte::N,plaat,ಹಲಗೆ
333,Stütze::N,tugi,ಆಸರೆ
334,Stange::N,latt,ಕಂಬ
335,Stange::N,teivas,ಕಂಬ
336,Stock::N,kepp,ಕೋಲು
337,Stab::N,varras,ದೊಣ್ಣೆ
338,Rohr::N,toru,ನಳಿಕೆ
339,Haus::N,maja,ಮನೆ
340,Heim::N,kodu,ಗೃಹ
341,Ofen::N,ahi,ಒಲೆ
342,Fußboden::N,põrand,ನೆಲ
343,Tisch::N,laud,ಮೇಜು
344,Stuhl::N,tool,ಕುರ್ಚಿ
345,Wiege::N,häll,ತೊಟ್ಟಿಲು
346,Wiege::N,kätki,ತೊಟ್ಟಿಲು
347,Bett::N,voodi,ಹಾಸಿಗೆ
348,Regal::N,riiul,ಬೀರು
349,Kiste::N,kast,ಪಟ್ಟಿಗೆ
350,Fenster::N,aken,ಕಿಟಕಿ
351,Tür::N,uks,ಬಾಗಿಲು
352,Tor::N,värav,ಹೆಬ್ಬಾಗಿಲು
353,Zaun::N,aed,ಬೇಲಿ
354,Zaun::N,tara,ಬೇಲಿ
355,Dach::N,katus,ಮಾಳಿಗೆ
356,Leiter::N,redel,ಏಣಿ
357,Besen::N,luud,ಪೊರಕೆ
358,Spaten::N,labidas,ಗುದ್ದಲಿ
359,Schaufel::N,kühvel,ಸನಿಕೆ
360,Gabel::N,kahvel,ಕವಲು
361,Löffel::N,lusikas,ಚಮಚ
362,Messer::N,nuga,ಚಾಕು
363,Nagel::N,nael,ಆಣಿ
364,Netz::N,võrk,ಬಲೆ
365,Haken::N,haak,ಕೊಂಡಿ
366,Haken::N,konks,ಕೊಂಡಿ
367,Griff::N,sang,ಹಿಡಿ
368,Griff::N,käepide,ಹಿಡಿ
369,Schloss::N,lukk,ವೀಗ
370,Bild::N,pilt,ಚಿತ್ರ
371,Figur::N,kuju,ಆಕಾರ
372,Figur::N,kujund,ಆಕಾರ
373,Puppe::N,nukk,ಗೊಂಬೆ
374,Beutel::N,paun,ಸಂಚಿ
375,Bündel::N,kimp,ಕಟ್ಟು
376,Tasche::N,kott,ಚೀಲ
377,Eimer::N,pang,ಬಾನೆ
378,Eimer::N,ämber,ಬಾನೆ
379,Deckel::N,kaas,ಮುಚ್ಚಳ
380,Geschirr::N,nõud,ಭಕ್ಷ್ಯಗಳು
381,Sack::N,kott,ಮೂಟೆ
382,Tasse::N,tass,ಬಟ್ಟಲು
383,Topf::N,pada,ಮಡಕೆ
384,Kessel::N,pada,ಕೆಟಲ್
385,Essen::N,söök,ಊಟ
386,Nahrung::N,toit,ಆಹಾರ
387,Speise::N,roog,ಊಟ
388,Fleisch::N,liha,ಮಾಂಸ
389,Getreide::N,teravili,ಧಾನ್ಯ
390,Brei::N,puder,ಗಂಜಿ
391,Brot::N,sai,ರೊಟ್ಟಿ
392,Brot::N,leib,ರೊಟ್ಟಿ
393,Scheibe::N,viil,ಹೋಳು
394,Scheibe::N,viilukas,ಹೋಳು
395,Fett::N,rasv,ಕೊಬ್ಬು
396,Butter::N,või,ಬೆಣ್ಣೆ
397,Öl::N,õli,ಎಣ್ಣೆ
398,Salz::N,sool,ಉಪ್ಪು
399,Suppe::N,supp,ಎಸರು
400,Honig::N,mesi,ಮಧು
401,Milch::N,piim,ಹಾಲು
402,Tee::N,tee,ಚಹ
403,Leder::N,nahk,ಚಕ್ಕಳ
404,Wolle::N,vill,ಉಣ್ಣೆ
405,Stoff::N,kangas,ಬಟ್ಟೆ
406,Nadel::N,nõel,ಸೂಜಿ
407,Faden::N,niit,ದಾರ
408,Knopf::N,nööp,ಗುಂಡು
409,Knoten::N,sõlm,ಗಂಟು
410,Farbe::N,värv,ಬಣ್ಣ
411,Kleidung::N,riided,ಅರಿವೆ
412,Kleidung::N,riietus,ಅರಿವೆ
413,Hemd::N,särk,ಅಂಗಿ
414,Kragen::N,krae,ಕುತ್ತಿಗೆಪಟ್ಟಿ
415,Ärmel::N,varrukas,ತೋಳು
416,Hose::N,püksid,ಇಜಾರ
417,Gürtel::N,vöö,ಬೆಲ್ಟು
418,Mütze::N,müts,ಟೋಪಿ
419,Schuh::N,king,ಪಾದರಕ್ಷೆ
420,Stiefel::N,saabas,ಬೂಟು
421,Ring::N,sõrmus,ಉಂಗುರ
422,Band::N,lint,ರಿಬ್ಬನ್
423,Kamm::N,kamm,ಹಣಿಗೆ
424,Spiegel::N,peegel,ಕನ್ನಡಿ
425,Riemen::N,rihm,ಬಾರು
426,Schnur::N,nöör,ಹುರಿ
427,Leine::N,jalutusrihm,ಹಗ್ಗ
428,Decke::N,tekk,ಕಂಬಳಿ
429,Kissen::N,padi,ದಿಂಬು
430,Tuch::N,kalev,ಕೊರಳ ಬಟ್ಟೆ
431,Handtuch::N,käterätik,ಚೌಕ
432,Kraft::N,jõud,ಬಲ
433,Stärke::N,tugevus,ಶಕ್ತಿ
434,Gesundheit::N,tervis,ಆರೋಗ್ಯ
435,Krankheit::N,haigus,ರೋಗ
436,Schmerz::N,valu,ನೋವು
437,Wunde::N,haav,ಗಾಯ
438,Fieber::N,palavik,ಜ್ವರ
439,Arznei::N,ravim,ಔಷಧ
440,Brücke::N,sild,ಸೇತುವೆ
441,Brunnen::N,kaev,ಬಾವಿ
442,Weide::N,karjamaa,ಗೋಮಾಳ
443,Pfad::N,rada,ದಾರಿ
444,Weg::N,tee,ಹಾದಿ
445,Straße::N,tee,ರಸ್ತೆ
446,Dorf::N,küla,ಹಳ್ಳಿ
447,Stadt::N,linn,ಪಟ್ಟಣ
448,Brief::N,kiri,ಕಾಗದ
449,Buch::N,raamat,ಪುಸ್ತಕ
450,Buchstabe::N,täht,ಅಕ್ಷರ
451,Zeitung::N,ajaleht,ವಾರ್ತಾಪತ್ರಿಕೆ
452,Leben::N,elu,ಜೀವನ
453,Tod::N,surm,ಮರಣ
454,Grab::N,haud,ಗೋರಿ
455,Kirche::N,kirik,ಚರ್ಚು
456,Sünde::N,patt,ಪಾಪ
457,Gott::N,jumal,ದೇವರು
458,Arbeiter::N,tööline,ಕೆಲಸಗಾರ
459,Chef::N,ülemus,ದಣಿ
460,Chef::N,juhataja,ದಣಿ
461,Meister::N,meister,ಶಿಕ್ಷಕ
462,Arzt::N,arst,ವೈದ್ಯ
463,Lehrer::N,õpetaja,ಉಪಾಧ್ಯಾಯ
464,Geld::N,raha,ಹಣ
465,Geschäft::N,äri,ವಾಣಿಜ್ಯ
466,Laden::N,pood,ಅಂಗಡಿ
467,Laden::N,kauplus,ಅಂಗಡಿ
468,Preis::N,hind,ಬೆಲೆ
469,Ware::N,kaup,ಸರಕು
470,Nutzen::N,tulu,ಲಾಭ
471,Nutzen::N,kasulikkus,ಲಾಭ
472,Reichtum::N,rikkus,ಸಂಪತ್ತು
473,Welt::N,maailm,ಭೂಲೋಕ
474,Land::N,maa,ದೇಶ
475,Staat::N,riik,ರಾಜ್ಯ
476,König::N,kuningas,ರಾಜ
477,Macht::N,võim,ಅಧಿಕಾರ
478,Grenze::N,piir,ಗಡಿ
479,Krieg::N,sõda,ಯುದ್ಧ
480,Feind::N,vaenlane,ಶತ್ರು
481,Gewalt::N,väevõim,ಹಿಂಸೆ
482,Kampf::N,võitlus,ಹೋರಾಟ
483,Bogen[Waffe]::N,vibu,ಬಿಲ್ಲು
484,Pfeil::N,nool,ಅಂಬು
485,Gewehr::N,püss,ಬಂದೂಕು
486,Fehler::N,viga,ತಪ್ಪು
487,Lüge::N,vale,ಸುಳ್ಳು
488,Schaden::N,kahju,ಹಾನಿ
489,Unglück::N,häda,ಅಪಾಯ
490,Unglück::N,õnnetus,ಅಪಾಯ
491,Schuld::N,süü,ದೋಷ
492,Alter::N,iga,ಮುಪ್ಪು
493,Schluss::N,lõpp,ಮುಕ್ತಾಯ
494,Zeit::N,aeg,ಕಾಲ
495,Tag::N,päev,ದಿನ
496,Morgen::N,hommik,ಮುಂಜಾನೆ
497,Mittag::N,lõuna,ನಡುಹಗಲು
498,Mittag::N,keskpäev,ನಡುಹಗಲು
499,Abend::N,õhtu,ಸಂಜೆ
500,Nacht::N,öö,ರಾತ್ರಿ
501,Woche::N,nädal,ವಾರ
502,Monat::N,kuu,ತಿಂಗಳು
503,Jahr::N,aasta,ಸಂವತ್ಸರ
504,Frühling::N,kevad,ವಸಂತ
505,Sommer::N,suvi,ಬಿಸಿಲುಕಾಲ
506,Herbst::N,sügis,ಶರತ್ಕಾಲ
507,Winter::N,talv,ಚಳಿಗಾಲ
508,Januar::N,jaanuar,ನಾಲ್ಚಳಿ
509,Februar::N,veebruar,ಅಯ್ಚಳಿ
510,März::N,märts,ಮೊಬ್ಬೇಸಿಗೆ
511,April::N,aprill,ಇಬ್ಬೇಸಿಗೆ
512,Mai::N,mai,ಮುಬ್ಬೇಸಿಗೆ
513,Juni::N,juuni,ಮೊಮ್ಮಳೆ
514,Juli::N,juuli,ಇಮ್ಮಳೆ
515,August::N,august,ಮುಮ್ಮಳೆ
516,September::N,september,ನಾಲ್ಮಳೆ
517,Oktober::N,oktoober,ಮೊಚ್ಚಳಿ
518,November::N,november,ಇಚ್ಚಳಿ
519,Dezember::N,detsember,ಮುಚ್ಚಳಿ
520,Montag::N,esmaspäev,ಸೋಮುವಾರ
521,Dienstag::N,teisipäev,ಮಂಗಳವಾರ
522,Mittwoch::N,kesknädal,ಬುಧವಾರ
523,Donnerstag::N,neljapäev,ಗುರುವಾರ
524,Freitag::N,reede,ಶುಕ್ರವಾರ
525,Samstag::N,laupäev,ಶನಿವಾರ
526,Sonntag::N,pühapäev,ಭಾನುವಾರ
527,groß::A,suur,ದೊಡ್ಡ
528,klein::A,väike,ಪುಟ್ಟ
529,klein::A,pisike,ಪುಟ್ಟ
530,lang::A,pikk,ದೀರ್ಘ
531,kurz::A,lühike,ಚಕ್ಕ
532,breit::A,lai,ಅಗಲವಾದ
533,schmal::A,kitsas,ಇಕ್ಕಟ್ಟಾದ
534,dicht::A,tihe,ದಟ್ಟ
535,dick[Gegenstand]::A,jäme,ದಟ್ಟ
536,dünn::A,õhuke,ತೆಳು
537,dünn::A,peenike,ತೆಳು
538,fein::A,peen,ಕೋಮಲ
539,fein::A,õhuke,ಕೋಮಲ
540,fest::A,püsiv,ಘನ
541,fest::A,kindel,ಘನ
542,flach::A,lame,ಚಪ್ಪಟೆ
543,flach::A,tasane,ಚಪ್ಪಟೆ
544,glatt::A,sile,ನಯ
545,hart::A,kõva,ಗಟ್ಟಿ
546,weich::A,pehme,ಮೃದುವಾದ
547,rund::A,ümar,ವರ್ತುಳ
548,spitz::A,torkav,ಮೊನಚಾದ
549,scharf::A,terav,ತೀಕ್ಷ್ಣ
550,stumpf::A,nüri,ಮೊಂಡು
551,schwer::A,raske,ಭಾರಿ
552,schön::A,kena,ಸುಂದರ
553,heiß::A,kuum,ಬಿಸಿ
554,heiß::A,palav,ಬಿಸಿ
555,warm::A,soe,ಬಿಸಿ
556,kalt::A,külm,ತಣ್ಣನೆಯ
557,kühl::A,jahe,ತಂಪಾದ
558,frisch::A,värske,ನಿರ್ಮಲ
559,feucht::A,niiske,ಒದ್ದೆಯಾದ
560,nass::A,märg,ಒದ್ದೆಯಾದ
561,trocken::A,kuiv,ಶುಷ್ಕ
562,voll::A,täis,ತುಂಬಿದ
563,leer::A,tühi,ಖಾಲಿ
564,offen::A,avatud,ಮುಚ್ಚಲ್ಲದ
565,offen::A,lahtine,ಮುಚ್ಚಲ್ಲದ
566,geschlossen::A,suletud,ಮುಚ್ಚಿದ
567,sauber::A,puhas,ಶುದ್ಧ
568,schmutzig::A,räpane,ಅಶುದ್ಧ
569,schmutzig::A,määrdunud,ಅಶುದ್ಧ
570,roh::A,toores,ಹಸಿ
571,reif::A,küps,ಹಣ್ಣಾದ
572,lecker::A,hõrk,ಗುಚಿಕರ
573,lecker::A,maitsev,ಗುಚಿಕರ
574,süß::A,magus,ಸಿಹಿ
