,Concept_ID,tr,ml
1191,pflücken::V,koparmak,പറിച്ചെടുക്കുക
1192,jagen::V,avlanmak,വേട്ടയാടുക
1193,fischen::V,balık tutmak,മീൻ പിടിക്കുക
1194,fassen::V,tutmak,പിടിക്കുക
1195,fassen::V,yakalamak,പിടിക്കുക
1196,hüten::V,otlatmak,ചേർക്കുക
1197,treiben::V,gütmek,വാഹനം_ഓടിക്കുക
1198,anbinden::V,bağlamak,കെട്ടിയിടുക
1199,füttern::V,beslemek,തീറ്റുക
1200,melken::V,sağmak,പാലുകറക്കുക
1201,hacken::V,yarmak,വെട്ടിമുറിക്കുക
1202,gießen::V,sulamak,നനയ്ക്കുക
1203,reifen::V,olgunlaşmak,പാകമാകുക
1204,zubereiten::V,hazırlamak,പാചകം_ചെയ്യുക
1205,kochen::V,pişirmek,വേവിക്കുക
1206,kochen::V,kaynatmak,വേവിക്കുക
1207,backen::V,pişirmek,ബേക്ക് ചെയ്യുക
1208,backen::V,fırında pişirmek,ബേക്ക് ചെയ്യുക
1209,braten::V,kızartmak,പോരിക്കുക
1210,umrühren::V,karıştırmak,ഇളക്കുക
1211,stricken::V,örmek,മെടയുക
1212,nähen::V,dikmek,തുന്നുക
1213,färben::V,boyamak,ചായം പൂശുക
1214,reinigen::V,temizlemek,വൃത്തിയാക്കുക
1215,waschen::V,yıkamak,കഴുകുക
1216,abwischen::V,silmek,തുടയ്ക്കുക
1217,spülen::V,çalkamak,കഴുകുക
1218,fegen::V,süpürmek,അടിച്ചുവാരുക
1219,kehren::V,süpürmek,അടിച്ചുവാരുക
1220,baden::V,yıkanmak,നീന്തിത്തുടിക്കുക
1221,baden::V,banyo yapmak,നീന്തിത്തുടിക്കുക
1222,sich waschen::V,yıkanmak,കഴുകുക
1223,ausziehen::V,çıkarmak,ഇഴുക്കുക
1224,anziehen::V,giymek,ഉടുക്കുക
1225,sich anziehen::V,giyinmek,ധരിച്ച നേടുകയുക
1226,kämmen::V,taramak,മുടിചീകുക
1227,schmücken::V,süslemek,അലങ്കരിക്കുക
1228,sagen::V,demek,പറയുക
1229,sagen::V,söylemek,പറയുക
1230,sprechen::V,konuşmak,സംസാരിക്കുക
1231,reden::V,konuşmak,സംസാരിക്കുക
1232,sich unterhalten::V,sohbet etmek,നർമ്മസല്ലാപം നടത്തുക
1233,fragen::V,sormak,ചോദിക്കുക
1234,bitten::V,dilemek,അപേക്ഷിക്കുക
1235,bitten::V,rica etmek,അപേക്ഷിക്കുക
1236,erzählen::V,bahsetmek,പറയുക
1237,erzählen::V,hikâye etmek,പറയുക
1238,mitteilen::V,bildirmek,അറിയിക്കുക
1239,nennen::V,adlandırmak,പേരിടുക
1240,rufen::V,çağırmak,വിളിക്കുക
1241,prahlen::V,övünmek,പൊങ്ങച്ചം പറയുക
1242,übersetzen::V,çevirmek,പരിഭാഷപ്പെടുത്തുക
1243,übersetzen::V,tercüme etmek,പരിഭാഷപ്പെടുത്തുക
1244,denken::V,düşünmek,ചിന്തിക്കുക
1245,glauben::V,inanmak,വിശ്വസിക്കുക
1246,glauben::V,zannetmek,വിശ്വസിക്കുക
1247,bemerken::V,farkına varmak,ശ്രദ്ധിക്കുക
1248,erkennen::V,tanımak,തിരിചറിയുക
1249,begreifen::V,anlamak,കൈപ്പിടിയിലാക്കുക
1250,begreifen::V,kavramak,കൈപ്പിടിയിലാക്കുക
1251,verstehen::V,duymak,മനസ്സിലാക്കുക
1252,verstehen::V,anlamak,മനസ്സിലാക്കുക
1253,lernen::V,öğrenmek,പഠിക്കുക
1254,wissen::V,bilmek,അറിയുക
1255,sich erinnern an::V,hatırlamak,ഓർമിക്കുക
1256,vergessen::V,unutmak,മറക്കുക
1257,messen::V,ölçmek,അളക്കുക
1258,zählen::V,saymak,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1259,rechnen::V,hesap etmek,ഗണിക്കുക
1260,lesen::V,okumak,വായിക്കുക
1261,malen::V,resmini yapmak,ചിത്രം വരയ്ക്കുക
1262,zeichnen::V,çizmek,വരയ്ക്കുക
1263,schreiben::V,yazmak,എഴുതുക
1264,besitzen::V,haiz olmak,സ്വന്തമാക്കുക
1265,besitzen::V,sahip olmak,സ്വന്തമാക്കുക
1266,kaufen::V,almak,വാങ്ങുക
1267,verkaufen::V,satmak,വിൽക്കുക
1268,bezahlen::V,ödemek,പരിഹാരം ചെയ്യുക
1269,zahlen::V,ödemek,പണം അടയ്ക്കുക
1270,beherrschen::V,hâkim olmak,ഭരിക്കുക
1271,ertragen::V,dayanmak,താങ്ങുക
1272,ertragen::V,katlanmak,താങ്ങുക
