,Concept_ID,de,he
161,Kuckuck::N,Kuckuck,קוקיה
162,Schwan::N,Schwan,ברבור
163,Fisch::N,Fisch,דג
164,Barsch::N,Barsch,אוקונוס
165,Hecht::N,Hecht,זאב הים
166,Schlange[Tier]::N,Schlange,נחש
167,Wurm::N,Wurm,תולעת
168,Spinne::N,Spinne,עכביש
169,Ameise::N,Ameise,נמלה
170,Laus::N,Laus,כנה
171,Mücke::N,Mücke,יתוש
172,Fliege::N,Fliege,זבוב
173,Schmetterling::N,Schmetterling,פרפר
174,Beere::N,Beere,ענבה
175,Apfel::N,Apfel,תפוח
176,Pilz::N,Pilz,פטריה
177,Zwiebel::N,Zwiebel,בצל
178,Saat::N,Saat,זרעים
179,Korn::N,Korn,גרעין
180,Heu::N,Heu,חציר
181,Schale::N,Schale,קלפה
182,Grube::N,Grube,בור
183,Grube::N,Grube,שוחה
184,Falle::N,Falle,מלכדת
185,Schlinge::N,Schlinge,לולאה
186,Spur::N,Spur,עקבה
187,Asche::N,Asche,אפר
188,Dreck::N,Dreck,זהמה
189,Eisen::N,Eisen,ברזל
190,Gold::N,Gold,זהב
191,Silber::N,Silber,כסף
192,Kohle::N,Kohle,פחם
193,Glas::N,Glas,זכוכית
194,Lehm::N,Lehm,חרסית
195,Sand::N,Sand,חול
196,Mensch::N,Mensch,אדם
197,Mann::N,Mann,איש
198,Mann::N,Mann,גבר
199,Frau::N,Frau,אשה
200,Frau::N,Frau,גברת
201,Kind::N,Kind,ילד
202,Junge::N,Junge,ילד
203,Mädchen::N,Mädchen,נערה
204,Familie::N,Familie,משפחה
205,Großvater::N,Großvater,סבא
206,Großmutter::N,Großmutter,סבתא
207,Eltern::N,Eltern,הורים
208,Vater::N,Vater,אב
209,Mutter::N,Mutter,אם
210,Sohn::N,Sohn,בן
211,Tochter::N,Tochter,בת
212,Bruder::N,Bruder,אח
213,Schwester::N,Schwester,אחות
214,Onkel::N,Onkel,דוד
215,Tante::N,Tante,דודה
216,Ehemann::N,Ehemann,איש
217,Ehemann::N,Ehemann,בעל
218,Ehefrau::N,Ehefrau,אשה
219,Freude::N,Freude,שמחה
220,Gelächter::N,Gelächter,צחוק
221,Glück::N,Glück,אשר
222,Kummer::N,Kummer,יגון
223,Kummer::N,Kummer,עגמה
224,Wunsch::N,Wunsch,אחול
225,Wunsch::N,Wunsch,משאלה
226,Lust::N,Lust,חשק
227,Lust::N,Lust,תשוקה
228,Geist::N,Geist,רוח
229,Gedanke::N,Gedanke,מחשבה
230,Gedächtnis::N,Gedächtnis,זכרון
231,Verstand::N,Verstand,שכל
232,Sinn::N,Sinn,מובן
233,Sinn::N,Sinn,משמעות
234,Grund::N,Grund,סבה
235,Wahrheit::N,Wahrheit,אמת
236,Gespräch::N,Gespräch,דיון
237,Märchen::N,Märchen,אגדה
238,Erzählung::N,Erzählung,ספור
239,Nachricht::N,Nachricht,ידיעה
240,Neuigkeit::N,Neuigkeit,חדשה
241,Name::N,Name,שם
242,Rätsel::N,Rätsel,תעלומה
243,Rede::N,Rede,נאום
244,Sprache::N,Sprache,לשון
245,Stimme::N,Stimme,קול
246,Wort::N,Wort,מלה
247,Zeichen::N,Zeichen,סימן
248,Ruf::N,Ruf,קריאה
249,Lärm::N,Lärm,רעש
250,Laut::N,Laut,הגה
251,Ton::N,Ton,צליל
252,Lied::N,Lied,שיר
253,Ruhe::N,Ruhe,שלוה
254,Leute::N,Leute,אנשים
255,Volk::N,Volk,עם
256,Arbeit::N,Arbeit,עבודה
257,Gast::N,Gast,אורח
258,Geschenk::N,Geschenk,מתנה
259,Spiel::N,Spiel,משחק
260,Gesellschaft::N,Gesellschaft,חברה
261,Hilfe::N,Hilfe,עזרה
262,Freund::N,Freund,חבר
263,Freund::N,Freund,ידיד
264,Kamerad::N,Kamerad,רע
265,Angelegenheit::N,Angelegenheit,ענין
266,Anzahl::N,Anzahl,מספר
267,Art::N,Art,סוג
268,Stück::N,Stück,חתיכה
269,Teil::N,Teil,פרק
270,Hälfte::N,Hälfte,חצי
271,Kreis::N,Kreis,מעגל
272,Kreuz::N,Kreuz,צלב
273,Linie::N,Linie,קו
274,Strich::N,Strich,קו קצר
275,Abstand::N,Abstand,מרחק
276,Entfernung::N,Entfernung,מרחק
277,Gegend::N,Gegend,נוף
278,Platz::N,Platz,שטח
279,Ort::N,Ort,אתר
280,Ort::N,Ort,מקום
281,Seite::N,Seite,צד
282,Mitte::N,Mitte,אמצע
283,Gegenstand::N,Gegenstand,אוביקט
284,Sache::N,Sache,דבר
285,Rand::N,Rand,פרור
286,Kante::N,Kante,קצה
287,Ecke::N,Ecke,פנה
288,Spitze::N,Spitze,קצה
289,Ende::N,Ende,סוף
290,Loch::N,Loch,חר
291,Winkel::N,Winkel,פנה
292,Muster::N,Muster,תבנית
293,Größe::N,Größe,גדל
294,Länge::N,Länge,ארך
295,Höhe::N,Höhe,קומה
296,Höhe::N,Höhe,גבה
297,Gewicht::N,Gewicht,משקל
298,Menge::N,Menge,כמות
299,Haufen::N,Haufen,ערמה
300,Reihe::N,Reihe,רצף
301,Boot::N,Boot,סירה
302,Ruder::N,Ruder,משוט
303,Schlitten::N,Schlitten,מזחלת
304,Ski::N,Ski,מגלשים
305,Lagerfeuer::N,Lagerfeuer,מדורה
306,Last::N,Last,משא
307,Gang::N,Gang,הליכה
308,Schritt::N,Schritt,צעד
309,Norden::N,Norden,צפון
310,Süden::N,Süden,דרום
311,Westen::N,Westen,מערב
312,Osten::N,Osten,מזרח
313,Holz::N,Holz,עץ
314,Brett::N,Brett,קרש
315,Platte::N,Platte,לוח
316,Stütze::N,Stütze,משען
317,Stange::N,Stange,מוט
318,Stock::N,Stock,מקל
319,Stab::N,Stab,מוט
320,Rohr::N,Rohr,צנור
321,Haus::N,Haus,בית
322,Heim::N,Heim,בית
323,Ofen::N,Ofen,תנור
324,Fußboden::N,Fußboden,רצפה
325,Tisch::N,Tisch,שלחן
326,Stuhl::N,Stuhl,כסא
327,Wiege::N,Wiege,ערש
328,Bett::N,Bett,מטה
329,Regal::N,Regal,מדף
330,Kiste::N,Kiste,תבה
331,Kiste::N,Kiste,ארגז
332,Fenster::N,Fenster,חלון
333,Tür::N,Tür,דלת
334,Tor::N,Tor,שער
335,Zaun::N,Zaun,גדר
336,Dach::N,Dach,גג
337,Leiter::N,Leiter,סלם
338,Besen::N,Besen,מטאטא
339,Spaten::N,Spaten,את
340,Schaufel::N,Schaufel,את
341,Gabel::N,Gabel,מזלג
342,Löffel::N,Löffel,כף
343,Messer::N,Messer,סכין
344,Nagel::N,Nagel,מסמר
345,Netz::N,Netz,רשת
346,Haken::N,Haken,וו
347,Haken::N,Haken,קרס
348,Griff::N,Griff,ידית
349,Schloss::N,Schloss,מנעול
350,Bild::N,Bild,תמונה
351,Figur::N,Figur,פסל
352,Puppe::N,Puppe,בבה
353,Beutel::N,Beutel,שק
354,Bündel::N,Bündel,צרור
355,Tasche::N,Tasche,שקית
356,Eimer::N,Eimer,דלי
357,Deckel::N,Deckel,מכסה
358,Geschirr::N,Geschirr,כלים
359,Sack::N,Sack,שק
360,Tasse::N,Tasse,ספל
361,Topf::N,Topf,סיר
362,Kessel::N,Kessel,קנקן
363,Essen::N,Essen,אכל
364,Essen::N,Essen,ארוחה
365,Nahrung::N,Nahrung,הזנה
366,Nahrung::N,Nahrung,תזונה
367,Speise::N,Speise,מאכל
368,Speise::N,Speise,ארוחה
369,Fleisch::N,Fleisch,בשר
370,Getreide::N,Getreide,דגן
371,Brei::N,Brei,מחית
372,Brot::N,Brot,לחם
373,Scheibe::N,Scheibe,עגול
374,Scheibe::N,Scheibe,פרוסה
375,Fett::N,Fett,שמן
376,Butter::N,Butter,חמאה
377,Öl::N,Öl,שמן
378,Salz::N,Salz,מלח
379,Suppe::N,Suppe,מרק
380,Honig::N,Honig,דבש
381,Milch::N,Milch,חלב
382,Tee::N,Tee,תה
383,Leder::N,Leder,עור
384,Wolle::N,Wolle,צמר
385,Stoff::N,Stoff,בד
386,Stoff::N,Stoff,אריג
387,Nadel::N,Nadel,מחט
388,Faden::N,Faden,חוט
389,Knopf::N,Knopf,כפתור
390,Knoten::N,Knoten,קשר
391,Farbe::N,Farbe,צבע
392,Kleidung::N,Kleidung,בגדים
393,Hemd::N,Hemd,חלצה
394,Kragen::N,Kragen,צוארון
395,Ärmel::N,Ärmel,שרוול
396,Hose::N,Hose,מכנסים
397,Gürtel::N,Gürtel,חגורה
398,Mütze::N,Mütze,כובע
399,Schuh::N,Schuh,נעל
400,Stiefel::N,Stiefel,מגף
401,Ring::N,Ring,טבעת
402,Band::N,Band,סרט
403,Kamm::N,Kamm,מסרק
404,Spiegel::N,Spiegel,מראה
405,Riemen::N,Riemen,רצועה
406,Schnur::N,Schnur,חבל
407,Leine::N,Leine,מושכות
408,Decke::N,Decke,שמיכה
409,Kissen::N,Kissen,כרית
410,Tuch::N,Tuch,צעיף
411,Handtuch::N,Handtuch,מגבת
412,Kraft::N,Kraft,כוח
413,Stärke::N,Stärke,און
414,Gesundheit::N,Gesundheit,בריאות
415,Krankheit::N,Krankheit,מחלה
416,Schmerz::N,Schmerz,כאב
417,Wunde::N,Wunde,פציעה
418,Fieber::N,Fieber,חם
419,Arznei::N,Arznei,תרופה
420,Brücke::N,Brücke,גשר
421,Brunnen::N,Brunnen,באר
422,Weide::N,Weide,אחו
423,Weide::N,Weide,מרעה
424,Pfad::N,Pfad,שביל
425,Pfad::N,Pfad,מדרכה
426,Weg::N,Weg,דרך
427,Straße::N,Straße,כביש
428,Dorf::N,Dorf,כפר
429,Stadt::N,Stadt,עיר
430,Brief::N,Brief,מכתב
431,Buch::N,Buch,ספר
432,Buchstabe::N,Buchstabe,אות
433,Zeitung::N,Zeitung,עתון
434,Leben::N,Leben,חיים
435,Tod::N,Tod,מות
436,Grab::N,Grab,קבר
437,Kirche::N,Kirche,כנסיה
438,Sünde::N,Sünde,חטא
439,Gott::N,Gott,אל
440,Arbeiter::N,Arbeiter,פועל
441,Chef::N,Chef,ראש
442,Chef::N,Chef,מנהל
443,Meister::N,Meister,ממחה
444,Arzt::N,Arzt,רופא
445,Lehrer::N,Lehrer,מורה
446,Geld::N,Geld,כסף
447,Geschäft::N,Geschäft,עסקה
448,Laden::N,Laden,חנות
449,Preis::N,Preis,מחיר
450,Ware::N,Ware,סחורה
451,Nutzen::N,Nutzen,תועלת
452,Reichtum::N,Reichtum,עשר
453,Welt::N,Welt,עולם
454,Land::N,Land,ארץ
455,Staat::N,Staat,מדינה
456,König::N,König,מלך
457,Macht::N,Macht,כוח
458,Grenze::N,Grenze,גבול
459,Krieg::N,Krieg,מלחמה
460,Feind::N,Feind,אויב
461,Gewalt::N,Gewalt,אלימות
462,Kampf::N,Kampf,קרב
463,Kampf::N,Kampf,לחימה
464,Bogen[Waffe]::N,Bogen,קשת
465,Pfeil::N,Pfeil,חץ
466,Gewehr::N,Gewehr,רובה
467,Fehler::N,Fehler,טעות
468,Lüge::N,Lüge,שקר
469,Schaden::N,Schaden,נזק
470,Unglück::N,Unglück,מזל רע
471,Schuld::N,Schuld,אשמה
472,Alter::N,Alter,גיל
473,Schluss::N,Schluss,סיום
474,Zeit::N,Zeit,זמן
475,Tag::N,Tag,יום
476,Morgen::N,Morgen,בקר
477,Mittag::N,Mittag,צהרים
478,Abend::N,Abend,ערב
479,Nacht::N,Nacht,לילה
480,Woche::N,Woche,שבוע
481,Monat::N,Monat,חדש
482,Jahr::N,Jahr,שנה
483,Frühling::N,Frühling,אביב
484,Sommer::N,Sommer,קיץ
485,Herbst::N,Herbst,סתו
486,Winter::N,Winter,חרף
487,Januar::N,Januar,ינואר
488,Februar::N,Februar,פברואר
489,März::N,März,מרץ
490,April::N,April,אפריל
491,Mai::N,Mai,מאי
492,Juni::N,Juni,יוני
493,Juli::N,Juli,יולי
494,August::N,August,אוגוסט
495,September::N,September,ספטמבר
496,Oktober::N,Oktober,אוקטובר
497,November::N,November,נובמבר
498,Dezember::N,Dezember,דצמבר
499,Montag::N,Montag,יום שני
500,Dienstag::N,Dienstag,יום שלישי
501,Mittwoch::N,Mittwoch,יום רביעי
502,Donnerstag::N,Donnerstag,יום חמישי
503,Freitag::N,Freitag,יום ששי
504,Samstag::N,Samstag,יום שבת
505,Sonntag::N,Sonntag,יום ראשון
506,groß::A,groß,גדול
507,klein::A,klein,קטן
508,lang::A,lang,ארך
509,kurz::A,kurz,קצר
510,breit::A,breit,רחב
511,schmal::A,schmal,צר
512,dicht::A,dicht,צפוף
513,dick[Gegenstand]::A,dick,עבה
514,dünn::A,dünn,דק
515,fein::A,fein,מעדן
516,fest::A,fest,מוצק
517,flach::A,flach,שטוח
518,glatt::A,glatt,חלק
519,hart::A,hart,קשיח
520,weich::A,weich,רך
521,rund::A,rund,עגל
522,spitz::A,spitz,חד
523,scharf::A,scharf,חד
524,stumpf::A,stumpf,קהה
525,schwer::A,schwer,כבד
526,schön::A,schön,יפה
527,heiß::A,heiß,חם
528,warm::A,warm,חם
529,kalt::A,kalt,קר
530,kühl::A,kühl,צונן
531,frisch::A,frisch,טרי
532,feucht::A,feucht,לח
533,nass::A,nass,רטוב
534,trocken::A,trocken,יבש
535,voll::A,voll,מלא
536,leer::A,leer,ריק
537,offen::A,offen,פתוח
538,geschlossen::A,geschlossen,סגור
539,sauber::A,sauber,נקי
540,schmutzig::A,schmutzig,מלכלך
541,roh::A,roh,חי
542,reif::A,reif,בשל
543,lecker::A,lecker,טעים
544,süß::A,süß,מתוק
545,bitter::A,bitter,מר
546,sauer::A,sauer,חמוץ
547,hell::A,hell,בהיר
548,dunkel::A,dunkel,עמום
549,schwarz::A,schwarz,שחר
550,weiß::A,weiß,לבן
551,rot::A,rot,אדם
552,gelb::A,gelb,צהב
553,blau::A,blau,כחל
554,grün::A,grün,ירק
555,grau::A,grau,אפר
556,bunt::A,bunt,צבעוני
557,billig::A,billig,זול
558,teuer::A,teuer,יקר
559,wertvoll::A,wertvoll,יקר ערך
560,blind::A,blind,עור
561,taub::A,taub,חרש
562,kräftig::A,kräftig,חסן
563,stark::A,stark,חזק
564,schwach::A,schwach,חלש
565,fett::A,fett,שמן
566,schlank::A,schlank,רזה
567,hübsch::A,hübsch,יפה תאר
568,böse::A,böse,רשע
569,dumm::A,dumm,טפש
570,faul::A,faul,עצלן
571,fleißig::A,fleißig,חרוץ
572,geizig::A,geizig,קמצן
573,klug::A,klug,נבון
574,klug::A,klug,פקח
575,geschickt::A,geschickt,מימן
576,lieb::A,lieb,יקר
577,lieb::A,lieb,אהוב
578,lustig::A,lustig,עליז
579,sanft::A,sanft,עדין
580,hungrig::A,hungrig,רעב
581,krank::A,krank,חולה
582,nackt::A,nackt,ערום
583,traurig::A,traurig,עצוב
584,lebendig::A,lebendig,חי
585,gut::A,gut,טוב
586,schlecht::A,schlecht,גרוע
587,richtig::A,richtig,נכון
588,schlimm::A,schlimm,רע
589,wahr::A,wahr,אמתי
590,alt::A,alt,ישן
591,neu::A,neu,חדש
592,ehemalig::A,ehemalig,לשעבר
593,alt[Lebewesen]::A,alt,זקן
594,jung::A,jung,צעיר
595,arm::A,arm,עני
596,reich::A,reich,עשיר
597,bekannt::A,bekannt,ידוע
598,berühmt::A,berühmt,מפרסם
599,fremd::A,fremd,זר
600,verschieden::A,verschieden,שונה
601,nah::A,nah,קרוב
602,fern::A,fern,רחוק
603,linker::A,linker,שמאלי
604,rechter::A,rechter,ימין
605,anderer::A,anderer,אחר
606,erster::A,erster,ראשון
607,zweiter::A,zweiter,שני
608,dritter::A,dritter,שלישי
609,letzter::A,letzter,אחרון
610,allein::ADV,allein,לבד
611,auf einmal::ADV,auf einmal,בו-זמנית
612,zusammen::ADV,zusammen,ביחד
613,lange::ADV,lange,הרבה זמן
614,plötzlich::ADV,plötzlich,לפתע
615,plötzlich::ADV,plötzlich,פתאום
616,sofort::ADV,sofort,מיד
617,später::ADV,später,לאחר זמן
618,später::ADV,später,יותר מאחר
619,jetzt::ADV,jetzt,עכשיו
620,heute::ADV,heute,היום
621,morgen::ADV,morgen,מחר
622,bald::ADV,bald,בקרוב
623,dann::ADV,dann,אחר-כך
624,gestern::ADV,gestern,אתמול
625,einst::ADV,einst,לפנים
626,damals::ADV,damals,אז
627,danach::ADV,danach,אחר-כך
628,vorher::ADV,vorher,לפני זה
629,zuerst::ADV,zuerst,קדם
630,einmal::ADV,einmal,פעם
631,manchmal::ADV,manchmal,לפעמים
632,oft::ADV,oft,לעתים קרובות
633,immer::ADV,immer,תמיד
634,niemals::ADV,niemals,אף פעם
635,hier::ADV,hier,כאן
636,hierhin::ADV,hierhin,פה
637,von hier::ADV,von hier,מפה
638,dort::ADV,dort,שם
639,dorthin::ADV,dorthin,שם
640,geradeaus::ADV,geradeaus,ישר
641,vorwärts::ADV,vorwärts,קדימה
642,rückwärts::ADV,rückwärts,לאחור
643,zurück::ADV,zurück,בחזרה
644,zurück::ADV,zurück,אחורנית
645,unten::ADV,unten,למטה
646,hinab::ADV,hinab,למטה
647,oben::ADV,oben,מעל
648,oben::ADV,oben,למעלה
649,hinauf::ADV,hinauf,למעלה
650,überall::ADV,überall,בכל מקום
651,nicht::ADV,nicht,לא
652,ein wenig::ADV,ein wenig,קצת
653,kaum::ADV,kaum,בקשי
654,sehr::ADV,sehr,מאוד
655,so::ADV,so,כך
656,so::ADV,so,ככה
657,noch::ADV,noch,עוד
658,noch::ADV,noch,עדין
659,nur::ADV,nur,רק
660,schon::ADV,schon,כבר
661,wieder::ADV,wieder,שוב
662,vergebens::ADV,vergebens,לריק
663,vergebens::ADV,vergebens,לשוא
664,vor::PRP,vor,מול
665,hinter::PRP,hinter,מאחורי
666,unter::PRP,unter,מתחת
667,durch::PRP,durch,דרך
668,neben::PRP,neben,ליד
669,neben::PRP,neben,על-יד
670,zwischen::PRP,zwischen,בין
671,wegen::PRP,wegen,בשל
672,wegen::PRP,wegen,בגלל
673,dies::PRN,dies,זה
674,das::PRN,das,זה
675,alles::PRN,alles,הכל
676,ich::PRN,ich,אני
677,du::PRN,du,את
678,du::PRN,du,אתה
679,er::PRN,er,הוא
680,wir::PRN,wir,אנחנו
681,ihr::PRN,ihr,לה
682,sie::PRN,sie,הם
683,was::FPRN,was,מה
684,wer::FPRN,wer,מי
685,wo::FADV,wo,איפה
686,wohin::FADV,wohin,לאן
687,wie::FADV,wie,איך
688,warum::FADV,warum,למה
689,wieviel::FNUM,wieviel,כמה
690,eins::NUM,eins,אחד
691,zwei::NUM,zwei,שתים
692,drei::NUM,drei,שלושה
693,vier::NUM,vier,ארבעה
694,fünf::NUM,fünf,חמשה
695,sechs::NUM,sechs,ששה
696,sieben::NUM,sieben,שבעה
697,acht::NUM,acht,שמונה
698,neun::NUM,neun,תשעה
699,zehn::NUM,zehn,עשרה
700,elf::NUM,elf,אחת עשרה
701,zwölf::NUM,zwölf,שתים עשרה
702,zwanzig::NUM,zwanzig,עשרים
703,dreißig::NUM,dreißig,שלושים
704,vierzig::NUM,vierzig,ארבעים
705,fünfzig::NUM,fünfzig,חמשים
706,sechzig::NUM,sechzig,ששים
707,siebzig::NUM,siebzig,שבעים
708,achtzig::NUM,achtzig,שמונים
709,neunzig::NUM,neunzig,תשעים
710,hundert::NUM,hundert,מאה
711,tausend::NUM,tausend,אלף
712,und::CNJ,und,ו
713,oder::CNJ,oder,או
714,stehen::V,stehen,עמד
715,sitzen::V,sitzen,ישב
716,liegen::V,liegen,שכב
717,hängen::V,hängen,היה תלוי
718,werden::V,werden,הפך ל
719,passieren::V,passieren,קרה
720,beginnen::V,beginnen,התחיל
721,enden::V,enden,הסתים
722,wechseln::V,wechseln,השתנה
723,aufgehen[Sonne]::V,aufgehen,זרח
724,untergehen[Sonne]::V,untergehen,שקע
725,scheinen[Sonne]::V,scheinen,בהק
726,donnern::V,donnern,רעם
727,wehen::V,wehen,נשב
728,strömen::V,strömen,זרם
729,fließen::V,fließen,זרם
730,sich drehen::V,sich drehen,הסתובב
731,schwanken::V,schwanken,התנודד
732,schwingen::V,schwingen,התנענע
733,fallen::V,fallen,נפל
734,brennen::V,brennen,בער
735,rauchen::V,rauchen,עשן
736,regnen::V,regnen,ירד גשם
737,gefrieren::V,gefrieren,קפא
738,tauen::V,tauen,נמס
739,schmelzen::V,schmelzen,התיך
740,trocknen::V,trocknen,התיבש
741,sieden::V,sieden,רתח
742,faulen::V,faulen,רקב
743,verfaulen::V,verfaulen,רקב
744,reißen::V,reißen,נקרע
745,versinken::V,versinken,טבע
746,vergehen::V,vergehen,עבר
747,erscheinen::V,erscheinen,נגלה
748,erscheinen::V,erscheinen,הופיע
749,verschwinden::V,verschwinden,נעלם
750,sinken::V,sinken,ירד
751,abnehmen::V,abnehmen,הפחית
752,zunehmen::V,zunehmen,רבה
753,steigen::V,steigen,עלה
754,wachsen::V,wachsen,גדל
755,glänzen::V,glänzen,נצץ
756,glänzen::V,glänzen,בהק
757,funkeln::V,funkeln,נצנץ
758,lärmen::V,lärmen,רעש
759,läuten::V,läuten,צלצל
760,klingeln::V,klingeln,צלצל
761,klirren::V,klirren,קרקש
762,brausen::V,brausen,געש
763,rauschen::V,rauschen,רשרש
764,klingen::V,klingen,נשמע
765,bellen::V,bellen,נבח
766,heulen::V,heulen,ילל
767,blasen::V,blasen,נשף
768,pfeifen::V,pfeifen,שרק
769,schreien::V,schreien,צעק
770,stöhnen::V,stöhnen,נאנק
771,zittern::V,zittern,רעד
772,leben::V,leben,חי
773,geboren werden::V,geboren werden,נולד
774,atmen::V,atmen,נשם
775,trinken::V,trinken,שתה
776,essen::V,essen,אכל
777,schlucken::V,schlucken,בלע
778,müde werden::V,müde werden,התעיף
779,einschlafen::V,einschlafen,נרדם
780,schlafen::V,schlafen,ישן
781,aufwachen::V,aufwachen,התעורר
782,aufstehen::V,aufstehen,קם
783,sich erholen::V,sich erholen,נפש
784,krank werden::V,krank werden,חלה
785,krank sein::V,krank sein,היה חולה
786,schmerzen::V,schmerzen,כאב
787,husten::V,husten,השתעל
