,Concept_ID,la,sq
424,Haken::N,hamus,grremç
425,Griff::N,manubrium,dorak
426,Griff::N,manubrium,dorezë
427,Schloss::N,claustra,bravë
428,Bild::N,tabula,tablo
429,Bild::N,tabula,pikturë
430,Bild::N,pictura,tablo
431,Bild::N,pictura,pikturë
432,Figur::N,statunculum,figurë
433,Puppe::N,pupa,kukull
434,Beutel::N,sacculus,qese
435,Beutel::N,sacculus,trastë
436,Bündel::N,fascis,deng
437,Tasche::N,sacculus,çantë
438,Eimer::N,situla,kovë
439,Deckel::N,operculum,kapak
440,Deckel::N,operculum,mbulesë
441,Geschirr::N,vasa,enë
442,Sack::N,saccus,thes
443,Sack::N,saccus,torbë
444,Tasse::N,pocillum,filxhan
445,Topf::N,olla,kusi
446,Topf::N,olla,tenxhere
447,Kessel::N,aenum,kazan
448,Essen::N,cena,ngrënie
449,Nahrung::N,cibus,ushqim
450,Nahrung::N,alimenta,ushqim
451,Speise::N,cibus,gatesë
452,Fleisch::N,caro,mish
453,Getreide::N,frumentum,drithë
454,Brei::N,puls,qull
455,Brot::N,panis,bukë
456,Scheibe::N,frustum,fetë
457,Fett::N,pingue,lyrë
458,Fett::N,pingue,yndyrë
459,Butter::N,butȳrum,gjalpë
460,Öl::N,oleum,vaj
461,Salz::N,sal,kripë
462,Suppe::N,ius,supë
463,Suppe::N,ius,çorbë
464,Honig::N,mel,mjaltë
465,Milch::N,lac,qumësht
466,Tee::N,thea,çaj
467,Leder::N,corium,lëkurë
468,Wolle::N,lana,lesh
469,Stoff::N,textum,pëlhurë
470,Nadel::N,acus,gjilpërë
471,Faden::N,filum,pe
472,Faden::N,filum,fije
473,Knopf::N,bulla,kopsë
474,Knoten::N,nodus,komb
475,Farbe::N,pigmentum,bojë
476,Kleidung::N,vestimenta,veshje
477,Hemd::N,tunica,këmishë
478,Kragen::N,collare,jakë
479,Ärmel::N,manica,mëngë
480,Hose::N,bracae,brekë
481,Gürtel::N,cingulum,rrip
482,Mütze::N,pilleus,kësulë
483,Schuh::N,calceus,këpucë
484,Stiefel::N,pero,çizme
485,Stiefel::N,caliga,çizme
486,Ring::N,anulus,unazë
487,Band::N,redimiculum,shirit
488,Kamm::N,pecten,krehër
489,Spiegel::N,speculum,pasqyrë
490,Riemen::N,lorum,rrip
491,Schnur::N,linum,litar
492,Schnur::N,linum,cikomë
493,Leine::N,retinaculum,rrip
494,Decke::N,lodix,batanije
495,Kissen::N,pulvinus,jastëk
496,Tuch::N,velum,shami
497,Handtuch::N,mantele,peshqir
498,Kraft::N,vis,forcë
499,Stärke::N,robur,koll
500,Gesundheit::N,valetudo,shëndet
501,Krankheit::N,morbus,sëmundje
502,Schmerz::N,dolor,dhimbje
503,Wunde::N,vulnus,plagë
504,Fieber::N,febris,ethe
505,Arznei::N,remedium,ilaç
506,Brücke::N,pons,urë
507,Brunnen::N,puteus,pus
508,Weide::N,pascua,kullotë
509,Pfad::N,semita,ravë
510,Pfad::N,semita,shteg
511,Weg::N,iter,udhë
512,Weg::N,iter,shteg
513,Straße::N,via,rrugë
514,Dorf::N,vicus,fshat
515,Dorf::N,vicus,katund
516,Stadt::N,urbs,qytet
517,Stadt::N,oppidum,qytet
518,Brief::N,epistula,letër
519,Buch::N,liber,libër
520,Buchstabe::N,littera,shkronjë
521,Zeitung::N,diurnum,gazetë
522,Leben::N,vita,jetë
523,Tod::N,mors,mortje
524,Grab::N,sepulcrum,varr
525,Kirche::N,ecclesia,kishë
526,Sünde::N,peccatum,mëkat
527,Sünde::N,peccatum,gjynah
528,Gott::N,deus,hy
529,Gott::N,deus,zot
530,Arbeiter::N,operarius,punëtor
531,Chef::N,praefectus,shef
532,Chef::N,praefectus,drejtues
533,Meister::N,magister,mjeshtër
534,Arzt::N,medicus,mjek
535,Arzt::N,medicus,doktor
536,Lehrer::N,magister,mësues
537,Lehrer::N,magister,arsimtar
538,Geld::N,aes,para
539,Geld::N,aes,holla
540,Geld::N,pecunia,para
541,Geld::N,pecunia,holla
542,Geschäft::N,negotium,ujdi
543,Geschäft::N,negotium,biznes
544,Laden::N,taberna,dyqan
545,Preis::N,pretium,çmim
546,Ware::N,merx,mall
547,Nutzen::N,utilitas,dobi
548,Nutzen::N,utilitas,leverdi
549,Reichtum::N,opes,kamje
550,Reichtum::N,opes,pasuri
551,Reichtum::N,divitiae,kamje
552,Reichtum::N,divitiae,pasuri
553,Welt::N,mundus,botë
554,Land::N,terra,vend
555,Staat::N,res publica,shtet
556,König::N,rex,mbret
557,Macht::N,potestas,fuqi
558,Macht::N,potestas,pushtet
559,Grenze::N,limes,kufi
560,Krieg::N,bellum,luftë
561,Feind::N,inimicus,armik
562,Gewalt::N,vis,dhunë
563,Kampf::N,pugna,luftim
564,Bogen[Waffe]::N,arcus,hark
565,Pfeil::N,sagitta,shigjetë
566,Gewehr::N,sclopetum,pushkë
567,Fehler::N,error,gafë
568,Fehler::N,error,gabim
569,Lüge::N,mendacium,gënjeshtër
570,Schaden::N,damnum,dëm
571,Schaden::N,damnum,zarar
572,Schaden::N,detrimentum,dëm
573,Schaden::N,detrimentum,zarar
574,Unglück::N,miseria,fatkeqësi
575,Unglück::N,calamitas,fatkeqësi
576,Schuld::N,culpa,faj
577,Alter::N,aetas,moshë
578,Schluss::N,finis,fund
579,Zeit::N,tempus,kohë
580,Tag::N,dies,ditë
581,Morgen::N,mane,mëngjes
582,Mittag::N,meridies,mesditë
583,Abend::N,vesper,mbrëmje
584,Nacht::N,nox,natë
585,Woche::N,septimana,javë
586,Monat::N,mensis,muaj
587,Jahr::N,annus,vit
588,Frühling::N,ver,pranverë
589,Sommer::N,aestas,verë
590,Herbst::N,autumnus,vjeshtë
591,Winter::N,hiems,dimër
592,Januar::N,Ianuarius,janar
593,Februar::N,Februarius,shkurt
594,März::N,Martius,mars
595,April::N,Aprilis,prill
596,Mai::N,Maius,maj
597,Juni::N,Iunius,qershor
598,Juli::N,Iulius,korrik
599,August::N,Augustus,gusht
600,September::N,September,shtator
601,Oktober::N,Octobris,tetor
602,November::N,Novembris,nëntor
603,Dezember::N,December,dhjetor
604,Montag::N,dies lunae,hënë
605,Dienstag::N,dies Martis ,martë
606,Mittwoch::N,dies Mercurii,mërkurë
607,Donnerstag::N,dies Iovis,enjte
608,Freitag::N,dies Veneris,premte
609,Samstag::N,dies Saturni,shtunë
610,Sonntag::N,dominicus,diel
611,Sonntag::N,dies solis,diel
612,groß::A,magnus,madh
613,klein::A,parvus,vogël
614,lang::A,longus,gjatë
615,kurz::A,brevis,shkurtër
616,breit::A,latus,gjerë
617,schmal::A,angustus,ngushtë
618,dicht::A,densus,dendur
619,dick[Gegenstand]::A,crassus,trashë
620,dünn::A,tenuis,hollë
621,fein::A,subtilis,imët
622,fest::A,solidus,fortë
623,fest::A,stabilis,fortë
624,flach::A,planus,sheshtë
625,glatt::A,levis,rrafshët
626,hart::A,durus,fortë
627,weich::A,mollis,butë
628,rund::A,rotundus,rrumbullakët
629,spitz::A,acutus,majëmprehtë
630,scharf::A,acer,mprehtë
631,stumpf::A,hebes,topitur
632,schwer::A,gravis,rëndë
633,schön::A,pulcher,bukur
634,schön::A,formosus,bukur
635,heiß::A,fervidus,nxehtë
636,warm::A,calidus,ngrohtë
637,kalt::A,frigidus,ftohtë
638,kühl::A,frigidus,freskët
639,frisch::A,recens,pastër
640,feucht::A,umidus,lagësht
641,nass::A,madidus,lagur
642,trocken::A,aridus,thatë
643,voll::A,plenus,plotë
644,leer::A,vacuus,bosh
645,leer::A,vacuus,zbrazët
646,offen::A,apertus,hapur
647,geschlossen::A,clausus,mbyllur
648,sauber::A,lautus,dëlirë
649,schmutzig::A,sordidus,ndyrë
650,roh::A,crudus,gjallë
651,reif::A,maturus,arrirë
652,lecker::A,delicatus,shijshëm
653,süß::A,dulcis,ëmbël
654,bitter::A,amarus,hidhur
655,bitter::A,acerbus,hidhur
656,sauer::A,acidus,thartë
657,hell::A,clarus,me dritë
658,dunkel::A,obscurus,errët
659,schwarz::A,niger,i zi
660,weiß::A,albus,bardhë
661,rot::A,ruber,kuq
662,gelb::A,flavus,verdhë
663,blau::A,caeruleus,blu
664,blau::A,caeruleus,kaltër
665,grün::A,viridis,blertë
666,grün::A,viridis,gjelbër
667,grau::A,canus,hirtë
668,grau::A,canus,bojë hiri
669,bunt::A,varius,shumëngjyrëshëm
670,billig::A,vilis,lirë
671,teuer::A,carus,shtrenjtë
672,wertvoll::A,pretiosus,çmuar
673,wertvoll::A,pretiosus,vlershëm
674,blind::A,caecus,qorr
675,blind::A,caecus,verbër
676,taub::A,surdus,shurdhër
677,kräftig::A,robustus,fuqishëm
678,stark::A,firmus,fortë
679,stark::A,validus,fortë
680,schwach::A,debilis,dobët
681,schwach::A,infirmus,dobët
682,fett::A,crassus,dhjamur
683,schlank::A,procerus,hollë
684,hübsch::A,pulcher,bukur
685,hübsch::A,pulcher,hijshëm
686,böse::A,improbus,keq
687,dumm::A,stultus,teveqel
688,dumm::A,stupidus,teveqel
689,faul::A,piger,dembel
690,fleißig::A,sedulus,zellshëm
691,geizig::A,avarus,kurnac
692,geizig::A,avarus,dorështrënguar
693,klug::A,prudens,mençur
694,geschickt::A,sollers,aftë
695,lieb::A,carus,dashur
696,lustig::A,iocosus,gëzuar
697,sanft::A,clemens,butë
698,hungrig::A,impastus,uritur
699,krank::A,aeger,sëmurë
700,nackt::A,nudus,lakuriq
701,nackt::A,nudus,zhveshur
702,traurig::A,maestus,trishtuar
703,lebendig::A,vivus,gjallë
704,gut::A,bonus,mirë
705,schlecht::A,malus,keq
706,richtig::A,rectus,drejtë
707,schlimm::A,malus,keq
708,wahr::A,verus,vërtetë
709,alt::A,antiquus,vjetër
710,neu::A,novus,i ri
711,ehemalig::A,pristinus,dikurshëm
712,alt[Lebewesen]::A,vetus,plak
713,jung::A,iuvenis,i ri
714,arm::A,pauper,varfër
715,arm::A,pauper,vobektë
716,reich::A,dives,pasur
717,bekannt::A,notus,njohur
718,berühmt::A,celeber,famshëm
719,berühmt::A,illustris,famshëm
720,fremd::A,peregrinus,huaj
721,verschieden::A,varius,ndryshëm
722,nah::A,propinquus,afërt
723,fern::A,longinquus,largët
724,linker::A,sinister,majtë
725,rechter::A,dexter,djathtë
726,anderer::A,alius,tjetër
727,erster::A,primus,parë
728,zweiter::A,secundus,dytë
729,dritter::A,tertius,i tretë
730,letzter::A,ultimus,fundit
731,allein::ADV,solum,vetëm
732,auf einmal::ADV,simul,njëkohësisht
733,zusammen::ADV,una,bashkë
734,zusammen::ADV,una,së bashku
735,lange::ADV,diu,për një kohë të gjatë
736,plötzlich::ADV,subito,befas
737,plötzlich::ADV,repente,befas
738,sofort::ADV,statim,menjëherë
739,sofort::ADV,statim,aty për aty
740,später::ADV,postea,më vonë
741,jetzt::ADV,nunc,tash
742,heute::ADV,hodie,sot
743,morgen::ADV,cras,nesër
744,bald::ADV,mox,shpejt
745,bald::ADV,mox,së shpejti
746,dann::ADV,deinde,pastaj
747,gestern::ADV,heri,dje
748,einst::ADV,olim,dikur
749,damals::ADV,tum,atëherë
750,danach::ADV,postea,mandej
751,vorher::ADV,antea,më parë
752,zuerst::ADV,primo,së pari
753,einmal::ADV,semel,njëherë
754,manchmal::ADV,interdum,nganjëherë
755,oft::ADV,saepe,shpesh
756,immer::ADV,semper,përherë
757,immer::ADV,semper,gjithnjë
758,niemals::ADV,numquam,kurrë
759,niemals::ADV,numquam,asnjëherë
760,hier::ADV,hic,këtu
761,hierhin::ADV,huc,knej
762,von hier::ADV,hinc,që këtej
763,von hier::ADV,hinc,prej këtej
764,dort::ADV,ibi,aty
765,dort::ADV,ibi,atje
766,dorthin::ADV,eo,anej
767,geradeaus::ADV,recte,drejt
768,vorwärts::ADV,porro,mbroth
769,vorwärts::ADV,porro,përpara
770,rückwärts::ADV,retro,mbrapsht
771,zurück::ADV,retro,prapa
772,zurück::ADV,retro,mbrapsht
773,unten::ADV,infra,poshtë
774,hinab::ADV,pessum,përposh
775,oben::ADV,supra,lart
776,oben::ADV,supra,sipër
777,hinauf::ADV,sursum,lart
778,hinauf::ADV,sursum,përpjetë
779,überall::ADV,ubique,kudo
780,nicht::ADV,non,s'
781,nicht::ADV,non,nuk
782,ein wenig::ADV,paulum,një tis
783,kaum::ADV,vix,mezi
784,kaum::ADV,aegre,mezi
785,sehr::ADV,valde,fort
786,sehr::ADV,valde,shumë
787,sehr::ADV,magnopere,fort
788,sehr::ADV,magnopere,shumë
789,so::ADV,ita,ashtu
790,so::ADV,ita,kështu
791,noch::ADV,etiam,ende
792,noch::ADV,etiam,akoma
793,nur::ADV,solum,vetëm
794,nur::ADV,tantum,vetëm
795,schon::ADV,iam,tashmë
796,wieder::ADV,rursus,përsëri
797,vergebens::ADV,frustra,kot
798,vor::PRP,ante,para
799,hinter::PRP,post,prapa
800,hinter::PRP,post,mbrapa
801,unter::PRP,sub,nën
802,durch::PRP,per,nëpër
803,neben::PRP,iuxta,pranë
804,neben::PRP,iuxta,përbri
805,zwischen::PRP,inter,midis
806,zwischen::PRP,inter,ndërmjet
807,wegen::PRP,propter,për
808,dies::PRN,hoc,ky
809,das::PRN,id,ky
810,alles::PRN,omnia,gjithçka
811,ich::PRN,ego,unë
812,du::PRN,tu,ti
813,er::PRN,is,ai
814,er::PRN,ille,ai
815,wir::PRN,nos,ne
816,ihr::PRN,vos,ju
817,sie::PRN,ii,ata
818,sie::PRN,illi,ata
819,was::FPRN,quid,ç'
820,was::FPRN,quid,çfarë
