,Concept_ID,zh,mrj
297,Rand::N,边,шöр
298,Kante::N,棱,шöр
299,Ecke::N,角,лык
300,Spitze::N,尖,вуй
301,Ende::N,结尾,вуй
302,Ende::N,结尾,мычаш
303,Loch::N,洞,ыраж
304,Winkel::N,角度,лык
305,Muster::N,模型,тӹрлец
306,Größe::N,大小,кӱкшӹц
307,Länge::N,长度,кыт
308,Höhe::N,高度,кӱкшӹц
309,Gewicht::N,重量,нелӹц
310,Menge::N,数量,шот
311,Haufen::N,堆,ара
312,Reihe::N,行,ряд
313,Boot::N,小船,пыш
314,Ruder::N,奖,вешлӓ
315,Schlitten::N,雪橇,тир
316,Ski::N,雪板,ечӹ
317,Lagerfeuer::N,营火,тыл
318,Last::N,负担,нелӹц
319,Gang::N,行走,ход
320,Schritt::N,步伐,ашкыл
321,Norden::N,北,йыдпелвел
322,Süden::N,南,кечӹвӓлвел
323,Westen::N,西,кечӹ шӹцмӹ
324,Osten::N,东,ирвел
325,Osten::N,东,кечӹ лӱлтмӹ
326,Holz::N,木材,пушӓнгӹ
327,Brett::N,木板,ханга
328,Platte::N,平板,плитӓ
329,Stütze::N,支架,цӓрӓк
330,Stange::N,杆,равы
331,Stange::N,杆,намаш
332,Stock::N,棒,панды
333,Stab::N,棍,равы
334,Rohr::N,管子,пыч
335,Haus::N,房屋,пöрт
336,Heim::N,家,пöрт
337,Ofen::N,炉子,камака
338,Fußboden::N,地板,седӹрӓ
339,Tisch::N,桌子,стöл
340,Stuhl::N,椅子,пöкен
341,Wiege::N,摇蓝,шипкӓ
342,Bett::N,床,койка
343,Bett::N,床,кравать
344,Regal::N,架子,полицӓ
345,Kiste::N,箱子,шӱ́ндӹк
346,Fenster::N,窗户,окня
347,Tür::N,门,амаса
348,Tor::N,大门,хапка
349,Zaun::N,篱笆,забор
350,Dach::N,屋顶,левӓш
351,Leiter::N,梯子,ташкалтыш
352,Besen::N,扫帚,сало
353,Besen::N,扫帚,салко
354,Spaten::N,铁锹,кольмы
355,Schaufel::N,铁锹,лоток
356,Gabel::N,叉,ви́лка
357,Löffel::N,食匙,савала
358,Messer::N,刀,кӹзӹ
359,Nagel::N,钉子,пыда
360,Netz::N,网,вӓпш
361,Haken::N,钩子,крӱк
362,Haken::N,钩子,кагак
363,Griff::N,把柄,кычем
364,Schloss::N,锁,замок
365,Schloss::N,锁,сыравач
366,Bild::N,图画,картин
367,Figur::N,人像,кӓн
368,Puppe::N,娃娃,поханя
369,Beutel::N,袋子,мешӓк
370,Bündel::N,捆,топ
371,Bündel::N,捆,пидӹш
372,Bündel::N,捆,кӹлдӹш
373,Tasche::N,手提包,сумкы
374,Eimer::N,桶,ведӹрӓ
375,Deckel::N,盖子,комдыш
376,Geschirr::N,餐具,ӓтӹ
377,Sack::N,袋子,мешӓк
378,Tasse::N,杯子,цӓшкӓ
379,Topf::N,锅,ми́ска
380,Kessel::N,水壶,пад
381,Essen::N,进餐,качкыш
382,Essen::N,进餐,качкыш-йӱш
383,Nahrung::N,食物,качкыш
384,Nahrung::N,食物,качкыш-йӱш
385,Speise::N,菜肴,няня
386,Fleisch::N,肉,пай
387,Getreide::N,谷物,киндӹ
388,Brei::N,粥,шӹрӓш
389,Brot::N,面包,сыкыр
390,Scheibe::N,片,ламыт
391,Scheibe::N,片,лаштык
392,Fett::N,脂肪,кая
393,Butter::N,黄油,ӱ
394,Öl::N,油,ӱ
395,Salz::N,盐,санзал
396,Suppe::N,汤,лем
397,Honig::N,蜂蜜,мӱ
398,Milch::N,奶,шӹшер
399,Tee::N,茶,чӓй
400,Leder::N,皮革,шарга
401,Leder::N,皮革,кавашты
402,Wolle::N,毛线,миж
403,Stoff::N,织物,матер
404,Stoff::N,织物,матери
405,Nadel::N,针,им
406,Faden::N,线,шӹртӹ
407,Knopf::N,纽扣,полдыш
408,Knoten::N,结,пӱкшем
409,Farbe::N,颜色,чиӓ
410,Farbe::N,颜色,крӓскӓ
411,Kleidung::N,衣服,выргем
412,Hemd::N,衬衫,тыгыр
413,Kragen::N,领子,шӱ
414,Ärmel::N,袖子,шокш
415,Hose::N,裤子,ялаш
416,Gürtel::N,腰带,ӹштӹ
417,Mütze::N,帽子,упш
418,Schuh::N,鞋,ту́фльы
419,Stiefel::N,靴子,кем
420,Ring::N,戒指,шӓргӓш
421,Band::N,带子,лемтӓ
422,Kamm::N,梳子,шерге
423,Spiegel::N,镜子,тӹгӹр
424,Riemen::N,皮带,прӓжӓ
425,Schnur::N,绳子,кӓндӹра
426,Leine::N,皮带,керем
427,Decke::N,被子,одеял
428,Kissen::N,软垫,кӹпцӹк
429,Tuch::N,巾,савыц
430,Handtuch::N,手巾,шӹргӹсавыц
431,Handtuch::N,手巾,шӹргӹмсавыц
432,Kraft::N,力,ви
433,Stärke::N,力量,ви
434,Gesundheit::N,健康,шу
435,Gesundheit::N,健康,шулык
436,Krankheit::N,病,мыж
437,Schmerz::N,痛,карштыш
438,Wunde::N,伤口,шушыр
439,Fieber::N,发烧,ӱштӹмыж
440,Arznei::N,药,лекӓрцӹ
441,Brücke::N,桥,кӹвер
442,Brunnen::N,井,вӹдсӹнзӓ
443,Weide::N,牧场,ныр
444,Pfad::N,小路,ялгорны
445,Weg::N,路,корны
446,Straße::N,街,корны
447,Dorf::N,村庄,сола
448,Stadt::N,城市,города
449,Brief::N,信,сирмӓш
450,Buch::N,书,книгӓ
451,Buchstabe::N,字母,буква́
452,Zeitung::N,报纸,газет
453,Zeitung::N,报纸,кайзет
454,Leben::N,生命,житя
455,Tod::N,死亡,смöрт
456,Grab::N,坟墓,шӹгер
457,Grab::N,坟墓,мыгилӓ
458,Grab::N,坟墓,шӹгерлӓ
459,Kirche::N,教堂,церкӹ
460,Sünde::N,罪,сулык
461,Gott::N,上帝,йымы
462,Arbeiter::N,工人,пӓшӓзӹ
463,Chef::N,上司,вуй
464,Meister::N,师傅,мастар
465,Arzt::N,医生,доктор
466,Lehrer::N,教师,тымдышы
467,Geld::N,钱,окса
468,Geschäft::N,交易,торге́йӹмӓш
469,Laden::N,商店,лапка
470,Laden::N,商店,магазин
471,Preis::N,价格,ӓк
472,Ware::N,商品,товар
473,Nutzen::N,好处,пайда
474,Reichtum::N,财富,перке
475,Welt::N,世界,сӓндӓлӹк
476,Welt::N,世界,свет
477,Land::N,国家,сӓндӓлӹк
478,Staat::N,国家,кугижӓншӹ
479,König::N,国王,король
480,Macht::N,权力,власть
481,Grenze::N,边界,пӹсмӓн
482,Krieg::N,战争,вырсы
483,Feind::N,敌人,тышман
484,Gewalt::N,暴力,ви
485,Kampf::N,战斗,кредӓлмӓш
486,Bogen[Waffe]::N,弓,янгеж
487,Pfeil::N,箭,пикш
488,Gewehr::N,枪,пичӓл
489,Fehler::N,错误,самынь
490,Lüge::N,谎话,шая
491,Schaden::N,损失,вре́дӓ
492,Unglück::N,不幸,пёда
493,Unglück::N,不幸,тымаша
494,Schuld::N,过错,вуйнамат
495,Alter::N,年龄,иӓш
496,Alter::N,年龄,игечӹ
497,Schluss::N,结束,пӹтӓртӹш
498,Zeit::N,时间,веремӓ
499,Tag::N,天,кечӹ
500,Morgen::N,早晨,ир
501,Morgen::N,早晨,ирок
502,Mittag::N,中午,кечӹвӓл
503,Abend::N,晚上,вады
504,Nacht::N,夜,йыд
505,Woche::N,星期,ӓрня
506,Monat::N,月,тӹ́лзӹ
507,Jahr::N,年,год
508,Frühling::N,春天,шошым
509,Sommer::N,夏天,кӓнгӹж
510,Herbst::N,秋天,шӹжӹ
511,Winter::N,冬天,тел
512,Winter::N,冬天,телӹ
513,Januar::N,一月,январ
514,Januar::N,一月,январь
515,Februar::N,二月,февраль
516,März::N,三月,март
517,April::N,四月,апрель
518,Mai::N,五月,май
519,Juni::N,六月,июнь
520,Juli::N,七月,июль
521,August::N,八月,август
522,September::N,九月,сентябрь
523,Oktober::N,十月,октябрь
524,November::N,十一月,ноябрь
525,Dezember::N,十二月,декавыр
526,Montag::N,星期一,шачмы
527,Dienstag::N,星期二,кышкыжмы
528,Mittwoch::N,星期三,вӹрчегӹ
529,Donnerstag::N,星期四,изӓрня
530,Freitag::N,星期五,когарня
531,Samstag::N,星期六,кукшыгечӹ
532,Sonntag::N,星期日,рушӓрня
533,groß::A,大,кого
534,klein::A,小,изи
535,lang::A,长,кужы
536,kurz::A,短,кӹтӹк
537,breit::A,宽,кымда
538,schmal::A,细长的,ӓнгӹсӹр
539,dicht::A,密,шӹре
540,dick[Gegenstand]::A,厚,кӹжгӹ
541,dünn::A,薄,вӹцкӹж
542,fein::A,细小,пыльга
543,fest::A,固体,цаткыды
544,flach::A,平坦,тӓлякӓ
545,glatt::A,光滑,ягылгы
546,hart::A,硬,пингӹдӹ
547,weich::A,软,пышкыды
548,rund::A,圆,тӹртӹш
549,spitz::A,尖,кашар
550,scharf::A,锋利,кашар
551,stumpf::A,钝,нӹшкӹ
552,schwer::A,重,нелӹ
553,schön::A,美丽,цевер
554,schön::A,美丽,олмыдшы
555,heiß::A,烫,шокшы
556,warm::A,暖和,шокшы
557,kalt::A,冷,ӱштӹ
558,kühl::A,凉,юалгы
559,kühl::A,凉,йонгата
560,frisch::A,新鲜,йонгата
561,feucht::A,潮湿,ӹлӹкшӹ
562,feucht::A,潮湿,вӹдӹжгӹ
563,nass::A,湿,начкы
564,trocken::A,干,кукшы
565,voll::A,满,темшӹ
566,voll::A,满,темыман
567,leer::A,空,йӓрӓ
568,offen::A,敞开,виш
569,geschlossen::A,关闭,чӱчмӹ
570,geschlossen::A,关闭,тӹкӹлӓлтшӹ
571,sauber::A,干净,ире
572,schmutzig::A,肮脏,шоран
573,schmutzig::A,肮脏,лявӹрӓн
574,schmutzig::A,肮脏,шорангшы
575,roh::A,生,пеле кӱшӹ
576,reif::A,成熟,кӱшӹ
577,lecker::A,好吃,тотан
578,süß::A,甜,мӱӓн
579,bitter::A,苦,качы
580,sauer::A,酸,шапы
581,hell::A,亮,соты
582,hell::A,亮,валгыды
583,dunkel::A,阴暗,пӹц
584,dunkel::A,阴暗,пӹцкемӹш
585,schwarz::A,黑,шим
586,weiß::A,白,ош
587,weiß::A,白,ошы
588,rot::A,红,якшаргы
589,gelb::A,黄,сар
590,gelb::A,黄,сары
591,blau::A,蓝,симсӹ
592,grün::A,绿,ыжар
593,grau::A,灰色,луды
594,bunt::A,五彩,ала
595,billig::A,便宜,шулдаш
596,teuer::A,贵,шергӹ
597,teuer::A,贵,шергӓкӓн
598,wertvoll::A,贵重,ӓкӓн
599,blind::A,瞎,слöпöй
600,blind::A,瞎,сльöпöй
601,taub::A,聋,тӱтӱк
602,kräftig::A,强壮,виӓн
603,stark::A,强壮,виӓн
604,schwach::A,弱,шава
605,schwach::A,弱,лӹпкӓ
606,schwach::A,弱,слабка
607,fett::A,胖,таза
608,schlank::A,苗条,яштака
609,hübsch::A,漂亮,сӹлнӹ
610,hübsch::A,漂亮,олмыдшы
611,böse::A,邪恶,шӹдӓн
612,dumm::A,笨,окмак
613,faul::A,懒惰,ялахай
614,fleißig::A,勤奋,пӓшам яратышы
615,geizig::A,吝啬,шык
616,klug::A,聪明,ышан
617,geschickt::A,灵巧,мастар
618,lieb::A,可爱,тыри
619,lustig::A,快乐,мындыр
620,lustig::A,快乐,сусу
621,sanft::A,柔和,йӹвӹжӓ
622,hungrig::A,饥饿,шужышы
623,krank::A,患病,церлӹ
624,krank::A,患病,хворой
625,nackt::A,裸体,цӓрӓ
626,traurig::A,悲哀,сы́лыкан
627,traurig::A,悲哀,кымы́лдымы
628,lebendig::A,活,живой
629,gut::A,好,яжо
630,schlecht::A,坏,уда
631,schlecht::A,坏,худа
632,richtig::A,正确,вургамла
633,schlimm::A,糟糕,йӹрнык
634,wahr::A,真,настоящий
635,wahr::A,真,настояшый
636,alt::A,旧,шонгы
637,neu::A,新,у
638,ehemalig::A,以前,тошты
639,alt[Lebewesen]::A,老,ӹлалшӹ
640,jung::A,年轻,нöргӹ
641,jung::A,年轻,молода
642,arm::A,贫穷,укеӓн
643,reich::A,富裕,паян
644,reich::A,富裕,пурлыкан
645,bekannt::A,出名,палӹмӹ
646,berühmt::A,著名,лӹмлы
647,fremd::A,陌生,эдемӹн
648,verschieden::A,不同,тӹрлӹ
649,nah::A,近,лишӹл
650,fern::A,遥远,мӹндӹр
651,linker::A,左,шалахай
652,rechter::A,右,вургамла
653,anderer::A,别的,вес
654,anderer::A,别的,весӹ
655,erster::A,第一,икшӹ
656,erster::A,第一,икӹмшӹ
657,zweiter::A,第二,кокшы
658,dritter::A,第三,кымшы
659,letzter::A,最后,остатка
660,allein::ADV,单独,иктӹ
661,allein::ADV,单独,иктӹт
662,auf einmal::ADV,同时,тöрöк
663,zusammen::ADV,一起,икараш
664,zusammen::ADV,一起,цымырын
665,lange::ADV,许久,кужын
666,plötzlich::ADV,忽然,трӱк
667,sofort::ADV,立刻,полт
668,sofort::ADV,立刻,тöрöк
669,sofort::ADV,立刻,тӹшӓкок
670,später::ADV,以后,вара
671,jetzt::ADV,现在,
672,heute::ADV,今天,тагачы
673,morgen::ADV,明天,иргод
674,morgen::ADV,明天,иргодым
675,bald::ADV,即将,чӹнь
676,bald::ADV,即将,вӓшке
677,bald::ADV,即将,выртышты
678,dann::ADV,然后,пакыла
679,gestern::ADV,昨天,тенгечӹ
680,einst::ADV,曾经,икӓнӓ
681,damals::ADV,当时,тӹнӓм
682,danach::ADV,随后,пакыла
683,vorher::ADV,事先,перви
684,zuerst::ADV,首先,андак
685,einmal::ADV,一次,гӓнӓк
686,einmal::ADV,一次,гӓнӓ
687,manchmal::ADV,有时,кынамжы
688,oft::ADV,时常,чӹчкӹдӹн
689,immer::ADV,总是,со
690,immer::ADV,总是,соок
691,niemals::ADV,从未,нинам
692,niemals::ADV,从未,нигынам
693,niemals::ADV,从未,нигынамат
694,hier::ADV,这里,тиштӹ
695,hierhin::ADV,到这里,тишкӹ
696,von hier::ADV,由此,тишец
697,von hier::ADV,由此,тишецӹн
698,dort::ADV,那里,тӹштӹ
699,dorthin::ADV,到那里,тӹшкӹ
700,dorthin::ADV,到那里,тӹшкӹлӓ
701,geradeaus::ADV,一直往前,вик
702,geradeaus::ADV,一直往前,тура
703,vorwärts::ADV,向前,анзыкы
704,rückwärts::ADV,向后,мӹнгеш
705,zurück::ADV,退后,мӹнгеш
706,unten::ADV,下面,ӱлнӹ
707,unten::ADV,下面,лӹвӓлнӹ
708,hinab::ADV,向下,ӱлӹкӹ
709,hinab::ADV,向下,лӹвӓкӹ
710,oben::ADV,上面,вӹлнӹ
711,hinauf::ADV,向上,кӱшкӹлӓ
712,hinauf::ADV,向上,кӱш
713,überall::ADV,到处,йӹлт
714,überall::ADV,到处,цилӓ вӓре
715,nicht::ADV,不,уке
716,ein wenig::ADV,一点儿,изиш
717,ein wenig::ADV,一点儿,иклаштык
718,kaum::ADV,几乎不,цылик
719,kaum::ADV,几乎不,чучок-чучок
720,sehr::ADV,很,чоте
721,so::ADV,如此,тенге
722,so::ADV,如此,тенгелӓ
723,noch::ADV,还,мол
724,noch::ADV,还,моло
725,nur::ADV,只,веле
726,schon::ADV,已经,уже
727,schon::ADV,已经,ӹнде
728,wieder::ADV,又,уэш
729,vor::PRP,在...面前,анзыц
730,vor::PRP,在...面前,анзыцын
731,hinter::PRP,在...背后,шайылан
732,hinter::PRP,在...背后,шайылный
733,unter::PRP,在...下面,лӹвӓкӹ
734,durch::PRP,穿过,вашт
735,neben::PRP,在...旁,сага
736,zwischen::PRP,在...之间,лош
737,zwischen::PRP,在...之间,лошкы
738,wegen::PRP,由于,мычыц
739,dies::PRN,这,тидӹ
740,dies::PRN,这,ти
741,das::PRN,那,тидӹ
742,das::PRN,那,ти
743,alles::PRN,一切,цилӓ
744,ich::PRN,我,мый
745,du::PRN,你,тӹнь
746,er::PRN,他,тӹдӹ
747,wir::PRN,我们,мӓ
748,ihr::PRN,你们,вӓ
749,sie::PRN,她,нӹнӹ
750,was::FPRN,什么,ма
751,wer::FPRN,谁,кӱ
752,wo::FADV,哪里,кышан
753,wo::FADV,哪里,кыштакен
754,wohin::FADV,去哪里,кышкы
755,wie::FADV,怎么,кыце
756,warum::FADV,为什么,малын
757,wieviel::FNUM,多少,кынар
758,wieviel::FNUM,多少,кынары
759,wieviel::FNUM,多少,кынаркы
760,eins::NUM,一,иктӹ
761,eins::NUM,一,иктӹт
762,zwei::NUM,二,кок
763,zwei::NUM,二,кокты
764,drei::NUM,三,кым
765,drei::NUM,三,кымыт
766,vier::NUM,四,нӹл
767,fünf::NUM,五,вӹц
768,sechs::NUM,六,куд
769,sechs::NUM,六,кудытмозн
770,sieben::NUM,七,шӹм
771,sieben::NUM,七,шӹмӹт
772,acht::NUM,八,кӓндӓкш
773,acht::NUM,八,кӓндӓкшӹ
774,neun::NUM,九,ӹндекшшӱдӹ
775,zehn::NUM,十,лу
776,elf::NUM,十一,луатик
777,elf::NUM,十一,луатиктӹ
778,zwölf::NUM,十二,луаткок
779,zwölf::NUM,十二,луаткокты
780,zwanzig::NUM,二十,коклы
