,Concept_ID,ku,tt
267,Märchen::N,çirok,әкият
268,Erzählung::N,çirok,хикәя
269,Erzählung::N,vegotin,хикәя
270,Nachricht::N,nûçe,хәбәр
271,Neuigkeit::N,hewal,яңалык
272,Name::N,nav,исем
273,Name::N,paşnav,исем
274,Rätsel::N,tiştonek,табышмак
275,Rede::N,gotar,нотык
276,Rede::N,axavtin,нотык
277,Sprache::N,ziman,тел
278,Stimme::N,pejn,тавыш
279,Wort::N,gotin,сүз
280,Zeichen::N,şanek,ишарә
281,Ruf::N,hawar,дәшү
282,Lärm::N,xarbalix,шау
283,Laut::N,deng,аваз
284,Laut::N,hês,аваз
285,Ton::N,awaz,шалтырату
286,Lied::N,sitran,җыр
287,Ruhe::N,rihetî,тынлык
288,Leute::N,xelk,халык
289,Volk::N,xelk,халык
290,Arbeit::N,xebat,эш
291,Arbeit::N,xebat,хезмәт
292,Gast::N,mêvan,кунак
293,Geschenk::N,diyarî,бүләк
294,Spiel::N,lîstik,уен
295,Gesellschaft::N,komal,җәмгыять
296,Hilfe::N,alîkarî,ярдәм
297,Hilfe::N,alîkarî,булышлык
298,Freund::N,heval,дус
299,Kamerad::N,heval,иптәш
300,Angelegenheit::N,pirsgirêk,эш
301,Anzahl::N,çend,микъдар
302,Art::N,çeh,төр
303,Stück::N,lib,кисәк
304,Stück::N,parçe,кисәк
305,Teil::N,parçe,өлеш
306,Hälfte::N,nîvî,ярым
307,Kreis::N,çemil,түгәрәк
308,Kreuz::N,xaç,хач
309,Kreuz::N,xaç,тәре
310,Linie::N,xezik,сызык
311,Strich::N,xezik,сызык
312,Abstand::N,dûrahî,ара
313,Entfernung::N,dûrahî,ераклык
314,Gegend::N,dever,урын
315,Platz::N,çih,бушлык
316,Ort::N,dever,урын
317,Seite::N,rûpel,як
318,Mitte::N,nav,урта
319,Mitte::N,nabênê,урта
320,Gegenstand::N,tişt,нәрсә
321,Sache::N,tişt,нәрсә
322,Rand::N,kevî,чит
323,Kante::N,kevî,кырый
324,Ecke::N,qunç,почмак
325,Spitze::N,derzî,оч
326,Ende::N,talî,азак
327,Loch::N,qul,тишек
328,Winkel::N,kurnîşk,почмак
329,Muster::N,desen,парча
330,Größe::N,mezinî,зурлык
331,Länge::N,dirêjahî,озынлык
332,Höhe::N,bilindayî,биеклек
333,Gewicht::N,giranî,авырлык
334,Menge::N,qas,микъдар
335,Haufen::N,lod,өем
336,Reihe::N,rêz,рәт
337,Boot::N,kelek,каек
338,Boot::N,kelek,көймә
339,Ruder::N,bêrik,ишкәк
340,Schlitten::N,xîjik,чана
341,Ski::N,lakan,чаңгы
342,Lagerfeuer::N,agir,костёр
343,Last::N,bar,йөк
344,Gang::N,fîtêz,йөреш
345,Schritt::N,gav,адым
346,Norden::N,bakur,төньяк
347,Süden::N,başur,көньяк
348,Westen::N,rojava,көнбатыш
349,Osten::N,rojhilat,шәрык
350,Osten::N,rojhilat,көнчыгыш
351,Holz::N,dep,агач
352,Brett::N,dep,такта
353,Platte::N,dep,плитә
354,Stütze::N,destek,таяу
355,Stange::N,sing,колга
356,Stock::N,çam,таяк
357,Stab::N,qat,таяк
358,Rohr::N,borî,торба
359,Haus::N,mal,өй
360,Haus::N,mal,йорт
361,Haus::N,xanî,өй
362,Haus::N,xanî,йорт
363,Heim::N,mal,гаилә
364,Heim::N,mal,нәсел
365,Ofen::N,sobe,мич
366,Fußboden::N,binpê,идән
367,Tisch::N,mase,өстәл
368,Stuhl::N,kursî,утыргыч
369,Wiege::N,derguş,бишек
370,Bett::N,qerewêle,ятак
371,Bett::N,qerewêle,урын-җир
372,Regal::N,rêbaz,киштә
373,Regal::N,rêbaz,шүрлек
374,Kiste::N,sindoq,әрҗә
375,Fenster::N,çam,тәрәзә
376,Fenster::N,şibeke,тәрәзә
377,Tür::N,derî,ишек
378,Tor::N,derge,капка
379,Zaun::N,hejik,койма
380,Dach::N,sere xanî,түбә
381,Leiter::N,pêling,баскыч
382,Besen::N,melkes,себерке
383,Spaten::N,mer,көрәк
384,Schaufel::N,bêr,көрәк
385,Gabel::N,çetel,чәннечке
386,Löffel::N,kevçî,кашык
387,Messer::N,kêr,пычак
388,Nagel::N,bizmar,кадак
389,Netz::N,tor,челтәр
390,Haken::N,çenqel,ыргак
391,Griff::N,destî,тотка
392,Schloss::N,qonax,йозак
393,Bild::N,dimen,рәсем
394,Bild::N,dimen,картина
395,Figur::N,figûr,сын
396,Figur::N,figûr,фигура
397,Puppe::N,bûk,курчак
398,Beutel::N,kîsik,луза
399,Bündel::N,pêçek,бәйләм
400,Tasche::N,bêrîk,букча
401,Eimer::N,dewl,чиләк
402,Deckel::N,devik,капкач
403,Geschirr::N,ferax,савыт-саба
404,Geschirr::N,ferax,кашык-аяк
405,Sack::N,tûr,капчык
406,Tasse::N,kada,чынаяк
407,Topf::N,beroş,чүлмәк
408,Kessel::N,şîril,казан
409,Essen::N,xwarin,ашау
410,Nahrung::N,xwarin,азык
411,Nahrung::N,xwarin,тәгам
412,Nahrung::N,xwarin,ашамлык
413,Speise::N,xwarin,ризык
414,Fleisch::N,goşt,ит
415,Getreide::N,zad,ашлык
416,Brei::N,hewdêl,ботка
417,Brot::N,,ипи
418,Brot::N,,икмәк
419,Scheibe::N,parçe,телем
420,Fett::N,rûn,май
421,Butter::N,rûn,май
422,Öl::N,rûn,май
423,Salz::N,xwe,тоз
424,Suppe::N,şorbe,шулпа
425,Honig::N,hingiv,бал
426,Milch::N,şîr,сөт
427,Tee::N,çay,чәй
428,Leder::N,çerm,күн
429,Wolle::N,herî,йон
430,Stoff::N,paç,тукыма
431,Nadel::N,derzî,энә
432,Faden::N,ta,җеп
433,Knopf::N,bişkok,төймә
434,Knoten::N,girêk,төен
435,Farbe::N,boyax,буяу
436,Kleidung::N,çil,кием
437,Hemd::N,qutik,күлмәк
438,Hemd::N,miltan,күлмәк
439,Kragen::N,stûvang,яка
440,Ärmel::N,hûçik,җиң
441,Hose::N,şewel,чалбар
442,Gürtel::N,qayiş,билбау
443,Mütze::N,fîno,бүрек
444,Schuh::N,şêkal,башмак
445,Stiefel::N,gizme,итек
446,Stiefel::N,çizme,итек
447,Ring::N,xelek,балдак
448,Band::N,band,тасма
449,Kamm::N,şeh,тарак
450,Spiegel::N,eynik,көзге
451,Riemen::N,qayiş,каеш
452,Schnur::N,doxin,бау
453,Leine::N,şirît,тезген
454,Decke::N,bataniye,юрган
455,Kissen::N,balgî,мендәр
456,Tuch::N,şar,яулык
457,Handtuch::N,dezmal,сөлгә
458,Kraft::N,hêz,егәр
459,Kraft::N,hêz,дәрман
460,Kraft::N,qewet,егәр
461,Kraft::N,qewet,дәрман
462,Stärke::N,xurtî,көч
463,Stärke::N,xurtî,дәрман
464,Gesundheit::N,nojdarî,саулык
465,Krankheit::N,nexweşî,чир
466,Krankheit::N,nexweşî,хаста
467,Krankheit::N,nexweşî,сырхау
468,Schmerz::N,êş,авырту
469,Wunde::N,kul,яра
470,Wunde::N,kul,җәрәхәт
471,Fieber::N,ta,бизгәк
472,Arznei::N,derman,дару
473,Brücke::N,kopî,күпер
474,Brunnen::N,çal,кое
475,Brunnen::N,kani,кое
476,Weide::N,beyar,утлавык
477,Pfad::N,xaçirek,сукмак
478,Weg::N,rê,юл
479,Straße::N,rê,урам
480,Dorf::N,gund,авыл
481,Stadt::N,baçar,шәһәр
482,Brief::N,name,хат
483,Buch::N,kitêb,китап
484,Buch::N,pirtûk,китап
485,Buchstabe::N,herf,хәреф
486,Zeitung::N,rojname,газет
487,Zeitung::N,rojname,газета
488,Leben::N,jiyan,гомер
489,Leben::N,jiyan,тормыш
490,Leben::N,jiyan,тереклек
491,Tod::N,mirin,үлем
492,Grab::N,mezel,гүр
493,Grab::N,mezel,кабер
494,Kirche::N,gilyas,чиркәү
495,Sünde::N,guneh,язык
496,Sünde::N,guneh,гөнаһ
497,Gott::N,xwedê,алла
498,Gott::N,xwedê,ходай
499,Arbeiter::N,hîşçî,эшче
500,Chef::N,bêg,башлык
501,Meister::N,hoste,оста
502,Arzt::N,doktor,врач
503,Arzt::N,doktor,табиб
504,Lehrer::N,mamoste,укытучы
505,Lehrer::N,mamoste,мөгаллим
506,Geld::N,pere,акча
507,Geschäft::N,firoşgeh,эш
508,Laden::N,dikan,кибет
509,Laden::N,dikan,магазин
510,Preis::N,buha,бәя
511,Preis::N,buha,бәһа
512,Ware::N,tişt,товар
513,Nutzen::N,fêde,файда
514,Reichtum::N,serwet,байлык
515,Welt::N,dinya,дөнья
516,Land::N,welat,ил
517,Staat::N,dewlet,дәүләт
518,König::N,şah,патша
519,König::N,qral,патша
520,Macht::N,qewet,хакимият
521,Macht::N,destihilat,хакимият
522,Grenze::N,kevî,чик
523,Krieg::N,çeng,сугыш
524,Krieg::N,sêwaş,сугыш
525,Feind::N,dijmin,дошман
526,Gewalt::N,zor,көчләү
527,Kampf::N,şer,көрәш
528,Bogen[Waffe]::N,kêvan,җәя
529,Pfeil::N,çîrik,ук
530,Gewehr::N,tifing,мылтык
531,Fehler::N,şaşî,хата
532,Lüge::N,derew,ялган
533,Schaden::N,xisar,зыян
534,Schaden::N,xisar,зарар
535,Unglück::N,bêbextî,бәла
536,Schuld::N,suç,гаеп
537,Alter::N,temen,яшь
538,Schluss::N,girtin,ахыр
539,Zeit::N,çax,заман
540,Tag::N,roj,көн
541,Morgen::N,sibeh,иртә
542,Mittag::N,nîro,өйлә
543,Abend::N,êvar,кич
544,Nacht::N,şev,төн
545,Woche::N,heftî,атна
546,Monat::N,meh,ай
547,Jahr::N,sal,ел
548,Frühling::N,bihar,яз
549,Sommer::N,havîn,җәй
550,Herbst::N,payîz,көз
551,Winter::N,zistan,кыш
552,Januar::N,çile,гыйнвар
553,Februar::N,sibat,февраль
554,März::N,adar,март
555,April::N,nîsan,апрель
556,Mai::N,gûlan,май
557,Juni::N,hezîran,июнь
558,Juli::N,tîmeh,июль
559,August::N,tebax,август
560,September::N,îlon,сентябрь
561,Oktober::N,çotmeh,октябрь
562,November::N,mijdar,ноябрь
563,Dezember::N,kanûn,декабрь
564,Montag::N,duşemb,дүшәмбе
565,Dienstag::N,sêşem,сишәмбе
566,Mittwoch::N,çarşemb,чәршәмбе
567,Donnerstag::N,pêşemb,атнакич
568,Donnerstag::N,pêşemb,пәнҗешәмбе
569,Freitag::N,în,җомга
570,Samstag::N,şemî,шимбә
571,Sonntag::N,yekşemb,якшәмбе
572,groß::A,mezin,зур
573,klein::A,çûçik,кечкенә
574,lang::A,dirêj,озын
575,kurz::A,kin,кыска
576,breit::A,fireh,киң
577,schmal::A,tenik,кысык
578,dicht::A,gir,куе
579,dick[Gegenstand]::A,şîşman,калын
580,dünn::A,zirav,нечкә
581,fein::A,tenik,нәзакәтле
582,fest::A,saxlem,нык
583,flach::A,pahn,яссы
584,flach::A,pahn,ялпак
585,glatt::A,dûz,шома
586,glatt::A,şayîk,шома
587,hart::A,hişk,каты
588,weich::A,nerm,йомшак
589,rund::A,gilover,түгәрәк
590,spitz::A,pîj,очлы
591,scharf::A,tûj,үткен
592,stumpf::A,ne tûj,үтмәс
593,schwer::A,giran,салмак
594,schön::A,xweş,гүзәл
595,schön::A,xweşik,гүзәл
596,heiß::A,kelandî,эссе
597,warm::A,germ,җылы
598,kalt::A,sar,суык
599,kalt::A,sar,салкын
600,kühl::A,jemîrî,салкынча
601,frisch::A,ter,салкынча
602,feucht::A,şil,юеш
603,nass::A,şilek,дымлы
604,trocken::A,zuwa,коры
605,voll::A,tijî,тулы
606,leer::A,vala,буш
607,offen::A,vekirî,ачык
608,geschlossen::A,asê,йомык
609,sauber::A,pakij,пакь
610,sauber::A,pakij,чиста
611,schmutzig::A,lewitî,керле
612,schmutzig::A,lewitî,пычрак
613,roh::A,xav,чи
614,reif::A,gihaştî,өлгергән
615,lecker::A,xweş,тәмле
616,süß::A,şîrîn,татлы
617,bitter::A,tahl,ачы
618,sauer::A,tirş,әче
619,hell::A,ronî,якты
620,dunkel::A,tarî,кара
621,schwarz::A,reş,кара
622,weiß::A,sipî,ак
623,rot::A,sor,кызыл
624,gelb::A,zer,сары
625,blau::A,şîn,күк
626,grün::A,şîn,яшел
627,grau::A,gewr,соры
628,bunt::A,rengîn,чуар
629,billig::A,erzan,арзан
630,teuer::A,biha,хаклы
631,wertvoll::A,hêja,кыйммәтле
632,wertvoll::A,giranbiha,кыйммәтле
633,blind::A,kor,сукыр
634,blind::A,kor,күзсез
635,taub::A,kerr,чукрак
636,taub::A,kerr,саңгырау
637,kräftig::A,gir,егәрле
638,kräftig::A,xurt,егәрле
639,stark::A,xurt,нык
640,stark::A,xurt,базык
641,schwach::A,kesad,зәгыйфь
642,fett::A,qelew,симез
643,schlank::A,zirav,нәзек
644,hübsch::A,xweşik,чибәр
645,böse::A,xerab,усал
646,böse::A,aciz,усал
647,dumm::A,gêj,акылсыз
648,faul::A,têmbêl,ялкау
649,faul::A,têmbêl,иренчәк
650,fleißig::A,jêhatî,тырыш
651,fleißig::A,jêhatî,тырышучан
652,geizig::A,destgirtî,саран
653,klug::A,baqil,акыллы
654,geschickt::A,zîrek,маһир
655,geschickt::A,ziring,маһир
656,lieb::A,delal,сөекле
657,lustig::A,kêfxweş,күңелле
658,sanft::A,nazenîn,басынкы
659,hungrig::A,birçî,ач
660,krank::A,nexweş,чирле
661,krank::A,nexweş,сырхау
662,nackt::A,rût,шәрә
663,nackt::A,tazî,шәрә
664,traurig::A,xemgîn,ямансу
665,lebendig::A,bisaxî,тере
666,gut::A,baş,яхшы
667,schlecht::A,xerab,начар
668,richtig::A,rast,дөрес
669,richtig::A,saxlem,дөрес
670,schlimm::A,nebaş,әшәкә
671,wahr::A,rast,чып-чын
672,alt::A,pîr,иске
673,alt::A,kevn,иске
674,neu::A,nû,яңа
675,ehemalig::A,kevnar,элекке
676,ehemalig::A,peşidar,элекке
677,alt[Lebewesen]::A,pîr,карт
678,jung::A,xort,яшь
679,arm::A,feqîr,фәкыйрь
680,arm::A,desteng,фәкыйрь
681,reich::A,dewlemend,бай
682,bekannt::A,naskirî,таныш
683,berühmt::A,navdar,атаклы
684,fremd::A,xerîb,ят
685,verschieden::A,çîhê,төрле
686,nah::A,nêzîk,якын
687,fern::A,dûr,ерак
688,linker::A,çepê,сул
689,rechter::A,rastê,уң
690,anderer::A,yê din,бүтән
691,erster::A,yekemîn,беренче
692,zweiter::A,duda,икенче
693,dritter::A,sisêya,өченче
694,letzter::A,paşîn,ахыргы
695,allein::ADV,tenê,ялгыз
696,auf einmal::ADV,jar kê,бердән
697,zusammen::ADV,tev,бергә
698,zusammen::ADV,bi hev re,бергә
699,lange::ADV,dirêj,озак
700,plötzlich::ADV,ji nişkave,искәрмәстән
701,sofort::ADV,yekser,хәзер
702,später::ADV,paşiyê,соңрак
703,jetzt::ADV,nuha,хәзер
704,heute::ADV,îro,бүген
705,morgen::ADV,sibeh,иртәгә
706,bald::ADV,nêzîk,тиздән
707,dann::ADV,paşê,аннары
708,gestern::ADV,do,кичә
709,einst::ADV,jar ke,берчак
710,damals::ADV,hîngî,ул вакытта
711,damals::ADV,hîngî,ул чакта
712,danach::ADV,piştra,да
713,vorher::ADV,pîşî,элек
714,zuerst::ADV,bere,башта
715,einmal::ADV,çarik,бер
716,einmal::ADV,çarik,бер мәртәбә
717,manchmal::ADV,çarna,кайчакта
718,oft::ADV,gelek çaran,еш
719,immer::ADV,daîm,һәркайчан
720,niemals::ADV,tu çar,hичбер вакыт
721,hier::ADV,li vir,монда
722,hier::ADV,li vir,биредә
723,hierhin::ADV,vir,монда
724,von hier::ADV,ji vir,моннан
725,dort::ADV,li wê derê,анда
726,dorthin::ADV,wêda,тегеләй
727,geradeaus::ADV,rastê rast,турыдан-туры
728,vorwärts::ADV,ber bi pêş,алга
729,rückwärts::ADV,paşpê,кире
730,zurück::ADV,paşdo,кире
731,zurück::ADV,paşvê,кире
732,unten::ADV,jêrî,түбәндә
733,hinab::ADV,berjêr,аска
734,oben::ADV,banî,өстә
735,oben::ADV,banî,югарыда
736,hinauf::ADV,banî,өскә
737,überall::ADV,li her derê,hәркайда
738,nicht::ADV,ne,түгел
739,nicht::ADV,nîn,түгел
740,nicht::ADV,tine,түгел
741,ein wenig::ADV,hebkî,бераз
742,kaum::ADV,tema,көчкә
743,kaum::ADV,himangi,көчкә
744,sehr::ADV,gelek,бик
745,so::ADV,weha,алай
746,noch::ADV,hêj,янә
747,noch::ADV,hêj,тагын
748,noch::ADV,dîsa,янә
749,noch::ADV,dîsa,тагын
750,nur::ADV,tenê,фәкать
751,nur::ADV,bes,фәкать
752,schon::ADV,hew,инде
753,wieder::ADV,jar din,янә
754,wieder::ADV,jar din,тагын
755,wieder::ADV,dîsa,янә
756,wieder::ADV,dîsa,тагын
757,vergebens::ADV,deya çun,юкка
758,vergebens::ADV,îfleh bûn,юкка
759,vor::PRP,li ber,алдыннан
760,hinter::PRP,li pişt,арттан
761,unter::PRP,li bin,астында
762,durch::PRP,kura,аша
763,neben::PRP,li ba,тирәсендә
764,zwischen::PRP,nabeyne,арасында
765,zwischen::PRP,di nav...da,арасында
766,wegen::PRP,ji bo,сәбәпле
767,wegen::PRP,ji ber,сәбәпле
768,dies::PRN,ev,бу
769,das::PRN,ev,ул
770,alles::PRN,hemû,һәммә
771,ich::PRN,ez,мин
772,du::PRN,tu,син
773,er::PRN,wî,ул
774,wir::PRN,êm,без
775,ihr::PRN,hûn,сез
776,sie::PRN,we,ул
777,was::FPRN,çi,ни
778,was::FPRN,çi,нәрсә
779,wer::FPRN,ki,кем
780,wo::FADV,li ku dere,кайда
781,wohin::FADV,li ku dere,кая
782,wie::FADV,çawa,ничек
783,warum::FADV,çima,нигә
784,wieviel::FNUM,çend,ничә
785,eins::NUM,yek,бер
786,zwei::NUM,didu,ике
787,drei::NUM,sisê,өч
788,vier::NUM,çar,дүрт
789,fünf::NUM,penç,биш
790,sechs::NUM,şeş,алты
791,sieben::NUM,heft,җиде
792,acht::NUM,heşt,сигез
793,neun::NUM,neh,тугыз
794,zehn::NUM,deh,ун
795,elf::NUM,yazdeh,унбер
796,zwölf::NUM,diwazdeh,унике
797,zwanzig::NUM,bîst,егерме
798,dreißig::NUM,sih,утыз
799,vierzig::NUM,çil,кырык
800,fünfzig::NUM,pençi,илле
801,sechzig::NUM,şêst,алтмыш
802,siebzig::NUM,heftê,җитмеш
803,achtzig::NUM,heştê,сиксән
804,neunzig::NUM,nod,туксан
805,hundert::NUM,sêd,йөз
806,tausend::NUM,hezar,мең
807,und::CNJ,û,вә
808,oder::CNJ,an,яки
809,oder::CNJ,an,яисә
810,oder::CNJ,yan,яки
811,oder::CNJ,yan,яисә
812,stehen::V,sekinîn,тору
