,Concept_ID,ja,ro
65,Geruch::N,匂い,miros
66,Schlaf::N,睡眠,somn
67,Traum::N,夢,vis
68,Himmel::N,空,cer
69,Sonne::N,太陽,soare
70,Mond::N,月,lună
71,Stern::N,星,stea
72,Luft::N,空気,aer
73,Wind::N,風,vânt
74,Welle::N,波,val
75,Welle::N,波,undă
76,Wasser::N,水,apă
77,Stein::N,石,piatră
78,Boden::N,土地,sol
79,Boden::N,土地,pământ
80,Erde::N,土,pământ
81,Staub::N,埃,praf
82,Rauch::N,煙,fum
83,Funke::N,火花,scânteie
84,Feuer::N,火,foc
85,Licht::N,光,lumină
86,Schatten::N,陰,umbră
87,Wetter::N,天気,timp
88,Wetter::N,天気,vreme
89,Nebel::N,霧,ceață
90,Nebel::N,霧,negură
91,Wolke::N,雲,nor
92,Regen::N,雨,ploaie
93,Schnee::N,雪,zăpadă
94,Eis::N,氷,gheață
95,Frost::N,霜,ger
96,Kälte::N,寒さ,frig
97,Hitze::N,暑さ,arșiță
98,Hitze::N,暑さ,căldură
99,Raureif::N,霧氷,chiciură
100,Regenbogen::N,虹,curcubeu
101,Donner::N,雷,tunet
102,Strömung::N,流れ,curent
103,Tropfen::N,滴,picătură
104,Schaum::N,泡,spumă
105,Schmutz::N,汚れ,murdărie
106,See::N,湖,lac
107,Sumpf::N,沼,mlaștină
108,Moor::N,湿原,bărăgan
109,Wiese::N,草原,fânaț
110,Wiese::N,草原,livadă
111,Wald::N,森,codru
112,Wald::N,森,pădure
113,Hügel::N,丘,deal
114,Hügel::N,丘,movilă
115,Anhöhe::N,高み,deal
116,Anhöhe::N,高み,ridicătură
117,Berg::N,山,munte
118,Gipfel::N,頂上,pisc
119,Höhle::N,洞窟,peșteră
120,Abhang::N,斜面,pantă
121,Abhang::N,斜面,versant
122,Quelle::N,泉,izvor
123,Bach::N,小川,gârlă
124,Fluss::N,川,râu
125,Fluss::N,川,fluviu
126,Ufer::N,岸,mal
127,Ufer::N,岸,țărm
128,Küste::N,海岸,coastă
129,Festland::N,陸,uscat
130,Meer::N,海,mare
131,Bucht::N,湾,golf
132,Insel::N,島,insulă
133,Blume::N,花,floare
134,Gras::N,草,iarbă
135,Wurzel::N,根,rădăcină
136,Baum::N,木,copac
137,Baum::N,木,arbore
138,Stamm::N,幹,tulpină
139,Rinde::N,皮層,scoarță
140,Ast::N,枝,cracă
141,Ast::N,枝,creangă
142,Zweig::N,小枝,ramură
143,Zweig::N,小枝,creangă
144,Blatt::N,葉,frunză
145,Birke::N,樺,mesteacăn
146,Kiefer[Baum]::N,松,pin
147,Weide[Baum]::N,柳,salcie
148,Weide[Baum]::N,柳,răchită
149,Tanne::N,樅,brad
150,Horn::N,角,corn
151,Feder::N,羽根,pană
152,Fell::N,毛皮,piele
153,Flügel::N,羽,aripă
154,Klaue::N,鉤爪,gheară
155,Kralle::N,爪,labă
156,Kralle::N,爪,gheară
157,Schwanz::N,尻尾,coadă
158,Ei::N,卵,ou
159,Nest::N,巣,cuib
160,Bau::N,穴,bârlog
161,Bau::N,穴,vizuină
162,Tier::N,動物,animal
163,Herde::N,群れ,turmă
164,Herde::N,群れ,cireadă
165,Kuh::N,牛,vacă
166,Bulle::N,雄牛,taur
167,Pferd::N,馬,cal
168,Schaf::N,羊,oaie
169,Schwein::N,豚,porc
170,Hund::N,犬,câine
171,Katze::N,猫,pisică
172,Bär::N,熊,urs
173,Eichhörnchen::N,栗鼠,veveriță
174,Elch::N,ヘラジカ,elan
175,Fuchs::N,狐,vulpe
176,Hase::N,兎,iepure
177,Maus::N,鼠,șoarece
178,Wolf::N,狼,lup
179,Vogel::N,鳥,pasăre
180,Schwarm::N,群れ,cârd
181,Huhn::N,鶏,găină
182,Hahn::N,雄鶏,cocoș
183,Gans::N,ガチョウ,gâscă
184,Adler::N,鷲,vultur
185,Ente::N,鴨,rață
186,Eule::N,フクロウ,bufniță
187,Kranich::N,鶴,cocor
188,Krähe::N,烏,cioară
189,Kuckuck::N,郭公,cuc
190,Schwan::N,白鳥,lebădă
191,Fisch::N,魚,pește
192,Barsch::N,鱸,biban
193,Hecht::N,川魳,știucă
194,Schlange[Tier]::N,蛇,șarpe
195,Wurm::N,虫,vierme
196,Spinne::N,蜘蛛,păianjen
197,Ameise::N,蟻,furnică
198,Laus::N,虱,păduche
199,Mücke::N,蚊,țânțar
200,Fliege::N,蝿,muscă
201,Schmetterling::N,蝶,fluture
202,Beere::N,漿果,boabă
203,Apfel::N,林檎,măr
204,Pilz::N,茸,burete
205,Pilz::N,茸,ciupercă
206,Zwiebel::N,玉葱,ceapă
207,Saat::N,種,semănătură
208,Korn::N,粒,grâu
209,Heu::N,干し草,fân
210,Schale::N,皮,coajă
211,Grube::N,穴,groapă
212,Falle::N,わな,cursă
213,Falle::N,わな,capcană
214,Schlinge::N,輪,laț
215,Spur::N,跡,dâră
216,Asche::N,灰,cenușă
217,Dreck::N,泥,noroi
218,Dreck::N,泥,murdărie
219,Eisen::N,鉄,fier
220,Gold::N,金,aur
221,Silber::N,銀,argint
222,Kohle::N,炭,cărbune
223,Glas::N,ガラス,sticlă
224,Lehm::N,ローム,lut
225,Lehm::N,ローム,humă
226,Sand::N,砂,nisip
227,Mensch::N,人,om
228,Mensch::N,人,persoană
229,Mann::N,男,om
230,Mann::N,男,bărbat
231,Mann::N,男性,om
232,Mann::N,男性,bărbat
233,Frau::N,女,femeie
234,Frau::N,女性,femeie
235,Kind::N,子,copil
236,Kind::N,子供,copil
237,Junge::N,男の子,băiat
238,Junge::N,男の子,flăcău
239,Mädchen::N,女の子,fată
240,Familie::N,家族,familie
241,Großvater::N,祖父,bunic
242,Großvater::N,祖父,tată mare
243,Großvater::N,おじいさん,bunic
244,Großvater::N,おじいさん,tată mare
245,Großmutter::N,祖母,bunică
246,Großmutter::N,祖母,mamă mare
247,Großmutter::N,おばあさん,bunică
248,Großmutter::N,おばあさん,mamă mare
249,Eltern::N,親,părinți
250,Eltern::N,両親,părinți
251,Vater::N,父,tată
252,Vater::N,父,părinte
253,Vater::N,お父さん,tată
254,Vater::N,お父さん,părinte
255,Mutter::N,母,mamă
256,Mutter::N,お母さん,mamă
257,Sohn::N,息子,fiu
258,Sohn::N,息子,fecior
259,Sohn::N,息子さん,fiu
260,Sohn::N,息子さん,fecior
261,Tochter::N,娘,fiică
262,Tochter::N,お嬢さん,fiică
263,Bruder::N,弟,frate
264,Schwester::N,妹,soră
265,Onkel::N,伯父,unchi
266,Onkel::N,伯父さん,unchi
267,Tante::N,叔母,mătușă
268,Tante::N,叔母さん,mătușă
269,Ehemann::N,夫,soț
270,Ehemann::N,夫,bărbat
271,Ehemann::N,主人,soț
272,Ehemann::N,主人,bărbat
273,Ehefrau::N,妻,soție
274,Ehefrau::N,奥さん,soție
275,Freude::N,喜び,bucurie
276,Gelächter::N,笑い,râset
277,Glück::N,幸せ,fericire
278,Kummer::N,悩み,mâhnire
279,Wunsch::N,希望,dorință
280,Wunsch::N,希望,deziderat
281,Lust::N,気,poftă
282,Lust::N,気,înclinare
283,Geist::N,精神,duh
284,Geist::N,精神,minte
285,Geist::N,精神,suflet
286,Gedanke::N,考え,gând
287,Gedanke::N,考え,cuget
288,Gedächtnis::N,記憶,memorie
289,Verstand::N,理解力,minte
290,Verstand::N,理解力,intelect
291,Sinn::N,意味,sens
292,Sinn::N,意味,înțeles
293,Grund::N,理由,cauză
294,Grund::N,理由,pricină
295,Wahrheit::N,真実,adevăr
296,Gespräch::N,会話,convorbire
297,Gespräch::N,会話,conversație
298,Märchen::N,童話,basm
299,Märchen::N,童話,poveste
300,Erzählung::N,物語,poveste
301,Nachricht::N,報告,veste
302,Neuigkeit::N,ニュース,noutate
303,Neuigkeit::N,ニュース,actualitate
304,Name::N,名前,nume
305,Rätsel::N,謎,ghicitoare
306,Rede::N,演説,discurs
307,Sprache::N,言語,limbă
308,Sprache::N,言語,limbaj
309,Stimme::N,声,glas
310,Wort::N,言葉,cuvânt
311,Zeichen::N,記号,semn
312,Zeichen::N,記号,semnal
313,Ruf::N,呼び声,chemare
314,Lärm::N,騒音,zgomot
315,Lärm::N,騒音,tărăboi
316,Laut::N,音,sunet
317,Ton::N,音,ton
318,Lied::N,歌,cântec
319,Ruhe::N,静けさ,odihnă
320,Ruhe::N,静けさ,liniște
321,Leute::N,人々,lume
322,Leute::N,人々,oameni
323,Volk::N,民族,popor
324,Volk::N,民族,națiune
325,Arbeit::N,仕事,lucru
326,Gast::N,客,musafir
327,Geschenk::N,贈り物,dar
328,Geschenk::N,贈り物,cadou
329,Spiel::N,遊び,joc
330,Gesellschaft::N,社会,societate
331,Hilfe::N,援助,ajutor
332,Freund::N,友達,amic
333,Freund::N,友達,prieten
334,Kamerad::N,同志,tovarăș
335,Angelegenheit::N,件,afacere
336,Anzahl::N,数,număr
337,Anzahl::N,数,cantitate
338,Art::N,種類,fel
339,Art::N,種類,specie
340,Stück::N,部分,bucată
341,Teil::N,部分,parte
342,Teil::N,部分,porție
343,Hälfte::N,半分,jumătate
344,Kreis::N,円,cerc
345,Kreuz::N,十字,cruce
346,Linie::N,線,linie
347,Strich::N,線,linie
348,Strich::N,線,trăsătură
349,Abstand::N,距離,distanță
350,Abstand::N,距離,depărtare
351,Entfernung::N,距離,distanță
352,Entfernung::N,距離,depărtare
353,Gegend::N,辺,regiune
354,Gegend::N,地域,regiune
355,Platz::N,ゆとり,loc
356,Ort::N,所,loc
357,Ort::N,場所,loc
358,Seite::N,横,latură
359,Mitte::N,真ん中,centru
360,Gegenstand::N,物件,obiect
361,Sache::N,物,lucru
362,Sache::N,物,chestie
363,Rand::N,端,bordură
364,Kante::N,縁,muchie
365,Kante::N,縁,bordură
366,Ecke::N,角,colț
367,Spitze::N,先頭,vârf
368,Spitze::N,先頭,creștet
369,Ende::N,端,capăt
370,Loch::N,穴,gaură
371,Winkel::N,片隅,colț
372,Muster::N,模様,desen
373,Größe::N,大きさ,mărime
374,Länge::N,長さ,lungime
375,Höhe::N,高さ,înălțime
376,Gewicht::N,重さ,greutate
377,Menge::N,量,cantitate
378,Haufen::N,堆積,grămadă
379,Reihe::N,並び,șir
380,Reihe::N,並び,rând
381,Boot::N,ボート,barcă
382,Boot::N,ボート,luntre
383,Ruder::N,オール,vâslă
384,Ruder::N,オール,lopată
385,Schlitten::N,そり,sanie
386,Ski::N,スキー,schi
387,Lagerfeuer::N,篝火,foc de tabără
388,Last::N,荷物,povară
389,Last::N,荷物,sarcină
390,Gang::N,歩み,mers
391,Gang::N,歩み,umblet
392,Schritt::N,歩,pas
393,Norden::N,北,nord
394,Norden::N,北,miazănoapte
395,Süden::N,南,sud
396,Süden::N,南,miazăzi
397,Westen::N,西,apus
398,Osten::N,東,est
399,Osten::N,東,răsărit
400,Holz::N,木,lemn
401,Holz::N,木材,lemn
402,Brett::N,板,scândură
403,Platte::N,盤,placă
404,Stütze::N,支柱,proptea
405,Stange::N,棒,bară
406,Stange::N,棒,prăjină
407,Stock::N,杖,băț
408,Stock::N,杖,baston
409,Stab::N,棒,baston
410,Stab::N,棒,prăjină
411,Rohr::N,管,tub
412,Rohr::N,管,țeavă
413,Haus::N,家,casă
414,Heim::N,家,casă
415,Heim::N,家,cămin
416,Ofen::N,ストーブ,sobă
417,Fußboden::N,床,podea
418,Fußboden::N,床,dușumea
419,Tisch::N,机,masă
420,Stuhl::N,椅子,scaun
421,Wiege::N,揺籃,leagăn
422,Bett::N,ベッド,pat
423,Regal::N,棚,rafturi
424,Kiste::N,箱,ladă
425,Kiste::N,箱,cutie
426,Fenster::N,窓,fereastră
427,Tür::N,戸,ușă
428,Tür::N,ドア,ușă
429,Tor::N,門,poartă
430,Zaun::N,垣根,gard
431,Dach::N,屋根,acoperiș
432,Leiter::N,梯子,scară
433,Besen::N,ほうき,mătură
434,Spaten::N,スコップ,cazma
435,Spaten::N,スコップ,hârleț
436,Schaufel::N,シャベル,lopată
437,Gabel::N,フォーク,furculiță
438,Löffel::N,スプーン,lingură
439,Messer::N,ナイフ,cuțit
440,Nagel::N,釘,cui
441,Netz::N,網,plasă
442,Haken::N,鉤,cârlig
443,Haken::N,フック,cârlig
444,Griff::N,取っ手,mâner
445,Schloss::N,錠,lacăt
446,Bild::N,絵,tablou
447,Bild::N,絵,imagine
448,Figur::N,像,chip
449,Figur::N,像,figură
450,Puppe::N,人形,păpușă
451,Beutel::N,袋,pungă
452,Beutel::N,袋,săculeț
453,Bündel::N,束,mănunchi
454,Bündel::N,包み,mănunchi
455,Tasche::N,かばん,geantă
456,Eimer::N,バケツ,găleată
457,Deckel::N,蓋,capac
458,Geschirr::N,食器,vase
459,Geschirr::N,食器,tacâmuri
460,Sack::N,袋,sac
461,Tasse::N,カップ,ceașcă
462,Topf::N,鍋,oală
463,Kessel::N,釜,cazan
464,Kessel::N,釜,căldare
465,Essen::N,食事,mâncare
466,Nahrung::N,食物,hrană
467,Nahrung::N,食物,aliment
468,Speise::N,料理,bucate
469,Speise::N,料理,fel de bucate
470,Fleisch::N,肉,carne
471,Getreide::N,麦,cereale
472,Getreide::N,穀物,cereale
473,Brei::N,粥,pireu
474,Brot::N,パン,pâine
475,Scheibe::N,枚,felie
476,Scheibe::N,枚,bucată
477,Scheibe::N,切れ,felie
478,Scheibe::N,切れ,bucată
479,Fett::N,脂肪,untură
480,Fett::N,脂肪,grăsime
481,Butter::N,バター,unt
482,Öl::N,油,ulei
483,Salz::N,塩,sare
484,Suppe::N,スープ,supă
485,Suppe::N,スープ,ciorbă
486,Honig::N,蜂蜜,miere
487,Milch::N,牛乳,lapte
488,Tee::N,茶,ceai
489,Tee::N,お茶,ceai
490,Leder::N,革,piele
491,Wolle::N,毛糸,lână
492,Stoff::N,布,stofă
493,Nadel::N,針,ac
494,Faden::N,糸,ață
495,Knopf::N,ボタン,buton
496,Knoten::N,結び目,nod
497,Farbe::N,ペンキ,vopsea
498,Kleidung::N,衣服,haine
499,Kleidung::N,衣服,îmbrăcăminte
500,Hemd::N,シャツ,cămașă
501,Kragen::N,襟,guler
502,Ärmel::N,袖,mânecă
503,Hose::N,ズボン,pantaloni
504,Gürtel::N,帯,cordon
505,Gürtel::N,ベルト,cordon
506,Mütze::N,帽子,șapcă
507,Schuh::N,靴,gheată
508,Stiefel::N,ブーツ,cizmă
509,Ring::N,輪,inel
510,Ring::N,輪,verigă
511,Band::N,リボン,panglică
512,Band::N,リボン,șiret
513,Kamm::N,櫛,pieptene
514,Spiegel::N,鏡,oglindă
515,Riemen::N,緒,curea
516,Schnur::N,紐,funie
517,Schnur::N,紐,sfoară
518,Leine::N,綱,lesă
519,Leine::N,綱,curea
520,Decke::N,掛け布団,pătură
521,Kissen::N,枕,pernă
522,Tuch::N,スカーフ,batic
523,Handtuch::N,タオル,prosop
524,Handtuch::N,タオル,ștergar
525,Kraft::N,力,forță
526,Kraft::N,力,putere
527,Stärke::N,強さ,tărie
528,Stärke::N,強さ,vigoare
529,Gesundheit::N,健康,sănătate
530,Krankheit::N,病気,boală
531,Krankheit::N,病気,maladie
532,Schmerz::N,痛み,durere
533,Wunde::N,傷,rană
534,Fieber::N,熱,febră
535,Arznei::N,薬,leac
536,Arznei::N,薬,medicament
537,Brücke::N,橋,pod
538,Brücke::N,橋,punte
539,Brunnen::N,井戸,puț
540,Weide::N,牧場,izlaz
541,Weide::N,牧場,pășune
542,Pfad::N,小路,cărare
543,Weg::N,道,drum
544,Straße::N,街道,cale
545,Straße::N,街道,stradă
546,Dorf::N,村,sat
547,Stadt::N,町,oraș
548,Stadt::N,都市,oraș
549,Brief::N,手紙,scrisoare
550,Buch::N,本,carte
551,Buchstabe::N,文字,literă
552,Buchstabe::N,文字,caracter
553,Zeitung::N,新聞,ziar
554,Zeitung::N,新聞,gazetă
555,Leben::N,生活,viață
556,Tod::N,死,moarte
557,Grab::N,墓,groapă
558,Grab::N,墓,mormânt
559,Kirche::N,教会,biserică
560,Sünde::N,罪,păcat
561,Gott::N,神,zeu
562,Arbeiter::N,労働者,muncitor
563,Chef::N,上司,șef
564,Meister::N,達人,meșter
565,Meister::N,達人,maestru
566,Meister::N,マイスター,meșter
567,Meister::N,マイスター,maestru
568,Arzt::N,医者,medic
569,Arzt::N,医者,doctor
570,Lehrer::N,先生,profesor
571,Lehrer::N,先生,învățător
572,Geld::N,金,bani
573,Geld::N,金,parale
574,Geschäft::N,取り引き,treabă
575,Geschäft::N,取り引き,afacere
576,Laden::N,店,magazin
577,Laden::N,店,prăvălie
578,Preis::N,値段,preț
579,Ware::N,商品,marfă
580,Nutzen::N,利益,folos
581,Nutzen::N,利益,profit
582,Reichtum::N,豊かさ,avuție
583,Reichtum::N,豊かさ,bogăție
584,Welt::N,世界,lume
585,Land::N,国,țară
586,Staat::N,国家,stat
587,König::N,国王,rege
588,Macht::N,権力,putere
589,Macht::N,権力,putință
590,Grenze::N,国境,hotar
591,Grenze::N,国境,graniță
592,Grenze::N,国境,frontieră
593,Krieg::N,戦争,război
594,Feind::N,敵,dușman
595,Gewalt::N,暴力,violență
596,Kampf::N,戦い,luptă
597,Bogen[Waffe]::N,弓,arc
598,Pfeil::N,矢,săgeată
599,Gewehr::N,銃,armă
600,Gewehr::N,銃,pușcă
601,Fehler::N,間違い,eroare
602,Fehler::N,間違い,greșeală
603,Lüge::N,嘘,minciună
604,Schaden::N,損害,daună
605,Schaden::N,損害,pagubă
606,Unglück::N,不幸,nenorocire
607,Schuld::N,罪,vină
608,Alter::N,年,etate
609,Alter::N,年,vârstă
610,Alter::N,年齢,etate
611,Alter::N,年齢,vârstă
612,Schluss::N,終わり,sfârșit
613,Zeit::N,時,timp
614,Zeit::N,時,vreme
615,Zeit::N,時間,timp
616,Zeit::N,時間,vreme
617,Tag::N,日,zi
618,Morgen::N,朝,dimineață
619,Mittag::N,昼,prânz
620,Mittag::N,昼,amiază
621,Abend::N,晩,seară
622,Abend::N,夕方,seară
623,Nacht::N,夜,noapte
624,Woche::N,週,săptămână
625,Monat::N,月,lună
626,Jahr::N,年,an
627,Frühling::N,春,primăvară
628,Sommer::N,夏,vară
629,Herbst::N,秋,toamnă
630,Winter::N,冬,iarnă
631,Januar::N,一月,ianuarie
632,Februar::N,二月,februarie
633,März::N,三月,martie
634,April::N,四月,aprilie
635,Mai::N,五月,mai
636,Juni::N,六月,iunie
637,Juli::N,七月,iulie
638,August::N,八月,august
639,September::N,九月,septembrie
640,Oktober::N,十月,octombrie
641,November::N,十一月,noiembrie
642,Dezember::N,十二月,decembrie
643,Montag::N,月曜日,luni
644,Dienstag::N,火曜日,marți
645,Mittwoch::N,水曜日,miercuri
646,Donnerstag::N,木曜日,joi
647,Freitag::N,金曜日,vineri
648,Samstag::N,土曜日,sâmbătă
649,Sonntag::N,日曜日,duminică
650,groß::A,大きい,mare
651,klein::A,小さい,mic
652,lang::A,長い,lung
653,kurz::A,短い,scurt
654,breit::A,広い,lat
655,breit::A,広い,larg
656,schmal::A,狭い,strâmt
657,dicht::A,密な,des
658,dick[Gegenstand]::A,厚い,gros
659,dünn::A,薄い,subțire
660,fein::A,細い,fin
661,fein::A,細い,subțire
662,fest::A,硬い,tare
663,fest::A,硬い,solid
664,flach::A,平らな,șes
665,flach::A,平らな,plan
666,glatt::A,滑らかな,lins
667,hart::A,堅い,dur
668,weich::A,柔らかい,moale
669,rund::A,丸い,rotund
670,rund::A,丸い,circular
671,spitz::A,尖った,ascuțit
672,scharf::A,鋭い,tăios
673,scharf::A,鋭い,ascuțit
674,stumpf::A,鈍い,tocit
675,schwer::A,重い,greu
676,schön::A,綺麗な,frumos
677,heiß::A,熱い,cald
678,heiß::A,熱い,fierbinte
679,warm::A,温かい,cald
680,warm::A,温かい,fierbinte
681,kalt::A,寒い,rece
682,kalt::A,冷たい,rece
683,kühl::A,涼しい,rece
684,kühl::A,涼しい,răcoros
685,frisch::A,ひんやりした,răcoros
686,frisch::A,ひんやりした,proaspăt
687,feucht::A,湿った,umed
688,feucht::A,湿った,jilav
689,nass::A,濡れた,ud
690,trocken::A,乾いた,sec
691,trocken::A,乾いた,uscat
692,voll::A,いっぱいの,plin
693,leer::A,空の,gol
694,offen::A,開いた,deschis
695,geschlossen::A,閉まった,închis
696,sauber::A,清潔な,curat
697,schmutzig::A,汚い,murdar
698,roh::A,生の,crud
699,reif::A,熟した,copt
700,lecker::A,美味しい,gustos
701,süß::A,甘い,dulce
702,bitter::A,苦い,amar
703,sauer::A,酸っぱい,acru
704,hell::A,明るい,clar
705,hell::A,明るい,luminos
706,dunkel::A,暗い,obscur
707,dunkel::A,暗い,întunecos
708,schwarz::A,黒い,negru
709,weiß::A,白い,alb
710,rot::A,赤い,roșu
711,gelb::A,黄色い,galben
712,blau::A,青い,albastru
713,grün::A,緑の,verde
714,grau::A,灰色の,gri
715,grau::A,灰色の,cenușiu
716,bunt::A,色取り取りの,colorat
717,billig::A,安い,ieftin
718,teuer::A,高い,scump
719,wertvoll::A,貴重な,prețios
720,blind::A,盲目の,orb
721,taub::A,耳が聞こえない,surd
722,kräftig::A,強力な,tare
723,kräftig::A,強力な,forte
724,kräftig::A,強力な,robust
725,stark::A,強い,viguros
726,stark::A,強い,puternic
727,schwach::A,弱い,slab
728,schwach::A,弱い,debil
729,fett::A,太った,gras
730,schlank::A,ほっそりした,zvelt
731,hübsch::A,素敵な,drăguț
732,böse::A,悪い,rău
733,böse::A,悪い,răutăcios
734,dumm::A,馬鹿な,nerod
735,dumm::A,馬鹿な,tâmpit
736,faul::A,怠惰な,leneș
737,fleißig::A,勤勉な,harnic
738,fleißig::A,勤勉な,sârguincios
739,geizig::A,けちな,calic
740,geizig::A,けちな,zgârcit
741,klug::A,賢い,isteț
742,klug::A,賢い,deștept
743,klug::A,頭のいい,isteț
744,klug::A,頭のいい,deștept
745,geschickt::A,器用な,dibaci
746,lieb::A,愛らしい,drag
747,lieb::A,愛らしい,iubit
748,lustig::A,楽しい,vesel
749,sanft::A,温和な,blând
750,sanft::A,温和な,blajin
751,hungrig::A,空腹の,flămând
752,krank::A,病気の,bolnav
753,nackt::A,裸の,gol
754,traurig::A,悲しい,trist
755,traurig::A,悲しい,mâhnit
756,lebendig::A,生きた,viu
757,gut::A,良い,bun
758,schlecht::A,悪い,rău
759,schlecht::A,悪い,prost
760,schlecht::A,駄目な,rău
761,schlecht::A,駄目な,prost
762,richtig::A,正しい,drept
763,richtig::A,正しい,corect
764,schlimm::A,ひどい,rău
765,wahr::A,本当の,adevărat
766,alt::A,古い,uzat
767,alt::A,古い,vechi
768,neu::A,新しい,nou
769,ehemalig::A,以前の,fost
770,ehemalig::A,以前の,anterior
771,alt[Lebewesen]::A,年を取った,bătrîn
772,jung::A,若い,tânăr
773,arm::A,貧乏な,sărac
774,arm::A,貧乏な,sărman
775,reich::A,裕福な,avut
776,reich::A,裕福な,bogat
777,bekannt::A,有名な,cunoscut
778,berühmt::A,有名な,renumit
779,fremd::A,見知らぬ,străin
780,verschieden::A,色々な,diferit
781,verschieden::A,色々な,deosebit
782,nah::A,近い,apropiat
783,fern::A,遠い,departe
784,linker::A,左の,stâng
785,rechter::A,右の,drept
786,anderer::A,別の,alt
787,erster::A,一番目,prim
788,zweiter::A,二番目,al doilea
789,dritter::A,三番目,treilea
790,letzter::A,最後の,final
791,allein::ADV,一人で,singur
792,auf einmal::ADV,同時に,dintrodată
793,zusammen::ADV,一緒に,împreună
794,lange::ADV,長い間,îndelung
795,lange::ADV,長い間,mult timp
796,plötzlich::ADV,急に,deodată
797,plötzlich::ADV,急に,pe neașteptate
798,sofort::ADV,すぐに,imediat
799,sofort::ADV,すぐに,numaidecît
800,später::ADV,後で,mai apoi
801,später::ADV,後で,mai târziu
802,jetzt::ADV,今,acum
803,heute::ADV,今日,azi
804,heute::ADV,今日,astăzi
805,morgen::ADV,明日,mâine
806,bald::ADV,間もなく,curând
807,dann::ADV,それから,apoi
808,gestern::ADV,昨日,ieri
809,einst::ADV,過去に,odată
810,einst::ADV,過去に,odinioară
811,damals::ADV,あの時,atunci
812,damals::ADV,あの時,pe atunci
813,danach::ADV,その後で,după aceasta
814,vorher::ADV,以前に,mai întâi
815,vorher::ADV,以前に,în prealabil
816,zuerst::ADV,まず,întâi
817,zuerst::ADV,まず,în primul rând
818,zuerst::ADV,最初に,întâi
819,zuerst::ADV,最初に,în primul rând
820,einmal::ADV,一回,odată
821,manchmal::ADV,時々,uneori
822,manchmal::ADV,時々,câteodată
823,oft::ADV,よく,des
824,oft::ADV,よく,deseori
825,immer::ADV,いつも,mereu
826,immer::ADV,いつも,întotdeauna
827,niemals::ADV,一度も...ない,niciodată
828,hier::ADV,こちら,aci
829,hier::ADV,こちら,aici
830,hierhin::ADV,ここへ,încoace
831,hierhin::ADV,こちらへ,încoace
832,von hier::ADV,ここから,de aici
833,dort::ADV,そちら,acolo
834,dorthin::ADV,そこへ,dincolo
835,dorthin::ADV,そちらへ,dincolo
836,geradeaus::ADV,真っ直ぐに,drept înainte
837,vorwärts::ADV,前へ,înainte
838,rückwärts::ADV,後ろへ,îndărăt
839,zurück::ADV,後ろへ,înapoi
840,unten::ADV,下に,jos
841,unten::ADV,下に,dedesubt
842,hinab::ADV,下へ,în jos
843,hinab::ADV,下へ,de vale
844,oben::ADV,上に,sus
845,oben::ADV,上に,deasupra
846,hinauf::ADV,上へ,în sus
847,überall::ADV,どこでも,peste tot
848,überall::ADV,どこでも,pretutindeni
849,nicht::ADV,ない,nu
850,ein wenig::ADV,少し,puțin
851,ein wenig::ADV,ちょっと,puțin
852,kaum::ADV,ほとんど～ない,cu greu
853,kaum::ADV,ほとんど～ない,cu anevoie
854,sehr::ADV,とても,mult
855,sehr::ADV,とても,foarte
856,so::ADV,こう,așa
