,Concept_ID,ro,ml
215,Schlinge::N,laț,കുടുക്ക്
216,Spur::N,dâră,ചുവട്
217,Asche::N,cenușă,ചാരം
218,Dreck::N,noroi,അഴുക്ക്
219,Dreck::N,murdărie,അഴുക്ക്
220,Eisen::N,fier,ഇരുമ്പ്
221,Gold::N,aur,സ്വർണ്ണം
222,Silber::N,argint,വെള്ളി
223,Kohle::N,cărbune,കൽക്കരി
224,Glas::N,sticlă,ഗ്ലാസ്
225,Lehm::N,lut,കളിമണ്ണ്
226,Lehm::N,humă,കളിമണ്ണ്
227,Sand::N,nisip,മണൽ
228,Mensch::N,om,മനുഷ്യർ
229,Mensch::N,persoană,മനുഷ്യർ
230,Mann::N,om,പുരുഷൻ
231,Mann::N,bărbat,പുരുഷൻ
232,Frau::N,femeie,സ്ത്രീ
233,Kind::N,copil,കുഞ്ഞ്
234,Junge::N,băiat,ആൺകുട്ടി
235,Junge::N,flăcău,ആൺകുട്ടി
236,Mädchen::N,fată,പെൺകുട്ടി
237,Familie::N,familie,കുടുംബം
238,Großvater::N,bunic,അപ്പൂപ്പൻ
239,Großvater::N,tată mare,അപ്പൂപ്പൻ
240,Großmutter::N,bunică,അമ്മുമ്മ
241,Großmutter::N,mamă mare,അമ്മുമ്മ
242,Eltern::N,părinți,മാതാപിതാക്കള്
243,Vater::N,tată,അച്ഛൻ
244,Vater::N,părinte,അച്ഛൻ
245,Mutter::N,mamă,അമ്മ
246,Sohn::N,fiu,മകൻ
247,Sohn::N,fecior,മകൻ
248,Tochter::N,fiică,മകൾ
249,Bruder::N,frate,ചേട്ടൻ
250,Bruder::N,frate,അനിയൻ
251,Schwester::N,soră,ചേച്ചി
252,Schwester::N,soră,അനിയത്തി
253,Onkel::N,unchi,അമ്മാവൻ
254,Tante::N,mătușă,മാമി
255,Ehemann::N,soț,ഭർത്താവ്
256,Ehemann::N,bărbat,ഭർത്താവ്
257,Ehefrau::N,soție,ഭാര്യ
258,Freude::N,bucurie,ആഹ്ലാദം
259,Gelächter::N,râset,ചിരിയുടെ ശബ്ദം
260,Glück::N,fericire,സന്തോഷം
261,Glück::N,fericire,സന്തുഷ്ടി
262,Kummer::N,mâhnire,ശോകം
263,Wunsch::N,dorință,ആഗ്രഹം
264,Wunsch::N,deziderat,ആഗ്രഹം
265,Lust::N,poftă,ആഗ്രഹം
266,Lust::N,înclinare,ആഗ്രഹം
267,Geist::N,duh,ചുറുചുറുക്ക്
268,Geist::N,minte,ചുറുചുറുക്ക്
269,Geist::N,suflet,ചുറുചുറുക്ക്
270,Gedanke::N,gând,ചിന്ത
271,Gedanke::N,cuget,ചിന്ത
272,Gedächtnis::N,memorie,ഓർമ്മശക്തി
273,Verstand::N,minte,മനസ്സ്
274,Verstand::N,intelect,മനസ്സ്
275,Sinn::N,sens,അർത്ഥം
276,Sinn::N,înțeles,അർത്ഥം
277,Grund::N,cauză,കാരണം
278,Grund::N,pricină,കാരണം
279,Wahrheit::N,adevăr,സത്യം
280,Gespräch::N,convorbire,സല്ലാപം
281,Gespräch::N,conversație,സല്ലാപം
282,Märchen::N,basm,യക്ഷിക്കഥ
283,Märchen::N,poveste,യക്ഷിക്കഥ
284,Erzählung::N,poveste,കഥ
285,Nachricht::N,veste,സന്ദേശം
286,Neuigkeit::N,noutate,വാർത്ത
287,Neuigkeit::N,actualitate,വാർത്ത
288,Name::N,nume,പേര്
289,Rätsel::N,ghicitoare,പ്രഹേളിക
290,Rede::N,discurs,സംസാരം
291,Sprache::N,limbă,ഭാഷ
292,Sprache::N,limbaj,ഭാഷ
293,Stimme::N,glas,സ്വരം
294,Wort::N,cuvânt,വാക്ക്
295,Zeichen::N,semn,സംജ്ഞ
296,Zeichen::N,semnal,സംജ്ഞ
297,Ruf::N,chemare,വിളി
298,Lärm::N,zgomot,ആരവം
299,Lärm::N,tărăboi,ആരവം
300,Laut::N,sunet,ശബ്ദം
301,Ton::N,ton,സ്വരഭേദം
302,Lied::N,cântec,പാട്ട്
303,Ruhe::N,odihnă,നിശ്ചലത
304,Ruhe::N,liniște,നിശ്ചലത
305,Leute::N,lume,ജനങ്ങൾ
306,Leute::N,oameni,ജനങ്ങൾ
307,Volk::N,popor,രാഷ്ടം
308,Volk::N,națiune,രാഷ്ടം
309,Arbeit::N,lucru,ജോലി
310,Gast::N,musafir,അതിലി
311,Geschenk::N,dar,സമ്മാനം
312,Geschenk::N,cadou,സമ്മാനം
313,Spiel::N,joc,കളി
314,Gesellschaft::N,societate,കൂട്ടായ്മ
315,Hilfe::N,ajutor,സഹായം
316,Freund::N,amic,സുഹൃത്ത്
317,Freund::N,prieten,സുഹൃത്ത്
318,Kamerad::N,tovarăș,കൂട്ടാളി
319,Angelegenheit::N,afacere,കാര്യം
320,Anzahl::N,număr,എണ്ണം
321,Anzahl::N,cantitate,എണ്ണം
322,Art::N,fel,തരം
323,Art::N,specie,തരം
324,Stück::N,bucată,കഷണം
325,Teil::N,parte,ഭാഗം
326,Teil::N,porție,ഭാഗം
327,Hälfte::N,jumătate,പകുതി
328,Kreis::N,cerc,വൃത്തം
329,Kreuz::N,cruce,കുരിശടയാളം
330,Linie::N,linie,വര
331,Linie::N,linie,രേഖ
332,Strich::N,linie,പക്ഷാഘാതം
333,Strich::N,trăsătură,പക്ഷാഘാതം
334,Abstand::N,distanță,വിടവ്
335,Abstand::N,depărtare,വിടവ്
336,Entfernung::N,distanță,അകലം
337,Entfernung::N,depărtare,അകലം
338,Gegend::N,regiune,പ്രദേശം
339,Platz::N,loc,ഇടം
340,Ort::N,loc,സ്ഥലം
341,Seite::N,latură,വശം
342,Mitte::N,centru,മധ്യസ്ഥാനം
343,Gegenstand::N,obiect,സാധനം
344,Sache::N,lucru,വസ്തു
345,Sache::N,chestie,വസ്തു
346,Rand::N,bordură,തൊങ്ങൽ
347,Kante::N,muchie,അറ്റം
348,Kante::N,bordură,അറ്റം
349,Ecke::N,colț,മൂല
350,Spitze::N,vârf,അഗ്രം
351,Spitze::N,creștet,അഗ്രം
352,Ende::N,capăt,അവസാനം
353,Loch::N,gaură,ദ്വാരം
354,Winkel::N,colț,കോൺ
355,Muster::N,desen,ക്രമം
356,Größe::N,mărime,വലുപ്പം
357,Länge::N,lungime,നീളം
358,Höhe::N,înălțime,ഉയരം
359,Gewicht::N,greutate,കട്ടി
360,Menge::N,cantitate,അളവ്
361,Haufen::N,grămadă,കൂമ്പാരം
362,Reihe::N,șir,വരി
363,Reihe::N,rând,വരി
364,Boot::N,barcă,ബോട്ട്
365,Boot::N,luntre,ബോട്ട്
366,Ruder::N,vâslă,പങ്കായം
367,Ruder::N,lopată,പങ്കായം
368,Schlitten::N,sanie,ഉരുളില്ലാവണ്ടി
369,Ski::N,schi,ഹിമപാദുകം
370,Lagerfeuer::N,foc de tabără,തീ
371,Last::N,povară,ഭാരം
372,Last::N,sarcină,ഭാരം
373,Gang::N,mers,നടത്തം
374,Gang::N,umblet,നടത്തം
375,Schritt::N,pas,ചുവട്
376,Norden::N,nord,വടക്ക്
377,Norden::N,miazănoapte,വടക്ക്
378,Süden::N,sud,തെക്ക്
379,Süden::N,miazăzi,തെക്ക്
380,Westen::N,apus,പടിഞ്ഞാറ്
381,Osten::N,est,കിഴക്ക്
382,Osten::N,răsărit,കിഴക്ക്
383,Holz::N,lemn,തടി
384,Brett::N,scândură,ബോർഡ്
385,Platte::N,placă,തകിട്
386,Stütze::N,proptea,താങ്ങ്
387,Stange::N,bară,കമ്പ്
388,Stange::N,prăjină,കമ്പ്
389,Stock::N,băț,വടി
390,Stock::N,baston,വടി
391,Stab::N,baston,കുറുവടി
392,Stab::N,prăjină,കുറുവടി
393,Rohr::N,tub,കുഴൽ
394,Rohr::N,țeavă,കുഴൽ
395,Haus::N,casă,വീട്
396,Heim::N,casă,വീട്
397,Heim::N,cămin,വീട്
398,Ofen::N,sobă,സ്റ്റൌ
399,Fußboden::N,podea,തറ
400,Fußboden::N,dușumea,തറ
401,Tisch::N,masă,മേശ
402,Stuhl::N,scaun,കസേര
403,Wiege::N,leagăn,തൊട്ടിൽ
404,Bett::N,pat,കിടക്ക
405,Regal::N,rafturi,ഷെൽഫ്
406,Kiste::N,ladă,പെട്ടി
407,Kiste::N,cutie,പെട്ടി
408,Fenster::N,fereastră,ജനൽ
409,Tür::N,ușă,വാതിൽ
410,Tor::N,poartă,കവാടം
411,Zaun::N,gard,വേലി
412,Dach::N,acoperiș,മേൽക്കുര
413,Leiter::N,scară,ഏണി
414,Besen::N,mătură,ചൂല്
415,Spaten::N,cazma,തൂമ്പ
416,Spaten::N,hârleț,തൂമ്പ
417,Schaufel::N,lopată,തൂമ്പ
418,Gabel::N,furculiță,മുൾക്കത്തി
419,Löffel::N,lingură,സ്പൂൺ
420,Messer::N,cuțit,കത്തി
421,Nagel::N,cui,ആണി
422,Netz::N,plasă,വല
423,Haken::N,cârlig,കൊളുത്ത്
424,Griff::N,mâner,കൈപ്പിടി
425,Schloss::N,lacăt,പൂട്ട്
426,Bild::N,tablou,ചിത്രം
427,Bild::N,imagine,ചിത്രം
428,Figur::N,chip,കണക്ക്
429,Figur::N,figură,കണക്ക്
430,Puppe::N,păpușă,പാവ
431,Beutel::N,pungă,ബാഗ്
432,Beutel::N,săculeț,ബാഗ്
433,Bündel::N,mănunchi,കെട്ട്
434,Tasche::N,geantă,ബാഗ്
435,Eimer::N,găleată,ബക്കറ്റ്
436,Deckel::N,capac,ഉറ
437,Geschirr::N,vase,പിഞ്ഞാണം
438,Geschirr::N,tacâmuri,പിഞ്ഞാണം
439,Sack::N,sac,ചാക്ക്
440,Tasse::N,ceașcă,കപ്പ്
441,Topf::N,oală,പാത്രം
442,Kessel::N,cazan,കെറ്റ്ല്
443,Kessel::N,căldare,കെറ്റ്ല്
444,Essen::N,mâncare,ആഹാരസമയം
445,Nahrung::N,hrană,ഭക്ഷണം
446,Nahrung::N,aliment,ഭക്ഷണം
447,Speise::N,bucate,ഡിഷ്
448,Speise::N,fel de bucate,ഡിഷ്
449,Fleisch::N,carne,മാംസം
450,Getreide::N,cereale,ചോളം
451,Brei::N,pireu,കഞ്ഞി
452,Brot::N,pâine,റോട്ടി
453,Scheibe::N,felie,തുണ്ട്
454,Scheibe::N,bucată,തുണ്ട്
455,Fett::N,untură,കൊഴുപ്പ്
456,Fett::N,grăsime,കൊഴുപ്പ്
457,Butter::N,unt,വെണ്ണ
458,Öl::N,ulei,എണ്ണ
459,Salz::N,sare,ഉപ്പ്
460,Suppe::N,supă,സൂപ്പ്
461,Suppe::N,ciorbă,സൂപ്പ്
462,Honig::N,miere,തേൻ
463,Milch::N,lapte,പാൽ
464,Tee::N,ceai,ചായ
465,Leder::N,piele,തുകൽ
466,Wolle::N,lână,കമ്പിളി
467,Stoff::N,stofă,തുണി
468,Nadel::N,ac,സൂചി
469,Faden::N,ață,നൂല്
470,Knopf::N,buton,ബട്ടൺ
471,Knoten::N,nod,കുരുക്ക്
472,Farbe::N,vopsea,പെയിൻറ്
473,Kleidung::N,haine,വസ്ത്രങ്ങൾ
474,Kleidung::N,îmbrăcăminte,വസ്ത്രങ്ങൾ
475,Hemd::N,cămașă,ഷർട്ട്
476,Kragen::N,guler,കുപ്പായക്കഴുത്ത്
477,Ärmel::N,mânecă,കുപ്പായക്കൈ
478,Hose::N,pantaloni,ട്രൌസർ
479,Gürtel::N,cordon,ബെൽറ്റ്
480,Mütze::N,șapcă,തൊപ്പി
481,Schuh::N,gheată,ഷൂ
482,Stiefel::N,cizmă,ബൂട്ട്
483,Ring::N,inel,മോതിരം
484,Ring::N,verigă,മോതിരം
485,Band::N,panglică,റിബൺ
486,Band::N,șiret,റിബൺ
487,Kamm::N,pieptene,ചീപ്പ്
488,Spiegel::N,oglindă,കണ്ണാടി
489,Riemen::N,curea,സ്ട്രാപ്പ്
490,Schnur::N,funie,ചരട്
491,Schnur::N,sfoară,ചരട്
492,Leine::N,lesă,കെട്ടാനുള്ള തോൽവാർ
493,Leine::N,curea,കെട്ടാനുള്ള തോൽവാർ
494,Decke::N,pătură,പുതപ്പ്
495,Kissen::N,pernă,തലയിണ
496,Tuch::N,batic,സ്കാർഫ്
497,Handtuch::N,prosop,തോർത്ത്
498,Handtuch::N,ștergar,തോർത്ത്
499,Kraft::N,forță,ശക്തി
500,Kraft::N,putere,ശക്തി
501,Stärke::N,tărie,ശക്തി
502,Stärke::N,vigoare,ശക്തി
503,Gesundheit::N,sănătate,ആരോഗ്യം
504,Krankheit::N,boală,അസുഖം
505,Krankheit::N,maladie,അസുഖം
506,Schmerz::N,durere,വേദന
507,Wunde::N,rană,മുറിവ്
508,Fieber::N,febră,പനി
509,Arznei::N,leac,മരുന്ന്
510,Arznei::N,medicament,മരുന്ന്
511,Brücke::N,pod,പാലം
512,Brücke::N,punte,പാലം
513,Brunnen::N,puț,കിണർ
514,Weide::N,izlaz,മേച്ചൽ
515,Weide::N,pășune,മേച്ചൽ
516,Pfad::N,cărare,വഴി
517,Weg::N,drum,വഴി
518,Straße::N,cale,റോഡ്
519,Straße::N,stradă,റോഡ്
520,Dorf::N,sat,ഗ്രാമം
521,Stadt::N,oraș,നഗരം
522,Brief::N,scrisoare,കത്ത്
523,Buch::N,carte,പുസ്തകം
524,Buchstabe::N,literă,അക്ഷരം
525,Buchstabe::N,caracter,അക്ഷരം
526,Zeitung::N,ziar,വർത്തമാനപത്രം
527,Zeitung::N,gazetă,വർത്തമാനപത്രം
528,Leben::N,viață,ജീവൻ
529,Tod::N,moarte,മരണം
530,Grab::N,groapă,ശവക്കുഴി
531,Grab::N,mormânt,ശവക്കുഴി
532,Kirche::N,biserică,പള്ളി
533,Sünde::N,păcat,പാപം
534,Gott::N,zeu,ദൈവം
535,Arbeiter::N,muncitor,ജോലിക്കാരൻ
536,Chef::N,șef,മേധാവി
537,Meister::N,meșter,യജമാനൻ
538,Meister::N,maestru,യജമാനൻ
539,Arzt::N,medic,ഡോക്ടർ
540,Arzt::N,doctor,ഡോക്ടർ
541,Lehrer::N,profesor,അധ്യാപകൻ
542,Lehrer::N,învățător,അധ്യാപകൻ
543,Geld::N,bani,പണം
544,Geld::N,parale,പണം
545,Geschäft::N,treabă,ബിസിനസ്
546,Geschäft::N,afacere,ബിസിനസ്
547,Laden::N,magazin,കട
548,Laden::N,prăvălie,കട
549,Preis::N,preț,വില
550,Ware::N,marfă,ചരക്ക്
551,Nutzen::N,folos,ലാഭം
552,Nutzen::N,profit,ലാഭം
553,Reichtum::N,avuție,ധനം
554,Reichtum::N,bogăție,ധനം
555,Welt::N,lume,ലോകം
556,Land::N,țară,രാജ്യം
557,Staat::N,stat,രാജ്യം
558,König::N,rege,രാജാവ്
559,Macht::N,putere,അധികാരം
560,Macht::N,putință,അധികാരം
561,Grenze::N,hotar,അതിർത്തി
562,Grenze::N,graniță,അതിർത്തി
563,Grenze::N,frontieră,അതിർത്തി
564,Krieg::N,război,യുദ്ധം
565,Feind::N,dușman,ശത്രു
566,Gewalt::N,violență,അക്രമം
567,Kampf::N,luptă,പോരാട്ടം
568,Bogen[Waffe]::N,arc,വില്ല്
569,Pfeil::N,săgeată,അമ്പ്
570,Gewehr::N,armă,തോക്ക്
571,Gewehr::N,pușcă,തോക്ക്
572,Fehler::N,eroare,പിശക്
573,Fehler::N,greșeală,പിശക്
574,Lüge::N,minciună,കള്ളം
575,Schaden::N,daună,കേടുപാട്
576,Schaden::N,pagubă,കേടുപാട്
577,Unglück::N,nenorocire,ദൌർഭാഗ്യം
578,Schuld::N,vină,തെറ്റ്
579,Alter::N,etate,വയസ്സ്
580,Alter::N,vârstă,വയസ്സ്
581,Schluss::N,sfârșit,നിഗമനം
582,Zeit::N,timp,സമയം
583,Zeit::N,vreme,സമയം
584,Tag::N,zi,ദിവസം
585,Morgen::N,dimineață,പ്രഭാതം
586,Mittag::N,prânz,ഉച്ച
587,Mittag::N,amiază,ഉച്ച
588,Abend::N,seară,സായാഹ്നം
589,Nacht::N,noapte,രാത്രി
590,Woche::N,săptămână,ആഴ്ച
591,Monat::N,lună,മാസം
592,Jahr::N,an,വർഷം
593,Frühling::N,primăvară,വസന്തം
594,Sommer::N,vară,വേനൽ
595,Herbst::N,toamnă,ശരത്കാലം
596,Winter::N,iarnă,ശൈത്യം
597,Januar::N,ianuarie,ജനുവരി
598,Februar::N,februarie,ഫെബ്രുവരി
599,März::N,martie,മാർച്ച്
600,April::N,aprilie,ഏപ്രിൾ മാസം
601,Mai::N,mai,മെയ് മാസം
602,Juni::N,iunie,ജൂൺ
603,Juli::N,iulie,ജൂലൈ
604,August::N,august,ആഗസ്റ്റ്
605,September::N,septembrie,സെപ്തംബർ
606,Oktober::N,octombrie,ഒക്ടോബർ
607,November::N,noiembrie,നവംബർ
608,Dezember::N,decembrie,ഡിസംബർ
609,Montag::N,luni,തിങ്കളാഴ്ച
610,Dienstag::N,marți,ചൊവ്വ
611,Mittwoch::N,miercuri,ബുധനാഴ്ച
612,Donnerstag::N,joi,വ്യാഴാഴ്ച
613,Freitag::N,vineri,വെള്ളിയാഴ്ച
614,Samstag::N,sâmbătă,ശനിയാഴ്ച
615,Sonntag::N,duminică,ഞായറാഴ്ച
616,groß::A,mare,വലിയ
617,klein::A,mic,ചെറിയ
618,lang::A,lung,നീണ്ട
619,kurz::A,scurt,ഹ്രസ്വമായ
620,breit::A,lat,വിശാലമായ
621,breit::A,larg,വിശാലമായ
622,schmal::A,strâmt,ഇടുങ്ങിയ
623,dicht::A,des,നിബിഡമായ
624,dick[Gegenstand]::A,gros,തടിച്ച
625,dünn::A,subțire,മെലിഞ്ഞ
626,fein::A,fin,നേർത്ത
627,fein::A,subțire,നേർത്ത
628,fest::A,tare,ഉറപ്പുള്ള
629,fest::A,solid,ഉറപ്പുള്ള
630,flach::A,șes,പരന്ന
631,flach::A,plan,പരന്ന
632,glatt::A,lins,മിനുസമുള്ള
633,hart::A,dur,കട്ടിയുള്ള
634,weich::A,moale,മൃദുവായ
635,rund::A,rotund,വട്ടത്തിലുള്ള
636,rund::A,circular,വട്ടത്തിലുള്ള
637,spitz::A,ascuțit,മുനയുള്ള
638,scharf::A,tăios,മൂർച്ചയുള്ള
639,scharf::A,ascuțit,മൂർച്ചയുള്ള
640,stumpf::A,tocit,തുറന്നടിക്കുന്ന
641,schwer::A,greu,ഭാരമുള്ള
642,schön::A,frumos,മനോഹരമായ
643,heiß::A,cald,ചൂടുള്ള
644,heiß::A,fierbinte,ചൂടുള്ള
645,warm::A,cald,ചൂടുള്ള
646,warm::A,fierbinte,ചൂടുള്ള
647,kalt::A,rece,തണുത്ത
648,kühl::A,rece,തണുപ്പുള്ള
649,kühl::A,răcoros,തണുപ്പുള്ള
650,frisch::A,răcoros,ശുദ്ധമായ
651,frisch::A,proaspăt,ശുദ്ധമായ
652,feucht::A,umed,ഈറനുള്ള
