,Concept_ID,ro,ml
1215,belästigen::V,importuna,മെനക്കെടുക
1216,verbergen::V,ascunde,മറയ്ക്കുക
1217,verbergen::V,ascunde,ഒളിക്കുക
1218,täuschen::V,amăgi,കബളിപ്പിക്കുക
1219,betrügen::V,înșela,ചതിക്കുക
1220,töten::V,omorî,കൊല്ലുക
1221,wohnen::V,sta,താമസിക്കുക
1222,wohnen::V,locui,താമസിക്കുക
1223,arbeiten::V,lucra,ജോലിചെയ്യുക
1224,sammeln::V,aduna,സഞ്ചയിക്കുക
1225,sammeln::V,colecționa,സഞ്ചയിക്കുക
1226,pflücken::V,culege,പറിച്ചെടുക്കുക
1227,jagen::V,vâna,വേട്ടയാടുക
1228,fischen::V,pescui,മീൻ പിടിക്കുക
1229,fassen::V,prinde,പിടിക്കുക
1230,hüten::V,paște,ചേർക്കുക
1231,treiben::V,mână,വാഹനം_ഓടിക്കുക
1232,anbinden::V,lega,കെട്ടിയിടുക
1233,füttern::V,da de mâncare,തീറ്റുക
1234,melken::V,mulge,പാലുകറക്കുക
1235,hacken::V,toca,വെട്ടിമുറിക്കുക
1236,hacken::V,sparge,വെട്ടിമുറിക്കുക
1237,gießen::V,uda,നനയ്ക്കുക
1238,reifen::V,pârgui,പാകമാകുക
1239,zubereiten::V,găti,പാചകം_ചെയ്യുക
1240,kochen::V,găti,വേവിക്കുക
1241,backen::V,coace,ബേക്ക് ചെയ്യുക
1242,braten::V,coace,പോരിക്കുക
1243,umrühren::V,mesteca,ഇളക്കുക
1244,stricken::V,împleti,മെടയുക
1245,nähen::V,coase,തുന്നുക
1246,färben::V,vopsi,ചായം പൂശുക
1247,färben::V,colora,ചായം പൂശുക
1248,reinigen::V,curăți,വൃത്തിയാക്കുക
1249,waschen::V,spăla,കഴുകുക
1250,abwischen::V,șterge,തുടയ്ക്കുക
1251,spülen::V,clăti,കഴുകുക
1252,fegen::V,mătura,അടിച്ചുവാരുക
1253,kehren::V,mătura,അടിച്ചുവാരുക
1254,baden::V,se scălda,നീന്തിത്തുടിക്കുക
1255,sich waschen::V,se spăla,കഴുകുക
1256,ausziehen::V,și scoate,ഇഴുക്കുക
1257,anziehen::V,îmbrăca,ഉടുക്കുക
1258,sich anziehen::V,se îmbrăca,ധരിച്ച നേടുകയുക
1259,kämmen::V,pieptăna,മുടിചീകുക
1260,schmücken::V,împodobi,അലങ്കരിക്കുക
1261,sagen::V,zice,പറയുക
1262,sagen::V,spune,പറയുക
1263,sprechen::V,vorbi,സംസാരിക്കുക
1264,reden::V,vorbi,സംസാരിക്കുക
1265,reden::V,discuta,സംസാരിക്കുക
1266,sich unterhalten::V,conversa,നർമ്മസല്ലാപം നടത്തുക
1267,sich unterhalten::V,sta de vorbă,നർമ്മസല്ലാപം നടത്തുക
1268,fragen::V,întreba,ചോദിക്കുക
1269,bitten::V,ruga,അപേക്ഷിക്കുക
1270,erzählen::V,spune,പറയുക
1271,erzählen::V,povesti,പറയുക
1272,mitteilen::V,comunica,അറിയിക്കുക
1273,mitteilen::V,înștiința,അറിയിക്കുക
1274,nennen::V,numi,പേരിടുക
1275,nennen::V,chema,പേരിടുക
1276,rufen::V,chema,വിളിക്കുക
1277,prahlen::V,se făli,പൊങ്ങച്ചം പറയുക
1278,übersetzen::V,traduce,പരിഭാഷപ്പെടുത്തുക
1279,denken::V,gândi,ചിന്തിക്കുക
1280,glauben::V,crede,വിശ്വസിക്കുക
1281,bemerken::V,observa,ശ്രദ്ധിക്കുക
1282,erkennen::V,cunoaște,തിരിചറിയുക
1283,erkennen::V,recunoaște,തിരിചറിയുക
1284,begreifen::V,pricepe,കൈപ്പിടിയിലാക്കുക
1285,begreifen::V,înțelege,കൈപ്പിടിയിലാക്കുക
1286,verstehen::V,înțelege,മനസ്സിലാക്കുക
1287,lernen::V,învăța,പഠിക്കുക
1288,wissen::V,ști,അറിയുക
1289,sich erinnern an::V,a-și aminti de,ഓർമിക്കുക
1290,vergessen::V,uita,മറക്കുക
1291,messen::V,măsura,അളക്കുക
1292,zählen::V,număra,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1293,rechnen::V,calcula,ഗണിക്കുക
1294,lesen::V,citi,വായിക്കുക
1295,malen::V,picta,ചിത്രം വരയ്ക്കുക
1296,zeichnen::V,desena,വരയ്ക്കുക
1297,schreiben::V,scrie,എഴുതുക
1298,besitzen::V,avea,സ്വന്തമാക്കുക
1299,besitzen::V,poseda,സ്വന്തമാക്കുക
1300,kaufen::V,cumpăra,വാങ്ങുക
1301,verkaufen::V,vinde,വിൽക്കുക
1302,bezahlen::V,plăti,പരിഹാരം ചെയ്യുക
1303,bezahlen::V,achita,പരിഹാരം ചെയ്യുക
1304,zahlen::V,plăti,പണം അടയ്ക്കുക
1305,beherrschen::V,stăpâni,ഭരിക്കുക
1306,ertragen::V,răbda,താങ്ങുക
1307,ertragen::V,suporta,താങ്ങുക
