,Concept_ID,tr,pt
233,Schale::N,kabuk,casca
234,Grube::N,çukur,cova
235,Grube::N,çukur,fossa
236,Falle::N,tuzak,armadilha
237,Schlinge::N,ilmik,laço
238,Spur::N,iz,pista
239,Spur::N,iz,vestígio
240,Asche::N,kül,cinza
241,Dreck::N,pislik,sujidade
242,Eisen::N,demir,ferro
243,Gold::N,altın,ouro
244,Silber::N,gümüş,prata
245,Kohle::N,kömür,carvão
246,Glas::N,cam,vidro
247,Lehm::N,balçık,barro
248,Lehm::N,balçık,argila
249,Sand::N,kum,areia
250,Mensch::N,insan,homem
251,Mensch::N,insan,pessoa
252,Mann::N,adam,homem
253,Mann::N,erkek,homem
254,Frau::N,bayan,mulher
255,Kind::N,çocuk,filho
256,Kind::N,çocuk,criança
257,Junge::N,erkek çocuk,rapaz
258,Junge::N,erkek çocuk,menino
259,Mädchen::N,kız,menina
260,Mädchen::N,kız,rapariga
261,Familie::N,aile,família
262,Großvater::N,dede,avô
263,Großvater::N,büyükbaba,avô
264,Großmutter::N,nine,avó
265,Großmutter::N,büyükanne,avó
266,Eltern::N,ebeveyn,pais
267,Eltern::N,ana baba,pais
268,Vater::N,ata,pai
269,Vater::N,baba,pai
270,Mutter::N,ana,mãe
271,Mutter::N,anne,mãe
272,Sohn::N,oğul,filho
273,Tochter::N,kız,filha
274,Tochter::N,kız evlât,filha
275,Bruder::N,abi,irmão
276,Bruder::N,erkek kardeş,irmão
277,Schwester::N,abla,irmã
278,Schwester::N,kız kardeş,irmã
279,Onkel::N,dayı,tio
280,Tante::N,hala,tia
281,Tante::N,teyze,tia
282,Ehemann::N,koca,esposo
283,Ehefrau::N,karı,esposa
284,Freude::N,neşe,prazer
285,Freude::N,neşe,alegria
286,Freude::N,sevinç,prazer
287,Freude::N,sevinç,alegria
288,Gelächter::N,gülme,risada
289,Gelächter::N,gülme,gargalhada
290,Gelächter::N,kahkaha,risada
291,Gelächter::N,kahkaha,gargalhada
292,Glück::N,mutluluk,felicidade
293,Kummer::N,dert,aflição
294,Kummer::N,dert,desgosto
295,Kummer::N,keder,aflição
296,Kummer::N,keder,desgosto
297,Wunsch::N,arzu,desejo
298,Wunsch::N,istek,desejo
299,Lust::N,arzu,vontade
300,Lust::N,heves,vontade
301,Geist::N,tin,mente
302,Geist::N,tin,espírito
303,Gedanke::N,fikir,ideia
304,Gedanke::N,fikir,pensamento
305,Gedanke::N,düşünce,ideia
306,Gedanke::N,düşünce,pensamento
307,Gedächtnis::N,bellek,memória
308,Verstand::N,zekâ,razão
309,Verstand::N,zekâ,inteligência
310,Sinn::N,anlam,sentido
311,Sinn::N,anlam,significado
312,Grund::N,sebep,causa
313,Grund::N,sebep,motivo
314,Wahrheit::N,doğruluk,verdade
315,Wahrheit::N,gerçeklik,verdade
316,Gespräch::N,görüşme,conversa
317,Gespräch::N,görüşme,conversação
318,Märchen::N,masal,conto
319,Erzählung::N,öykü,conto
320,Erzählung::N,öykü,narrativa
321,Erzählung::N,hikâye,conto
322,Erzählung::N,hikâye,narrativa
323,Nachricht::N,haber,mensagem
324,Neuigkeit::N,haber,notícia
325,Neuigkeit::N,haber,novidade
326,Name::N,ad,nome
327,Name::N,isim,nome
328,Rätsel::N,bilmece,adivinha
329,Rede::N,söylev,oração
330,Rede::N,söylev,discurso
331,Rede::N,konuşma,oração
332,Rede::N,konuşma,discurso
333,Sprache::N,dil,língua
334,Sprache::N,lisan,língua
335,Stimme::N,ses,voz
336,Wort::N,kelime,palavra
337,Zeichen::N,işaret,marca
338,Ruf::N,çağırma,grito
339,Ruf::N,çağırma,chamada
340,Lärm::N,şamata,ruído
341,Lärm::N,şamata,barulho
342,Lärm::N,gürültü,ruído
343,Lärm::N,gürültü,barulho
344,Laut::N,ses,som
345,Ton::N,ses,tom
346,Lied::N,türkü,canção
347,Ruhe::N,sakinlik,calma
348,Ruhe::N,sakinlik,silêncio
349,Leute::N,halk,gente
350,Leute::N,halk,pessoas
351,Leute::N,insanlar,gente
352,Leute::N,insanlar,pessoas
353,Volk::N,ulus,povo
354,Volk::N,ulus,nação
355,Volk::N,millet,povo
356,Volk::N,millet,nação
357,Arbeit::N,iş,trabalho
358,Arbeit::N,çalışma,trabalho
359,Gast::N,konuk,hóspede
360,Gast::N,konuk,convidado
361,Gast::N,misafir,hóspede
362,Gast::N,misafir,convidado
363,Geschenk::N,hediye,prenda
364,Geschenk::N,hediye,presente
365,Geschenk::N,armağan,prenda
366,Geschenk::N,armağan,presente
367,Spiel::N,oyun,jogo
368,Gesellschaft::N,çevre,companhia
369,Gesellschaft::N,arkadaşlık,companhia
370,Hilfe::N,yardım,ajuda
371,Hilfe::N,yardım,socorro
372,Freund::N,dost,amigo
373,Freund::N,arkadaş,amigo
374,Kamerad::N,arkadaş,camarada
375,Angelegenheit::N,iş,assunto
376,Angelegenheit::N,husus,assunto
377,Anzahl::N,sayı,número
378,Anzahl::N,sayı,quantidade
379,Art::N,çeşit,tipo
380,Art::N,çeşit,espécie
381,Stück::N,tane,pedaço
382,Stück::N,parça,pedaço
383,Teil::N,kısım,peça
384,Teil::N,kısım,parte
385,Hälfte::N,yarı,metade
386,Kreis::N,daire,círculo
387,Kreuz::N,haç,cruz
388,Linie::N,hat,linha
389,Linie::N,çizgi,linha
390,Strich::N,çizgi,traço
391,Abstand::N,aralık,distância
392,Entfernung::N,mesafe,distância
393,Entfernung::N,uzaklık,distância
394,Gegend::N,yöre,área
395,Gegend::N,yöre,região
396,Platz::N,yer,lugar
397,Ort::N,yer,sítio
398,Seite::N,yan,lado
399,Seite::N,taraf,lado
400,Mitte::N,orta,meio
401,Mitte::N,merkez,meio
402,Gegenstand::N,şey,objecto
403,Sache::N,iş,coisa
404,Sache::N,şey,coisa
405,Rand::N,kenar,bordo
406,Rand::N,kenar,margem
407,Kante::N,kenar,borda
408,Kante::N,kenar,aresta
409,Ecke::N,köşe,esquina
410,Spitze::N,uç,ponta
411,Spitze::N,baş,ponta
412,Ende::N,uç,cabo
413,Ende::N,uç,extremo
414,Loch::N,oyuk,furo
415,Loch::N,oyuk,buraco
416,Loch::N,delik,furo
417,Loch::N,delik,buraco
418,Winkel::N,köşe,canto
419,Winkel::N,köşe,ângulo
420,Muster::N,örnek,padrão
421,Muster::N,örnek,desenho
422,Größe::N,büyüklük,tamanho
423,Länge::N,uzunluk,comprimento
424,Höhe::N,yükseklik,altura
425,Höhe::N,yükseklik,altitude
426,Gewicht::N,ağırlık,peso
427,Menge::N,miktar,quantidade
428,Haufen::N,küme,pilha
429,Haufen::N,yığın,pilha
430,Reihe::N,sıra,fila
431,Boot::N,kayık,barco
432,Boot::N,sandal,barco
433,Ruder::N,kürek,remo
434,Schlitten::N,kızak,trenó
435,Ski::N,kayak,esqui
436,Lagerfeuer::N,kamp ateşi,fogueira
437,Last::N,yük,carga
438,Gang::N,gidiş,curso
439,Gang::N,gidiş,caminhada
440,Gang::N,yürüyüş,curso
441,Gang::N,yürüyüş,caminhada
442,Schritt::N,adım,passo
443,Norden::N,kuzey,norte
444,Süden::N,güney,sul
445,Westen::N,batı,oeste
446,Westen::N,batı,ocidente
447,Osten::N,doğu,este
448,Osten::N,doğu,leste
449,Osten::N,doğu,oriente
450,Holz::N,ağaç,madeira
451,Holz::N,tahta,madeira
452,Brett::N,tahta,tábua
453,Brett::N,tahta,prancha
454,Platte::N,levha,laje
455,Platte::N,levha,chapa
456,Stütze::N,dayak,apoio
457,Stütze::N,dayak,suporte
458,Stütze::N,destek,apoio
459,Stütze::N,destek,suporte
460,Stange::N,çubuk,vara
461,Stange::N,çubuk,barra
462,Stock::N,sopa,pau
463,Stock::N,sopa,bengala
464,Stock::N,değnek,pau
465,Stock::N,değnek,bengala
466,Stab::N,sırık,bastão
467,Stab::N,baston,bastão
468,Rohr::N,boru,cano
469,Haus::N,ev,casa
470,Heim::N,ev,lar
471,Heim::N,ev,casa
472,Heim::N,yurt,lar
473,Heim::N,yurt,casa
474,Ofen::N,soba,estufa
475,Ofen::N,soba,aquecedor
476,Fußboden::N,taban,piso
477,Fußboden::N,döşeme,piso
478,Tisch::N,masa,mesa
479,Stuhl::N,iskemle,cadeira
480,Stuhl::N,sandalye,cadeira
481,Wiege::N,beşik,berço
482,Bett::N,yatak,cama
483,Regal::N,raf,estante
484,Regal::N,raf,prateleira
485,Kiste::N,sandık,caixa
486,Fenster::N,pencere,janela
487,Tür::N,kapı,porta
488,Tor::N,kapı,portão
489,Zaun::N,çit,cerca
490,Zaun::N,çit,vedação
491,Dach::N,dam,telhado
492,Dach::N,çatı,telhado
493,Leiter::N,merdiven,escada
494,Leiter::N,merdiven,escada móvel
495,Besen::N,süpürge,vassoura
496,Spaten::N,bel,pá
497,Schaufel::N,kürek,pá
498,Gabel::N,çatal,garfo
499,Löffel::N,kaşık,colher
500,Messer::N,bıçak,faca
501,Nagel::N,çivi,cravo
502,Netz::N,ağ,rede
503,Haken::N,çengel,gancho
504,Griff::N,kulp,asa
505,Griff::N,kulp,cabo
506,Griff::N,tutamak,asa
507,Griff::N,tutamak,cabo
508,Schloss::N,kilit,fechadura
509,Bild::N,imaj,imagem
510,Bild::N,resim,imagem
511,Figur::N,şekil,figura
512,Figur::N,heykel,figura
513,Puppe::N,kukla,boneca
514,Beutel::N,kese,saco
515,Beutel::N,kese,bolsa
516,Beutel::N,torba,saco
517,Beutel::N,torba,bolsa
518,Bündel::N,deste,fardo
519,Tasche::N,çanta,saco
520,Tasche::N,çanta,bolso
521,Eimer::N,kova,balde
522,Deckel::N,kapak,tampa
523,Geschirr::N,kap kacak,louça
524,Sack::N,torba,saca
525,Tasse::N,fincan,chávena
526,Topf::N,tencere,tacho
527,Topf::N,tencere,panela
528,Kessel::N,kazan,caldeira
529,Essen::N,yemek,refeição
530,Nahrung::N,gıda,comida
531,Nahrung::N,gıda,alimento
532,Nahrung::N,besin,comida
533,Nahrung::N,besin,alimento
534,Speise::N,yemek,prato
535,Fleisch::N,et,carne
536,Getreide::N,tahıl,cereais
537,Getreide::N,hububat,cereais
538,Brei::N,ezme,puré
539,Brot::N,ekmek,pão
540,Scheibe::N,dilim,fatia
541,Fett::N,yağ,banha
542,Fett::N,yağ,gordura
543,Butter::N,tereyağı,manteiga
544,Öl::N,yağ,azeite
545,Öl::N,akar yağ,azeite
546,Salz::N,tuz,sal
547,Suppe::N,çorba,sopa
548,Suppe::N,çorba,caldo
549,Honig::N,bal,mel
550,Milch::N,süt,leite
551,Tee::N,çay,chá
552,Leder::N,deri,couro
553,Leder::N,meşin,couro
554,Wolle::N,yün,lã
555,Stoff::N,kumaş,pano
556,Stoff::N,kumaş,tecido
557,Nadel::N,iğne,agulha
558,Faden::N,tire,fio
559,Faden::N,iplik,fio
560,Knopf::N,düğme,botão
561,Knoten::N,düğüm,nó
562,Farbe::N,boya,corante
563,Kleidung::N,giyim,roupa
564,Kleidung::N,giyim,vestuário
565,Hemd::N,gömlek,camisa
566,Kragen::N,yaka,gola
567,Ärmel::N,yen,manga
568,Ärmel::N,elbise kolu,manga
569,Hose::N,pantolon,calça
570,Gürtel::N,kuşak,cinto
571,Mütze::N,bere,boné
572,Mütze::N,bere,barrete
573,Mütze::N,kasket,boné
574,Mütze::N,kasket,barrete
575,Schuh::N,kundura,sapato
576,Schuh::N,ayakkabı,sapato
577,Stiefel::N,çizme,bota
578,Ring::N,yüzük,anel
579,Band::N,bağ,fita
580,Band::N,bağ,faixa
581,Band::N,şerit,fita
582,Band::N,şerit,faixa
583,Kamm::N,tarak,pente
584,Spiegel::N,ayna,espelho
585,Riemen::N,kayış,correia
586,Schnur::N,ip,corda
587,Schnur::N,ip,cordel
588,Schnur::N,sicim,corda
589,Schnur::N,sicim,cordel
590,Leine::N,kayış,trela
591,Decke::N,örtü,cobertor
592,Decke::N,yorgan,cobertor
593,Kissen::N,yastık,almofada
594,Tuch::N,bez,pano
595,Handtuch::N,havlu,toalha
596,Kraft::N,güç,força
597,Kraft::N,kuvvet,força
598,Stärke::N,kuvvet,força
599,Gesundheit::N,sağlık,saúde
600,Krankheit::N,hastalık,doença
601,Krankheit::N,hastalık,enfermidade
602,Schmerz::N,ağrı,dor
603,Schmerz::N,sancı,dor
604,Wunde::N,yara,chaga
605,Wunde::N,yara,ferida
606,Fieber::N,ateş,febre
607,Arznei::N,ilâç,remédio
608,Brücke::N,köprü,ponte
609,Brunnen::N,kuyu,poço
610,Brunnen::N,çeşme,poço
611,Weide::N,otlak,pastagem
612,Pfad::N,patika,senda
613,Pfad::N,patika,trilho
614,Pfad::N,keçiyolu,senda
615,Pfad::N,keçiyolu,trilho
616,Weg::N,yol,caminho
617,Straße::N,yol,via
618,Straße::N,yol,estrada
619,Straße::N,cadde,via
620,Straße::N,cadde,estrada
621,Dorf::N,köy,aldeia
622,Stadt::N,kent,cidade
623,Stadt::N,şehir,cidade
624,Brief::N,mektup,carta
625,Buch::N,kitap,livro
626,Buchstabe::N,harf,letra
627,Zeitung::N,gazete,jornal
628,Leben::N,hayat,vida
629,Tod::N,ölüm,morte
630,Grab::N,kabir,túmulo
631,Grab::N,kabir,sepultura
632,Kirche::N,kilise,igreja
633,Sünde::N,günah,pecado
634,Gott::N,tanrı,deus
635,Arbeiter::N,işçi,operário
636,Arbeiter::N,işçi,trabalhador
637,Chef::N,şef,chefe
638,Chef::N,şef,patrão
639,Chef::N,müdür,chefe
640,Chef::N,müdür,patrão
641,Meister::N,usta,mestre
642,Arzt::N,hekim,médico
643,Arzt::N,doktor,médico
644,Lehrer::N,hoca,professor
645,Lehrer::N,öğretmen,professor
646,Geld::N,para,dinheiro
647,Geschäft::N,ticaret,negócio
648,Laden::N,dükkân,loja
649,Preis::N,fiyat,preço
650,Ware::N,mal,mercadoria
651,Nutzen::N,fayda,proveito
652,Reichtum::N,servet,riqueza
653,Reichtum::N,zenginlik,riqueza
654,Welt::N,dünya,mundo
655,Land::N,ülke,país
656,Staat::N,devlet,Estado
657,König::N,kral,rei
658,Macht::N,kudret,poder
659,Macht::N,kudret,potência
660,Macht::N,iktidar,poder
661,Macht::N,iktidar,potência
662,Grenze::N,had,fronteira
663,Grenze::N,sınır,fronteira
664,Krieg::N,savaş,guerra
665,Feind::N,düşman,inimigo
666,Gewalt::N,zor,violência
667,Gewalt::N,cebir,violência
668,Kampf::N,savaş,luta
669,Kampf::N,savaş,combate
670,Bogen[Waffe]::N,yay,arco
671,Pfeil::N,ok,seta
672,Pfeil::N,ok,flecha
673,Gewehr::N,tüfek,espingarda
674,Fehler::N,hata,erro
675,Fehler::N,hata,falha
676,Fehler::N,yanlış,erro
677,Fehler::N,yanlış,falha
678,Lüge::N,yalan,mentira
679,Schaden::N,zarar,dano
680,Schaden::N,zarar,estrago
681,Unglück::N,felâket,desgraça
682,Unglück::N,talihsizlik,desgraça
683,Schuld::N,suç,culpa
684,Schuld::N,kabahat,culpa
685,Alter::N,yaş,idade
686,Schluss::N,son,fim
687,Zeit::N,zaman,tempo
688,Tag::N,gün,dia
689,Morgen::N,sabah,manhã
690,Mittag::N,öğle,meio-dia
691,Abend::N,akşam,noite
692,Abend::N,akşam,tardinha
693,Nacht::N,gece,noite
694,Woche::N,hafta,semana
695,Monat::N,ay,mês
696,Jahr::N,yıl,ano
697,Jahr::N,sene,ano
698,Frühling::N,ilkbahar,primavera
699,Sommer::N,yaz,verão
700,Herbst::N,güz,outono
701,Herbst::N,sonbahar,outono
702,Winter::N,kış,inverno
703,Januar::N,ocak,Janeiro
704,Februar::N,şubat,Fevereiro
705,März::N,mart,Março
706,April::N,nisan,Abril
707,Mai::N,mayıs,Maio
708,Juni::N,haziran,Junho
709,Juli::N,temmuz,Julho
710,August::N,ağustos,Agosto
711,September::N,eylül,Setembro
712,Oktober::N,ekim,Outubro
713,November::N,kasım,Novembro
714,Dezember::N,aralık,Dezembro
715,Montag::N,pazartesi,segunda-feira
716,Dienstag::N,salı,terça-feira
717,Mittwoch::N,çarşamba,quarta-feira
718,Donnerstag::N,perşembe,quinta-feira
719,Freitag::N,cuma,sexta-feira
720,Samstag::N,cumartesi,sábado
721,Sonntag::N,pazar,domingo
722,groß::A,büyük,grande
723,klein::A,ufak,pequeno
724,klein::A,küçük,pequeno
725,lang::A,uzun,comprido
726,kurz::A,kısa,curto
727,breit::A,enli,largo
728,breit::A,geniş,largo
729,schmal::A,dar,estreito
730,dicht::A,sık,denso
731,dicht::A,yoğun,denso
732,dick[Gegenstand]::A,kalın,grosso
733,dick[Gegenstand]::A,iri,grosso
734,dünn::A,ince,delgado
735,fein::A,ince,fino
736,fein::A,ince,subtil
737,fein::A,narin,fino
738,fein::A,narin,subtil
739,fest::A,sabit,firme
740,fest::A,sabit,sólido
741,fest::A,sağlam,firme
742,fest::A,sağlam,sólido
743,flach::A,düz,plano
744,flach::A,yassı,plano
745,glatt::A,düz,liso
746,hart::A,katı,duro
747,weich::A,yumuşak,mole
748,rund::A,yuvarlak,redondo
749,spitz::A,sivri,agudo
750,scharf::A,keskin,afiado
751,stumpf::A,kör,rombo
752,schwer::A,ağır,pesado
753,schön::A,güzel,belo
754,schön::A,güzel,bonito
755,heiß::A,kızgın,quente
756,warm::A,sıcak,quente
757,kalt::A,soğuk,frio
758,kühl::A,serin,fresco
759,frisch::A,taze,fresco
760,feucht::A,nemli,húmido
761,feucht::A,rutubetli,húmido
762,nass::A,yaş,molhado
763,nass::A,ıslak,molhado
764,trocken::A,kuru,seco
765,voll::A,dolu,cheio
766,voll::A,dolmuş,cheio
767,leer::A,boş,vazio
768,offen::A,açık,aberto
769,geschlossen::A,kapalı,fechado
770,sauber::A,pak,limpo
771,sauber::A,temiz,limpo
772,schmutzig::A,pis,sujo
773,schmutzig::A,kirli,sujo
774,roh::A,çiğ,cru
775,reif::A,olgun,maduro
776,lecker::A,lezzetli,delicioso
777,süß::A,tatlı,doce
778,süß::A,şekerli,doce
779,bitter::A,acı,amargo
780,sauer::A,ekşi,azedo
781,hell::A,aydınlık,claro
782,dunkel::A,karanlık,escuro
783,dunkel::A,karanlık,sombrio
784,schwarz::A,kara,preto
785,schwarz::A,siyah,preto
786,weiß::A,ak,branco
787,weiß::A,beyaz,branco
788,rot::A,kırmızı,vermelho
789,gelb::A,sarı,amarelo
790,blau::A,mavi,azul
791,grün::A,yeşil,verde
792,grau::A,boz,cinzento
793,bunt::A,renkli,colorido
794,billig::A,ucuz,barato
795,teuer::A,pahalı,caro
796,wertvoll::A,değerli,valioso
797,wertvoll::A,değerli,precioso
798,blind::A,kör,cego
799,taub::A,sağır,surdo
800,kräftig::A,dinç,forte
801,kräftig::A,dinç,poderoso
802,kräftig::A,kuvvetli,forte
803,kräftig::A,kuvvetli,poderoso
804,stark::A,güçlü,forte
805,stark::A,güçlü,robusto
806,stark::A,kuvvetli,forte
807,stark::A,kuvvetli,robusto
808,schwach::A,zayıf,débil
809,schwach::A,güçsüz,débil
810,fett::A,şişman,gordo
811,schlank::A,narin,esbelto
812,hübsch::A,güzel,giro
813,hübsch::A,güzel,bonito
814,hübsch::A,sevimli,giro
815,hübsch::A,sevimli,bonito
816,böse::A,kötü,mau
817,dumm::A,aptal,parvo
818,dumm::A,aptal,estúpido
819,faul::A,tembel,preguiçoso
820,fleißig::A,çalışkan,aplicado
821,fleißig::A,çalışkan,diligente
822,geizig::A,cimri,avarento
823,klug::A,zekî,prudente
824,klug::A,zekî,inteligente
825,klug::A,akıllı,prudente
826,klug::A,akıllı,inteligente
827,geschickt::A,becerikli,hábil
828,lieb::A,sevimli,caro
829,lieb::A,sevimli,querido
830,lustig::A,neşeli,alegre
831,sanft::A,nazik,suave
832,sanft::A,nazik,brando
833,hungrig::A,aç,faminto
834,krank::A,hasta,doente
835,krank::A,hasta,enfermo
836,krank::A,rahatsız,doente
837,krank::A,rahatsız,enfermo
838,nackt::A,çıplak,nu
839,nackt::A,çıplak,despido
840,traurig::A,kederli,triste
841,traurig::A,üzüntülü,triste
842,lebendig::A,canlı,vivo
843,gut::A,iyi,bom
