,Concept_ID,mhr,uz
727,unter::PRP,йыма́лне,ostida
728,durch::PRP,вошт,bo'ylab
729,neben::PRP,вокте́н,yonida
730,zwischen::PRP,кокла́ште,orada
731,wegen::PRP,верч,sababli
732,dies::PRN,ти́де,o'sha
733,das::PRN,са́де,narigi
734,alles::PRN,чыла́,har nima
735,ich::PRN,мый,men
736,du::PRN,тый,sen
737,er::PRN,ту́до,u
738,wir::PRN,ме,biz
739,ihr::PRN,те,siz
740,sie::PRN,ну́но,ular
741,was::FPRN,мо,nima
742,wer::FPRN,кӧ,kim
743,wo::FADV,куша́н,qaerda
744,wohin::FADV,куш,qayerga
745,wohin::FADV,ку́шко,qayerga
746,wie::FADV,кузе́,qanday
747,warum::FADV,мо,nega
748,warum::FADV,мола́н,nega
749,wieviel::FNUM,куна́р,qancha
750,eins::NUM,ик,bir
751,zwei::NUM,ко́кыт,ikki
752,drei::NUM,кум,uch
753,vier::NUM,ныл,to'rt
754,fünf::NUM,вич,besh
755,sechs::NUM,куд,olti
756,sieben::NUM,шым,etti
757,acht::NUM,канда́ш,sakkiz
758,neun::NUM,инде́ш,to'qqiz
759,zehn::NUM,лу,o'n
760,elf::NUM,лати́к,o'n bir
761,zwölf::NUM,латко́к,o'n ikki
762,zwanzig::NUM,ко́ло,yigirma
763,dreißig::NUM,ку́мло,o'ttiz
764,vierzig::NUM,ны́лле,qirq
765,fünfzig::NUM,ви́тле,ällik
766,sechzig::NUM,ку́дло,oltmish
767,siebzig::NUM,шы́мле,etmish
768,achtzig::NUM,канда́шле,sakson
769,neunzig::NUM,инде́шле,to'qson
770,hundert::NUM,шӱ́дӧ,yuz
771,tausend::NUM,тӱже́м,ming
772,und::CNJ,да,va
773,und::CNJ,ден,va
774,oder::CNJ,я,yo
775,oder::CNJ,а́ле,yo
776,stehen::V,шога́ш,turmoq
777,sitzen::V,шинча́ш,o'tirmoq
778,liegen::V,кия́ш,yotmoq
779,hängen::V,кеча́ш,osilmoq
780,werden::V,лия́ш,bo'lmoq
781,passieren::V,лия́ш,bo'lib o'tmoq
782,beginnen::V,тӱҥгала́ш,boshlanmoq
783,enden::V,пыта́ш,bitmoq
784,wechseln::V,вашталта́ш,o'zgarmoq
785,aufgehen[Sonne]::V,лекта́ш,chiqmoq
786,untergehen[Sonne]::V,шинча́ш,botmoq
787,scheinen[Sonne]::V,волгалта́ш,yaraqlamoq
788,donnern::V,кӱдырта́ш,gulduramoq
789,donnern::V,сургалта́ш,gulduramoq
790,wehen::V,пуа́ш,elpimoq
791,strömen::V,шийалтара́ш,oqmoq
792,fließen::V,йога́ш,oqmoq
793,sich drehen::V,пӧрда́ш,aylanmoq
794,schwanken::V,лӱҥга́ш,qoqilmoq
795,schwanken::V,тайныла́ш,qoqilmoq
796,schwingen::V,рӱпшалта́ш,lopillamoq
797,fallen::V,воза́ш,tushmoq
798,fallen::V,йӧрла́ш,tushmoq
799,brennen::V,йӱла́ш,yonmoq
800,rauchen::V,шикша́ш,tutamoq
801,regnen::V,йӱра́ш,yomg'ir yog'moq
802,gefrieren::V,кылма́ш,muzlamoq
803,gefrieren::V,ияҥа́ш,muzlamoq
804,tauen::V,шула́ш,ärimoq
805,schmelzen::V,лева́ш,ärimoq
806,trocknen::V,кошка́ш,qurimoq
807,sieden::V,шола́ш,qaynamoq
808,faulen::V,шӱя́ш,chirimoq
809,verfaulen::V,шӱйы́н шуа́ш,chirimoq
810,reißen::V,кӱрла́ш,qayt qilmoq
811,versinken::V,пуре́н кая́ш,g'arq bo'lmoq
812,vergehen::V,эрте́н кая́ш,o'tmoq
813,erscheinen::V,толы́н лекта́ш,zuhur ätmoq
814,verschwinden::V,йома́ш,yo'qolmoq
815,sinken::V,пуча́ш,pasaymoq
816,abnehmen::V,пуча́ш,kamaymoq
817,zunehmen::V,шукема́ш,urchimoq
818,steigen::V,нӧлталта́ш,oshmoq
819,wachsen::V,кушка́ш,o'smoq
820,glänzen::V,йылгыжа́ш,porlamoq
821,funkeln::V,чолга́ш,yalt ätmoq
822,lärmen::V,рӱшка́ш,taraq ätmoq
823,läuten::V,мура́ш,jiringlamoq
824,klingeln::V,йыҥгырта́ш,jiringlamoq
825,klirren::V,чылдыртата́ш,sharaqlamoq
826,brausen::V,лӱшка́ш,vag'illamoq
827,rauschen::V,лыжга́ш,shitirlamoq
828,klingen::V,йоҥга́ш,yangramoq
829,bellen::V,опта́ш,hurmoq
830,heulen::V,урмыжа́ш,uvlamoq
831,blasen::V,пуала́ш,puflamoq
832,pfeifen::V,шӱ́шкаш,xushtak chalmoq 
833,schreien::V,кычкыра́ш,qiyqirmoq
834,stöhnen::V,йыҥыса́ш,nola qilmoq
835,zittern::V,чытыра́ш,titramoq
836,leben::V,ила́ш,yashamoq
837,geboren werden::V,шоча́ш,tug'ilmoq
838,atmen::V,шӱла́ш,nafas chiqarmoq
839,trinken::V,йӱа́ш,ichmoq
840,essen::V,кочка́ш,emoq
841,schlucken::V,нела́ш,yutmoq
842,müde werden::V,ноя́ш,horimoq
843,einschlafen::V,мале́н колта́ш,uxlab qolmoq
844,schlafen::V,мала́ш,uxlamoq
845,aufwachen::V,помыжалта́ш,uyg'onmoq
846,aufstehen::V,кынела́ш,qo'pmoq
847,sich erholen::V,кана́ш,dam olmoq
848,krank werden::V,черлане́н воза́ш,kasallanmoq
849,krank sein::V,черлане́н кия́ш,betob yotmoq
850,schmerzen::V,коршта́ш,og'rimoq
851,husten::V,кокыра́ш,yo'talmoq
852,genesen::V,тӱрла́ш,tuzalmoq
853,genesen::V,тазаҥа́ш,tuzalmoq
854,sterben::V,кола́ш,o'lmoq
855,umkommen::V,вуй йома́ш,halok bo'lmoq
856,sich bewegen::V,кошта́ш,harakat qilmoq
857,sich rühren::V,тарвана́ш,qimirlamoq
858,sich erheben::V,кынела́ш,qo'pmoq
859,sich setzen::V,шинча́ш,o'tirmoq
860,hinfallen::V,йӧрла́ш,yiqilmoq
861,laufen::V,кошта́ш,yurmoq
862,schreiten::V,ошкыла́ш,yurmoq
863,spazierengehen::V,гуля́яш,sayr ätmoq
864,eilen::V,вашка́ш,tezlamoq
865,sich beeilen::V,вашкешта́ш,shoshmoq
866,sausen::V,юлтка́ш,chopqillamoq
867,rennen::V,куржтала́ш,yugurmoq
868,springen::V,тӧршта́ш,sakramoq
869,klettern::V,кӱза́ш,yuqorilamoq
870,schaukeln::V,лӱҥгалта́ш,irg'amoq
871,kriechen::V,нушка́ш,ämaklamoq
872,schwimmen::V,ия́ш,suzmoq
873,tauchen::V,шуҥгалта́ш,chu'mmoq
874,rudern::V,удыра́ш,eshkak eshmoq
875,fahren::V,кудала́ш,haydamoq
876,fliegen::V,чоҥешта́ш,uchmoq
877,gehen::V,кая́ш,bormoq
878,weggehen::V,кораҥа́ш,ketoq
879,abfahren::V,лекта́ш,jo'namoq
880,anhalten::V,чарна́ш,to'xtamoq
881,hineingehen::V,пура́ш,kirmoq
882,eintreten::V,пура́ш,kirmoq
883,kommen::V,тола́ш,kelmoq
884,ankommen::V,шуа́ш,etib kelmoq
885,zurückkommen::V,пӧртыла́ш,qaytib kelmoq
886,bleiben::V,кода́ш,qolmoq
887,warten::V,вуча́ш,poylamoq
888,erwarten::V,вуча́ш,kutmoq
889,suchen::V,кычала́ш,izlamoq
890,finden::V,муа́ш,topmoq
891,versuchen::V,толаша́ш,chalishmoq
892,vorbereiten::V,ямдыла́ш,hozirlamoq
893,lieben::V,йӧрата́ш,sevmoq
894,mögen::V,йӧрата́ш,ardoqlamoq
895,lachen::V,воштыла́ш,kulmoq
896,rühren::V,ку́мыл тарвата́ш,ta'sirlantirmoq
897,weinen::V,шорта́ш,yig'lamoq
898,schimpfen::V,каргаша́ш,koyinmoq
899,sich ärgern::V,сыра́ш,g'azab qilmoq
900,sich fürchten::V,лӱда́ш,hurkmoq
901,fürchten::V,лӱда́ш,qo'rqmoq
902,fliehen::V,куржа́ш,qochmoq
903,flüchten::V,куржа́ш,qochmoq
904,sehen::V,ужа́ш,ko'rmoq
905,anschauen::V,онча́ш,razm solmoq
906,ansehen::V,эскера́ш,razm qilmoq
907,hören::V,кола́ш,äshitmoq
908,zuhören::V,колышта́ш,tinglamoq
909,probieren::V,тамла́ш,tatib ko'rmoq
910,riechen::V,ӱпшынча́ш,iskamoq
911,fühlen::V,шижа́ш,sezmoq
912,scheinen::V,чуча́ш,tuyilmoq
913,zu sehen sein::V,коя́ш,ko'rinmoq
914,vernehmen::V,кола́ш,äshitmoq
915,frieren::V,кылма́ш,sovuq qotmoq
916,tun::V,ышта́ш,ätmoq
917,können::V,мошта́ш,-a olmoq
918,können::V,мошта́ш,-y olmoq
919,wollen::V,тӱна́ш,istamoq
920,anfangen::V,тӱҥала́ш,boshlamoq
921,beenden::V,пытара́ш,bitirmoq
922,aufhören::V,чарна́ш,tinmoq
923,gelingen::V,сай лекта́ш,muvaffaqiyat qozonmoq
924,geraten::V,лекта́ш,bo'lmoq
925,öffnen::V,поча́ш,ochmoq
926,schließen::V,петыра́ш,yopmoq
927,stellen::V,шында́ш,qo'ymoq
928,setzen::V,шында́ш,o'tqazmoq
929,legen::V,опта́ш,yotqizmoq
930,legen::V,пышта́ш,yotqizmoq
931,berühren::V,тӱка́ш,tegmoq
932,verbinden::V,пида́ш,ulamoq
933,bedecken::V,леведа́ш,bekitmoq
934,aufhängen::V,сака́ш,ildirmoq
935,anzünden::V,чӱкта́ш,yondirmoq
936,aufheben::V,нӧлтала́ш,ko'tarmoq
937,zurücklassen::V,кода́ш,ayrilmoq
938,verlieren::V,йомдара́ш,yo'qotmoq
939,fallen lassen::V,воза́ш,tushirmoq
940,machen::V,ышта́ш,qilmoq
941,herstellen::V,ямдыла́ш,chiqarmoq
942,bauen::V,чоҥа́ш,solmoq
943,reparieren::V,ачала́ш,tuzatmoq
944,verbessern::V,саемда́ш,isloh qilmoq
945,ändern::V,весемда́ш,o'zgartirmoq
946,graben::V,кӱнча́ш,qazimoq
947,beugen::V,пӱгырта́ш,bukmoq
948,biegen::V,лывырта́ш,bukmoq
949,drehen::V,пӱтыра́ш,aylantirmoq
950,wenden::V,ирала́ш,burmoq
951,umdrehen::V,савырала́ш,ag'darmoq
952,heben::V,нӧлта́ш,yuksaltirmoq
953,hochheben::V,нӧлта́ш,ko'tarmoq
954,ergreifen::V,руалта́ш,tutamlamoq
955,halten::V,куча́ш,tutmoq
956,drücken::V,иша́ш,bosmoq
957,drücken::V,темда́ш,bosmoq
958,schieben::V,шӱкала́ш,surmoq
959,kratzen::V,удыра́ш,qashimoq
960,lecken::V,нула́ш,mijimoq
961,beißen::V,пура́ш,tishlamoq
962,abreißen::V,кӱрла́ш,emirmoq
963,abschneiden::V,пӱчка́ш,cho'rt kesmoq
964,binden::V,кылда́ш,bog'lamoq
965,stecken::V,шуралта́ш,suqmoq
966,brechen::V,тодышта́ш,sindirmoq
967,klopfen::V,кыра́ш,dukurlamoq
968,hauen::V,тӱя́ш,urmoq
969,kleben::V,клеитла́ш,yopishtirmoq
970,reiben::V,йыга́ш,surkamoq
971,reiben::V,туржала́ш,surkamoq
972,streichen::V,шӱра́ш,surkamoq
973,schleifen::V,шума́ш,qayramoq
974,schleifen::V,яна́ш,qayramoq
975,schneiden::V,пӱчка́ш,kesmoq
976,rütteln::V,рӱза́ш,chayqamoq
977,schütteln::V,почка́ш,chayqamoq
978,schwenken::V,рӱза́ш,chayqatmoq
979,schütten::V,опта́ш,quymoq
980,füllen::V,тема́ш,to'ldirmoq
981,einwickeln::V,вӱдыла́ш,chulg'amoq
982,tragen::V,нумала́ш,tashimoq
983,schleppen::V,шӱдыра́ш,sudramoq
984,ziehen::V,шупша́ш,tortmoq
985,aufbewahren::V,арала́ш,tutmoq
986,werfen::V,шуа́ш,tashlamoq
987,werfen::V,кышка́ш,tashlamoq
988,fangen::V,куча́ш,tutmoq
989,packen::V,руалта́ш,opqochmoq
990,verstecken::V,тоя́ш,yashirmoq
991,teilen::V,пӧла́ш,bo'lmoq
992,schicken::V,колта́ш,yubormoq
993,bringen::V,конда́ш,keltirmoq
994,hinzufügen::V,ешара́ш,tirkamoq
995,bekommen::V,нала́ш,olmoq
996,erhalten::V,нала́ш,olmoq
997,nehmen::V,нала́ш,olmoq
998,wählen::V,сайла́ш,saylamoq
999,auswählen::V,таҥгла́ш,saylamoq
1000,bewahren::V,сакла́ш,saqlamoq
1001,behindern::V,чаракла́ш,xalal bermoq
1002,verderben::V,пужа́ш,xazon qilmoq
1003,beschädigen::V,пужа́ш,buzmoq
1004,zerbrechen::V,пудырта́ш,sindirmoq
1005,zerreißen::V,кӱрла́ш,yirtmoq
1006,zerstören::V,шалата́ш,vayron qilmoq
1007,verbrennen::V,йӱлата́ш,kuydirmoq
1008,geben::V,пуа́ш,bermoq
1009,reichen::V,пуа́ш,bermoq
1010,schenken::V,пӧлекла́ш,sovg'a qilmoq
1011,versprechen::V,сӧра́ш,va'da bermoq
1012,wünschen::V,тылана́ш,orziqmoq
1013,loben::V,мокта́ш,maqtamoq
1014,küssen::V,шупшала́ш,o'pmoq
1015,wiegen::V,рӱпша́ш,tebratmoq
1016,zudecken::V,леведа́ш,yopmoq
1017,wecken::V,помыжалтара́ш,uyg'otmoq
1018,zeigen::V,ончыкта́ш,ko'rsatmoq
1019,führen::V,вӱда́ш,boshlik bo'lmoq
1020,lehren::V,туныкта́ш,o'rgatmoq
1021,unterrichten::V,туныкта́ш,dars bermoq
1022,aufziehen::V,орышта́ш,o'stirmoq
1023,leiten::V,вӱда́ш,boshqarmoq
1024,leiten::V,вуйлата́ш,boshqarmoq
1025,antreiben::V,поктыла́ш,shoshiltirmoq
1026,lassen::V,-та́ш,ruxsat bermoq
1027,einladen::V,ӱжа́ш,taklif kilmoq
1028,vereinigen::V,иктешла́ш,qo'shmoq
1029,besuchen::V,то́лын кая́ш,mehmonga bormoq
1030,treffen::V,вашлия́ш,duchor bo'lmoq
1031,sich versammeln::V,погына́ш,to'planmoq
1032,sich versammeln::V,чумырга́ш,to'planmoq
1033,spielen::V,мода́ш,o'ynamoq
1034,singen::V,мура́ш,yalla qilmoq
1035,tanzen::V,кушта́ш,raqs qilmoq
1036,sich trennen::V,ойырла́ш,yakkalanmoq
1037,verlassen::V,кудалта́ш,qoldirmoq
1038,retten::V,утара́ш,qutqazmoq
1039,bewachen::V,орола́ш,qo'rimoq
1040,schützen::V,арала́ш,yoniga olmoq
1041,verteidigen::V,арала́ш,yoqlamoq
1042,sich schlagen::V,кредала́ш,yoqalashmoq
1043,schießen::V,лӱя́ш,otmoq
1044,siegen::V,сеҥа́ш,engmoq
1045,ärgern::V,сырыкта́ш,jahl chiqarmoq
1046,schlagen::V,пера́ш,urmoq
1047,treten::V,тошка́ш,tepmoq
1048,stechen::V,кера́ш,qadamoq
1049,stoßen::V,шӱкала́ш,turtmoq
1050,stehlen::V,шолышта́ш,o'g'rilamoq
1051,stören::V,мешая́ш,tebratmoq
1052,belästigen::V,толаштара́ш,g'ashini keltirmoq
1053,verbergen::V,шылта́ш,berkitmoq
1054,täuschen::V,ондала́ш,aldamoq
1055,betrügen::V,ондала́ш,tirriq qilmoq
1056,töten::V,пушта́ш,o'ldirmoq
1057,wohnen::V,ила́ш,istiqomat qilmoq
1058,arbeiten::V,пашалана́ш,ishlamoq
1059,arbeiten::V,паша́м ышта́ш,ishlamoq
1060,sammeln::V,пога́ш,yig'moq
1061,pflücken::V,кӱра́ш,termoq
1062,jagen::V,сонарла́ш,ov qilmoq
1063,fischen::V,кол куча́ш,baliq ovlamoq
1064,fassen::V,куча́ш,ilinmoq
1065,hüten::V,кӱта́ш,boqtirmoq
1066,treiben::V,покта́ш,haydamoq
1067,anbinden::V,йолышта́ш,bog'lamoq
1068,füttern::V,пукша́ш,edirmoq
1069,melken::V,лӱшта́ш,sog'moq
1070,hacken::V,руа́ш,chopmoq
1071,gießen::V,шава́ш,oqizmoq
1072,reifen::V,кӱа́ш,qizarmoq
1073,zubereiten::V,ямдыла́ш,pishirmoq
1074,kochen::V,шолта́ш,qaynatmoq
1075,backen::V,кӱкташ,yopmoq
1076,braten::V,пуштыла́ш,qovurmoq
1077,braten::V,жаритла́ш,qovurmoq
1078,umrühren::V,луга́ш,atalamoq
1079,stricken::V,пида́ш,to'qimoq
1080,nähen::V,урга́ш,tikmoq
1081,färben::V,чиялта́ш,bo'yoqlamoq
1082,reinigen::V,эрыкта́ш,tozalamoq
1083,waschen::V,мушка́ш,yuvmoq
1084,abwischen::V,ӱшта́ш,surkamoq
1085,spülen::V,шӱалта́ш,chaymoq
1086,fegen::V,ӱшта́ш,cho'tkalamoq
1087,kehren::V,ӱшта́ш,supurmoq
1088,baden::V,йӱштыла́ш,cho'milmoq
1089,sich waschen::V,мушкылта́ш,yuvinmoq
1090,ausziehen::V,кудаша́ш,echintirmoq
1091,anziehen::V,чия́ш,kiymoq
1092,sich anziehen::V,чия́ш,kiyinmoq
1093,kämmen::V,шера́ш,taramoq
1094,schmücken::V,тӱзата́ш,yasatmoq
1095,schmücken::V,чеверта́ш,yasatmoq
1096,sagen::V,ойла́ш,aytmoq
1097,sagen::V,каласа́ш,aytmoq
1098,sprechen::V,кутыра́ш,so'zlamoq
1099,reden::V,мутлана́ш,gapirmoq
1100,sich unterhalten::V,кутыра́ш,suhbatlashmoq
1101,fragen::V,йода́ш,so'ramoq
1102,bitten::V,йода́ш,iltimos qilmoq
1103,erzählen::V,ойла́ш,aytib bermoq
1104,mitteilen::V,увертара́ш,bildirmoq
1105,nennen::V,лӱмда́ш,atamoq
1106,rufen::V,ӱжа́ш,chaqirmoq
1107,prahlen::V,моктана́ш,gerdaymoq
1108,übersetzen::V,кусара́ш,tarjima qilmoq
1109,denken::V,шона́ш,o'ylamoq
1110,glauben::V,ӱшана́ш,ishonmoq
1111,bemerken::V,шижа́ш,payqamoq
1112,erkennen::V,пала́ш,tanimoq
1113,begreifen::V,ыҥла́ш,tushunmoq
1114,verstehen::V,умыла́ш,anglamoq
1115,lernen::V,тунема́ш,o'qimoq
1116,wissen::V,шинча́ш,bilmoq
1117,sich erinnern an::V,шарна́ш,äsni tanimoq
1118,vergessen::V,монда́ш,unutmoq
1119,messen::V,виса́ш,o'lchamoq
1120,zählen::V,шотла́ш,raqamlamoq
1121,rechnen::V,шотла́ш,cho'tlamoq
1122,lesen::V,луда́ш,o'qimoq
1123,malen::V,сӱретла́ш,rasm solmoq
1124,zeichnen::V,сӱретла́ш,chizmoq
1125,schreiben::V,воза́ш,yozmoq
1126,besitzen::V,лия́ш,ägalamoq
1127,kaufen::V,нала́ш,olmoq
1128,verkaufen::V,ужала́ш,sotmoq
1129,bezahlen::V,тӱла́ш,to'lamoq
1130,zahlen::V,тӱла́ш,to'lamoq
1131,beherrschen::V,куча́ш,ägalamoq
1132,ertragen::V,турка́ш,chidamoq
