,Concept_ID,mrj,te
95,Sumpf::N,лӱкӹ,చిత్తడినేల
96,Moor::N,куп,చిత్తడినేల
97,Wiese::N,алык,పచ్చిక బయలు
98,Wald::N,шӹргӹ,అడవి
99,Hügel::N,пӱгӹрикӓ,చివ్నకొండ
100,Anhöhe::N,кӱкшикӓ,కొండ
101,Berg::N,кырык,పర్వతము
102,Gipfel::N,неркӓ,శిఖరము
103,Höhle::N,ы́раж,గుహ
104,Abhang::N,полом,ఏటవాలు
105,Quelle::N,вӹдсӹнзӓ,మూలము
106,Bach::N,ӓнгӹр,కాలువ
107,Fluss::N,вӹд,నది
108,Ufer::N,сир,తీరము
109,Küste::N,сир,తీరము
110,Festland::N,мӱлӓндӹ,భూమి
111,Meer::N,тангыж,సముద్రము
112,Bucht::N,вӹдъял,మరుగు
113,Insel::N,острок,దీవి
114,Blume::N,пеледӹш,పుష్పము
115,Gras::N,шуды,పచ్చగడ్డి
116,Wurzel::N,важ,వేరు
117,Baum::N,пушӓнгӹ,చెట్టు
118,Stamm::N,пушӓнгӹ тӹнг,చెట్టుబోదె
119,Rinde::N,каргыж,చెట్టుపట్ట
120,Ast::N,укш,కొమ్మ
121,Zweig::N,укш,చివుకు
122,Blatt::N,листӹ,ఆకు
123,Birke::N,куги,తరహా చెట్టు
124,Kiefer[Baum]::N,йӓктӹ,దేవదారు చెట్టు
125,Weide[Baum]::N,уа,జాతిచెట్టు
126,Tanne::N,кож,దేవదారుచెట్టు
127,Horn::N,шур,కొమ్ము
128,Feder::N,пын,ఈక
129,Fell::N,кавашты,తోలు
130,Flügel::N,шылдыр,ఱెక్క
131,Klaue::N,кӹч,వంకరగోరు
132,Kralle::N,лапа,వంకరగోరు
133,Schwanz::N,пач,తోక
134,Ei::N,мыны,గ్రుడ్డు
135,Nest::N,пӹжӓш,పక్షిగూడు
136,Bau::N,ыраж,గుహ
137,Tier::N,во́льык,జంతువు
138,Herde::N,кӹтö,మంద
139,Kuh::N,ышкал,ఆవు
140,Bulle::N,ӱшкӱж,గిత్త
141,Pferd::N,имни,గుఱ్ఱము
142,Schaf::N,шарык,గొఱ్ఱె
143,Schwein::N,сасна,పంది
144,Hund::N,пи,కుక్క
145,Katze::N,коти,పిల్లి
146,Bär::N,мöскӓ,ఎలుగుబంటి
147,Eichhörnchen::N,ур,ఉడుత
148,Elch::N,шарды,కణంజు
149,Fuchs::N,рӹвӹж,గుంటనక్క
150,Hase::N,морен,కుందేలు
151,Maus::N,каля,చిట్టెలుక
152,Wolf::N,пирӹ,తోడేలు
153,Vogel::N,кек,పక్షి
154,Schwarm::N,цуца,గుంపు
155,Huhn::N,цӹвӹ,కోడిపిల్ల
156,Hahn::N,ӓптӓн,కోడివుంజు
157,Gans::N,комбы,ఆడుబాతు
158,Adler::N,кучкыж,గ్రద్ద
159,Ente::N,лыды,పాట్టిబాతు
160,Eule::N,тымана,గ్రుడ్లగూబ
161,Kranich::N,тырня,కొంగ
162,Kranich::N,тыртня,కొంగ
163,Krähe::N,лудыгарак,కాకి
164,Kuckuck::N,куку,కోయల
165,Schwan::N,йӱксӹ,హంస
166,Fisch::N,кол,చేప
167,Barsch::N,алангы,ఒకచేఁప
168,Hecht::N,нуж,గండుమీను
169,Hecht::N,нужгол,గండుమీను
170,Schlange[Tier]::N,кӹшкы,పాము
171,Wurm::N,шукш,పురుగు
172,Spinne::N,ӓнгӹремшӹ,సాలె పురుగు
173,Ameise::N,кыткы,చీమ
174,Laus::N,ти,పేను
175,Mücke::N,кужнер,చీకటీగ
176,Mücke::N,кужынер,చీకటీగ
177,Fliege::N,шӹнгӓ,ఈగ
178,Schmetterling::N,лӹпӹ,సీతాకోకచిలుక
179,Beere::N,мöр,కాయ
180,Apfel::N,олма,ఆపిల్ పండు
181,Pilz::N,понгы,కుక్కగొడుగు
182,Zwiebel::N,охыра,నీరుల్లి
183,Saat::N,нӱшмӹ,విత్తనము
184,Saat::N,нӱшмӱ,విత్తనము
185,Korn::N,пӹрцӹ,గింజ
186,Heu::N,шуды,ఎండుగడ్డి
187,Schale::N,аваха,పొట్టు
188,Schale::N,карлангы,పొట్టు
189,Grube::N,йӓм,గొయ్యి
190,Falle::N,лӱдӹ,బోను
191,Falle::N,лӱдӹш,బోను
192,Schlinge::N,онгы,ఉరి
193,Spur::N,кишӓ,జాడ
194,Asche::N,ломых,బూడిద
195,Asche::N,ломпыж,బూడిద
196,Dreck::N,лявӹрӓ,ముఱికి
197,Eisen::N,кӹртни,ఇనుము
198,Gold::N,шöртни,బంగారము
199,Gold::N,шöртньӹ,బంగారము
200,Silber::N,ши,వెండి
201,Kohle::N,шӱ,నేలబొగ్గు
202,Glas::N,охоница,గాజు
203,Lehm::N,шун,బంకమన్ను
204,Sand::N,ошма,ఇసుక
205,Mensch::N,эдем,నరుడు
206,Mann::N,пӱэргӹ,పురుమడు
207,Frau::N,ӹдӹрӓмӓш,ఆడుది
208,Kind::N,ӓзӓ,బిడ్డ
209,Kind::N,шачшы,బిడ్డ
210,Junge::N,рвезӹ,బాలుడు
211,Junge::N,ӹрвезӹ,బాలుడు
212,Mädchen::N,ӹдӹрӓш,బాలిక
213,Familie::N,йиш,కుటుంబము
214,Familie::N,семня,కుటుంబము
215,Großvater::N,тьоти,తాత
216,Großmutter::N,папа,అయ్యమ్మ
217,Eltern::N,ӓтя-ӓвӓ,తల్లితండ్రులు
218,Vater::N,ӓтя,తండ్రి
219,Mutter::N,ӓвӓ,తల్లి
220,Sohn::N,эргӹ,కొడుకు
221,Tochter::N,ӹдӹр,కూతురు
222,Bruder::N,ӹза,పోదరుడు
223,Schwester::N,ӓкӓ,సోదరి
224,Onkel::N,кугуза,మేనమామ
225,Tante::N,куака,మేనత్త
226,Tante::N,куака,పినతల్లి
227,Ehemann::N,мары,భర్త
228,Ehefrau::N,вӓтӹ,భార్య
229,Freude::N,ӹвӹртӹмӓш,సంతోషము
230,Gelächter::N,ваштылмаш,నవ్వు
231,Glück::N,пиӓл,సంతోషము
232,Kummer::N,ясы,దుఃఖము
233,Wunsch::N,охата,కోరిక
234,Wunsch::N,шанымаш,కోరిక
235,Lust::N,шӓр,కోరిక
236,Lust::N,охата,కోరిక
237,Lust::N,шанымаш,కోరిక
238,Geist::N,тух,ఆత్మ
239,Gedanke::N,шанымаш,ఆలోచన
240,Gedächtnis::N,ӓш,జ్ఞాపకము
241,Verstand::N,ыш,మనస్సు
242,Sinn::N,кын,అర్థము
243,Grund::N,вир,కారణము
244,Wahrheit::N,тöр,సత్యము
245,Gespräch::N,хытырымаш,పంభాషణ
246,Märchen::N,ямак,అద్భుతకథ
247,Erzählung::N,шайыштмаш,కథ
248,Nachricht::N,увертӓрӹмӓш,వార్త
249,Neuigkeit::N,увер,వార్త
250,Name::N,лӹм,పేరు
251,Rätsel::N,тышты,చిక్కు
252,Rede::N,шая,ఉపన్యాసము
253,Rede::N,шамак,ఉపన్యాసము
254,Sprache::N,йӹлмӹ,భాష
255,Stimme::N,юк,కంరథ్సని
256,Wort::N,шамак,మాట
257,Zeichen::N,палӹ,గుర్తు
258,Ruf::N,сӹгӹрӹмӓш,పిలువు
259,Lärm::N,юкланымащ,సందడి
260,Laut::N,юк,ధ్వని
261,Ton::N,юк,స్వరము
262,Lied::N,мыры,పాట
263,Ruhe::N,тыр,గాలిలేమి
264,Leute::N,эдемвлӓ,జనులు
265,Volk::N,халык,జాతి
266,Arbeit::N,пӓшӓ,పని
267,Gast::N,хына,అతిధి
268,Geschenk::N,подарка,దానము
269,Spiel::N,мадыш,ఆట
270,Gesellschaft::N,йӓл,జట్టు
271,Gesellschaft::N,йӓлвлӓ,జట్టు
272,Hilfe::N,палшык,సాహాయ్యము
273,Freund::N,тӓнг,స్నేహితుడు
274,Kamerad::N,тос,చెలికాడు
275,Angelegenheit::N,дела,విషయము
276,Angelegenheit::N,йела,విషయము
277,Angelegenheit::N,йыла,విషయము
278,Angelegenheit::N,пӓшӓ,విషయము
279,Anzahl::N,шот,లెక్క
280,Art::N,цӹре,జాతి
281,Stück::N,лаштык,తునుక
282,Teil::N,пай,భాగము
283,Teil::N,часть,భాగము
284,Hälfte::N,пел,సగము
285,Kreis::N,тӹртӹш,వృత్తము
286,Kreuz::N,крестӹ,సిలువ
287,Abstand::N,ло,సందు
288,Entfernung::N,ло,దూరము
289,Gegend::N,вӓр,విస్తీర్ణము
290,Platz::N,вӓр,ఎడము
291,Ort::N,вӓр,స్థలము
292,Seite::N,öрдӹж,ప్రక్క
293,Mitte::N,ло,నడిమి
294,Gegenstand::N,хӓдӹр,పద్దు
295,Sache::N,хӓдӹр,వస్తువు
296,Rand::N,шöр,అంచు
297,Kante::N,шöр,అంచు
298,Ecke::N,лык,మూల
299,Spitze::N,вуй,మొన
300,Ende::N,вуй,కొన
301,Ende::N,мычаш,కొన
302,Loch::N,ыраж,రంధ్రము
303,Winkel::N,лык,కోణము
304,Muster::N,тӹрлец,మాదిరి
305,Größe::N,кӱкшӹц,పరిమాణము
306,Länge::N,кыт,పొడుగు
307,Höhe::N,кӱкшӹц,పొడుగు
308,Gewicht::N,нелӹц,భారము
309,Menge::N,шот,మొత్తము
310,Haufen::N,ара,రాశి
311,Reihe::N,ряд,వరుస
312,Boot::N,пыш,పడవ
313,Ruder::N,вешлӓ,అడక
314,Schlitten::N,тир,సరవండ్లు
315,Ski::N,ечӹ,స్కీ
316,Lagerfeuer::N,тыл,నెగడు
317,Last::N,нелӹц,బరువు
318,Gang::N,ход,నడక
319,Schritt::N,ашкыл,అడుగు
320,Norden::N,йыдпелвел,ఉత్తరదిక్కు
321,Süden::N,кечӹвӓлвел,దక్షిణము
322,Westen::N,кечӹ шӹцмӹ,పడమర
323,Osten::N,ирвел,తూర్పు
324,Osten::N,кечӹ лӱлтмӹ,తూర్పు
325,Holz::N,пушӓнгӹ,కొయ్య
326,Brett::N,ханга,పలక
327,Platte::N,плитӓ,పలక
328,Stütze::N,цӓрӓк,వాల్సేడ్లు
329,Stange::N,равы,స్తంభము
330,Stange::N,намаш,స్తంభము
331,Stock::N,панды,కఱ్ఱ
332,Stab::N,равы,కఱ్ఱ
333,Rohr::N,пыч,గొట్టము
334,Haus::N,пöрт,ఇల్లు
335,Heim::N,пöрт,స్వగృహము
336,Ofen::N,камака,పొయ్యి
337,Fußboden::N,седӹрӓ,నేల
338,Tisch::N,стöл,మేజా
339,Stuhl::N,пöкен,కుర్చీ
340,Wiege::N,шипкӓ,ఉయ్యాల
341,Bett::N,койка,పడక
342,Bett::N,койка,మంచం
343,Bett::N,кравать,పడక
344,Bett::N,кравать,మంచం
345,Regal::N,полицӓ,అటక
346,Kiste::N,шӱ́ндӹк,వెట్టె
347,Fenster::N,окня,కిటికి
348,Tür::N,амаса,ద్వారము
349,Tor::N,хапка,ద్వారము
350,Zaun::N,забор,కంచె
351,Dach::N,левӓш,ఇంటివైకప్పు
352,Leiter::N,ташкалтыш,నిచ్చెన
353,Besen::N,сало,చీపురుకట్ట
354,Besen::N,салко,చీపురుకట్ట
355,Spaten::N,кольмы,పాఱ
356,Schaufel::N,лоток,పాఱ
357,Gabel::N,ви́лка,ముండ్లగరిటె
358,Löffel::N,савала,గరిటె
359,Messer::N,кӹзӹ,కత్తి
360,Nagel::N,пыда,మేకు
361,Netz::N,вӓпш,వల
362,Haken::N,крӱк,కొక్కెము
363,Haken::N,кагак,కొక్కెము
364,Griff::N,кычем,పిడి
365,Schloss::N,замок,తాళము
366,Schloss::N,сыравач,తాళము
367,Bild::N,картин,చిత్రము
368,Figur::N,кӓн,రూపము
369,Puppe::N,поханя,బొమ్మ
370,Beutel::N,мешӓк,సంచి
371,Bündel::N,топ,మూట
372,Bündel::N,пидӹш,మూట
373,Bündel::N,кӹлдӹш,మూట
374,Tasche::N,сумкы,సంచి
375,Eimer::N,ведӹрӓ,చేద
376,Deckel::N,комдыш,మూత
377,Geschirr::N,ӓтӹ,వంటకాలు
378,Sack::N,мешӓк,గోనెసంచి
379,Tasse::N,цӓшкӓ,గిన్నె
380,Topf::N,ми́ска,కుండ
381,Kessel::N,пад,నీరుకాచుపాత్ర
382,Essen::N,качкыш,ఆహారము
383,Essen::N,качкыш-йӱш,ఆహారము
384,Nahrung::N,качкыш,ఆహారము
385,Nahrung::N,качкыш-йӱш,ఆహారము
386,Speise::N,няня,ఆహారము
387,Fleisch::N,пай,మాంసము
388,Getreide::N,киндӹ,ధాన్యము
389,Brei::N,шӹрӓш,గుజ్జు
390,Brot::N,сыкыр,రొట్టె
391,Scheibe::N,ламыт,బద్ద
392,Scheibe::N,лаштык,బద్ద
393,Fett::N,кая,క్రొవ్వు
394,Butter::N,ӱ,వెన్న
395,Öl::N,ӱ,నూనె
396,Salz::N,санзал,ఉప్పు
397,Suppe::N,лем,చారు
398,Honig::N,мӱ,తెనె
399,Milch::N,шӹшер,పాలు
400,Tee::N,чӓй,తేనీరు
401,Leder::N,шарга,బాగుచేసివతోలు
402,Leder::N,кавашты,బాగుచేసివతోలు
403,Wolle::N,миж,ఉన్ని
404,Stoff::N,матер,బట్ట
405,Stoff::N,матери,బట్ట
406,Nadel::N,им,సూది
407,Faden::N,шӹртӹ,దారము
408,Knopf::N,полдыш,బొత్తాము
409,Knoten::N,пӱкшем,ముడి
410,Farbe::N,чиӓ,రంగు
411,Farbe::N,крӓскӓ,రంగు
412,Kleidung::N,выргем,బట్టలు
413,Hemd::N,тыгыр,చొక్కాయ
414,Kragen::N,шӱ,మాల
415,Ärmel::N,шокш,చొక్కాయచెయ్యి
416,Hose::N,ялаш,ఇజారు
417,Gürtel::N,ӹштӹ,పటకా
418,Mütze::N,упш,టోపి
419,Schuh::N,ту́фльы,పాదరక్ష
420,Stiefel::N,кем,బూటు
421,Ring::N,шӓргӓш,ఉంగరము
422,Band::N,лемтӓ,నాడా
423,Kamm::N,шерге,దువ్వెన
424,Spiegel::N,тӹгӹр,అద్దము
425,Riemen::N,прӓжӓ,వాడా
426,Schnur::N,кӓндӹра,దారము
427,Leine::N,керем,వారు
428,Decke::N,одеял,కంబళి
429,Kissen::N,кӹпцӹк,తలగడ
430,Tuch::N,савыц,బట్ట
431,Handtuch::N,шӹргӹсавыц,తువాలు
432,Handtuch::N,шӹргӹмсавыц,తువాలు
433,Kraft::N,ви,బలము
434,Stärke::N,ви,శక్తి
435,Gesundheit::N,шу,ఆరోగ్యము
436,Gesundheit::N,шулык,ఆరోగ్యము
437,Krankheit::N,мыж,రోగము
438,Schmerz::N,карштыш,నొప్పి
439,Wunde::N,шушыр,గాయము
440,Fieber::N,ӱштӹмыж,జ్వరము
441,Arznei::N,лекӓрцӹ,మందు
442,Brücke::N,кӹвер,వంతెన
443,Brunnen::N,вӹдсӹнзӓ,బావి
444,Brunnen::N,вӹдсӹнзӓ,కూపము
445,Brunnen::N,вӹдсӹнзӓ,నుయ్యి
446,Weide::N,ныр,పచ్చికబయలు
447,Pfad::N,ялгорны,కాలిత్రోవ
448,Weg::N,корны,మార్గము
449,Straße::N,корны,బాట
450,Dorf::N,сола,గ్రామము
451,Stadt::N,города,పట్టణము
452,Brief::N,сирмӓш,జాబు
453,Buch::N,книгӓ,పుస్తకము
454,Buchstabe::N,буква́,అక్షరము
455,Zeitung::N,газет,వార్తాపత్రిక
456,Zeitung::N,кайзет,వార్తాపత్రిక
457,Leben::N,житя,ప్రాణము
458,Tod::N,смöрт,మరణము
459,Grab::N,шӹгер,సమాధి
460,Grab::N,мыгилӓ,సమాధి
461,Grab::N,шӹгерлӓ,సమాధి
462,Kirche::N,церкӹ,క్రెస్తవులగుడి
463,Sünde::N,сулык,పాపము
464,Gott::N,йымы,దేవుడు
465,Arbeiter::N,пӓшӓзӹ,పనిపాటుచేశేవాడు
466,Chef::N,вуй,యజమానుడు
467,Meister::N,мастар,కళాకారుడు
468,Arzt::N,доктор,వైద్యుడు
469,Lehrer::N,тымдышы,ఉపాధ్యాయుడు
470,Geld::N,окса,ద్రవ్యము
471,Geschäft::N,торге́йӹмӓш,వ్యాపారము
472,Laden::N,лапка,అంగడి
473,Laden::N,магазин,అంగడి
474,Preis::N,ӓк,వెల
475,Ware::N,товар,సరకులు
476,Nutzen::N,пайда,ప్రయోజనము
477,Reichtum::N,перке,ధనము
478,Welt::N,сӓндӓлӹк,ప్రపంచము
479,Welt::N,свет,ప్రపంచము
480,Land::N,сӓндӓлӹк,దేశము
481,Staat::N,кугижӓншӹ,రాజ్యము
482,König::N,король,రాజు
483,Macht::N,власть,అధికారము
484,Grenze::N,пӹсмӓн,సరిహద్దు
485,Krieg::N,вырсы,యుద్ధము
486,Feind::N,тышман,శత్రువు
487,Gewalt::N,ви,దౌర్జన్యము
488,Kampf::N,кредӓлмӓш,పోట్లాట
489,Bogen[Waffe]::N,янгеж,విల్లు
490,Pfeil::N,пикш,బాణము
491,Gewehr::N,пичӓл,తుపాకి
492,Fehler::N,самынь,తప్ప
493,Lüge::N,шая,అసత్యము
494,Schaden::N,вре́дӓ,నష్టము
495,Unglück::N,пёда,దురదృష్టము
496,Unglück::N,тымаша,దురదృష్టము
497,Schuld::N,вуйнамат,తప్పు
498,Alter::N,иӓш,వయస్సు
499,Alter::N,игечӹ,వయస్సు
500,Schluss::N,пӹтӓртӹш,ముగింపు
501,Zeit::N,веремӓ,కాలము
502,Tag::N,кечӹ,దినము
503,Morgen::N,ир,ఉదయము
504,Morgen::N,ирок,ఉదయము
505,Mittag::N,кечӹвӓл,మధ్యాహ్నము
506,Abend::N,вады,సాయంకాలము
507,Nacht::N,йыд,రత్రి
508,Woche::N,ӓрня,వారము
509,Monat::N,тӹ́лзӹ,నెల
510,Jahr::N,год,సంవత్సరము
511,Frühling::N,шошым,వసంతకాలము
512,Sommer::N,кӓнгӹж,వేసవికాము
513,Herbst::N,шӹжӹ,ఆకురాలుకాలము
514,Winter::N,тел,శీతకాలము
515,Winter::N,телӹ,శీతకాలము
516,Januar::N,январ,జనవరి
517,Januar::N,январь,జనవరి
518,Februar::N,февраль,ఫిబ్రవరి
519,März::N,март,మార్చి
520,April::N,апрель,ఏప్రిలు
521,Mai::N,май,మే
522,Juni::N,июнь,జూన్
523,Juli::N,июль,జూలై
524,August::N,август,ఆగస్టు
525,September::N,сентябрь,సెప్ఠెంబరు
526,Oktober::N,октябрь,అక్టోబరు
527,November::N,ноябрь,నవంబరు
528,Dezember::N,декавыр,డిసెంబర్
529,Montag::N,шачмы,సోమవారము
530,Dienstag::N,кышкыжмы,మంగళవారము
531,Mittwoch::N,вӹрчегӹ,బుధవారము
532,Donnerstag::N,изӓрня,గురువారము
533,Freitag::N,когарня,శుక్రవారము
534,Samstag::N,кукшыгечӹ,శనివారము
535,Sonntag::N,рушӓрня,ఆదివారము
536,groß::A,кого,గొప్పైన
537,klein::A,изи,చిన్న
538,lang::A,кужы,పొడుగాటి
539,kurz::A,кӹтӹк,పొట్టి
540,breit::A,кымда,వెడల్పైన
541,schmal::A,ӓнгӹсӹр,ఇఱుకైన
542,dicht::A,шӹре,దట్టమైన
543,dick[Gegenstand]::A,кӹжгӹ,దట్టమైన
544,dünn::A,вӹцкӹж,పలుచని
545,fein::A,пыльга,నాజాకైన
546,fest::A,цаткыды,దృడమైవ
547,flach::A,тӓлякӓ,చదువైన
548,glatt::A,ягылгы,నున్నని
549,hart::A,пингӹдӹ,కఠినమైన
550,weich::A,пышкыды,మృదువైన
551,rund::A,тӹртӹш,గుండ్రని
552,spitz::A,кашар,మొనగల
553,scharf::A,кашар,పదనైన
554,stumpf::A,нӹшкӹ,వాడిలేని
555,schwer::A,нелӹ,బరువ్తెన
556,schön::A,цевер,సుందరమైన
557,schön::A,олмыдшы,సుందరమైన
558,heiß::A,шокшы,వేడియైన
559,warm::A,шокшы,వెచ్చని
560,kalt::A,ӱштӹ,చల్లని
561,kühl::A,юалгы,చల్లని
562,kühl::A,йонгата,చల్లని
563,frisch::A,йонгата,తాజాయైన
564,feucht::A,ӹлӹкшӹ,చెమ్మగానున్న
565,feucht::A,вӹдӹжгӹ,చెమ్మగానున్న
566,nass::A,начкы,తడిగామన్న
567,trocken::A,кукшы,ఎండిన
568,voll::A,темшӹ,నిండు
569,voll::A,темыман,నిండు
570,leer::A,йӓрӓ,శూన్యమైన
571,offen::A,виш,తెఱచియున్న
572,geschlossen::A,чӱчмӹ,మూసిన
573,geschlossen::A,тӹкӹлӓлтшӹ,మూసిన
574,sauber::A,ире,పరిశుద్ధమైన
575,schmutzig::A,шоран,ముఱికియైన
576,schmutzig::A,лявӹрӓн,ముఱికియైన
577,schmutzig::A,шорангшы,ముఱికియైన
578,roh::A,пеле кӱшӹ,పచ్చి
579,reif::A,кӱшӹ,పండివ
580,lecker::A,тотан,రుచి గల
581,süß::A,мӱӓн,తియ్యని
582,bitter::A,качы,చేదైన
583,sauer::A,шапы,పుల్లని
584,hell::A,соты,కాంతిగల
585,hell::A,валгыды,కాంతిగల
586,dunkel::A,пӹц,చీకటియైన
587,dunkel::A,пӹцкемӹш,చీకటియైన
588,schwarz::A,шим,నల్లని
589,weiß::A,ош,తెలుపు
590,weiß::A,ошы,తెలుపు
591,rot::A,якшаргы,ఎఱ్ఱని
592,gelb::A,сар,పసుపు పచ్చ
593,gelb::A,сары,పసుపు పచ్చ
594,blau::A,симсӹ,నీలవర్ణము
595,grün::A,ыжар,ఆకుపచ్చని
596,grau::A,луды,నెరిసిన
597,bunt::A,ала,రంగేలీ
598,billig::A,шулдаш,చౌకయైన
599,teuer::A,шергӹ,వెలపొడుగైన
600,teuer::A,шергӓкӓн,వెలపొడుగైన
601,wertvoll::A,ӓкӓн,విలుప్తెన
602,blind::A,слöпöй,గ్రుడ్డి
603,blind::A,сльöпöй,గ్రుడ్డి
604,taub::A,тӱтӱк,చెవిటి
605,kräftig::A,виӓн,శక్తి గల
606,stark::A,виӓн,బలమైన
607,schwach::A,шава,బలహీనమైన
608,schwach::A,лӹпкӓ,బలహీనమైన
609,schwach::A,слабка,బలహీనమైన
610,fett::A,таза,క్రొవ్విన
611,schlank::A,яштака,సన్నని
612,hübsch::A,сӹлнӹ,సాగప్తెన
613,hübsch::A,олмыдшы,సాగప్తెన
614,böse::A,шӹдӓн,చెడ్డ
615,dumm::A,окмак,తెలివిలేని
616,faul::A,ялахай,సోమరియైన
617,fleißig::A,пӓшам яратышы,శ్రద్దగల
618,geizig::A,шык,పిసినారియైన
619,klug::A,ышан,తెలివిగల
620,geschickt::A,мастар,నిపుణతగల
621,lieb::A,тыри,ప్రియమైన
622,lustig::A,мындыр,ఉల్లాసము గల
623,lustig::A,сусу,ఉల్లాసము గల
624,sanft::A,йӹвӹжӓ,సాధువైన
625,hungrig::A,шужышы,ఆకలిగొనిన
626,krank::A,церлӹ,వ్యాధిగల
627,krank::A,хворой,వ్యాధిగల
628,nackt::A,цӓрӓ,దిగంబరమైన
629,traurig::A,сы́лыкан,విచారముగల
630,traurig::A,кымы́лдымы,విచారముగల
631,lebendig::A,живой,ప్రాణముతో నున్న
632,gut::A,яжо,మంచి
633,schlecht::A,уда,చెడ్డ
634,schlecht::A,худа,చెడ్డ
635,richtig::A,вургамла,సరియైన
636,schlimm::A,йӹрнык,అసహ్యమైన
637,wahr::A,настоящий,నిజమైన
638,wahr::A,настояшый,నిజమైన
639,alt::A,шонгы,ముసలి
640,neu::A,у,క్రొత్త
641,ehemalig::A,тошты,పూర్వపు
642,alt[Lebewesen]::A,ӹлалшӹ,ముసలి
643,jung::A,нöргӹ,పసి
644,jung::A,молода,పసి
645,arm::A,укеӓн,బీద
646,reich::A,паян,ధనవంతుడైన
647,reich::A,пурлыкан,ధనవంతుడైన
648,bekannt::A,палӹмӹ,తెలిసిన
649,berühmt::A,лӹмлы,ప్రపిద్దికెక్కివ
650,fremd::A,эдемӹн,అన్యమైన
