,Concept_ID,sq,kn
47,Knochen::N,asht,ಮೂಳೆ
48,Knochen::N,kockë,ಮೂಳೆ
49,Gehirn::N,tru,ಮಿದುಳು
50,Herz::N,zemër,ಹೃದಯ
51,Magen::N,stomak,ಉದರ
52,Leber::N,mëlçi,ಯಕೃತ್ತು
53,Atem::N,frymë,ಉಸಿರು
54,Hunger::N,uri,ಹಸಿವು
55,Träne::N,lot,ಕಣ್ಣೀರು
56,Geschmack::N,shije,ರುಚಿ
57,Geruch::N,erë,ವಾಸನೆ
58,Schlaf::N,gjumë,ನಿದ್ರೆ
59,Traum::N,ëndërr,ಕನಸು
60,Himmel::N,qiell,ಬಾನು
61,Sonne::N,diell,ಸೂರ್ಯ
62,Mond::N,hënë,ಚಂದ್ರ
63,Stern::N,yll,ಚುಕ್ಕಿ
64,Luft::N,ajër,ವಾಯು
65,Wind::N,erë,ಗಾಳಿ
66,Welle::N,valë,ಅಲೆ
67,Welle::N,dallgë,ಅಲೆ
68,Wasser::N,ujë,ನೀರು
69,Stein::N,gur,ಕಲ್ಲು
70,Boden::N,tokë,ನೆಲ
71,Boden::N,truall,ನೆಲ
72,Erde::N,dhe,ಭೂಮಿ
73,Erde::N,baltë,ಭೂಮಿ
74,Staub::N,pluhur,ದೂಳು
75,Rauch::N,tym,ಹೊಗೆ
76,Funke::N,xixë,ಕಿಡಿ
77,Funke::N,shkëndijë,ಕಿಡಿ
78,Feuer::N,zjarr,ಬೆಂಕಿ
79,Licht::N,dritë,ಬೆಳಕು
80,Schatten::N,hije,ನೆರಳು
81,Wetter::N,mot,ಹವ
82,Nebel::N,mjegull,ಮಂಜು
83,Wolke::N,re,ಮೋಡ
84,Regen::N,shi,ಮಳೆ
85,Schnee::N,borë,ಹಿಮ
86,Eis::N,akull,ಮಂಜುಗಡ್ಡೆ
87,Frost::N,ngricë,ಮಂಜು
88,Kälte::N,të ftohtë,ಹಿಮ
89,Hitze::N,vapë,ಉಷ್ಣ
90,Hitze::N,nxehtësi,ಉಷ್ಣ
91,Raureif::N,cikmë,ಇಬ್ಬನಿ
92,Regenbogen::N,ylber,ಇಂದ್ರಚಾಪ
93,Donner::N,gjëmim,ಗುಡುಗು
94,Donner::N,bubullimë,ಗುಡುಗು
95,Strömung::N,rrymë,ಪ್ರವಾಹ
96,Tropfen::N,pikë,ತೊಟ್ಟು
97,Schaum::N,shkumë,ನೊರೆ
98,Schmutz::N,baltë,ಕಸ
99,See::N,liqen,ಸರೋವರ
100,Sumpf::N,batak,ಜೌಗುಸ್ಥಳ
101,Moor::N,kënetë,ಬಂಜರು ಭೂಮಿ
102,Wiese::N,livadh,ಹುಲ್ಲುಗಾವಲು
103,Wald::N,pyll,ಕಾಡು
104,Hügel::N,kodër,ಗುಡ್ಡೆ
105,Anhöhe::N,bregore,ದಿಬ್ಬ
106,Berg::N,mal,ಮಲೆ
107,Berg::N,mal,ಪರ್ವತ
108,Gipfel::N,kulm,ಶೃಂಗ
109,Höhle::N,shpellë,ಗುಹೆ
110,Höhle::N,zgafelle,ಗುಹೆ
111,Abhang::N,shpat,ಇಳಿಜಾರು
112,Abhang::N,tatëpjetë,ಇಳಿಜಾರು
113,Quelle::N,krua,ಮೂಲ
114,Quelle::N,burim,ಮೂಲ
115,Bach::N,virua,ತೊರೆ
116,Fluss::N,lumë,ನದಿ
117,Ufer::N,breg,ತೀರ
118,Küste::N,anëdet,ದಂಡೆ
119,Küste::N,bregdet,ದಂಡೆ
120,Festland::N,kontinent,ಭೂಮಿ
121,Meer::N,det,ಕಡಲು
122,Bucht::N,gji deti,ಖಾರಿ
123,Insel::N,ishull,ದ್ವೀಪ
124,Insel::N,ujdhesë,ದ್ವೀಪ
125,Blume::N,lule,ಸುಮ
126,Gras::N,bar,ಹುಲ್ಲು
127,Wurzel::N,rrënjë,ಬೇರು
128,Baum::N,pemë,ಮರ
129,Stamm::N,trung,ಕಾಂಡ
130,Rinde::N,lëvore,ತೂಗಟಿ
131,Ast::N,degë,ಶಾಖೆ
132,Zweig::N,bisk,ರೆಂಬೆ
133,Blatt::N,fletë,ಎಲೆ
134,Blatt::N,gjethe,ಎಲೆ
135,Birke::N,mështekën,ಬರ್ಚ್ ಮರ
136,Kiefer[Baum]::N,pishë,ದೇವದಾರು ಮರ
137,Weide[Baum]::N,shelg,ವಿಲೋಮರ
138,Tanne::N,bredh,ಭದ್ರದಾರು
139,Horn::N,bri,ಕೊಂಬು
140,Feder::N,pupël,ಪುಕ್ಕ
141,Fell::N,lëkurë,ರೋಮ
142,Flügel::N,krah,ರೆಕ್ಕೆ
143,Flügel::N,fletë,ರೆಕ್ಕೆ
144,Klaue::N,kthetër,ಪಂಜ
145,Kralle::N,thua,ಉಗುರು
146,Kralle::N,kthetër,ಉಗುರು
147,Schwanz::N,bisht,ಬಾಲ
148,Ei::N,vezë,ಮೊಟ್ಟೆ
149,Nest::N,fole,ಗೂಡು
150,Bau::N,strofkë,ಅಡಗುದಾಣ
151,Tier::N,kafshë,ಪ್ರಾಣಿ
152,Herde::N,kope,ಗುಂಪು
153,Herde::N,grigjë,ಗುಂಪು
154,Kuh::N,lopë,ಹಸು
155,Bulle::N,dem,ಗೂಳಿ
156,Pferd::N,kalë,ಕುದುರೆ
157,Schaf::N,dele,ಕುರಿ
158,Schwein::N,derr,ಹಂದಿ
159,Hund::N,qen,ನಾಯಿ
160,Katze::N,mace,ಬೆಕ್ಕು
161,Bär::N,ari,ಕರಡಿ
162,Eichhörnchen::N,ketër,ಉಡುತೆ
163,Elch::N,dre brilopatë,ಕಡವೆ
164,Fuchs::N,dhelpër,ನರಿ
165,Hase::N,lepur,ಮೊಲ
166,Maus::N,mi,ಇಲಿ
167,Wolf::N,ujk,ತೋಳ
168,Vogel::N,zog,ಪಕ್ಷಿ
169,Vogel::N,shpend,ಪಕ್ಷಿ
170,Schwarm::N,luzmë,ಗುಂಪು
171,Huhn::N,pulë,ಚಿಕ್
172,Hahn::N,gjel,ಹುಂಜ
173,Hahn::N,këndes,ಹುಂಜ
174,Gans::N,patë,ವರಟೆ
175,Adler::N,shqiponjë,ಗರುಡ
176,Ente::N,rosë,ಬಾತು
177,Eule::N,buf,ಗೂಬೆ
178,Kranich::N,lejlek,ಕೊಕ್ಕರ
179,Kranich::N,kurrillë,ಕೊಕ್ಕರ
180,Krähe::N,sorrë,ಕಾಗೆ
181,Kuckuck::N,qyqe,ಕೋಗಿಲೆ
182,Schwan::N,mjellmë,ಹಂಸಪಕ್ಷಿ
183,Fisch::N,peshk,ಮೀನು
184,Barsch::N,purtekë,ಪರ್ಚ್ ಮೀನು
185,Hecht::N,mlysh,ಪೈಕ್ ಮೀನು
186,Schlange[Tier]::N,gjarpër,ಹಾವು
187,Wurm::N,krimb,ಹುಳು
188,Spinne::N,marimangë,ಊರ್ಣನಾಭ
189,Ameise::N,thnegël,ಇರುವೆ
190,Ameise::N,milingonë,ಇರುವೆ
191,Laus::N,morr,ಹೇನು
192,Mücke::N,kunup,ಸೊಳ್ಳೆ
193,Mücke::N,mushkonjë,ಸೊಳ್ಳೆ
194,Fliege::N,mizë,ನೊಣ
195,Schmetterling::N,flutur,ಪತಂಗ
196,Beere::N,frutë,ನಯವಣ್ಣು
197,Beere::N,manaferrë,ನಯವಣ್ಣು
198,Apfel::N,mollë,ಸೇಬು
199,Pilz::N,kërpudhë,ಅಣಬೆ
200,Zwiebel::N,qepë,ನೀರುಳ್ಳಿ
201,Saat::N,farë,ಬಿತ್ತ
202,Korn::N,grurë,ಬೀಜ
203,Korn::N,kokërr,ಬೀಜ
204,Heu::N,sanë,ಕರಡ
205,Schale::N,lëkurë,ಹೊಟ್ಟು
206,Grube::N,gropë,ಗುಂಡಿ
207,Falle::N,kurth,ಬೋನು
208,Falle::N,grackë,ಬೋನು
209,Schlinge::N,nyjë,ಉರುಲು
210,Spur::N,gjurmë,ಜಾಡು
211,Asche::N,hi,ಬೂದಿ
212,Dreck::N,baltë,ಹೊಲಸು
213,Eisen::N,hekur,ಕಬ್ಬಿಣ
214,Gold::N,ar,ಚಿನ್ನ
215,Gold::N,flori,ಚಿನ್ನ
216,Silber::N,argjend,ಬೆಳ್ಳಿ
217,Kohle::N,qymyr,ಕಲ್ಲಿದ್ದಲು
218,Glas::N,qelq,ಗಾಜು
219,Lehm::N,argjilë,ಜೇಡಿಮಣ್ಣು
220,Sand::N,rërë,ಮರಳು
221,Mensch::N,njeri,ಪುರುಷ
222,Mann::N,burrë,ಆಳು
223,Mann::N,mashkull,ಆಳು
224,Frau::N,grua,ಹೆಣ್ಣು
225,Frau::N,femër,ಹೆಣ್ಣು
226,Kind::N,kalama,ಮಗು
227,Junge::N,djalë,ಹುಡುಗ
228,Mädchen::N,gocë,ಹುಡುಗಿ
229,Mädchen::N,vajzë,ಹುಡುಗಿ
230,Familie::N,familje,ಕುಟುಂಬ
231,Großvater::N,gjysh,ಅಜ್ಜ
232,Großmutter::N,gjyshe,ಅಮ್ಮ
233,Eltern::N,prindër,ಹೆತ್ತವರು
234,Vater::N,atë,ತಂದೆ
235,Mutter::N,nënë,ಅಮ್ಮ
236,Sohn::N,bir,ಮಗ 
237,Tochter::N,bijë,ಮಗಳು
238,Bruder::N,vëlla,ತಮ್ಮ
239,Schwester::N,motër,ತಂಗಿ
240,Onkel::N,dajë,ಸೋದರಮಾವ
241,Onkel::N,dajë,ದೊಡ್ಡಪ್ಪ
242,Onkel::N,xhaxha,ಸೋದರಮಾವ
243,Onkel::N,xhaxha,ದೊಡ್ಡಪ್ಪ
244,Tante::N,teze,ಚಿಕ್ಕಮ್ಮ
245,Tante::N,hallë,ಚಿಕ್ಕಮ್ಮ
246,Ehemann::N,burrë,ಗಂಡ
247,Ehemann::N,bashkëshort,ಗಂಡ
248,Ehefrau::N,grua,ಹೆಂಡತಿ
249,Ehefrau::N,bashkëshorte,ಹೆಂಡತಿ
250,Freude::N,gaz,ನಲಿವು
251,Freude::N,gëzim,ನಲಿವು
252,Gelächter::N,qeshje,ನಗೆ
253,Glück::N,lumturi,ಆನಂದ
254,Kummer::N,brengë,ದುಃಖ
255,Kummer::N,pikëllim,ದುಃಖ
256,Wunsch::N,dëshirë,ಬಯಕೆ
257,Lust::N,epsh,ಇಷ್ಟ
258,Lust::N,dashuri,ಇಷ್ಟ
259,Geist::N,frymë,ಆತ್ಮ
260,Geist::N,shpirt,ಆತ್ಮ
261,Gedanke::N,ide,ಯೋಚನೆ
262,Gedanke::N,mendim,ಯೋಚನೆ
263,Gedächtnis::N,kujtesë,ಸ್ಮರಣೆ
264,Verstand::N,mend,ಮನಸ್ಸು
265,Sinn::N,kuptim,ಅರ್ಥ
266,Grund::N,arsye,ಕಾರಣ
267,Wahrheit::N,vërtetë,ಸತ್ಯ
268,Gespräch::N,bisedim,ಸಂಭಾಷಣೆ
269,Märchen::N,përrallë,ಸುಳ್ಳು ಕಥೆ
270,Erzählung::N,tregim,ಕಥೆ
271,Nachricht::N,lajm,ಸಂದೇಶ
272,Neuigkeit::N,risi,ಸುದ್ದಿ
273,Name::N,emër,ಹೆಸರು
274,Rätsel::N,gjëzë,ಒಗಟು
275,Rätsel::N,gjëegjëzë,ಒಗಟು
276,Rede::N,fjalim,ಮಾತು
277,Sprache::N,gjuhë,ಭಾಷೆ
278,Stimme::N,zë,ಧ್ವನಿ
279,Wort::N,fjalë,ಮಾತು
280,Zeichen::N,shenjë,ಗುರುತು
281,Ruf::N,thirrmë,ಕೂಗು
282,Lärm::N,zhurmë,ಸದ್ದು
283,Laut::N,tingull,ಶಬ್ದ
284,Ton::N,ton,ನಾದ
285,Lied::N,këngë,ಗಾನ
286,Ruhe::N,qetësi,ಶಾಂತಿ
287,Leute::N,botë,ಮಂದಿ
288,Leute::N,njerëz,ಮಂದಿ
289,Volk::N,popull,ಜನಾಂಗ
290,Arbeit::N,punë,ಕೆಲಸ
291,Gast::N,mik,ಅತಿಥಿ
292,Gast::N,mysafir,ಅತಿಥಿ
293,Geschenk::N,dhuratë,ಕಾಣಿಕೆ
294,Geschenk::N,peshqesh,ಕಾಣಿಕೆ
295,Spiel::N,lojë,ಆಟ
296,Gesellschaft::N,shoqëri,ಸಂಗ
297,Hilfe::N,ndihmë,ಸಹಾಯ
298,Freund::N,mik,ಸ್ನೇಹಿತ
299,Kamerad::N,shok,ಜೊತೆಗಾರ
300,Angelegenheit::N,punë,ವಿಚಾರ
301,Anzahl::N,sasi,ಎಣಿಕೆ
302,Art::N,lloj,ತರ
303,Stück::N,copë,ತುಂಡು
304,Teil::N,pjesë,ಭಾಗ
305,Hälfte::N,gjysmë,ಅರ್ಧ
306,Kreis::N,qark,ವೃತ್ತ
307,Kreis::N,rreth,ವೃತ್ತ
308,Kreuz::N,kryq,ಶಿಲುಬೆ
309,Linie::N,vijë,ರೀಖೆ
310,Strich::N,vizë,ಗೀಟು
311,Abstand::N,distancë,ಅಂತರ
312,Entfernung::N,largim,ದೂರ
313,Gegend::N,vise,ವಿಸ್ತೀರ್ಣ
314,Gegend::N,krahinë,ವಿಸ್ತೀರ್ಣ
315,Platz::N,shesh,ಅಂತರ
316,Ort::N,vend,ಸ್ಥಳ
317,Seite::N,anë,ಪಕ್ಷ
318,Mitte::N,mes,ನಡು
319,Gegenstand::N,send,ವಸ್ತು
320,Sache::N,gjë,ವಸ್ತು
321,Sache::N,send,ವಸ್ತು
322,Rand::N,qoshe,ಅಂಚು
323,Kante::N,teh,ಅಂಚು
324,Ecke::N,qoshe,ಮೂಲೆ
325,Spitze::N,majë,ತುದಿ
326,Ende::N,skaj,ಕೊನೆ
327,Ende::N,bisht,ಕೊನೆ
328,Loch::N,vrimë,ತೂತು
329,Winkel::N,kënd,ಕೋನ
330,Muster::N,mostër,ನಮೂನೆ
331,Größe::N,madhësi,ಪ್ರಮಾಣ
332,Länge::N,gjatësi,ಉದ್ದ
333,Höhe::N,lartësi,ಎತ್ತರ
334,Gewicht::N,peshë,ತೂಕ
335,Menge::N,sasi,ಮೊತ್ತ
336,Haufen::N,grumbull,ರಾಶಿ
337,Reihe::N,radhë,ಸಾಲು
338,Reihe::N,rresht,ಸಾಲು
339,Boot::N,barkë,ದೋಣಿ
340,Boot::N,lundër,ದೋಣಿ
341,Ruder::N,rrem,ಹುಟ್ಟು
342,Schlitten::N,sajë,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
343,Ski::N,ski,ಜಾರುಪಟ್ಟಿ
344,Lagerfeuer::N,flakadan,ಶಿಬಿರಾಗ್ನಿ
345,Lagerfeuer::N,zjarr i madh,ಶಿಬಿರಾಗ್ನಿ
346,Last::N,barrë,ಹೊರೆ
347,Gang::N,ecje,ತಿರುಗಾಟ
348,Schritt::N,hap,ಹೆಜ್ಜೆ
349,Norden::N,veri,ಉತ್ತರ
350,Süden::N,jug,ದಕ್ಷಿಣ
351,Westen::N,perëndim,ಪಶ್ಚಿಮ
352,Osten::N,lindje,ಮೂಡಲು
353,Holz::N,dru,ಚೌಬೀನೆ
354,Brett::N,dërrasë,ಹಲಗೆ
355,Platte::N,pllakë,ಹಲಗೆ
356,Stütze::N,shtyllë,ಆಸರೆ
357,Stütze::N,mbështetesë,ಆಸರೆ
358,Stange::N,shufër,ಕಂಬ
359,Stock::N,dajak,ಕೋಲು
360,Stab::N,shkop,ದೊಣ್ಣೆ
361,Rohr::N,tub,ನಳಿಕೆ
362,Haus::N,shtëpi,ಮನೆ
363,Heim::N,konak,ಗೃಹ
364,Heim::N,shtëpi,ಗೃಹ
365,Ofen::N,sobë,ಒಲೆ
366,Ofen::N,stufë,ಒಲೆ
367,Fußboden::N,dysheme,ನೆಲ
368,Tisch::N,tryezë,ಮೇಜು
369,Stuhl::N,karrige,ಕುರ್ಚಿ
370,Wiege::N,djep,ತೊಟ್ಟಿಲು
371,Bett::N,shtrat,ಹಾಸಿಗೆ
372,Regal::N,raft,ಬೀರು
373,Kiste::N,kuti,ಪಟ್ಟಿಗೆ
374,Fenster::N,dritare,ಕಿಟಕಿ
375,Tür::N,derë,ಬಾಗಿಲು
376,Tor::N,portë,ಹೆಬ್ಬಾಗಿಲು
377,Zaun::N,gardh,ಬೇಲಿ
378,Dach::N,çati,ಮಾಳಿಗೆ
379,Leiter::N,shkallë,ಏಣಿ
380,Besen::N,fshesë,ಪೊರಕೆ
381,Spaten::N,lopatë,ಗುದ್ದಲಿ
382,Schaufel::N,qyrek,ಸನಿಕೆ
383,Gabel::N,pirun,ಕವಲು
384,Löffel::N,lugë,ಚಮಚ
385,Messer::N,thikë,ಚಾಕು
386,Nagel::N,gozhdë,ಆಣಿ
387,Netz::N,rrjetë,ಬಲೆ
388,Haken::N,grep,ಕೊಂಡಿ
389,Haken::N,grremç,ಕೊಂಡಿ
390,Griff::N,dorak,ಹಿಡಿ
391,Griff::N,dorezë,ಹಿಡಿ
392,Schloss::N,bravë,ವೀಗ
393,Bild::N,tablo,ಚಿತ್ರ
394,Bild::N,pikturë,ಚಿತ್ರ
395,Figur::N,figurë,ಆಕಾರ
396,Puppe::N,kukull,ಗೊಂಬೆ
397,Beutel::N,qese,ಸಂಚಿ
398,Beutel::N,trastë,ಸಂಚಿ
399,Bündel::N,deng,ಕಟ್ಟು
400,Tasche::N,çantë,ಚೀಲ
401,Eimer::N,kovë,ಬಾನೆ
402,Deckel::N,kapak,ಮುಚ್ಚಳ
403,Deckel::N,mbulesë,ಮುಚ್ಚಳ
404,Geschirr::N,enë,ಭಕ್ಷ್ಯಗಳು
405,Sack::N,thes,ಮೂಟೆ
406,Sack::N,torbë,ಮೂಟೆ
407,Tasse::N,filxhan,ಬಟ್ಟಲು
408,Topf::N,kusi,ಮಡಕೆ
409,Topf::N,tenxhere,ಮಡಕೆ
410,Kessel::N,kazan,ಕೆಟಲ್
411,Essen::N,ngrënie,ಊಟ
412,Nahrung::N,ushqim,ಆಹಾರ
413,Speise::N,gatesë,ಊಟ
414,Fleisch::N,mish,ಮಾಂಸ
415,Getreide::N,drithë,ಧಾನ್ಯ
416,Brei::N,qull,ಗಂಜಿ
417,Brot::N,bukë,ರೊಟ್ಟಿ
418,Scheibe::N,fetë,ಹೋಳು
419,Fett::N,lyrë,ಕೊಬ್ಬು
420,Fett::N,yndyrë,ಕೊಬ್ಬು
421,Butter::N,gjalpë,ಬೆಣ್ಣೆ
422,Öl::N,vaj,ಎಣ್ಣೆ
423,Salz::N,kripë,ಉಪ್ಪು
424,Suppe::N,supë,ಎಸರು
425,Suppe::N,çorbë,ಎಸರು
426,Honig::N,mjaltë,ಮಧು
427,Milch::N,qumësht,ಹಾಲು
428,Tee::N,çaj,ಚಹ
429,Leder::N,lëkurë,ಚಕ್ಕಳ
430,Wolle::N,lesh,ಉಣ್ಣೆ
431,Stoff::N,pëlhurë,ಬಟ್ಟೆ
432,Nadel::N,gjilpërë,ಸೂಜಿ
433,Faden::N,pe,ದಾರ
434,Faden::N,fije,ದಾರ
435,Knopf::N,kopsë,ಗುಂಡು
436,Knoten::N,komb,ಗಂಟು
437,Farbe::N,bojë,ಬಣ್ಣ
438,Kleidung::N,veshje,ಅರಿವೆ
439,Hemd::N,këmishë,ಅಂಗಿ
440,Kragen::N,jakë,ಕುತ್ತಿಗೆಪಟ್ಟಿ
441,Ärmel::N,mëngë,ತೋಳು
442,Hose::N,brekë,ಇಜಾರ
443,Gürtel::N,rrip,ಬೆಲ್ಟು
444,Mütze::N,kësulë,ಟೋಪಿ
445,Schuh::N,këpucë,ಪಾದರಕ್ಷೆ
446,Stiefel::N,çizme,ಬೂಟು
447,Ring::N,unazë,ಉಂಗುರ
448,Band::N,shirit,ರಿಬ್ಬನ್
449,Kamm::N,krehër,ಹಣಿಗೆ
450,Spiegel::N,pasqyrë,ಕನ್ನಡಿ
451,Riemen::N,rrip,ಬಾರು
452,Schnur::N,litar,ಹುರಿ
453,Schnur::N,cikomë,ಹುರಿ
454,Leine::N,rrip,ಹಗ್ಗ
455,Decke::N,batanije,ಕಂಬಳಿ
456,Kissen::N,jastëk,ದಿಂಬು
457,Tuch::N,shami,ಕೊರಳ ಬಟ್ಟೆ
458,Handtuch::N,peshqir,ಚೌಕ
459,Kraft::N,forcë,ಬಲ
460,Stärke::N,koll,ಶಕ್ತಿ
461,Gesundheit::N,shëndet,ಆರೋಗ್ಯ
462,Krankheit::N,sëmundje,ರೋಗ
463,Schmerz::N,dhimbje,ನೋವು
464,Wunde::N,plagë,ಗಾಯ
465,Fieber::N,ethe,ಜ್ವರ
466,Arznei::N,ilaç,ಔಷಧ
467,Brücke::N,urë,ಸೇತುವೆ
468,Brunnen::N,pus,ಬಾವಿ
469,Weide::N,kullotë,ಗೋಮಾಳ
470,Pfad::N,ravë,ದಾರಿ
471,Pfad::N,shteg,ದಾರಿ
472,Weg::N,udhë,ಹಾದಿ
473,Weg::N,shteg,ಹಾದಿ
474,Straße::N,rrugë,ರಸ್ತೆ
475,Dorf::N,fshat,ಹಳ್ಳಿ
476,Dorf::N,katund,ಹಳ್ಳಿ
477,Stadt::N,qytet,ಪಟ್ಟಣ
478,Brief::N,letër,ಕಾಗದ
479,Buch::N,libër,ಪುಸ್ತಕ
480,Buchstabe::N,shkronjë,ಅಕ್ಷರ
481,Zeitung::N,gazetë,ವಾರ್ತಾಪತ್ರಿಕೆ
482,Leben::N,jetë,ಜೀವನ
483,Tod::N,mortje,ಮರಣ
484,Grab::N,varr,ಗೋರಿ
485,Kirche::N,kishë,ಚರ್ಚು
486,Sünde::N,mëkat,ಪಾಪ
487,Sünde::N,gjynah,ಪಾಪ
488,Gott::N,hy,ದೇವರು
489,Gott::N,zot,ದೇವರು
490,Arbeiter::N,punëtor,ಕೆಲಸಗಾರ
491,Chef::N,shef,ದಣಿ
492,Chef::N,drejtues,ದಣಿ
493,Meister::N,mjeshtër,ಶಿಕ್ಷಕ
494,Arzt::N,mjek,ವೈದ್ಯ
495,Arzt::N,doktor,ವೈದ್ಯ
496,Lehrer::N,mësues,ಉಪಾಧ್ಯಾಯ
497,Lehrer::N,arsimtar,ಉಪಾಧ್ಯಾಯ
498,Geld::N,para,ಹಣ
499,Geld::N,holla,ಹಣ
500,Geschäft::N,ujdi,ವಾಣಿಜ್ಯ
501,Geschäft::N,biznes,ವಾಣಿಜ್ಯ
502,Laden::N,dyqan,ಅಂಗಡಿ
503,Preis::N,çmim,ಬೆಲೆ
504,Ware::N,mall,ಸರಕು
505,Nutzen::N,dobi,ಲಾಭ
506,Nutzen::N,leverdi,ಲಾಭ
507,Reichtum::N,kamje,ಸಂಪತ್ತು
508,Reichtum::N,pasuri,ಸಂಪತ್ತು
509,Welt::N,botë,ಭೂಲೋಕ
510,Land::N,vend,ದೇಶ
511,Staat::N,shtet,ರಾಜ್ಯ
512,König::N,mbret,ರಾಜ
513,Macht::N,fuqi,ಅಧಿಕಾರ
514,Macht::N,pushtet,ಅಧಿಕಾರ
515,Grenze::N,kufi,ಗಡಿ
516,Krieg::N,luftë,ಯುದ್ಧ
517,Feind::N,armik,ಶತ್ರು
518,Gewalt::N,dhunë,ಹಿಂಸೆ
519,Kampf::N,luftim,ಹೋರಾಟ
520,Bogen[Waffe]::N,hark,ಬಿಲ್ಲು
521,Pfeil::N,shigjetë,ಅಂಬು
522,Gewehr::N,pushkë,ಬಂದೂಕು
523,Fehler::N,gafë,ತಪ್ಪು
524,Fehler::N,gabim,ತಪ್ಪು
525,Lüge::N,gënjeshtër,ಸುಳ್ಳು
526,Schaden::N,dëm,ಹಾನಿ
527,Schaden::N,zarar,ಹಾನಿ
528,Unglück::N,fatkeqësi,ಅಪಾಯ
529,Schuld::N,faj,ದೋಷ
530,Alter::N,moshë,ಮುಪ್ಪು
531,Schluss::N,fund,ಮುಕ್ತಾಯ
532,Zeit::N,kohë,ಕಾಲ
533,Tag::N,ditë,ದಿನ
534,Morgen::N,mëngjes,ಮುಂಜಾನೆ
535,Mittag::N,mesditë,ನಡುಹಗಲು
536,Abend::N,mbrëmje,ಸಂಜೆ
537,Nacht::N,natë,ರಾತ್ರಿ
538,Woche::N,javë,ವಾರ
539,Monat::N,muaj,ತಿಂಗಳು
540,Jahr::N,vit,ಸಂವತ್ಸರ
541,Frühling::N,pranverë,ವಸಂತ
542,Sommer::N,verë,ಬಿಸಿಲುಕಾಲ
543,Herbst::N,vjeshtë,ಶರತ್ಕಾಲ
544,Winter::N,dimër,ಚಳಿಗಾಲ
545,Januar::N,janar,ನಾಲ್ಚಳಿ
546,Februar::N,shkurt,ಅಯ್ಚಳಿ
547,März::N,mars,ಮೊಬ್ಬೇಸಿಗೆ
548,April::N,prill,ಇಬ್ಬೇಸಿಗೆ
549,Mai::N,maj,ಮುಬ್ಬೇಸಿಗೆ
550,Juni::N,qershor,ಮೊಮ್ಮಳೆ
551,Juli::N,korrik,ಇಮ್ಮಳೆ
552,August::N,gusht,ಮುಮ್ಮಳೆ
553,September::N,shtator,ನಾಲ್ಮಳೆ
554,Oktober::N,tetor,ಮೊಚ್ಚಳಿ
555,November::N,nëntor,ಇಚ್ಚಳಿ
556,Dezember::N,dhjetor,ಮುಚ್ಚಳಿ
557,Montag::N,hënë,ಸೋಮುವಾರ
558,Dienstag::N,martë,ಮಂಗಳವಾರ
559,Mittwoch::N,mërkurë,ಬುಧವಾರ
560,Donnerstag::N,enjte,ಗುರುವಾರ
561,Freitag::N,premte,ಶುಕ್ರವಾರ
562,Samstag::N,shtunë,ಶನಿವಾರ
563,Sonntag::N,diel,ಭಾನುವಾರ
