,Concept_ID,sl,cy
73,Rauch::N,dìm,mwg
74,Funke::N,ískra,gwreichioni
75,Feuer::N,ôgenj,tân
76,Licht::N,lúč,golau
77,Schatten::N,sénca,cysgod
78,Wetter::N,vrême,tywydd
79,Nebel::N,meglà,niwl
80,Wolke::N,oblák,cwmwl
81,Regen::N,dèž,glaw
82,Schnee::N,snég,ôd
83,Schnee::N,snég,eira
84,Eis::N,léd,iâ
85,Frost::N,zmrzál,rhew
86,Kälte::N,mràz,oerni
87,Kälte::N,mràz,annwyd
88,Hitze::N,pripéka,gwres
89,Raureif::N,ívje,barrug
90,Raureif::N,slána,barrug
91,Regenbogen::N,mávrica,enfys
92,Donner::N,gròm,tyrfau
93,Strömung::N,strúja,cerrynt
94,Tropfen::N,káplja,dafn
95,Tropfen::N,káplja,diferyn
96,Schaum::N,péna,ewyn
97,Schmutz::N,nesnága,baw
98,Schmutz::N,nesnága,budreddi
99,See::N,jézero,llyn
100,Sumpf::N,močvírje,cors
101,Moor::N,bárje,rhos
102,Wiese::N,trávnik,dôl
103,Wald::N,lés,coedwig
104,Wald::N,gòzd,coedwig
105,Hügel::N,brég,bryn
106,Hügel::N,goríca,bryn
107,Anhöhe::N,gríč,bryn
108,Anhöhe::N,višína,bryn
109,Berg::N,gôra,mynydd
110,Berg::N,planína,mynydd
111,Gipfel::N,vŕh,copa
112,Höhle::N,jáma,ogof
113,Höhle::N,votlína,ogof
114,Abhang::N,pobóčje,llethr
115,Quelle::N,izvír,tarddiad
116,Quelle::N,izvír,ffynhonnell
117,Bach::N,pôtok,nant
118,Bach::N,pôtok,afonig
119,Bach::N,pôtok,cornant
120,Fluss::N,réka,afon
121,Ufer::N,brég,glan
122,Küste::N,obála,traeth
123,Küste::N,obála,arfordir
124,Küste::N,obréžje,traeth
125,Küste::N,obréžje,arfordir
126,Festland::N,celína,tir
127,Festland::N,kopnína,tir
128,Meer::N,mórje,môr
129,Bucht::N,zalív,bae
130,Insel::N,ôtok,ynys
131,Blume::N,cvetlíca,blodyn
132,Gras::N,tráva,glaswellt
133,Wurzel::N,korenína,gwreiddyn
134,Baum::N,drevó,coeden
135,Stamm::N,dêblo,colfen
136,Stamm::N,dêblo,boncyff
137,Rinde::N,lúbje,rhisgl
138,Rinde::N,skórja,rhisgl
139,Ast::N,véja,cangen
140,Zweig::N,véja,cainc
141,Zweig::N,véja,cangen
142,Blatt::N,líst,deilen
143,Birke::N,bréza,bedwen
144,Kiefer[Baum]::N,bòr,pinwydden
145,Weide[Baum]::N,vŕba,helygen
146,Tanne::N,hója,ffynidwydden
147,Horn::N,róg,corn
148,Feder::N,peró,plufyn
149,Fell::N,kŕzno,ffwr
150,Flügel::N,krílo,adain
151,Klaue::N,párkelj,crafanc
152,Kralle::N,krémpelj,ewin
153,Schwanz::N,rèp,cwt
154,Schwanz::N,rèp,cynffon
155,Ei::N,jájce,wy
156,Nest::N,gnézdo,nyth
157,Bau::N,brlòg,ffau
158,Tier::N,živál,anifail
159,Herde::N,čréda,praidd
160,Herde::N,čréda,diadell
161,Kuh::N,kráva,buwch
162,Bulle::N,bìk,tarw
163,Pferd::N,kònj,ceffyl
164,Schaf::N,ôvca,dafad
165,Schwein::N,svínja,mochyn
166,Hund::N,pès,ci
167,Katze::N,máčka,cath
168,Bär::N,mêdved,arth
169,Eichhörnchen::N,véverica,gwiwer
170,Elch::N,lós,elc
171,Fuchs::N,lisíca,cadno
172,Hase::N,zájec,ysgyfarnog
173,Maus::N,mìš,llygoden
174,Wolf::N,vólk,blaidd
175,Vogel::N,ptìč,aderyn
176,Vogel::N,ptíca,aderyn
177,Schwarm::N,játa,haid
178,Huhn::N,kokóš,cyw
179,Hahn::N,petêlin,ceiliog
180,Gans::N,gós,gŵydd
181,Adler::N,ôrel,eryr
182,Ente::N,ráca,hwyad
183,Eule::N,sôva,tylluan
184,Kranich::N,žerjàv,garan
185,Kranich::N,žerjàv,crychydd
186,Krähe::N,vrána,brân
187,Kuckuck::N,kúkavica,cog
188,Kuckuck::N,kúkavica,cwcw
189,Schwan::N,labód,alarch
190,Fisch::N,ríba,pysgod
191,Barsch::N,ostríž,draenog
192,Hecht::N,ščúka,penhwyad
193,Schlange[Tier]::N,káča,neidr
194,Wurm::N,čr̀v,abwydyn
195,Wurm::N,čr̀v,pryf genwair
196,Wurm::N,glísta,abwydyn
197,Wurm::N,glísta,pryf genwair
198,Spinne::N,pájek,cor
199,Spinne::N,pájek,pryf copyn
200,Ameise::N,mrávlja,morgrugyn
201,Laus::N,úš,lleuen
202,Mücke::N,komár,gwybedyn
203,Fliege::N,múha,cleren
204,Schmetterling::N,metúlj,glöyn byw
205,Schmetterling::N,metúlj,iâr fach yr haf
206,Beere::N,jágoda,aeronen
207,Apfel::N,jábolko,afal
208,Pilz::N,góba,madarch
209,Zwiebel::N,čebúla,nionyn
210,Zwiebel::N,čebúla,winwnsyn
211,Saat::N,séme,had
212,Korn::N,zŕno,grawn
213,Heu::N,senó,gwair
214,Schale::N,lupína,croen
215,Schale::N,lupína,plisgyn
216,Grube::N,jáma,pwll
217,Grube::N,jáma,pydew
218,Falle::N,pást,magl
219,Schlinge::N,zánka,cwlwm rhedeg
220,Schlinge::N,pêtlja,cwlwm rhedeg
221,Spur::N,sléd,ôl
222,Asche::N,pepél,lludw
223,Dreck::N,bláto,baw
224,Dreck::N,bláto,budreddi
225,Eisen::N,želézo,haearn
226,Gold::N,zlató,aur
227,Silber::N,srebró,arian
228,Kohle::N,ógel,glo
229,Glas::N,stêklo,gwydr
230,Lehm::N,ílo,clai
231,Sand::N,pések,tywod
232,Mensch::N,člôvek,dyn
233,Mann::N,móž,dyn
234,Mann::N,môški,dyn
235,Frau::N,gospá,merch
236,Frau::N,gospá,gwraig
237,Frau::N,žénska,merch
238,Frau::N,žénska,gwraig
239,Kind::N,déte,plentyn
240,Kind::N,otròk,plentyn
241,Junge::N,fànt,hogyn
242,Junge::N,fànt,bachgen
243,Junge::N,déček,hogyn
244,Junge::N,déček,bachgen
245,Mädchen::N,deklè,merch
246,Mädchen::N,deklè,geneth
247,Mädchen::N,déklica,merch
248,Mädchen::N,déklica,geneth
249,Familie::N,družína,teulu
250,Familie::N,družína,tylwyth
251,Großvater::N,dèd,taid
252,Großvater::N,dèd,tad-cu
253,Großvater::N,dédek,taid
254,Großvater::N,dédek,tad-cu
255,Großmutter::N,bábica,nain
256,Großmutter::N,bábica,mam-gu
257,Eltern::N,stárši,rhieni
258,Vater::N,ôče,tad
259,Mutter::N,máma,mam
260,Sohn::N,sín,mab
261,Tochter::N,hčí,merch
262,Tochter::N,hčérka,merch
263,Bruder::N,bràt,brawd
264,Schwester::N,sêstra,chwaer
265,Onkel::N,újec,ewythr
266,Onkel::N,stríc,ewythr
267,Tante::N,têta,modryb
268,Tante::N,strína,modryb
269,Ehemann::N,móž,gŵr
270,Ehemann::N,sopróg,gŵr
271,Ehefrau::N,žêna,gwraig
272,Ehefrau::N,sopróga,gwraig
273,Freude::N,rádost,gorfoledd
274,Freude::N,vesêlje,gorfoledd
275,Gelächter::N,sméh,chwerthin
276,Gelächter::N,grohòt,chwerthin
277,Glück::N,sréča,hapusrwydd
278,Kummer::N,gorjé,galar
279,Wunsch::N,žêlja,dymuniad
280,Lust::N,poželênje,chwant
281,Geist::N,dúša,ysbryd
282,Gedanke::N,mísel,meddwl
283,Gedächtnis::N,pámet,cof
284,Sinn::N,pomèn,ystyr
285,Sinn::N,smísel,ystyr
286,Grund::N,vzròk,achos
287,Grund::N,vzròk,rheswm
288,Wahrheit::N,resníca,gwir
289,Wahrheit::N,resníca,gwirionedd
290,Gespräch::N,pogóvor,sgwrs
291,Märchen::N,právljica,chwedl werin
292,Erzählung::N,povést,stori
293,Nachricht::N,sporočílo,neges
294,Neuigkeit::N,novóst,newydd
295,Name::N,imé,enw
296,Rätsel::N,ugánka,pos
297,Rede::N,góvor,araith
298,Sprache::N,jêzik,iaith
299,Stimme::N,glás,llais
300,Wort::N,beséda,gair
301,Zeichen::N,znák,arwydd
302,Ruf::N,klíc,galwad
303,Lärm::N,hrúp,trwst
304,Lärm::N,trúšč,trwst
305,Laut::N,glás,sain
306,Ton::N,tón,tôn
307,Lied::N,pésem,cân
308,Ruhe::N,pokòj,tawelwch
309,Leute::N,ljudjé,pobl
310,Volk::N,národ,pobl
311,Arbeit::N,délo,gwaith
312,Gast::N,gòst,gwestai
313,Geschenk::N,darílo,rhodd
314,Geschenk::N,darílo,anrheg
315,Spiel::N,ígra,chwarae
316,Gesellschaft::N,drúžba,cwmni
317,Hilfe::N,pomóč,cymorth
318,Freund::N,prijátelj,cyfaill
319,Kamerad::N,továriš,cydymaith
320,Angelegenheit::N,zadéva,pwnc
321,Anzahl::N,števílo,cyfrif
322,Art::N,vŕsta,bath
323,Stück::N,kós,darn
324,Teil::N,dél,rhan
325,Hälfte::N,polovíca,hanner
326,Kreis::N,króg,cylch
327,Kreis::N,kolobár,cylch
328,Kreuz::N,kríž,croes
329,Linie::N,próga,llinell
330,Strich::N,čŕta,strôc
331,Strich::N,čŕta,trawiad
332,Abstand::N,preslédek,bwlch
333,Abstand::N,preslédek,pellter
334,Entfernung::N,oddáljenost,pellter
335,Gegend::N,kràj,cylch
336,Gegend::N,dežêla,cylch
337,Platz::N,prôstor,lle
338,Ort::N,mésto,lle
339,Seite::N,bòk,ochr
340,Seite::N,strán,ochr
341,Mitte::N,sredína,canol
342,Gegenstand::N,prédmet,eitem
343,Sache::N,réč,peth
344,Sache::N,stvár,peth
345,Rand::N,kràj,cwr
346,Rand::N,kràj,ymyl
347,Kante::N,rób,min
348,Kante::N,rób,ymyl
349,Ecke::N,vogál,cornel
350,Spitze::N,óst,blaen
351,Ende::N,kônec,pen
352,Loch::N,lúknja,twll
353,Winkel::N,kót,congl
354,Muster::N,vzórec,patrwm
355,Größe::N,veličína,maint
356,Größe::N,veličína,maintioli
357,Länge::N,dolžína,hyd
358,Höhe::N,vršína,uchder
359,Gewicht::N,téža,pwysau
360,Menge::N,količína,swm
361,Menge::N,količína,maint
362,Haufen::N,kùp,pentwr
363,Haufen::N,kopíca,pentwr
364,Reihe::N,níz,rhes
365,Reihe::N,vŕsta,rhes
366,Boot::N,čóln,cwch
367,Ruder::N,vêslo,rhwyf
368,Schlitten::N,saní,sled
369,Schlitten::N,saní,car llusg
370,Ski::N,smučí,sgi
371,Lagerfeuer::N,táborni ôgenj,coelcerth
372,Last::N,tôvor,llwyth
373,Gang::N,hòd,tro
374,Schritt::N,korák,cam
375,Norden::N,séver,gogledd
376,Süden::N,júg,de
377,Westen::N,zapàd,gorllewin
378,Osten::N,vzhòd,dwyrain
379,Holz::N,lés,pren
380,Brett::N,deskà,bwrdd
381,Brett::N,deskà,astell
382,Platte::N,plôča,llech
383,Stütze::N,opóra,ateg
384,Stütze::N,opóra,cynhalydd
385,Stütze::N,zaslómba,ateg
386,Stütze::N,zaslómba,cynhalydd
387,Stange::N,gréd,polyn
388,Stock::N,pálica,ffon
389,Stock::N,pálica,brigyn
390,Stab::N,pálica,ffon
391,Rohr::N,cév,pibell
392,Haus::N,híša,tŷ
393,Heim::N,dóm,cartref
394,Ofen::N,péč,stof
395,Fußboden::N,pòd,llawr
396,Tisch::N,míza,bwrdd
397,Stuhl::N,stòl,cadair
398,Wiege::N,zíbel,crud
399,Bett::N,póstelja,gwely
400,Regal::N,políca,silff
401,Kiste::N,zabòj,bocs
402,Kiste::N,zabòj,blwch
403,Fenster::N,ôkno,ffenestr
404,Tür::N,vráta,drws
405,Tor::N,velíka vráta,porth
406,Zaun::N,ográja,ffens
407,Dach::N,stréha,to
408,Leiter::N,léstev,ysgol
409,Besen::N,mêtla,ysgub
410,Spaten::N,lopáta,rhaw
411,Schaufel::N,lopáta,rhaw
412,Gabel::N,vílice,fforc
413,Löffel::N,žlíca,llwy
414,Messer::N,nòž,cyllell
415,Nagel::N,žebèlj,hoel
416,Netz::N,mréža,gwe
417,Netz::N,mréža,rhwyd
418,Haken::N,kljúka,bach
419,Griff::N,ročáj,carn
420,Griff::N,oprijèm,carn
421,Schloss::N,ključávnica,clo
422,Bild::N,slíka,llun
423,Bild::N,slíka,pictiwr
424,Figur::N,figúra,ffigur
425,Figur::N,postáva,ffigur
426,Puppe::N,lútka,dol
427,Beutel::N,môšnja,cwd
428,Bündel::N,cúla,bwndel
429,Bündel::N,cúla,coflaid
430,Bündel::N,svéženj,bwndel
431,Bündel::N,svéženj,coflaid
432,Tasche::N,tórba,cod
433,Tasche::N,tobôlec,cod
434,Eimer::N,vêdro,bwced
435,Eimer::N,vêdro,cunnog
436,Deckel::N,pokròv,caead
437,Deckel::N,poklópec,caead
438,Geschirr::N,posóda,llestri
439,Sack::N,vréča,sach
440,Tasse::N,skodélica,cwpan
441,Topf::N,lônec,pot
442,Topf::N,lônec,crochan
443,Kessel::N,kôtel,tegell
444,Essen::N,hrána,pryd o fwyd
445,Nahrung::N,živílo,bwyd
446,Speise::N,jéd,saig
447,Fleisch::N,mesó,cig
448,Getreide::N,žíto,ŷd
449,Getreide::N,žíto,llafur
450,Brei::N,káša,uwd
451,Brot::N,krùh,bara
452,Scheibe::N,réženj,tafell
453,Fett::N,mást,saim
454,Fett::N,mást,braster
455,Fett::N,maščôba,saim
456,Fett::N,maščôba,braster
457,Butter::N,máslo,ymenyn
458,Öl::N,ólje,olew
459,Salz::N,sól,halen
460,Suppe::N,júha,cawl
461,Honig::N,méd,mêl
462,Milch::N,mléko,llaeth
463,Milch::N,mléko,llefrith
464,Tee::N,čáj,te
465,Leder::N,úsnje,lledr
466,Wolle::N,vólna,gwlân
467,Stoff::N,blagó,lliain
468,Stoff::N,blagó,brethyn
469,Nadel::N,ígla,nodwydd
470,Faden::N,nít,edau
471,Faden::N,nít,edefyn
472,Knopf::N,gúmb,botwm
473,Knoten::N,vôzel,cwlwm
474,Farbe::N,bárva,paent
475,Kleidung::N,obléka,dillad
476,Kleidung::N,obléka,gwisgoedd
477,Hemd::N,srájca,crys
478,Kragen::N,ovrátnik,coler
479,Ärmel::N,rokáv,llawes
480,Hose::N,hláče,trowsus
481,Gürtel::N,pás,gwregys
482,Mütze::N,kápa,cap
483,Mütze::N,čépica,cap
484,Schuh::N,čévelj,esgid
485,Stiefel::N,škórenj,botasen
486,Ring::N,pŕstan,modrwy
487,Band::N,trák,rhuban
488,Kamm::N,glavník,crib
489,Spiegel::N,zrcálo,drych
490,Spiegel::N,ogledálo,drych
491,Riemen::N,jêrmen,strap
492,Schnur::N,vŕvca,llinyn
493,Leine::N,konôpec,tennyn
494,Decke::N,odéja,blanced
495,Decke::N,odéja,gwrthban
496,Kissen::N,blazína,clustog
497,Kissen::N,blazína,gobennydd
498,Tuch::N,pŕt,sgarff
499,Tuch::N,rúta,sgarff
500,Handtuch::N,brisáča,tywel
501,Handtuch::N,brisáča,lliain sychu
502,Kraft::N,síla,grym
503,Stärke::N,jákost,nerth
504,Stärke::N,jákost,cryfder
505,Gesundheit::N,zdrávje,iechyd
506,Krankheit::N,bolézen,afiechyd
507,Krankheit::N,bolézen,anhwylder
508,Schmerz::N,ból,poen
509,Schmerz::N,ból,gwayw
510,Schmerz::N,bolečína,poen
511,Schmerz::N,bolečína,gwayw
512,Wunde::N,rána,clwyf
513,Fieber::N,vročína,twymyn
514,Arznei::N,lék,meddyginiaeth
515,Arznei::N,zdravílo,meddyginiaeth
516,Brücke::N,móst,pont
517,Brunnen::N,vodnják,ffynnon
518,Weide::N,páša,porfa
519,Pfad::N,stezà,llwybr
520,Weg::N,pót,ffordd
521,Straße::N,césta,heol
522,Straße::N,césta,ffordd
523,Dorf::N,vás,pentref
524,Stadt::N,mésto,tref
525,Brief::N,písmo,llythyr
526,Buch::N,knjíga,llyfr
527,Buchstabe::N,čŕka,llythyren
528,Zeitung::N,čásnik,papur newydd
529,Leben::N,življênje,bywyd
530,Tod::N,smŕt,marwolaeth
531,Grab::N,gròb,bedd
532,Kirche::N,cérkev,eglwys
533,Sünde::N,gréh,pechod
534,Gott::N,bóg,duw
535,Arbeiter::N,délavec,gweithiwr
536,Chef::N,šéf,pennaeth
537,Meister::N,mójster,meistr
538,Arzt::N,zdravník,meddyg
539,Lehrer::N,učítelj,athro
540,Geld::N,denár,pres
541,Geld::N,denár,arian
542,Geschäft::N,kupčíja,busnes
543,Laden::N,trgovína,siop
544,Preis::N,céna,pris
545,Ware::N,róba,nwydd
546,Nutzen::N,príd,elw
547,Nutzen::N,príd,budd
548,Reichtum::N,bogástvo,cyfoeth
549,Welt::N,svét,byd
550,Land::N,dežêla,gwlad
551,Staat::N,držáva,gwladwriaeth
552,König::N,králj,brenin
553,Macht::N,oblást,grym
554,Macht::N,oblást,awdurdod
555,Grenze::N,mêja,ffin
556,Grenze::N,mêja,goror
557,Krieg::N,vôjna,rhyfel
558,Feind::N,sovrážnik,gelyn
559,Gewalt::N,nasílje,ffyrnigrwydd
560,Kampf::N,bòj,brwydr
561,Kampf::N,bórba,brwydr
562,Bogen[Waffe]::N,lók,bwa
563,Pfeil::N,puščíca,saeth
564,Gewehr::N,púška,dryll
565,Fehler::N,zmóta,gwall
566,Fehler::N,zmóta,camgymeriad
567,Lüge::N,láž,celwydd
568,Lüge::N,láž,anwiredd
569,Schaden::N,okvára,niwed
570,Schaden::N,okvára,difrod
571,Unglück::N,nesréča,anffawd
572,Schuld::N,krívda,bai
573,Alter::N,dôba,oed
574,Schluss::N,kônec,diwedd
575,Zeit::N,čàs,amser
576,Tag::N,dán,dydd
577,Tag::N,dán,diwrnod
578,Morgen::N,jútro,bore
579,Mittag::N,póldan,nawn
580,Abend::N,večér,noswaith
581,Nacht::N,nóč,nos
582,Woche::N,téden,wythnos
583,Monat::N,mésec,mis
584,Jahr::N,léto,blwyddyn
585,Frühling::N,pomlád,gwanwyn
586,Sommer::N,polétje,haf
587,Herbst::N,jesén,hydref
588,Winter::N,zíma,gaeaf
589,Januar::N,jánuar,Ionawr
590,Februar::N,fébruar,Chwefror
591,März::N,márec,Mawrth
592,April::N,apríl,Ebrill
593,Mai::N,máj,Mai
594,Juni::N,júnij,Mehefin
595,Juli::N,júlij,Gorffennaf
596,August::N,avgúst,Awst
597,September::N,septêmber,Medi
598,Oktober::N,október,Hydref
599,November::N,novêmber,Tachwedd
600,Dezember::N,decémber,Rhagfyr
601,Montag::N,ponedéljek,dydd Llun
602,Dienstag::N,tôrek,dydd Mawrth
603,Mittwoch::N,sréda,dydd Mercher
604,Donnerstag::N,četŕtek,dydd Iau
605,Freitag::N,pétek,dydd Gwener
606,Samstag::N,sobóta,dydd Sadwrn
607,Sonntag::N,nedélja,dydd Sul
608,groß::A,vêlik,mawr
609,klein::A,májhen,bach
610,lang::A,dólg,hir
611,kurz::A,krátek,byr
612,kurz::A,krátek,cwta
613,breit::A,širòk,llydan
614,schmal::A,ózek,cul
615,dicht::A,góst,dwys
616,dick[Gegenstand]::A,dêbel,trwchus
617,dünn::A,tánek,tenau
618,fein::A,drôben,main
619,fest::A,tŕden,cadarn
620,flach::A,plán,gwastad
621,flach::A,plòsk,gwastad
622,glatt::A,gládek,llyfn
623,hart::A,tŕd,caled
624,weich::A,mehák,meddal
625,rund::A,okrógel,crwn
626,spitz::A,šílast,pigfain
627,scharf::A,óster,miniog
628,stumpf::A,tóp,pŵl
629,stumpf::A,skŕhan,pŵl
630,schwer::A,têžek,trwm
631,schön::A,lép,teg
632,schön::A,lép,hardd
633,schön::A,lép,prydferth
634,schön::A,krásen,teg
635,schön::A,krásen,hardd
636,schön::A,krásen,prydferth
637,heiß::A,vròč,poeth
638,warm::A,tôpel,twym
639,warm::A,tôpel,cynnes
640,kalt::A,mŕzel,oer
641,kalt::A,hláden,oer
642,kühl::A,hláden,oeraidd
643,frisch::A,svéž,iach
644,feucht::A,vlážen,llaith
645,nass::A,móker,gwlyb
646,trocken::A,súh,sych
647,voll::A,póln,llawn
648,leer::A,prázen,gwag
649,offen::A,odpŕt,agored
650,geschlossen::A,zapŕt,caead
651,geschlossen::A,zapŕt,caeëdig
652,sauber::A,číst,glân
653,sauber::A,líčen,glân
654,schmutzig::A,umázan,budr
655,schmutzig::A,umázan,brwnt
656,roh::A,suròv,amrwd
657,reif::A,zrèl,aeddfed
658,lecker::A,okúsen,blasus
659,lecker::A,okúsen,danteithiol
660,süß::A,sládek,melys
661,bitter::A,grenák,chwerw
662,sauer::A,kísel,sur
663,hell::A,svetèl,disglair
664,dunkel::A,temèn,tywyll
665,schwarz::A,čŕn,du
666,weiß::A,bél,gwyn
667,rot::A,rdèč,coch
668,gelb::A,žólt,melyn
669,gelb::A,rumèn,melyn
670,blau::A,móder,glas
671,grün::A,zelèn,gwyrdd
672,grau::A,sív,llwyd
673,bunt::A,písan,lliwgar
674,billig::A,pocéni,rhad
675,teuer::A,drág,drud
676,wertvoll::A,dragocén,gwerthfawr
677,blind::A,slép,dall
678,taub::A,glúh,byddar
679,kräftig::A,močán,nerthol
680,kräftig::A,močán,grymus
681,stark::A,ják,cryf
682,stark::A,ják,cadarn
683,schwach::A,šíbek,gwan
684,fett::A,dêbel,tew
685,schlank::A,vítek,main
686,hübsch::A,lép,tlws
687,böse::A,zèl,drwg
688,böse::A,hudôben,drwg
689,dumm::A,glúp,twp
690,dumm::A,bédast,twp
691,faul::A,lén,diog
692,fleißig::A,marljív,dyfal
693,geizig::A,škŕt,crintach
694,geizig::A,škŕt,cybyddlyd
695,klug::A,pámeten,deallus
696,geschickt::A,spréten,medrus
697,geschickt::A,spréten,deheuig
698,lieb::A,míl,hoff
699,lieb::A,míl,annwyl
700,lieb::A,ljúb,hoff
701,lieb::A,ljúb,annwyl
702,lustig::A,vesél,llon
703,sanft::A,láhek,mwyn
704,hungrig::A,láčen,newynog
705,krank::A,bolán,sâl
706,krank::A,bolán,gwael
707,nackt::A,nág,noeth
708,traurig::A,túžen,trist
709,lebendig::A,žív,yn fyw
710,gut::A,dóber,da
711,schlecht::A,malopríden,drwg
712,schlecht::A,malopríden,gwael
713,richtig::A,pravílen,cywir
714,schlimm::A,húd,enbyd
715,wahr::A,resníčen,gwir
716,alt::A,stàr,hen
717,neu::A,nòv,newydd
718,ehemalig::A,nekdánji,blaenorol
719,alt[Lebewesen]::A,stàr,oedrannus
720,jung::A,mlád,ifanc
721,arm::A,ubóg,tlawd
722,arm::A,réven,tlawd
723,reich::A,bogàt,cyfoethog
724,bekannt::A,znán,cynefin
725,bekannt::A,znán,cyfarwydd
726,berühmt::A,sláven,enwog
727,berühmt::A,znamenít,enwog
728,fremd::A,túj,estron
729,verschieden::A,razlíčen,gwahanol
730,nah::A,blížnji,agos
731,fern::A,dáleč,pell
732,linker::A,lévi,aswy
733,linker::A,lévi,chwith
734,rechter::A,désni,de
735,rechter::A,désni,deau
736,anderer::A,drúgi,arall
737,erster::A,pŕvi,cyntaf
738,zweiter::A,drúgi,ail
739,dritter::A,trétji,trydydd
740,letzter::A,poslédnji,olaf
741,allein::ADV,sám,unig
742,allein::ADV,sám,ar ei ben ei hun
743,auf einmal::ADV,obênem,ar yr un pryd
744,zusammen::ADV,skúpaj,ynghyd
745,zusammen::ADV,skúpaj,gyda'i gilydd
746,lange::ADV,dólgo,amser hir
747,plötzlich::ADV,náglo,yn sydyn
748,plötzlich::ADV,nenádoma,yn sydyn
749,sofort::ADV,prècej,ar unwaith
750,später::ADV,poznêje,yn ddiweddarach
751,jetzt::ADV,zdàj,yn awr
752,heute::ADV,dánes,heddiw
753,morgen::ADV,jútri,yfory
754,bald::ADV,kmálu,yn fuan
755,bald::ADV,kmálu,gyda hyn
756,dann::ADV,nató,yna
757,dann::ADV,nató,y pryd hwnnw
758,gestern::ADV,včéraj,ddoe
759,einst::ADV,nékdaj,gynt
760,damals::ADV,tedàj,ar y pryd
761,damals::ADV,tedàj,bryd hynny
762,damals::ADV,takràt,ar y pryd
763,damals::ADV,takràt,bryd hynny
764,danach::ADV,potèm,wedyn
765,vorher::ADV,poprèj,o'r blaen
766,zuerst::ADV,spŕva,yn gyntaf
767,einmal::ADV,ênkrat,unwaith
768,manchmal::ADV,včásih,weithiau
769,manchmal::ADV,včásih,ar brydiau
770,oft::ADV,pogósto,yn aml
771,oft::ADV,pogósto,yn fynych
772,immer::ADV,védno,bob amser
773,immer::ADV,zméraj,bob amser
774,niemals::ADV,nikdàr,ni ... byth
775,niemals::ADV,nikdàr,ni ... erioed
776,hier::ADV,tù,yma
777,hier::ADV,túkaj,yma
778,hierhin::ADV,sèmkaj,hyd yma
779,von hier::ADV,od tú,oddi yma
780,dort::ADV,tàm,acw
781,dorthin::ADV,tjà,tuag yno
782,geradeaus::ADV,rávno napréj,syth ymlaen
783,vorwärts::ADV,napréj,ymlaen
784,rückwärts::ADV,zádaj,yn ôl
785,zurück::ADV,nazáj,yn ôl
786,unten::ADV,dôli,isod
787,unten::ADV,dôli,oddi tanodd
788,unten::ADV,spôdaj,isod
789,unten::ADV,spôdaj,oddi tanodd
790,hinab::ADV,dôl,i lawr
791,hinab::ADV,dôl,i waered
792,oben::ADV,gôri,fry
793,oben::ADV,zgôraj,fry
794,hinauf::ADV,gôr,i fyny
795,hinauf::ADV,gôr,i'r lan
