,Concept_ID,he,sl
802,wechseln::V,השתנה,ménjati se
803,aufgehen[Sonne]::V,זרח,vzíti
804,untergehen[Sonne]::V,שקע,zaíti
805,scheinen[Sonne]::V,בהק,sijáti
806,donnern::V,רעם,grméti
807,wehen::V,נשב,píhati
808,strömen::V,זרם,líti
809,fließen::V,זרם,têči
810,sich drehen::V,הסתובב,vrtéti se
811,schwanken::V,התנודד,kolébati
812,schwingen::V,התנענע,níhati
813,fallen::V,נפל,pádati
814,brennen::V,בער,goréti
815,rauchen::V,עשן,kadíti se
816,regnen::V,ירד גשם,deževáti
817,gefrieren::V,קפא,zmŕzniti
818,tauen::V,נמס,tájati
819,schmelzen::V,התיך,kopnéti
820,trocknen::V,התיבש,sušíti se
821,sieden::V,רתח,kipéti
822,faulen::V,רקב,gníti
823,verfaulen::V,רקב,zgníti
824,reißen::V,נקרע,tŕgati se
825,versinken::V,טבע,pogrézniti se
826,vergehen::V,עבר,miníti
827,erscheinen::V,נגלה,pojáviti se
828,erscheinen::V,הופיע,pojáviti se
829,verschwinden::V,נעלם,izgíniti
830,sinken::V,ירד,péšati
831,abnehmen::V,הפחית,pojémati
832,zunehmen::V,רבה,véčati se
833,zunehmen::V,רבה,množíti se
834,steigen::V,עלה,dvígati se
835,wachsen::V,גדל,rásti
836,glänzen::V,נצץ,sijáti
837,glänzen::V,בהק,sijáti
838,funkeln::V,נצנץ,ískriti se
839,lärmen::V,רעש,ropotáti
840,lärmen::V,רעש,razgrájati
841,läuten::V,צלצל,zvoníti
842,klingeln::V,צלצל,zvončkljáti
843,klirren::V,קרקש,žvenketáti
844,brausen::V,געש,šuméti
845,rauschen::V,רשרש,šuštéti
846,rauschen::V,רשרש,šelestéti
847,klingen::V,נשמע,zvenéti
848,bellen::V,נבח,lájati
849,heulen::V,ילל,zavíjati
850,blasen::V,נשף,píhniti
851,pfeifen::V,שרק,pískati
852,pfeifen::V,שרק,žvížgati
853,schreien::V,צעק,kričáti
854,stöhnen::V,נאנק,stókati
855,zittern::V,רעד,drgetáti
856,leben::V,חי,živéti
857,geboren werden::V,נולד,rodíti se
858,atmen::V,נשם,díhati
859,trinken::V,שתה,píti
860,essen::V,אכל,jésti
861,schlucken::V,בלע,požírati
862,müde werden::V,התעיף,péšati
863,müde werden::V,התעיף,utrúditi se
864,einschlafen::V,נרדם,zaspáti
865,schlafen::V,ישן,spáti
866,aufwachen::V,התעורר,zbudíti se
867,aufstehen::V,קם,vstáti
868,sich erholen::V,נפש,oddahníti se
869,krank werden::V,חלה,oboléti
870,krank sein::V,היה חולה,bíti bolán
871,schmerzen::V,כאב,boléti
872,husten::V,השתעל,kášljati
873,genesen::V,הבריא,okrévati
874,sterben::V,מת,umréti
875,umkommen::V,נספה,pogíniti
876,sich bewegen::V,נע,zganíti se
877,sich rühren::V,זז,premakníti se
878,sich erheben::V,קם,vstájati
879,sich erheben::V,קם,vzdígniti se
880,sich setzen::V,התישב,sésti
881,hinfallen::V,נפל,pásti dôl
882,laufen::V,הלך ברגל,hodíti
883,schreiten::V,פסע,stópati
884,spazierengehen::V,טיל,na sprehòd íti
885,eilen::V,אץ,drvéti
886,eilen::V,מהר,drvéti
887,sich beeilen::V,מהר,hitéti
888,sausen::V,אץ,dírkati
889,rennen::V,רץ,dírjati
890,springen::V,קפץ,skákati
891,klettern::V,טפס,plézati
892,schaukeln::V,התנדנד,kolébati
893,kriechen::V,זחל,pláziti se
894,schwimmen::V,שחה,plávati
895,tauchen::V,צלל,potápljati se
896,rudern::V,חתר,vesláti
897,fahren::V,נסע,vozíti se
898,fahren::V,נסע,peljáti se
899,fliegen::V,עף,létati
900,gehen::V,הלך,íti
901,weggehen::V,עזב,odíti
902,abfahren::V,יצא,odpeljáti se
903,anhalten::V,עצר,ustáviti se
904,hineingehen::V,נכנס,íti nóter
905,eintreten::V,נכנס,vstopíti
906,kommen::V,בא,príti
907,ankommen::V,הגיע,prispéti
908,ankommen::V,הגיע,prihájati
909,zurückkommen::V,שב,vrníti se
910,zurückkommen::V,חזר,vrníti se
911,bleiben::V,נשאר,ostáti
912,warten::V,חכה,čákati
913,warten::V,המתין,čákati
914,erwarten::V,צפה,pričakováti
915,suchen::V,חפש,iskáti
916,finden::V,מצא,nájti
917,versuchen::V,נסה,poskúšati
918,vorbereiten::V,הכין,pripráviti
919,lieben::V,אהב,ljubíti
920,mögen::V,אהב,márati
921,lachen::V,צחק,smejáti se
922,rühren::V,נגע ללב,ganíti
923,weinen::V,בכה,jókati
924,weinen::V,בכה,plákati
925,schimpfen::V,גער,psováti
926,schimpfen::V,גער,zmérjati
927,sich ärgern::V,זעם,jezíti se
928,sich ärgern::V,כעס,jezíti se
929,sich fürchten::V,פחד,báti se
930,sich fürchten::V,חשש,báti se
931,fürchten::V,פחד מ,báti se
932,fürchten::V,חשש מ,báti se
933,fliehen::V,ברח,bežáti
934,flüchten::V,נמלט,pobégniti
935,sehen::V,ראה,vídeti
936,anschauen::V,הביט,oglédati
937,ansehen::V,התבונן,glédati
938,hören::V,שמע,slíšati
939,zuhören::V,הקשיב,poslúšati
940,probieren::V,נסה,poskúšati
941,riechen::V,הריח,dúhati
942,fühlen::V,חש,čutíti
943,scheinen::V,נדמה,zdéti se
944,zu sehen sein::V,נראה,vídeti se
945,vernehmen::V,נודע ל,čúti
946,frieren::V,קר ל,zébsti
947,tun::V,פעל,délati
948,können::V,יכל,môči
949,wollen::V,רצה,hotéti
950,anfangen::V,התחיל,začéti
951,beenden::V,גמר,dokončáti
952,aufhören::V,סים,prenéhati
953,gelingen::V,הצליח,uspéti
954,gelingen::V,הצליח,posréčiti se
955,geraten::V,עלה,obnêsti se
956,öffnen::V,פתח,odpréti
957,schließen::V,סגר,zapréti
958,stellen::V,העמיד,postáviti
959,setzen::V,הושיב,posadíti
960,legen::V,שם,položíti
961,berühren::V,נגע,dotíkati se
962,verbinden::V,קשר,obvézati
963,bedecken::V,כסה,pokríti
964,aufhängen::V,תלה,obésiti
965,anzünden::V,הצית,zažgáti
966,aufheben::V,אסף,vzdígniti
967,zurücklassen::V,השאיר,zapustíti
968,verlieren::V,אבד,izgubíti
969,fallen lassen::V,שמט,navréči
970,fallen lassen::V,הפיל,navréči
971,machen::V,עשה,naredíti
972,machen::V,עשה,napráviti
973,herstellen::V,יצר,izdélati
974,bauen::V,בנה,gradíti
975,reparieren::V,תקן,popráviti
976,verbessern::V,שפר,izbóljšati
977,ändern::V,שנה,spremeníti
978,graben::V,חפר,kopáti
979,graben::V,חפר,grêbsti
980,beugen::V,כפף,upogníti
981,biegen::V,כופף,zavíjati
982,drehen::V,סובב,vrtéti
983,wenden::V,הפך,obrníti
984,umdrehen::V,סובב,zasúkati
985,heben::V,הרים,dvígati
986,hochheben::V,הרים,privzdígniti
987,ergreifen::V,אחז,zgrábiti
988,halten::V,החזיק,držáti
989,drücken::V,לחץ,tiščáti
990,schieben::V,הזיז,ríniti
991,kratzen::V,שרט,práskati
992,kratzen::V,שפשף,práskati
993,lecken::V,לקק,lízati
994,beißen::V,נשך,grísti
995,abreißen::V,קרע,odtŕgati
996,abschneiden::V,חתך,odrézati
997,binden::V,קשר,vézati
998,stecken::V,תקע,vtakníti
999,brechen::V,שבר,lomíti
1000,klopfen::V,נקש,tólči
1001,hauen::V,הכה,séči
1002,kleben::V,הדביק,lépiti
1003,reiben::V,שפשף,tréti
1004,reiben::V,שפשף,dŕgniti
1005,streichen::V,מרח,namázati
1006,schleifen::V,השחיז,brúsiti
1007,schneiden::V,גזר,rézati
1008,rütteln::V,נענע,strésti
1009,schütteln::V,נער,majáti
1010,schwenken::V,נופף,obrníti
1011,schwenken::V,טלטל,obrníti
1012,schütten::V,שפך,sípati
1013,füllen::V,מלא,napolníti
1014,einwickeln::V,עטף,zavíti
1015,tragen::V,נשא,nêsti
1016,schleppen::V,סחב,vláčiti
1017,ziehen::V,משך,vléči
1018,aufbewahren::V,שמר,shranjeváti
1019,werfen::V,זרק,lúčati
1020,fangen::V,תפס,ujéti
1021,packen::V,אחז,prijéti
1022,verstecken::V,החביא,skríti
1023,teilen::V,חלק,razdelíti
1024,schicken::V,שלח,pošíljati
1025,bringen::V,הביא,prinêsti
1026,hinzufügen::V,הוסיף,pristáviti
1027,bekommen::V,תפס,dobíti
1028,erhalten::V,קבל,prejéti
1029,nehmen::V,אחז,vzéti
1030,wählen::V,בחר,izbírati
1031,auswählen::V,בחר ב,izbráti
1032,bewahren::V,קים,ohraníti
1033,behindern::V,מנע,ovírati
1034,verderben::V,מנע,pokváriti
1035,beschädigen::V,הזיק,poškodováti
1036,zerbrechen::V,נשבר,razlomíti
1037,zerreißen::V,קרע,raztŕgati
1038,zerstören::V,הרס,razrúšiti
1039,zerstören::V,השמיד,razrúšiti
1040,verbrennen::V,שרף,sežgáti
1041,geben::V,נתן,dáti
1042,reichen::V,העביר,séči
1043,reichen::V,העביר,molíti
1044,schenken::V,נתן במתנה,podáriti
1045,versprechen::V,הבטיח,obljubíti
1046,wünschen::V,אחל,vóščiti
1047,loben::V,שבח,hváliti
1048,küssen::V,נשק,poljubováti
1049,wiegen::V,נדנד,zíbati
1050,zudecken::V,כסה,pokríti
1051,wecken::V,עורר,zbudíti
1052,zeigen::V,הראה,pokázati
1053,führen::V,הביא,vêsti
1054,führen::V,הוביל,vêsti
1055,lehren::V,למד,učíti
1056,unterrichten::V,למד,poučeváti
1057,aufziehen::V,רומם,vzgojíti
1058,leiten::V,נהל,uprávljati
1059,antreiben::V,המרץ,goníti
1060,lassen::V,נתן,povzročíti
1061,einladen::V,הזמין,povábiti
1062,vereinigen::V,אחד,zdrúžiti
1063,vereinigen::V,לכד,zdrúžiti
1064,besuchen::V,בקר,obiskáti
1065,treffen::V,פגש,pogodíti
1066,sich versammeln::V,התאסף,zbráti se
1067,spielen::V,שחק,igráti se
1068,singen::V,שר,péti
1069,tanzen::V,רקד,plésati
1070,sich trennen::V,נפרד,ločíti se
1071,verlassen::V,עזב,zapustíti
1072,retten::V,הציל,réšiti
1073,bewachen::V,שמר,strážiti
1074,schützen::V,אבטח,sčítiti
1075,verteidigen::V,הגן,braníti
1076,sich schlagen::V,התכתש,têpsti se
1077,schießen::V,ירה,stréljati
1078,siegen::V,גבר,zmágati
1079,siegen::V,נצח,zmágati
1080,ärgern::V,עצבן,jezíti
1081,ärgern::V,עצבן,razbúriti
1082,schlagen::V,הכה,têpsti
1083,schlagen::V,הכה,udáriti
1084,schlagen::V,הלקה,têpsti
1085,schlagen::V,הלקה,udáriti
1086,treten::V,בעט,teptáti
1087,stechen::V,דקר,ubôsti
1088,stoßen::V,דחק,peháti
1089,stoßen::V,דחק,drégniti
1090,stehlen::V,גנב,ukrásti
1091,stehlen::V,גנב,pokrásti
1092,stören::V,קטע,motíti
1093,stören::V,הפריע,motíti
1094,belästigen::V,הציק,nadlegováti
1095,belästigen::V,הטריד,nadlegováti
1096,verbergen::V,הצניע,skríti
1097,täuschen::V,שגע,slepíti
1098,betrügen::V,הונה,várati
1099,betrügen::V,הונה,ogoljufáti
1100,töten::V,הרג,ubíti
1101,wohnen::V,גר,prebívati
1102,arbeiten::V,עבד,délati
1103,sammeln::V,אסף,zbráti
1104,pflücken::V,קטף,obráti
1105,jagen::V,צד,lovíti
1106,fischen::V,דג,ribáriti
1107,fassen::V,תפס,zajéti
1108,hüten::V,רעה,pásti
1109,treiben::V,הוציא,pogánjati
1110,anbinden::V,קשר,privézati
1111,füttern::V,הלעיט,kŕmiti
1112,melken::V,חלב,mólsti
1113,hacken::V,קצץ,sékati
1114,gießen::V,השקה,ulíti
1115,reifen::V,בשל,zoréti
1116,zubereiten::V,הכין,pripráviti
1117,kochen::V,בשל,kúhati
1118,backen::V,אפה,cvréti
1119,braten::V,צלה,pêči
1120,braten::V,טגן,pêči
1121,umrühren::V,ערבב,preméšati
1122,stricken::V,סרג,plêsti
1123,nähen::V,תפר,šívati
1124,färben::V,צבע,bárvati
1125,reinigen::V,נקה,očístiti
1126,waschen::V,רחץ,opráti
1127,waschen::V,כבס,opráti
1128,abwischen::V,נגב,obrísati
1129,spülen::V,שטף,splakováti
1130,fegen::V,טאטא,pométati
1131,kehren::V,טאטא,mésti
1132,baden::V,טבל,kópati se
1133,baden::V,שחה,kópati se
1134,sich waschen::V,התרחץ,umíti se
1135,ausziehen::V,הוריד,izvléči
1136,anziehen::V,לבש,obléči
1137,sich anziehen::V,התלבש,obléči se
1138,kämmen::V,סרק,česáti
1139,schmücken::V,קשט,okrasíti
1140,sagen::V,אמר,dejáti
1141,sprechen::V,דבר,govoríti
1142,reden::V,דבר,rêči
1143,sich unterhalten::V,שוחח,razgovárjati se
1144,fragen::V,שאל,vprášati
1145,bitten::V,בקש,prosíti
1146,erzählen::V,ספר,práviti
1147,mitteilen::V,מסר,naznániti
1148,mitteilen::V,הודיע,naznániti
1149,nennen::V,קרא בשם,imenováti
1150,rufen::V,גיס,klícati
1151,rufen::V,הזמין לבוא,klícati
1152,prahlen::V,התרברב,baháti se
1153,übersetzen::V,תרגם,prevêsti
1154,denken::V,חשב,mísliti
1155,glauben::V,האמין,verjéti
1156,bemerken::V,הבחין,opáziti
1157,erkennen::V,זהה,spoznáti
1158,begreifen::V,קלט,pôjmiti
1159,begreifen::V,הבין,pôjmiti
1160,verstehen::V,הבין,razuméti
1161,lernen::V,למד,učíti se
1162,wissen::V,ידע,znáti
1163,wissen::V,ידע,védeti
1164,sich erinnern an::V,זכר,spómniti se
1165,vergessen::V,שכח,pozábiti
1166,messen::V,מדד,mériti
1167,zählen::V,ספר,štéti
1168,rechnen::V,חשב,račúnati
1169,lesen::V,קרא,bráti
1170,lesen::V,קרא,čítati
1171,malen::V,ציר,slíkati
1172,zeichnen::V,שרטט,rísati
1173,schreiben::V,כתב,písati
1174,besitzen::V,היה בעל של,iméti
1175,kaufen::V,קנה,kupíti
1176,kaufen::V,רכש,kupíti
1177,verkaufen::V,מכר,prodáti
1178,bezahlen::V,שלם,pláčati
1179,zahlen::V,שלם,plačeváti
1180,beherrschen::V,שלט,obvládati
1181,ertragen::V,סבל,prenêsti
