,Concept_ID,pl,ml
202,Asche::N,popiół,ചാരം
203,Dreck::N,brud,അഴുക്ക്
204,Eisen::N,żelazo,ഇരുമ്പ്
205,Gold::N,złoto,സ്വർണ്ണം
206,Silber::N,srebro,വെള്ളി
207,Kohle::N,węgiel,കൽക്കരി
208,Glas::N,szkło,ഗ്ലാസ്
209,Lehm::N,glina,കളിമണ്ണ്
210,Sand::N,piasek,മണൽ
211,Mensch::N,człowiek,മനുഷ്യർ
212,Mann::N,mężczyzna,പുരുഷൻ
213,Frau::N,kobieta,സ്ത്രീ
214,Kind::N,dziecko,കുഞ്ഞ്
215,Junge::N,chłopak,ആൺകുട്ടി
216,Junge::N,chłopiec,ആൺകുട്ടി
217,Mädchen::N,dziewczynka,പെൺകുട്ടി
218,Familie::N,rodzina,കുടുംബം
219,Großvater::N,dziadek,അപ്പൂപ്പൻ
220,Großmutter::N,babka,അമ്മുമ്മ
221,Eltern::N,rodzice,മാതാപിതാക്കള്
222,Vater::N,ojciec,അച്ഛൻ
223,Mutter::N,matka,അമ്മ
224,Sohn::N,syn,മകൻ
225,Tochter::N,córka,മകൾ
226,Bruder::N,brat,ചേട്ടൻ
227,Bruder::N,brat,അനിയൻ
228,Schwester::N,siostra,ചേച്ചി
229,Schwester::N,siostra,അനിയത്തി
230,Onkel::N,wuj,അമ്മാവൻ
231,Onkel::N,stryj,അമ്മാവൻ
232,Tante::N,ciotka,മാമി
233,Ehemann::N,mąż,ഭർത്താവ്
234,Ehefrau::N,żona,ഭാര്യ
235,Freude::N,radość,ആഹ്ലാദം
236,Gelächter::N,śmiech,ചിരിയുടെ ശബ്ദം
237,Glück::N,szczęście,സന്തോഷം
238,Glück::N,szczęście,സന്തുഷ്ടി
239,Kummer::N,zmartwienie,ശോകം
240,Wunsch::N,życzenie,ആഗ്രഹം
241,Lust::N,chęć,ആഗ്രഹം
242,Lust::N,ochota,ആഗ്രഹം
243,Geist::N,duch,ചുറുചുറുക്ക്
244,Gedanke::N,myśl,ചിന്ത
245,Gedächtnis::N,pamięć,ഓർമ്മശക്തി
246,Verstand::N,rozum,മനസ്സ്
247,Sinn::N,zmysł,അർത്ഥം
248,Grund::N,powód,കാരണം
249,Wahrheit::N,prawda,സത്യം
250,Gespräch::N,rozmowa,സല്ലാപം
251,Märchen::N,bajka,യക്ഷിക്കഥ
252,Erzählung::N,opowiadanie,കഥ
253,Nachricht::N,wiadomość,സന്ദേശം
254,Neuigkeit::N,nowina,വാർത്ത
255,Name::N,imię,പേര്
256,Rätsel::N,zagadka,പ്രഹേളിക
257,Rede::N,mowa,സംസാരം
258,Sprache::N,język,ഭാഷ
259,Stimme::N,głos,സ്വരം
260,Wort::N,słowo,വാക്ക്
261,Zeichen::N,znak,സംജ്ഞ
262,Ruf::N,wołanie,വിളി
263,Lärm::N,hałas,ആരവം
264,Lärm::N,zgiełk,ആരവം
265,Laut::N,dźwięk,ശബ്ദം
266,Ton::N,ton,സ്വരഭേദം
267,Ton::N,dźwięk,സ്വരഭേദം
268,Lied::N,pieśń,പാട്ട്
269,Lied::N,piosenka,പാട്ട്
270,Ruhe::N,spokój,നിശ്ചലത
271,Leute::N,ludzie,ജനങ്ങൾ
272,Volk::N,naród,രാഷ്ടം
273,Arbeit::N,praca,ജോലി
274,Arbeit::N,robota,ജോലി
275,Gast::N,gość,അതിലി
276,Geschenk::N,prezent,സമ്മാനം
277,Geschenk::N,podarunek,സമ്മാനം
278,Spiel::N,gra,കളി
279,Spiel::N,zabawa,കളി
280,Gesellschaft::N,towarzystwo,കൂട്ടായ്മ
281,Hilfe::N,pomoc,സഹായം
282,Freund::N,przyjaciel,സുഹൃത്ത്
283,Kamerad::N,kolega,കൂട്ടാളി
284,Angelegenheit::N,sprawa,കാര്യം
285,Anzahl::N,ilość,എണ്ണം
286,Art::N,rodzaj,തരം
287,Stück::N,kawałek,കഷണം
288,Teil::N,część,ഭാഗം
289,Hälfte::N,połowa,പകുതി
290,Kreis::N,krąg,വൃത്തം
291,Kreuz::N,krzyż,കുരിശടയാളം
292,Linie::N,linia,വര
293,Linie::N,linia,രേഖ
294,Strich::N,kreska,പക്ഷാഘാതം
295,Abstand::N,odstęp,വിടവ്
296,Entfernung::N,odległość,അകലം
297,Gegend::N,okolica,പ്രദേശം
298,Platz::N,miejsce,ഇടം
299,Ort::N,miejsce,സ്ഥലം
300,Seite::N,bok,വശം
301,Seite::N,strona,വശം
302,Mitte::N,środek,മധ്യസ്ഥാനം
303,Gegenstand::N,przedmiot,സാധനം
304,Sache::N,rzecz,വസ്തു
305,Rand::N,skraj,തൊങ്ങൽ
306,Rand::N,krawędź,തൊങ്ങൽ
307,Kante::N,kant,അറ്റം
308,Kante::N,krawędź,അറ്റം
309,Ecke::N,róg,മൂല
310,Spitze::N,ostrze,അഗ്രം
311,Ende::N,koniec,അവസാനം
312,Loch::N,dziura,ദ്വാരം
313,Winkel::N,kąt,കോൺ
314,Winkel::N,kącik,കോൺ
315,Muster::N,wzór,ക്രമം
316,Größe::N,rozmiar,വലുപ്പം
317,Größe::N,wielkość,വലുപ്പം
318,Länge::N,długość,നീളം
319,Höhe::N,wysokość,ഉയരം
320,Gewicht::N,ciężar,കട്ടി
321,Menge::N,ilość,അളവ്
322,Haufen::N,kupa,കൂമ്പാരം
323,Reihe::N,rząd,വരി
324,Reihe::N,szereg,വരി
325,Boot::N,łódź,ബോട്ട്
326,Boot::N,łódka,ബോട്ട്
327,Ruder::N,wiosło,പങ്കായം
328,Schlitten::N,sanki,ഉരുളില്ലാവണ്ടി
329,Ski::N,narta,ഹിമപാദുകം
330,Lagerfeuer::N,ognisko,തീ
331,Last::N,ciężar,ഭാരം
332,Last::N,brzemię,ഭാരം
333,Gang::N,chód,നടത്തം
334,Schritt::N,krok,ചുവട്
335,Norden::N,północ,വടക്ക്
336,Süden::N,południe,തെക്ക്
337,Westen::N,zachód,പടിഞ്ഞാറ്
338,Osten::N,wschód,കിഴക്ക്
339,Holz::N,drzewo,തടി
340,Brett::N,deska,ബോർഡ്
341,Platte::N,płyta,തകിട്
342,Stütze::N,podpora,താങ്ങ്
343,Stange::N,drąg,കമ്പ്
344,Stange::N,żerdź,കമ്പ്
345,Stock::N,kij,വടി
346,Stock::N,laska,വടി
347,Stab::N,pręt,കുറുവടി
348,Rohr::N,rura,കുഴൽ
349,Haus::N,dom,വീട്
350,Heim::N,dom,വീട്
351,Ofen::N,piec,സ്റ്റൌ
352,Fußboden::N,podłoga,തറ
353,Tisch::N,stół,മേശ
354,Stuhl::N,krzesło,കസേര
355,Wiege::N,kołyska,തൊട്ടിൽ
356,Bett::N,łóżko,കിടക്ക
357,Bett::N,pościel,കിടക്ക
358,Regal::N,regał,ഷെൽഫ്
359,Kiste::N,skrzynia,പെട്ടി
360,Fenster::N,okno,ജനൽ
361,Tür::N,drzwi,വാതിൽ
362,Tor::N,brama,കവാടം
363,Zaun::N,płot,വേലി
364,Zaun::N,parkan,വേലി
365,Dach::N,dach,മേൽക്കുര
366,Leiter::N,drabina,ഏണി
367,Besen::N,miotła,ചൂല്
368,Spaten::N,rydel,തൂമ്പ
369,Schaufel::N,łopata,തൂമ്പ
370,Gabel::N,widelec,മുൾക്കത്തി
371,Löffel::N,łyżka,സ്പൂൺ
372,Messer::N,nóż,കത്തി
373,Nagel::N,gwóźdź,ആണി
374,Netz::N,sieć,വല
375,Haken::N,hak,കൊളുത്ത്
376,Griff::N,chwyt,കൈപ്പിടി
377,Schloss::N,zamek,പൂട്ട്
378,Bild::N,obraz,ചിത്രം
379,Figur::N,figura,കണക്ക്
380,Puppe::N,lalka,പാവ
381,Beutel::N,torba,ബാഗ്
382,Bündel::N,wiązka,കെട്ട്
383,Tasche::N,torba,ബാഗ്
384,Eimer::N,kubeł,ബക്കറ്റ്
385,Eimer::N,wiadro,ബക്കറ്റ്
386,Deckel::N,przykrywka,ഉറ
387,Geschirr::N,statki,പിഞ്ഞാണം
388,Geschirr::N,naczynia,പിഞ്ഞാണം
389,Sack::N,worek,ചാക്ക്
390,Tasse::N,filiżanka,കപ്പ്
391,Topf::N,garnek,പാത്രം
392,Kessel::N,kocioł,കെറ്റ്ല്
393,Essen::N,jedzenie,ആഹാരസമയം
394,Nahrung::N,pokarm,ഭക്ഷണം
395,Nahrung::N,pożywienie,ഭക്ഷണം
396,Speise::N,potrawa,ഡിഷ്
397,Speise::N,jedzenie,ഡിഷ്
398,Fleisch::N,mięso,മാംസം
399,Getreide::N,zboże,ചോളം
400,Brei::N,kasza,കഞ്ഞി
401,Brot::N,chleb,റോട്ടി
402,Scheibe::N,kromka,തുണ്ട്
403,Fett::N,tłuszcz,കൊഴുപ്പ്
404,Butter::N,masło,വെണ്ണ
405,Öl::N,olej,എണ്ണ
406,Salz::N,sól,ഉപ്പ്
407,Suppe::N,zupa,സൂപ്പ്
408,Honig::N,miód,തേൻ
409,Milch::N,mleko,പാൽ
410,Tee::N,herbata,ചായ
411,Leder::N,skóra,തുകൽ
412,Wolle::N,wełna,കമ്പിളി
413,Stoff::N,tkanina,തുണി
414,Stoff::N,materiał,തുണി
415,Nadel::N,igła,സൂചി
416,Faden::N,nić,നൂല്
417,Faden::N,nitka,നൂല്
418,Knopf::N,guzik,ബട്ടൺ
419,Knoten::N,węzeł,കുരുക്ക്
420,Farbe::N,farba,പെയിൻറ്
421,Kleidung::N,odzież,വസ്ത്രങ്ങൾ
422,Hemd::N,koszula,ഷർട്ട്
423,Kragen::N,kołnierz,കുപ്പായക്കഴുത്ത്
424,Ärmel::N,rękaw,കുപ്പായക്കൈ
425,Hose::N,spodnie,ട്രൌസർ
426,Gürtel::N,pasek,ബെൽറ്റ്
427,Mütze::N,czapka,തൊപ്പി
428,Schuh::N,but,ഷൂ
429,Schuh::N,bucik,ഷൂ
430,Stiefel::N,but,ബൂട്ട്
431,Stiefel::N,kozak,ബൂട്ട്
432,Ring::N,pierścień,മോതിരം
433,Band::N,wstęga,റിബൺ
434,Kamm::N,grzebień,ചീപ്പ്
435,Spiegel::N,lustro,കണ്ണാടി
436,Riemen::N,rzemień,സ്ട്രാപ്പ്
437,Schnur::N,sznur,ചരട്
438,Leine::N,smycz,കെട്ടാനുള്ള തോൽവാർ
439,Decke::N,kołdra,പുതപ്പ്
440,Kissen::N,poduszka,തലയിണ
441,Tuch::N,chustka,സ്കാർഫ്
442,Handtuch::N,ręcznik,തോർത്ത്
443,Kraft::N,moc,ശക്തി
444,Kraft::N,siła,ശക്തി
445,Stärke::N,moc,ശക്തി
446,Stärke::N,siła,ശക്തി
447,Gesundheit::N,zdrowie,ആരോഗ്യം
448,Krankheit::N,choroba,അസുഖം
449,Schmerz::N,ból,വേദന
450,Wunde::N,rana,മുറിവ്
451,Fieber::N,gorączka,പനി
452,Arznei::N,lekarstwo,മരുന്ന്
453,Brücke::N,most,പാലം
454,Brunnen::N,studnia,കിണർ
455,Weide::N,pastwisko,മേച്ചൽ
456,Pfad::N,ścieżka,വഴി
457,Weg::N,droga,വഴി
458,Straße::N,ulica,റോഡ്
459,Dorf::N,wieś,ഗ്രാമം
460,Stadt::N,miasto,നഗരം
461,Brief::N,list,കത്ത്
462,Buch::N,książka,പുസ്തകം
463,Buchstabe::N,litera,അക്ഷരം
464,Zeitung::N,gazeta,വർത്തമാനപത്രം
465,Zeitung::N,dziennik,വർത്തമാനപത്രം
466,Leben::N,życie,ജീവൻ
467,Tod::N,śmierć,മരണം
468,Grab::N,grób,ശവക്കുഴി
469,Kirche::N,kościół,പള്ളി
470,Sünde::N,grzech,പാപം
471,Gott::N,bóg,ദൈവം
472,Arbeiter::N,robotnik,ജോലിക്കാരൻ
473,Chef::N,szef,മേധാവി
474,Meister::N,mistrz,യജമാനൻ
475,Meister::N,majster,യജമാനൻ
476,Arzt::N,lekarz,ഡോക്ടർ
477,Lehrer::N,nauczyciel,അധ്യാപകൻ
478,Geld::N,pieniądze,പണം
479,Geschäft::N,sprawa,ബിസിനസ്
480,Geschäft::N,interes,ബിസിനസ്
481,Laden::N,sklep,കട
482,Preis::N,cena,വില
483,Ware::N,towar,ചരക്ക്
484,Nutzen::N,pożytek,ലാഭം
485,Reichtum::N,bogactwo,ധനം
486,Welt::N,świat,ലോകം
487,Land::N,kraj,രാജ്യം
488,Staat::N,państwo,രാജ്യം
489,König::N,król,രാജാവ്
490,Macht::N,władza,അധികാരം
491,Grenze::N,granica,അതിർത്തി
492,Krieg::N,wojna,യുദ്ധം
493,Feind::N,wróg,ശത്രു
494,Gewalt::N,władza,അക്രമം
495,Kampf::N,bój,പോരാട്ടം
496,Kampf::N,walka,പോരാട്ടം
497,Bogen[Waffe]::N,łuk,വില്ല്
498,Pfeil::N,strzała,അമ്പ്
499,Gewehr::N,karabin,തോക്ക്
500,Fehler::N,błąd,പിശക്
501,Lüge::N,kłamstwo,കള്ളം
502,Schaden::N,szkoda,കേടുപാട്
503,Unglück::N,nieszczęście,ദൌർഭാഗ്യം
504,Schuld::N,wina,തെറ്റ്
505,Alter::N,wiek,വയസ്സ്
506,Schluss::N,koniec,നിഗമനം
507,Schluss::N,zakończenie,നിഗമനം
508,Zeit::N,czas,സമയം
509,Tag::N,dzień,ദിവസം
510,Morgen::N,ranek,പ്രഭാതം
511,Morgen::N,poranek,പ്രഭാതം
512,Mittag::N,południe,ഉച്ച
513,Abend::N,wieczór,സായാഹ്നം
514,Nacht::N,noc,രാത്രി
515,Woche::N,tydzień,ആഴ്ച
516,Monat::N,miesiąc,മാസം
517,Jahr::N,rok,വർഷം
518,Frühling::N,wiosna,വസന്തം
519,Sommer::N,lato,വേനൽ
520,Herbst::N,jesień,ശരത്കാലം
521,Winter::N,zima,ശൈത്യം
522,Januar::N,styczeń,ജനുവരി
523,Februar::N,luty,ഫെബ്രുവരി
524,März::N,marzec,മാർച്ച്
525,April::N,kwiecień,ഏപ്രിൾ മാസം
526,Mai::N,maj,മെയ് മാസം
527,Juni::N,czerwiec,ജൂൺ
528,Juli::N,lipiec,ജൂലൈ
529,August::N,sierpień,ആഗസ്റ്റ്
530,September::N,wrzesień,സെപ്തംബർ
531,Oktober::N,październik,ഒക്ടോബർ
532,November::N,listopad,നവംബർ
533,Dezember::N,grudzień,ഡിസംബർ
534,Montag::N,poniedziałek,തിങ്കളാഴ്ച
535,Dienstag::N,wtorek,ചൊവ്വ
536,Mittwoch::N,środa,ബുധനാഴ്ച
537,Donnerstag::N,czwartek,വ്യാഴാഴ്ച
538,Freitag::N,piątek,വെള്ളിയാഴ്ച
539,Samstag::N,sobota,ശനിയാഴ്ച
540,Sonntag::N,niedziela,ഞായറാഴ്ച
541,groß::A,duży,വലിയ
542,groß::A,wielki,വലിയ
543,klein::A,mały,ചെറിയ
544,lang::A,długi,നീണ്ട
545,kurz::A,krótki,ഹ്രസ്വമായ
546,breit::A,szeroki,വിശാലമായ
547,schmal::A,wąski,ഇടുങ്ങിയ
548,dicht::A,gęsty,നിബിഡമായ
549,dick[Gegenstand]::A,gruby,തടിച്ച
550,dünn::A,cienki,മെലിഞ്ഞ
551,fein::A,drobny,നേർത്ത
552,fest::A,mocny,ഉറപ്പുള്ള
553,fest::A,twardy,ഉറപ്പുള്ള
554,flach::A,płaski,പരന്ന
555,glatt::A,gładki,മിനുസമുള്ള
556,hart::A,twardy,കട്ടിയുള്ള
557,weich::A,miękki,മൃദുവായ
558,rund::A,okrągły,വട്ടത്തിലുള്ള
559,spitz::A,spiczasty,മുനയുള്ള
560,scharf::A,ostry,മൂർച്ചയുള്ള
561,stumpf::A,tępy,തുറന്നടിക്കുന്ന
562,schwer::A,ciężki,ഭാരമുള്ള
563,schön::A,ładny,മനോഹരമായ
564,schön::A,piękny,മനോഹരമായ
565,heiß::A,gorący,ചൂടുള്ള
566,warm::A,ciepły,ചൂടുള്ള
567,kalt::A,zimny,തണുത്ത
568,kühl::A,chłodny,തണുപ്പുള്ള
569,frisch::A,świeży,ശുദ്ധമായ
570,feucht::A,wilgotny,ഈറനുള്ള
571,nass::A,mokry,നനഞ്ഞ
572,trocken::A,suchy,വരണ്ട
573,voll::A,pełny,നിറയെ
574,leer::A,pusty,ഒഴിഞ്ഞ
575,leer::A,próżny,ഒഴിഞ്ഞ
576,offen::A,otwarty,തുറന്ന
577,geschlossen::A,zamknięty,അടച്ച
578,sauber::A,czysty,വൃത്തിയുള്ള
579,schmutzig::A,brudny,അഴുക്കുനിറഞ്ഞ
580,roh::A,surowy,അസംസ്കൃതമായ
581,reif::A,dojrzały,പഴുത്ത
582,lecker::A,smaczny,രുചികരമായ
583,süß::A,słodki,മധുരമുള്ള
584,bitter::A,gorzki,കടുത്ത
585,sauer::A,kwaśny,പുളിപ്പുള്ള
586,hell::A,jasny,ജ്വലിക്കുന്ന
587,dunkel::A,ciemny,ഇരുണ്ട
588,schwarz::A,czarny,കറുത്ത
589,weiß::A,biały,വെളുത്ത
590,rot::A,czerwony,ചുവന്ന
591,gelb::A,żółty,മഞ്ഞനിറമായ
592,blau::A,błękitny,നീലനിറമുള്ള
593,blau::A,niebieski,നീലനിറമുള്ള
594,grün::A,zielony,പച്ചനിറമുള്ള
595,grau::A,szary,ചാരനിറത്തിലുള്ള
596,bunt::A,barwny,വർണ്ണശബളമായ
597,billig::A,tani,വിലകുറഞ്ഞ
598,teuer::A,drogi,ചെലവേറിയ
599,wertvoll::A,cenny,വിലപിടിപ്പുള്ള
600,blind::A,ślepy,അന്ധനായ
601,taub::A,głuchy,കേൾവിക്കുറവുള്ള
602,kräftig::A,mocny,ശക്തിയുള്ള
603,stark::A,silny,ബലമുള്ള
604,schwach::A,słaby,ക്ഷീണിച്ച
605,fett::A,tłusty,കൊഴുപ്പുള്ള
606,schlank::A,smukły,മെലിഞ്ഞ
607,hübsch::A,ładny,മനോഹരമായ
608,böse::A,zły,പാപിയായ
609,dumm::A,głupi,വിവരംകെട്ട
610,faul::A,leniwy,അലസനായ
611,fleißig::A,pilny,അദ്ധ്വാനശീലമുള്ള
612,geizig::A,skąpy,പിശുക്കനായ
613,klug::A,mądry,ബുദ്ധിസാമർഥ്യമുള്ള
614,geschickt::A,zręczny,പ്രതിഭാശാലി
615,lieb::A,miły,പ്രിയപ്പെട്ട
616,lustig::A,wesoły,ആനന്ദകരമായ
617,sanft::A,łagodny,സൌമ്യമായ
618,hungrig::A,głodny,വിശപ്പുള്ള
619,krank::A,chory,അസുഖമുള്ള
620,nackt::A,nagi,നഡമായ
621,traurig::A,smutny,വിഷമമുള്ള
622,lebendig::A,żywy,ഉപജീവനം
623,gut::A,dobry,നല്ല
624,schlecht::A,zły,മോശമായ
625,richtig::A,słuszny,ശരിയായ
626,richtig::A,właściwy,ശരിയായ
627,schlimm::A,zły,വൃത്തികെട്ട
628,wahr::A,prawdziwy,ശരിയായ
629,alt::A,stary,പഴയ
630,neu::A,nowy,പുതിയ
631,ehemalig::A,były,മുൻ
632,alt[Lebewesen]::A,stary,വയസ്സുള്ള
633,jung::A,młody,കൌമാരമായ
634,arm::A,ubogi,പാവപ്പെട്ട
635,arm::A,biedny,പാവപ്പെട്ട
636,reich::A,bogaty,സമ്പന്നമായ
637,bekannt::A,znany,പരിചിതമായ
638,berühmt::A,słynny,പ്രശസ്തനായ
639,fremd::A,obcy,വൈദേശികമായ
