,Concept_ID,en,uz
211,Mutter::N,mother,ona
212,Sohn::N,son,o'g'il
213,Tochter::N,daughter,qiz
214,Bruder::N,brother,og'a
215,Bruder::N,brother,uka
216,Schwester::N,sister,opa
217,Schwester::N,sister,singil
218,Onkel::N,uncle,amaki
219,Tante::N,aunt,amma
220,Tante::N,aunt,xola
221,Ehemann::N,husband,är
222,Ehefrau::N,wife,rafiqa
223,Freude::N,joy,ayish
224,Gelächter::N,laughter,kulgi
225,Glück::N,happiness,saodat
226,Kummer::N,grief,g'am
227,Wunsch::N,wish,orzu
228,Lust::N,desire,rag'bat
229,Geist::N,spirit,ruh
230,Gedanke::N,thought,fikr
231,Gedächtnis::N,memory,äs
232,Verstand::N,mind,aql
233,Sinn::N,meaning,ma'ni
234,Grund::N,reason,sabab
235,Wahrheit::N,truth,haq
236,Gespräch::N,talk,gap
237,Märchen::N,fairy tale,ärtak
238,Erzählung::N,story,rivoyat
239,Nachricht::N,message,xabar
240,Neuigkeit::N,news,yangilik
241,Name::N,name,ot
242,Rätsel::N,puzzle,topishmoq
243,Rede::N,speech,nutq
244,Sprache::N,language,til
245,Stimme::N,voice,ovoz
246,Wort::N,word,so'z
247,Zeichen::N,sign,alomat
248,Ruf::N,call,chaqiriq
249,Lärm::N,noise,taraq
250,Laut::N,sound,tovush
251,Ton::N,tone,un
252,Lied::N,song,ashula
253,Ruhe::N,calm,tinchlik
254,Leute::N,people,xaloyiq
255,Volk::N,nation,xalq
256,Arbeit::N,work,ish
257,Gast::N,guest,mehmon
258,Geschenk::N,gift,hadya
259,Spiel::N,game,o'yin
260,Gesellschaft::N,company,jamiyat
261,Hilfe::N,help,yordam
262,Freund::N,friend,do'st
263,Kamerad::N,companion,yo'ldosh
264,Angelegenheit::N,matter,daxl
265,Anzahl::N,count,son
266,Art::N,sort,tur
267,Stück::N,piece,parcha
268,Teil::N,part,bo'lak
269,Hälfte::N,half,yarim
270,Kreis::N,circle,aylana
271,Kreuz::N,cross,xoch
272,Linie::N,line,liniya
273,Strich::N,stroke,chiziq
274,Abstand::N,gap,oralik
275,Entfernung::N,distance,uzoqlik
276,Gegend::N,area,yer
277,Platz::N,space,oralig
278,Ort::N,place,joy
279,Seite::N,side,yon
280,Mitte::N,middle,o'rta
281,Gegenstand::N,item,ashyo
282,Sache::N,thing,buyum
283,Rand::N,fringe,chek
284,Kante::N,edge,tig'
285,Ecke::N,corner,burchak
286,Spitze::N,tip,uch
287,Ende::N,end,oxir
288,Loch::N,hole,teshik
289,Winkel::N,angle,go'sha
290,Muster::N,pattern,nusha
291,Größe::N,size,kattalik
292,Länge::N,length,uzunlik
293,Höhe::N,height,yuksaklik
294,Gewicht::N,weight,solmoq
295,Menge::N,amount,miqdor
296,Haufen::N,heap,uyum
297,Reihe::N,row,saf
298,Boot::N,boat,qayiq
299,Ruder::N,oar,äshkak
300,Schlitten::N,sleigh,chana
301,Ski::N,ski,chang'i
302,Lagerfeuer::N,campfire,gulxan
303,Last::N,load,yuk
304,Gang::N,walk,yurish
305,Schritt::N,step,qadam
306,Norden::N,north,shimol
307,Süden::N,south,janub
308,Westen::N,west,g'arb
309,Osten::N,east,sharq
310,Holz::N,wood,yog'och
311,Brett::N,board,taxta
312,Platte::N,slab,tabaqa
313,Stütze::N,bracket,tayanchi
314,Stange::N,pole,qo'noq
315,Stock::N,stick,tayoq
316,Stab::N,staff,gavron
317,Rohr::N,pipe,tarnov
318,Haus::N,house,uy
319,Heim::N,home,makon
320,Ofen::N,stove,pechka
321,Fußboden::N,floor,pol
322,Tisch::N,table,mosa
323,Stuhl::N,chair,o'rindiq
324,Wiege::N,cradle,beshik
325,Bett::N,bed,yotoq
326,Regal::N,shelf,tokcha
327,Kiste::N,box,sandiq
328,Fenster::N,window,deraza
329,Tür::N,door,äshik
330,Tor::N,gate,darvoza
331,Zaun::N,fence,panjara
332,Dach::N,roof,tom
333,Leiter::N,ladder,narvon
334,Besen::N,broom,supurgi
335,Spaten::N,spade,bel
336,Schaufel::N,shovel,kurak
337,Gabel::N,fork,bilka
338,Löffel::N,spoon,qoshiq
339,Messer::N,knife,pichoq
340,Nagel::N,nail,mix
341,Netz::N,net,to'r
342,Haken::N,hook,ilgak
343,Griff::N,handle,sop
344,Griff::N,handle,tutqich
345,Schloss::N,lock,qulf
346,Bild::N,picture,rasm
347,Figur::N,figure,shakl
348,Puppe::N,doll,ko'g'irchoq
349,Beutel::N,pouch,to'rva
350,Bündel::N,bundle,bog'lam
351,Tasche::N,bag,kissa
352,Eimer::N,bucket,chelak
353,Deckel::N,cover,qopqoq
354,Geschirr::N,dishes,idish
355,Sack::N,sack,qop
356,Tasse::N,cup,piyola
357,Topf::N,pot,tuvak
358,Kessel::N,kettle,qozon
359,Essen::N,meal,tomoq
360,Nahrung::N,food,emak
361,Speise::N,dish,taom
362,Fleisch::N,meat,go'sht
363,Getreide::N,corn,g'alla
364,Brei::N,mush,bo'tqa
365,Brot::N,bread,non
366,Scheibe::N,slice,disk
367,Fett::N,fat,moy
368,Butter::N,butter,yog'
369,Öl::N,oil,moy
370,Salz::N,salt,tuz
371,Suppe::N,soup,sho'rva
372,Honig::N,honey,asal
373,Milch::N,milk,sut
374,Tee::N,tea,choy
375,Leder::N,leather,charm
376,Wolle::N,wool,jun
377,Stoff::N,cloth,mato
378,Nadel::N,needle,igna
379,Faden::N,thread,ip
380,Knopf::N,button,tugma
381,Knoten::N,knot,tugun
382,Farbe::N,paint,bo'yok
383,Kleidung::N,clothes,kiyim
384,Hemd::N,shirt,ko'ylak
385,Kragen::N,collar,yoqa
386,Ärmel::N,sleeve,yeng
387,Hose::N,trousers,shim
388,Gürtel::N,belt,tasma
389,Mütze::N,cap,shapka
390,Schuh::N,shoe,but
391,Stiefel::N,boot,botinka
392,Ring::N,ring,yuzuk
393,Band::N,ribbon,rishta
394,Kamm::N,comb,taroq
395,Spiegel::N,mirror,ko'zgu
396,Riemen::N,strap,qayish
397,Schnur::N,string,bog'ich
398,Leine::N,leash,etak
399,Decke::N,blanket,odyol
400,Kissen::N,pillow,yostiq
401,Tuch::N,scarf,gazlama
402,Handtuch::N,towel,sochiq
403,Kraft::N,force,kuch
404,Stärke::N,strength,quvvat
405,Gesundheit::N,health,sog'lik
406,Krankheit::N,illness,kasallik
407,Schmerz::N,pain,og'riq
408,Wunde::N,wound,yara
409,Fieber::N,fever,bezgak
410,Arznei::N,medicine,dori
411,Brücke::N,bridge,ko'prik
412,Brunnen::N,well,buloq
413,Weide::N,pasture,yaylov
414,Pfad::N,path,dorojka
415,Weg::N,way,yo'l
416,Straße::N,road,ko'cha
417,Dorf::N,village,ovul
418,Stadt::N,town,shahar
419,Brief::N,letter,maktub
420,Buch::N,book,kitob
421,Buchstabe::N,character,harf
422,Zeitung::N,newspaper,gazet
423,Leben::N,life,hayot
424,Tod::N,death,o'lim
425,Grab::N,grave,go'r
426,Kirche::N,church,cherkov
427,Sünde::N,sin,gunoh
428,Gott::N,god,olloh
429,Arbeiter::N,worker,ishchi
430,Chef::N,boss,rais
431,Meister::N,master,usta
432,Arzt::N,doctor,hakim
433,Lehrer::N,teacher,muallim
434,Geld::N,money,pul
435,Geschäft::N,business,savdo
436,Laden::N,shop,do'kon
437,Preis::N,price,baho
438,Ware::N,ware,mol
439,Nutzen::N,profit,foyda
440,Reichtum::N,wealth,boylik
441,Welt::N,world,olam
442,Land::N,country,o'lka
443,Staat::N,state,davlat
444,König::N,king,qirol
445,Macht::N,power,iqtidor
446,Grenze::N,border,chegara
447,Krieg::N,war,harb
448,Feind::N,enemy,dushman
449,Gewalt::N,violence,zo'rlik
450,Kampf::N,fight,kurash
451,Bogen[Waffe]::N,bow,yoy
452,Pfeil::N,arrow,o'q
453,Gewehr::N,gun,vintovka
454,Fehler::N,mistake,xato
455,Lüge::N,lie,yolg'on
456,Schaden::N,damage,ziyon
457,Unglück::N,misfortune,balo
458,Schuld::N,fault,ayb
459,Alter::N,age,yosh
460,Schluss::N,conclusion,tamom
461,Zeit::N,time,vaqt
462,Tag::N,day,kun
463,Morgen::N,morning,saboh
464,Mittag::N,noon,kun tushlik
465,Abend::N,evening,oqshom
466,Nacht::N,night,tun
467,Woche::N,week,hafta
468,Monat::N,month,oy
469,Jahr::N,year,yil
470,Frühling::N,spring,bahor
471,Sommer::N,summer,yoz
472,Herbst::N,autumn,kuz
473,Herbst::N,autumn,xazon
474,Winter::N,winter,qish
475,Januar::N,January,yanvar'
476,Februar::N,February,fevral'
477,März::N,March,mart
478,April::N,April,aprel'
479,Mai::N,May,may
480,Juni::N,June,iyun'
481,Juli::N,July,iyul'
482,August::N,August,avgust
483,September::N,September,sentyabr'
484,Oktober::N,October,oktyabr'
485,November::N,November,noyabr'
486,Dezember::N,December,dekabr'
487,Montag::N,Monday,dushanba
488,Dienstag::N,Tuesday,seshanba
489,Mittwoch::N,Wednesday,chorshanba
490,Donnerstag::N,Thursday,payshanba
491,Freitag::N,Friday,juma
492,Samstag::N,Saturday,shanba
493,Sonntag::N,Sunday,yakshanba
494,groß::A,big,buyuk
495,klein::A,little,kichik
496,lang::A,long,uzun
497,kurz::A,short,qisqa
498,breit::A,wide,keng
499,schmal::A,narrow,änsiz
500,dicht::A,dense,quyuq
501,dick[Gegenstand]::A,thick,qalin
502,dünn::A,thin,ingichka
503,fein::A,delicate,mayin
504,fest::A,firm,qattiq
505,flach::A,flat,yalpoq
506,glatt::A,smooth,tekis
507,hart::A,hard,qattiq
508,weich::A,soft,yumshoq
509,rund::A,round,yumaloq
510,spitz::A,pointed,uchli
511,scharf::A,sharp,keskir
512,stumpf::A,blunt,to'mtoq
513,schwer::A,heavy,salmoqli
514,schön::A,beautiful,go'zal
515,heiß::A,hot,qiziq
516,warm::A,warm,issiq
517,kalt::A,cold,sovuq
518,kühl::A,cool,salqin
519,frisch::A,fresh,toza
520,feucht::A,damp,namli
521,nass::A,wet,nam
522,trocken::A,dry,quruq
523,voll::A,full,to'la
524,leer::A,empty,puch
525,offen::A,open,ochiq
526,geschlossen::A,closed,berk
527,sauber::A,clean,ozoda
528,schmutzig::A,dirty,kir
529,roh::A,raw,xom
530,reif::A,ripe,pishiq
531,lecker::A,delicious,shirin
532,süß::A,sweet,shirin
533,bitter::A,bitter,achchiq
534,sauer::A,sour,achchiq
535,hell::A,bright,yorug'
536,dunkel::A,dark,qorong'i
537,schwarz::A,black,qora
538,weiß::A,white,oq
539,rot::A,red,qizil
540,gelb::A,yellow,sariq
541,blau::A,blue,zangori
542,grün::A,green,yashil
543,grau::A,grey,bo'z
544,bunt::A,colourful,ola
545,bunt::A,colorful,ola
546,billig::A,cheap,arzon
547,teuer::A,dear,qimmat
548,wertvoll::A,precious,qimmat
549,blind::A,blind,ko'r
550,taub::A,deaf,garang
551,kräftig::A,powerful,kuchli
552,stark::A,strong,quvvatli
553,schwach::A,weak,kuchsiz
554,fett::A,fat,semiz
555,schlank::A,slim,ingichka
556,hübsch::A,pretty,ko'rkam
557,böse::A,evil,yovuz
558,dumm::A,stupid,aqlsiz
559,faul::A,lazy,ärinchak
560,fleißig::A,diligent,ishchan
561,geizig::A,stingy,qurumsoq
562,klug::A,clever,oqil
563,geschickt::A,skilful,äpchil
564,geschickt::A,skillful,äpchil
565,lieb::A,dear,aziz
566,lustig::A,merry,chaqchaq
567,sanft::A,gentle,asta
568,hungrig::A,hungry,och
569,krank::A,sick,kasal
570,nackt::A,naked,yalang
571,traurig::A,sad,xafa
572,lebendig::A,living,hayotiy
573,gut::A,good,soz
574,schlecht::A,bad,yomon
575,richtig::A,correct,rost
576,schlimm::A,nasty,yovuz
577,wahr::A,true,haqiqiy
578,alt::A,old,äski
579,neu::A,new,yangi
580,ehemalig::A,former,sobiq
581,alt[Lebewesen]::A,aged,qari
582,jung::A,young,navqiron
583,arm::A,poor,abgor
584,reich::A,rich,boy
585,bekannt::A,familiar,ma'lum
586,berühmt::A,famous,mashhur
587,fremd::A,foreign,yot
588,verschieden::A,different,turli
589,nah::A,near,yaqindagi
590,fern::A,far,uzoq
591,linker::A,left,so'l
592,rechter::A,right,o'ng
593,anderer::A,other,boshqa
594,erster::A,first,birinchi
595,zweiter::A,second,ikkinchi
596,dritter::A,third,uchinchi
597,letzter::A,last,oxirgi
598,allein::ADV,alone,o'zicha
599,auf einmal::ADV,at once,varakay
600,zusammen::ADV,together,barobar
601,lange::ADV,long,uzoq
602,plötzlich::ADV,suddenly,qo'qqisdan
603,sofort::ADV,instantly,darrov
604,später::ADV,later,so'ngra
605,jetzt::ADV,now,hozirgina
606,heute::ADV,today,bugun
607,morgen::ADV,tomorrow,ärta
608,bald::ADV,soon,toz
609,dann::ADV,then,keyin
610,gestern::ADV,yesterday,kecha
611,einst::ADV,once,avvallari
612,damals::ADV,at that time,ugal
613,danach::ADV,afterwards,so'ngra
614,vorher::ADV,before,avval
615,zuerst::ADV,at first,avval
616,einmal::ADV,once,bir marta
617,manchmal::ADV,sometimes,onda-sonda
618,oft::ADV,often,tez-tez
619,immer::ADV,always,har vaqt
620,niemals::ADV,never,hargiz
621,hier::ADV,here,shu erda
622,hierhin::ADV,hither,beri
623,hierhin::ADV,to here,beri
624,hierhin::ADV,here,beri
625,von hier::ADV,hence,shu erdan
626,dort::ADV,there,ana
627,dorthin::ADV,thither,u yerga
628,dorthin::ADV,there,u yerga
629,dorthin::ADV,to there,u yerga
630,geradeaus::ADV,ahead,to'g'ri
631,vorwärts::ADV,forward,ilgari
632,rückwärts::ADV,backward,qoloq
633,zurück::ADV,back,orqada
634,unten::ADV,below,pastda
635,hinab::ADV,down,tubanga
636,oben::ADV,above,ustida
637,hinauf::ADV,up,yuqorida
638,überall::ADV,everywhere,har erda
639,nicht::ADV,not,ämas
640,ein wenig::ADV,a little,biroz
641,kaum::ADV,hardly,arang
642,sehr::ADV,very,ancha
643,so::ADV,so,shunday
644,noch::ADV,still,hali
645,nur::ADV,only,yolg'iz
646,schon::ADV,already,endi
647,wieder::ADV,again,yana
648,vergebens::ADV,in vain,bekorga
649,vor::PRP,in front of,burun
650,hinter::PRP,behind,ketida
651,unter::PRP,under,ostida
652,durch::PRP,through,bo'ylab
653,neben::PRP,next to,yonida
654,zwischen::PRP,between,orada
655,wegen::PRP,because of,sababli
656,dies::PRN,this,o'sha
657,das::PRN,that,narigi
658,alles::PRN,everything,har nima
659,ich::PRN,I,men
660,du::PRN,you,sen
661,du::PRN,thou,sen
662,er::PRN,he,u
663,wir::PRN,we,biz
664,ihr::PRN,you,siz
665,sie::PRN,they,ular
666,was::FPRN,what,nima
667,wer::FPRN,who,kim
668,wo::FADV,where,qaerda
669,wohin::FADV,where ... to,qayerga
670,wohin::FADV,where to,qayerga
671,wohin::FADV,where,qayerga
672,wie::FADV,how,qanday
673,warum::FADV,why,nega
674,wieviel::FNUM,how much,qancha
675,eins::NUM,one,bir
676,zwei::NUM,two,ikki
677,drei::NUM,three,uch
678,vier::NUM,four,to'rt
679,fünf::NUM,five,besh
680,sechs::NUM,six,olti
681,sieben::NUM,seven,etti
682,acht::NUM,eight,sakkiz
683,neun::NUM,nine,to'qqiz
684,zehn::NUM,ten,o'n
685,elf::NUM,eleven,o'n bir
686,zwölf::NUM,twelve,o'n ikki
687,zwanzig::NUM,twenty,yigirma
688,dreißig::NUM,thirty,o'ttiz
689,vierzig::NUM,forty,qirq
690,fünfzig::NUM,fifty,ällik
691,sechzig::NUM,sixty,oltmish
692,siebzig::NUM,seventy,etmish
693,achtzig::NUM,eighty,sakson
694,neunzig::NUM,ninety,to'qson
695,hundert::NUM,a hundred,yuz
696,tausend::NUM,a thousand,ming
697,und::CNJ,and,va
698,oder::CNJ,or,yo
699,stehen::V,stand,turmoq
700,sitzen::V,sit,o'tirmoq
701,liegen::V,lie,yotmoq
702,hängen::V,hang,osilmoq
703,werden::V,become,bo'lmoq
704,passieren::V,happen,bo'lib o'tmoq
705,beginnen::V,begin,boshlanmoq
706,enden::V,end,bitmoq
707,wechseln::V,change,o'zgarmoq
708,aufgehen[Sonne]::V,rise,chiqmoq
709,untergehen[Sonne]::V,set,botmoq
710,scheinen[Sonne]::V,shine,yaraqlamoq
711,donnern::V,thunder,gulduramoq
712,wehen::V,blow,elpimoq
713,strömen::V,stream,oqmoq
714,fließen::V,flow,oqmoq
715,sich drehen::V,revolve,aylanmoq
716,schwanken::V,sway,qoqilmoq
717,schwingen::V,swing,lopillamoq
718,fallen::V,fall,tushmoq
719,brennen::V,burn,yonmoq
720,rauchen::V,smoke,tutamoq
721,regnen::V,rain,yomg'ir yog'moq
722,gefrieren::V,freeze,muzlamoq
723,tauen::V,thaw,ärimoq
724,schmelzen::V,melt,ärimoq
725,trocknen::V,dry,qurimoq
726,sieden::V,boil,qaynamoq
727,faulen::V,rot,chirimoq
728,verfaulen::V,decay,chirimoq
729,reißen::V,snap,qayt qilmoq
730,versinken::V,sink,g'arq bo'lmoq
731,vergehen::V,pass,o'tmoq
732,erscheinen::V,appear,zuhur ätmoq
733,verschwinden::V,disappear,yo'qolmoq
734,sinken::V,drop,pasaymoq
735,abnehmen::V,decrease,kamaymoq
736,zunehmen::V,increase,urchimoq
737,steigen::V,rise,oshmoq
738,wachsen::V,grow,o'smoq
739,glänzen::V,shine,porlamoq
740,funkeln::V,sparkle,yalt ätmoq
741,lärmen::V,be noisy,taraq ätmoq
742,läuten::V,chime,jiringlamoq
743,klingeln::V,ring,jiringlamoq
744,klirren::V,tinkle,sharaqlamoq
745,brausen::V,roar,vag'illamoq
746,rauschen::V,rustle,shitirlamoq
747,klingen::V,sound,yangramoq
748,bellen::V,bark,hurmoq
749,heulen::V,howl,uvlamoq
750,blasen::V,blow,puflamoq
751,pfeifen::V,whistle,xushtak chalmoq 
752,schreien::V,shout,qiyqirmoq
753,stöhnen::V,groan,nola qilmoq
754,zittern::V,tremble,titramoq
755,leben::V,be alive,yashamoq
756,geboren werden::V,be born,tug'ilmoq
757,atmen::V,breathe,nafas chiqarmoq
758,trinken::V,drink,ichmoq
759,essen::V,eat,emoq
760,schlucken::V,swallow,yutmoq
761,müde werden::V,get tired,horimoq
762,einschlafen::V,fall asleep,uxlab qolmoq
763,schlafen::V,sleep,uxlamoq
764,aufwachen::V,wake up,uyg'onmoq
765,aufstehen::V,get up,qo'pmoq
766,sich erholen::V,relax,dam olmoq
767,krank werden::V,fall ill,kasallanmoq
768,krank sein::V,be ill,betob yotmoq
769,schmerzen::V,ache,og'rimoq
770,husten::V,cough,yo'talmoq
771,genesen::V,recover,tuzalmoq
772,sterben::V,die,o'lmoq
773,umkommen::V,perish,halok bo'lmoq
774,sich bewegen::V,move,harakat qilmoq
775,sich rühren::V,budge,qimirlamoq
776,sich erheben::V,stand up,qo'pmoq
777,sich setzen::V,sit down,o'tirmoq
778,hinfallen::V,tumble,yiqilmoq
779,laufen::V,walk,yurmoq
780,schreiten::V,pace,yurmoq
781,spazierengehen::V,go for a walk,sayr ätmoq
782,eilen::V,rush,tezlamoq
783,sich beeilen::V,hurry,shoshmoq
784,sausen::V,dash,chopqillamoq
785,rennen::V,run,yugurmoq
786,springen::V,jump,sakramoq
787,klettern::V,climb,yuqorilamoq
788,schaukeln::V,seesaw,irg'amoq
789,kriechen::V,creep,ämaklamoq
790,schwimmen::V,swim,suzmoq
791,tauchen::V,dive,chu'mmoq
792,rudern::V,row,eshkak eshmoq
793,fahren::V,drive,haydamoq
794,fliegen::V,fly,uchmoq
795,gehen::V,go,bormoq
796,weggehen::V,go away,ketoq
797,abfahren::V,depart,jo'namoq
798,anhalten::V,stop,to'xtamoq
799,hineingehen::V,go in,kirmoq
800,eintreten::V,enter,kirmoq
801,kommen::V,come,kelmoq
802,ankommen::V,arrive,etib kelmoq
803,zurückkommen::V,come back,qaytib kelmoq
804,bleiben::V,stay,qolmoq
805,warten::V,wait,poylamoq
806,erwarten::V,wait for,kutmoq
807,suchen::V,seek,izlamoq
808,suchen::V,look for,izlamoq
809,finden::V,find,topmoq
810,versuchen::V,try,chalishmoq
811,vorbereiten::V,prepare,hozirlamoq
812,lieben::V,love,sevmoq
813,mögen::V,like,ardoqlamoq
814,lachen::V,laugh,kulmoq
815,rühren::V,move,ta'sirlantirmoq
816,weinen::V,weep,yig'lamoq
817,schimpfen::V,grumble,koyinmoq
818,sich ärgern::V,be annoyed,g'azab qilmoq
819,sich fürchten::V,be afraid,hurkmoq
820,fürchten::V,be afraid of,qo'rqmoq
821,fliehen::V,flee,qochmoq
822,flüchten::V,escape,qochmoq
823,sehen::V,see,ko'rmoq
824,anschauen::V,look at,razm solmoq
825,ansehen::V,watch,razm qilmoq
826,hören::V,hear,äshitmoq
827,zuhören::V,listen,tinglamoq
828,probieren::V,taste,tatib ko'rmoq
829,riechen::V,smell,iskamoq
830,fühlen::V,feel,sezmoq
831,scheinen::V,seem,tuyilmoq
