,Concept_ID,ka,ka
60,Herz::N,გული,გული
61,Magen::N,კუჭი,კუჭი
62,Leber::N,ღვიძლი,ღვიძლი
63,Atem::N,სუნთქვა,სუნთქვა
64,Hunger::N,შიმშილი,შიმშილი
65,Träne::N,ცრემლი,ცრემლი
66,Geschmack::N,გემო,გემო
67,Geruch::N,სუნი,სუნი
68,Schlaf::N,ძილი,ძილი
69,Traum::N,სიზმარი,სიზმარი
70,Himmel::N,ცა,ცა
71,Sonne::N,მზე,მზე
72,Mond::N,მთვარე,მთვარე
73,Stern::N,ვარსკვლავი,ვარსკვლავი
74,Luft::N,ჰაერი,ჰაერი
75,Wind::N,ქარი,ქარი
76,Welle::N,ტალღა,ტალღა
77,Wasser::N,წყალი,წყალი
78,Stein::N,ქვა,ქვა
79,Boden::N,მიწა,მიწა
80,Erde::N,ნიადაგი,ნიადაგი
81,Staub::N,მტვერი,მტვერი
82,Rauch::N,ბოლი,ბოლი
83,Rauch::N,ბოლი,კვამლი
84,Rauch::N,კვამლი,ბოლი
85,Rauch::N,კვამლი,კვამლი
86,Funke::N,ნაკვესი,ნაკვესი
87,Feuer::N,ცეცხლი,ცეცხლი
88,Licht::N,შუქი,შუქი
89,Licht::N,შუქი,სინათლე
90,Licht::N,სინათლე,შუქი
91,Licht::N,სინათლე,სინათლე
92,Schatten::N,ლანდი,ლანდი
93,Schatten::N,ლანდი,ჩრდილი
94,Schatten::N,ჩრდილი,ლანდი
95,Schatten::N,ჩრდილი,ჩრდილი
96,Wetter::N,ამინდი,ამინდი
97,Nebel::N,ნისლი,ნისლი
98,Wolke::N,ღრუბელი,ღრუბელი
99,Regen::N,წვიმა,წვიმა
100,Schnee::N,თოვლი,თოვლი
101,Eis::N,თოში,თოში
102,Eis::N,თოში,ყინული
103,Eis::N,ყინული,თოში
104,Eis::N,ყინული,ყინული
105,Frost::N,ყინვა,ყინვა
106,Kälte::N,სიცივე,სიცივე
107,Hitze::N,სიცხე,სიცხე
108,Raureif::N,ჭირხლი,ჭირხლი
109,Raureif::N,ჭირხლი,თრთვილი
110,Raureif::N,თრთვილი,ჭირხლი
111,Raureif::N,თრთვილი,თრთვილი
112,Regenbogen::N,ცისარტყელა,ცისარტყელა
113,Donner::N,ქუხილი,ქუხილი
114,Strömung::N,დინება,დინება
115,Tropfen::N,წვეთი,წვეთი
116,Schaum::N,ქაფი,ქაფი
117,Schaum::N,ქაფი,დორბლი
118,Schaum::N,დორბლი,ქაფი
119,Schaum::N,დორბლი,დორბლი
120,Schmutz::N,ჭუჭყი,ჭუჭყი
121,Schmutz::N,ჭუჭყი,ტალახი
122,Schmutz::N,ტალახი,ჭუჭყი
123,Schmutz::N,ტალახი,ტალახი
124,See::N,ტბა,ტბა
125,Sumpf::N,ჭაობი,ჭაობი
126,Moor::N,ტორფნარი,ტორფნარი
127,Wiese::N,ველი,ველი
128,Wiese::N,ველი,მდელო
129,Wiese::N,მდელო,ველი
130,Wiese::N,მდელო,მდელო
131,Wald::N,ტყე,ტყე
132,Hügel::N,ბორცვი,ბორცვი
133,Anhöhe::N,მაღლობი,მაღლობი
134,Berg::N,მთა,მთა
135,Gipfel::N,მწვერვალი,მწვერვალი
136,Höhle::N,მღვიმე,მღვიმე
137,Höhle::N,მღვიმე,გამოქვებული
138,Höhle::N,გამოქვებული,მღვიმე
139,Höhle::N,გამოქვებული,გამოქვებული
140,Abhang::N,ფერდობი,ფერდობი
141,Quelle::N,წყარო,წყარო
142,Quelle::N,წყარო,სათავე
143,Quelle::N,სათავე,წყარო
144,Quelle::N,სათავე,სათავე
145,Bach::N,რუ,რუ
146,Bach::N,რუ,ნაკადული
147,Bach::N,ნაკადული,რუ
148,Bach::N,ნაკადული,ნაკადული
149,Fluss::N,მდინარე,მდინარე
150,Ufer::N,კიდე,კიდე
151,Ufer::N,კიდე,ნაპირი
152,Ufer::N,ნაპირი,კიდე
153,Ufer::N,ნაპირი,ნაპირი
154,Küste::N,ნაპირი,ნაპირი
155,Festland::N,ხმელეთი,ხმელეთი
156,Meer::N,ზღვა,ზღვა
157,Bucht::N,ყურე,ყურე
158,Insel::N,კუნძული,კუნძული
159,Blume::N,ყვავილი,ყვავილი
160,Gras::N,ბალახი,ბალახი
161,Wurzel::N,ძირი,ძირი
162,Wurzel::N,ძირი,ფესვი
163,Wurzel::N,ფესვი,ძირი
164,Wurzel::N,ფესვი,ფესვი
165,Baum::N,ხე,ხე
166,Stamm::N,ტანი,ტანი
167,Rinde::N,ქერქი,ქერქი
168,Ast::N,ტოტი,ტოტი
169,Zweig::N,შტო,შტო
170,Blatt::N,ფოთოლი,ფოთოლი
171,Birke::N,არყი,არყი
172,Kiefer[Baum]::N,ფიჭვი,ფიჭვი
173,Weide[Baum]::N,ტირიფი,ტირიფი
174,Tanne::N,ნაძვი,ნაძვი
175,Horn::N,რქა,რქა
176,Feder::N,ფრთა,ფრთა
177,Fell::N,ტყავი,ტყავი
178,Flügel::N,ფრთა,ფრთა
179,Klaue::N,კლანჭი,კლანჭი
180,Kralle::N,ტორი,ტორი
181,Schwanz::N,კუდი,კუდი
182,Ei::N,კვერცხი,კვერცხი
183,Nest::N,ბუდე,ბუდე
184,Bau::N,სორო,სორო
185,Tier::N,ნადირი,ნადირი
186,Tier::N,ნადირი,ცხოველი
187,Tier::N,ცხოველი,ნადირი
188,Tier::N,ცხოველი,ცხოველი
189,Herde::N,ფარა,ფარა
190,Kuh::N,ფური,ფური
191,Kuh::N,ფური,ძროხა
192,Kuh::N,ძროხა,ფური
193,Kuh::N,ძროხა,ძროხა
194,Bulle::N,ხარი,ხარი
195,Pferd::N,რაში,რაში
196,Pferd::N,რაში,ცხენი
197,Pferd::N,ცხენი,რაში
198,Pferd::N,ცხენი,ცხენი
199,Schaf::N,ცხვარი,ცხვარი
200,Schwein::N,ღორი,ღორი
201,Hund::N,ძაღლი,ძაღლი
202,Katze::N,კატა,კატა
203,Bär::N,დათვი,დათვი
204,Eichhörnchen::N,ციყვი,ციყვი
205,Elch::N,ცხენ-ირემი,ცხენ-ირემი
206,Fuchs::N,მელა,მელა
207,Hase::N,კურდღელი,კურდღელი
208,Maus::N,თაგვი,თაგვი
209,Wolf::N,მგელი,მგელი
210,Vogel::N,ჩიტი,ჩიტი
211,Vogel::N,ჩიტი,ფრინველი
212,Vogel::N,ფრინველი,ჩიტი
213,Vogel::N,ფრინველი,ფრინველი
214,Schwarm::N,გუნდი,გუნდი
215,Huhn::N,დედალი,დედალი
216,Hahn::N,მამალი,მამალი
217,Gans::N,ბატი,ბატი
218,Adler::N,არწივი,არწივი
219,Ente::N,იხვი,იხვი
220,Eule::N,ბუ,ბუ
221,Kranich::N,წერო,წერო
222,Krähe::N,ყვავი,ყვავი
223,Kuckuck::N,გუგული,გუგული
224,Schwan::N,გედი,გედი
225,Fisch::N,თევზი,თევზი
226,Barsch::N,ქორჭილა,ქორჭილა
227,Hecht::N,ქარიყლაპია,ქარიყლაპია
228,Schlange[Tier]::N,გველი,გველი
229,Wurm::N,ჭია,ჭია
230,Spinne::N,ობობა,ობობა
231,Ameise::N,ჭიანჭველა,ჭიანჭველა
232,Laus::N,ტილი,ტილი
233,Laus::N,ტილი,მკბენარი
234,Laus::N,მკბენარი,ტილი
235,Laus::N,მკბენარი,მკბენარი
236,Mücke::N,კოღო,კოღო
237,Fliege::N,ბუზი,ბუზი
238,Schmetterling::N,პეპელა,პეპელა
239,Beere::N,კენკრა,კენკრა
240,Apfel::N,ვაშლი,ვაშლი
241,Pilz::N,სოკო,სოკო
242,Zwiebel::N,ხახვი,ხახვი
243,Saat::N,თესლი,თესლი
244,Korn::N,მარცვალი,მარცვალი
245,Heu::N,თივა,თივა
246,Schale::N,ჩენჩო,ჩენჩო
247,Grube::N,ორმო,ორმო
248,Falle::N,ხაფანგი,ხაფანგი
249,Schlinge::N,მახე,მახე
250,Spur::N,კვალი,კვალი
251,Asche::N,ფერფლი,ფერფლი
252,Dreck::N,ტალახი,ტალახი
253,Dreck::N,ტალახი,სიბინძურე
254,Dreck::N,სიბინძურე,ტალახი
255,Dreck::N,სიბინძურე,სიბინძურე
256,Eisen::N,რკინა,რკინა
257,Gold::N,ოქრო,ოქრო
258,Silber::N,ვერცხლი,ვერცხლი
259,Kohle::N,ნახშირი,ნახშირი
260,Glas::N,მინა,მინა
261,Lehm::N,თიხა,თიხა
262,Sand::N,ქვიშა,ქვიშა
263,Mensch::N,ადამიანი,ადამიანი
264,Mann::N,კაცი,კაცი
265,Frau::N,ქალი,ქალი
266,Kind::N,ბავშვი,ბავშვი
267,Junge::N,ვაჟი,ვაჟი
268,Mädchen::N,გოგო,გოგო
269,Familie::N,ოჯახი,ოჯახი
270,Großvater::N,პაპა,პაპა
271,Großvater::N,პაპა,ბაბუა
272,Großvater::N,ბაბუა,პაპა
273,Großvater::N,ბაბუა,ბაბუა
274,Großmutter::N,ბებია,ბებია
275,Großmutter::N,ბებია,დიდედა
276,Großmutter::N,დიდედა,ბებია
277,Großmutter::N,დიდედა,დიდედა
278,Eltern::N,მშობლები,მშობლები
279,Vater::N,მამა,მამა
280,Mutter::N,დედა,დედა
281,Sohn::N,ვაჟიშვილი,ვაჟიშვილი
282,Tochter::N,ქალიშვილი,ქალიშვილი
283,Bruder::N,ძმა,ძმა
284,Schwester::N,და,და
285,Onkel::N,ბიძა,ბიძა
286,Tante::N,დეიდა,დეიდა
287,Tante::N,დეიდა,მამიდა
288,Tante::N,მამიდა,დეიდა
289,Tante::N,მამიდა,მამიდა
290,Ehemann::N,ქმარი,ქმარი
291,Ehefrau::N,ცოლი,ცოლი
292,Freude::N,სიხარული,სიხარული
293,Gelächter::N,სიცილი,სიცილი
294,Glück::N,ბედნიერება,ბედნიერება
295,Kummer::N,მწუხარება,მწუხარება
296,Wunsch::N,წადილი,წადილი
297,Wunsch::N,წადილი,სურვილი
298,Wunsch::N,სურვილი,წადილი
299,Wunsch::N,სურვილი,სურვილი
300,Lust::N,წადილი,წადილი
301,Geist::N,სული,სული
302,Gedanke::N,ფიქრი,ფიქრი
303,Gedächtnis::N,მეხსიერება,მეხსიერება
304,Verstand::N,ჭკუა,ჭკუა
305,Verstand::N,ჭკუა,გონება
306,Verstand::N,გონება,ჭკუა
307,Verstand::N,გონება,გონება
308,Sinn::N,მნიშვნელობა,მნიშვნელობა
309,Grund::N,მიზეზი,მიზეზი
310,Wahrheit::N,სიმართლე,სიმართლე
311,Wahrheit::N,სიმართლე,ჭეშმარიტება
312,Wahrheit::N,ჭეშმარიტება,სიმართლე
313,Wahrheit::N,ჭეშმარიტება,ჭეშმარიტება
314,Gespräch::N,ბაასი,ბაასი
315,Gespräch::N,ბაასი,საუბარი
316,Gespräch::N,საუბარი,ბაასი
317,Gespräch::N,საუბარი,საუბარი
318,Märchen::N,არაკი,არაკი
319,Märchen::N,არაკი,ზღაპარი
320,Märchen::N,ზღაპარი,არაკი
321,Märchen::N,ზღაპარი,ზღაპარი
322,Erzählung::N,თქმულება,თქმულება
323,Nachricht::N,ცნობა,ცნობა
324,Nachricht::N,ცნობა,ამბავი
325,Nachricht::N,ამბავი,ცნობა
326,Nachricht::N,ამბავი,ამბავი
327,Neuigkeit::N,სიახლე,სიახლე
328,Name::N,სახელი,სახელი
329,Rätsel::N,გამოცანა,გამოცანა
330,Rede::N,სიტყვა,სიტყვა
331,Sprache::N,ენა,ენა
332,Stimme::N,ხმა,ხმა
333,Wort::N,სიტყვა,სიტყვა
334,Zeichen::N,ნიშანი,ნიშანი
335,Ruf::N,ძახილი,ძახილი
336,Lärm::N,ხმაური,ხმაური
337,Laut::N,ხმა,ხმა
338,Laut::N,ხმა,ბგერა
339,Laut::N,ბგერა,ხმა
340,Laut::N,ბგერა,ბგერა
341,Ton::N,ტონი,ტონი
342,Lied::N,სიმღერა,სიმღერა
343,Ruhe::N,სიწყნარე,სიწყნარე
344,Leute::N,ადამიანები,ადამიანები
345,Volk::N,ერი,ერი
346,Volk::N,ერი,ხალხი
347,Volk::N,ხალხი,ერი
348,Volk::N,ხალხი,ხალხი
349,Arbeit::N,მუშაობა,მუშაობა
350,Gast::N,სტუმარი,სტუმარი
351,Geschenk::N,საჩუქარი,საჩუქარი
352,Spiel::N,თამაში,თამაში
353,Gesellschaft::N,საზოგადოება,საზოგადოება
354,Hilfe::N,შველა,შველა
355,Hilfe::N,შველა,დახმარება
356,Hilfe::N,დახმარება,შველა
357,Hilfe::N,დახმარება,დახმარება
358,Freund::N,მეგობარი,მეგობარი
359,Kamerad::N,ამხანაგი,ამხანაგი
360,Angelegenheit::N,საქმე,საქმე
361,Anzahl::N,ოდენობა,ოდენობა
362,Art::N,სახეობა,სახეობა
363,Stück::N,ნატეხი,ნატეხი
364,Teil::N,წილი,წილი
365,Hälfte::N,ნახევარი,ნახევარი
366,Kreis::N,წრე,წრე
367,Kreuz::N,ჯვარი,ჯვარი
368,Linie::N,ხაზი,ხაზი
369,Strich::N,შტრიხი,შტრიხი
370,Abstand::N,მანძილი,მანძილი
371,Entfernung::N,სიშორე,სიშორე
372,Gegend::N,არე,არე
373,Gegend::N,არე,მხარე
374,Gegend::N,მხარე,არე
375,Gegend::N,მხარე,მხარე
376,Platz::N,ფართობი,ფართობი
377,Ort::N,ადგილი,ადგილი
378,Seite::N,მხარე,მხარე
379,Mitte::N,შუა,შუა
380,Gegenstand::N,საგანი,საგანი
381,Sache::N,ნივთი,ნივთი
382,Rand::N,კიდე,კიდე
383,Kante::N,ნაწიბული,ნაწიბული
384,Ecke::N,კუთხე,კუთხე
385,Spitze::N,წვეტი,წვეტი
386,Ende::N,ბოლო,ბოლო
387,Loch::N,ხვრელი,ხვრელი
388,Winkel::N,კუთხე,კუთხე
389,Muster::N,მოხატულობა,მოხატულობა
390,Größe::N,ზომა,ზომა
391,Größe::N,ზომა,სიდიდე
392,Größe::N,სიდიდე,ზომა
393,Größe::N,სიდიდე,სიდიდე
394,Länge::N,სიგრძე,სიგრძე
395,Höhe::N,სიმაღლე,სიმაღლე
396,Gewicht::N,წონა,წონა
397,Menge::N,რაოდენობა,რაოდენობა
398,Haufen::N,გროვა,გროვა
399,Reihe::N,რიგი,რიგი
400,Reihe::N,რიგი,წყება
401,Reihe::N,წყება,რიგი
402,Reihe::N,წყება,წყება
403,Boot::N,გემი,გემი
404,Ruder::N,ხოფი,ხოფი
405,Ruder::N,ხოფი,ნიჩაბი
406,Ruder::N,ნიჩაბი,ხოფი
407,Ruder::N,ნიჩაბი,ნიჩაბი
408,Schlitten::N,მარხილი,მარხილი
409,Ski::N,თხილამური,თხილამური
410,Lagerfeuer::N,კოცონი,კოცონი
411,Last::N,ტვირთი,ტვირთი
412,Gang::N,სვლა,სვლა
413,Schritt::N,ბიჯი,ბიჯი
414,Norden::N,ჩრდილოეთი,ჩრდილოეთი
415,Süden::N,სამხრეთი,სამხრეთი
416,Westen::N,დასავლეთი,დასავლეთი
417,Osten::N,აღმოსავლეთი,აღმოსავლეთი
418,Holz::N,ხე,ხე
419,Brett::N,დაფა,დაფა
420,Brett::N,დაფა,ფიცარი
421,Brett::N,ფიცარი,დაფა
422,Brett::N,ფიცარი,ფიცარი
423,Platte::N,თლილი ქვა,თლილი ქვა
424,Stütze::N,საყრდენი,საყრდენი
425,Stange::N,ჭოკი,ჭოკი
426,Stock::N,კეტი,კეტი
427,Stab::N,ლატანი,ლატანი
428,Rohr::N,მილაკი,მილაკი
429,Haus::N,სახლი,სახლი
430,Heim::N,ოჯახის კერა,ოჯახის კერა
431,Ofen::N,ღუმელი,ღუმელი
432,Fußboden::N,იატაკი,იატაკი
433,Tisch::N,სუფრა,სუფრა
434,Tisch::N,სუფრა,მაგიდა
435,Tisch::N,მაგიდა,სუფრა
436,Tisch::N,მაგიდა,მაგიდა
437,Stuhl::N,სკამი,სკამი
438,Wiege::N,აკვანი,აკვანი
439,Bett::N,საწოლი,საწოლი
440,Bett::N,საწოლი,სარეცელი
441,Bett::N,სარეცელი,საწოლი
442,Bett::N,სარეცელი,სარეცელი
443,Regal::N,თაროები,თაროები
444,Kiste::N,ყუთი,ყუთი
445,Kiste::N,ყუთი,სკივრი
446,Kiste::N,სკივრი,ყუთი
447,Kiste::N,სკივრი,სკივრი
448,Fenster::N,ფანჯარა,ფანჯარა
449,Fenster::N,ფანჯარა,სარკმელი
450,Fenster::N,სარკმელი,ფანჯარა
451,Fenster::N,სარკმელი,სარკმელი
452,Tür::N,ბჭე,ბჭე
453,Tür::N,ბჭე,კარი
454,Tür::N,კარი,ბჭე
455,Tür::N,კარი,კარი
456,Tor::N,ჭიშკარი,ჭიშკარი
457,Zaun::N,ღობე,ღობე
458,Zaun::N,ღობე,გალავანი
459,Zaun::N,გალავანი,ღობე
460,Zaun::N,გალავანი,გალავანი
461,Dach::N,სახურავი,სახურავი
462,Leiter::N,კიბე,კიბე
463,Besen::N,ცოცხი,ცოცხი
464,Spaten::N,ნიჩაბი,ნიჩაბი
465,Schaufel::N,ბარი,ბარი
466,Gabel::N,ჩანგალი,ჩანგალი
467,Löffel::N,კოვზი,კოვზი
468,Messer::N,დანა,დანა
469,Nagel::N,ლურსმანი,ლურსმანი
470,Netz::N,ბადე,ბადე
471,Haken::N,კავი,კავი
472,Haken::N,კავი,კაუჭი
473,Haken::N,კაუჭი,კავი
474,Haken::N,კაუჭი,კაუჭი
475,Griff::N,ტარი,ტარი
476,Schloss::N,კლიტე,კლიტე
477,Schloss::N,კლიტე,საკეტი
478,Schloss::N,საკეტი,კლიტე
479,Schloss::N,საკეტი,საკეტი
480,Bild::N,სურათი,სურათი
481,Figur::N,ფიგურა,ფიგურა
482,Puppe::N,თოჯინა,თოჯინა
483,Beutel::N,პარკი,პარკი
484,Bündel::N,გალა,გალა
485,Bündel::N,გალა,ასხმა
486,Bündel::N,ასხმა,გალა
487,Bündel::N,ასხმა,ასხმა
488,Tasche::N,ჩანთა,ჩანთა
489,Eimer::N,ჩამჩა,ჩამჩა
490,Deckel::N,ხუფი,ხუფი
491,Deckel::N,ხუფი,სარქველი
492,Deckel::N,სარქველი,ხუფი
493,Deckel::N,სარქველი,სარქველი
494,Geschirr::N,ჭურჭელი,ჭურჭელი
495,Sack::N,ტომარა,ტომარა
496,Tasse::N,ფინჯანი,ფინჯანი
497,Topf::N,ქოთანი,ქოთანი
498,Kessel::N,ქვაბი,ქვაბი
499,Essen::N,ჭამა,ჭამა
500,Nahrung::N,საზრდო,საზრდო
501,Nahrung::N,საზრდო,საკვები
502,Nahrung::N,საკვები,საზრდო
503,Nahrung::N,საკვები,საკვები
504,Speise::N,საჭმელი,საჭმელი
505,Fleisch::N,ხორცი,ხორცი
506,Getreide::N,მარცვლოვანი,მარცვლოვანი
507,Brei::N,ფაფა,ფაფა
508,Brot::N,პური,პური
509,Scheibe::N,ნაჭერი,ნაჭერი
510,Fett::N,ქონი,ქონი
511,Fett::N,ქონი,ცხიმი
512,Fett::N,ცხიმი,ქონი
513,Fett::N,ცხიმი,ცხიმი
514,Butter::N,კარაქი,კარაქი
515,Öl::N,ზეთი,ზეთი
516,Salz::N,მარილი,მარილი
517,Suppe::N,სუფი,სუფი
518,Honig::N,თაფლი,თაფლი
519,Milch::N,რძე,რძე
520,Tee::N,ჩაი,ჩაი
521,Leder::N,ტყავი,ტყავი
522,Wolle::N,მატყლი,მატყლი
523,Stoff::N,ქსოვილი,ქსოვილი
524,Nadel::N,ნემსი,ნემსი
525,Faden::N,ძაფი,ძაფი
526,Faden::N,ძაფი,მკედი
527,Faden::N,მკედი,ძაფი
528,Faden::N,მკედი,მკედი
529,Knopf::N,ღილი,ღილი
530,Knoten::N,ნასკვი,ნასკვი
531,Farbe::N,საღებავი,საღებავი
532,Kleidung::N,ტანსაცმელი,ტანსაცმელი
533,Hemd::N,ხალათი,ხალათი
534,Hemd::N,ხალათი,პერანგი
535,Hemd::N,პერანგი,ხალათი
536,Hemd::N,პერანგი,პერანგი
537,Kragen::N,საყელო,საყელო
538,Ärmel::N,სახელო,სახელო
539,Hose::N,შარვალი,შარვალი
540,Gürtel::N,ქამარი,ქამარი
541,Mütze::N,ქუდი,ქუდი
542,Schuh::N,ფეხსაცმელი,ფეხსაცმელი
543,Stiefel::N,ჩექმა,ჩექმა
544,Ring::N,ბეჭედი,ბეჭედი
545,Band::N,ბაფთი,ბაფთი
546,Kamm::N,სავარცხელი,სავარცხელი
547,Spiegel::N,სარკე,სარკე
548,Riemen::N,ღვედი,ღვედი
549,Schnur::N,ლარი,ლარი
550,Leine::N,ჯაჭვი,ჯაჭვი
551,Decke::N,საბანი,საბანი
552,Kissen::N,ბალიში,ბალიში
553,Tuch::N,მაუდი,მაუდი
554,Tuch::N,მაუდი,თავშალი
555,Tuch::N,თავშალი,მაუდი
556,Tuch::N,თავშალი,თავშალი
557,Handtuch::N,ხელსახოცი,ხელსახოცი
558,Kraft::N,ძალა,ძალა
559,Stärke::N,ღონე,ღონე
560,Gesundheit::N,ჯანმრთელობა,ჯანმრთელობა
561,Krankheit::N,სენი,სენი
562,Krankheit::N,სენი,ავადმყოფობა
563,Krankheit::N,ავადმყოფობა,სენი
564,Krankheit::N,ავადმყოფობა,ავადმყოფობა
565,Schmerz::N,ტკივილი,ტკივილი
566,Wunde::N,იარი,იარი
567,Wunde::N,იარი,ჭრილობა
568,Wunde::N,ჭრილობა,იარი
569,Wunde::N,ჭრილობა,ჭრილობა
570,Fieber::N,ციება,ციება
571,Arznei::N,წამალი,წამალი
572,Brücke::N,ხიდი,ხიდი
573,Brunnen::N,ჭა,ჭა
574,Weide::N,საძოვარი,საძოვარი
575,Pfad::N,ბილიკი,ბილიკი
576,Weg::N,გზა,გზა
577,Straße::N,შარაგზა,შარაგზა
578,Dorf::N,დაბა,დაბა
579,Dorf::N,დაბა,სოფელი
580,Dorf::N,სოფელი,დაბა
581,Dorf::N,სოფელი,სოფელი
582,Stadt::N,ქალაქი,ქალაქი
583,Brief::N,წერილი,წერილი
584,Buch::N,წიგნი,წიგნი
585,Buchstabe::N,ასო,ასო
586,Zeitung::N,გაზეთი,გაზეთი
587,Leben::N,სიცოცხლე,სიცოცხლე
588,Tod::N,სიკვდილი,სიკვდილი
589,Grab::N,სამარე,სამარე
590,Grab::N,სამარე,საფლავი
591,Grab::N,საფლავი,სამარე
592,Grab::N,საფლავი,საფლავი
593,Kirche::N,ეკლესია,ეკლესია
594,Sünde::N,ცოდვა,ცოდვა
595,Gott::N,ღმერთი,ღმერთი
596,Arbeiter::N,მუშა,მუშა
597,Chef::N,გამგე,გამგე
598,Meister::N,ოსტატი,ოსტატი
599,Arzt::N,ექიმი,ექიმი
600,Arzt::N,ექიმი,მკურნალი
601,Arzt::N,მკურნალი,ექიმი
602,Arzt::N,მკურნალი,მკურნალი
603,Lehrer::N,მასწავლებელი,მასწავლებელი
604,Geld::N,ფული,ფული
605,Geschäft::N,საქმე,საქმე
606,Geschäft::N,საქმე,ბიზნესი
607,Geschäft::N,ბიზნესი,საქმე
608,Geschäft::N,ბიზნესი,ბიზნესი
609,Laden::N,დუქანი,დუქანი
610,Laden::N,დუქანი,მაღაზია
611,Laden::N,მაღაზია,დუქანი
612,Laden::N,მაღაზია,მაღაზია
613,Preis::N,ფასი,ფასი
614,Ware::N,საქონელი,საქონელი
615,Nutzen::N,ხეირი,ხეირი
616,Reichtum::N,სიმდიდრე,სიმდიდრე
617,Welt::N,მსოფლიო,მსოფლიო
618,Land::N,მხარე,მხარე
619,Land::N,მხარე,ქვეყანა
620,Land::N,ქვეყანა,მხარე
621,Land::N,ქვეყანა,ქვეყანა
622,Staat::N,სახელმწიფო,სახელმწიფო
623,König::N,მეფე,მეფე
624,Macht::N,ძლიერება,ძლიერება
625,Grenze::N,ზღვარი,ზღვარი
626,Krieg::N,ომი,ომი
627,Feind::N,მტერი,მტერი
628,Gewalt::N,სისასტიკე,სისასტიკე
629,Kampf::N,ბრძოლა,ბრძოლა
630,Bogen[Waffe]::N,მშვილდი,მშვილდი
631,Pfeil::N,ისარი,ისარი
632,Pfeil::N,ისარი,მახვილი
633,Pfeil::N,მახვილი,ისარი
634,Pfeil::N,მახვილი,მახვილი
635,Gewehr::N,თოფი,თოფი
636,Gewehr::N,თოფი,შაშხანა
637,Gewehr::N,შაშხანა,თოფი
638,Gewehr::N,შაშხანა,შაშხანა
639,Fehler::N,შეცდომა,შეცდომა
640,Lüge::N,სიცრუე,სიცრუე
641,Schaden::N,ვნება,ვნება
642,Unglück::N,ხიფათი,ხიფათი
643,Unglück::N,ხიფათი,უბედურება
644,Unglück::N,უბედურება,ხიფათი
645,Unglück::N,უბედურება,უბედურება
646,Schuld::N,ბრალი,ბრალი
647,Alter::N,ასაკი,ასაკი
648,Schluss::N,ბოლო,ბოლო
649,Schluss::N,ბოლო,დასასრული
650,Schluss::N,დასასრული,ბოლო
651,Schluss::N,დასასრული,დასასრული
652,Zeit::N,დრო,დრო
653,Tag::N,დღე,დღე
654,Morgen::N,დილა,დილა
655,Mittag::N,შუადღე,შუადღე
656,Abend::N,საღამო,საღამო
657,Nacht::N,ღამე,ღამე
658,Woche::N,კვირა,კვირა
659,Monat::N,თვე,თვე
660,Jahr::N,წელი,წელი
661,Frühling::N,გაზაფხული,გაზაფხული
662,Sommer::N,ზაფხული,ზაფხული
