,Concept_ID,kn,hr
65,Mond::N,ಚಂದ್ರ,mjesec
66,Stern::N,ಚುಕ್ಕಿ,zvijezda
67,Luft::N,ವಾಯು,zrak
68,Wind::N,ಗಾಳಿ,vjetar
69,Welle::N,ಅಲೆ,val
70,Welle::N,ಅಲೆ,talas
71,Wasser::N,ನೀರು,voda
72,Stein::N,ಕಲ್ಲು,kamen
73,Boden::N,ನೆಲ,tlo
74,Boden::N,ನೆಲ,zemlja
75,Erde::N,ಭೂಮಿ,zemlja
76,Staub::N,ದೂಳು,prah
77,Staub::N,ದೂಳು,prašina
78,Rauch::N,ಹೊಗೆ,dim
79,Funke::N,ಕಿಡಿ,iskra
80,Funke::N,ಕಿಡಿ,varnica
81,Feuer::N,ಬೆಂಕಿ,vatra
82,Licht::N,ಬೆಳಕು,svjetlo
83,Schatten::N,ನೆರಳು,hlad
84,Schatten::N,ನೆರಳು,sjena
85,Wetter::N,ಹವ,vrijeme
86,Nebel::N,ಮಂಜು,magla
87,Wolke::N,ಮೋಡ,oblak
88,Regen::N,ಮಳೆ,kiša
89,Schnee::N,ಹಿಮ,snijeg
90,Eis::N,ಮಂಜುಗಡ್ಡೆ,led
91,Frost::N,ಮಂಜು,mraz
92,Kälte::N,ಹಿಮ,studen
93,Kälte::N,ಹಿಮ,hladnoća
94,Hitze::N,ಉಷ್ಣ,vrućina
95,Raureif::N,ಇಬ್ಬನಿ,inje
96,Regenbogen::N,ಇಂದ್ರಚಾಪ,duga
97,Donner::N,ಗುಡುಗು,grom
98,Donner::N,ಗುಡುಗು,grmljavina
99,Strömung::N,ಪ್ರವಾಹ,struja
100,Strömung::N,ಪ್ರವಾಹ,strujanje
101,Tropfen::N,ತೊಟ್ಟು,kap
102,Tropfen::N,ತೊಟ್ಟು,kaplja
103,Schaum::N,ನೊರೆ,pjena
104,Schmutz::N,ಕಸ,nečistoća
105,Schmutz::N,ಕಸ,prljavština
106,See::N,ಸರೋವರ,jezero
107,Sumpf::N,ಜೌಗುಸ್ಥಳ,bara
108,Moor::N,ಬಂಜರು ಭೂಮಿ,močvara
109,Wiese::N,ಹುಲ್ಲುಗಾವಲು,livada
110,Wald::N,ಕಾಡು,šuma
111,Hügel::N,ಗುಡ್ಡೆ,brijeg
112,Hügel::N,ಗುಡ್ಡೆ,brežuljak
113,Anhöhe::N,ದಿಬ್ಬ,uzvišica
114,Berg::N,ಮಲೆ,brdo
115,Berg::N,ಪರ್ವತ,brdo
116,Gipfel::N,ಶೃಂಗ,vrh
117,Höhle::N,ಗುಹೆ,pećina
118,Höhle::N,ಗುಹೆ,spilja
119,Abhang::N,ಇಳಿಜಾರು,obronak
120,Abhang::N,ಇಳಿಜಾರು,nizbrdica
121,Quelle::N,ಮೂಲ,izvor
122,Quelle::N,ಮೂಲ,vrelo
123,Bach::N,ತೊರೆ,potok
124,Fluss::N,ನದಿ,rijeka
125,Ufer::N,ತೀರ,obala
126,Küste::N,ದಂಡೆ,obala
127,Küste::N,ದಂಡೆ,morska obala
128,Festland::N,ಭೂಮಿ,kopno
129,Meer::N,ಕಡಲು,more
130,Bucht::N,ಖಾರಿ,zaliv
131,Insel::N,ದ್ವೀಪ,ada
132,Insel::N,ದ್ವೀಪ,otok
133,Blume::N,ಸುಮ,cvijet
134,Gras::N,ಹುಲ್ಲು,trava
135,Wurzel::N,ಬೇರು,korijen
136,Baum::N,ಮರ,drvo
137,Baum::N,ಮರ,stablo
138,Stamm::N,ಕಾಂಡ,deblo
139,Stamm::N,ಕಾಂಡ,stablo
140,Rinde::N,ತೂಗಟಿ,kora
141,Ast::N,ಶಾಖೆ,grana
142,Zweig::N,ರೆಂಬೆ,grana
143,Blatt::N,ಎಲೆ,list
144,Birke::N,ಬರ್ಚ್ ಮರ,breza
145,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,bor
146,Weide[Baum]::N,ವಿಲೋಮರ,iva
147,Weide[Baum]::N,ವಿಲೋಮರ,vŕba
148,Tanne::N,ಭದ್ರದಾರು,jela
149,Horn::N,ಕೊಂಬು,rog
150,Feder::N,ಪುಕ್ಕ,pero
151,Fell::N,ರೋಮ,koža
152,Flügel::N,ರೆಕ್ಕೆ,krilo
153,Klaue::N,ಪಂಜ,papak
154,Kralle::N,ಉಗುರು,pandža
155,Schwanz::N,ಬಾಲ,rep
156,Ei::N,ಮೊಟ್ಟೆ,jaje
157,Nest::N,ಗೂಡು,gnijezdo
158,Bau::N,ಅಡಗುದಾಣ,jazbina
159,Tier::N,ಪ್ರಾಣಿ,životinja
160,Herde::N,ಗುಂಪು,krdo
161,Herde::N,ಗುಂಪು,stado
162,Kuh::N,ಹಸು,krava
163,Bulle::N,ಗೂಳಿ,bik
164,Pferd::N,ಕುದುರೆ,konj
165,Schaf::N,ಕುರಿ,ovca
166,Schwein::N,ಹಂದಿ,svinja
167,Hund::N,ನಾಯಿ,pas
168,Hund::N,ನಾಯಿ,pseto
169,Katze::N,ಬೆಕ್ಕು,mačka
170,Bär::N,ಕರಡಿ,medvjed
171,Eichhörnchen::N,ಉಡುತೆ,vjeverica
172,Elch::N,ಕಡವೆ,los
173,Fuchs::N,ನರಿ,lisica
174,Hase::N,ಮೊಲ,zec
175,Maus::N,ಇಲಿ,miš
176,Wolf::N,ತೋಳ,vuk
177,Wolf::N,ತೋಳ,kurjak
178,Vogel::N,ಪಕ್ಷಿ,ptica
179,Schwarm::N,ಗುಂಪು,roj
180,Schwarm::N,ಗುಂಪು,jato
181,Huhn::N,ಚಿಕ್,kokoš
182,Hahn::N,ಹುಂಜ,kokot
183,Hahn::N,ಹುಂಜ,pijevac
184,Gans::N,ವರಟೆ,guska
185,Adler::N,ಗರುಡ,orao
186,Ente::N,ಬಾತು,patka
187,Eule::N,ಗೂಬೆ,sova
188,Kranich::N,ಕೊಕ್ಕರ,ždral
189,Krähe::N,ಕಾಗೆ,vrana
190,Kuckuck::N,ಕೋಗಿಲೆ,kukavica
191,Schwan::N,ಹಂಸಪಕ್ಷಿ,labud
192,Fisch::N,ಮೀನು,riba
193,Barsch::N,ಪರ್ಚ್ ಮೀನು,grgeč
194,Hecht::N,ಪೈಕ್ ಮೀನು,štuka
195,Schlange[Tier]::N,ಹಾವು,guja
196,Schlange[Tier]::N,ಹಾವು,zmija
197,Wurm::N,ಹುಳು,crv
198,Spinne::N,ಊರ್ಣನಾಭ,pauk
199,Ameise::N,ಇರುವೆ,mrav
200,Laus::N,ಹೇನು,uš
201,Mücke::N,ಸೊಳ್ಳೆ,komarac
202,Fliege::N,ನೊಣ,muha
203,Schmetterling::N,ಪತಂಗ,leptir
204,Beere::N,ನಯವಣ್ಣು,boba
205,Beere::N,ನಯವಣ್ಣು,bobica
206,Apfel::N,ಸೇಬು,jabuka
207,Pilz::N,ಅಣಬೆ,pečurka
208,Zwiebel::N,ನೀರುಳ್ಳಿ,luk
209,Zwiebel::N,ನೀರುಳ್ಳಿ,kapula
210,Saat::N,ಬಿತ್ತ,sjemenje
211,Korn::N,ಬೀಜ,zrno
212,Heu::N,ಕರಡ,sijeno
213,Schale::N,ಹೊಟ್ಟು,kora
214,Schale::N,ಹೊಟ್ಟು,ljuska
215,Grube::N,ಗುಂಡಿ,jama
216,Falle::N,ಬೋನು,zamka
217,Falle::N,ಬೋನು,klopka
218,Schlinge::N,ಉರುಲು,uzao
219,Schlinge::N,ಉರುಲು,petlja
220,Spur::N,ಜಾಡು,trag
221,Spur::N,ಜಾಡು,slijed
222,Asche::N,ಬೂದಿ,pepeo
223,Dreck::N,ಹೊಲಸು,blato
224,Eisen::N,ಕಬ್ಬಿಣ,željezo
225,Gold::N,ಚಿನ್ನ,zlato
226,Silber::N,ಬೆಳ್ಳಿ,srebro
227,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ugalj
228,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ugljen
229,Glas::N,ಗಾಜು,staklo
230,Lehm::N,ಜೇಡಿಮಣ್ಣು,glina
231,Lehm::N,ಜೇಡಿಮಣ್ಣು,ilovača
232,Sand::N,ಮರಳು,pijesak
233,Mensch::N,ಪುರುಷ,čovjek
234,Mann::N,ಆಳು,muškarac
235,Frau::N,ಹೆಣ್ಣು,žena
236,Kind::N,ಮಗು,čedo
237,Kind::N,ಮಗು,dijete
238,Junge::N,ಹುಡುಗ,momče
239,Junge::N,ಹುಡುಗ,dječak
240,Mädchen::N,ಹುಡುಗಿ,djevojka
241,Mädchen::N,ಹುಡುಗಿ,djevojčica
242,Familie::N,ಕುಟುಂಬ,obitelj
243,Familie::N,ಕುಟುಂಬ,porodica
244,Großvater::N,ಅಜ್ಜ,djed
245,Großmutter::N,ಅಮ್ಮ,baka
246,Eltern::N,ಹೆತ್ತವರು,roditelji
247,Vater::N,ತಂದೆ,otac
248,Mutter::N,ಅಮ್ಮ,majka
249,Sohn::N,ಮಗ ,sin
250,Tochter::N,ಮಗಳು,kći
251,Tochter::N,ಮಗಳು,kćerka
252,Bruder::N,ತಮ್ಮ,brat
253,Schwester::N,ತಂಗಿ,sestra
254,Onkel::N,ಸೋದರಮಾವ,čika
255,Onkel::N,ಸೋದರಮಾವ,ujak
256,Onkel::N,ದೊಡ್ಡಪ್ಪ,čika
257,Onkel::N,ದೊಡ್ಡಪ್ಪ,ujak
258,Tante::N,ಚಿಕ್ಕಮ್ಮ,ujna
259,Tante::N,ಚಿಕ್ಕಮ್ಮ,tetka
260,Ehemann::N,ಗಂಡ,muž
261,Ehemann::N,ಗಂಡ,suprug
262,Ehefrau::N,ಹೆಂಡತಿ,žena
263,Ehefrau::N,ಹೆಂಡತಿ,supruga
264,Freude::N,ನಲಿವು,radost
265,Gelächter::N,ನಗೆ,grohot
266,Glück::N,ಆನಂದ,sreća
267,Kummer::N,ದುಃಖ,jad
268,Kummer::N,ದುಃಖ,briga
269,Wunsch::N,ಬಯಕೆ,želja
270,Lust::N,ಇಷ್ಟ,volja
271,Geist::N,ಆತ್ಮ,duh
272,Gedanke::N,ಯೋಚನೆ,misao
273,Gedächtnis::N,ಸ್ಮರಣೆ,pamćenje
274,Verstand::N,ಮನಸ್ಸು,um
275,Verstand::N,ಮನಸ್ಸು,razum
276,Sinn::N,ಅರ್ಥ,smisao
277,Sinn::N,ಅರ್ಥ,značenje
278,Grund::N,ಕಾರಣ,razlog
279,Wahrheit::N,ಸತ್ಯ,istina
280,Gespräch::N,ಸಂಭಾಷಣೆ,razgovor
281,Märchen::N,ಸುಳ್ಳು ಕಥೆ,bajka
282,Erzählung::N,ಕಥೆ,priča
283,Erzählung::N,ಕಥೆ,pripovijest
284,Nachricht::N,ಸಂದೇಶ,vijest
285,Neuigkeit::N,ಸುದ್ದಿ,novost
286,Name::N,ಹೆಸರು,ime
287,Rätsel::N,ಒಗಟು,zagonetka
288,Rede::N,ಮಾತು,govor
289,Rede::N,ಮಾತು,besjeda
290,Sprache::N,ಭಾಷೆ,jezik
291,Stimme::N,ಧ್ವನಿ,glas
292,Wort::N,ಮಾತು,riječ
293,Zeichen::N,ಗುರುತು,znak
294,Ruf::N,ಕೂಗು,povik
295,Ruf::N,ಕೂಗು,poklik
296,Lärm::N,ಸದ್ದು,buka
297,Lärm::N,ಸದ್ದು,galama
298,Laut::N,ಶಬ್ದ,zvuk
299,Ton::N,ನಾದ,ton
300,Lied::N,ಗಾನ,pjesma
301,Ruhe::N,ಶಾಂತಿ,tišina
302,Ruhe::N,ಶಾಂತಿ,počinak
303,Leute::N,ಮಂದಿ,ljudi
304,Volk::N,ಜನಾಂಗ,puk
305,Volk::N,ಜನಾಂಗ,narod
306,Arbeit::N,ಕೆಲಸ,rad
307,Arbeit::N,ಕೆಲಸ,posao
308,Gast::N,ಅತಿಥಿ,gost
309,Geschenk::N,ಕಾಣಿಕೆ,dar
310,Geschenk::N,ಕಾಣಿಕೆ,poklon
311,Spiel::N,ಆಟ,igra
312,Gesellschaft::N,ಸಂಗ,društvo
313,Gesellschaft::N,ಸಂಗ,kompanija
314,Hilfe::N,ಸಹಾಯ,pomoć
315,Freund::N,ಸ್ನೇಹಿತ,prijatelj
316,Kamerad::N,ಜೊತೆಗಾರ,drug
317,Kamerad::N,ಜೊತೆಗಾರ,drugar
318,Angelegenheit::N,ವಿಚಾರ,posao
319,Anzahl::N,ಎಣಿಕೆ,broj
320,Anzahl::N,ಎಣಿಕೆ,brojnost
321,Art::N,ತರ,vid
322,Art::N,ತರ,vrst
323,Stück::N,ತುಂಡು,komad
324,Teil::N,ಭಾಗ,dio
325,Hälfte::N,ಅರ್ಧ,polovina
326,Kreis::N,ವೃತ್ತ,krug
327,Kreuz::N,ಶಿಲುಬೆ,križ
328,Linie::N,ರೀಖೆ,crta
329,Strich::N,ಗೀಟು,crta
330,Abstand::N,ಅಂತರ,razmak
331,Abstand::N,ಅಂತರ,odstojanje
332,Entfernung::N,ದೂರ,udaljenost
333,Gegend::N,ವಿಸ್ತೀರ್ಣ,kraj
334,Gegend::N,ವಿಸ್ತೀರ್ಣ,predeo
335,Platz::N,ಅಂತರ,mjesto
336,Ort::N,ಸ್ಥಳ,mjesto
337,Seite::N,ಪಕ್ಷ,bok
338,Seite::N,ಪಕ್ಷ,strana
339,Mitte::N,ನಡು,sredina
340,Gegenstand::N,ವಸ್ತು,predmet
341,Sache::N,ವಸ್ತು,posao
342,Rand::N,ಅಂಚು,rub
343,Rand::N,ಅಂಚು,kraj
344,Kante::N,ಅಂಚು,brid
345,Kante::N,ಅಂಚು,ivica
346,Ecke::N,ಮೂಲೆ,ugao
347,Spitze::N,ತುದಿ,vrh
348,Spitze::N,ತುದಿ,šiljak
349,Ende::N,ಕೊನೆ,konac
350,Loch::N,ತೂತು,rupa
351,Winkel::N,ಕೋನ,kut
352,Winkel::N,ಕೋನ,ugao
353,Muster::N,ನಮೂನೆ,uzor
354,Größe::N,ಪ್ರಮಾಣ,veličina
355,Länge::N,ಉದ್ದ,duljina
356,Höhe::N,ಎತ್ತರ,visina
357,Gewicht::N,ತೂಕ,težina
358,Menge::N,ಮೊತ್ತ,mnoštvo
359,Menge::N,ಮೊತ್ತ,količina
360,Haufen::N,ರಾಶಿ,hrpa
361,Haufen::N,ರಾಶಿ,gomila
362,Reihe::N,ಸಾಲು,red
363,Boot::N,ದೋಣಿ,čun
364,Boot::N,ದೋಣಿ,čamac
365,Ruder::N,ಹುಟ್ಟು,veslo
366,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,saone
367,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
368,Ski::N,ಜಾರುಪಟ್ಟಿ,smučka
369,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,logorska vatra
370,Last::N,ಹೊರೆ,tovar
371,Gang::N,ತಿರುಗಾಟ,hod
372,Schritt::N,ಹೆಜ್ಜೆ,korak
373,Norden::N,ಉತ್ತರ,sjever
374,Süden::N,ದಕ್ಷಿಣ,jug
375,Westen::N,ಪಶ್ಚಿಮ,zapad
376,Osten::N,ಮೂಡಲು,istok
377,Holz::N,ಚೌಬೀನೆ,drvo
378,Brett::N,ಹಲಗೆ,daska
379,Platte::N,ಹಲಗೆ,ploča
380,Stütze::N,ಆಸರೆ,potpora
381,Stange::N,ಕಂಬ,motka
382,Stock::N,ಕೋಲು,štap
383,Stock::N,ಕೋಲು,palica
384,Stab::N,ದೊಣ್ಣೆ,štap
385,Stab::N,ದೊಣ್ಣೆ,šipka
386,Rohr::N,ನಳಿಕೆ,cijev
387,Haus::N,ಮನೆ,kuća
388,Heim::N,ಗೃಹ,dom
389,Ofen::N,ಒಲೆ,peć
390,Fußboden::N,ನೆಲ,pod
391,Tisch::N,ಮೇಜು,stol
392,Tisch::N,ಮೇಜು,trpeza
393,Stuhl::N,ಕುರ್ಚಿ,stolac
394,Stuhl::N,ಕುರ್ಚಿ,stolica
395,Wiege::N,ತೊಟ್ಟಿಲು,kolijevka
396,Bett::N,ಹಾಸಿಗೆ,krevet
397,Bett::N,ಹಾಸಿಗೆ,postelja
398,Regal::N,ಬೀರು,polica
399,Kiste::N,ಪಟ್ಟಿಗೆ,sanduk
400,Fenster::N,ಕಿಟಕಿ,prozor
401,Tür::N,ಬಾಗಿಲು,vrata
402,Tor::N,ಹೆಬ್ಬಾಗಿಲು,vrata
403,Tor::N,ಹೆಬ್ಬಾಗಿಲು,kapija
404,Zaun::N,ಬೇಲಿ,plot
405,Zaun::N,ಬೇಲಿ,ograda
406,Dach::N,ಮಾಳಿಗೆ,krov
407,Leiter::N,ಏಣಿ,ljestve
408,Leiter::N,ಏಣಿ,ljestvice
409,Besen::N,ಪೊರಕೆ,metla
410,Spaten::N,ಗುದ್ದಲಿ,ašov
411,Schaufel::N,ಸನಿಕೆ,lopata
412,Gabel::N,ಕವಲು,viljuška
413,Löffel::N,ಚಮಚ,žlica
414,Messer::N,ಚಾಕು,nož
415,Nagel::N,ಆಣಿ,čavao
416,Netz::N,ಬಲೆ,mreža
417,Haken::N,ಕೊಂಡಿ,kuka
418,Griff::N,ಹಿಡಿ,držak
419,Griff::N,ಹಿಡಿ,ručica
420,Schloss::N,ವೀಗ,brava
421,Bild::N,ಚಿತ್ರ,slika
422,Figur::N,ಆಕಾರ,figura
423,Puppe::N,ಗೊಂಬೆ,lutka
424,Beutel::N,ಸಂಚಿ,kesa
425,Bündel::N,ಕಟ್ಟು,snop
426,Bündel::N,ಕಟ್ಟು,svežanj
427,Tasche::N,ಚೀಲ,torba
428,Tasche::N,ಚೀಲ,taška
429,Eimer::N,ಬಾನೆ,kabao
430,Deckel::N,ಮುಚ್ಚಳ,poklopac
431,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,suđe
432,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,posuđe
433,Sack::N,ಮೂಟೆ,džak
434,Sack::N,ಮೂಟೆ,vreća
435,Tasse::N,ಬಟ್ಟಲು,šalica
436,Topf::N,ಮಡಕೆ,lonac
437,Kessel::N,ಕೆಟಲ್,kazan
438,Essen::N,ಊಟ,obrok
439,Nahrung::N,ಆಹಾರ,hrana
440,Speise::N,ಊಟ,jelo
441,Fleisch::N,ಮಾಂಸ,meso
442,Getreide::N,ಧಾನ್ಯ,žito
443,Getreide::N,ಧಾನ್ಯ,žitarice
444,Brei::N,ಗಂಜಿ,kaša
445,Brot::N,ರೊಟ್ಟಿ,kruh
446,Scheibe::N,ಹೋಳು,kriška
447,Fett::N,ಕೊಬ್ಬು,mast
448,Fett::N,ಕೊಬ್ಬು,salo
449,Butter::N,ಬೆಣ್ಣೆ,buter
450,Butter::N,ಬೆಣ್ಣೆ,maslac
451,Öl::N,ಎಣ್ಣೆ,ulje
452,Salz::N,ಉಪ್ಪು,sol
453,Suppe::N,ಎಸರು,supa
454,Honig::N,ಮಧು,med
455,Milch::N,ಹಾಲು,mlijeko
456,Tee::N,ಚಹ,čaj
457,Leder::N,ಚಕ್ಕಳ,koža
458,Wolle::N,ಉಣ್ಣೆ,vuna
459,Stoff::N,ಬಟ್ಟೆ,štof
460,Stoff::N,ಬಟ್ಟೆ,tkanina
461,Nadel::N,ಸೂಜಿ,igla
462,Faden::N,ದಾರ,nit
463,Faden::N,ದಾರ,konac
464,Knopf::N,ಗುಂಡು,dugme
465,Knoten::N,ಗಂಟು,čvor
466,Knoten::N,ಗಂಟು,uzao
467,Farbe::N,ಬಣ್ಣ,farba
468,Kleidung::N,ಅರಿವೆ,odjeća
469,Hemd::N,ಅಂಗಿ,košulja
470,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ovratnik
471,Ärmel::N,ತೋಳು,rukav
472,Hose::N,ಇಜಾರ,hlače
473,Gürtel::N,ಬೆಲ್ಟು,pas
474,Gürtel::N,ಬೆಲ್ಟು,pojas
475,Mütze::N,ಟೋಪಿ,kapa
476,Schuh::N,ಪಾದರಕ್ಷೆ,cipela
477,Stiefel::N,ಬೂಟು,čizma
478,Ring::N,ಉಂಗುರ,prsten
479,Band::N,ರಿಬ್ಬನ್,vrpca
480,Kamm::N,ಹಣಿಗೆ,češalj
481,Spiegel::N,ಕನ್ನಡಿ,zrcalo
482,Spiegel::N,ಕನ್ನಡಿ,ogledalo
483,Riemen::N,ಬಾರು,kaiš
484,Riemen::N,ಬಾರು,remen
485,Schnur::N,ಹುರಿ,vrpca
486,Leine::N,ಹಗ್ಗ,uzica
487,Decke::N,ಕಂಬಳಿ,ćebe
488,Decke::N,ಕಂಬಳಿ,pokrivač
489,Kissen::N,ದಿಂಬು,jastuk
490,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,rubac
491,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,marama
492,Handtuch::N,ಚೌಕ,ručnik
493,Kraft::N,ಬಲ,snaga
494,Stärke::N,ಶಕ್ತಿ,jakost
495,Gesundheit::N,ಆರೋಗ್ಯ,zdravlje
496,Krankheit::N,ರೋಗ,bolest
497,Schmerz::N,ನೋವು,bol
498,Wunde::N,ಗಾಯ,rana
499,Fieber::N,ಜ್ವರ,groznica
500,Arznei::N,ಔಷಧ,lijek
501,Brücke::N,ಸೇತುವೆ,most
502,Brücke::N,ಸೇತುವೆ,ćuprija
503,Brunnen::N,ಬಾವಿ,bunar
504,Brunnen::N,ಬಾವಿ,zdenac
505,Weide::N,ಗೋಮಾಳ,paša
506,Weide::N,ಗೋಮಾಳ,pašnjak
507,Pfad::N,ದಾರಿ,staza
508,Weg::N,ಹಾದಿ,put
509,Straße::N,ರಸ್ತೆ,drum
510,Straße::N,ರಸ್ತೆ,cesta
511,Dorf::N,ಹಳ್ಳಿ,selo
512,Stadt::N,ಪಟ್ಟಣ,grad
513,Stadt::N,ಪಟ್ಟಣ,varoš
514,Brief::N,ಕಾಗದ,list
515,Brief::N,ಕಾಗದ,pismo
516,Buch::N,ಪುಸ್ತಕ,knjiga
517,Buchstabe::N,ಅಕ್ಷರ,slovo
518,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,novine
519,Leben::N,ಜೀವನ,život
520,Tod::N,ಮರಣ,smrt
521,Grab::N,ಗೋರಿ,raka
522,Kirche::N,ಚರ್ಚು,crkva
523,Sünde::N,ಪಾಪ,grijeh
524,Gott::N,ದೇವರು,bog
525,Arbeiter::N,ಕೆಲಸಗಾರ,radnik
526,Chef::N,ದಣಿ,šef
527,Meister::N,ಶಿಕ್ಷಕ,majstor
528,Arzt::N,ವೈದ್ಯ,liječnik
529,Lehrer::N,ಉಪಾಧ್ಯಾಯ,učitelj
530,Geld::N,ಹಣ,novac
531,Geschäft::N,ವಾಣಿಜ್ಯ,posao
532,Geschäft::N,ವಾಣಿಜ್ಯ,trgovina
533,Laden::N,ಅಂಗಡಿ,dućan
534,Preis::N,ಬೆಲೆ,cijena
535,Ware::N,ಸರಕು,roba
536,Nutzen::N,ಲಾಭ,korist
537,Reichtum::N,ಸಂಪತ್ತು,bogatstvo
538,Welt::N,ಭೂಲೋಕ,svijet
539,Land::N,ದೇಶ,zemlja
540,Staat::N,ರಾಜ್ಯ,država
541,König::N,ರಾಜ,kralj
542,Macht::N,ಅಧಿಕಾರ,moć
543,Macht::N,ಅಧಿಕಾರ,vlast
544,Grenze::N,ಗಡಿ,granica
545,Krieg::N,ಯುದ್ಧ,rat
546,Feind::N,ಶತ್ರು,neprijatelj
547,Gewalt::N,ಹಿಂಸೆ,sila
548,Gewalt::N,ಹಿಂಸೆ,nasilje
549,Kampf::N,ಹೋರಾಟ,boj
550,Kampf::N,ಹೋರಾಟ,borba
551,Bogen[Waffe]::N,ಬಿಲ್ಲು,luk
552,Pfeil::N,ಅಂಬು,strijela
553,Gewehr::N,ಬಂದೂಕು,puška
554,Fehler::N,ತಪ್ಪು,pogreška
555,Fehler::N,ತಪ್ಪು,griješka
556,Lüge::N,ಸುಳ್ಳು,laž
557,Schaden::N,ಹಾನಿ,šteta
558,Unglück::N,ಅಪಾಯ,nesreća
559,Schuld::N,ದೋಷ,krivnja
560,Alter::N,ಮುಪ್ಪು,dob
561,Schluss::N,ಮುಕ್ತಾಯ,kraj
562,Schluss::N,ಮುಕ್ತಾಯ,konac
563,Zeit::N,ಕಾಲ,doba
564,Zeit::N,ಕಾಲ,vrijeme
565,Tag::N,ದಿನ,dan
566,Morgen::N,ಮುಂಜಾನೆ,jutro
567,Mittag::N,ನಡುಹಗಲು,podne
568,Abend::N,ಸಂಜೆ,veče
569,Abend::N,ಸಂಜೆ,večer
570,Nacht::N,ರಾತ್ರಿ,noć
571,Woche::N,ವಾರ,sedmica
572,Monat::N,ತಿಂಗಳು,mjesec
573,Jahr::N,ಸಂವತ್ಸರ,godina
574,Frühling::N,ವಸಂತ,proljeće
575,Sommer::N,ಬಿಸಿಲುಕಾಲ,ljeto
