,Concept_ID,kv,ga
447,Tasse::N,бекӧр,cupán
448,Topf::N,кастрюля,pota
449,Kessel::N,пӧрт,citeal
450,Essen::N,сёйӧм,béile
451,Nahrung::N,вердан,bia
452,Speise::N,сёян,mias
453,Fleisch::N,яй,feoil
454,Getreide::N,сю,grán
455,Getreide::N,сю,arbhar
456,Brei::N,каша,brúitín
457,Brot::N,нянь,arán
458,Scheibe::N,шӧрӧм,píosa
459,Scheibe::N,шӧрӧм,slisne
460,Fett::N,гос,saill
461,Fett::N,гос,méathras
462,Butter::N,ви,im
463,Öl::N,ви,ola
464,Salz::N,сов,salann
465,Suppe::N,шыд,sú
466,Suppe::N,шыд,anraith
467,Honig::N,ма,mil
468,Milch::N,йӧв,bainne
469,Tee::N,чай,tae
470,Leder::N,кучик,leathar
471,Wolle::N,гӧн,olann
472,Stoff::N,дӧра,éadach
473,Nadel::N,ем,snáthaid
474,Faden::N,сунис,snáth
475,Knopf::N,кизь,cnaipe
476,Knoten::N,узӧв,snaidhm
477,Knoten::N,гӧрӧд,snaidhm
478,Farbe::N,краска,péint
479,Kleidung::N,паськӧм,éadaí
480,Hemd::N,йӧрнӧс,léine
481,Kragen::N,воротник,bóna
482,Ärmel::N,сос,muinchille
483,Hose::N,вешьян,bríste
484,Hose::N,вешьян,treabhsar
485,Gürtel::N,йи,crios
486,Mütze::N,шапка,caipín
487,Schuh::N,ботинки,bróg
488,Stiefel::N,сапог,buatais
489,Ring::N,чунькытш,fáinne
490,Band::N,ленточка,ribín
491,Kamm::N,сынан,cíor
492,Spiegel::N,зеркало,scáthán
493,Riemen::N,ремень,iall
494,Riemen::N,ремень,strapa
495,Schnur::N,гез,téad
496,Schnur::N,гез,sreangán
497,Leine::N,повод,iall
498,Decke::N,одеяло,pluid
499,Decke::N,одеяло,blaincéad
500,Kissen::N,подушка,piliúr
501,Kissen::N,подушка,adhartán
502,Tuch::N,чышьян,scaif
503,Handtuch::N,чышкӧт,tuáille
504,Kraft::N,прак,fórsa
505,Stärke::N,вын,neart
506,Gesundheit::N,здоровье,sláinte
507,Krankheit::N,шог,tinneas
508,Krankheit::N,шог,breoiteacht
509,Schmerz::N,зубыт,pian
510,Wunde::N,рана,goin
511,Fieber::N,лёк тресся,fiabhras
512,Fieber::N,кынтан шогӧт,fiabhras
513,Arznei::N,лекарство,cógas
514,Brücke::N,пос,droichead
515,Brunnen::N,колодец ,tobar
516,Weide::N,пода йирсян,féarach
517,Pfad::N,туй,cosán
518,Pfad::N,туй,conair
519,Weg::N,туй,slí
520,Weg::N,туй,bealach
521,Straße::N,туй,bóthar
522,Dorf::N,деревня,sráidbhaile
523,Stadt::N,город,baile
524,Stadt::N,город,cathair
525,Brief::N,гижӧт,litir
526,Buch::N,книга,cín
527,Buch::N,книга,leabhar
528,Buchstabe::N,буква,litir
529,Zeitung::N,газета,nuachtán
530,Leben::N,олан,saol
531,Leben::N,олан,beatha
532,Tod::N,кулӧм,bás
533,Grab::N,гу,uaigh
534,Kirche::N,вичку,eaglais
535,Sünde::N,грек,peaca
536,Gott::N,ен,dia
537,Arbeiter::N,уджалiсь,oibrí
538,Chef::N,начальник,saoiste
539,Chef::N,начальник,ceannasaí
540,Meister::N,мастер,máistir
541,Arzt::N,врач,lia
542,Arzt::N,врач,dochtúir
543,Lehrer::N,велӧтісь,oide
544,Lehrer::N,велӧтісь,múinteoir
545,Geld::N,деньга,airgead
546,Geschäft::N,удж,gnó
547,Laden::N,магазин,siopa
548,Preis::N,дон,praghas
549,Ware::N,товар,earra
550,Nutzen::N,путь,tairbhe
551,Reichtum::N,богатство,rachmas
552,Reichtum::N,богатство,saibhreas
553,Welt::N,му,domhan
554,Land::N,страна,tír
555,Staat::N,государство,stát
556,König::N,кан,rí
557,Macht::N,власть,cumhacht
558,Grenze::N,граница,críoch
559,Grenze::N,граница,teorainn
560,Krieg::N,война,cogadh
561,Feind::N,враг,namhaid
562,Kampf::N,нярасьӧм,troid
563,Kampf::N,вермасьӧм,troid
564,Bogen[Waffe]::N,лук,bogha
565,Pfeil::N,ньӧв,saighead
566,Gewehr::N,ружьё,gunna
567,Fehler::N,ошибка,botún
568,Fehler::N,ошибка,meancóg
569,Lüge::N,ылӧтӧм,bréag
570,Lüge::N,ылӧтӧм,éitheach
571,Lüge::N,пӧрьялӧм,bréag
572,Lüge::N,пӧрьялӧм,éitheach
573,Schaden::N,лёк,dochar
574,Schaden::N,лёк,damáiste
575,Unglück::N,пик,drochrath
576,Unglück::N,оказзё,drochrath
577,Schuld::N,вина,locht
578,Schuld::N,вина,milleán
579,Schluss::N,ком,deireadh
580,Zeit::N,кад,am
581,Zeit::N,кад,aimsir
582,Tag::N,лун,lá
583,Morgen::N,асыв,maidin
584,Mittag::N,луншӧр кад,nóin
585,Abend::N,рыт,tráthnóna
586,Nacht::N,ой,oíche
587,Woche::N,неделя,seachtain
588,Monat::N,тӧлicь,mí
589,Jahr::N,год,bliain
590,Frühling::N,тулыс,earrach
591,Sommer::N,гожум,samhradh
592,Herbst::N,ар,fómhar
593,Winter::N,тӧв,geimhreadh
594,Januar::N,январ,Eanáir
595,Februar::N,февраль,Feabhra
596,März::N,март,Márta
597,April::N,апрель,Aibreán
598,Mai::N,май,Bealtaine
599,Juni::N,юнь,Meitheamh
600,Juli::N,юль,Iúil
601,August::N,август,Lúnasa
602,September::N,сентяб,Meán Fómhair
603,Oktober::N,октяб,Deireadh Fómhair
604,November::N,нояб,Samhain
605,November::N,нояб,Mí na Samhna
606,Dezember::N,декаб,Mí na Nollag
607,Montag::N,вильлун,Luan
608,Montag::N,вильлун,Dé Luain
609,Dienstag::N,мӧдӧдзлун,Máirt
610,Dienstag::N,мӧдӧдзлун,Dé Máirt
611,Mittwoch::N,шӧрлун,Céadaoin
612,Mittwoch::N,шӧрлун,Dé Céadaoin
613,Donnerstag::N,нёльӧдзлун,Déardaoin
614,Freitag::N,витӧдзлун,Aoine
615,Freitag::N,витӧдзлун,Dé hAoine
616,Samstag::N,пывсянлун,Satharn
617,Samstag::N,пывсянлун,Dé Sathairn
618,Sonntag::N,кресення,Domhnach
619,Sonntag::N,кресення,Dé Domhnaigh
620,groß::A,ыджыт,mór
621,klein::A,учӧтик,beag
622,lang::A,кузь,fada
623,kurz::A,дженыт,gearr
624,kurz::A,дженыт,gairid
625,breit::A,ота,leathan
626,breit::A,ота,fairsing
627,schmal::A,векнит,cúng
628,dicht::A,тшӧк,dlúth
629,dick[Gegenstand]::A,кыз,tiubh
630,dünn::A,вӧснит,caol
631,dünn::A,вӧснит,tanaí
632,fein::A,вӧснит,scáinte
633,fein::A,вӧснит,fíneálta
634,fest::A,крепыт,daingean
635,flach::A,лапкӧса,cothrom
636,glatt::A,волькыт,mín
637,glatt::A,волькыт,sleamhain
638,hart::A,чӧрыт,crua
639,weich::A,небыт,bog
640,rund::A,гӧгрӧса,cruinn
641,spitz::A,ёся,gobach
642,spitz::A,ёся,biorach
643,scharf::A,лэчыт,géar
644,scharf::A,лэчыт,faobhrach
645,stumpf::A,ныж,maol
646,schwer::A,сьӧкыт,trom
647,schön::A,басӧк,álainn
648,heiß::A,жар,te
649,warm::A,шоныт,te
650,kalt::A,кӧдзыт,fuar
651,kühl::A,сайкыт,fionnuar
652,frisch::A,виль,úr
653,frisch::A,виль,friseáilte
654,feucht::A,вакодь,tais
655,nass::A,ва,fliuch
656,trocken::A,кӧс,tirim
657,voll::A,тыра,lán
658,leer::A,тыртӧм,folamh
659,offen::A,оссьӧм,oscailte
660,geschlossen::A,игана,dúnta
661,geschlossen::A,игана,druidte
662,geschlossen::A,пӧдана,dúnta
663,geschlossen::A,пӧдана,druidte
664,sauber::A,сӧдз,glan
665,sauber::A,сӧстӧм,glan
666,schmutzig::A,нятьӧсь,salach
667,roh::A,путӧм,amh
668,reif::A,кисьмалӧм,aibí
669,lecker::A,кӧра ,blasta
670,süß::A,чӧскыт,milis
671,bitter::A,курыт,searbh
672,sauer::A,шӧма ,géar
673,sauer::A,шӧма ,searbh
674,hell::A,югыт,geal
675,hell::A,югыт,soilseach
676,dunkel::A,пемыт,dorcha
677,schwarz::A,сьӧд,dubh
678,weiß::A,чочком,bán
679,rot::A,гӧрд,dearg
680,gelb::A,веж,buí
681,blau::A,лӧз,gorm
682,grün::A,веж,glas
683,grün::A,веж,uaine
684,grau::A,руд,liath
685,grau::A,бусӧй,liath
686,bunt::A,быдрӧма,ildathach
687,bunt::A,быдрӧма,dathannach
688,billig::A,донтӧм,saor
689,teuer::A,дона,daor
690,teuer::A,дона,costasach
691,wertvoll::A,дона,luachmhar
692,blind::A,синтӧм,dall
693,blind::A,синтӧм,caoch
694,taub::A,пельтӧм,bodhar
695,kräftig::A,вына,cumhachtach
696,stark::A,вына,tréan
697,stark::A,вына,láidir
698,schwach::A,некодя,lag
699,schwach::A,некодя,fann
700,fett::A,госа,ramhar
701,schlank::A,статя,caol
702,schlank::A,статя,seang
703,hübsch::A,басӧк,álainn
704,hübsch::A,басӧк,dathúil
705,böse::A,лёк,olc
706,dumm::A,бӧбӧв,dúr
707,dumm::A,бӧбӧв,amaideach
708,dumm::A,вежӧртӧм,dúr
709,dumm::A,вежӧртӧм,amaideach
710,faul::A,дыш,falsa
711,faul::A,дыш,leisciúil
712,fleißig::A,уджалicь,dícheallach
713,geizig::A,жикмӧра,barainneach
714,geizig::A,жикмӧра,sprionlaithe
715,geizig::A,горшаліcь,barainneach
716,geizig::A,горшаліcь,sprionlaithe
717,klug::A,авья,cliste
718,klug::A,вежӧра,cliste
719,geschickt::A,кипода,oilte
720,geschickt::A,кипода,ealaíonta
721,lieb::A,муса,dil
722,lieb::A,муса,dílis
723,lieb::A,дзулиньӧй,dil
724,lieb::A,дзулиньӧй,dílis
725,lustig::A,гажа,aerach
726,lustig::A,гажа,meidhreach
727,sanft::A,лебезнӧй,bog
728,sanft::A,лебезнӧй,séimh
729,hungrig::A,тшыг,ocrach
730,krank::A,шогалiсь,tinn
731,krank::A,шогалiсь,breoite
732,nackt::A,куш,nocht
733,traurig::A,жугыль,brónach
734,lebendig::A,ловья,beo
735,gut::A,бур,maith
736,schlecht::A,умӧль,dona
737,schlecht::A,умӧль,droch-
738,schlimm::A,нештӧм,gránna
739,schlimm::A,нештӧм,tubaisteach
740,alt::A,важ,sean
741,neu::A,виль,úr
742,neu::A,виль,nua
743,ehemalig::A,вӧвлӧм,iar-
744,ehemalig::A,вӧвлӧм,sean-
745,alt[Lebewesen]::A,года,sean
746,alt[Lebewesen]::A,года,aosta
747,alt[Lebewesen]::A,годдэза,sean
748,alt[Lebewesen]::A,годдэза,aosta
749,jung::A,том,óg
750,arm::A,гов,bocht
751,arm::A,беднӧй,bocht
752,reich::A,эма,saibhir
753,reich::A,эма,rachmasach
754,bekannt::A,тӧдса,atá eolas air
755,fremd::A,чужӧй,coimhthíoch
756,verschieden::A,быдкодь,éagsúil
757,verschieden::A,быдкодь,difriúil
758,nah::A,матiсь,gar
759,nah::A,матiсь,deas
760,fern::A,ылicь,i bhfad uainn
761,fern::A,ылicь,i bhfad i gcéin
762,linker::A,шульга,clé
763,rechter::A,веськытланись,deas
764,anderer::A,мукӧд,eile
765,erster::A,медодзза,céad
766,zweiter::A,кыкӧт,dóú
767,zweiter::A,кыкӧт,dara
768,dritter::A,куимӧт,tríú
769,dritter::A,куимӧт,treas
770,dritter::A,куимӧдз,tríú
771,dritter::A,куимӧдз,treas
772,letzter::A,бӧрья,déanach
773,letzter::A,бӧрья,deireanach
774,letzter::A,мёдбӧрья,déanach
775,letzter::A,мёдбӧрья,deireanach
776,auf einmal::ADV,тшӧтш,ag an am céanna
777,zusammen::ADV,ӧтлаын,le chéile
778,zusammen::ADV,ӧтлаын,in eineacht
779,lange::ADV,дыр,fada
780,plötzlich::ADV,друг,go tobann
781,plötzlich::ADV,друг,i dtobainne
782,sofort::ADV,тшӧтш,ar an toirt
783,sofort::ADV,тшӧтш,ar an bpointe
784,später::ADV,медбӧрын,níos déanaí
785,jetzt::ADV,ӧні,anois
786,heute::ADV,талун,inniu
787,morgen::ADV,ашын,amárach
788,bald::ADV,чожа,go luath
789,bald::ADV,чожа,gan mhoill
790,dann::ADV,сыбӧрын,ansin
791,gestern::ADV,тӧн,inné
792,einst::ADV,ӧтпыр,tráth
793,einst::ADV,ӧтпыр,uair amháin
794,damals::ADV,сэк,ag an am
