,Concept_ID,nl,cs
196,Laus::N,luis,veš
197,Mücke::N,mug,komár
198,Fliege::N,vlieg,moucha
199,Schmetterling::N,vlinder,motýl
200,Beere::N,bes,bobule
201,Apfel::N,appel,jablko
202,Pilz::N,paddestoel,houba
203,Zwiebel::N,ui,cibule
204,Saat::N,zaad,osivo
205,Korn::N,graan,zrno
206,Korn::N,korrel,zrno
207,Heu::N,hooi,seno
208,Schale::N,schil,slupka
209,Schale::N,schil,skořápka
210,Grube::N,kuil,jáma
211,Falle::N,val,past
212,Falle::N,val,léčka
213,Schlinge::N,strop,smyčka
214,Spur::N,spoor,stopa
215,Asche::N,as,popel
216,Dreck::N,drek,špína
217,Eisen::N,ijzer,železo
218,Gold::N,goud,zlato
219,Silber::N,zilver,stříbro
220,Kohle::N,kool,uhlí
221,Glas::N,glas,sklo
222,Lehm::N,klei,jíl
223,Lehm::N,klei,hlína
224,Sand::N,zand,písek
225,Mensch::N,mens,člověk
226,Mann::N,man,muž
227,Frau::N,vrouw,žena
228,Kind::N,kind,dítě
229,Junge::N,jongen,hoch
230,Junge::N,jongen,chlapec
231,Mädchen::N,meisje,děvče
232,Familie::N,gezin,rodina
233,Familie::N,familie,rodina
234,Großvater::N,grootvader,děd
235,Großvater::N,grootvader,dědeček
236,Großmutter::N,grootmoeder,babička
237,Eltern::N,ouders,rodiče
238,Vater::N,vader,otec
239,Mutter::N,moeder,matka
240,Sohn::N,zoon,syn
241,Tochter::N,dochter,dcera
242,Bruder::N,broer,bratr
243,Bruder::N,broeder,bratr
244,Schwester::N,zus,sestra
245,Schwester::N,zuster,sestra
246,Onkel::N,oom,strýc
247,Tante::N,tante,teta
248,Ehemann::N,echtgenoot,choť
249,Ehemann::N,echtgenoot,manžel
250,Ehefrau::N,echtgenote,choť
251,Ehefrau::N,echtgenote,manželka
252,Freude::N,vreugde,radost
253,Gelächter::N,gelach,smích
254,Glück::N,geluk,štěstí
255,Kummer::N,verdriet,žal
256,Kummer::N,verdriet,trápení
257,Wunsch::N,wens,přání
258,Wunsch::N,verlangen,přání
259,Lust::N,zin,chuť
260,Lust::N,lust,chuť
261,Geist::N,geest,duch
262,Gedanke::N,gedachte,myšlenka
263,Gedächtnis::N,geheugen,paměť
264,Verstand::N,verstand,rozum
265,Sinn::N,betekenis,smysl
266,Grund::N,reden,důvod
267,Wahrheit::N,waarheid,pravda
268,Gespräch::N,gesprek,rozhovor
269,Märchen::N,sprookje,pohádka
270,Erzählung::N,verhaal,povídka
271,Nachricht::N,tijding,zpráva
272,Neuigkeit::N,nieuws,novina
273,Neuigkeit::N,nieuws,novinka
274,Neuigkeit::N,nieuwtje,novina
275,Neuigkeit::N,nieuwtje,novinka
276,Name::N,naam,jméno
277,Rätsel::N,raadsel,hádanka
278,Rede::N,rede,řeč
279,Rede::N,rede,proslov
280,Sprache::N,taal,řeč
281,Sprache::N,taal,jazyk
282,Stimme::N,stem,hlas
283,Wort::N,woord,slovo
284,Zeichen::N,teken,znamení
285,Ruf::N,roep,zavolání
286,Lärm::N,lawaai,hluk
287,Laut::N,klank,zvuk
288,Laut::N,geluid,zvuk
289,Ton::N,toon,tón
290,Ton::N,klank,tón
291,Lied::N,lied,píseň
292,Ruhe::N,rust,klid
293,Ruhe::N,rust,pokoj
294,Ruhe::N,stilte,klid
295,Ruhe::N,stilte,pokoj
296,Leute::N,lui,lidé
297,Leute::N,mensen,lidé
298,Volk::N,volk,národ
299,Arbeit::N,werk,práce
300,Arbeit::N,arbeid,práce
301,Gast::N,gast,host
302,Geschenk::N,cadeau,dar
303,Geschenk::N,geschenk,dar
304,Spiel::N,spel,hra
305,Gesellschaft::N,gezelschap,společnost
306,Hilfe::N,hulp,pomoc
307,Freund::N,vriend,přítel
308,Kamerad::N,maat,kamarád
309,Kamerad::N,metgezel,kamarád
310,Angelegenheit::N,zaak,záležitost
311,Angelegenheit::N,aangelegenheid,záležitost
312,Anzahl::N,tal,počet
313,Anzahl::N,aantal,počet
314,Art::N,slag,druh
315,Art::N,soort,druh
316,Stück::N,stuk,kus
317,Stück::N,stuk,kousek
318,Teil::N,deel,díl
319,Teil::N,deel,část
320,Hälfte::N,helft,půl
321,Kreis::N,kring,kruh
322,Kreis::N,cirkel,kruh
323,Kreuz::N,kruis,kříž
324,Linie::N,lijn,linka
325,Strich::N,haal,čára
326,Strich::N,haal,čárka
327,Strich::N,streep,čára
328,Strich::N,streep,čárka
329,Abstand::N,afstand,vzdálenost
330,Entfernung::N,afstand,vzdálenost
331,Gegend::N,streek,krajina
332,Platz::N,ruimte,prostor
333,Ort::N,oord,místo
334,Ort::N,plaats,místo
335,Seite::N,zij,strana
336,Seite::N,kant,strana
337,Seite::N,zijde,strana
338,Mitte::N,midden,střed
339,Mitte::N,midden,prostředek
340,Gegenstand::N,voorwerp,předmět
341,Sache::N,zaak,věc
342,Rand::N,rand,kraj
343,Rand::N,rand,okraj
344,Rand::N,boord,kraj
345,Rand::N,boord,okraj
346,Kante::N,kant,hrana
347,Ecke::N,hoek,roh
348,Spitze::N,punt,hrot
349,Spitze::N,punt,špička
350,Spitze::N,spits,hrot
351,Spitze::N,spits,špička
352,Ende::N,einde,konec
353,Ende::N,uiteinde,konec
354,Loch::N,gat,díra
355,Winkel::N,hoek,kout
356,Muster::N,dessin,vzor
357,Muster::N,patroon,vzor
358,Größe::N,grootte,velikost
359,Länge::N,lengte,délka
360,Höhe::N,hoogte,výška
361,Gewicht::N,gewicht,váha
362,Menge::N,hoeveelheid,množství
363,Haufen::N,hoop,kupa
364,Haufen::N,hoop,hromada
365,Reihe::N,rij,řada
366,Reihe::N,rij,řádek
367,Reihe::N,reeks,řada
368,Reihe::N,reeks,řádek
369,Boot::N,boot,člun
370,Ruder::N,roeiriem,veslo
371,Schlitten::N,slee,sáně
372,Schlitten::N,slede,sáně
373,Ski::N,ski,lyže
374,Lagerfeuer::N,kampvuur,táborák
375,Last::N,last,náklad
376,Last::N,last,břemeno
377,Last::N,vracht,náklad
378,Last::N,vracht,břemeno
379,Gang::N,wandeling,chůze
380,Gang::N,wandeling,chodba
381,Schritt::N,stap,krok
382,Schritt::N,schrede,krok
383,Norden::N,noorden,sever
384,Süden::N,zuiden,jih
385,Westen::N,westen,západ
386,Osten::N,oosten,východ
387,Holz::N,hout,dřevo
388,Brett::N,plank,prkno
389,Platte::N,plaat,deska
390,Stütze::N,stut,opěra
391,Stütze::N,steun,opěra
392,Stange::N,stang,tyč
393,Stange::N,stang,tyčka
394,Stock::N,stok,hůlka
395,Stab::N,staf,hůl
396,Rohr::N,pijp,trubka
397,Haus::N,huis,dům
398,Heim::N,tehuis,domov
399,Ofen::N,kachel,kamna
400,Fußboden::N,vloer,podlaha
401,Tisch::N,tafel,stůl
402,Stuhl::N,stoel,židle
403,Wiege::N,wieg,kolébka
404,Bett::N,bed,postel
405,Regal::N,rek,regál
406,Regal::N,rek,police
407,Kiste::N,kist,bedna
408,Fenster::N,raam,okno
409,Fenster::N,venster,okno
410,Tür::N,deur,dveře
411,Tor::N,poort,vrata
412,Zaun::N,omheining,plot
413,Dach::N,dak,střecha
414,Leiter::N,ladder,žebřík
415,Besen::N,bezem,koště
416,Besen::N,bezem,smeták
417,Spaten::N,schop,rýč
418,Schaufel::N,schep,lopata
419,Gabel::N,vork,vidlička
420,Löffel::N,lepel,lžíce
421,Messer::N,mes,nůž
422,Nagel::N,spijker,hřebík
423,Netz::N,net,síť
424,Haken::N,haak,hák
425,Griff::N,handvat,držadlo
426,Schloss::N,slot,zámek
427,Bild::N,beeld,obraz
428,Figur::N,figuur,figura
429,Puppe::N,pop,panenka
430,Beutel::N,zak,pytlík
431,Beutel::N,buidel,pytlík
432,Bündel::N,pak,svazek
433,Bündel::N,bundel,svazek
434,Tasche::N,tas,taška
435,Tasche::N,tas,brašna
436,Eimer::N,emmer,kýbl
437,Eimer::N,emmer,vědro
438,Deckel::N,deksel,víko
439,Deckel::N,deksel,příklop
440,Geschirr::N,vaatwerk,nádobí
441,Sack::N,zak,pytel
442,Tasse::N,kop,šálek
443,Topf::N,pan,hrnec
444,Kessel::N,ketel,kotel
445,Essen::N,eten,jídlo
446,Nahrung::N,voedsel,strava
447,Nahrung::N,voedsel,potrava
448,Speise::N,spijs,jídlo
449,Fleisch::N,vlees,maso
450,Getreide::N,graan,obilí
451,Brei::N,pap,kaše
452,Brei::N,brij,kaše
453,Brot::N,brood,chléb
454,Scheibe::N,plak,krajíc
455,Scheibe::N,snede,krajíc
456,Fett::N,vet,tuk
457,Fett::N,vet,omastek
458,Butter::N,boter,máslo
459,Öl::N,olie,olej
460,Salz::N,zout,sůl
461,Suppe::N,soep,polévka
462,Honig::N,honing,med
463,Milch::N,melk,mléko
464,Tee::N,thee,čaj
465,Leder::N,leer,kůže
466,Leder::N,leder,kůže
467,Wolle::N,wol,vlna
468,Stoff::N,stof,látka
469,Nadel::N,naald,jehla
470,Faden::N,draad,nit
471,Knopf::N,knoop,knoflík
472,Knoten::N,knoop,uzel
473,Farbe::N,verf,barva
474,Kleidung::N,kledij,šaty
475,Kleidung::N,kledij,šatstvo
476,Kleidung::N,kleding,šaty
477,Kleidung::N,kleding,šatstvo
478,Hemd::N,hemd,košile
479,Kragen::N,kraag,límec
480,Ärmel::N,mouw,rukáv
481,Hose::N,broek,kalhoty
482,Hose::N,pantalon,kalhoty
483,Gürtel::N,riem,pás
484,Gürtel::N,riem,opasek
485,Gürtel::N,gordel,pás
486,Gürtel::N,gordel,opasek
487,Mütze::N,muts,čepice
488,Schuh::N,schoen,bota
489,Stiefel::N,laars,holínka
490,Ring::N,ring,prsten
491,Band::N,lint,pásek
492,Kamm::N,kam,hřeben
493,Spiegel::N,spiegel,zrcadlo
494,Riemen::N,riem,řemen
495,Schnur::N,koord,šňůra
496,Leine::N,lijn,vodítko
497,Decke::N,deken,pokrývka
498,Decke::N,deken,přikrývka
499,Kissen::N,kussen,polštář
500,Tuch::N,doek,šátek
501,Handtuch::N,handdoek,ručník
502,Kraft::N,kracht,síla
503,Stärke::N,sterkte,síla
504,Gesundheit::N,gezondheid,zdraví
505,Krankheit::N,ziekte,nemoc
506,Krankheit::N,ziekte,choroba
507,Schmerz::N,pijn,bolest
508,Wunde::N,wond,rána
509,Fieber::N,koorts,horečka
510,Arznei::N,medicament,lék
511,Arznei::N,geneesmiddel,lék
512,Brücke::N,brug,most
513,Brunnen::N,put,studna
514,Brunnen::N,bron,studna
515,Weide::N,wei,pastva
516,Weide::N,wei,pastvina
517,Weide::N,weide,pastva
518,Weide::N,weide,pastvina
519,Pfad::N,pad,pěšina
520,Weg::N,weg,cesta
521,Straße::N,baan,silnice
522,Straße::N,straat,silnice
523,Dorf::N,dorp,vesnice
524,Stadt::N,stad,město
525,Brief::N,brief,dopis
526,Buch::N,boek,kniha
527,Buchstabe::N,letter,písmeno
528,Zeitung::N,krant,noviny
529,Zeitung::N,dagblad,noviny
530,Leben::N,leven,život
531,Tod::N,dood,smrt
532,Grab::N,graf,hrob
533,Kirche::N,kerk,kostel
534,Sünde::N,zonde,hřích
535,Gott::N,god,bůh
536,Arbeiter::N,arbeider,dělník
537,Arbeiter::N,arbeider,pracovník
538,Chef::N,chef,šéf
539,Chef::N,chef,vedoucí
540,Meister::N,meester,mistr
541,Arzt::N,arts,lékař
542,Arzt::N,dokter,lékař
543,Lehrer::N,leraar,učitel
544,Lehrer::N,onderwijzer,učitel
545,Geld::N,geld,peníze
546,Geschäft::N,zaak,obchod
547,Laden::N,winkel,krám
548,Preis::N,prijs,cena
549,Ware::N,waar,zboží
550,Nutzen::N,nut,užitek
551,Nutzen::N,voordeel,užitek
552,Reichtum::N,rijkdom,bohatství
553,Welt::N,wereld,svět
554,Land::N,land,země
555,Staat::N,staat,stát
556,König::N,koning,král
557,Macht::N,macht,moc
558,Macht::N,macht,mocnost
559,Grenze::N,grens,hranice
560,Krieg::N,oorlog,válka
561,Feind::N,vijand,nepřítel
562,Gewalt::N,geweld,násilí
563,Kampf::N,strijd,boj
564,Kampf::N,gevecht,boj
565,Bogen[Waffe]::N,boog,luk
566,Pfeil::N,pijl,šíp
567,Gewehr::N,geweer,puška
568,Gewehr::N,geweer,ručnice
569,Fehler::N,fout,chyba
570,Lüge::N,leugen,lež
571,Schaden::N,schade,škoda
572,Unglück::N,tegenspoed,neštěstí
573,Schuld::N,schuld,vina
574,Alter::N,leeftijd,věk
575,Schluss::N,slot,konec
576,Zeit::N,tijd,čas
577,Tag::N,dag,den
578,Morgen::N,morgen,ráno
579,Morgen::N,morgen,jitro
580,Morgen::N,ochtend,ráno
581,Morgen::N,ochtend,jitro
582,Mittag::N,middag,poledne
583,Abend::N,avond,večer
584,Nacht::N,nacht,noc
585,Woche::N,week,týden
586,Monat::N,maand,měsíc
587,Jahr::N,jaar,rok
588,Frühling::N,lente,jaro
589,Frühling::N,voorjaar,jaro
590,Sommer::N,zomer,léto
591,Herbst::N,herfst,podzim
592,Winter::N,winter,zima
593,Januar::N,januari,leden
594,Februar::N,februari,únor
595,März::N,maart,březen
596,April::N,april,duben
597,Mai::N,mei,květen
598,Juni::N,juni,červen
599,Juli::N,juli,červenec
600,August::N,augustus,srpen
601,September::N,september,září
602,Oktober::N,oktober,říjen
603,November::N,november,listopad
604,Dezember::N,december,prosinec
605,Montag::N,maandag,pondělí
606,Montag::N,maandag,pondělek
607,Dienstag::N,dinsdag,úterý
608,Mittwoch::N,woensdag,středa
609,Donnerstag::N,donderdag,čtvrtek
610,Freitag::N,vrijdag,pátek
611,Samstag::N,zaterdag,sobota
612,Sonntag::N,zondag,neděle
613,groß::A,groot,velký
614,klein::A,klein,malý
615,lang::A,lang,dlouhý
616,kurz::A,kort,krátký
617,breit::A,breed,široký
618,schmal::A,smal,úzký
619,dicht::A,dicht,hustý
620,dick[Gegenstand]::A,dik,tlustý
621,dünn::A,dun,tenký
622,fein::A,fijn,jemný
623,fest::A,vast,pevný
624,flach::A,plat,plochý
625,flach::A,plat,placatý
626,glatt::A,glad,hladký
627,hart::A,hard,tvrdý
628,weich::A,week,měkký
629,rund::A,rond,kulatý
630,rund::A,rond,okrouhlý
631,spitz::A,spits,špičatý
632,spitz::A,puntig,špičatý
633,scharf::A,scherp,ostrý
634,stumpf::A,stomp,tupý
635,schwer::A,zwaar,těžký
636,schön::A,mooi,pěkný
637,schön::A,mooi,krásný
638,schön::A,fraai,pěkný
639,schön::A,fraai,krásný
640,heiß::A,heet,horký
641,warm::A,warm,teplý
642,kalt::A,koud,studený
643,kühl::A,koel,chladný
644,frisch::A,fris,svěží
645,feucht::A,vochtig,vlhký
646,nass::A,nat,mokrý
647,trocken::A,droog,suchý
648,voll::A,vol,plný
649,leer::A,leeg,prázdný
650,offen::A,open,otevřený
651,geschlossen::A,gesloten,zavřený
652,sauber::A,net,čistý
653,sauber::A,schoon,čistý
654,schmutzig::A,vuil,špinavý
655,roh::A,rauw,syrový
656,reif::A,rijp,zralý
657,lecker::A,lekker,chutný
658,süß::A,zoet,sladký
659,bitter::A,bitter,hořký
660,sauer::A,zuur,kyselý
661,hell::A,licht,světlý
662,hell::A,helder,světlý
663,dunkel::A,donker,temný
664,schwarz::A,zwart,černý
665,weiß::A,wit,bílý
666,rot::A,rood,rudý
667,rot::A,rood,červený
668,gelb::A,geel,žlutý
669,blau::A,blauw,modrý
670,grün::A,groen,zelený
671,grau::A,grijs,šedý
672,grau::A,grijs,šedivý
673,bunt::A,bont,pestrý
674,billig::A,goedkoop,levný
675,billig::A,goedkoop,laciný
676,teuer::A,duur,drahý
677,wertvoll::A,kostbaar,cenný
678,wertvoll::A,waardevol,cenný
679,blind::A,blind,slepý
680,taub::A,doof,hluchý
681,kräftig::A,krachtig,silný
682,stark::A,sterk,silný
683,schwach::A,zwak,slabý
684,fett::A,vet,tučný
685,fett::A,vet,tlustý
686,schlank::A,slank,štíhlý
687,hübsch::A,leuk,hezký
688,böse::A,kwaad,zlý
689,dumm::A,dom,hloupý
690,faul::A,lui,líný
691,fleißig::A,vlijtig,pilný
692,geizig::A,gierig,lakomý
693,klug::A,slim,chytrý
694,klug::A,schrander,chytrý
695,klug::A,verstandig,chytrý
696,geschickt::A,handig,šikovný
697,geschickt::A,vaardig,šikovný
698,lieb::A,lief,milý
699,lustig::A,vrolijk,veselý
700,sanft::A,zacht,mírný
701,hungrig::A,hongerig,hladový
702,krank::A,ziek,nemocný
703,nackt::A,naakt,nahý
704,traurig::A,treurig,smutný
705,traurig::A,treurig,truchlivý
706,traurig::A,bedroefd,smutný
707,traurig::A,bedroefd,truchlivý
708,lebendig::A,levend,živý
709,gut::A,goed,dobrý
710,schlecht::A,slecht,špatný
711,richtig::A,juist,pravý
712,richtig::A,juist,správný
713,schlimm::A,erg,zlý
714,schlimm::A,kwaad,zlý
715,wahr::A,waar,pravdivý
716,alt::A,oud,starý
717,neu::A,nieuw,nový
718,ehemalig::A,voormalig,bývalý
719,alt[Lebewesen]::A,oud,starý
720,jung::A,jong,mladý
721,arm::A,arm,chudý
722,reich::A,rijk,bohatý
723,bekannt::A,bekend,známý
724,berühmt::A,beroemd,slavný
725,fremd::A,vreemd,cizí
726,verschieden::A,verscheiden,různý
727,verschieden::A,verscheiden,rozličný
728,verschieden::A,verschillend,různý
729,verschieden::A,verschillend,rozličný
730,nah::A,nabij,blízký
731,nah::A,nabijgelegen,blízký
732,fern::A,ver,daleký
733,linker::A,linker,levý
734,rechter::A,rechter,pravý
735,anderer::A,andere,jiný
736,erster::A,eerste,první
737,zweiter::A,tweede,druhý
738,dritter::A,derde,třetí
739,letzter::A,laatste,poslední
740,allein::ADV,alleen,sám
741,auf einmal::ADV,ineens,najednou
742,auf einmal::ADV,tegelijk,najednou
743,zusammen::ADV,samen,spolu
744,zusammen::ADV,samen,dohromady
745,zusammen::ADV,bijeen,spolu
746,zusammen::ADV,bijeen,dohromady
747,lange::ADV,lang,dlouho
748,plötzlich::ADV,eensklaps,vtom
749,plötzlich::ADV,eensklaps,náhle
750,plötzlich::ADV,plotsklaps,vtom
751,plötzlich::ADV,plotsklaps,náhle
752,sofort::ADV,terstond,hned
753,sofort::ADV,terstond,ihned
754,sofort::ADV,aanstonds,hned
755,sofort::ADV,aanstonds,ihned
756,sofort::ADV,onmiddelijk,hned
757,sofort::ADV,onmiddelijk,ihned
758,später::ADV,later,později
759,jetzt::ADV,nu,teď
760,jetzt::ADV,nu,nyní
761,jetzt::ADV,nou,teď
762,jetzt::ADV,nou,nyní
763,jetzt::ADV,thans,teď
764,jetzt::ADV,thans,nyní
765,heute::ADV,heden,dnes
766,heute::ADV,heden,dneska
767,heute::ADV,vandaag,dnes
768,heute::ADV,vandaag,dneska
769,morgen::ADV,morgen,zítra
770,bald::ADV,gauw,brzo
771,bald::ADV,weldra,brzo
772,dann::ADV,dan,pak
773,dann::ADV,dan,potom
774,dann::ADV,toen,pak
775,dann::ADV,toen,potom
776,gestern::ADV,gisteren,včera
777,einst::ADV,eens,kdysi
778,damals::ADV,toen,tehdy
779,damals::ADV,toen,tenkrát
780,damals::ADV,destijds,tehdy
781,damals::ADV,destijds,tenkrát
782,danach::ADV,daarna,podle toho
783,vorher::ADV,vooraf,dříve
784,vorher::ADV,vooraf,napřed
785,vorher::ADV,van tevoren,dříve
786,vorher::ADV,van tevoren,napřed
787,zuerst::ADV,eerst,nejprve
788,zuerst::ADV,eerst,nejdříve
789,zuerst::ADV,het eerst,nejprve
790,zuerst::ADV,het eerst,nejdříve
791,einmal::ADV,eens,jednou
792,einmal::ADV,eenmaal,jednou
793,manchmal::ADV,soms,někdy
794,oft::ADV,vaak,často
795,oft::ADV,dikwijls,často
796,immer::ADV,altijd,vždy
797,immer::ADV,altijd,stále
798,niemals::ADV,nooit,nikdy
799,hier::ADV,hier,zde
800,hier::ADV,hier,tady
801,hierhin::ADV,hierheen,sem
802,von hier::ADV,van hier,odtud
803,von hier::ADV,hiervandaan,odtud
804,dort::ADV,daar,tam
805,dort::ADV,ginds,tam
806,dorthin::ADV,daarheen,tam
807,geradeaus::ADV,rechtuit,rovně
808,geradeaus::ADV,rechtdoor,rovně
809,vorwärts::ADV,vooruit,kupředu
810,vorwärts::ADV,voorwaarts,kupředu
811,rückwärts::ADV,achteruit,zpět
812,rückwärts::ADV,achterwaarts,zpět
813,zurück::ADV,terug,zpět
814,zurück::ADV,terug,nazpět
815,unten::ADV,beneden,dole
816,unten::ADV,onderaan,dole
817,hinab::ADV,omlaag,dolů
818,hinab::ADV,naar beneden,dolů
819,oben::ADV,boven,nahoře
820,oben::ADV,boven,navrchu
821,hinauf::ADV,omhoog,nahoru
822,hinauf::ADV,naar boven,nahoru
823,überall::ADV,alom,všude
824,überall::ADV,overal,všude
825,nicht::ADV,niet,ne
826,ein wenig::ADV,wat,trochu
827,kaum::ADV,amper,sotva
828,kaum::ADV,nauwelijks,sotva
829,sehr::ADV,erg,velmi
830,sehr::ADV,erg,velice
831,sehr::ADV,zeer,velmi
832,sehr::ADV,zeer,velice
833,so::ADV,zo,tak
834,so::ADV,zo,takto
835,noch::ADV,nog,ještě
836,nur::ADV,maar,jen
837,nur::ADV,maar,jenom
838,nur::ADV,alleen,jen
839,nur::ADV,alleen,jenom
840,schon::ADV,al,už
841,schon::ADV,al,již
842,schon::ADV,reeds,už
843,schon::ADV,reeds,již
844,wieder::ADV,weer,zase
845,wieder::ADV,terug,zase
