,Concept_ID,lbe,eu
154,Feder::N,лелуххул тӏиму,luma
155,Feder::N,лелуххул тӏиму,hegaki
156,Fell::N,бурчу,ile
157,Fell::N,бурчу,larru
158,Flügel::N,хъа,hego
159,Flügel::N,ххурупӏайрал тӏиму,hego
160,Klaue::N,михь,atzapar
161,Kralle::N,ххяппа,erpe
162,Kralle::N,ххяппа,atzapar
163,Schwanz::N,магъ,isats
164,Schwanz::N,магъ,buztan
165,Ei::N,ккунук,arrautza
166,Nest::N,кюру,habia
167,Bau::N,цукъуккутӏ,ohantze
168,Tier::N,хӏайван,abere
169,Tier::N,хӏайван,piztia
170,Herde::N,газу,saldo
171,Herde::N,газу,abere talde
172,Kuh::N,оьл,behi
173,Bulle::N,ниц,zezen
174,Pferd::N,чу,zaldi
175,Schaf::N,тта,ardi
176,Schwein::N,дунгъуз,urde
177,Schwein::N,дунгъуз,txerri
178,Hund::N,ккаччи,txakur
179,Katze::N,ччиту,katu
180,Bär::N,цуша,hartz
181,Eichhörnchen::N,бюрхттукку,urtxintxa
182,Elch::N,ниц-бюрин,altze
183,Fuchs::N,цулчӏа,azeri
184,Fuchs::N,куча цулчӏа,azeri
185,Hase::N,бюрх,erbi
186,Maus::N,кӏулу,sagu
187,Wolf::N,барцӏ,otso
188,Vogel::N,лелуххи,txori
189,Vogel::N,лелуххи,hegazti
190,Schwarm::N,гьухъала,aldra
191,Huhn::N,аьнакӏи,oilo
192,Hahn::N,ажари,oilar
193,Gans::N,къаз,antzara
194,Adler::N,барзу,arrano
195,Ente::N,урдак,ahate
196,Eule::N,ису,hontza
197,Eule::N,ччиккумяв,hontza
198,Kranich::N,кьурукь,kurrilo
199,Krähe::N,хъатӏу,bele
200,Kuckuck::N,ччикку,kuku
201,Schwan::N,урттил къаз,beltxarga
202,Fisch::N,чавахъ,arrain
203,Schlange[Tier]::N,шатта,suge
204,Wurm::N,кьюнукьай шатта,har
205,Spinne::N,ххялцу,armiarma
206,Ameise::N,митӏикьукьу,inurri
207,Mücke::N,мичӏак,eltxo
208,Fliege::N,зимиз,euli
209,Schmetterling::N,чӏимучӏали,pinpirin
210,Schmetterling::N,чӏимучӏали,tximeleta
211,Beere::N,хӏаллил ахъулсса,baia
212,Apfel::N,гьивч,sagar
213,Pilz::N,ттуккул иис,onddo
214,Pilz::N,ттуккул иис,perretxiko
215,Zwiebel::N,лаччул чсмусул бакӏ,tipula
216,Saat::N,гьанна,haziak
217,Korn::N,къама,ale
218,Korn::N,къама,pikor
219,Heu::N,ххулув,belar ondu
220,Schale::N,ккиртту,azal
221,Grube::N,кӏаланг,hobi
222,Falle::N,къатӏа,harrapagailu
223,Schlinge::N,хӏатӏ,bilur
224,Schlinge::N,хӏатӏ,xedera
225,Spur::N,ша,lorratz
226,Asche::N,лах,errauts
227,Dreck::N,кьяркьи,satsukeria
228,Dreck::N,венп,satsukeria
229,Eisen::N,мах,burdina
230,Gold::N,муси,urre
231,Gold::N,муси,urregorri
232,Silber::N,арцу,zilar
233,Silber::N,арцу,urrezuri
234,Kohle::N,кӏалаш,ikatz
235,Kohle::N,хъуручӏ,ikatz
236,Glas::N,пюрун,beira
237,Lehm::N,сина аьрщи,buztin
238,Sand::N,къун,harea
239,Sand::N,къун,hondar
240,Mensch::N,инсан,gizaki
241,Mann::N,чув,gizon
242,Mann::N,адимина,gizon
243,Frau::N,щарсса,andere
244,Frau::N,щарсса,emakume
245,Frau::N,хъамитайпа,andere
246,Frau::N,хъамитайпа,emakume
247,Kind::N,чӏиви оьрчӏ,haur
248,Junge::N,оьрчӏ,mutil
249,Junge::N,бурхьин оьрчӏ,mutil
250,Mädchen::N,душ,neska
251,Familie::N,кулпат,sendi
252,Familie::N,кулпат,familia
253,Großvater::N,ттатта,aitona
254,Großvater::N,ттатта,aitatxi
255,Großvater::N,ниттил ппу,aitona
256,Großvater::N,ниттил ппу,aitatxi
257,Großmutter::N,буттал нину,amona
258,Großmutter::N,буттал нину,amatxi
259,Eltern::N,нину-ппу,gurasoak
260,Vater::N,ппу,aita
261,Mutter::N,нину,ama
262,Sohn::N,арс,seme
263,Tochter::N,душ,alaba
264,Bruder::N,уссу,neba
265,Bruder::N,уссу,anaia
266,Schwester::N,ссу,ahizpa
267,Onkel::N,буттауссу,osaba
268,Tante::N,буттал ссу,izeba
269,Ehemann::N,лас,senar
270,Ehefrau::N,щар,emazte
271,Ehefrau::N,щарсса,emazte
272,Freude::N,шадшиву,poz
273,Freude::N,шадшиву,pozkari
274,Freude::N,ххаришиву,poz
275,Freude::N,ххаришиву,pozkari
276,Gelächter::N,хъяхъаву,barre
277,Gelächter::N,хъяхъаву,karkara
278,Glück::N,талихӏ,zori
279,Kummer::N,дард,xangrin
280,Kummer::N,дард,atsekabe
281,Wunsch::N,мурад,nahi
282,Wunsch::N,мурад,nahikunde
283,Lust::N,гьавас,gogo
284,Lust::N,ччаву,gogo
285,Geist::N,рухӏ,gogo
286,Gedanke::N,пикри,gogoeta
287,Gedächtnis::N,дакӏний личӏаву,oroimen
288,Gedächtnis::N,дакӏний личӏаву,gogoramen
289,Verstand::N,аькьлу,adimen
290,Verstand::N,аькьлу,ulermen
291,Sinn::N,мяъна,zentzu
292,Grund::N,багьана,zergati
293,Wahrheit::N,тӏайламур,egia
294,Wahrheit::N,хӏакьмур,egia
295,Gespräch::N,ихтилат,hizketa
296,Gespräch::N,ихтилат,elkarrizketa
297,Märchen::N,магьа,ipuin
298,Erzählung::N,хавар,edesti
299,Erzählung::N,хавар,kontakizun
300,Nachricht::N,хавар,albiste
301,Neuigkeit::N,хавар,berri
302,Name::N,цӏа,izen
303,Rätsel::N,ссигьа,asmakizun
304,Rede::N,гъалгъа,hitzaldi
305,Rede::N,гъалгъа,mintzaldi
306,Sprache::N,маз,hizkuntza
307,Stimme::N,чӏу,ahots
308,Stimme::N,чӏукӏа,ahots
309,Wort::N,махъ,hitz
310,Zeichen::N,лишан,agerbide
311,Zeichen::N,лишан,agergarri
312,Lärm::N,чӏу,zarata
313,Lärm::N,чӏу,harrabots
314,Laut::N,чӏу,hots
315,Ton::N,чӏу,tonu
316,Ton::N,чӏу,soinu
317,Lied::N,балай,abesti
318,Ruhe::N,дигьалагру,nasaitasun
319,Leute::N,инсантал,jende
320,Volk::N,ил,herri
321,Volk::N,ил,populu
322,Volk::N,халкь,herri
323,Volk::N,халкь,populu
324,Arbeit::N,заву,lan
325,Gast::N,хъамаличу,arrotz
326,Gast::N,хъамаличу,apopilo
327,Geschenk::N,бухчакарши,opari
328,Geschenk::N,лажинккакку,opari
329,Spiel::N,тӏуркӏу,jolas
330,Gesellschaft::N,жямат,gizarte
331,Gesellschaft::N,ккуран,gizarte
332,Hilfe::N,кумаг,helpide
333,Hilfe::N,кумаг,laguntza
334,Freund::N,дус,lagun
335,Kamerad::N,хӏаласу,adiskide
336,Kamerad::N,хӏаласу,lagunkide
337,Angelegenheit::N,иш,afera
338,Anzahl::N,аьдад,kopuru
339,Art::N,жинс,mota
340,Stück::N,касак,puska
341,Teil::N,бутӏа,atal
342,Hälfte::N,дачӏи,erdi
343,Kreis::N,кюрщан,biribilki
344,Kreuz::N,ххач,gurutze
345,Linie::N,щва,linea
346,Strich::N,щва,marra
347,Abstand::N,манзил,tarte
348,Entfernung::N,манзил,urrunera
349,Gegend::N,кӏану,alderdi
350,Gegend::N,кӏану,eskualde
351,Ort::N,кӏану,toki
352,Seite::N,чул,albo
353,Seite::N,чулухалу,albo
354,Mitte::N,дя,erdi
355,Gegenstand::N,зат,gauzaki
356,Sache::N,зат,gauza
357,Rand::N,зума,ertz
358,Ecke::N,мурцӏу,kantoi
359,Spitze::N,мицӏ,punta
360,Ende::N,зума,buru
361,Ende::N,зума,mutur
362,Loch::N,ккутӏ,zulo
363,Winkel::N,мурцӏу,zoko
364,Winkel::N,мурцӏу,bazter
365,Muster::N,накьич,eredu
366,Muster::N,накьич,marrazki
367,Länge::N,лахъишиву,luzera
368,Höhe::N,лахъшиву,goiera
369,Höhe::N,лахъшиву,garaiera
370,Gewicht::N,дуццин,hazta
371,Gewicht::N,кӏушиву,hazta
372,Haufen::N,бакӏу,pila
373,Haufen::N,бакӏу,mendoi
374,Reihe::N,кьюкьа,ilara
375,Reihe::N,кьюкьа,errenkada
376,Boot::N,луткка,potin
377,Boot::N,луткка,txalupa
378,Ruder::N,весло,arraun
379,Ruder::N,чӏатӏа,arraun
380,Schlitten::N,чана,lera
381,Schlitten::N,чана,narra
382,Schlitten::N,санкка,lera
383,Schlitten::N,санкка,narra
384,Ski::N,лижарду,eski
385,Lagerfeuer::N,къавтӏн,su
386,Last::N,гьиву,zama
387,Last::N,гьиву,karga
388,Gang::N,нанаву,ibilera
389,Schritt::N,ша,pauso
390,Schritt::N,ша,urrats
391,Norden::N,ухссав,ipar
392,Norden::N,ухссав,iparralde
393,Norden::N,ухссавнил чулухалу,ipar
394,Norden::N,ухссавнил чулухалу,iparralde
395,Süden::N,кьилва,hego
396,Süden::N,кьилва,hegoalde
397,Westen::N,баргълагавал,sartalde
398,Westen::N,баргълагавал,mendebalde
399,Westen::N,баргълагавал чул,sartalde
400,Westen::N,баргълагавал чул,mendebalde
401,Osten::N,баргъбуккай чулухалу,ekialde
402,Osten::N,баргъбуккай чулухалу,sortalde
403,Holz::N,тӏама,zur
404,Brett::N,тахта,ohol
405,Platte::N,гъуни,lauza
406,Stütze::N,гьалакӏу,irozgarri
407,Stütze::N,гьалакӏу,bermagailu
408,Stange::N,къазихъ,haga
409,Stock::N,ттархь,makila
410,Stab::N,ччантӏакъу,makila
411,Rohr::N,бургъу,hodi
412,Haus::N,къатта,etxe
413,Heim::N,къатта,etxe
414,Heim::N,къатта,etxaleku
415,Ofen::N,пач,berogailu
416,Fußboden::N,чӏанкъатта,zoru
417,Tisch::N,усттул,mahai
418,Stuhl::N,кӏану,aulki
419,Wiege::N,оьрчӏал кӏану,kuma
420,Wiege::N,оьрчӏал кӏану,sehaska
421,Bett::N,тах,ohe
422,Bett::N,тах,ohatze
423,Regal::N,чӏаму,apalategi
424,Kiste::N,яшикӏ,kutxa
425,Kiste::N,къурши,kutxa
426,Fenster::N,чӏавахьулу,leiho
427,Tür::N,нуз,ate
428,Tür::N,нузкьун,ate
429,Tor::N,къапу,atari
430,Tor::N,дарваза,atari
431,Zaun::N,дайгьузанну,hesi
432,Dach::N,магъи,teilatu
433,Dach::N,цӏиялу,teilatu
434,Leiter::N,чуртту,zurubi
435,Besen::N,чӏатлу,erratz
436,Spaten::N,бил,burdinpala
437,Schaufel::N,чӏатӏа,pala
438,Gabel::N,гьиссилу,sardexka
439,Löffel::N,къуса,koilara
440,Messer::N,чӏила,aizto
441,Nagel::N,мяр,iltze
442,Netz::N,къери,sare
443,Haken::N,къича,mako
444,Griff::N,куяму,eskutoki
445,Schloss::N,кьункьула,sarraila
446,Bild::N,сурат,irudi
447,Puppe::N,ссихьу,panpina
448,Puppe::N,ссихьу,andrakila
449,Beutel::N,чантай,zorro
450,Bündel::N,гьи,azao
451,Bündel::N,гьи,espal
452,Bündel::N,къар,azao
453,Bündel::N,къар,espal
454,Eimer::N,бадра,treska
455,Deckel::N,къапаза,tapa
456,Deckel::N,къапаза,estalki
457,Geschirr::N,пюрунчӏул,baxera
458,Geschirr::N,пюрунчӏул,ontziteria
459,Geschirr::N,тӏахӏникӏичӏу,baxera
460,Geschirr::N,тӏахӏникӏичӏу,ontziteria
461,Sack::N,къап,zaku
462,Sack::N,дарваг,zaku
463,Tasse::N,пижан,kikara
464,Tasse::N,пинжан,kikara
465,Tasse::N,инкираччатӏи,kikara
466,Tasse::N,цинцилттал бушкъап,kikara
467,Topf::N,кӏункӏур,ontzi
468,Topf::N,кӏункӏур,lapiko
469,Kessel::N,чаг,pazia
470,Kessel::N,кӏункӏур,pazia
471,Essen::N,дукия,janaldi
472,Essen::N,дукин,janaldi
473,Nahrung::N,дукра,jan
474,Speise::N,дукра,jaki
475,Fleisch::N,дикӏ,okela
476,Fleisch::N,дикӏ,haragi
477,Getreide::N,къама,labore
478,Brei::N,ккурч,ahi
479,Brei::N,ккурч,pure
480,Brot::N,ччатӏ,ogi
481,Scheibe::N,парча,xerra
482,Scheibe::N,парча,pirripita
483,Fett::N,аьгъушиву,urin
484,Fett::N,аьгъушиву,koipe
485,Butter::N,нагь,gurin
486,Butter::N,лагаву,gurin
487,Salz::N,цӏву,gatz
488,Suppe::N,накь,zopa
489,Suppe::N,накь,salda
490,Honig::N,ницӏ,ezti
491,Milch::N,накӏ,esne
492,Tee::N,чяй,te
493,Leder::N,бурчу,larru
494,Wolle::N,ппал,artile
495,Stoff::N,янна,ehun
496,Nadel::N,ххалаххи,orratz
497,Nadel::N,ххалаххи,jostorratz
498,Faden::N,ххал,hari
499,Knopf::N,банд,botoi
500,Knoten::N,къурхъ,korapilo
501,Farbe::N,сир,pintura
502,Kleidung::N,янна,arropa
503,Kleidung::N,янна,jantziak
504,Kleidung::N,лаххия,arropa
505,Kleidung::N,лаххия,jantziak
506,Hemd::N,гьухъа,atorra
507,Hemd::N,гьухъа,alkandora
508,Kragen::N,дарвач,idun
509,Ärmel::N,кахха,mahuka
510,Hose::N,хӏажак,prakak
511,Hose::N,хӏажак,galtzak
512,Gürtel::N,мухӏлу,gerriko
513,Mütze::N,кьяпа,txano
514,Mütze::N,кьяпа,txapel
515,Stiefel::N,чакма,bota
516,Ring::N,кӏисса,uztai
517,Band::N,линт,zinta
518,Band::N,линт,xingola
519,Kamm::N,ттарал,orrazi
520,Spiegel::N,дагьани,mirail
521,Riemen::N,эн,uhal
522,Schnur::N,хьхьа,lokailu
523,Decke::N,виргъан,burusi
524,Kissen::N,кӏаралу,kuxin
525,Tuch::N,карщи,zapi
526,Tuch::N,карщи,oihal
527,Handtuch::N,калихьу,eskuzapi
528,Handtuch::N,калихьу,eskuoihal
529,Handtuch::N,лажинлихьу,eskuzapi
530,Handtuch::N,лажинлихьу,eskuoihal
531,Kraft::N,эллаж,indar
532,Stärke::N,гуж,indar
533,Gesundheit::N,цӏуллу-сагъшиву,osasun
534,Krankheit::N,къашайшиву,eritasun
535,Krankheit::N,къашайшиву,gaixotasun
536,Schmerz::N,къюву,min
537,Wunde::N,щаву,zauri
538,Fieber::N,кӏиришиву,sukar
539,Arznei::N,дару,osagai
540,Arznei::N,дару,sendagai
541,Brücke::N,ламу,zubi
542,Brunnen::N,къуй,putzu
543,Weide::N,бизантту,alha
544,Weide::N,бизантту,bazkaleku
545,Pfad::N,жегъир ххуллу,zidor
546,Pfad::N,жегъир ххуллу,bidexka
547,Weg::N,ххуллу,bide
548,Straße::N,ххуллу,errepide
549,Dorf::N,щар,herri
550,Dorf::N,шяравалу,herri
551,Stadt::N,шагьру,hiri
552,Brief::N,чагъар,gutun
553,Brief::N,чагъар,eskutitz
554,Buch::N,лу,liburu
555,Buchstabe::N,хӏарп,hizki
556,Zeitung::N,кказит,egunkari
557,Leben::N,оьрму,bizi
558,Leben::N,оьрму,bizitza
559,Tod::N,ажал,herio
560,Tod::N,ажал,heriotza
561,Tod::N,бивкӏу,herio
562,Tod::N,бивкӏу,heriotza
563,Tod::N,ивчӏаву,herio
564,Tod::N,ивчӏаву,heriotza
565,Grab::N,гьав,hobi
566,Grab::N,гьав,hilobi
567,Kirche::N,килиса,eliza
568,Sünde::N,бунагъ,hoben
569,Sünde::N,бунагъ,bekatu
570,Gott::N,зал,jainko
571,Arbeiter::N,зузала,langile
572,Arbeiter::N,зузала,behargin
573,Chef::N,ялувма,nagusi
574,Meister::N,усттар,maisu
575,Arzt::N,хӏакин,osagile
576,Arzt::N,хӏакин,sendagile
577,Lehrer::N,учитель,irakasle
578,Geld::N,арцу,diru
579,Geschäft::N,даву,negozio
580,Laden::N,ттучан,denda
581,Laden::N,ттучан,saltegi
582,Preis::N,багъа,prezio
583,Preis::N,багъа,salneurri
584,Ware::N,хъус,salgai
585,Nutzen::N,хайр,onura
586,Nutzen::N,хайр,probetxu
587,Nutzen::N,мюнпат,onura
588,Nutzen::N,мюнпат,probetxu
589,Reichtum::N,давлат,aberastasun
590,Reichtum::N,аваданшиву,aberastasun
591,Welt::N,дуниял,ludi
592,Welt::N,дуниял,mundu
593,Land::N,билаят,herrialde
594,Staat::N,паччахӏлугъ,estatu
595,Macht::N,власть,botere
596,Grenze::N,дазу,muga
597,Krieg::N,дяъви,guda
598,Feind::N,душман,etsai
599,Feind::N,душман,arerio
600,Gewalt::N,къия,bortxa
601,Gewalt::N,къия,bortizkeria
602,Kampf::N,лачӏуи уккаву,gudu
603,Kampf::N,лачӏуи уккаву,auska
604,Bogen[Waffe]::N,ккуртта,arku
605,Pfeil::N,чӏатӏаракӏ,gezi
606,Gewehr::N,ттупанг,fusil
607,Fehler::N,гъалатӏ,huts
608,Fehler::N,гъалатӏ,hutsegin
609,Lüge::N,щялмахъ,gezur
610,Schaden::N,зарал,kalte
611,Unglück::N,бала,zoritxar
612,Unglück::N,бала,zorigaitz
613,Schuld::N,тахсир,erru
614,Alter::N,оьрму,adin
615,Schluss::N,ахир,bukaera
616,Zeit::N,чӏун,aldi
617,Zeit::N,чӏун,denbora
618,Tag::N,кьини,egun
619,Morgen::N,кӏюрх,goiz
620,Mittag::N,ахттайн,eguerdi
621,Mittag::N,дяахттайн,eguerdi
622,Mittag::N,ахттайн чӏун,eguerdi
623,Abend::N,маркӏачӏан,arrats
624,Nacht::N,хьхьу,gau
625,Woche::N,нюжмар,aste
626,Monat::N,барз,hil
627,Jahr::N,шин,urte
628,Frühling::N,инт,udalehen
629,Sommer::N,гъи,uda
630,Herbst::N,ссут,udazken
631,Herbst::N,ссут,neguantz
632,Winter::N,кӏи,negu
633,Januar::N,цалчинмур барз,urtarril
634,Februar::N,кӏилчинмур барз,otsail
635,März::N,шамилчинмур барз,martxo
636,April::N,апрель,apiril
637,April::N,мукьилчинмур барз,apiril
638,Mai::N,май,maiatz
639,Mai::N,ххюлчинмур барз,maiatz
640,Juni::N,июнь,ekain
641,Juni::N,ряххилчинмур барз,ekain
642,Juli::N,июль,uztail
643,Juli::N,Арулчинмур барз,uztail
644,August::N,мяйлчинмур барз,abuztu
645,September::N,урчӏилчинмур барз,irail
646,Oktober::N,ацӏилчинмур барз,urri
647,November::N,ацӏния цалчинмур барз,azaro
648,Dezember::N,ацӏния кӏилчинмур барз,abendu
649,Montag::N,итин,astelehen
650,Montag::N,итин кьини,astelehen
651,Dienstag::N,тталат,astearte
652,Dienstag::N,тталат кьини,astearte
653,Mittwoch::N,арвахӏ,asteazken
654,Donnerstag::N,хамис,ostegun
655,Freitag::N,нюжмар,ostiral
656,Freitag::N,нюжмар кьини,ostiral
657,Samstag::N,ххуллун,larunbat
658,Samstag::N,ххуллун кьини,larunbat
659,Sonntag::N,алхӏат,igande
660,Sonntag::N,алхӏат кьини,igande
661,groß::A,бугъарасса,handi
662,klein::A,чӏивисса,txiki
663,lang::A,лахъисса,luze
664,kurz::A,кутӏасса,labur
665,breit::A,уттасса,zabal
666,schmal::A,уттакӏюласса,mehar
667,dicht::A,ццунсса,sarri
668,dicht::A,ццунсса,trinko
669,dick[Gegenstand]::A,ганзсса,lodi
670,dünn::A,кӏюласса,mehe
671,fest::A,цӏакьсса,tinko
672,fest::A,кьянкьасса,tinko
673,flach::A,баягъисса,lau
674,flach::A,баягъисса,ordoki
675,flach::A,цӏубакъасса,lau
676,flach::A,цӏубакъасса,ordoki
677,flach::A,куртӏ дакъасса,lau
678,flach::A,куртӏ дакъасса,ordoki
679,glatt::A,дюрчӏусса,leun
680,hart::A,кьянкьасса,gogor
681,weich::A,кӏукӏлусса,bigun
682,weich::A,кӏукӏлусса,beratz
683,rund::A,ккурккисса,biribil
684,spitz::A,ярксса,puntadun
685,spitz::A,дайлсса,puntadun
686,spitz::A,мицӏ бусса,puntadun
687,scharf::A,ярксса,zorrotz
688,scharf::A,дайлсса,zorrotz
689,scharf::A,мицӏ бусса,zorrotz
690,stumpf::A,къуркъасса,kamuts
691,schwer::A,кӏусса,astun
692,schwer::A,кӏусса,pisutsu
693,schön::A,аьнтӏикӏасса,eder
694,heiß::A,кӏирисса,bero
695,heiß::A,кӏирисса,oso bero
696,warm::A,гъелисса,bero
697,kalt::A,дяркъусса,hotz
698,kühl::A,дюхлулсса,hotzil
699,frisch::A,цӏусса,fresko
700,frisch::A,цӏусса,hozkirri
701,feucht::A,атилсса,heze
702,feucht::A,хъавтусса,heze
703,nass::A,атилсса,busti
704,nass::A,хъавтусса,busti
705,trocken::A,кьавкьсса,siku
706,trocken::A,кьавкьсса,lehor
707,trocken::A,кьакьан бувсса,siku
708,trocken::A,кьакьан бувсса,lehor
709,voll::A,бувцӏусса,bete
710,leer::A,бачӏвасса,huts
711,offen::A,тӏивтӏусса,ireki
712,geschlossen::A,лавкьусса,itxita
713,sauber::A,марцӏсса,xahu
714,sauber::A,марцӏсса,garbi
715,schmutzig::A,чапалсса,lohi
716,schmutzig::A,чапалсса,zikin
717,roh::A,шакъавхьсса,gordin
718,reif::A,дирсса,umo
719,reif::A,дирсса,heldu
720,lecker::A,нахӏусса,goxo
721,lecker::A,тӏааьнсса,goxo
722,süß::A,нацӏусса,goxo
723,bitter::A,кьурчӏисса,karmin
724,bitter::A,кьурчӏисса,garratz
725,sauer::A,туршсса,mingots
726,hell::A,чаннасса,argi
727,dunkel::A,цӏансса,ilun
728,schwarz::A,лухӏисса,beltz
729,weiß::A,кӏяласса,zuri
730,rot::A,ятӏулсса,gorri
731,gelb::A,хъахъисса,hori
732,blau::A,някӏсса,urdin
733,grün::A,щюлисса,berde
734,grün::A,щюлисса,musker
735,grau::A,оьрусса,urdin
736,grau::A,оьрусса,urdinabar
737,bunt::A,оьрчӏикӏурисса,koloretsu
738,billig::A,кьювкьусса,merke
739,teuer::A,ххирасса,garesti
740,wertvoll::A,багьасса,baliotsu
741,blind::A,мурчӏисса,itsu
742,taub::A,къюкӏсса,gor
743,kräftig::A,гужсса,kementsu
744,stark::A,кьянкьасса,bizkor
