,Concept_ID,ga,pt
218,Kranich::N,grús,grou
219,Krähe::N,caróg,gralha
220,Krähe::N,préachán,gralha
221,Kuckuck::N,cuach,cuco
222,Schwan::N,eala,cisne
223,Fisch::N,iasc,peixe
224,Barsch::N,péirse,perca
225,Hecht::N,liús,lúcio
226,Schlange[Tier]::N,nathair,serpente
227,Wurm::N,péist,verme
228,Spinne::N,damhán alla,aranha
229,Ameise::N,seangán,formiga
230,Laus::N,míol,piolho
231,Mücke::N,muiscít,mosquito
232,Mücke::N,corrmhíol,mosquito
233,Fliege::N,cuil,mosca
234,Fliege::N,cuileog,mosca
235,Schmetterling::N,féileacán,borboleta
236,Beere::N,caor,bago
237,Apfel::N,úll,maçã
238,Pilz::N,beacán,fungo
239,Pilz::N,beacán,cogumelo
240,Pilz::N,muisiriún,fungo
241,Pilz::N,muisiriún,cogumelo
242,Zwiebel::N,oinniún,cebola
243,Saat::N,síol,sementeira
244,Korn::N,gráinne,grão
245,Heu::N,féar,feno
246,Schale::N,scaimh,casca
247,Grube::N,poll,cova
248,Grube::N,poll,fossa
249,Falle::N,gaiste,armadilha
250,Schlinge::N,sealán,laço
251,Spur::N,rian,pista
252,Spur::N,rian,vestígio
253,Asche::N,luaith,cinza
254,Dreck::N,salachar,sujidade
255,Eisen::N,iarann,ferro
256,Gold::N,ór,ouro
257,Silber::N,airgead,prata
258,Kohle::N,gual,carvão
259,Glas::N,gloine,vidro
260,Lehm::N,cré,barro
261,Lehm::N,cré,argila
262,Sand::N,gaineamh,areia
263,Mensch::N,duine,homem
264,Mensch::N,duine,pessoa
265,Mann::N,fear,homem
266,Frau::N,bean,mulher
267,Kind::N,gasúr,filho
268,Kind::N,gasúr,criança
269,Kind::N,páiste,filho
270,Kind::N,páiste,criança
271,Junge::N,buachaill,rapaz
272,Junge::N,buachaill,menino
273,Mädchen::N,cailín,menina
274,Mädchen::N,cailín,rapariga
275,Familie::N,teaghlach,família
276,Familie::N,comhluadar,família
277,Großvater::N,seanathair,avô
278,Großmutter::N,seanmháthair,avó
279,Eltern::N,tuismitheoirí,pais
280,Vater::N,athair,pai
281,Mutter::N,máthair,mãe
282,Sohn::N,mac,filho
283,Tochter::N,iníon,filha
284,Bruder::N,deartháir,irmão
285,Schwester::N,deirfiúr,irmã
286,Onkel::N,uncail,tio
287,Tante::N,aintín,tia
288,Ehemann::N,fear céile,esposo
289,Ehefrau::N,bean chéile,esposa
290,Freude::N,áthas,prazer
291,Freude::N,áthas,alegria
292,Gelächter::N,gáire,risada
293,Gelächter::N,gáire,gargalhada
294,Glück::N,séan,felicidade
295,Glück::N,sonas,felicidade
296,Kummer::N,brón,aflição
297,Kummer::N,brón,desgosto
298,Kummer::N,buairt,aflição
299,Kummer::N,buairt,desgosto
300,Wunsch::N,guí,desejo
301,Wunsch::N,achainí,desejo
302,Lust::N,fonn,vontade
303,Geist::N,meon,mente
304,Geist::N,meon,espírito
305,Geist::N,spiorad,mente
306,Geist::N,spiorad,espírito
307,Gedanke::N,smaoineamh,ideia
308,Gedanke::N,smaoineamh,pensamento
309,Gedächtnis::N,cuimhne,memória
310,Verstand::N,ciall,razão
311,Verstand::N,ciall,inteligência
312,Verstand::N,intinn,razão
313,Verstand::N,intinn,inteligência
314,Sinn::N,brí,sentido
315,Sinn::N,brí,significado
316,Sinn::N,ciall,sentido
317,Sinn::N,ciall,significado
318,Grund::N,fáth,causa
319,Grund::N,fáth,motivo
320,Wahrheit::N,fírinne,verdade
321,Gespräch::N,comhrá,conversa
322,Gespräch::N,comhrá,conversação
323,Märchen::N,scéal,conto
324,Erzählung::N,scéal,conto
325,Erzählung::N,scéal,narrativa
326,Nachricht::N,teachtaireacht,mensagem
327,Neuigkeit::N,scéala,notícia
328,Neuigkeit::N,scéala,novidade
329,Name::N,ainm,nome
330,Rätsel::N,tomhas,adivinha
331,Rede::N,óráid,oração
332,Rede::N,óráid,discurso
333,Rede::N,aitheasc,oração
334,Rede::N,aitheasc,discurso
335,Sprache::N,teanga,língua
336,Stimme::N,guth,voz
337,Wort::N,focal,palavra
338,Zeichen::N,comhartha,marca
339,Ruf::N,glaoch,grito
340,Ruf::N,glaoch,chamada
341,Lärm::N,torann,ruído
342,Lärm::N,torann,barulho
343,Laut::N,fuaim,som
344,Ton::N,ton,tom
345,Lied::N,amhrán,canção
346,Ruhe::N,suaimhneas,calma
347,Ruhe::N,suaimhneas,silêncio
348,Leute::N,muintir,gente
349,Leute::N,muintir,pessoas
350,Volk::N,pobal,povo
351,Volk::N,pobal,nação
352,Arbeit::N,obair,trabalho
353,Gast::N,aoi,hóspede
354,Gast::N,aoi,convidado
355,Geschenk::N,féirín,prenda
356,Geschenk::N,féirín,presente
357,Geschenk::N,bronntanas,prenda
358,Geschenk::N,bronntanas,presente
359,Spiel::N,cluiche,jogo
360,Gesellschaft::N,comhluadar,companhia
361,Hilfe::N,cúnamh,ajuda
362,Hilfe::N,cúnamh,socorro
363,Hilfe::N,cabhair,ajuda
364,Hilfe::N,cabhair,socorro
365,Freund::N,cara,amigo
366,Kamerad::N,comrádaí,camarada
367,Angelegenheit::N,ábhar,assunto
368,Anzahl::N,líon,número
369,Anzahl::N,líon,quantidade
370,Art::N,sórt,tipo
371,Art::N,sórt,espécie
372,Art::N,saghas,tipo
373,Art::N,saghas,espécie
374,Stück::N,píosa,pedaço
375,Teil::N,cuid,peça
376,Teil::N,cuid,parte
377,Teil::N,páirt,peça
378,Teil::N,páirt,parte
379,Hälfte::N,leath,metade
380,Kreis::N,ciorcal,círculo
381,Kreuz::N,cros,cruz
382,Linie::N,líne,linha
383,Strich::N,stríoc,traço
384,Abstand::N,achar,distância
385,Entfernung::N,fad,distância
386,Gegend::N,ceantar,área
387,Gegend::N,ceantar,região
388,Platz::N,áit,lugar
389,Platz::N,spás,lugar
390,Ort::N,áit,sítio
391,Seite::N,taobh,lado
392,Mitte::N,lár,meio
393,Gegenstand::N,ball,objecto
394,Gegenstand::N,ábhar,objecto
395,Sache::N,ní,coisa
396,Sache::N,rud,coisa
397,Rand::N,imeall,bordo
398,Rand::N,imeall,margem
399,Rand::N,ciumhais,bordo
400,Rand::N,ciumhais,margem
401,Kante::N,corr,borda
402,Kante::N,corr,aresta
403,Kante::N,colbha,borda
404,Kante::N,colbha,aresta
405,Ecke::N,coirnéal,esquina
406,Spitze::N,gob,ponta
407,Spitze::N,barr,ponta
408,Ende::N,ceann,cabo
409,Ende::N,ceann,extremo
410,Ende::N,foirceann,cabo
411,Ende::N,foirceann,extremo
412,Loch::N,poll,furo
413,Loch::N,poll,buraco
414,Winkel::N,cúinne,canto
415,Winkel::N,cúinne,ângulo
416,Winkel::N,uillinn,canto
417,Winkel::N,uillinn,ângulo
418,Muster::N,patrún,padrão
419,Muster::N,patrún,desenho
420,Größe::N,méid,tamanho
421,Größe::N,toise,tamanho
422,Länge::N,fad,comprimento
423,Höhe::N,airde,altura
424,Höhe::N,airde,altitude
425,Gewicht::N,meáchan,peso
426,Menge::N,méid,quantidade
427,Haufen::N,cnap,pilha
428,Reihe::N,líne,fila
429,Reihe::N,sraith,fila
430,Boot::N,bád,barco
431,Ruder::N,rámh,remo
432,Ruder::N,maide rámha,remo
433,Schlitten::N,carr sleamhnáin,trenó
434,Ski::N,scí,esqui
435,Lagerfeuer::N,tine champa,fogueira
436,Last::N,ualach,carga
437,Gang::N,siúlóid,curso
438,Gang::N,siúlóid,caminhada
439,Schritt::N,céim,passo
440,Schritt::N,coiscéim,passo
441,Norden::N,tuaisceart,norte
442,Süden::N,deisceart,sul
443,Westen::N,iarthar,oeste
444,Westen::N,iarthar,ocidente
445,Osten::N,oirthear,este
446,Osten::N,oirthear,leste
447,Osten::N,oirthear,oriente
448,Holz::N,adhmad,madeira
449,Brett::N,clár,tábua
450,Brett::N,clár,prancha
451,Platte::N,leac,laje
452,Platte::N,leac,chapa
453,Stütze::N,taca,apoio
454,Stütze::N,taca,suporte
455,Stange::N,polla,vara
456,Stange::N,polla,barra
457,Stange::N,cuaille,vara
458,Stange::N,cuaille,barra
459,Stock::N,bata,pau
460,Stock::N,bata,bengala
461,Stock::N,maide,pau
462,Stock::N,maide,bengala
463,Stab::N,maide,bastão
464,Stab::N,bachall,bastão
465,Rohr::N,píopa,cano
466,Haus::N,teach,casa
467,Heim::N,baile,lar
468,Heim::N,baile,casa
469,Ofen::N,sornóg,estufa
470,Ofen::N,sornóg,aquecedor
471,Fußboden::N,urlár,piso
472,Tisch::N,bord,mesa
473,Tisch::N,tábla,mesa
474,Stuhl::N,cathaoir,cadeira
475,Wiege::N,cliabhán,berço
476,Bett::N,leaba,cama
477,Regal::N,seilf,estante
478,Regal::N,seilf,prateleira
479,Kiste::N,bosca,caixa
480,Fenster::N,fuinneoig,janela
481,Tür::N,doras,porta
482,Tor::N,geata,portão
483,Zaun::N,fál,cerca
484,Zaun::N,fál,vedação
485,Zaun::N,claí,cerca
486,Zaun::N,claí,vedação
487,Dach::N,díon,telhado
488,Leiter::N,dréimire,escada
489,Leiter::N,dréimire,escada móvel
490,Besen::N,scuab,vassoura
491,Spaten::N,spád,pá
492,Spaten::N,rámhainn,pá
493,Schaufel::N,sluasaid,pá
494,Gabel::N,forc,garfo
495,Gabel::N,gabhlóg,garfo
496,Löffel::N,spúnóg,colher
497,Messer::N,scian,faca
498,Nagel::N,tairne,cravo
499,Netz::N,líon,rede
500,Netz::N,eangach,rede
501,Haken::N,croch,gancho
502,Griff::N,cos,asa
503,Griff::N,cos,cabo
504,Griff::N,hanla,asa
505,Griff::N,hanla,cabo
506,Schloss::N,glas,fechadura
507,Bild::N,pictiúr,imagem
508,Figur::N,fíor,figura
509,Puppe::N,bábóg,boneca
510,Beutel::N,mála,saco
511,Beutel::N,mála,bolsa
512,Beutel::N,mealbhóg,saco
513,Beutel::N,mealbhóg,bolsa
514,Bündel::N,beart,fardo
515,Tasche::N,mála,saco
516,Tasche::N,mála,bolso
517,Eimer::N,buicéad,balde
518,Deckel::N,clár,tampa
519,Deckel::N,claibín,tampa
520,Geschirr::N,soithí,louça
521,Geschirr::N,gréithe,louça
522,Sack::N,sac,saca
523,Sack::N,mála,saca
524,Tasse::N,cupán,chávena
525,Topf::N,pota,tacho
526,Topf::N,pota,panela
527,Kessel::N,citeal,caldeira
528,Essen::N,béile,refeição
529,Nahrung::N,bia,comida
530,Nahrung::N,bia,alimento
531,Speise::N,mias,prato
532,Fleisch::N,feoil,carne
533,Getreide::N,grán,cereais
534,Getreide::N,arbhar,cereais
535,Brei::N,brúitín,puré
536,Brot::N,arán,pão
537,Scheibe::N,píosa,fatia
538,Scheibe::N,slisne,fatia
539,Fett::N,saill,banha
540,Fett::N,saill,gordura
541,Fett::N,méathras,banha
542,Fett::N,méathras,gordura
543,Butter::N,im,manteiga
544,Öl::N,ola,azeite
545,Salz::N,salann,sal
546,Suppe::N,sú,sopa
547,Suppe::N,sú,caldo
548,Suppe::N,anraith,sopa
549,Suppe::N,anraith,caldo
550,Honig::N,mil,mel
551,Milch::N,bainne,leite
552,Tee::N,tae,chá
553,Leder::N,leathar,couro
554,Wolle::N,olann,lã
555,Stoff::N,éadach,pano
556,Stoff::N,éadach,tecido
557,Nadel::N,snáthaid,agulha
558,Faden::N,snáth,fio
559,Knopf::N,cnaipe,botão
560,Knoten::N,snaidhm,nó
561,Farbe::N,péint,corante
562,Kleidung::N,éadaí,roupa
563,Kleidung::N,éadaí,vestuário
564,Hemd::N,léine,camisa
565,Kragen::N,bóna,gola
566,Ärmel::N,muinchille,manga
567,Hose::N,bríste,calça
568,Hose::N,treabhsar,calça
569,Gürtel::N,crios,cinto
570,Mütze::N,caipín,boné
571,Mütze::N,caipín,barrete
572,Schuh::N,bróg,sapato
573,Stiefel::N,buatais,bota
574,Ring::N,fáinne,anel
575,Band::N,ribín,fita
576,Band::N,ribín,faixa
577,Kamm::N,cíor,pente
578,Spiegel::N,scáthán,espelho
579,Riemen::N,iall,correia
580,Riemen::N,strapa,correia
581,Schnur::N,téad,corda
582,Schnur::N,téad,cordel
583,Schnur::N,sreangán,corda
584,Schnur::N,sreangán,cordel
585,Leine::N,iall,trela
586,Decke::N,pluid,cobertor
587,Decke::N,blaincéad,cobertor
588,Kissen::N,piliúr,almofada
589,Kissen::N,adhartán,almofada
590,Tuch::N,scaif,pano
591,Handtuch::N,tuáille,toalha
592,Kraft::N,fórsa,força
593,Stärke::N,neart,força
594,Gesundheit::N,sláinte,saúde
595,Krankheit::N,tinneas,doença
596,Krankheit::N,tinneas,enfermidade
597,Krankheit::N,breoiteacht,doença
598,Krankheit::N,breoiteacht,enfermidade
599,Schmerz::N,pian,dor
600,Wunde::N,goin,chaga
601,Wunde::N,goin,ferida
602,Fieber::N,fiabhras,febre
603,Arznei::N,cógas,remédio
604,Brücke::N,droichead,ponte
605,Brunnen::N,tobar,poço
606,Weide::N,féarach,pastagem
607,Pfad::N,cosán,senda
608,Pfad::N,cosán,trilho
609,Pfad::N,conair,senda
610,Pfad::N,conair,trilho
611,Weg::N,slí,caminho
612,Weg::N,bealach,caminho
613,Straße::N,bóthar,via
614,Straße::N,bóthar,estrada
615,Dorf::N,sráidbhaile,aldeia
616,Stadt::N,baile,cidade
617,Stadt::N,cathair,cidade
618,Brief::N,litir,carta
619,Buch::N,cín,livro
620,Buch::N,leabhar,livro
621,Buchstabe::N,litir,letra
622,Zeitung::N,nuachtán,jornal
623,Leben::N,saol,vida
624,Leben::N,beatha,vida
625,Tod::N,bás,morte
626,Grab::N,uaigh,túmulo
627,Grab::N,uaigh,sepultura
628,Kirche::N,eaglais,igreja
629,Sünde::N,peaca,pecado
630,Gott::N,dia,deus
631,Arbeiter::N,oibrí,operário
632,Arbeiter::N,oibrí,trabalhador
633,Chef::N,saoiste,chefe
634,Chef::N,saoiste,patrão
635,Chef::N,ceannasaí,chefe
636,Chef::N,ceannasaí,patrão
637,Meister::N,máistir,mestre
638,Arzt::N,lia,médico
639,Arzt::N,dochtúir,médico
640,Lehrer::N,oide,professor
641,Lehrer::N,múinteoir,professor
642,Geld::N,airgead,dinheiro
643,Geschäft::N,gnó,negócio
644,Laden::N,siopa,loja
645,Preis::N,praghas,preço
646,Ware::N,earra,mercadoria
647,Nutzen::N,tairbhe,proveito
648,Reichtum::N,rachmas,riqueza
649,Reichtum::N,saibhreas,riqueza
650,Welt::N,domhan,mundo
651,Land::N,tír,país
652,Staat::N,stát,Estado
653,König::N,rí,rei
654,Macht::N,cumhacht,poder
655,Macht::N,cumhacht,potência
656,Grenze::N,críoch,fronteira
657,Grenze::N,teorainn,fronteira
658,Krieg::N,cogadh,guerra
659,Feind::N,namhaid,inimigo
660,Gewalt::N,foréigean,violência
661,Kampf::N,troid,luta
662,Kampf::N,troid,combate
663,Bogen[Waffe]::N,bogha,arco
664,Pfeil::N,saighead,seta
665,Pfeil::N,saighead,flecha
666,Gewehr::N,gunna,espingarda
667,Fehler::N,botún,erro
668,Fehler::N,botún,falha
669,Fehler::N,meancóg,erro
670,Fehler::N,meancóg,falha
671,Lüge::N,bréag,mentira
672,Lüge::N,éitheach,mentira
673,Schaden::N,dochar,dano
674,Schaden::N,dochar,estrago
675,Schaden::N,damáiste,dano
676,Schaden::N,damáiste,estrago
677,Unglück::N,drochrath,desgraça
678,Schuld::N,locht,culpa
679,Schuld::N,milleán,culpa
680,Alter::N,aois,idade
681,Schluss::N,deireadh,fim
682,Zeit::N,am,tempo
683,Zeit::N,aimsir,tempo
684,Tag::N,lá,dia
685,Morgen::N,maidin,manhã
686,Mittag::N,nóin,meio-dia
687,Abend::N,tráthnóna,noite
688,Abend::N,tráthnóna,tardinha
689,Nacht::N,oíche,noite
690,Woche::N,seachtain,semana
691,Monat::N,mí,mês
692,Jahr::N,bliain,ano
693,Frühling::N,earrach,primavera
694,Sommer::N,samhradh,verão
695,Herbst::N,fómhar,outono
696,Winter::N,geimhreadh,inverno
697,Januar::N,Eanáir,Janeiro
698,Februar::N,Feabhra,Fevereiro
699,März::N,Márta,Março
700,April::N,Aibreán,Abril
701,Mai::N,Bealtaine,Maio
702,Juni::N,Meitheamh,Junho
703,Juli::N,Iúil,Julho
704,August::N,Lúnasa,Agosto
705,September::N,Meán Fómhair,Setembro
706,Oktober::N,Deireadh Fómhair,Outubro
707,November::N,Samhain,Novembro
708,November::N,Mí na Samhna,Novembro
709,Dezember::N,Mí na Nollag,Dezembro
710,Montag::N,Luan,segunda-feira
711,Montag::N,Dé Luain,segunda-feira
712,Dienstag::N,Máirt,terça-feira
713,Dienstag::N,Dé Máirt,terça-feira
714,Mittwoch::N,Céadaoin,quarta-feira
715,Mittwoch::N,Dé Céadaoin,quarta-feira
716,Donnerstag::N,Déardaoin,quinta-feira
717,Freitag::N,Aoine,sexta-feira
718,Freitag::N,Dé hAoine,sexta-feira
719,Samstag::N,Satharn,sábado
720,Samstag::N,Dé Sathairn,sábado
721,Sonntag::N,Domhnach,domingo
722,Sonntag::N,Dé Domhnaigh,domingo
723,groß::A,mór,grande
724,klein::A,beag,pequeno
725,lang::A,fada,comprido
726,kurz::A,gearr,curto
727,kurz::A,gairid,curto
728,breit::A,leathan,largo
729,breit::A,fairsing,largo
730,schmal::A,cúng,estreito
731,dicht::A,dlúth,denso
732,dick[Gegenstand]::A,tiubh,grosso
733,dünn::A,caol,delgado
734,dünn::A,tanaí,delgado
735,fein::A,scáinte,fino
736,fein::A,scáinte,subtil
737,fein::A,fíneálta,fino
738,fein::A,fíneálta,subtil
739,fest::A,daingean,firme
740,fest::A,daingean,sólido
741,flach::A,cothrom,plano
742,glatt::A,mín,liso
743,glatt::A,sleamhain,liso
744,hart::A,crua,duro
745,weich::A,bog,mole
746,rund::A,cruinn,redondo
747,spitz::A,gobach,agudo
748,spitz::A,biorach,agudo
749,scharf::A,géar,afiado
750,scharf::A,faobhrach,afiado
751,stumpf::A,maol,rombo
752,schwer::A,trom,pesado
753,schön::A,álainn,belo
754,schön::A,álainn,bonito
755,heiß::A,te,quente
756,warm::A,te,quente
757,kalt::A,fuar,frio
758,kühl::A,fionnuar,fresco
759,frisch::A,úr,fresco
760,frisch::A,friseáilte,fresco
761,feucht::A,tais,húmido
762,nass::A,fliuch,molhado
763,trocken::A,tirim,seco
764,voll::A,lán,cheio
765,leer::A,folamh,vazio
766,offen::A,oscailte,aberto
767,geschlossen::A,dúnta,fechado
768,geschlossen::A,druidte,fechado
769,sauber::A,glan,limpo
770,schmutzig::A,salach,sujo
771,roh::A,amh,cru
772,reif::A,aibí,maduro
773,lecker::A,blasta,delicioso
774,süß::A,milis,doce
775,bitter::A,searbh,amargo
776,sauer::A,géar,azedo
777,sauer::A,searbh,azedo
778,hell::A,geal,claro
779,hell::A,soilseach,claro
780,dunkel::A,dorcha,escuro
781,dunkel::A,dorcha,sombrio
782,schwarz::A,dubh,preto
783,weiß::A,bán,branco
784,rot::A,dearg,vermelho
785,gelb::A,buí,amarelo
786,blau::A,gorm,azul
787,grün::A,glas,verde
788,grün::A,uaine,verde
789,grau::A,liath,cinzento
790,bunt::A,ildathach,colorido
791,bunt::A,dathannach,colorido
792,billig::A,saor,barato
793,teuer::A,daor,caro
794,teuer::A,costasach,caro
795,wertvoll::A,luachmhar,valioso
796,wertvoll::A,luachmhar,precioso
797,blind::A,dall,cego
798,blind::A,caoch,cego
799,taub::A,bodhar,surdo
800,kräftig::A,cumhachtach,forte
801,kräftig::A,cumhachtach,poderoso
802,stark::A,tréan,forte
803,stark::A,tréan,robusto
804,stark::A,láidir,forte
805,stark::A,láidir,robusto
806,schwach::A,lag,débil
807,schwach::A,fann,débil
808,fett::A,ramhar,gordo
809,schlank::A,caol,esbelto
810,schlank::A,seang,esbelto
811,hübsch::A,álainn,giro
812,hübsch::A,álainn,bonito
813,hübsch::A,dathúil,giro
814,hübsch::A,dathúil,bonito
815,böse::A,olc,mau
816,dumm::A,dúr,parvo
817,dumm::A,dúr,estúpido
818,dumm::A,amaideach,parvo
819,dumm::A,amaideach,estúpido
820,faul::A,falsa,preguiçoso
821,faul::A,leisciúil,preguiçoso
822,fleißig::A,dícheallach,aplicado
823,fleißig::A,dícheallach,diligente
824,geizig::A,barainneach,avarento
825,geizig::A,sprionlaithe,avarento
826,klug::A,cliste,prudente
827,klug::A,cliste,inteligente
828,geschickt::A,oilte,hábil
829,geschickt::A,ealaíonta,hábil
830,lieb::A,dil,caro
831,lieb::A,dil,querido
832,lieb::A,dílis,caro
833,lieb::A,dílis,querido
834,lustig::A,aerach,alegre
