,Concept_ID,hr,pt
220,Schlange[Tier]::N,guja,serpente
221,Schlange[Tier]::N,zmija,serpente
222,Wurm::N,crv,verme
223,Spinne::N,pauk,aranha
224,Ameise::N,mrav,formiga
225,Laus::N,uš,piolho
226,Mücke::N,komarac,mosquito
227,Fliege::N,muha,mosca
228,Schmetterling::N,leptir,borboleta
229,Beere::N,boba,bago
230,Beere::N,bobica,bago
231,Apfel::N,jabuka,maçã
232,Pilz::N,pečurka,fungo
233,Pilz::N,pečurka,cogumelo
234,Zwiebel::N,luk,cebola
235,Zwiebel::N,kapula,cebola
236,Saat::N,sjemenje,sementeira
237,Korn::N,zrno,grão
238,Heu::N,sijeno,feno
239,Schale::N,kora,casca
240,Schale::N,ljuska,casca
241,Grube::N,jama,cova
242,Grube::N,jama,fossa
243,Falle::N,zamka,armadilha
244,Falle::N,klopka,armadilha
245,Schlinge::N,uzao,laço
246,Schlinge::N,petlja,laço
247,Spur::N,trag,pista
248,Spur::N,trag,vestígio
249,Spur::N,slijed,pista
250,Spur::N,slijed,vestígio
251,Asche::N,pepeo,cinza
252,Dreck::N,blato,sujidade
253,Eisen::N,željezo,ferro
254,Gold::N,zlato,ouro
255,Silber::N,srebro,prata
256,Kohle::N,ugalj,carvão
257,Kohle::N,ugljen,carvão
258,Glas::N,staklo,vidro
259,Lehm::N,glina,barro
260,Lehm::N,glina,argila
261,Lehm::N,ilovača,barro
262,Lehm::N,ilovača,argila
263,Sand::N,pijesak,areia
264,Mensch::N,čovjek,homem
265,Mensch::N,čovjek,pessoa
266,Mann::N,muškarac,homem
267,Frau::N,žena,mulher
268,Kind::N,čedo,filho
269,Kind::N,čedo,criança
270,Kind::N,dijete,filho
271,Kind::N,dijete,criança
272,Junge::N,momče,rapaz
273,Junge::N,momče,menino
274,Junge::N,dječak,rapaz
275,Junge::N,dječak,menino
276,Mädchen::N,djevojka,menina
277,Mädchen::N,djevojka,rapariga
278,Mädchen::N,djevojčica,menina
279,Mädchen::N,djevojčica,rapariga
280,Familie::N,obitelj,família
281,Familie::N,porodica,família
282,Großvater::N,djed,avô
283,Großmutter::N,baka,avó
284,Eltern::N,roditelji,pais
285,Vater::N,otac,pai
286,Mutter::N,majka,mãe
287,Sohn::N,sin,filho
288,Tochter::N,kći,filha
289,Tochter::N,kćerka,filha
290,Bruder::N,brat,irmão
291,Schwester::N,sestra,irmã
292,Onkel::N,čika,tio
293,Onkel::N,ujak,tio
294,Tante::N,ujna,tia
295,Tante::N,tetka,tia
296,Ehemann::N,muž,esposo
297,Ehemann::N,suprug,esposo
298,Ehefrau::N,žena,esposa
299,Ehefrau::N,supruga,esposa
300,Freude::N,radost,prazer
301,Freude::N,radost,alegria
302,Gelächter::N,grohot,risada
303,Gelächter::N,grohot,gargalhada
304,Glück::N,sreća,felicidade
305,Kummer::N,jad,aflição
306,Kummer::N,jad,desgosto
307,Kummer::N,briga,aflição
308,Kummer::N,briga,desgosto
309,Wunsch::N,želja,desejo
310,Lust::N,volja,vontade
311,Geist::N,duh,mente
312,Geist::N,duh,espírito
313,Gedanke::N,misao,ideia
314,Gedanke::N,misao,pensamento
315,Gedächtnis::N,pamćenje,memória
316,Verstand::N,um,razão
317,Verstand::N,um,inteligência
318,Verstand::N,razum,razão
319,Verstand::N,razum,inteligência
320,Sinn::N,smisao,sentido
321,Sinn::N,smisao,significado
322,Sinn::N,značenje,sentido
323,Sinn::N,značenje,significado
324,Grund::N,razlog,causa
325,Grund::N,razlog,motivo
326,Wahrheit::N,istina,verdade
327,Gespräch::N,razgovor,conversa
328,Gespräch::N,razgovor,conversação
329,Märchen::N,bajka,conto
330,Erzählung::N,priča,conto
331,Erzählung::N,priča,narrativa
332,Erzählung::N,pripovijest,conto
333,Erzählung::N,pripovijest,narrativa
334,Nachricht::N,vijest,mensagem
335,Neuigkeit::N,novost,notícia
336,Neuigkeit::N,novost,novidade
337,Name::N,ime,nome
338,Rätsel::N,zagonetka,adivinha
339,Rede::N,govor,oração
340,Rede::N,govor,discurso
341,Rede::N,besjeda,oração
342,Rede::N,besjeda,discurso
343,Sprache::N,jezik,língua
344,Stimme::N,glas,voz
345,Wort::N,riječ,palavra
346,Zeichen::N,znak,marca
347,Ruf::N,povik,grito
348,Ruf::N,povik,chamada
349,Ruf::N,poklik,grito
350,Ruf::N,poklik,chamada
351,Lärm::N,buka,ruído
352,Lärm::N,buka,barulho
353,Lärm::N,galama,ruído
354,Lärm::N,galama,barulho
355,Laut::N,zvuk,som
356,Ton::N,ton,tom
357,Lied::N,pjesma,canção
358,Ruhe::N,tišina,calma
359,Ruhe::N,tišina,silêncio
360,Ruhe::N,počinak,calma
361,Ruhe::N,počinak,silêncio
362,Leute::N,ljudi,gente
363,Leute::N,ljudi,pessoas
364,Volk::N,puk,povo
365,Volk::N,puk,nação
366,Volk::N,narod,povo
367,Volk::N,narod,nação
368,Arbeit::N,rad,trabalho
369,Arbeit::N,posao,trabalho
370,Gast::N,gost,hóspede
371,Gast::N,gost,convidado
372,Geschenk::N,dar,prenda
373,Geschenk::N,dar,presente
374,Geschenk::N,poklon,prenda
375,Geschenk::N,poklon,presente
376,Spiel::N,igra,jogo
377,Gesellschaft::N,društvo,companhia
378,Gesellschaft::N,kompanija,companhia
379,Hilfe::N,pomoć,ajuda
380,Hilfe::N,pomoć,socorro
381,Freund::N,prijatelj,amigo
382,Kamerad::N,drug,camarada
383,Kamerad::N,drugar,camarada
384,Angelegenheit::N,posao,assunto
385,Anzahl::N,broj,número
386,Anzahl::N,broj,quantidade
387,Anzahl::N,brojnost,número
388,Anzahl::N,brojnost,quantidade
389,Art::N,vid,tipo
390,Art::N,vid,espécie
391,Art::N,vrst,tipo
392,Art::N,vrst,espécie
393,Stück::N,komad,pedaço
394,Teil::N,dio,peça
395,Teil::N,dio,parte
396,Hälfte::N,polovina,metade
397,Kreis::N,krug,círculo
398,Kreuz::N,križ,cruz
399,Linie::N,crta,linha
400,Strich::N,crta,traço
401,Abstand::N,razmak,distância
402,Abstand::N,odstojanje,distância
403,Entfernung::N,udaljenost,distância
404,Gegend::N,kraj,área
405,Gegend::N,kraj,região
406,Gegend::N,predeo,área
407,Gegend::N,predeo,região
408,Platz::N,mjesto,lugar
409,Ort::N,mjesto,sítio
410,Seite::N,bok,lado
411,Seite::N,strana,lado
412,Mitte::N,sredina,meio
413,Gegenstand::N,predmet,objecto
414,Sache::N,posao,coisa
415,Rand::N,rub,bordo
416,Rand::N,rub,margem
417,Rand::N,kraj,bordo
418,Rand::N,kraj,margem
419,Kante::N,brid,borda
420,Kante::N,brid,aresta
421,Kante::N,ivica,borda
422,Kante::N,ivica,aresta
423,Ecke::N,ugao,esquina
424,Spitze::N,vrh,ponta
425,Spitze::N,šiljak,ponta
426,Ende::N,konac,cabo
427,Ende::N,konac,extremo
428,Loch::N,rupa,furo
429,Loch::N,rupa,buraco
430,Winkel::N,kut,canto
431,Winkel::N,kut,ângulo
432,Winkel::N,ugao,canto
433,Winkel::N,ugao,ângulo
434,Muster::N,uzor,padrão
435,Muster::N,uzor,desenho
436,Größe::N,veličina,tamanho
437,Länge::N,duljina,comprimento
438,Höhe::N,visina,altura
439,Höhe::N,visina,altitude
440,Gewicht::N,težina,peso
441,Menge::N,mnoštvo,quantidade
442,Menge::N,količina,quantidade
443,Haufen::N,hrpa,pilha
444,Haufen::N,gomila,pilha
445,Reihe::N,red,fila
446,Boot::N,čun,barco
447,Boot::N,čamac,barco
448,Ruder::N,veslo,remo
449,Schlitten::N,saone,trenó
450,Ski::N,ski,esqui
451,Ski::N,smučka,esqui
452,Lagerfeuer::N,logorska vatra,fogueira
453,Last::N,tovar,carga
454,Gang::N,hod,curso
455,Gang::N,hod,caminhada
456,Schritt::N,korak,passo
457,Norden::N,sjever,norte
458,Süden::N,jug,sul
459,Westen::N,zapad,oeste
460,Westen::N,zapad,ocidente
461,Osten::N,istok,este
462,Osten::N,istok,leste
463,Osten::N,istok,oriente
464,Holz::N,drvo,madeira
465,Brett::N,daska,tábua
466,Brett::N,daska,prancha
467,Platte::N,ploča,laje
468,Platte::N,ploča,chapa
469,Stütze::N,potpora,apoio
470,Stütze::N,potpora,suporte
471,Stange::N,motka,vara
472,Stange::N,motka,barra
473,Stock::N,štap,pau
474,Stock::N,štap,bengala
475,Stock::N,palica,pau
476,Stock::N,palica,bengala
477,Stab::N,štap,bastão
478,Stab::N,šipka,bastão
479,Rohr::N,cijev,cano
480,Haus::N,kuća,casa
481,Heim::N,dom,lar
482,Heim::N,dom,casa
483,Ofen::N,peć,estufa
484,Ofen::N,peć,aquecedor
485,Fußboden::N,pod,piso
486,Tisch::N,stol,mesa
487,Tisch::N,trpeza,mesa
488,Stuhl::N,stolac,cadeira
489,Stuhl::N,stolica,cadeira
490,Wiege::N,kolijevka,berço
491,Bett::N,krevet,cama
492,Bett::N,postelja,cama
493,Regal::N,polica,estante
494,Regal::N,polica,prateleira
495,Kiste::N,sanduk,caixa
496,Fenster::N,prozor,janela
497,Tür::N,vrata,porta
498,Tor::N,vrata,portão
499,Tor::N,kapija,portão
500,Zaun::N,plot,cerca
501,Zaun::N,plot,vedação
502,Zaun::N,ograda,cerca
503,Zaun::N,ograda,vedação
504,Dach::N,krov,telhado
505,Leiter::N,ljestve,escada
506,Leiter::N,ljestve,escada móvel
507,Leiter::N,ljestvice,escada
508,Leiter::N,ljestvice,escada móvel
509,Besen::N,metla,vassoura
510,Spaten::N,ašov,pá
511,Schaufel::N,lopata,pá
512,Gabel::N,viljuška,garfo
513,Löffel::N,žlica,colher
514,Messer::N,nož,faca
515,Nagel::N,čavao,cravo
516,Netz::N,mreža,rede
517,Haken::N,kuka,gancho
518,Griff::N,držak,asa
519,Griff::N,držak,cabo
520,Griff::N,ručica,asa
521,Griff::N,ručica,cabo
522,Schloss::N,brava,fechadura
523,Bild::N,slika,imagem
524,Figur::N,figura,figura
525,Puppe::N,lutka,boneca
526,Beutel::N,kesa,saco
527,Beutel::N,kesa,bolsa
528,Bündel::N,snop,fardo
529,Bündel::N,svežanj,fardo
530,Tasche::N,torba,saco
531,Tasche::N,torba,bolso
532,Tasche::N,taška,saco
533,Tasche::N,taška,bolso
534,Eimer::N,kabao,balde
535,Deckel::N,poklopac,tampa
536,Geschirr::N,suđe,louça
537,Geschirr::N,posuđe,louça
538,Sack::N,džak,saca
539,Sack::N,vreća,saca
540,Tasse::N,šalica,chávena
541,Topf::N,lonac,tacho
542,Topf::N,lonac,panela
543,Kessel::N,kazan,caldeira
544,Essen::N,obrok,refeição
545,Nahrung::N,hrana,comida
546,Nahrung::N,hrana,alimento
547,Speise::N,jelo,prato
548,Fleisch::N,meso,carne
549,Getreide::N,žito,cereais
550,Getreide::N,žitarice,cereais
551,Brei::N,kaša,puré
552,Brot::N,kruh,pão
553,Scheibe::N,kriška,fatia
554,Fett::N,mast,banha
555,Fett::N,mast,gordura
556,Fett::N,salo,banha
557,Fett::N,salo,gordura
558,Butter::N,buter,manteiga
559,Butter::N,maslac,manteiga
560,Öl::N,ulje,azeite
561,Salz::N,sol,sal
562,Suppe::N,supa,sopa
563,Suppe::N,supa,caldo
564,Honig::N,med,mel
565,Milch::N,mlijeko,leite
566,Tee::N,čaj,chá
567,Leder::N,koža,couro
568,Wolle::N,vuna,lã
569,Stoff::N,štof,pano
570,Stoff::N,štof,tecido
571,Stoff::N,tkanina,pano
572,Stoff::N,tkanina,tecido
573,Nadel::N,igla,agulha
574,Faden::N,nit,fio
575,Faden::N,konac,fio
576,Knopf::N,dugme,botão
577,Knoten::N,čvor,nó
578,Knoten::N,uzao,nó
579,Farbe::N,farba,corante
580,Kleidung::N,odjeća,roupa
581,Kleidung::N,odjeća,vestuário
582,Hemd::N,košulja,camisa
583,Kragen::N,ovratnik,gola
584,Ärmel::N,rukav,manga
585,Hose::N,hlače,calça
586,Gürtel::N,pas,cinto
587,Gürtel::N,pojas,cinto
588,Mütze::N,kapa,boné
589,Mütze::N,kapa,barrete
590,Schuh::N,cipela,sapato
591,Stiefel::N,čizma,bota
592,Ring::N,prsten,anel
593,Band::N,vrpca,fita
594,Band::N,vrpca,faixa
595,Kamm::N,češalj,pente
596,Spiegel::N,zrcalo,espelho
597,Spiegel::N,ogledalo,espelho
598,Riemen::N,kaiš,correia
599,Riemen::N,remen,correia
600,Schnur::N,vrpca,corda
601,Schnur::N,vrpca,cordel
602,Leine::N,uzica,trela
603,Decke::N,ćebe,cobertor
604,Decke::N,pokrivač,cobertor
605,Kissen::N,jastuk,almofada
606,Tuch::N,rubac,pano
607,Tuch::N,marama,pano
608,Handtuch::N,ručnik,toalha
609,Kraft::N,snaga,força
610,Stärke::N,jakost,força
611,Gesundheit::N,zdravlje,saúde
612,Krankheit::N,bolest,doença
613,Krankheit::N,bolest,enfermidade
614,Schmerz::N,bol,dor
615,Wunde::N,rana,chaga
616,Wunde::N,rana,ferida
617,Fieber::N,groznica,febre
618,Arznei::N,lijek,remédio
619,Brücke::N,most,ponte
620,Brücke::N,ćuprija,ponte
621,Brunnen::N,bunar,poço
622,Brunnen::N,zdenac,poço
623,Weide::N,paša,pastagem
624,Weide::N,pašnjak,pastagem
625,Pfad::N,staza,senda
626,Pfad::N,staza,trilho
627,Weg::N,put,caminho
628,Straße::N,drum,via
629,Straße::N,drum,estrada
630,Straße::N,cesta,via
631,Straße::N,cesta,estrada
632,Dorf::N,selo,aldeia
633,Stadt::N,grad,cidade
634,Stadt::N,varoš,cidade
635,Brief::N,list,carta
636,Brief::N,pismo,carta
637,Buch::N,knjiga,livro
638,Buchstabe::N,slovo,letra
639,Zeitung::N,novine,jornal
640,Leben::N,život,vida
641,Tod::N,smrt,morte
642,Grab::N,raka,túmulo
643,Grab::N,raka,sepultura
644,Kirche::N,crkva,igreja
645,Sünde::N,grijeh,pecado
646,Gott::N,bog,deus
647,Arbeiter::N,radnik,operário
648,Arbeiter::N,radnik,trabalhador
649,Chef::N,šef,chefe
650,Chef::N,šef,patrão
651,Meister::N,majstor,mestre
652,Arzt::N,liječnik,médico
653,Lehrer::N,učitelj,professor
654,Geld::N,novac,dinheiro
655,Geschäft::N,posao,negócio
656,Geschäft::N,trgovina,negócio
657,Laden::N,dućan,loja
658,Preis::N,cijena,preço
659,Ware::N,roba,mercadoria
660,Nutzen::N,korist,proveito
661,Reichtum::N,bogatstvo,riqueza
662,Welt::N,svijet,mundo
663,Land::N,zemlja,país
664,Staat::N,država,Estado
665,König::N,kralj,rei
666,Macht::N,moć,poder
667,Macht::N,moć,potência
668,Macht::N,vlast,poder
669,Macht::N,vlast,potência
670,Grenze::N,granica,fronteira
671,Krieg::N,rat,guerra
672,Feind::N,neprijatelj,inimigo
673,Gewalt::N,sila,violência
674,Gewalt::N,nasilje,violência
675,Kampf::N,boj,luta
676,Kampf::N,boj,combate
677,Kampf::N,borba,luta
678,Kampf::N,borba,combate
679,Bogen[Waffe]::N,luk,arco
680,Pfeil::N,strijela,seta
681,Pfeil::N,strijela,flecha
682,Gewehr::N,puška,espingarda
683,Fehler::N,pogreška,erro
684,Fehler::N,pogreška,falha
685,Fehler::N,griješka,erro
686,Fehler::N,griješka,falha
687,Lüge::N,laž,mentira
688,Schaden::N,šteta,dano
689,Schaden::N,šteta,estrago
690,Unglück::N,nesreća,desgraça
691,Schuld::N,krivnja,culpa
692,Alter::N,dob,idade
693,Schluss::N,kraj,fim
694,Schluss::N,konac,fim
695,Zeit::N,doba,tempo
696,Zeit::N,vrijeme,tempo
697,Tag::N,dan,dia
698,Morgen::N,jutro,manhã
699,Mittag::N,podne,meio-dia
700,Abend::N,veče,noite
701,Abend::N,veče,tardinha
702,Abend::N,večer,noite
703,Abend::N,večer,tardinha
704,Nacht::N,noć,noite
705,Woche::N,sedmica,semana
706,Monat::N,mjesec,mês
707,Jahr::N,godina,ano
708,Frühling::N,proljeće,primavera
709,Sommer::N,ljeto,verão
710,Herbst::N,jesen,outono
711,Winter::N,zima,inverno
712,Januar::N,januar,Janeiro
713,Januar::N,siječanj,Janeiro
714,Februar::N,veljača,Fevereiro
715,Februar::N,februar,Fevereiro
716,März::N,mart,Março
717,März::N,ožujak,Março
718,April::N,april,Abril
719,April::N,travanj,Abril
720,Mai::N,maj,Maio
721,Mai::N,svibanj,Maio
722,Juni::N,juni,Junho
723,Juni::N,lipanj,Junho
724,Juli::N,juli,Julho
725,Juli::N,srpanj,Julho
726,August::N,august,Agosto
727,August::N,kolovoz,Agosto
728,September::N,rujan,Setembro
729,September::N,septembar,Setembro
730,Oktober::N,oktobar,Outubro
731,Oktober::N,listopad,Outubro
732,November::N,studeni,Novembro
733,November::N,novembar,Novembro
734,Dezember::N,prosinac,Dezembro
735,Montag::N,ponedjeljak,segunda-feira
736,Montag::N,ponedjeljnik,segunda-feira
737,Dienstag::N,utorak,terça-feira
738,Dienstag::N,utornik,terça-feira
739,Mittwoch::N,srijeda,quarta-feira
740,Donnerstag::N,četvrtak,quinta-feira
741,Freitag::N,petak,sexta-feira
742,Samstag::N,subota,sábado
743,Sonntag::N,nedjelja,domingo
744,groß::A,velik,grande
745,klein::A,mali,pequeno
746,klein::A,malen,pequeno
747,lang::A,dug,comprido
748,lang::A,dugačak,comprido
749,kurz::A,kratak,curto
750,breit::A,širok,largo
751,schmal::A,uski,estreito
752,schmal::A,uzak,estreito
753,dicht::A,gust,denso
754,dick[Gegenstand]::A,debeo,grosso
755,dünn::A,tanak,delgado
756,fein::A,fin,fino
757,fein::A,fin,subtil
758,fein::A,tanak,fino
759,fein::A,tanak,subtil
760,fest::A,čvrst,firme
761,fest::A,čvrst,sólido
762,flach::A,ravan,plano
763,flach::A,plosnat,plano
764,glatt::A,gladak,liso
765,hart::A,tvrd,duro
766,weich::A,mek,mole
767,weich::A,mekan,mole
768,rund::A,okrugao,redondo
769,spitz::A,oštar,agudo
770,spitz::A,šiljast,agudo
771,scharf::A,oštar,afiado
772,scharf::A,bridak,afiado
773,stumpf::A,tup,rombo
774,schwer::A,težak,pesado
775,schön::A,krasan,belo
776,schön::A,krasan,bonito
777,heiß::A,vruć,quente
778,warm::A,topao,quente
779,kalt::A,hladan,frio
780,kühl::A,hladan,fresco
781,frisch::A,svjež,fresco
782,feucht::A,vlažan,húmido
783,nass::A,mokar,molhado
784,trocken::A,suh,seco
785,voll::A,pun,cheio
786,leer::A,prazan,vazio
787,offen::A,otvoren,aberto
788,geschlossen::A,zatvoren,fechado
789,sauber::A,čist,limpo
790,schmutzig::A,nečist,sujo
791,schmutzig::A,blatan,sujo
792,roh::A,sirov,cru
793,reif::A,zreo,maduro
794,lecker::A,tečan,delicioso
795,lecker::A,ukusan,delicioso
796,süß::A,sladak,doce
797,bitter::A,gorak,amargo
798,sauer::A,kiseo,azedo
799,hell::A,vedar,claro
800,hell::A,svijetao,claro
801,dunkel::A,taman,escuro
802,dunkel::A,taman,sombrio
803,schwarz::A,crn,preto
804,weiß::A,bio,branco
805,weiß::A,bijel,branco
806,rot::A,crven,vermelho
807,gelb::A,žut,amarelo
808,blau::A,plav,azul
809,blau::A,modar,azul
810,grün::A,zelen,verde
811,grau::A,siv,cinzento
812,bunt::A,šaren,colorido
813,billig::A,jeftin,barato
814,teuer::A,skup,caro
815,wertvoll::A,vrijedan,valioso
816,wertvoll::A,vrijedan,precioso
817,wertvoll::A,dragocjen,valioso
818,wertvoll::A,dragocjen,precioso
819,blind::A,slijep,cego
820,taub::A,gluh,surdo
821,kräftig::A,snažan,forte
822,kräftig::A,snažan,poderoso
823,stark::A,jak,forte
824,stark::A,jak,robusto
825,stark::A,snažan,forte
826,stark::A,snažan,robusto
827,schwach::A,slab,débil
828,fett::A,pretio,gordo
829,schlank::A,vitak,esbelto
830,hübsch::A,zgodan,giro
831,hübsch::A,zgodan,bonito
832,böse::A,zao,mau
833,böse::A,opak,mau
834,dumm::A,glup,parvo
835,dumm::A,glup,estúpido
836,faul::A,lijen,preguiçoso
837,fleißig::A,radin,aplicado
838,fleißig::A,radin,diligente
839,fleißig::A,marljiv,aplicado
840,fleißig::A,marljiv,diligente
841,geizig::A,škrt,avarento
842,klug::A,razborit,prudente
843,klug::A,razborit,inteligente
844,geschickt::A,vješt,hábil
845,lieb::A,drag,caro
846,lieb::A,drag,querido
847,lustig::A,veseo,alegre
848,sanft::A,blag,suave
849,sanft::A,blag,brando
850,hungrig::A,gladan,faminto
851,krank::A,bolestan,doente
852,krank::A,bolestan,enfermo
853,nackt::A,nag,nu
854,nackt::A,nag,despido
855,traurig::A,tužan,triste
