,Concept_ID,en,hu
102,Strömung::N,current,áramlat
103,Tropfen::N,drop,csepp
104,Schaum::N,foam,hab
105,Schaum::N,foam,tajték
106,Schmutz::N,dirt,piszok
107,See::N,lake,tó
108,Sumpf::N,swamp,mocsár
109,Moor::N,moor,láp
110,Wiese::N,meadow,rét
111,Wiese::N,meadow,mező
112,Wald::N,forest,erdő
113,Hügel::N,hill,domb
114,Anhöhe::N,elevation,magaslat
115,Berg::N,mountain,hegy
116,Gipfel::N,summit,csúcs
117,Höhle::N,cave,barlang
118,Abhang::N,slope,lejtő
119,Quelle::N,source,forrás
120,Bach::N,brook,patak
121,Fluss::N,river,folyó
122,Ufer::N,shore,part
123,Küste::N,coast,tengerpart
124,Festland::N,land,szárazföld
125,Meer::N,sea,tenger
126,Bucht::N,cove,öböl
127,Insel::N,island,sziget
128,Blume::N,flower,virág
129,Gras::N,grass,fű
130,Wurzel::N,root,gyökér
131,Baum::N,tree,fa
132,Stamm::N,trunk,tő
133,Stamm::N,trunk,törzs
134,Rinde::N,bark,kéreg
135,Ast::N,limb,ág
136,Zweig::N,branch,gally
137,Blatt::N,leaf,levél
138,Birke::N,birch,nyír
139,Kiefer[Baum]::N,pine,fenyő
140,Weide[Baum]::N,willow,fűz
141,Tanne::N,fir,fenyő
142,Horn::N,horn,szarv
143,Feder::N,feather,toll
144,Fell::N,fur,szőr
145,Fell::N,fur,bunda
146,Flügel::N,wing,szárny
147,Klaue::N,claw,köröm
148,Kralle::N,claw,karom
149,Schwanz::N,tail,farok
150,Ei::N,egg,tojás
151,Nest::N,nest,fészek
152,Bau::N,lair,odú
153,Tier::N,animal,állat
154,Herde::N,flock,nyáj
155,Herde::N,flock,csorda
156,Kuh::N,cow,tehén
157,Bulle::N,bull,bika
158,Pferd::N,horse,ló
159,Schaf::N,sheep,juh
160,Schaf::N,sheep,birka
161,Schwein::N,pig,sertés
162,Hund::N,dog,eb
163,Hund::N,dog,kutya
164,Katze::N,cat,macska
165,Bär::N,bear,medve
166,Eichhörnchen::N,squirrel,mókus
167,Elch::N,elk,jávorszarvas
168,Fuchs::N,fox,róka
169,Hase::N,hare,nyúl
170,Maus::N,mouse,egér
171,Wolf::N,wolf,farkas
172,Vogel::N,bird,madár
173,Schwarm::N,swarm,raj
174,Huhn::N,chicken,tyúk
175,Hahn::N,cock,kakas
176,Gans::N,goose,lúd
177,Gans::N,goose,liba
178,Adler::N,eagle,sas
179,Ente::N,duck,kacsa
180,Eule::N,owl,bagoly
181,Kranich::N,crane,daru
182,Krähe::N,crow,varjú
183,Kuckuck::N,cuckoo,kakukk
184,Schwan::N,swan,hattyú
185,Fisch::N,fish,hal
186,Barsch::N,perch,sügér
187,Hecht::N,pike,csuka
188,Schlange[Tier]::N,snake,kígyó
189,Wurm::N,worm,kukac
190,Spinne::N,spider,pók
191,Ameise::N,ant,hangya
192,Laus::N,louse,tetű
193,Mücke::N,midge,szúnyog
194,Fliege::N,fly,légy
195,Schmetterling::N,butterfly,lepke
196,Schmetterling::N,butterfly,pillangó
197,Beere::N,berry,bogyó
198,Apfel::N,apple,alma
199,Pilz::N,mushroom,gomba
200,Zwiebel::N,onion,hagyma
201,Saat::N,seed,vetőmag
202,Korn::N,grain,mag
203,Korn::N,grain,szem
204,Heu::N,hay,széna
205,Schale::N,husk,héj
206,Grube::N,pit,verem
207,Falle::N,trap,csapda
208,Schlinge::N,noose,tőr
209,Spur::N,track,nyom
210,Asche::N,ashes,hamu
211,Dreck::N,filth,sár
212,Dreck::N,filth,piszok
213,Eisen::N,iron,vas
214,Gold::N,gold,arany
215,Silber::N,silver,ezüst
216,Kohle::N,coal,szén
217,Glas::N,glass,üveg
218,Lehm::N,clay,agyag
219,Lehm::N,clay,vályog
220,Sand::N,sand,homok
221,Mensch::N,human,ember
222,Mann::N,man,úr
223,Mann::N,man,férfi
224,Frau::N,woman,nő
225,Frau::N,woman,asszony
226,Kind::N,child,gyerek
227,Kind::N,child,gyermek
228,Junge::N,boy,fiú
229,Mädchen::N,girl,lány
230,Familie::N,family,család
231,Großvater::N,grandfather,nagyapa
232,Großmutter::N,grandmother,nagyanya
233,Eltern::N,parents,szülők
234,Vater::N,father,apa
235,Vater::N,father,atya
236,Mutter::N,mother,anya
237,Sohn::N,son,fiú
238,Tochter::N,daughter,lány
239,Bruder::N,brother,fivér
240,Bruder::N,brother,testvér
241,Schwester::N,sister,nővér
242,Schwester::N,sister,lánytestvér
243,Onkel::N,uncle,nagybácsi
244,Tante::N,aunt,nagynéni
245,Ehemann::N,husband,férj
246,Ehefrau::N,wife,feleség
247,Freude::N,joy,öröm
248,Gelächter::N,laughter,nevetés
249,Gelächter::N,laughter,hahotázás
250,Glück::N,happiness,boldogság
251,Kummer::N,grief,bánat
252,Wunsch::N,wish,óhaj
253,Lust::N,desire,kedv
254,Geist::N,spirit,elme
255,Geist::N,spirit,szellem
256,Gedanke::N,thought,gondolat
257,Gedächtnis::N,memory,emlékezet
258,Verstand::N,mind,ész
259,Verstand::N,mind,értelem
260,Sinn::N,meaning,értelem
261,Grund::N,reason,ok
262,Grund::N,reason,alap
263,Wahrheit::N,truth,igaz
264,Wahrheit::N,truth,igazság
265,Gespräch::N,talk,beszélgetés
266,Märchen::N,fairy tale,mese
267,Erzählung::N,story,elbeszélés
268,Nachricht::N,message,hír
269,Nachricht::N,message,híradás
270,Neuigkeit::N,news,újság
271,Name::N,name,név
272,Rätsel::N,puzzle,rejtvény
273,Rede::N,speech,beszéd
274,Rede::N,speech,szónoklat
275,Sprache::N,language,nyelv
276,Stimme::N,voice,hang
277,Wort::N,word,szó
278,Zeichen::N,sign,jel
279,Ruf::N,call,kiáltás
280,Lärm::N,noise,zaj
281,Laut::N,sound,hang
282,Ton::N,tone,hang
283,Lied::N,song,dal
284,Lied::N,song,ének
285,Ruhe::N,calm,csend
286,Ruhe::N,calm,nyugalom
287,Leute::N,people,emberek
288,Volk::N,nation,nép
289,Arbeit::N,work,dolog
290,Gast::N,guest,vendég
291,Geschenk::N,gift,ajándék
292,Spiel::N,game,játék
293,Gesellschaft::N,company,társaság
294,Hilfe::N,help,segítség
295,Freund::N,friend,barát
296,Kamerad::N,companion,társ
297,Angelegenheit::N,matter,ügy
298,Anzahl::N,count,szám
299,Art::N,sort,faj
300,Art::N,sort,fajta
301,Stück::N,piece,darab
302,Teil::N,part,rész
303,Hälfte::N,half,fél
304,Kreis::N,circle,kör
305,Kreuz::N,cross,kereszt
306,Linie::N,line,vonal
307,Strich::N,stroke,vonás
308,Abstand::N,gap,köz
309,Entfernung::N,distance,távolság
310,Gegend::N,area,táj
311,Gegend::N,area,vidék
312,Platz::N,space,hely
313,Ort::N,place,hely
314,Seite::N,side,fél
315,Seite::N,side,oldal
316,Mitte::N,middle,közép
317,Gegenstand::N,item,tárgy
318,Sache::N,thing,dolog
319,Rand::N,fringe,szél
320,Rand::N,fringe,perem
321,Rand::N,fringe,szegély
322,Kante::N,edge,él
323,Ecke::N,corner,sarok
324,Ecke::N,corner,szöglet
325,Spitze::N,tip,csúcs
326,Ende::N,end,vég
327,Loch::N,hole,lyuk
328,Winkel::N,angle,szög
329,Muster::N,pattern,minta
330,Größe::N,size,nagyság
331,Länge::N,length,hossz
332,Länge::N,length,hosszúság
333,Höhe::N,height,magasság
334,Gewicht::N,weight,súly
335,Menge::N,amount,sokaság
336,Menge::N,amount,mennyiség
337,Haufen::N,heap,halom
338,Reihe::N,row,sor
339,Boot::N,boat,csónak
340,Ruder::N,oar,evező
341,Schlitten::N,sleigh,szánkó
342,Ski::N,ski,sí
343,Lagerfeuer::N,campfire,tábortűz
344,Last::N,load,teher
345,Gang::N,walk,járás
346,Schritt::N,step,lépés
347,Norden::N,north,észak
348,Süden::N,south,dél
349,Westen::N,west,nyugat
350,Osten::N,east,kelet
351,Holz::N,wood,fa
352,Brett::N,board,deszka
353,Platte::N,slab,lap
354,Platte::N,slab,lemez
355,Stütze::N,bracket,támasz
356,Stütze::N,bracket,támaszték
357,Stange::N,pole,rúd
358,Stange::N,pole,pózna
359,Stock::N,stick,pálca
360,Stab::N,staff,bot
361,Rohr::N,pipe,cső
362,Haus::N,house,ház
363,Heim::N,home,otthon
364,Ofen::N,stove,kályha
365,Fußboden::N,floor,padló
366,Tisch::N,table,asztal
367,Stuhl::N,chair,szék
368,Wiege::N,cradle,bölcső
369,Bett::N,bed,ágy
370,Regal::N,shelf,polc
371,Regal::N,shelf,állvány
372,Kiste::N,box,láda
373,Fenster::N,window,ablak
374,Tür::N,door,ajtó
375,Tor::N,gate,kapu
376,Zaun::N,fence,kerítés
377,Dach::N,roof,tető
378,Leiter::N,ladder,létra
379,Besen::N,broom,seprű
380,Spaten::N,spade,ásó
381,Schaufel::N,shovel,lapát
382,Gabel::N,fork,villa
383,Löffel::N,spoon,kanál
384,Messer::N,knife,kés
385,Nagel::N,nail,szeg
386,Netz::N,net,háló
387,Haken::N,hook,kampó
388,Griff::N,handle,nyél
389,Griff::N,handle,fogantyú
390,Schloss::N,lock,zár
391,Bild::N,picture,kép
392,Figur::N,figure,alak
393,Puppe::N,doll,bábu
394,Beutel::N,pouch,zacskó
395,Bündel::N,bundle,köteg
396,Tasche::N,bag,táska
397,Eimer::N,bucket,vödör
398,Deckel::N,cover,fedő
399,Deckel::N,cover,fedél
400,Geschirr::N,dishes,edény
401,Sack::N,sack,zsák
402,Tasse::N,cup,csésze
403,Topf::N,pot,fazék
404,Kessel::N,kettle,üst
405,Kessel::N,kettle,bogrács
406,Essen::N,meal,evés
407,Essen::N,meal,étkezés
408,Nahrung::N,food,ennivaló
409,Speise::N,dish,étel
410,Fleisch::N,meat,hús
411,Getreide::N,corn,gabona
412,Brei::N,mush,pép
413,Brei::N,mush,kása
414,Brot::N,bread,kenyér
415,Scheibe::N,slice,szelet
416,Fett::N,fat,háj
417,Fett::N,fat,zsír
418,Butter::N,butter,vaj
419,Öl::N,oil,olaj
420,Salz::N,salt,só
421,Suppe::N,soup,leves
422,Honig::N,honey,méz
423,Milch::N,milk,tej
424,Tee::N,tea,tea
425,Leder::N,leather,bőr
426,Wolle::N,wool,gyapjú
427,Stoff::N,cloth,szövet
428,Nadel::N,needle,tű
429,Faden::N,thread,fonál
430,Knopf::N,button,gomb
431,Knoten::N,knot,csomó
432,Farbe::N,paint,szín
433,Farbe::N,paint,festék
434,Kleidung::N,clothes,ruha
435,Kleidung::N,clothes,ruházat
436,Hemd::N,shirt,ing
437,Kragen::N,collar,gallér
438,Ärmel::N,sleeve,ujj
439,Hose::N,trousers,gatya
440,Hose::N,trousers,nadrág
441,Gürtel::N,belt,öv
442,Mütze::N,cap,sapka
443,Schuh::N,shoe,cipő
444,Stiefel::N,boot,csizma
445,Ring::N,ring,gyűrű
446,Band::N,ribbon,szalag
447,Kamm::N,comb,fésű
448,Spiegel::N,mirror,tükör
449,Riemen::N,strap,szíj
450,Schnur::N,string,zsinór
451,Leine::N,leash,póráz
452,Decke::N,blanket,takaró
453,Kissen::N,pillow,párna
454,Tuch::N,scarf,kendő
455,Handtuch::N,towel,törülköző
456,Kraft::N,force,erő
457,Stärke::N,strength,erő
458,Stärke::N,strength,erősség
459,Gesundheit::N,health,egészség
460,Krankheit::N,illness,kór
461,Krankheit::N,illness,betegség
462,Schmerz::N,pain,fájdalom
463,Wunde::N,wound,seb
464,Fieber::N,fever,láz
465,Arznei::N,medicine,orvosság
466,Arznei::N,medicine,gyógyszer
467,Brücke::N,bridge,híd
468,Brunnen::N,well,kút
469,Weide::N,pasture,legelő
470,Pfad::N,path,ösvény
471,Weg::N,way,út
472,Straße::N,road,út
473,Dorf::N,village,falu
474,Stadt::N,town,város
475,Brief::N,letter,levél
476,Buch::N,book,könyv
477,Buchstabe::N,character,betű
478,Zeitung::N,newspaper,újság
479,Zeitung::N,newspaper,hírlap
480,Leben::N,life,élet
481,Tod::N,death,halál
482,Grab::N,grave,sír
483,Kirche::N,church,templom
484,Sünde::N,sin,bűn
485,Sünde::N,sin,vétek
486,Gott::N,god,isten
487,Arbeiter::N,worker,munkás
488,Chef::N,boss,főnök
489,Meister::N,master,mester
490,Arzt::N,doctor,orvos
491,Lehrer::N,teacher,tanár
492,Lehrer::N,teacher,tanító
493,Geld::N,money,pénz
494,Geschäft::N,business,üzlet
495,Laden::N,shop,bolt
496,Preis::N,price,ár
497,Ware::N,ware,áru
498,Nutzen::N,profit,haszon
499,Reichtum::N,wealth,gazdagság
500,Welt::N,world,világ
501,Land::N,country,ország
502,Staat::N,state,állam
503,König::N,king,király
504,Macht::N,power,hatalom
505,Grenze::N,border,határ
506,Krieg::N,war,háború
507,Feind::N,enemy,ellenség
508,Gewalt::N,violence,erőszak
509,Kampf::N,fight,harc
510,Bogen[Waffe]::N,bow,íj
511,Pfeil::N,arrow,nyíl
512,Gewehr::N,gun,puska
513,Gewehr::N,gun,fegyver
514,Fehler::N,mistake,hiba
515,Lüge::N,lie,hazugság
516,Schaden::N,damage,kár
517,Unglück::N,misfortune,csapás
518,Unglück::N,misfortune,balszerencse
519,Schuld::N,fault,bűn
520,Alter::N,age,kor
521,Schluss::N,conclusion,vég
522,Schluss::N,conclusion,befejezés
523,Zeit::N,time,idő
524,Tag::N,day,nap
525,Morgen::N,morning,reggel
526,Mittag::N,noon,dél
527,Abend::N,evening,este
528,Nacht::N,night,éj
529,Nacht::N,night,éjszaka
530,Woche::N,week,hét
531,Monat::N,month,hó
532,Monat::N,month,hónap
533,Jahr::N,year,év
534,Frühling::N,spring,tavasz
535,Sommer::N,summer,nyár
536,Herbst::N,autumn,ősz
537,Winter::N,winter,tél
538,Januar::N,January,január
539,Februar::N,February,február
540,März::N,March,március
541,April::N,April,április
542,Mai::N,May,május
543,Juni::N,June,június
544,Juli::N,July,július
545,August::N,August,augusztus
546,September::N,September,szeptember
547,Oktober::N,October,október
548,November::N,November,november
549,Dezember::N,December,december
550,Montag::N,Monday,hétfő
551,Dienstag::N,Tuesday,kedd
552,Mittwoch::N,Wednesday,szerda
553,Donnerstag::N,Thursday,csütörtök
554,Freitag::N,Friday,péntek
555,Samstag::N,Saturday,szombat
556,Sonntag::N,Sunday,vasárnap
557,groß::A,big,nagy
558,klein::A,little,pici
559,klein::A,little,kicsi
560,lang::A,long,hosszú
561,kurz::A,short,rövid
562,breit::A,wide,széles
563,schmal::A,narrow,keskeny
564,dicht::A,dense,sűrű
565,dick[Gegenstand]::A,thick,vastag
566,dünn::A,thin,vékony
567,fein::A,delicate,vékony
568,fest::A,firm,szilárd
569,flach::A,flat,sík
570,flach::A,flat,lapos
571,glatt::A,smooth,sima
572,hart::A,hard,kemény
573,weich::A,soft,puha
574,rund::A,round,kerek
575,spitz::A,pointed,hegyes
576,scharf::A,sharp,éles
577,stumpf::A,blunt,tompa
578,stumpf::A,blunt,életlen
579,schwer::A,heavy,nehéz
580,schwer::A,heavy,súlyos
581,schön::A,beautiful,szép
582,heiß::A,hot,forró
583,warm::A,warm,meleg
584,kalt::A,cold,hideg
585,kühl::A,cool,hűs
586,kühl::A,cool,hűvös
587,frisch::A,fresh,üde
588,frisch::A,fresh,friss
589,feucht::A,damp,nedves
590,nass::A,wet,vizes
591,trocken::A,dry,száraz
592,voll::A,full,telt
593,leer::A,empty,üres
594,offen::A,open,nyílt
595,offen::A,open,nyitott
596,geschlossen::A,closed,zárt
597,geschlossen::A,closed,csukott
598,sauber::A,clean,tiszta
599,schmutzig::A,dirty,piszkos
600,schmutzig::A,dirty,szennyes
601,roh::A,raw,nyers
602,reif::A,ripe,érett
603,lecker::A,delicious,finom
604,süß::A,sweet,édes
605,bitter::A,bitter,keserű
606,sauer::A,sour,savanyú
607,hell::A,bright,világos
608,dunkel::A,dark,sötét
609,schwarz::A,black,fekete
610,weiß::A,white,fehér
611,rot::A,red,vörös
612,gelb::A,yellow,sárga
613,blau::A,blue,kék
614,grün::A,green,zöld
615,grau::A,grey,ősz
616,grau::A,grey,szürke
617,bunt::A,colourful,tarka
618,bunt::A,colourful,színes
619,bunt::A,colorful,tarka
620,bunt::A,colorful,színes
621,billig::A,cheap,olcsó
622,teuer::A,dear,drága
623,wertvoll::A,precious,értékes
624,blind::A,blind,vak
625,taub::A,deaf,süket
626,kräftig::A,powerful,erős
627,stark::A,strong,erős
628,schwach::A,weak,gyenge
629,schwach::A,weak,erőtlen
630,fett::A,fat,hájas
631,schlank::A,slim,karcsú
632,hübsch::A,pretty,csinos
633,böse::A,evil,rossz
634,böse::A,evil,gonosz
635,dumm::A,stupid,buta
636,dumm::A,stupid,ostoba
637,faul::A,lazy,lusta
638,fleißig::A,diligent,szorgalmas
639,geizig::A,stingy,fukar
640,geizig::A,stingy,fösvény
641,klug::A,clever,okos
642,klug::A,clever,eszes
643,geschickt::A,skilful,ügyes
644,geschickt::A,skillful,ügyes
645,lieb::A,dear,drága
646,lieb::A,dear,kedves
647,lustig::A,merry,víg
648,lustig::A,merry,vidám
649,sanft::A,gentle,enyhe
650,hungrig::A,hungry,éhes
651,krank::A,sick,beteg
652,nackt::A,naked,csupasz
653,nackt::A,naked,meztelen
654,traurig::A,sad,bús
655,traurig::A,sad,szomorú
656,lebendig::A,living,élő
657,gut::A,good,jó
658,schlecht::A,bad,rossz
659,richtig::A,correct,helyes
660,schlimm::A,nasty,rossz
661,wahr::A,true,igaz
662,alt::A,old,ó
663,alt::A,old,régi
664,neu::A,new,új
665,ehemalig::A,former,volt
666,ehemalig::A,former,egykori
667,alt[Lebewesen]::A,aged,öreg
668,jung::A,young,fiatal
669,arm::A,poor,szegény
670,reich::A,rich,gazdag
671,bekannt::A,familiar,ismert
672,bekannt::A,familiar,ismeretes
673,berühmt::A,famous,híres
674,fremd::A,foreign,idegen
675,verschieden::A,different,különböző
676,nah::A,near,közeli
677,fern::A,far,távoli
678,linker::A,left,bal
679,rechter::A,right,jobb
680,anderer::A,other,más
681,anderer::A,other,másik
682,erster::A,first,első
683,zweiter::A,second,második
684,dritter::A,third,harmadik
685,letzter::A,last,utolsó
686,allein::ADV,alone,egyedül
687,auf einmal::ADV,at once,egyszerre
688,zusammen::ADV,together,együtt
689,zusammen::ADV,together,összesen
690,lange::ADV,long,sokáig
691,lange::ADV,long,hosszan
692,plötzlich::ADV,suddenly,hirtelen
693,plötzlich::ADV,suddenly,egyszerre
694,sofort::ADV,instantly,rögtön
695,sofort::ADV,instantly,tüstént
696,später::ADV,later,későn
697,jetzt::ADV,now,most
698,heute::ADV,today,ma
699,morgen::ADV,tomorrow,holnap
700,bald::ADV,soon,majd
701,bald::ADV,soon,nemsokára
702,dann::ADV,then,akkor
703,gestern::ADV,yesterday,tegnap
704,einst::ADV,once,hajdan
705,damals::ADV,at that time,akkor
706,damals::ADV,at that time,akkoriban
707,danach::ADV,afterwards,azután
708,vorher::ADV,before,előbb
709,zuerst::ADV,at first,először
710,einmal::ADV,once,egyszer
711,manchmal::ADV,sometimes,néha
712,manchmal::ADV,sometimes,olykor
713,oft::ADV,often,sokszor
714,immer::ADV,always,mindig
715,niemals::ADV,never,sohasem
716,hier::ADV,here,itt
717,hierhin::ADV,hither,erre
718,hierhin::ADV,to here,erre
719,hierhin::ADV,here,erre
720,von hier::ADV,hence,innen
721,dort::ADV,there,ott
722,dorthin::ADV,thither,oda
723,dorthin::ADV,there,oda
724,dorthin::ADV,to there,oda
725,geradeaus::ADV,ahead,egyenesen
726,vorwärts::ADV,forward,előre
727,rückwärts::ADV,backward,hátrafelé
728,zurück::ADV,back,hátra
729,zurück::ADV,back,vissza
730,unten::ADV,below,alul
731,hinab::ADV,down,le
732,hinab::ADV,down,lefelé
733,oben::ADV,above,fenn
734,oben::ADV,above,felül
735,hinauf::ADV,up,fel
736,hinauf::ADV,up,felfelé
737,überall::ADV,everywhere,mindenütt
738,nicht::ADV,not,nem
739,ein wenig::ADV,a little,egy kicsit
740,kaum::ADV,hardly,alig
741,sehr::ADV,very,nagyon
742,so::ADV,so,úgy
743,noch::ADV,still,még
744,nur::ADV,only,csak
745,nur::ADV,only,csupán
746,schon::ADV,already,már
747,wieder::ADV,again,ismét
748,wieder::ADV,again,megint
749,vergebens::ADV,in vain,hiába
750,vor::PRP,in front of,előtt
751,hinter::PRP,behind,mögött
752,unter::PRP,under,alatt
753,durch::PRP,through,át
754,durch::PRP,through,keresztül
755,neben::PRP,next to,mellett
756,zwischen::PRP,between,között
757,wegen::PRP,because of,miatt
758,wegen::PRP,because of,végett
759,dies::PRN,this,ez
760,das::PRN,that,az
761,alles::PRN,everything,minden
762,ich::PRN,I,én
763,du::PRN,you,te
764,du::PRN,thou,te
765,er::PRN,he,ő
766,wir::PRN,we,mi
767,ihr::PRN,you,ti
768,sie::PRN,they,ők
769,was::FPRN,what,mi
770,wer::FPRN,who,ki
771,wo::FADV,where,hol
772,wohin::FADV,where ... to,hova
773,wohin::FADV,where to,hova
774,wohin::FADV,where,hova
775,wie::FADV,how,hogy
776,wie::FADV,how,hogyan
777,warum::FADV,why,miért
778,wieviel::FNUM,how much,hány
779,wieviel::FNUM,how much,mennyi
780,eins::NUM,one,egy
781,zwei::NUM,two,kettő
782,drei::NUM,three,három
783,vier::NUM,four,négy
784,fünf::NUM,five,öt
785,sechs::NUM,six,hat
786,sieben::NUM,seven,hét
787,acht::NUM,eight,nyolc
788,neun::NUM,nine,kilenc
789,zehn::NUM,ten,tíz
790,elf::NUM,eleven,tizenegy
791,zwölf::NUM,twelve,tizenkettő
792,zwanzig::NUM,twenty,húsz
793,dreißig::NUM,thirty,harminc
794,vierzig::NUM,forty,negyven
795,fünfzig::NUM,fifty,ötven
796,sechzig::NUM,sixty,hatvan
797,siebzig::NUM,seventy,hetven
798,achtzig::NUM,eighty,nyolcvan
799,neunzig::NUM,ninety,kilencven
800,hundert::NUM,a hundred,száz
801,tausend::NUM,a thousand,ezer
802,und::CNJ,and,és
803,und::CNJ,and,meg
804,oder::CNJ,or,vagy
805,stehen::V,stand,áll
806,sitzen::V,sit,ül
807,liegen::V,lie,fekszik
808,hängen::V,hang,függ
809,werden::V,become,lesz
810,passieren::V,happen,történik
811,beginnen::V,begin,kezdődik
812,enden::V,end,végződik
813,enden::V,end,befejeződik
814,wechseln::V,change,változik
815,aufgehen[Sonne]::V,rise,kel
816,untergehen[Sonne]::V,set,lemegy
817,scheinen[Sonne]::V,shine,süt
818,donnern::V,thunder,dörög
819,wehen::V,blow,fúj
820,strömen::V,stream,áramlik
821,fließen::V,flow,folyik
822,sich drehen::V,revolve,forog
823,schwanken::V,sway,inog
824,schwanken::V,sway,ingadozik
825,schwingen::V,swing,leng
826,fallen::V,fall,esik
827,brennen::V,burn,ég
828,rauchen::V,smoke,füstöl
829,regnen::V,rain,esik
830,gefrieren::V,freeze,megfagy
831,tauen::V,thaw,olvad
832,schmelzen::V,melt,olvad
833,schmelzen::V,melt,elolvad
834,trocknen::V,dry,szárad
835,sieden::V,boil,forr
836,faulen::V,rot,rothad
837,verfaulen::V,decay,elrothad
838,verfaulen::V,decay,megrothad
839,reißen::V,snap,szakad
840,versinken::V,sink,süllyed
841,versinken::V,sink,elsüllyed
842,vergehen::V,pass,múlik
843,vergehen::V,pass,elmúlik
844,erscheinen::V,appear,feltűnik
845,erscheinen::V,appear,megjelenik
846,verschwinden::V,disappear,letűnik
847,sinken::V,drop,süllyed
848,abnehmen::V,decrease,apad
849,abnehmen::V,decrease,csökken
850,zunehmen::V,increase,növekszik
851,zunehmen::V,increase,gyarapszik
852,steigen::V,rise,emelkedik
853,wachsen::V,grow,nő
854,wachsen::V,grow,terem
855,wachsen::V,grow,növekszik
856,glänzen::V,shine,ragyog
857,glänzen::V,shine,fénylik
858,funkeln::V,sparkle,csillog
859,funkeln::V,sparkle,tündöklik
860,lärmen::V,be noisy,lármázik
861,läuten::V,chime,cseng
862,klingeln::V,ring,csenget
863,klirren::V,tinkle,csörömpöl
864,brausen::V,roar,zúg
865,brausen::V,roar,morajlik
866,rauschen::V,rustle,zúg
867,klingen::V,sound,hangzik
868,bellen::V,bark,ugat
869,heulen::V,howl,bőg
870,heulen::V,howl,üvölt
871,blasen::V,blow,fúj
872,pfeifen::V,whistle,fütyül
873,schreien::V,shout,kiált
874,schreien::V,shout,kiabál
875,stöhnen::V,groan,nyög
876,zittern::V,tremble,remeg
877,zittern::V,tremble,reszket
878,leben::V,be alive,él
879,geboren werden::V,be born,születik
880,atmen::V,breathe,lélegzik
881,trinken::V,drink,iszik
882,essen::V,eat,eszik
883,schlucken::V,swallow,nyel
884,müde werden::V,get tired,elfárad
885,müde werden::V,get tired,kifárad
