,Concept_ID,uk,bg
860,oder::CNJ,або,или
861,stehen::V,стояти,стоя
862,sitzen::V,сидіти,седя
863,liegen::V,лежати,лежа
864,hängen::V,висіти,вися
865,werden::V,стати,бъда
866,werden::V,стати,стана
867,werden::V,робитися,бъда
868,werden::V,робитися,стана
869,passieren::V,трапитися,случа се
870,beginnen::V,початися,започна
871,enden::V,кінчитися,свърша
872,wechseln::V,мінятися,променям
873,aufgehen[Sonne]::V,зійти,изгрея
874,untergehen[Sonne]::V,зайти,заляза
875,scheinen[Sonne]::V,світити,грея
876,scheinen[Sonne]::V,світити,светя
877,donnern::V,гриміти,гърмя
878,wehen::V,віяти,вея
879,wehen::V,віяти,духам
880,strömen::V,литися,тека
881,strömen::V,литися,лея се
882,fließen::V,текти,тека
883,sich drehen::V,обертатися,въртя се
884,schwanken::V,коливатися,клатя се
885,schwingen::V,хитатися,трептя
886,schwingen::V,гойдатися,трептя
887,fallen::V,падати,падам
888,brennen::V,горіти,горя
889,rauchen::V,диміти,димя
890,regnen::V,дощити,вали дъжд
891,gefrieren::V,змерзнути,замръзна
892,tauen::V,танути,топя се
893,schmelzen::V,плавитися,разтопя се
894,trocknen::V,сохнути,съхна
895,sieden::V,кипіти,вря
896,sieden::V,кипіти,кипя
897,faulen::V,гнити,гния
898,verfaulen::V,згнити,изгния
899,reißen::V,рватися,напукам се
900,versinken::V,тонути,потъна
901,vergehen::V,проходити,минавам
902,erscheinen::V,з’явитися,явя се
903,verschwinden::V,щезнути,изчезна
904,verschwinden::V,зникнути,изчезна
905,sinken::V,спадати,падна
906,abnehmen::V,поменшитися,отслабна
907,zunehmen::V,збільшуватися,нарасна
908,steigen::V,підніматися,увелича се
909,steigen::V,підніматися,покачвам се
910,wachsen::V,рости,раста
911,glänzen::V,блищати,лъщя
912,glänzen::V,блищати,блестя
913,funkeln::V,блискати,искря
914,lärmen::V,шуміти,шумя
915,läuten::V,дзвонити,звъня
916,klingeln::V,дзвонити,звъня
917,klirren::V,дзвякати,звънтя
918,klirren::V,дзвякати,дрънкам
919,brausen::V,бушувати,буча
920,rauschen::V,шелестіти,шумя
921,klingen::V,лунати,звуча
922,klingen::V,звучати,звуча
923,bellen::V,гавкати,лая
924,heulen::V,вити,вия
925,heulen::V,вити,рева
926,blasen::V,дунути,духна
927,pfeifen::V,свистіти,свиря
928,schreien::V,кричати,крещя
929,stöhnen::V,стогнати,стена
930,stöhnen::V,стогнати,пъшкам
931,zittern::V,тремтіти,треперя
932,leben::V,жити,живея
933,geboren werden::V,народитися,родя се
934,atmen::V,дихати,дишам
935,trinken::V,пити,пия
936,essen::V,їсти,ям
937,schlucken::V,ковтати,гълтам
938,müde werden::V,втомитися,уморя се
939,einschlafen::V,заснути,заспя
940,schlafen::V,спати,спя
941,aufwachen::V,прокинутися,събудя се
942,aufstehen::V,встати,стана
943,sich erholen::V,відпочивати,отдъхвам си
944,krank werden::V,захворіти,заболея
945,krank sein::V,хворіти,боледувам
946,schmerzen::V,боліти,боля
947,husten::V,кашляти,кашлям
948,genesen::V,одужати,оздравея
949,genesen::V,видужати,оздравея
950,sterben::V,померти,умра
951,umkommen::V,згинути,загина
952,sich bewegen::V,рухатися,движа се
953,sich bewegen::V,рухатися,мърдам се
954,sich rühren::V,ворушитися,движа се
955,sich erheben::V,встати,стана
956,sich setzen::V,сісти,седна
957,hinfallen::V,упасти,падна
958,laufen::V,ходити,ходя
959,schreiten::V,крокувати,крача
960,spazierengehen::V,гуляти,разхождам се
961,eilen::V,спішити,бързам
962,sich beeilen::V,поспішати,побързам
963,sausen::V,мчатися,тичам
964,rennen::V,бігати,бягам
965,springen::V,скакати,скачам
966,springen::V,стрибати,скачам
967,klettern::V,лазити,катеря се
968,schaukeln::V,гойдатися,люлея се
969,kriechen::V,повзати,лазя
970,kriechen::V,повзати,пълзя
971,schwimmen::V,пливти,плувам
972,schwimmen::V,плавати,плувам
973,tauchen::V,пірнати,гмуркам се
974,rudern::V,гребти,греба
975,rudern::V,веслувати,греба
976,fahren::V,їхати,пътувам
977,fliegen::V,літати,летя
978,fliegen::V,літати,хвърча
979,gehen::V,іти,ида
980,gehen::V,іти,вървя
981,weggehen::V,піти,отида си
982,abfahren::V,від’їхати,отпътувам
983,abfahren::V,відправитися,отпътувам
984,anhalten::V,зупинитися,спра се
985,hineingehen::V,входити,влизам
986,eintreten::V,увійти,вляза
987,kommen::V,прийти,ида
988,kommen::V,прийти,дойда
989,ankommen::V,прибути,пристигна
990,zurückkommen::V,повернутися,върна се
991,bleiben::V,залишитися,остана
992,warten::V,чекати,чакам
993,erwarten::V,чекати,очаквам
994,suchen::V,шукати,търся
995,finden::V,знайти,намеря
996,versuchen::V,випробовувати,опитам
997,vorbereiten::V,підготувати,подготвя
998,lieben::V,любити,любя
999,mögen::V,любити,обичам
1000,mögen::V,подобатися,обичам
1001,lachen::V,сміятися,смея се
1002,rühren::V,розчулити,трогна
1003,weinen::V,плакати,плача
1004,schimpfen::V,лаятися,ругая
1005,schimpfen::V,лаятися,псувам
1006,sich ärgern::V,сердитися,ядосам се
1007,sich fürchten::V,боятися,боя се
1008,sich fürchten::V,боятися,страхувам се
1009,fürchten::V,боятися,боя се от
1010,fürchten::V,боятися,страхувам се от
1011,fliehen::V,тікати,бягам
1012,flüchten::V,утекти,бягам
1013,flüchten::V,утекти,избягам
1014,sehen::V,бачити,видя
1015,anschauen::V,поглянути,гледам
1016,ansehen::V,дивитися на,поглеждам
1017,hören::V,чути,чувам
1018,zuhören::V,слухати,слушам
1019,probieren::V,покуштувати,опитам
1020,riechen::V,нюхати,подуша
1021,fühlen::V,відчувати,усещам
1022,fühlen::V,відчувати,чувствувам
1023,scheinen::V,здаватися,изглеждам
1024,zu sehen sein::V,виднітися,виждам се
1025,vernehmen::V,почути,доловя
1026,frieren::V,мерзнути,мръзна
1027,tun::V,робити,правя
1028,können::V,могти,мога
1029,wollen::V,хотіти,ща
1030,wollen::V,хотіти,искам
1031,anfangen::V,почати,започна
1032,beenden::V,закінчити,свърша
1033,beenden::V,закінчити,завърша
1034,aufhören::V,перестати,престана
1035,gelingen::V,вдатися,успея
1036,gelingen::V,вдатися,сполуча
1037,geraten::V,опинитися,удам се
1038,öffnen::V,відкрити,отворя
1039,schließen::V,закрити,затворя
1040,stellen::V,поставити,поставя
1041,setzen::V,посадити,туря
1042,legen::V,класти,сложа
1043,legen::V,класти,слагам
1044,berühren::V,чіпати,докосна
1045,verbinden::V,зв’язати,свържа
1046,bedecken::V,покрити,покрия
1047,aufhängen::V,повісити,закача
1048,anzünden::V,запалити,запаля
1049,aufheben::V,підняти,вдигна
1050,aufheben::V,підняти,повдигна
1051,zurücklassen::V,залишити,оставя
1052,verlieren::V,загубити,загубя
1053,fallen lassen::V,упустити,изпусна
1054,machen::V,зробити,направя
1055,herstellen::V,виготовити,произведа
1056,bauen::V,будувати,строя
1057,reparieren::V,лагодити,поправя
1058,verbessern::V,поліпшити,подобря
1059,ändern::V,змінити,променя
1060,graben::V,копати,копая
1061,beugen::V,зігнути,прегъна
1062,biegen::V,погнути,прегъна
1063,drehen::V,вертіти,въртя
1064,wenden::V,повернути,обърна
1065,umdrehen::V,перевернути,обърна
1066,heben::V,піднімати,вдигам
1067,hochheben::V,підняти,издигна
1068,ergreifen::V,схопити,хвана
1069,ergreifen::V,схопити,обхвана
1070,halten::V,тримати,държа
1071,drücken::V,натискати,натискам
1072,drücken::V,натискати,притискам
1073,schieben::V,пхати,тикам
1074,schieben::V,штовхати,тикам
1075,kratzen::V,шкребти,одраскам
1076,lecken::V,лизати,лижа
1077,lecken::V,лизати,ближа
1078,beißen::V,кусати,хапя
1079,beißen::V,кусати,ухапя
1080,abreißen::V,відірвати,откъсна
1081,abschneiden::V,відрізати,отрежа
1082,binden::V,в’язати,вържа
1083,stecken::V,увіткнути,пъхна
1084,brechen::V,зламати,троша
1085,klopfen::V,стукати,чукам
1086,hauen::V,бити,бия
1087,kleben::V,клеїти,лепя
1088,kleben::V,клеїти,залепя
1089,reiben::V,терти,трия
1090,reiben::V,терти,търкам
1091,streichen::V,намазати,намажа
1092,schleifen::V,точити,остря
1093,schneiden::V,різати,режа
1094,rütteln::V,хитати,разтърсвам
1095,schütteln::V,трясти,клатя
1096,schütteln::V,трясти,друсам
1097,schwenken::V,махати,размахам
1098,schütten::V,налити,сипя
1099,füllen::V,наповнити,напълня
1100,einwickeln::V,загорнути,увия
1101,einwickeln::V,загорнути,завия
1102,tragen::V,нести,нося
1103,schleppen::V,тягти,влача
1104,ziehen::V,тягнути,тегля
1105,ziehen::V,тягнути,дръпна
1106,aufbewahren::V,зберігати,съхраня
1107,werfen::V,кидати,хвърля
1108,fangen::V,ловити,ловя
1109,fangen::V,ловити,уловя
1110,packen::V,схопити,хвана
1111,verstecken::V,сховати,крия
1112,verstecken::V,сховати,скрия
1113,teilen::V,розділити,разделя
1114,schicken::V,посилати,изпращам
1115,bringen::V,принести,донеса
1116,hinzufügen::V,додати,прибавя
1117,bekommen::V,дістати,сдобия се
1118,erhalten::V,одержати,получа
1119,nehmen::V,взяти,взема
1120,wählen::V,вибрати,избирам
1121,auswählen::V,відібрати,избера
1122,bewahren::V,зберегти,пазя
1123,behindern::V,перешкоджати,преча
1124,behindern::V,перешкоджати,спъвам
1125,verderben::V,зіпсувати,разваля
1126,beschädigen::V,зашкодити,повредя
1127,zerbrechen::V,розбити,счупя
1128,zerreißen::V,розірвати,скъсам
1129,zerstören::V,зруйнувати,разруша
1130,verbrennen::V,спалити,изгоря
1131,geben::V,дати,дам
1132,reichen::V,передати,подам
1133,schenken::V,дарувати,подаря
1134,versprechen::V,обіцяти,обещая
1135,wünschen::V,бажати,желая
1136,loben::V,хвалити,хваля
1137,küssen::V,цілувати,целувам
1138,wiegen::V,качати,люлея
1139,zudecken::V,накрити,покрия
1140,wecken::V,розбудити,събудя
1141,zeigen::V,показати,покажа
1142,führen::V,вести,водя
1143,führen::V,вести,заведа
1144,lehren::V,вчити,уча
1145,unterrichten::V,викладати,преподавам
1146,aufziehen::V,виховати,отгледам
1147,leiten::V,керувати,ръководя
1148,leiten::V,керувати,управлявам
1149,antreiben::V,підганяти,подкарвам
1150,lassen::V,змусити,накарам
1151,einladen::V,запросити,поканя
1152,vereinigen::V,об’єднати,съединя
1153,besuchen::V,завітати,посетя
1154,besuchen::V,відвідати,посетя
1155,treffen::V,зустріти,срещна
1156,sich versammeln::V,зібратися,събера се
1157,spielen::V,грати,играя
1158,singen::V,співати,пея
1159,tanzen::V,танцювати,танцувам
1160,sich trennen::V,розлучитися,разделя се
1161,verlassen::V,покинути,напусна
1162,retten::V,врятувати,спася
1163,bewachen::V,охороняти,охранявам
1164,schützen::V,уберігати,запазя
1165,verteidigen::V,захистити,защитя
1166,sich schlagen::V,битися,бия се
1167,sich schlagen::V,дратися,бия се
1168,schießen::V,стріляти,стрелям
1169,siegen::V,перемогти,победя
1170,ärgern::V,сердити,ядосам
1171,schlagen::V,ударити,бия
1172,schlagen::V,ударити,ударя
1173,treten::V,штовхати,ритам
1174,stechen::V,вколоти,бодна
1175,stoßen::V,штовхнути,бутна
1176,stoßen::V,штовхнути,блъсна
1177,stehlen::V,украсти,
1178,stören::V,перешкодити,смутя
1179,belästigen::V,докучати,отегча
1180,belästigen::V,докучати,безпокоя
1181,verbergen::V,сховати,скрия
1182,täuschen::V,обдурити,измамя
1183,betrügen::V,зшахраювати,измамя
1184,töten::V,убити,убия
1185,töten::V,убити,умъртвя
1186,wohnen::V,жити,живея
1187,wohnen::V,мешкати,живея
1188,arbeiten::V,працювати,работя
1189,sammeln::V,зібрати,събера
1190,pflücken::V,зривати,бера
1191,pflücken::V,зривати,откъсна
1192,jagen::V,полювати,ловувам
1193,fischen::V,рибалити,ловя риба
1194,fassen::V,піймати,хвана
1195,hüten::V,пасти,пазя
1196,treiben::V,гнати,карам
1197,anbinden::V,прив’язати,завържа
1198,füttern::V,годувати,храня
1199,füttern::V,харчувати,храня
1200,melken::V,доїти,доя
1201,hacken::V,рубати,сека
1202,gießen::V,полити,полея
1203,reifen::V,дозріти,узрея
1204,zubereiten::V,зготовити,приготвя
1205,zubereiten::V,приготувати,приготвя
1206,kochen::V,варити,варя
1207,kochen::V,готувати,варя
1208,backen::V,пекти,пека
1209,braten::V,смажити,пържа
1210,umrühren::V,переміщати,разбъркам
1211,stricken::V,в’язати,плета
1212,nähen::V,шити,шия
1213,färben::V,пофарбувати,боядисам
1214,reinigen::V,очистити,почистя
1215,waschen::V,мити,мия
1216,waschen::V,мити,пера
1217,abwischen::V,витерти,избърша
1218,spülen::V,полоскати,плакна
1219,fegen::V,підмітати,измета
1220,kehren::V,мести,мета
1221,baden::V,купатися,къпя се
1222,sich waschen::V,митися,мия се
1223,ausziehen::V,зняти,съблека
1224,anziehen::V,надіти,облека
1225,sich anziehen::V,одягтися,облека се
1226,sich anziehen::V,одягнутися,облека се
1227,kämmen::V,зачесати,реша
1228,kämmen::V,зачесати,вчеша
1229,schmücken::V,оздобити,накича
1230,sagen::V,сказати,кажа
1231,sprechen::V,говорити,говоря
1232,reden::V,розмовляти,говоря
1233,sich unterhalten::V,бесідувати,разговарям
1234,fragen::V,запитати,запитам
1235,bitten::V,просити,моля
1236,erzählen::V,розповісти,разкажа
1237,mitteilen::V,повідомити,съобщя
1238,nennen::V,назвати,нарека
1239,rufen::V,кликати,викам
1240,rufen::V,кликати,повикам
1241,prahlen::V,хвалитися,хваля се
1242,übersetzen::V,перекласти,преведа
1243,denken::V,думати,мисля
1244,denken::V,мислити,мисля
1245,glauben::V,вірити,вярвам
1246,bemerken::V,помітити,забележа
1247,erkennen::V,пізнати,позная
1248,begreifen::V,осягнути,схвана
1249,verstehen::V,почути,разбера
1250,lernen::V,навчатися,уча се
1251,wissen::V,знати,зная
1252,sich erinnern an::V,пам’ятати,спомня си за
1253,vergessen::V,забути,забравя
1254,messen::V,міряти,меря
1255,zählen::V,лічити,броя
1256,rechnen::V,рахувати,сметна
1257,lesen::V,читати,чета
1258,malen::V,малювати,рисувам
1259,zeichnen::V,рисувати,рисувам
1260,schreiben::V,писати,пиша
1261,besitzen::V,мати,имам
1262,besitzen::V,мати,притежавам
1263,kaufen::V,купити,купя
1264,kaufen::V,купити,купувам
1265,verkaufen::V,продати,продам
1266,bezahlen::V,заплатити,заплатя
1267,zahlen::V,платити,платя
1268,beherrschen::V,володіти,владея
1269,ertragen::V,витерпіти,понеса
