,Concept_ID,eu,se
201,Handfläche::N,ahur,giehtavuodo
202,Handfläche::N,ahur,tjårmmåvuodo
203,Handfläche::N,ahur,giehtaloahpu
204,Handfläche::N,ahur,kiämád
205,Handfläche::N,ahur,kuámmir
206,Handfläche::N,ahur,kuä´m'mer
207,Handfläche::N,ahur,ǩiõttǩeä´m'men
208,Handfläche::N,ahur,ко̄а̄ллдэгк
209,Handfläche::N,ahur,кӣдткоалдэгк
210,Finger::N,hatz,soerme
211,Finger::N,hatz,tjuvdde
212,Finger::N,hatz,suorbma
213,Finger::N,hatz,čuvde
214,Finger::N,hatz,suor'mâ
215,Finger::N,hatz,suõrmm
216,Finger::N,hatz,це̄ххп
217,Fingernagel::N,azazkal,gadtse
218,Fingernagel::N,azazkal,guehpere
219,Fingernagel::N,azazkal,gadtsa
220,Fingernagel::N,azazkal,gazza
221,Fingernagel::N,azazkal,kozzâ
222,Fingernagel::N,azazkal,kõʒʒ
223,Fingernagel::N,azazkal,кэ̄ннц
224,Nagel[Anatomie]::N,azazkal,gadtse
225,Nagel[Anatomie]::N,azazkal,guehpere
226,Nagel[Anatomie]::N,azazkal,gadtsa
227,Nagel[Anatomie]::N,azazkal,gazza
228,Nagel[Anatomie]::N,azazkal,kozzâ
229,Nagel[Anatomie]::N,azazkal,kõʒʒ
230,Nagel[Anatomie]::N,azazkal,кэ̄ннц
231,Zeh::N,behatz,tjiehtjere
232,Zeh::N,behatz,juolggetjuvdde
233,Zeh::N,behatz,juolgesuorbma
234,Zeh::N,behatz,jyel'gisuor'mâ
235,Zeh::N,behatz,jue´lǧǧsuõrmm
236,Zeh::N,behatz,ю̄лльк-це̄һп
237,Fuß::N,oin,juelkie
238,Fuß::N,oin,juolgge
239,Fuß::N,oin,juolgi
240,Fuß::N,oin,jyel'gi
241,Fuß::N,oin,jue´lǧǧ
242,Fuß::N,oin,ла̄бпь
243,Ferse::N,orpo,båetskie
244,Ferse::N,orpo,boasske
245,Ferse::N,orpo,šušmi
246,Ferse::N,orpo,šušme
247,Ferse::N,orpo,jue´lǧǧkädd
248,Ferse::N,orpo,ка̄ннт
249,Ferse::N,oinburu,båetskie
250,Ferse::N,oinburu,boasske
251,Ferse::N,oinburu,šušmi
252,Ferse::N,oinburu,šušme
253,Ferse::N,oinburu,jue´lǧǧkädd
254,Ferse::N,oinburu,ка̄ннт
255,Knie::N,belaun,boelve
256,Knie::N,belaun,buolvva
257,Knie::N,belaun,čibbi
258,Knie::N,belaun,veaŋki
259,Knie::N,belaun,iidâ
260,Knie::N,belaun,puõlvv
261,Knie::N,belaun,пуллв
262,Oberschenkel::N,izter,ruaksja
263,Oberschenkel::N,izter,tjibbe
264,Oberschenkel::N,izter,gassaváhkká
265,Oberschenkel::N,izter,badjeváhkáa
266,Oberschenkel::N,izter,čuár'bpeeḷi
267,Oberschenkel::N,izter,če´bb
268,Oberschenkel::N,izter,чуаррбе̄лль
269,Bein::N,zango,juelkie
270,Bein::N,zango,juolgge
271,Bein::N,zango,juolgi
272,Bein::N,zango,jyel'gi
273,Bein::N,zango,jue´lǧǧ
274,Bein::N,zango,ю̄лльк
275,Körper::N,soin,kråahpe
276,Körper::N,soin,rumáj
277,Körper::N,soin,rumaš
278,Körper::N,soin,ruumâš
279,Körper::N,soin,rå´pp
280,Körper::N,soin,лышшьк
281,Körper::N,soin,роаӈӈьк
282,Haut::N,azal,njaltja
283,Haut::N,azal,lijkke
284,Haut::N,azal,tjuobma
285,Haut::N,azal,liiki
286,Haut::N,azal,liške
287,Haut::N,azal,le´šǩǩ
288,Haut::N,azal,лышшьк
289,Blut::N,odol,vïrre
290,Blut::N,odol,maelie
291,Blut::N,odol,varra
292,Blut::N,odol,varra
293,Blut::N,odol,vorrâ
294,Blut::N,odol,võrr
295,Blut::N,odol,вэ̄рр
296,Ader::N,zain,åerie
297,Ader::N,zain,aajroe
298,Ader::N,zain,suodna
299,Ader::N,zain,varrasuotna
300,Ader::N,zain,suoṇâ
301,Ader::N,zain,suõnn
302,Ader::N,zain,сӯнн
303,Sehne::N,gihar-zain,soene
304,Sehne::N,gihar-zain,gåårtenje
305,Sehne::N,gihar-zain,suodna
306,Sehne::N,gihar-zain,suotna
307,Sehne::N,gihar-zain,suoṇâ
308,Sehne::N,gihar-zain,suõnn
309,Sehne::N,gihar-zain,сӯнн
310,Knochen::N,hezur,måara
311,Knochen::N,hezur,måaroe
312,Knochen::N,hezur,dákte
313,Knochen::N,hezur,dákti
314,Knochen::N,hezur,tähti
315,Knochen::N,hezur,tä´htt
316,Knochen::N,hezur,та̄ххт
317,Knochen::N,hezur,та̄ффьт
318,Gehirn::N,garun,aajla
319,Gehirn::N,garun,vuojŋam
320,Gehirn::N,garun,vuoigŋašat
321,Gehirn::N,garun,vuoi'ŋâšeh
322,Gehirn::N,garun,vuo'ivâšneh
323,Gehirn::N,garun,vuõivâšn
324,Gehirn::N,garun,вуэййвэшна
325,Gehirn::N,burmuin,aajla
326,Gehirn::N,burmuin,vuojŋam
327,Gehirn::N,burmuin,vuoigŋašat
328,Gehirn::N,burmuin,vuoi'ŋâšeh
329,Gehirn::N,burmuin,vuo'ivâšneh
330,Gehirn::N,burmuin,vuõivâšn
331,Gehirn::N,burmuin,вуэййвэшна
332,Herz::N,bihotz,vaajmoe
333,Herz::N,bihotz,tsåhke
334,Herz::N,bihotz,váibmu
335,Herz::N,bihotz,váimu
336,Herz::N,bihotz,čââ´đ
337,Herz::N,bihotz,кӯттҌк
338,Magen::N,urdail,tjåejjie
339,Magen::N,urdail,tjoajvve
340,Magen::N,urdail,čoavji
341,Magen::N,urdail,čuáv'ji
342,Magen::N,urdail,čåu´jj
343,Magen::N,urdail,чо̄ввьй
344,Leber::N,gibel,mueksie
345,Leber::N,gibel,librre
346,Leber::N,gibel,vuoivvas
347,Leber::N,gibel,vuoivâs
348,Leber::N,gibel,vuõivâs
349,Leber::N,gibel,вуйвас
350,Atem::N,hats,voejngehtasse
351,Atem::N,hats,båssånis
352,Atem::N,hats,vuojŋadahka
353,Atem::N,hats,vuoiŋŋahat
354,Atem::N,hats,vuo'iŋâstim
355,Atem::N,hats,jiõg'g
356,Atem::N,hats,вӯйнас
357,Atem::N,hats,вӯййнмушш
358,Atem::N,arnasa,voejngehtasse
359,Atem::N,arnasa,båssånis
360,Atem::N,arnasa,vuojŋadahka
361,Atem::N,arnasa,vuoiŋŋahat
362,Atem::N,arnasa,vuo'iŋâstim
363,Atem::N,arnasa,jiõg'g
364,Atem::N,arnasa,вӯйнас
365,Atem::N,arnasa,вӯййнмушш
366,Hunger::N,gose,nielkie
367,Hunger::N,gose,nielgge
368,Hunger::N,gose,nealgi
369,Hunger::N,gose,nelgi
370,Hunger::N,gose,neä´lǧǧ
371,Hunger::N,gose,не̄лльк
372,Träne::N,malko,gïknjele
373,Träne::N,malko,ganjál
374,Träne::N,malko,ganjal
375,Träne::N,malko,koonjâl
376,Träne::N,malko,kõõnjâl
377,Träne::N,malko,кэ̄нял
378,Geschmack::N,dasta,aelmie
379,Geschmack::N,dasta,muosse
380,Geschmack::N,dasta,smáhkka
381,Geschmack::N,dasta,máhku
382,Geschmack::N,dasta,smáhkka
383,Geschmack::N,dasta,mááhu
384,Geschmack::N,dasta,smakkâ
385,Geschmack::N,dasta,njõõd
386,Geschmack::N,dasta,smääkk
387,Geschmack::N,dasta,ня̄лльк
388,Geruch::N,usain,haaje
389,Geruch::N,usain,habjja
390,Geruch::N,usain,hádja
391,Geruch::N,usain,opsâ
392,Geruch::N,usain,haajâ
393,Geruch::N,usain,õpss
394,Geruch::N,usain,haajj
395,Geruch::N,usain,апс
396,Geruch::N,usain,лэ̄гк
397,Schlaf::N,lo,nahkerh
398,Schlaf::N,lo,nager
399,Schlaf::N,lo,oados
400,Schlaf::N,lo,nagir
401,Schlaf::N,lo,naṿer
402,Schlaf::N,lo,nââ´er
403,Schlaf::N,lo,нагерь
404,Traum::N,amets,nahkere
405,Traum::N,amets,niehko
406,Traum::N,amets,niehku
407,Traum::N,amets,naṿer
408,Traum::N,amets,nââ´er
409,Traum::N,amets,нагерь
410,Himmel::N,zeru,elmie
411,Himmel::N,zeru,almme
412,Himmel::N,zeru,albmi
413,Himmel::N,zeru,alme
414,Himmel::N,zeru,â´lmm
415,Himmel::N,zeru,алльм
416,Sonne::N,eguzki,biejjie
417,Sonne::N,eguzki,bæjvásj
418,Sonne::N,eguzki,beaivváš
419,Sonne::N,eguzki,peivi
420,Sonne::N,eguzki,piäiváš
421,Sonne::N,eguzki,pei´vv
422,Sonne::N,eguzki,пе̄ййв
423,Mond::N,ilargi,aske
424,Mond::N,ilargi,mánno
425,Mond::N,ilargi,mánnu
426,Mond::N,ilargi,máánu
427,Mond::N,ilargi,mään
428,Mond::N,ilargi,ма̄нн
429,Stern::N,izar,daasta
430,Stern::N,izar,naestie
431,Stern::N,izar,násste
432,Stern::N,izar,násti
433,Stern::N,izar,täsni
434,Stern::N,izar,tä´snn
435,Stern::N,izar,та̄ссьт
436,Luft::N,aire,elmie
437,Luft::N,aire,ájmmo
438,Luft::N,aire,áibmu
439,Luft::N,aire,áimu
440,Luft::N,aire,šõŋŋ
441,Luft::N,aire,вӯйнас
442,Wind::N,haize,bïegke
443,Wind::N,haize,biegga
444,Wind::N,haize,biegga
445,Wind::N,haize,pieg'gâ
446,Wind::N,haize,piõg'g
447,Wind::N,haize,пӣӈӈк
448,Welle::N,uhin,baaroe
449,Welle::N,uhin,bárro
450,Welle::N,uhin,bárru
451,Welle::N,uhin,pááṛu
452,Welle::N,uhin,päärr
453,Welle::N,uhin,нэ̄ммп
454,Welle::N,olatu,baaroe
455,Welle::N,olatu,bárro
456,Welle::N,olatu,bárru
457,Welle::N,olatu,pááṛu
458,Welle::N,olatu,päärr
459,Welle::N,olatu,нэ̄ммп
460,Wasser::N,ur,tjaetsie
461,Wasser::N,ur,tjáhtje
462,Wasser::N,ur,čáhci
463,Wasser::N,ur,čääci
464,Wasser::N,ur,čää´cc
465,Wasser::N,ur,ча̄дзь
466,Stein::N,harri,gierkie
467,Stein::N,harri,giergge
468,Stein::N,harri,geađgi
469,Stein::N,harri,keđgi
470,Stein::N,harri,ǩeä´dǧǧ
471,Stein::N,harri,ке̄ддҌк
472,Boden::N,lur,betnie
473,Boden::N,lur,ednam
474,Boden::N,lur,bodni
475,Boden::N,lur,vuođđu
476,Boden::N,lur,ponne
477,Boden::N,lur,vuáđ̣u
478,Boden::N,lur,vuâđđ
479,Boden::N,lur,лаввьн
480,Boden::N,lur,е̄ммьне
481,Boden::N,zoru,betnie
482,Boden::N,zoru,ednam
483,Boden::N,zoru,bodni
484,Boden::N,zoru,vuođđu
485,Boden::N,zoru,ponne
486,Boden::N,zoru,vuáđ̣u
487,Boden::N,zoru,vuâđđ
488,Boden::N,zoru,лаввьн
489,Boden::N,zoru,е̄ммьне
490,Erde::N,lur,jåarta
491,Erde::N,lur,mueltie
492,Erde::N,lur,ednam
493,Erde::N,lur,mållde
494,Erde::N,lur,eana
495,Erde::N,lur,eennâm
496,Erde::N,lur,mädd
497,Erde::N,lur,jânnam
498,Erde::N,lur,е̄ммьне
499,Staub::N,hauts,heblie
500,Staub::N,hauts,tsumhtsie
501,Staub::N,hauts,dubme
502,Staub::N,hauts,dopmu
503,Staub::N,hauts,kovjâ
504,Staub::N,hauts,põõ´l
505,Staub::N,hauts,кэ̄ббьй
506,Rauch::N,ke,soeve
507,Rauch::N,ke,suovva
508,Rauch::N,ke,suovva
509,Rauch::N,ke,suoṿâ
510,Rauch::N,ke,suõvv
511,Rauch::N,ke,сӯвв
512,Funke::N,zirta,naestie
513,Funke::N,zirta,tjuonam
514,Funke::N,zirta,čuotnan
515,Funke::N,zirta,čuođâlm
516,Funke::N,zirta,iiskâr
517,Funke::N,zirta,čuõzzâm
518,Funke::N,zirta,чӯссэм
519,Funke::N,txinparta,naestie
520,Funke::N,txinparta,tjuonam
521,Funke::N,txinparta,čuotnan
522,Funke::N,txinparta,čuođâlm
523,Funke::N,txinparta,iiskâr
524,Funke::N,txinparta,čuõzzâm
525,Funke::N,txinparta,чӯссэм
526,Feuer::N,su,dålle
527,Feuer::N,su,dållå
528,Feuer::N,su,dolla
529,Feuer::N,su,tullâ
530,Feuer::N,su,toll
531,Feuer::N,su,то̄лл
532,Licht::N,argi,tjoevke
533,Licht::N,argi,tjuovgga
534,Licht::N,argi,čuovga
535,Licht::N,argi,čuovggas
536,Licht::N,argi,čuoṿâ
537,Licht::N,argi,toll
538,Licht::N,argi,čuõvv
539,Licht::N,argi,то̄лл
540,Schatten::N,itzal,skugkie
541,Schatten::N,itzal,soejvene
542,Schatten::N,itzal,irkes
543,Schatten::N,itzal,sieges
544,Schatten::N,itzal,itku
545,Schatten::N,itzal,suoivâ
546,Schatten::N,itzal,õõtt
547,Schatten::N,itzal,ǩeeu´niǩ
548,Schatten::N,itzal,кывьнэхь
549,Schatten::N,geriza,skugkie
550,Schatten::N,geriza,soejvene
551,Schatten::N,geriza,irkes
552,Schatten::N,geriza,sieges
553,Schatten::N,geriza,itku
554,Schatten::N,geriza,suoivâ
555,Schatten::N,geriza,õõtt
556,Schatten::N,geriza,ǩeeu´niǩ
557,Schatten::N,geriza,кывьнэхь
558,Wetter::N,eguraldi,vïerhtse
559,Wetter::N,eguraldi,dálkke
560,Wetter::N,eguraldi,dálki
561,Wetter::N,eguraldi,šoŋŋâ
562,Wetter::N,eguraldi,šõŋŋ
563,Wetter::N,eguraldi,шэ̄ӈӈ
564,Nebel::N,laino,såavla
565,Nebel::N,laino,mearhka
566,Nebel::N,laino,murkko
567,Nebel::N,laino,mierkká
568,Nebel::N,laino,mierká
569,Nebel::N,laino,miär'kká
570,Nebel::N,laino,oṃo
571,Nebel::N,laino,sue´lnn
572,Nebel::N,laino,цӣгк
573,Nebel::N,laino,сулльн
574,Wolke::N,hodei,balve
575,Wolke::N,hodei,balvva
576,Wolke::N,hodei,balva
577,Wolke::N,hodei,polvâ
578,Wolke::N,hodei,põlvv
579,Wolke::N,hodei,пэллв
580,Regen::N,euri,ebrie
581,Regen::N,euri,harvve
582,Regen::N,euri,arvi
583,Regen::N,euri,arve
584,Regen::N,euri,â´brr
585,Regen::N,euri,аббьр
586,Schnee::N,elur,lopme
587,Schnee::N,elur,moehtege
588,Schnee::N,elur,muohta
589,Schnee::N,elur,muohta
590,Schnee::N,elur,muotâ
591,Schnee::N,elur,muõtt
592,Schnee::N,elur,вэ̄дз
593,Schnee::N,elur,куэллт
594,Eis::N,horma,jïenge
595,Eis::N,horma,jiegŋa
596,Eis::N,horma,jiekŋa
597,Eis::N,horma,jieŋ̣â
598,Eis::N,horma,jiõŋŋ
599,Eis::N,horma,ӣӈӈ
600,Frost::N,izotzaldi,baajkoe
601,Frost::N,izotzaldi,tjoasskem
602,Frost::N,izotzaldi,buolaš
603,Frost::N,izotzaldi,puolâš
604,Frost::N,izotzaldi,puõlâš
605,Frost::N,izotzaldi,мӯнь
606,Kälte::N,hotz,jueskie
607,Kälte::N,hotz,tjåetskeme
608,Kälte::N,hotz,tjoasskem
609,Kälte::N,hotz,čoaskin
610,Kälte::N,hotz,ko'lmâsvuotâ
611,Kälte::N,hotz,ijss
612,Kälte::N,hotz,čuä´cǩǩem
613,Kälte::N,hotz,tuârggnjõs
614,Kälte::N,hotz,кэ̄лмас
615,Hitze::N,bero,baahke
616,Hitze::N,bero,báhkka
617,Hitze::N,bero,báhkka
618,Hitze::N,bero,pakkâ
619,Hitze::N,bero,kuṃe
620,Hitze::N,bero,paašt
621,Hitze::N,bero,жоарр
622,Raureif::N,antzigar,jyjse
623,Raureif::N,antzigar,ridne
624,Raureif::N,antzigar,goarre
625,Raureif::N,antzigar,ritni
626,Raureif::N,antzigar,suhči
627,Raureif::N,antzigar,riṇe
628,Raureif::N,antzigar,ай
629,Regenbogen::N,ostadar,aatjan goengere
630,Regenbogen::N,ostadar,aatjan joekse
631,Regenbogen::N,ostadar,ádjájuoksa
632,Regenbogen::N,ostadar,arvedávgi
633,Regenbogen::N,ostadar,bajándávgi
634,Regenbogen::N,ostadar,äijihtävgi
635,Regenbogen::N,ostadar,teârmmazjohss
636,Regenbogen::N,ostadar,тӣрмесью̄ккс
637,Regenbogen::N,ortzadar,aatjan goengere
638,Regenbogen::N,ortzadar,aatjan joekse
639,Regenbogen::N,ortzadar,ádjájuoksa
640,Regenbogen::N,ortzadar,arvedávgi
641,Regenbogen::N,ortzadar,bajándávgi
642,Regenbogen::N,ortzadar,äijihtävgi
643,Regenbogen::N,ortzadar,teârmmazjohss
644,Regenbogen::N,ortzadar,тӣрмесью̄ккс
645,Donner::N,ostots,raejrie
646,Donner::N,ostots,átjek
647,Donner::N,ostots,átjárájdde
648,Donner::N,ostots,áddjá
649,Donner::N,ostots,baján
650,Donner::N,ostots,juuṛâ
651,Donner::N,ostots,tie´rmes
652,Donner::N,ostots,тӣрмесь
653,Donner::N,ostots,ча̄ркнэгк
654,Donner::N,ihurtzuri,raejrie
655,Donner::N,ihurtzuri,átjek
656,Donner::N,ihurtzuri,átjárájdde
657,Donner::N,ihurtzuri,áddjá
658,Donner::N,ihurtzuri,baján
659,Donner::N,ihurtzuri,juuṛâ
660,Donner::N,ihurtzuri,tie´rmes
661,Donner::N,ihurtzuri,тӣрмесь
662,Donner::N,ihurtzuri,ча̄ркнэгк
663,Strömung::N,laster,njuvvie
664,Strömung::N,laster,ájggedáhpe
665,Strömung::N,laster,rávdnji
666,Strömung::N,laster,virde
667,Strömung::N,laster,ve´rdd
668,Strömung::N,laster,выррьт
669,Tropfen::N,xorta,gåajhkohts
670,Tropfen::N,xorta,gåjkudis
671,Tropfen::N,xorta,goaikkanas
672,Tropfen::N,xorta,čalme
673,Tropfen::N,xorta,čâ´lmm
674,Tropfen::N,xorta,ча̄лльм
675,Schaum::N,bits,sapte
676,Schaum::N,bits,såpptå
677,Schaum::N,bits,sokta
678,Schaum::N,bits,suptâ
679,Schaum::N,bits,soptt
680,Schaum::N,bits,со̄ппт
681,Schmutz::N,lohi,haaskoe
682,Schmutz::N,lohi,duolvva
683,Schmutz::N,lohi,duolva
684,Schmutz::N,lohi,durdi
685,Schmutz::N,lohi,stänži
686,Schmutz::N,lohi,sähss
687,Schmutz::N,lohi,са̄ккьс
688,Schmutz::N,lohi,не̄шшь
689,Schmutz::N,zikin,haaskoe
690,Schmutz::N,zikin,duolvva
691,Schmutz::N,zikin,duolva
692,Schmutz::N,zikin,durdi
693,Schmutz::N,zikin,stänži
694,Schmutz::N,zikin,sähss
695,Schmutz::N,zikin,са̄ккьс
696,Schmutz::N,zikin,не̄шшь
697,See::N,laku,jaevrie
698,See::N,laku,jávrre
699,See::N,laku,jávri
700,See::N,laku,jävri
701,See::N,laku,jâu´rr
702,See::N,laku,я̄ввьр
703,See::N,aintzira,jaevrie
704,See::N,aintzira,jávrre
705,See::N,aintzira,jávri
706,See::N,aintzira,jävri
707,See::N,aintzira,jâu´rr
708,See::N,aintzira,я̄ввьр
709,Sumpf::N,zingira,pluevie
710,Sumpf::N,zingira,áhpe
711,Sumpf::N,zingira,sæmssa
712,Sumpf::N,zingira,jeaggi
713,Sumpf::N,zingira,jeggi
714,Sumpf::N,zingira,jeä´ǧ'ǧ
715,Sumpf::N,zingira,ла̄ммьп
716,Moor::N,zohikaztegi,pluevie
717,Moor::N,zohikaztegi,jiegge
718,Moor::N,zohikaztegi,suotnju
719,Moor::N,zohikaztegi,karrii
720,Moor::N,zohikaztegi,kä´rev
721,Moor::N,zohikaztegi,veättaǩ
722,Moor::N,zohikaztegi,ла̄ммьп
723,Wiese::N,larre,ïentje
724,Wiese::N,larre,giedde
725,Wiese::N,larre,gieddi
726,Wiese::N,larre,nijtto
727,Wiese::N,larre,пуэшенҍ
728,Wiese::N,belardi,ïentje
729,Wiese::N,belardi,giedde
730,Wiese::N,belardi,gieddi
731,Wiese::N,belardi,nijtto
732,Wiese::N,belardi,пуэшенҍ
733,Wald::N,baso,skåake
734,Wald::N,baso,skåajje
