,Concept_ID,sl,te
86,Raureif::N,slána,మంచు
87,Regenbogen::N,mávrica,ఇంద్రధనుస్సు
88,Donner::N,gròm,ఉరుము
89,Strömung::N,strúja,ప్రవాహము
90,Tropfen::N,káplja,చుక్క
91,Schaum::N,péna,నురుగు
92,Schmutz::N,nesnága,మైల
93,See::N,jézero,సరస్సు
94,Sumpf::N,močvírje,చిత్తడినేల
95,Moor::N,bárje,చిత్తడినేల
96,Wiese::N,trávnik,పచ్చిక బయలు
97,Wald::N,lés,అడవి
98,Wald::N,gòzd,అడవి
99,Hügel::N,brég,చివ్నకొండ
100,Hügel::N,goríca,చివ్నకొండ
101,Anhöhe::N,gríč,కొండ
102,Anhöhe::N,višína,కొండ
103,Berg::N,gôra,పర్వతము
104,Berg::N,planína,పర్వతము
105,Gipfel::N,vŕh,శిఖరము
106,Höhle::N,jáma,గుహ
107,Höhle::N,votlína,గుహ
108,Abhang::N,pobóčje,ఏటవాలు
109,Quelle::N,izvír,మూలము
110,Bach::N,pôtok,కాలువ
111,Fluss::N,réka,నది
112,Ufer::N,brég,తీరము
113,Küste::N,obála,తీరము
114,Küste::N,obréžje,తీరము
115,Festland::N,celína,భూమి
116,Festland::N,kopnína,భూమి
117,Meer::N,mórje,సముద్రము
118,Bucht::N,zalív,మరుగు
119,Insel::N,ôtok,దీవి
120,Blume::N,cvetlíca,పుష్పము
121,Gras::N,tráva,పచ్చగడ్డి
122,Wurzel::N,korenína,వేరు
123,Baum::N,drevó,చెట్టు
124,Stamm::N,dêblo,చెట్టుబోదె
125,Rinde::N,lúbje,చెట్టుపట్ట
126,Rinde::N,skórja,చెట్టుపట్ట
127,Ast::N,véja,కొమ్మ
128,Zweig::N,véja,చివుకు
129,Blatt::N,líst,ఆకు
130,Birke::N,bréza,తరహా చెట్టు
131,Kiefer[Baum]::N,bòr,దేవదారు చెట్టు
132,Weide[Baum]::N,vŕba,జాతిచెట్టు
133,Tanne::N,hója,దేవదారుచెట్టు
134,Horn::N,róg,కొమ్ము
135,Feder::N,peró,ఈక
136,Fell::N,kŕzno,తోలు
137,Flügel::N,krílo,ఱెక్క
138,Klaue::N,párkelj,వంకరగోరు
139,Kralle::N,krémpelj,వంకరగోరు
140,Schwanz::N,rèp,తోక
141,Ei::N,jájce,గ్రుడ్డు
142,Nest::N,gnézdo,పక్షిగూడు
143,Bau::N,brlòg,గుహ
144,Tier::N,živál,జంతువు
145,Herde::N,čréda,మంద
146,Kuh::N,kráva,ఆవు
147,Bulle::N,bìk,గిత్త
148,Pferd::N,kònj,గుఱ్ఱము
149,Schaf::N,ôvca,గొఱ్ఱె
150,Schwein::N,svínja,పంది
151,Hund::N,pès,కుక్క
152,Katze::N,máčka,పిల్లి
153,Bär::N,mêdved,ఎలుగుబంటి
154,Eichhörnchen::N,véverica,ఉడుత
155,Elch::N,lós,కణంజు
156,Fuchs::N,lisíca,గుంటనక్క
157,Hase::N,zájec,కుందేలు
158,Maus::N,mìš,చిట్టెలుక
159,Wolf::N,vólk,తోడేలు
160,Vogel::N,ptìč,పక్షి
161,Vogel::N,ptíca,పక్షి
162,Schwarm::N,játa,గుంపు
163,Huhn::N,kokóš,కోడిపిల్ల
164,Hahn::N,petêlin,కోడివుంజు
165,Gans::N,gós,ఆడుబాతు
166,Adler::N,ôrel,గ్రద్ద
167,Ente::N,ráca,పాట్టిబాతు
168,Eule::N,sôva,గ్రుడ్లగూబ
169,Kranich::N,žerjàv,కొంగ
170,Krähe::N,vrána,కాకి
171,Kuckuck::N,kúkavica,కోయల
172,Schwan::N,labód,హంస
173,Fisch::N,ríba,చేప
174,Barsch::N,ostríž,ఒకచేఁప
175,Hecht::N,ščúka,గండుమీను
176,Schlange[Tier]::N,káča,పాము
177,Wurm::N,čr̀v,పురుగు
178,Wurm::N,glísta,పురుగు
179,Spinne::N,pájek,సాలె పురుగు
180,Ameise::N,mrávlja,చీమ
181,Laus::N,úš,పేను
182,Mücke::N,komár,చీకటీగ
183,Fliege::N,múha,ఈగ
184,Schmetterling::N,metúlj,సీతాకోకచిలుక
185,Beere::N,jágoda,కాయ
186,Apfel::N,jábolko,ఆపిల్ పండు
187,Pilz::N,góba,కుక్కగొడుగు
188,Zwiebel::N,čebúla,నీరుల్లి
189,Saat::N,séme,విత్తనము
190,Korn::N,zŕno,గింజ
191,Heu::N,senó,ఎండుగడ్డి
192,Schale::N,lupína,పొట్టు
193,Grube::N,jáma,గొయ్యి
194,Falle::N,pást,బోను
195,Schlinge::N,zánka,ఉరి
196,Schlinge::N,pêtlja,ఉరి
197,Spur::N,sléd,జాడ
198,Asche::N,pepél,బూడిద
199,Dreck::N,bláto,ముఱికి
200,Eisen::N,želézo,ఇనుము
201,Gold::N,zlató,బంగారము
202,Silber::N,srebró,వెండి
203,Kohle::N,ógel,నేలబొగ్గు
204,Glas::N,stêklo,గాజు
205,Lehm::N,ílo,బంకమన్ను
206,Sand::N,pések,ఇసుక
207,Mensch::N,člôvek,నరుడు
208,Mann::N,móž,పురుమడు
209,Mann::N,môški,పురుమడు
210,Frau::N,gospá,ఆడుది
211,Frau::N,žénska,ఆడుది
212,Kind::N,déte,బిడ్డ
213,Kind::N,otròk,బిడ్డ
214,Junge::N,fànt,బాలుడు
215,Junge::N,déček,బాలుడు
216,Mädchen::N,deklè,బాలిక
217,Mädchen::N,déklica,బాలిక
218,Familie::N,družína,కుటుంబము
219,Großvater::N,dèd,తాత
220,Großvater::N,dédek,తాత
221,Großmutter::N,bábica,అయ్యమ్మ
222,Eltern::N,stárši,తల్లితండ్రులు
223,Vater::N,ôče,తండ్రి
224,Mutter::N,máma,తల్లి
225,Sohn::N,sín,కొడుకు
226,Tochter::N,hčí,కూతురు
227,Tochter::N,hčérka,కూతురు
228,Bruder::N,bràt,పోదరుడు
229,Schwester::N,sêstra,సోదరి
230,Onkel::N,újec,మేనమామ
231,Onkel::N,stríc,మేనమామ
232,Tante::N,têta,మేనత్త
233,Tante::N,têta,పినతల్లి
234,Tante::N,strína,మేనత్త
235,Tante::N,strína,పినతల్లి
236,Ehemann::N,móž,భర్త
237,Ehemann::N,sopróg,భర్త
238,Ehefrau::N,žêna,భార్య
239,Ehefrau::N,sopróga,భార్య
240,Freude::N,rádost,సంతోషము
241,Freude::N,vesêlje,సంతోషము
242,Gelächter::N,sméh,నవ్వు
243,Gelächter::N,grohòt,నవ్వు
244,Glück::N,sréča,సంతోషము
245,Kummer::N,gorjé,దుఃఖము
246,Wunsch::N,žêlja,కోరిక
247,Lust::N,poželênje,కోరిక
248,Geist::N,dúša,ఆత్మ
249,Gedanke::N,mísel,ఆలోచన
250,Gedächtnis::N,pámet,జ్ఞాపకము
251,Sinn::N,pomèn,అర్థము
252,Sinn::N,smísel,అర్థము
253,Grund::N,vzròk,కారణము
254,Wahrheit::N,resníca,సత్యము
255,Gespräch::N,pogóvor,పంభాషణ
256,Märchen::N,právljica,అద్భుతకథ
257,Erzählung::N,povést,కథ
258,Nachricht::N,sporočílo,వార్త
259,Neuigkeit::N,novóst,వార్త
260,Name::N,imé,పేరు
261,Rätsel::N,ugánka,చిక్కు
262,Rede::N,góvor,ఉపన్యాసము
263,Sprache::N,jêzik,భాష
264,Stimme::N,glás,కంరథ్సని
265,Wort::N,beséda,మాట
266,Zeichen::N,znák,గుర్తు
267,Ruf::N,klíc,పిలువు
268,Lärm::N,hrúp,సందడి
269,Lärm::N,trúšč,సందడి
270,Laut::N,glás,ధ్వని
271,Ton::N,tón,స్వరము
272,Lied::N,pésem,పాట
273,Ruhe::N,pokòj,గాలిలేమి
274,Leute::N,ljudjé,జనులు
275,Volk::N,národ,జాతి
276,Arbeit::N,délo,పని
277,Gast::N,gòst,అతిధి
278,Geschenk::N,darílo,దానము
279,Spiel::N,ígra,ఆట
280,Gesellschaft::N,drúžba,జట్టు
281,Hilfe::N,pomóč,సాహాయ్యము
282,Freund::N,prijátelj,స్నేహితుడు
283,Kamerad::N,továriš,చెలికాడు
284,Angelegenheit::N,zadéva,విషయము
285,Anzahl::N,števílo,లెక్క
286,Art::N,vŕsta,జాతి
287,Stück::N,kós,తునుక
288,Teil::N,dél,భాగము
289,Hälfte::N,polovíca,సగము
290,Kreis::N,króg,వృత్తము
291,Kreis::N,kolobár,వృత్తము
292,Kreuz::N,kríž,సిలువ
293,Linie::N,próga,గీత
294,Strich::N,čŕta,గీత
295,Abstand::N,preslédek,సందు
296,Entfernung::N,oddáljenost,దూరము
297,Gegend::N,kràj,విస్తీర్ణము
298,Gegend::N,dežêla,విస్తీర్ణము
299,Platz::N,prôstor,ఎడము
300,Ort::N,mésto,స్థలము
301,Seite::N,bòk,ప్రక్క
302,Seite::N,strán,ప్రక్క
303,Mitte::N,sredína,నడిమి
304,Gegenstand::N,prédmet,పద్దు
305,Sache::N,réč,వస్తువు
306,Sache::N,stvár,వస్తువు
307,Rand::N,kràj,అంచు
308,Kante::N,rób,అంచు
309,Ecke::N,vogál,మూల
310,Spitze::N,óst,మొన
311,Ende::N,kônec,కొన
312,Loch::N,lúknja,రంధ్రము
313,Winkel::N,kót,కోణము
314,Muster::N,vzórec,మాదిరి
315,Größe::N,veličína,పరిమాణము
316,Länge::N,dolžína,పొడుగు
317,Höhe::N,vršína,పొడుగు
318,Gewicht::N,téža,భారము
319,Menge::N,količína,మొత్తము
320,Haufen::N,kùp,రాశి
321,Haufen::N,kopíca,రాశి
322,Reihe::N,níz,వరుస
323,Reihe::N,vŕsta,వరుస
324,Boot::N,čóln,పడవ
325,Ruder::N,vêslo,అడక
326,Schlitten::N,saní,సరవండ్లు
327,Ski::N,smučí,స్కీ
328,Lagerfeuer::N,táborni ôgenj,నెగడు
329,Last::N,tôvor,బరువు
330,Gang::N,hòd,నడక
331,Schritt::N,korák,అడుగు
332,Norden::N,séver,ఉత్తరదిక్కు
333,Süden::N,júg,దక్షిణము
334,Westen::N,zapàd,పడమర
335,Osten::N,vzhòd,తూర్పు
336,Holz::N,lés,కొయ్య
337,Brett::N,deskà,పలక
338,Platte::N,plôča,పలక
339,Stütze::N,opóra,వాల్సేడ్లు
340,Stütze::N,zaslómba,వాల్సేడ్లు
341,Stange::N,gréd,స్తంభము
342,Stock::N,pálica,కఱ్ఱ
343,Stab::N,pálica,కఱ్ఱ
344,Rohr::N,cév,గొట్టము
345,Haus::N,híša,ఇల్లు
346,Heim::N,dóm,స్వగృహము
347,Ofen::N,péč,పొయ్యి
348,Fußboden::N,pòd,నేల
349,Tisch::N,míza,మేజా
350,Stuhl::N,stòl,కుర్చీ
351,Wiege::N,zíbel,ఉయ్యాల
352,Bett::N,póstelja,పడక
353,Bett::N,póstelja,మంచం
354,Regal::N,políca,అటక
355,Kiste::N,zabòj,వెట్టె
356,Fenster::N,ôkno,కిటికి
357,Tür::N,vráta,ద్వారము
358,Tor::N,velíka vráta,ద్వారము
359,Zaun::N,ográja,కంచె
360,Dach::N,stréha,ఇంటివైకప్పు
361,Leiter::N,léstev,నిచ్చెన
362,Besen::N,mêtla,చీపురుకట్ట
363,Spaten::N,lopáta,పాఱ
364,Schaufel::N,lopáta,పాఱ
365,Gabel::N,vílice,ముండ్లగరిటె
366,Löffel::N,žlíca,గరిటె
367,Messer::N,nòž,కత్తి
368,Nagel::N,žebèlj,మేకు
369,Netz::N,mréža,వల
370,Haken::N,kljúka,కొక్కెము
371,Griff::N,ročáj,పిడి
372,Griff::N,oprijèm,పిడి
373,Schloss::N,ključávnica,తాళము
374,Bild::N,slíka,చిత్రము
375,Figur::N,figúra,రూపము
376,Figur::N,postáva,రూపము
377,Puppe::N,lútka,బొమ్మ
378,Beutel::N,môšnja,సంచి
379,Bündel::N,cúla,మూట
380,Bündel::N,svéženj,మూట
381,Tasche::N,tórba,సంచి
382,Tasche::N,tobôlec,సంచి
383,Eimer::N,vêdro,చేద
384,Deckel::N,pokròv,మూత
385,Deckel::N,poklópec,మూత
386,Geschirr::N,posóda,వంటకాలు
387,Sack::N,vréča,గోనెసంచి
388,Tasse::N,skodélica,గిన్నె
389,Topf::N,lônec,కుండ
390,Kessel::N,kôtel,నీరుకాచుపాత్ర
391,Essen::N,hrána,ఆహారము
392,Nahrung::N,živílo,ఆహారము
393,Speise::N,jéd,ఆహారము
394,Fleisch::N,mesó,మాంసము
395,Getreide::N,žíto,ధాన్యము
396,Brei::N,káša,గుజ్జు
397,Brot::N,krùh,రొట్టె
398,Scheibe::N,réženj,బద్ద
399,Fett::N,mást,క్రొవ్వు
400,Fett::N,maščôba,క్రొవ్వు
401,Butter::N,máslo,వెన్న
402,Öl::N,ólje,నూనె
403,Salz::N,sól,ఉప్పు
404,Suppe::N,júha,చారు
405,Honig::N,méd,తెనె
406,Milch::N,mléko,పాలు
407,Tee::N,čáj,తేనీరు
408,Leder::N,úsnje,బాగుచేసివతోలు
409,Wolle::N,vólna,ఉన్ని
410,Stoff::N,blagó,బట్ట
411,Nadel::N,ígla,సూది
412,Faden::N,nít,దారము
413,Knopf::N,gúmb,బొత్తాము
414,Knoten::N,vôzel,ముడి
415,Farbe::N,bárva,రంగు
416,Kleidung::N,obléka,బట్టలు
417,Hemd::N,srájca,చొక్కాయ
418,Kragen::N,ovrátnik,మాల
419,Ärmel::N,rokáv,చొక్కాయచెయ్యి
420,Hose::N,hláče,ఇజారు
421,Gürtel::N,pás,పటకా
422,Mütze::N,kápa,టోపి
423,Mütze::N,čépica,టోపి
424,Schuh::N,čévelj,పాదరక్ష
425,Stiefel::N,škórenj,బూటు
426,Ring::N,pŕstan,ఉంగరము
427,Band::N,trák,నాడా
428,Kamm::N,glavník,దువ్వెన
429,Spiegel::N,zrcálo,అద్దము
430,Spiegel::N,ogledálo,అద్దము
431,Riemen::N,jêrmen,వాడా
432,Schnur::N,vŕvca,దారము
433,Leine::N,konôpec,వారు
434,Decke::N,odéja,కంబళి
435,Kissen::N,blazína,తలగడ
436,Tuch::N,pŕt,బట్ట
437,Tuch::N,rúta,బట్ట
438,Handtuch::N,brisáča,తువాలు
439,Kraft::N,síla,బలము
440,Stärke::N,jákost,శక్తి
441,Gesundheit::N,zdrávje,ఆరోగ్యము
442,Krankheit::N,bolézen,రోగము
443,Schmerz::N,ból,నొప్పి
444,Schmerz::N,bolečína,నొప్పి
445,Wunde::N,rána,గాయము
446,Fieber::N,vročína,జ్వరము
447,Arznei::N,lék,మందు
448,Arznei::N,zdravílo,మందు
449,Brücke::N,móst,వంతెన
450,Brunnen::N,vodnják,బావి
451,Brunnen::N,vodnják,కూపము
452,Brunnen::N,vodnják,నుయ్యి
453,Weide::N,páša,పచ్చికబయలు
454,Pfad::N,stezà,కాలిత్రోవ
455,Weg::N,pót,మార్గము
456,Straße::N,césta,బాట
457,Dorf::N,vás,గ్రామము
458,Stadt::N,mésto,పట్టణము
459,Brief::N,písmo,జాబు
460,Buch::N,knjíga,పుస్తకము
461,Buchstabe::N,čŕka,అక్షరము
462,Zeitung::N,čásnik,వార్తాపత్రిక
463,Leben::N,življênje,ప్రాణము
464,Tod::N,smŕt,మరణము
465,Grab::N,gròb,సమాధి
466,Kirche::N,cérkev,క్రెస్తవులగుడి
467,Sünde::N,gréh,పాపము
468,Gott::N,bóg,దేవుడు
469,Arbeiter::N,délavec,పనిపాటుచేశేవాడు
470,Chef::N,šéf,యజమానుడు
471,Meister::N,mójster,కళాకారుడు
472,Arzt::N,zdravník,వైద్యుడు
473,Lehrer::N,učítelj,ఉపాధ్యాయుడు
474,Geld::N,denár,ద్రవ్యము
475,Geschäft::N,kupčíja,వ్యాపారము
476,Laden::N,trgovína,అంగడి
477,Preis::N,céna,వెల
478,Ware::N,róba,సరకులు
479,Nutzen::N,príd,ప్రయోజనము
480,Reichtum::N,bogástvo,ధనము
481,Welt::N,svét,ప్రపంచము
482,Land::N,dežêla,దేశము
483,Staat::N,držáva,రాజ్యము
484,König::N,králj,రాజు
485,Macht::N,oblást,అధికారము
486,Grenze::N,mêja,సరిహద్దు
487,Krieg::N,vôjna,యుద్ధము
488,Feind::N,sovrážnik,శత్రువు
489,Gewalt::N,nasílje,దౌర్జన్యము
490,Kampf::N,bòj,పోట్లాట
491,Kampf::N,bórba,పోట్లాట
492,Bogen[Waffe]::N,lók,విల్లు
493,Pfeil::N,puščíca,బాణము
494,Gewehr::N,púška,తుపాకి
495,Fehler::N,zmóta,తప్ప
496,Lüge::N,láž,అసత్యము
497,Schaden::N,okvára,నష్టము
498,Unglück::N,nesréča,దురదృష్టము
499,Schuld::N,krívda,తప్పు
500,Alter::N,dôba,వయస్సు
501,Schluss::N,kônec,ముగింపు
502,Zeit::N,čàs,కాలము
503,Tag::N,dán,దినము
504,Morgen::N,jútro,ఉదయము
505,Mittag::N,póldan,మధ్యాహ్నము
506,Abend::N,večér,సాయంకాలము
507,Nacht::N,nóč,రత్రి
508,Woche::N,téden,వారము
509,Monat::N,mésec,నెల
510,Jahr::N,léto,సంవత్సరము
511,Frühling::N,pomlád,వసంతకాలము
512,Sommer::N,polétje,వేసవికాము
513,Herbst::N,jesén,ఆకురాలుకాలము
514,Winter::N,zíma,శీతకాలము
515,Januar::N,jánuar,జనవరి
516,Februar::N,fébruar,ఫిబ్రవరి
517,März::N,márec,మార్చి
518,April::N,apríl,ఏప్రిలు
519,Mai::N,máj,మే
520,Juni::N,júnij,జూన్
521,Juli::N,júlij,జూలై
522,August::N,avgúst,ఆగస్టు
523,September::N,septêmber,సెప్ఠెంబరు
524,Oktober::N,október,అక్టోబరు
525,November::N,novêmber,నవంబరు
526,Dezember::N,decémber,డిసెంబర్
527,Montag::N,ponedéljek,సోమవారము
528,Dienstag::N,tôrek,మంగళవారము
529,Mittwoch::N,sréda,బుధవారము
530,Donnerstag::N,četŕtek,గురువారము
531,Freitag::N,pétek,శుక్రవారము
532,Samstag::N,sobóta,శనివారము
533,Sonntag::N,nedélja,ఆదివారము
534,groß::A,vêlik,గొప్పైన
535,klein::A,májhen,చిన్న
536,lang::A,dólg,పొడుగాటి
537,kurz::A,krátek,పొట్టి
538,breit::A,širòk,వెడల్పైన
539,schmal::A,ózek,ఇఱుకైన
540,dicht::A,góst,దట్టమైన
541,dick[Gegenstand]::A,dêbel,దట్టమైన
542,dünn::A,tánek,పలుచని
543,fein::A,drôben,నాజాకైన
544,fest::A,tŕden,దృడమైవ
545,flach::A,plán,చదువైన
546,flach::A,plòsk,చదువైన
547,glatt::A,gládek,నున్నని
548,hart::A,tŕd,కఠినమైన
549,weich::A,mehák,మృదువైన
550,rund::A,okrógel,గుండ్రని
551,spitz::A,šílast,మొనగల
552,scharf::A,óster,పదనైన
553,stumpf::A,tóp,వాడిలేని
554,stumpf::A,skŕhan,వాడిలేని
555,schwer::A,têžek,బరువ్తెన
556,schön::A,lép,సుందరమైన
557,schön::A,krásen,సుందరమైన
558,heiß::A,vròč,వేడియైన
559,warm::A,tôpel,వెచ్చని
560,kalt::A,mŕzel,చల్లని
561,kalt::A,hláden,చల్లని
562,kühl::A,hláden,చల్లని
563,frisch::A,svéž,తాజాయైన
564,feucht::A,vlážen,చెమ్మగానున్న
565,nass::A,móker,తడిగామన్న
566,trocken::A,súh,ఎండిన
567,voll::A,póln,నిండు
568,leer::A,prázen,శూన్యమైన
569,offen::A,odpŕt,తెఱచియున్న
570,geschlossen::A,zapŕt,మూసిన
571,sauber::A,číst,పరిశుద్ధమైన
572,sauber::A,líčen,పరిశుద్ధమైన
573,schmutzig::A,umázan,ముఱికియైన
574,roh::A,suròv,పచ్చి
575,reif::A,zrèl,పండివ
576,lecker::A,okúsen,రుచి గల
577,süß::A,sládek,తియ్యని
578,bitter::A,grenák,చేదైన
579,sauer::A,kísel,పుల్లని
580,hell::A,svetèl,కాంతిగల
581,dunkel::A,temèn,చీకటియైన
582,schwarz::A,čŕn,నల్లని
583,weiß::A,bél,తెలుపు
584,rot::A,rdèč,ఎఱ్ఱని
585,gelb::A,žólt,పసుపు పచ్చ
586,gelb::A,rumèn,పసుపు పచ్చ
587,blau::A,móder,నీలవర్ణము
588,grün::A,zelèn,ఆకుపచ్చని
589,grau::A,sív,నెరిసిన
590,bunt::A,písan,రంగేలీ
591,billig::A,pocéni,చౌకయైన
592,teuer::A,drág,వెలపొడుగైన
593,wertvoll::A,dragocén,విలుప్తెన
594,blind::A,slép,గ్రుడ్డి
595,taub::A,glúh,చెవిటి
596,kräftig::A,močán,శక్తి గల
597,stark::A,ják,బలమైన
598,schwach::A,šíbek,బలహీనమైన
599,fett::A,dêbel,క్రొవ్విన
600,schlank::A,vítek,సన్నని
601,hübsch::A,lép,సాగప్తెన
602,böse::A,zèl,చెడ్డ
603,böse::A,hudôben,చెడ్డ
604,dumm::A,glúp,తెలివిలేని
605,dumm::A,bédast,తెలివిలేని
606,faul::A,lén,సోమరియైన
607,fleißig::A,marljív,శ్రద్దగల
608,geizig::A,škŕt,పిసినారియైన
609,klug::A,pámeten,తెలివిగల
610,geschickt::A,spréten,నిపుణతగల
611,lieb::A,míl,ప్రియమైన
612,lieb::A,ljúb,ప్రియమైన
613,lustig::A,vesél,ఉల్లాసము గల
614,sanft::A,láhek,సాధువైన
615,hungrig::A,láčen,ఆకలిగొనిన
616,krank::A,bolán,వ్యాధిగల
617,nackt::A,nág,దిగంబరమైన
618,traurig::A,túžen,విచారముగల
619,lebendig::A,žív,ప్రాణముతో నున్న
620,gut::A,dóber,మంచి
621,schlecht::A,malopríden,చెడ్డ
622,richtig::A,pravílen,సరియైన
623,schlimm::A,húd,అసహ్యమైన
624,wahr::A,resníčen,నిజమైన
625,alt::A,stàr,ముసలి
626,neu::A,nòv,క్రొత్త
627,ehemalig::A,nekdánji,పూర్వపు
628,alt[Lebewesen]::A,stàr,ముసలి
629,jung::A,mlád,పసి
630,arm::A,ubóg,బీద
631,arm::A,réven,బీద
632,reich::A,bogàt,ధనవంతుడైన
633,bekannt::A,znán,తెలిసిన
634,berühmt::A,sláven,ప్రపిద్దికెక్కివ
635,berühmt::A,znamenít,ప్రపిద్దికెక్కివ
636,fremd::A,túj,అన్యమైన
637,verschieden::A,razlíčen,భేదమైన
638,nah::A,blížnji,దగ్గఱనున్న
639,fern::A,dáleč,దూరమందున్న
640,linker::A,lévi,ఎడమప్రక్కగ
641,rechter::A,désni,కుడి
642,anderer::A,drúgi,వేఱ్తెన
643,erster::A,pŕvi,మొదటి
644,zweiter::A,drúgi,రెండన
645,dritter::A,trétji,మూడో
646,letzter::A,poslédnji,కడపటి
647,allein::ADV,sám,ఒంటిగా
648,auf einmal::ADV,obênem,హరాత్తుగ
649,zusammen::ADV,skúpaj,కలిసి
650,lange::ADV,dólgo,బహుకాలము
651,plötzlich::ADV,náglo,హరాత్తుగ
652,plötzlich::ADV,nenádoma,హరాత్తుగ
653,sofort::ADV,prècej,తక్షణము
654,später::ADV,poznêje,ఇటీవలి
655,jetzt::ADV,zdàj,ఇప్పుడు
656,heute::ADV,dánes,నేడు
657,morgen::ADV,jútri,ఱేపు
658,bald::ADV,kmálu,శీఘ్రముగ
659,dann::ADV,nató,అప్పుడు
660,gestern::ADV,včéraj,నిన్నటి దినము
661,einst::ADV,nékdaj,పూర్వమొకప్పుడు
662,damals::ADV,tedàj,అప్పుడు
663,damals::ADV,takràt,అప్పుడు
664,danach::ADV,potèm,అప్పుడు
665,vorher::ADV,poprèj,ఎదుట
666,zuerst::ADV,spŕva,మొదటిలో
667,einmal::ADV,ênkrat,ఒకసారి
668,manchmal::ADV,včásih,అప్పటప్పటికి
669,oft::ADV,pogósto,తఱచుగా
670,immer::ADV,védno,ఎల్లప్పుడు
671,immer::ADV,zméraj,ఎల్లప్పుడు
672,niemals::ADV,nikdàr,ఎప్పుడునులేదు
673,hier::ADV,tù,ఇక్కడ
674,hier::ADV,túkaj,ఇక్కడ
675,hierhin::ADV,sèmkaj,ఇక్కడకు
676,von hier::ADV,od tú,ఇక్కడనుండి
677,dort::ADV,tàm,అక్కడ
678,dorthin::ADV,tjà,అక్కడికి
679,geradeaus::ADV,rávno napréj,సూటిగా
680,vorwärts::ADV,napréj,ముందుకు
681,rückwärts::ADV,zádaj,వెనుకకు
682,zurück::ADV,nazáj,వెనుకభాగము
683,unten::ADV,dôli,క్రింద
684,unten::ADV,spôdaj,క్రింద
685,hinab::ADV,dôl,కిందికి
686,oben::ADV,gôri,మీద
687,oben::ADV,zgôraj,మీద
688,hinauf::ADV,gôr,పైకి
689,überall::ADV,povsód,అంతటా
