,Concept_ID,br,fa
67,Mond::N,loar,ماه
68,Stern::N,steredenn,ستاره
69,Luft::N,aer,هوا
70,Wind::N,avel,باد
71,Welle::N,houlenn,موج
72,Wasser::N,dour,آب
73,Stein::N,maen,سنگ
74,Boden::N,tachenn,زمین
75,Erde::N,douar,خاک
76,Erde::N,douar,زمین
77,Staub::N,poultr,گرد
78,Staub::N,poultr,غبار
79,Rauch::N,moged,دود
80,Funke::N,ful,جرقه
81,Feuer::N,tan,آتش
82,Licht::N,gouloù,نور
83,Licht::N,gouloù,روشنی
84,Schatten::N,disheol,سایه
85,Wetter::N,amzer,هوا
86,Nebel::N,brumenn,مه
87,Wolke::N,koumoulenn,ابر
88,Regen::N,glav,باران
89,Schnee::N,erc'h,برف
90,Eis::N,skorn,یخ
91,Frost::N,rev,یخبندان
92,Kälte::N,yen,سرما
93,Hitze::N,tommder,گرما
94,Hitze::N,tommder,حرارت
95,Raureif::N,frim,برف ریزه
96,Regenbogen::N,gwareg-ar-glav,رنگین‌کمان
97,Donner::N,kurun,رعد
98,Strömung::N,red,جریان
99,Tropfen::N,bannac'h,قطره
100,Tropfen::N,takenn,قطره
101,Schaum::N,spoum,کف
102,Schmutz::N,fank,گل
103,Schmutz::N,fank,کثافت
104,See::N,lenn,دریاچه
105,Sumpf::N,gwern,مرداب
106,Sumpf::N,gwern,باتلاق
107,Moor::N,taouarc'heg,باتلاق
108,Wiese::N,prad,چمن
109,Wald::N,koad,جنگل
110,Hügel::N,torgenn,تل
111,Hügel::N,torgenn,تپه
112,Anhöhe::N,run,بلندی
113,Berg::N,menez,کوه
114,Gipfel::N,barr,قله
115,Höhle::N,kav,غار
116,Abhang::N,naou,سرازیری
117,Quelle::N,feunteun,چشمه
118,Bach::N,gwazh,نهر
119,Fluss::N,stêr,رود
120,Ufer::N,ribl,ساحل
121,Ufer::N,ribl,کرانه
122,Küste::N,aod,ساحل
123,Festland::N,douar,خشکی
124,Meer::N,mor,دریا
125,Bucht::N,mor-bihan,خلیج
126,Insel::N,enez,جزیره
127,Blume::N,bleunienn,گل
128,Gras::N,geot,علف
129,Wurzel::N,gwrizienn,ریشه
130,Baum::N,gwezenn,درخت
131,Stamm::N,kef,تنه
132,Rinde::N,rusk,توژ
133,Rinde::N,rusk,پوست
134,Ast::N,barr,شاخه
135,Zweig::N,bod,شاخه
136,Blatt::N,delienn,برگ
137,Birke::N,bezvenn,غان
138,Kiefer[Baum]::N,pinenn,کاج
139,Weide[Baum]::N,halegenn,بید
140,Tanne::N,sapenn,صنوبر
141,Horn::N,korn,شاخ
142,Feder::N,pluñv,پر
143,Fell::N,kreoñ,خز
144,Flügel::N,askell,پر
145,Flügel::N,askell,بال
146,Klaue::N,skilf,چنگ
147,Klaue::N,skilf,پنجه
148,Kralle::N,skilf,پنجه
149,Schwanz::N,lost,دم
150,Ei::N,vi,تخم
151,Nest::N,neizh,لانه
152,Bau::N,douarenn,بنا
153,Bau::N,douarenn,ساختمان
154,Tier::N,loen,هیوان
155,Herde::N,tropell,رمه
156,Kuh::N,buoc'h,گاو
157,Bulle::N,tarv,گاو نر
158,Pferd::N,marc'h,اسب
159,Schaf::N,dañvad,گوسفند
160,Schwein::N,pemoc'h,خوک
161,Hund::N,ki,سگ
162,Katze::N,kazh,گربه
163,Bär::N,arzh,خرس
164,Eichhörnchen::N,gwiñver,سنجاب
165,Elch::N,karv-dour,گوزن شمالی
166,Fuchs::N,louarn,روباه
167,Hase::N,gad,خرگوش
168,Maus::N,logodenn,موش
169,Wolf::N,bleiz,گرگ
170,Vogel::N,labous,پرنده
171,Schwarm::N,nijad,دسته
172,Huhn::N,yar,مرغ
173,Hahn::N,kilhog,خروس
174,Gans::N,gwazenn,غاز
175,Adler::N,erer,عقاب
176,Ente::N,houad,اردک
177,Ente::N,houad,مرغابی
178,Eule::N,toud,جغد
179,Kranich::N,garan,درنا
180,Krähe::N,bran,زاغ
181,Krähe::N,bran,کلاغ
182,Kuckuck::N,koukoug,فاخته
183,Schwan::N,alarc'h,قو
184,Fisch::N,pesk,ماهی
185,Barsch::N,brell,ماهی خاردار
186,Hecht::N,beked,اردک ماهی
187,Schlange[Tier]::N,naer,مار
188,Wurm::N,preñv,کرم
189,Spinne::N,kevnidenn,عنکبوت
190,Ameise::N,merion,مورچه
191,Laus::N,laouenn,شپش
192,Mücke::N,moustik,پشه
193,Fliege::N,kelienenn,مگس
194,Schmetterling::N,balafenn,پروانه
195,Beere::N,hog,گیله
196,Apfel::N,aval,سیب
197,Pilz::N,kabell-touseg,قارچ
198,Zwiebel::N,ognonenn,پیاز
199,Saat::N,had,بذر
200,Korn::N,ed,تخم
201,Korn::N,ed,دانه
202,Heu::N,foenn,علف خشک
203,Schale::N,peliadur,پوست
204,Falle::N,pech,دام
205,Schlinge::N,krouglas,حلقه
206,Asche::N,ludu,خاکستر
207,Dreck::N,fank,کثافت
208,Eisen::N,houarn,آهن
209,Gold::N,aour,زر
210,Gold::N,aour,طلا
211,Silber::N,arc'hant,نقره
212,Kohle::N,glaou,زغال
213,Glas::N,gwer,شیشه
214,Sand::N,traezh,شن
215,Sand::N,traezh,ماسه
216,Mensch::N,den,آدم
217,Mensch::N,den,انسان
218,Mann::N,den,مرد
219,Frau::N,maouez,زن
220,Kind::N,bugel,بچه
221,Kind::N,bugel,کودک
222,Junge::N,paotr,پسر
223,Mädchen::N,plac'h,دختر
224,Familie::N,familh,فامیل
225,Familie::N,familh,خانواده
226,Großvater::N,tad-kozh,پدربزرگ
227,Großmutter::N,mamm-gozh,مادر‌بزرگ
228,Eltern::N,kerent,والدین
229,Eltern::N,kerent,پدر‌و‌مادر
230,Vater::N,tad,پدر
231,Mutter::N,mamm,مادر
232,Sohn::N,mab,پسر
233,Tochter::N,merc'h,دختر
234,Bruder::N,breur,برادر
235,Schwester::N,c'hoar,خواهر
236,Onkel::N,eontr,عمو
237,Onkel::N,eontr,دایی
238,Tante::N,moereb,عمه
239,Tante::N,moereb,خاله
240,Ehemann::N,gwaz,همسر
241,Ehefrau::N,gwreg,همسر
242,Freude::N,levenez,شادی
243,Gelächter::N,c'hoarzherezh,خنده
244,Gelächter::N,c'hoarzherezh,قاه‌قاه
245,Glück::N,chañs,اقبال
246,Kummer::N,doan,غم
247,Kummer::N,doan,غصه
248,Wunsch::N,c'hoant,آرزو
249,Lust::N,c'hoant,هوس
250,Geist::N,spered,روح
251,Gedanke::N,soñj,فکر
252,Gedächtnis::N,eñvor,حافظه
253,Verstand::N,skiant,هوش
254,Sinn::N,ster,معنا
255,Sinn::N,ster,مفهوم
256,Grund::N,kaoz,سبب
257,Grund::N,kaoz,دلیل
258,Wahrheit::N,gwirionez,حقیقت
259,Gespräch::N,kaozeadenn,صحبت
260,Gespräch::N,kaozeadenn,گفتگو
261,Märchen::N,kaoz korriganez,قصه
262,Märchen::N,kaoz korriganez,افسانه
263,Erzählung::N,kontadenn,داستان
264,Nachricht::N,keloù,خبر
265,Neuigkeit::N,kelaouenn,خبر تازه
266,Name::N,anv,اسم
267,Rätsel::N,divinatez,معما
268,Rede::N,diskour,سخن
269,Sprache::N,yezh,زبان
270,Stimme::N,mouezh,صدا
271,Wort::N,ger,کلمه
272,Zeichen::N,sin,نشان
273,Zeichen::N,sin,علامت
274,Ruf::N,galv,صدا
275,Lärm::N,trouz,هیاهو
276,Ton::N,ton,آهنگ
277,Lied::N,kanaouenn,آواز
278,Lied::N,kanaouenn,ترانه
279,Ruhe::N,sioulded,آرامش
280,Leute::N,tud,مردم
281,Volk::N,pobl,خلق
282,Arbeit::N,labour,کار
283,Gast::N,kouviad,مهمان
284,Geschenk::N,prof,هدیه
285,Spiel::N,c'hoari,بازی
286,Gesellschaft::N,kompagnunezh,جمعیت
287,Gesellschaft::N,kavandad,جمعیت
288,Hilfe::N,sikour,کمک
289,Freund::N,mignon,دوست
290,Kamerad::N,kamarad,رفیق
291,Angelegenheit::N,afer,امر
292,Angelegenheit::N,afer,قضیه
293,Anzahl::N,niver,عده
294,Anzahl::N,niver,شمار
295,Art::N,sort,نوع
296,Stück::N,tamm,تکه
297,Stück::N,tamm,قطعه
298,Teil::N,pezh,بخش
299,Teil::N,pezh,قسمت
300,Hälfte::N,hanterenn,نیم
301,Kreis::N,kelc'h,حلقه
302,Kreis::N,kelc'h,دایره
303,Kreuz::N,kroaz,صلیب
304,Linie::N,linenn,خط
305,Linie::N,linenn,سطر
306,Strich::N,tenn,خط
307,Abstand::N,distok,فاصله
308,Entfernung::N,keid,مسافت
309,Entfernung::N,kehid,مسافت
310,Gegend::N,korn-bro,منطقه
311,Platz::N,plasenn,گنجایش
312,Ort::N,lec'h,جا
313,Ort::N,lec'h,محل
314,Ort::N,lec'h,مکان
315,Seite::N,tu,طرف
316,Mitte::N,kreiz,وسط
317,Mitte::N,kreiz,میان
318,Gegenstand::N,tra,چیز
319,Sache::N,tra,چیز
320,Rand::N,kantenn,کنار
321,Rand::N,kantenn,حاشیه
322,Kante::N,kantenn,لبه
323,Ecke::N,korn,گوشه
324,Spitze::N,begell,سر
325,Spitze::N,begell,نوک
326,Ende::N,dibenn,ته
327,Ende::N,dibenn,آخر
328,Loch::N,toull,سوراخ
329,Muster::N,tresadenn,نقش
330,Größe::N,ment,قد
331,Größe::N,ment,بزرگی
332,Länge::N,hirder,طول
333,Höhe::N,uhelder,بلندی
334,Gewicht::N,pouez,وزن
335,Menge::N,bern,مقدار
336,Menge::N,bern,اندازه
337,Haufen::N,bern,توده
338,Reihe::N,steud,ردیف
339,Boot::N,bag,قایق
340,Ruder::N,roeñv,پارو
341,Schlitten::N,trainell,سورتمه
342,Ski::N,ski,اسکی
343,Last::N,karg,بار
344,Last::N,karg,سنگینی
345,Gang::N,kerzh,راه رفتن
346,Schritt::N,paz,قدم
347,Norden::N,norzh,شمال
348,Norden::N,hanternoz,شمال
349,Süden::N,su,جنوب
350,Süden::N,kreisteiz,جنوب
351,Westen::N,kuzh-heol,غرب
352,Osten::N,reter,شرق
353,Osten::N,sav-heol,شرق
354,Holz::N,koad,چوب
355,Brett::N,plankenn,تخته
356,Platte::N,plakenn,صفحه
357,Stütze::N,harp,تکیه
358,Stange::N,sparl,میله
359,Stock::N,bazh,چوب
360,Stab::N,bazh,عصا
361,Rohr::N,tub,لوله
362,Rohr::N,korz,لوله
363,Haus::N,ti,منزل
364,Heim::N,kêr,خانه
365,Heim::N,kêr,کاشانه
366,Ofen::N,forn,بخاری
367,Fußboden::N,plañchod,کف اتاق
368,Tisch::N,taol,میز
369,Stuhl::N,kador,صندلی
370,Wiege::N,kavell,گهواره
371,Bett::N,gwele,تختخواب
372,Regal::N,estajerenn,قفسه
373,Kiste::N,kased,صندوق
374,Fenster::N,prenestr,پنجره
375,Tür::N,dor,در
376,Tür::N,dor,درب
377,Tor::N,portal,دروازه
378,Zaun::N,sklotur,حصار
379,Dach::N,toenn,بام
380,Leiter::N,skeul,نردبان
381,Besen::N,skubell,جارو
382,Spaten::N,pal,بیل
383,Schaufel::N,pal,بیل
384,Schaufel::N,pal,پارو
385,Gabel::N,fourchetez,چنگال
386,Löffel::N,loa,قاشق
387,Messer::N,kontell,کارد
388,Nagel::N,tach,میخ
389,Netz::N,roued,تور
390,Netz::N,roued,شبکه
391,Haken::N,krog,قلاب
392,Griff::N,kemer,دسته
393,Schloss::N,potenn,قفل
394,Bild::N,skeudenn,عکس
395,Bild::N,skeudenn,تصویر
396,Figur::N,skeud,تندیس
397,Figur::N,figur,تندیس
398,Puppe::N,merc'hodenn,عروسک
399,Beutel::N,sac'h,کیسه
400,Bündel::N,feskenn,بسته
401,Tasche::N,sac'h,کیف
402,Eimer::N,sailh,سطل
403,Deckel::N,pallenn,در
404,Geschirr::N,listriaj,ظرف
405,Sack::N,sac'h,گونی
406,Tasse::N,tas,فنجان
407,Topf::N,pod,دیگ
408,Topf::N,pod,قابلمه
409,Kessel::N,chaodouron,دیگ
410,Essen::N,pred,خوراک
411,Nahrung::N,boued,غذا
412,Speise::N,meuz,خوراک
413,Fleisch::N,kig,گوشت
414,Getreide::N,ed,غله
415,Brei::N,yod,فرنی
416,Brei::N,yod,حریره
417,Brot::N,bara,نان
418,Scheibe::N,tailhenn,قاچ
419,Scheibe::N,tailhenn,لزگه
420,Fett::N,lard,چربی
421,Butter::N,amann,کره
422,Öl::N,eoul,روغن
423,Salz::N,holen,نمک
424,Suppe::N,soubenn,آش
425,Suppe::N,soubenn,سوپ
426,Honig::N,mel,عسل
427,Milch::N,laezh,شیر
428,Tee::N,te,چای
429,Leder::N,lêr,چرم
430,Wolle::N,gloan,پشم
431,Stoff::N,danvez,پارچه
432,Nadel::N,nadoz,سوزن
433,Faden::N,neudenn,نخ
434,Knopf::N,bouton,دکمه
435,Knoten::N,skoulm,گره
436,Farbe::N,liv,رنگ
437,Kleidung::N,dilhad,لباس
438,Kleidung::N,dilhad,پوشاک
439,Hemd::N,roc'hed,پیراهن
440,Kragen::N,gouzoug,یقه
441,Ärmel::N,milgin,آستین
442,Hose::N,bragoù,شلوار
443,Gürtel::N,gouriz,کمر‌بند
444,Mütze::N,boned,کلاه
445,Schuh::N,botez,کفش
446,Stiefel::N,botez,چکمه
447,Ring::N,gwalenn,حلقه
448,Ring::N,gwalenn,انگشتر
449,Band::N,bagad,نوار
450,Band::N,bagad,روبان
451,Kamm::N,krib,شانه
452,Spiegel::N,melezour,آینه
453,Riemen::N,lerenn,تسمه
454,Schnur::N,kordenn,ریسمان
455,Leine::N,roll,قلاده
456,Decke::N,golo,پتو
457,Kissen::N,goubenner,بالش
458,Tuch::N,mezher,شال
459,Handtuch::N,toailhon,حوله
460,Kraft::N,nerzh,نیرو
461,Stärke::N,nerzhder,زور
462,Gesundheit::N,yec'hed,سلامتی
463,Gesundheit::N,yec'hed,تندرستی
464,Krankheit::N,klañved,بیماری
465,Schmerz::N,poan,درد
466,Schmerz::N,droug,درد
467,Wunde::N,gloazadenn,زخم
468,Fieber::N,terzhienn,تب
469,Arznei::N,louzoù,دارو
470,Brücke::N,pont,پل
471,Brunnen::N,puñs,چاه
472,Weide::N,prad,چراگاه
473,Pfad::N,gwenodenn,راه
474,Weg::N,hent,راه
475,Weg::N,hent,طریق
476,Straße::N,ru,راه
477,Straße::N,ru,جاده
478,Straße::N,hent,راه
479,Straße::N,hent,جاده
480,Dorf::N,kêr,ده
481,Dorf::N,kêr,روستا
482,Dorf::N,kêriadenn,ده
483,Dorf::N,kêriadenn,روستا
484,Stadt::N,kêr,شهر
485,Brief::N,lizher,نامه
486,Buch::N,levr,کتاب
487,Buchstabe::N,lizherenn,حرف
488,Zeitung::N,kazetenn,روزنامه
489,Leben::N,buhez,عمر
490,Leben::N,buhez,زندگی
491,Tod::N,marv,مرگ
492,Grab::N,bez,گور
493,Grab::N,bez,مزار
494,Kirche::N,iliz,کلیسا
495,Sünde::N,pec'hed,بزه
496,Sünde::N,pec'hed,گناه
497,Gott::N,doue,خدا
498,Arbeiter::N,labourer,کارگر
499,Arbeiter::N,micherour,کارگر
500,Chef::N,penn,رئیس
501,Meister::N,mestr,استاد
502,Arzt::N,mezeg,پزشک
503,Arzt::N,medisin,پزشک
504,Lehrer::N,skolaer,معلم
505,Lehrer::N,skolaer,آموزگار
506,Lehrer::N,kelenner,معلم
507,Lehrer::N,kelenner,آموزگار
508,Geld::N,arc'hant,پول
509,Geschäft::N,stal,کار
510,Geschäft::N,stal,بیزنس
511,Laden::N,stal,دکان
512,Laden::N,stal,مغازه
513,Preis::N,priz,بها
514,Preis::N,priz,قیمت
515,Ware::N,marc'hadourezh,جنس
516,Ware::N,marc'hadourezh,کالا
517,Nutzen::N,gounidegezh,مزیت
518,Nutzen::N,gounidegezh,امتیاز
519,Nutzen::N,lañs,مزیت
520,Nutzen::N,lañs,امتیاز
521,Nutzen::N,profit,مزیت
522,Nutzen::N,profit,امتیاز
523,Nutzen::N,spleit,مزیت
524,Nutzen::N,spleit,امتیاز
525,Reichtum::N,pinvidigezh,مال
526,Reichtum::N,pinvidigezh,ثروت
527,Welt::N,douar,دنیا
528,Land::N,bro,کشور
529,Land::N,bro,مملکت
530,Staat::N,stad,دولت
531,König::N,roue,شاه
532,König::N,roue,پادشاه
533,Macht::N,galloud,قدرت
534,Macht::N,galloud,اختیار
535,Grenze::N,harzoù,مرز
536,Krieg::N,brezel,جنگ
537,Feind::N,eneber,دشمن
538,Gewalt::N,tâerder,زور
539,Gewalt::N,tâerder,خشونت
540,Kampf::N,kann,نبرد
541,Kampf::N,kann,مبارزه
542,Bogen[Waffe]::N,gwareg,کمان
543,Pfeil::N,saezh,تیر
544,Gewehr::N,fuzuilh,تفنگ
545,Fehler::N,fazi,غلط
546,Fehler::N,fazi,اشتباه
547,Lüge::N,gaou,دروغ
548,Schaden::N,gwall,آسیب
549,Schaden::N,gwall,خسارت
550,Unglück::N,gwalleur,بلا
551,Schuld::N,kablusted,گناه
552,Schuld::N,kablusted,تقصیر
553,Schuld::N,pec'hedigezh,گناه
554,Schuld::N,pec'hedigezh,تقصیر
555,Alter::N,oad,سن
556,Alter::N,oad,عمر
557,Schluss::N,diwezh,انتها
558,Zeit::N,amzer,وقت
559,Zeit::N,amzer,زمان
560,Tag::N,deizh,روز
561,Morgen::N,beure,صبح
562,Morgen::N,mintin,صبح
563,Mittag::N,kreisteiz,ظهر
564,Abend::N,abardaez,شب
565,Abend::N,abardaez,عصر
566,Nacht::N,noz,شب
567,Woche::N,sizhun,هفته
568,Monat::N,miz,ماه
569,Jahr::N,bloaz,سال
570,Frühling::N,nevezamzer,بهار
571,Sommer::N,hañv,تابستان
572,Herbst::N,diskaramzer,پاییز
573,Winter::N,goañv,زمستان
574,Januar::N,Genver,ژانویه
575,Februar::N,C'hwevrer,فوریه
576,März::N,Meurzh,مارس
577,April::N,Ebrel,آوریل
578,Mai::N,Mae,مه
579,Juni::N,Mezheven,ژوئن
580,Juli::N,Gouhere,ژویه
581,August::N,Eost,اوت
582,September::N,Gwengolo,سپتامبر
583,Oktober::N,Here,اکتبر
584,November::N,Du,نوامبر
585,Dezember::N,Kerzu,دسامبر
586,Montag::N,Lun,دو‌شنبه
587,Dienstag::N,Meurzh,سه‌شنبه
588,Mittwoch::N,Merc'her,چهار‌شنبه
589,Donnerstag::N,Yaou,پنج شنبه
590,Freitag::N,Gwener,جمعه
591,Samstag::N,Sadorn,شنبه
592,Sonntag::N,Sul,یکشنبه
593,groß::A,bras,بزرگ
594,klein::A,bihan,کوچک
595,lang::A,hir,بلند
596,kurz::A,berr,کوتاه
597,breit::A,ledan,پهن
598,schmal::A,strizh,تنگ
599,schmal::A,strizh,نازک
600,dicht::A,stank,چگال
601,dicht::A,stank,انبوه
602,dick[Gegenstand]::A,tev,ضخیم
603,dünn::A,moan,نازک
604,fein::A,munut,ریز
605,fein::A,munut,باریک
606,fest::A,start,محکم
607,flach::A,plaen,صاف
608,flach::A,plaen,مسطح
609,glatt::A,lintr,لیز
610,glatt::A,levn,لیز
611,hart::A,kalet,سفت
612,weich::A,blot,نرم
613,weich::A,blot,ملایم
614,rund::A,ront,گرد
615,spitz::A,poentet,تیز
616,spitz::A,poentet,نوک‌تیز
617,scharf::A,dremm,تیز
618,scharf::A,dremm,برنده
619,stumpf::A,talsoc'h,کند
620,schwer::A,pounner,سنگین
621,schön::A,kaer,زیبا
622,heiß::A,tomm,داغ
623,warm::A,tomm,گرم
624,kalt::A,yen,سرد
625,kühl::A,yen,خنک
626,frisch::A,fresk,تازه
627,feucht::A,gleb,مرطوب
628,nass::A,gleb,تر
629,nass::A,gleb,خیش
630,trocken::A,sec'h,خشک
631,voll::A,leun,پر
632,leer::A,goullo,خالی
633,offen::A,digor,باز
634,geschlossen::A,serr,بسته
635,sauber::A,naet,پاک
636,sauber::A,naet,تمیز
637,schmutzig::A,lous,کثیف
638,schmutzig::A,lous,آلوده
639,roh::A,kriz,خام
640,reif::A,darev,رسیده
641,lecker::A,lipous,لذیذ
642,lecker::A,lipous,خوشمزه
643,lecker::A,saourus,لذیذ
644,lecker::A,saourus,خوشمزه
645,süß::A,dous,شیرین
646,bitter::A,c'hwerv,تلخ
647,sauer::A,trenk,ترش
648,hell::A,sklaer,روشن
649,dunkel::A,teñval,تاریک
650,schwarz::A,du,سیاه
651,weiß::A,gwenn,سفید
652,rot::A,ruz,سرخ
653,rot::A,ruz,قرمز
654,gelb::A,melen,زرد
655,blau::A,glas,آبی
656,grün::A,gwer,سبز
657,grau::A,louet,طوسی
658,grau::A,louet,خاکستری
659,bunt::A,liesliv,رنگارنگ
660,billig::A,marc'had-mat,ارزان
661,teuer::A,ker,گران
662,wertvoll::A,prizius,قیمتی
663,wertvoll::A,prizius,گرانبها
664,blind::A,dall,کور
665,blind::A,dall,نابینا
666,taub::A,bouzar,کر
667,taub::A,bouzar,ناشنوا
668,kräftig::A,start,قوی
669,stark::A,kreñv,قوی
670,stark::A,kreñv,نیرومند
671,schwach::A,gwan,ضعیف
672,fett::A,lard,چرب
673,schlank::A,sinkl,باریک‌اندام
674,hübsch::A,koant,قشنگ
675,hübsch::A,koant,خوشگل
676,böse::A,gwall,بد
677,dumm::A,glep,احمق
678,faul::A,lezirek,لش
679,faul::A,lezirek,تنبل
680,fleißig::A,studius,زرنگ
681,geizig::A,tost,خسیس
682,klug::A,speredek,عاقل
683,klug::A,speredek,باهوش
684,geschickt::A,dornet,ماهر
685,lieb::A,koant,عزیز
686,lustig::A,laouen,شاد
687,lustig::A,laouen,خوشحال
688,sanft::A,flour,لطیف
689,hungrig::A,marnaon,گرسنه
690,krank::A,klañv,مریض
691,krank::A,klañv,بیمار
692,nackt::A,noazh,لخت
693,nackt::A,noazh,برهنه
694,traurig::A,trist,غمگین
695,lebendig::A,bev,زنده
696,gut::A,mad,خوب
697,schlecht::A,fall,بد
698,schlecht::A,gwall,بد
699,richtig::A,reizh,درست
700,schlimm::A,gwall,وخيم
701,wahr::A,gwir,درست
702,wahr::A,gwir,حقیقی
703,alt::A,kozh,کهنه
704,neu::A,nevez,نو
705,ehemalig::A,kozh,قبلی
706,alt[Lebewesen]::A,kozh,پیر
707,jung::A,yaouank,جوان
708,arm::A,paour,فقیر
709,reich::A,pinvidik,پولدار
710,reich::A,pinvidik,ثروتمند
711,bekannt::A,anavezet,آشنا
712,bekannt::A,anavezet,معلوم
713,berühmt::A,brudet,مشهور
714,fremd::A,dizanav,خارجی
715,fremd::A,dizanav,بیگانه
716,verschieden::A,disheñel,مختلف
717,verschieden::A,disheñel,متفاوت
718,nah::A,nes,نزدیک
719,fern::A,diabell,دور
720,linker::A,kleiz,چپ
721,rechter::A,dehoù,راست
722,anderer::A,all,دیگر
723,erster::A,kentañ,اول
724,zweiter::A,eil,دوم
725,dritter::A,trede,سوم
726,letzter::A,diwezhañ,آخر
727,allein::ADV,e-unan,تنها
728,auf einmal::ADV,ar un dro,همزمان
729,zusammen::ADV,asambles,باهم
730,lange::ADV,pell,مدت‌ها
731,lange::ADV,pell,مدت زیادی
732,plötzlich::ADV,en un taol,ناگهان
733,sofort::ADV,diouzhtu,فوراً
734,später::ADV,diwezhatoc'h,بعدها
735,jetzt::ADV,bremañ,حالا
736,jetzt::ADV,bremañ,اکنون
737,heute::ADV,hiziv,امروز
738,morgen::ADV,arc'hoazh,فردا
739,bald::ADV,hepdale,زود
740,bald::ADV,hepdale,بزودی
741,dann::ADV,a-c'houde,سپس
742,dann::ADV,a-c'houde,آنوقت
743,gestern::ADV,dec'h,دیروز
744,einst::ADV,gwechall,وقتی
745,einst::ADV,gwechall,زمانی
746,damals::ADV,neuze,آنوقت
747,damals::ADV,neuze,آنزمان
748,danach::ADV,goude,بعد
749,vorher::ADV,diagent,قبلاً
750,zuerst::ADV,da gentañ,اول
751,zuerst::ADV,da gentañ,ابتداء
752,einmal::ADV,ur wech,یکدفعه
753,manchmal::ADV,a-wechoù,گاهی
754,manchmal::ADV,a-wechoù,بعضی اوقات
755,oft::ADV,alies,اغلب
756,immer::ADV,atav,همیشه
757,immer::ADV,bepred,همیشه
758,niemals::ADV,gwech ebet,هرگز
759,hier::ADV,amañ,اینجا
760,hierhin::ADV,dre amañ,به اینجا
761,von hier::ADV,alemañ,از اینجا
762,dort::ADV,aze,آنجا
763,dort::ADV,ahont,آنجا
764,dorthin::ADV,di,به آنجا
765,dorthin::ADV,aze,به آنجا
766,dorthin::ADV,ahont,به آنجا
767,geradeaus::ADV,war-eeun,راست
768,vorwärts::ADV,war-raok,جلو
769,vorwärts::ADV,war-raok,به پیش
770,rückwärts::ADV,war-lerc'h,عقب
771,zurück::ADV,war-dreñv,پس
772,zurück::ADV,war-dreñv,عقب
773,zurück::ADV,war-dreñv,بالعکس
774,unten::ADV,en traoñ,زیر
775,unten::ADV,en traoñ,پایین
776,hinab::ADV,a-izel,به پایین
777,oben::ADV,en nec'h,بالا
778,hinauf::ADV,e-krec'h,به بالا
779,überall::ADV,dre-holl,همه‌جا
780,nicht::ADV,ne ... ket,نه
781,ein wenig::ADV,un tammig,کمی
782,kaum::ADV,a-boan,به سختی
783,sehr::ADV,-tre,خیلی
784,sehr::ADV,-tre,بسیار
785,sehr::ADV,-kenañ,خیلی
786,sehr::ADV,-kenañ,بسیار
787,so::ADV,evel-se,چنین
788,so::ADV,evel-se,اینطور
789,noch::ADV,c'hoazh,هنوز
790,nur::ADV,hepken,فقط
791,nur::ADV,hepken,تنها
792,schon::ADV,dija,قبلاً
