,Concept_ID,mdf,lt
66,Himmel::N,менель,dangus
67,Sonne::N,ши,saulė
68,Mond::N,ков,mėnulis
69,Stern::N,тяште,žvaigždė
70,Luft::N,кожф,oras
71,Wind::N,варма,vėjas
72,Welle::N,тавла,banga
73,Welle::N,тавла,vilnis
74,Wasser::N,ведь,vanduo
75,Stein::N,кев,akmuo
76,Boden::N,мода,žemė
77,Boden::N,мода,dugnas
78,Boden::N,потмакс,žemė
79,Boden::N,потмакс,dugnas
80,Erde::N,мода,žemė
81,Erde::N,мастор,žemė
82,Staub::N,пуль,dulkės
83,Rauch::N,качам,dūmai
84,Funke::N,ця́тка,kibirkštis
85,Feuer::N,тол,ugnis
86,Licht::N,ва́лда,šviesa
87,Schatten::N,цильф,paūksmė
88,Wetter::N,уша,oras
89,Nebel::N,тума́н,migla
90,Nebel::N,тума́н,rūkas
91,Wolke::N,ковол,debesis
92,Regen::N,пизем,lietus
93,Schnee::N,лов,sniegas
94,Eis::N,эй,ledas
95,Frost::N,ке́льме,šalna
96,Kälte::N,якшама,šaltis
97,Hitze::N,пси,karštis
98,Raureif::N,леш,šerkšnas
99,Regenbogen::N,а́тямъёнга,vaivorykštė
100,Donner::N,атям,perkūnas
101,Donner::N,атям,griaustinis
102,Strömung::N,шудема́,tėkmė
103,Tropfen::N,путькс,lašas
104,Tropfen::N,пътняфкс,lašas
105,Schaum::N,шов,putos
106,Schmutz::N,ърда́з,purvas
107,See::N,эрьхке,ežeras
108,Sumpf::N,шяй,klampynė
109,Sumpf::N,шяй,liūnas
110,Moor::N,шяй,pelkė
111,Wiese::N,луга,pieva
112,Wald::N,вирь,miškas
113,Hügel::N,губо́р,kalva
114,Hügel::N,пандоня,kalva
115,Anhöhe::N,губо́р,kauburys
116,Berg::N,панда,kalnas
117,Gipfel::N,пря,viršūnė
118,Höhle::N,у́нда,ola
119,Abhang::N,па́нда ша́ма,šlaitas
120,Abhang::N,па́нда ша́ма,nuokalnė
121,Quelle::N,эшиня,versmė
122,Quelle::N,эшиня,šaltinis
123,Bach::N,шудерькс,upelis
124,Fluss::N,ляй,upė
125,Ufer::N,търва́,krantas
126,Küste::N,ляйтърва́,pajūris
127,Festland::N,мода,sausuma
128,Meer::N,моря,jūra
129,Bucht::N,ведьуське,įlanka
130,Bucht::N,ведьуське,užutekis
131,Insel::N,цёнга,sala
132,Blume::N,панчф,gėlė
133,Gras::N,тише,žolė
134,Wurzel::N,юр,šaknis
135,Wurzel::N,ункс,šaknis
136,Baum::N,шуфта,medis
137,Stamm::N,ро́нга,kamienas
138,Rinde::N,кер,žievė
139,Ast::N,морга,šaka
140,Zweig::N,тарад,šakelė
141,Blatt::N,лопа,lapas
142,Birke::N,ке́лу,beržas
143,Kiefer[Baum]::N,пиче,pušis
144,Weide[Baum]::N,каль,karklas
145,Tanne::N,куз,eglė
146,Tanne::N,куз,kėnis
147,Horn::N,сюра,ragas
148,Feder::N,толга,plunksna
149,Fell::N,кедь,kailis
150,Flügel::N,паця,sparnas
151,Klaue::N,кенже,kanopa
152,Kralle::N,кенже,nagas
153,Schwanz::N,пула,uodega
154,Ei::N,ал,kiaušinis
155,Nest::N,пиза,gūžta
156,Nest::N,пиза,lizdas
157,Bau::N,пиза,ola
158,Tier::N,жува́та,gyvūnas
159,Herde::N,нал,banda
160,Herde::N,нал,kaimenė
161,Herde::N,стада,banda
162,Herde::N,стада,kaimenė
163,Kuh::N,скал,karvė
164,Kuh::N,тракс,karvė
165,Bulle::N,бука,bulius
166,Pferd::N,лишме,arklys
167,Schaf::N,уча́,avis
168,Schwein::N,тува,kiaulė
169,Hund::N,пине,šuo
170,Katze::N,катоня,katė
171,Katze::N,аваката,katė
172,Bär::N,офта,lokys
173,Eichhörnchen::N,ур,voveraitė
174,Elch::N,ся́рда,briedis
175,Fuchs::N,келазь,lapė
176,Hase::N,ну́мол,kiškas
177,Maus::N,шеер,pelė
178,Wolf::N,върьгаз,vilkas
179,Vogel::N,нармонь,paukštis
180,Schwarm::N,ко́вол,spiečius
181,Schwarm::N,ме́швеле,spiečius
182,Huhn::N,сараз,višta
183,Hahn::N,а́тякш,gaidys
184,Gans::N,маци,žąsis
185,Adler::N,куцькан,erelis
186,Ente::N,яксярга,antis
187,Eule::N,ко́рож,pelėda
188,Kranich::N,ка́рга,gervė
189,Krähe::N,ва́рси,varna
190,Kuckuck::N,ку́ку,gegužė
191,Schwan::N,ло́ксти,gulbė
192,Fisch::N,кал,žuvis
193,Barsch::N,о́кунь,ešerys
194,Hecht::N,щу́ка,lydeka
195,Schlange[Tier]::N,куй,gyvatė
196,Wurm::N,сукс,kirmėlė
197,Spinne::N,унжа́,voras
198,Ameise::N,панжам,skruzdė
199,Laus::N,си,utėlė
200,Mücke::N,ся́ське,uodas
201,Fliege::N,кару,musė
202,Schmetterling::N,ме́лав,drugys
203,Schmetterling::N,ме́лав,peteliškė
204,Beere::N,и́мож,uoga
205,Apfel::N,марь,obuolys
206,Pilz::N,панга,grybas
207,Zwiebel::N,шурьхкя́,svogūnas
208,Saat::N,видьмот,sėkla
209,Korn::N,сёра,grūdai
210,Heu::N,тише,šienas
211,Schale::N,кедь,žievelė
212,Grube::N,лотка,duobė
213,Falle::N,туфкс,pinklės
214,Falle::N,туфкс,žabangai
215,Falle::N,кунда́ма,pinklės
216,Falle::N,кунда́ма,žabangai
217,Schlinge::N,килькш,kilpa
218,Spur::N,пильгоки́,vėžė
219,Spur::N,пильгоки́,pėdos
220,Spur::N,пильгоки́,pėdsakas
221,Asche::N,кулу,pelenai
222,Dreck::N,ърда́з,purvas
223,Eisen::N,кшни,geležis
224,Gold::N,ока,auksas
225,Gold::N,золота,auksas
226,Silber::N,сия́,sidabras
227,Kohle::N,седь,anglis
228,Kohle::N,седьвальмя,anglis
229,Glas::N,кля́нцек,stiklas
230,Lehm::N,сёвонь,molis
231,Sand::N,шува́р,smėlis
232,Mensch::N,ломань,žmogus
233,Mann::N,аля,vyras
234,Mann::N,аля,vyriškis
235,Mann::N,цёраломань,vyras
236,Mann::N,цёраломань,vyriškis
237,Frau::N,ава,moteris
238,Kind::N,идь,vaikas
239,Kind::N,шаба,vaikas
240,Junge::N,цёраня,vaikinas
241,Junge::N,цёраня,berniukas
242,Mädchen::N,стирня́,mergytė
243,Mädchen::N,стирня́,mergaitė
244,Familie::N,тнал,šeima
245,Familie::N,семья,šeima
246,Großvater::N,атя,senelis
247,Großvater::N,щя́тя,senelis
248,Großmutter::N,баба,senelė
249,Eltern::N,тя́дят-а́лят,tėvai
250,Vater::N,аля,tėvas
251,Mutter::N,ава,motina
252,Mutter::N,тядя,motina
253,Sohn::N,цёра,sūnus
254,Tochter::N,стирь,duktė
255,Bruder::N,дуган,brolis
256,Bruder::N,пяльне,brolis
257,Schwester::N,ака,sesuo
258,Schwester::N,сазор,sesuo
259,Onkel::N,оця,dėdė
260,Onkel::N,патя,dėdė
261,Onkel::N,щеня́,dėdė
262,Tante::N,ака,teta
263,Tante::N,щака,teta
264,Ehemann::N,мирде,vyras
265,Ehefrau::N,ърьвя́,žmona
266,Freude::N,ке́нярдема,džiaugsmas
267,Gelächter::N,рахсема,juokas
268,Glück::N,паваз,laimė
269,Kummer::N,ризф,vargas
270,Kummer::N,ризф,rūpestis
271,Kummer::N,пичефкс,vargas
272,Kummer::N,пичефкс,rūpestis
273,Wunsch::N,мяль,troškimas
274,Wunsch::N,мяль,pageidavimas
275,Wunsch::N,таколдома,troškimas
276,Wunsch::N,таколдома,pageidavimas
277,Lust::N,таколдома,noras
278,Lust::N,таколдома,geidulys
279,Geist::N,вайме,dvasia
280,Gedanke::N,мяль,mintis
281,Gedächtnis::N,прявий,atmintis
282,Verstand::N,прявий,protas
283,Sinn::N,ён,prasmė
284,Grund::N,туфта́л,priežastis
285,Wahrheit::N,ви́де,tiesa
286,Wahrheit::N,ви́де,teisybė
287,Wahrheit::N,видеши́,tiesa
288,Wahrheit::N,видеши́,teisybė
289,Gespräch::N,корхтама,pokalbis
290,Märchen::N,ёфкс,pasaka
291,Erzählung::N,азкс,apsakymas
292,Erzählung::N,азкс,pasakojimas
293,Nachricht::N,куля́,žinia
294,Neuigkeit::N,куля́,naujiena
295,Name::N,лем,vardas
296,Rätsel::N,со́дама ёфкс,mįslė
297,Rede::N,вал,kalba
298,Rede::N,корхтама,kalba
299,Sprache::N,кяль,kalba
300,Stimme::N,вайгяль,balsas
301,Wort::N,вал,žodis
302,Zeichen::N,тя́ште,žymė
303,Zeichen::N,тя́ште,ženklas
304,Zeichen::N,тя́штькс,žymė
305,Zeichen::N,тя́штькс,ženklas
306,Ruf::N,тердема,šauksmas
307,Lärm::N,гайф,triukšmas
308,Lärm::N,жалакодома,triukšmas
309,Laut::N,вайгяль,garsas
310,Ton::N,вайгяль,tonas
311,Ton::N,вайгяль,garsas
312,Lied::N,мора,daina
313,Lied::N,мора,giesmė
314,Ruhe::N,сетьме,ramybė
315,Ruhe::N,сетьме,ramumas
316,Leute::N,ломатть,žmonės
317,Volk::N,наро́д,tauta
318,Arbeit::N,тев,darbas
319,Arbeit::N,тев,triūsas
320,Gast::N,и́нжи,svečias
321,Gast::N,ко́нак,svečias
322,Geschenk::N,казне,dovana
323,Spiel::N,налхкома,žaismas
324,Spiel::N,налхкома,žaidimas
325,Spiel::N,налхксема,žaismas
326,Spiel::N,налхксема,žaidimas
327,Gesellschaft::N,кружок,draugija
328,Gesellschaft::N,кружок,kompanija
329,Hilfe::N,лездома,pagalba
330,Freund::N,я́лга,draugas
331,Freund::N,я́лга,bičiulis
332,Kamerad::N,я́лга,draugas
333,Angelegenheit::N,тев,dalykas
334,Angelegenheit::N,тев,reikalas
335,Anzahl::N,лувкс,kiekis
336,Anzahl::N,лувкс,skaičius
337,Art::N,вид,rūšis
338,Stück::N,пакш,gabalas
339,Teil::N,часть,dalis
340,Teil::N,пялькс,dalis
341,Hälfte::N,пяле,pusė
342,Kreis::N,шаркс,ratas
343,Kreis::N,шаркс,apskritis
344,Kreis::N,шаркс,apskritimas
345,Kreuz::N,крёз,kryžius
346,Linie::N,межа,linija
347,Linie::N,китькс,linija
348,Strich::N,межа,brėžis
349,Strich::N,межа,brūkšnys
350,Abstand::N,ётка,atstumas
351,Entfernung::N,ётка,atstumas
352,Gegend::N,ва́ста,vietovė
353,Gegend::N,перьфпя́ль,vietovė
354,Platz::N,ва́ста,vieta
355,Ort::N,ва́ста,vieta
356,Ort::N,ва́ста,vietovė
357,Seite::N,пяле,pusė
358,Seite::N,пяле,šonas
359,Mitte::N,кучка́,vidurys
360,Gegenstand::N,веща,dalykas
361,Sache::N,тев,daiktas
362,Sache::N,веща,daiktas
363,Rand::N,пе,kraštas
364,Rand::N,пе,pakraštys
365,Kante::N,и́рдез,kraštas
366,Ecke::N,ужа,kertė
367,Ecke::N,ужа,kampas
368,Spitze::N,пря,priekis
369,Spitze::N,пря,priešakys
370,Ende::N,пе,galas
371,Loch::N,варя,skylė
372,Winkel::N,ужа,kampas
373,Winkel::N,ужа,kampelis
374,Muster::N,сёрма,raštas
375,Größe::N,серь,dydis
376,Größe::N,серь,didumas
377,Länge::N,кува́лма,ilgis
378,Länge::N,кува́лма,ilgumas
379,Höhe::N,серь,aukštis
380,Höhe::N,серь,aukštuma
381,Gewicht::N,сталма,svoris
382,Gewicht::N,сталма,svarstis
383,Menge::N,лувкс,kiekis
384,Menge::N,лувкс,daugybė
385,Haufen::N,мар,krūva
386,Haufen::N,мар,šūsnis
387,Reihe::N,ряд,greta
388,Boot::N,венеж,valtis
389,Boot::N,венеж,laivelis
390,Ruder::N,миле,irklas
391,Schlitten::N,ну́рда,rogės
392,Schlitten::N,ну́рда,rogutės
393,Ski::N,сокс,slidė
394,Lagerfeuer::N,то́лмар,laužas
395,Last::N,канкс,našta
396,Last::N,канкс,nešulys
397,Last::N,сталма,našta
398,Last::N,сталма,nešulys
399,Gang::N,молема,eisena
400,Schritt::N,аськолкс,žingsnis
401,Norden::N,якшама шире,šiaurė
402,Norden::N,якшама шире,žiemiai
403,Süden::N,ля́мбе ши́ре,pietūs
404,Westen::N,ши валгома шире,vakarai
405,Osten::N,шинь стяма шире,rytai
406,Holz::N,вирь,mediena
407,Holz::N,шуфта,mediena
408,Brett::N,лавця,lenta
409,Platte::N,плита́,plokštė
410,Stütze::N,неже,atrama
411,Stütze::N,неже,atspara
412,Stange::N,олга,lazda
413,Stange::N,олга,kartis
414,Stock::N,байдек,lazda
415,Stab::N,олгоня,kartis
416,Rohr::N,турама,vamzdis
417,Haus::N,куд,namas
418,Heim::N,куд,namai
419,Ofen::N,пянакуд,krosnis
420,Fußboden::N,кия́кс,grindys
421,Tisch::N,шра,stalas
422,Tisch::N,моркш,stalas
423,Stuhl::N,стул,kėdė
424,Wiege::N,нюря́м,lopšys
425,Bett::N,ацам,lova
426,Bett::N,ацам,patalai
427,Regal::N,лавцяланга,lentyna
428,Kiste::N,парга,dėžė
429,Fenster::N,валмья,langas
430,Tür::N,кенкш,durys
431,Tor::N,ортат,vartai
432,Zaun::N,перяфкс,tvora
433,Dach::N,кудпря,stogas
434,Leiter::N,куцема,kopėčios
435,Besen::N,тяльме,šluota
436,Spaten::N,ка́йме,lopeta
437,Spaten::N,ка́йме,kastuvas
438,Schaufel::N,ко́поня,semtuvas
439,Schaufel::N,ця́рдом,semtuvas
440,Gabel::N,ця́нгоня,šakutė
441,Löffel::N,куцю,šaukštas
442,Messer::N,пеель,peilis
443,Nagel::N,эска,vinis
444,Haken::N,кя́чказ,vagis
445,Haken::N,кя́чказ,kablys
446,Griff::N,недь,kotas
447,Griff::N,недь,rankena
448,Griff::N,кунда́мка,kotas
449,Griff::N,кунда́мка,rankena
450,Schloss::N,замо́к,spyna
451,Schloss::N,замо́к,užraktas
452,Bild::N,карти́на,paveikslas
453,Figur::N,ронга-понда,figūra
454,Puppe::N,ня́ка,lėlė
455,Beutel::N,кяскав,krepšys
456,Beutel::N,кяскав,maišelis
457,Bündel::N,кярьме,ryšulys
458,Tasche::N,кошяльня,krepšelis
459,Eimer::N,ве́дарка,kibiras
460,Deckel::N,тавадкс,dangtis
461,Deckel::N,вельхкс,dangtis
462,Geschirr::N,кядьге,indai
463,Sack::N,кяскав,maišas
464,Tasse::N,ша́ваня,puodukas
465,Topf::N,кавозь,puodas
466,Kessel::N,сргавозь,katilas
467,Essen::N,ярхцама,valgis
468,Nahrung::N,ярхцампяль,penas
469,Nahrung::N,ярхцампяль,maistas
470,Speise::N,ярхцама,patiekalas
471,Fleisch::N,пал,mėsa
472,Fleisch::N,сиволь,mėsa
473,Getreide::N,сёра,javai
474,Brei::N,ям,košė
475,Brot::N,кши,duona
476,Scheibe::N,кочам,riekė
477,Fett::N,куя́,taukai
478,Fett::N,куя́,riebalai
479,Butter::N,вай,sviestas
480,Öl::N,вай,aliejus
481,Salz::N,сал,druska
482,Suppe::N,шонгарям,sriuba
483,Suppe::N,коршампяль,sriuba
484,Honig::N,медь,medus
485,Milch::N,лофца,pienas
486,Tee::N,чай,arbata
487,Leder::N,кедь,oda
488,Wolle::N,пона,vilna
489,Stoff::N,котф,audeklas
490,Nadel::N,салмокс,adata
491,Faden::N,сюре,gija
492,Faden::N,сюре,siūlas
493,Knopf::N,пуня,saga
494,Knoten::N,сюлма,mazgas
495,Farbe::N,архтомбяль,dažai
496,Kleidung::N,щам,rūbai
497,Kleidung::N,щам,drabužiai
498,Hemd::N,па́нар,marškiniai
499,Kragen::N,сиве,apykaklė
500,Ärmel::N,ожа,rankovė
501,Hose::N,понкст,kelnės
502,Gürtel::N,каркс,juosta
503,Gürtel::N,каркс,diržas
504,Mütze::N,вазь,kepurė
505,Schuh::N,башма́к,batas
506,Stiefel::N,кя́ме,auliniai batai
507,Ring::N,суркс,žiedas
508,Band::N,керькс,kaspinas
509,Band::N,лента,kaspinas
510,Kamm::N,сюрьхцем,šukos
511,Spiegel::N,ванома,veidrodis
512,Riemen::N,шнань каркс,diržas
513,Schnur::N,пикс,virvė
514,Schnur::N,карькскя,virvė
515,Leine::N,вядьме,pavadėlis
516,Decke::N,вельхкс,antklodė
517,Kissen::N,тоду,pagalvė
518,Kissen::N,тоду,priegalvis
519,Tuch::N,руця́,skarelė
520,Handtuch::N,на́рдама,rankšluostis
521,Kraft::N,вий,jėga
522,Stärke::N,вииши,stiprumas
523,Gesundheit::N,шумбраши́,sveikata
524,Krankheit::N,урма́,liga
525,Krankheit::N,сярядема,liga
526,Schmerz::N,маряма,skausmas
527,Wunde::N,керф,žaizda
528,Fieber::N,маштыкс,karštis
529,Arznei::N,надо́бья,vaistas
530,Arznei::N,пъчка́фтома,vaistas
531,Brücke::N,седь,tiltas
532,Brunnen::N,эши,šulinys
533,Weide::N,ванома васта,ganykla
534,Weide::N,ванома васта,gluosnis
535,Pfad::N,ян,takas
536,Pfad::N,киня́,takas
537,Weg::N,ки,kelias
538,Straße::N,ки,gatvė
539,Dorf::N,веле,kaimas
540,Dorf::N,веле,sodžius
541,Stadt::N,ош,miestas
542,Brief::N,сёрма,laiškas
543,Buch::N,книга,knyga
544,Buchstabe::N,бу́ква,raidė
545,Zeitung::N,газе́та,laikraštis
546,Leben::N,эряф,gyvybė
547,Leben::N,эряф,gyvenimas
548,Leben::N,эряма,gyvybė
549,Leben::N,эряма,gyvenimas
550,Tod::N,кулома́,mirtis
551,Grab::N,калма,kapas
552,Kirche::N,це́рькав,bažnyčia
553,Sünde::N,пежеть,nuodėmė
554,Sünde::N,пежеть,nusidėjimas
555,Sünde::N,муворкс,nuodėmė
556,Sünde::N,муворкс,nusidėjimas
557,Gott::N,шкай,dievas
558,Arbeiter::N,трудендай,darbininkas
559,Arbeiter::N,работник,darbininkas
560,Chef::N,азор,šefas
561,Chef::N,азор,vadovas
562,Chef::N,азор,viršininkas
563,Chef::N,оцюня,šefas
564,Chef::N,оцюня,vadovas
565,Chef::N,оцюня,viršininkas
566,Meister::N,мастяр,meistras
567,Arzt::N,врач,gydytojas
568,Arzt::N,доктор,gydytojas
569,Lehrer::N,учи́тель,mokytojas
570,Geld::N,ярмакт,pinigai
571,Geschäft::N,ладяфкс,biznis
572,Geschäft::N,ладяф тев,biznis
573,Laden::N,ла́вка,krautuvė
574,Laden::N,ла́вка,parduotuvė
575,Preis::N,питне,kaina
576,Ware::N,миф,prekė
577,Ware::N,ра́маф,prekė
578,Nutzen::N,пара,nauda
579,Nutzen::N,пара,pelnas
580,Nutzen::N,лезкс,nauda
581,Nutzen::N,лезкс,pelnas
582,Reichtum::N,ко́зяши,turtas
583,Welt::N,свет,pasaulis
584,Land::N,мастор,žemė
585,Land::N,мастор,šalis
586,Staat::N,государства,valstija
587,König::N,король,karalius
588,Macht::N,азорондама,galia
589,Macht::N,азорондама,valdžia
590,Macht::N,азорксши,galia
591,Macht::N,азорксши,valdžia
592,Grenze::N,ёткаян,riba
593,Grenze::N,ёткаян,siena
594,Krieg::N,война́,karas
595,Feind::N,душман,priešas
596,Feind::N,каршек тюри,priešas
597,Gewalt::N,наругама,jėga
598,Gewalt::N,наругама,smurtas
599,Gewalt::N,наругама,prievarta
600,Kampf::N,тюрема́,kova
601,Bogen[Waffe]::N,нал,lankas
602,Pfeil::N,нал,strėlė
603,Gewehr::N,винто́вка,šautuvas
604,Fehler::N,эльбядькс,klaida
605,Lüge::N,васькафнема,melas
606,Schaden::N,зия́н,nuostolis
607,Schaden::N,зия́н,apgadinimas
608,Unglück::N,зия́н,nelaimė
609,Schuld::N,муворши,kaltė
610,Alter::N,эряф кизот,amžius
611,Alter::N,эряфонь пинге,amžius
612,Schluss::N,пе,pabaiga
613,Zeit::N,пинге,laikas
614,Tag::N,ши,diena
615,Morgen::N,шобдава,rytas
616,Mittag::N,шикучка,vidurdienis
617,Abend::N,иля́дь,vakaras
618,Nacht::N,ве,naktis
619,Woche::N,недя́ля,savaitė
620,Monat::N,ков,mėnuo
621,Jahr::N,киза,metai
622,Frühling::N,тунда́,pavasaris
623,Sommer::N,киза,vasara
624,Herbst::N,сёксе,ruduo
625,Winter::N,тяла,žiema
626,Januar::N,кельмеков,sausis
627,Februar::N,уфайков,vasaris
628,März::N,марайков,kovas
629,April::N,шудиков,balandis
630,Mai::N,панжиков,gegužė
631,Juni::N,лямбеков,birželis
632,Juli::N,псиков,liepa
633,August::N,сёроньков,rugpjūtis
634,September::N,тюжягов,rugsėjis
635,Oktober::N,кельмазаков,spalis
636,November::N,эйндамков,lapkritis
637,Dezember::N,кучкаков,gruodis
638,Montag::N,одговши,pirmadienis
639,Dienstag::N,ша́вши,antradienis
640,Mittwoch::N,вержи,trečiadienis
641,Donnerstag::N,шува́ланя,ketvirtadienis
642,Freitag::N,пя́денця,penktadienis
643,Samstag::N,ёткши,šeštadienis
644,Sonntag::N,таргоши,sekmadienis
645,groß::A,оцю,didis
646,groß::A,оцю,didelis
647,klein::A,ёмла,mažas
648,lang::A,кува́ка,ilgas
649,kurz::A,нюрьхкя́ня,trumpas
650,breit::A,кели,platus
651,schmal::A,тяйня,smulkus
652,dicht::A,сиде,tankus
653,dicht::A,туста,tankus
654,dick[Gegenstand]::A,эчке,storas
655,dünn::A,шува́ня,plonas
656,fein::A,шува́ня,smulkus
657,fest::A,кеме,kietas
658,fest::A,кеме,tvirtas
659,flach::A,лапш,lėkštas
660,flach::A,лапш,plokščias
661,glatt::A,вадяв,slidus
662,glatt::A,такор,slidus
663,hart::A,калгода,kietas
664,weich::A,ляпе,minkštas
665,rund::A,кру́глай,apvalus
666,rund::A,кру́глай,apskritas
667,spitz::A,ботаз,aštrus
668,spitz::A,ботаз,smailus
669,spitz::A,оржа,aštrus
670,spitz::A,оржа,smailus
671,scharf::A,оржа,aštrus
672,stumpf::A,ношка,bukas
673,stumpf::A,ношка,atšipęs
674,schwer::A,стака,sunkus
675,schön::A,мазы,gražus
676,heiß::A,пси,karštas
677,warm::A,лямбе,šiltas
678,kalt::A,кельме,šaltas
679,kühl::A,эше,vėsus
680,kühl::A,эше,bejausmis
681,frisch::A,свежай,šviežias
682,feucht::A,летьке,drėgnas
683,nass::A,начка,šlapias
684,trocken::A,коське,sausas
685,voll::A,пяшксе,pilnas
686,leer::A,шава,tuščias
687,offen::A,панжада,atviras
688,offen::A,виде,atviras
689,geschlossen::A,пякстаф,uždaras
690,geschlossen::A,пякстаф,uždarytas
691,geschlossen::A,сёлгф,uždaras
692,geschlossen::A,сёлгф,uždarytas
693,sauber::A,ару,švarus
694,schmutzig::A,рда́зу,nešvarus
695,schmutzig::A,рда́зу,purvinas
696,schmutzig::A,пя́ндра,nešvarus
697,schmutzig::A,пя́ндра,purvinas
698,roh::A,верок,žalias
699,reif::A,ке́нерьф,prinokęs
700,reif::A,ке́нерьф,pribrendęs
701,lecker::A,танцти,gardus
702,süß::A,ламбама,saldus
703,bitter::A,сяпи,kartus
704,sauer::A,шапама,gižus
705,sauer::A,шапама,rūgštus
706,hell::A,валда,šviesus
707,hell::A,валда,skaistus
708,dunkel::A,шобда,tamsus
709,schwarz::A,равжа,juodas
710,weiß::A,акша,baltas
711,rot::A,якстерь,raudonas
712,gelb::A,тюжя́,geltonas
713,blau::A,сенем,mėlynas
714,grün::A,пиже,žalias
715,grün::A,сянгяря,žalias
716,grau::A,уле,pilkas
717,bunt::A,сёрмав,margas
718,bunt::A,сёрмав,spalvotas
719,billig::A,у́цез,pigus
720,billig::A,аф пи́тни,pigus
721,teuer::A,пи́тни,brangus
722,wertvoll::A,питни,vertingas
723,blind::A,сокор,aklas
724,taub::A,пярав,kurčias
725,kräftig::A,пяк вии,stiprus
726,stark::A,вии,stiprus
727,schwach::A,лафча,silpnas
728,fett::A,куя́,riebus
729,schlank::A,виде ронга,laibas
730,schlank::A,виде ронга,lieknas
731,hübsch::A,мазы,gražus
732,böse::A,кяжи,blogas
733,dumm::A,аф ёню,paikas
734,dumm::A,аф ёню,kvailas
735,dumm::A,шава пря,paikas
736,dumm::A,шава пря,kvailas
737,faul::A,нола,tingus
738,fleißig::A,ку́лхцонды,stropus
739,fleißig::A,ку́лхцонды,kruopštus
740,geizig::A,кирьжя,šykštus
741,geizig::A,жаднай,šykštus
742,klug::A,ёню,sumanus
743,klug::A,ёню,protingas
744,klug::A,пря́ви,sumanus
745,klug::A,пря́ви,protingas
746,geschickt::A,маштозь тиф,apsukrus
747,lieb::A,цебярь,mielas
748,lustig::A,ра́хси,smagus
749,lustig::A,ра́хси,linksmas
750,sanft::A,сетьме,švelnus
751,sanft::A,сетьме,minkštas
752,hungrig::A,вача,alkanas
753,hungrig::A,вачеда,alkanas
754,krank::A,сяряди,ligotas
755,krank::A,сяряди,sergantis
756,nackt::A,штада,nuogas
757,nackt::A,кърхтапа,nuogas
758,traurig::A,ла́жнай,liūdnas
759,lebendig::A,эряй,gyvas
760,gut::A,пара,geras
761,gut::A,цебярь,geras
762,schlecht::A,кальдяв,blogas
763,schlecht::A,кальдяв,prastas
764,richtig::A,виде,tikras
765,richtig::A,виде,teisingas
766,schlimm::A,кальдяв,blogas
767,schlimm::A,кальдяв,prastas
768,wahr::A,афкуксонь,tikras
769,alt::A,ташта,senas
770,neu::A,од,naujas
771,ehemalig::A,и́нгольдень,buvęs
772,alt[Lebewesen]::A,сире,pagyvenęs
773,jung::A,од,jaunas
774,arm::A,а́шу,neturtingas
