,Concept_ID,cv,eu
76,Erde::N,ҫӗр,lur
77,Staub::N,тусан,hauts
78,Rauch::N,тӗтӗм,ke
79,Funke::N,хӗм,zirta
80,Funke::N,хӗм,txinparta
81,Feuer::N,вут,su
82,Feuer::N,ҫулӑм,su
83,Licht::N,ҫутӑ,argi
84,Schatten::N,сулхӑн,itzal
85,Schatten::N,сулхӑн,geriza
86,Wetter::N,ҫанталӑк,eguraldi
87,Nebel::N,тӗтре,laino
88,Wolke::N,пӗлӗт,hodei
89,Regen::N,ҫумӑр,euri
90,Schnee::N,юр,elur
91,Eis::N,пӑр,horma
92,Frost::N,сивӗ,izotzaldi
93,Kälte::N,сивӗ,hotz
94,Hitze::N,вӗри,bero
95,Hitze::N,шӑрӑх,bero
96,Raureif::N,пас,antzigar
97,Regenbogen::N,асамат кӗперӗ,ostadar
98,Regenbogen::N,асамат кӗперӗ,ortzadar
99,Donner::N,аслати,ostots
100,Donner::N,аслати,ihurtzuri
101,Strömung::N,юхӑ,laster
102,Tropfen::N,тумлам,xorta
103,Schaum::N,кӑпӑк,bits
104,Schmutz::N,пылчӑк,lohi
105,Schmutz::N,пылчӑк,zikin
106,See::N,кӳлӗ,laku
107,See::N,кӳлӗ,aintzira
108,Sumpf::N,шур,zingira
109,Sumpf::N,шурлӑх,zingira
110,Moor::N,торфлӑ шурлӑх,zohikaztegi
111,Wiese::N,улӑх,larre
112,Wiese::N,улӑх,belardi
113,Wiese::N,ҫаран,larre
114,Wiese::N,ҫаран,belardi
115,Wald::N,вӑрман,baso
116,Wald::N,вӑрман,oihan
117,Hügel::N,сӑрт,muino
118,Hügel::N,сӑрт,pentoka
119,Hügel::N,тӗмеске,muino
120,Hügel::N,тӗмеске,pentoka
121,Anhöhe::N,сӑрт,garai
122,Anhöhe::N,сӑрт,goragune
123,Berg::N,ту,mendi
124,Gipfel::N,тӳпе,gain
125,Gipfel::N,тӳпе,tontor
126,Höhle::N,ҫӗр хӑвӑлӗ,kobazulo
127,Abhang::N,тӑвайкки,aldapa
128,Quelle::N,ҫӑл куҫ,iturri
129,Quelle::N,ҫӑл куҫ,iturbegi
130,Bach::N,пӗчӗк шыв,lats
131,Bach::N,пӗчӗк шыв,erreka
132,Fluss::N,юхан шыв,ibai
133,Fluss::N,юхан шыв,uhaitz
134,Ufer::N,ҫыран,bazter
135,Küste::N,тинӗс ҫыранӗ,itsasalde
136,Festland::N,тип ҫӗр,lehor
137,Meer::N,тинӗс,itsaso
138,Bucht::N,тинӗс кукӑрӗ,golko
139,Insel::N,утрав,irla
140,Insel::N,утрав,uharte
141,Blume::N,чечек,lili
142,Gras::N,курӑк,belar
143,Wurzel::N,тымар,zuztar
144,Wurzel::N,тымар,sustrai
145,Baum::N,йывӑҫ,zuhaitz
146,Stamm::N,вулӑ,enbor
147,Rinde::N,хуйӑр,azal
148,Ast::N,турат,adar
149,Zweig::N,турат,abar
150,Blatt::N,ҫулҫӑ,hosto
151,Birke::N,хурӑн,urki
152,Kiefer[Baum]::N,хыр,ler
153,Weide[Baum]::N,хӑва,zume
154,Weide[Baum]::N,хӑва,sahats
155,Tanne::N,чӑрӑш,izei
156,Horn::N,мӑйрака,adar
157,Feder::N,тӗк,luma
158,Feder::N,тӗк,hegaki
159,Fell::N,ҫӑм,ile
160,Fell::N,ҫӑм,larru
161,Flügel::N,ҫунат,hego
162,Klaue::N,чӗрне,atzapar
163,Kralle::N,ура,erpe
164,Kralle::N,ура,atzapar
165,Schwanz::N,хӳре,isats
166,Schwanz::N,хӳре,buztan
167,Ei::N,ҫӑмарта,arrautza
168,Nest::N,йӑва,habia
169,Bau::N,йӗнӗ,ohantze
170,Tier::N,выльӑх,abere
171,Tier::N,выльӑх,piztia
172,Herde::N,кӗтӳ,saldo
173,Herde::N,кӗтӳ,abere talde
174,Kuh::N,ӗне,behi
175,Bulle::N,вӑкӑр,zezen
176,Pferd::N,лаша,zaldi
177,Schaf::N,сурӑх,ardi
178,Schwein::N,сысна,urde
179,Schwein::N,сысна,txerri
180,Hund::N,йытӑ,txakur
181,Katze::N,кушак,katu
182,Bär::N,упа,hartz
183,Eichhörnchen::N,пакша,urtxintxa
184,Elch::N,пӑши,altze
185,Fuchs::N,тилӗ,azeri
186,Hase::N,куян,erbi
187,Hase::N,мулкач,erbi
188,Maus::N,шӑши,sagu
189,Wolf::N,кашкӑр,otso
190,Vogel::N,кайӑк,txori
191,Vogel::N,кайӑк,hegazti
192,Vogel::N,вӗҫен кайӑк,txori
193,Vogel::N,вӗҫен кайӑк,hegazti
194,Schwarm::N,ушкӑн,aldra
195,Huhn::N,чӑх,oilo
196,Huhn::N,чӑхӑ,oilo
197,Hahn::N,автан,oilar
198,Gans::N,хур,antzara
199,Adler::N,ӑмӑрт кайӑк,arrano
200,Ente::N,кӑвакал,ahate
201,Eule::N,тӑмана,hontza
202,Kranich::N,тӑрна,kurrilo
203,Krähe::N,ула курак,bele
204,Kuckuck::N,куккук,kuku
205,Schwan::N,акӑш,beltxarga
206,Fisch::N,пулӑ,arrain
207,Barsch::N,уланкӑ,perka
208,Hecht::N,ҫӑрттан,lutxo
209,Schlange[Tier]::N,ҫӗлен,suge
210,Wurm::N,ӑман,har
211,Spinne::N,эрешмен,armiarma
212,Ameise::N,кӑткӑ,inurri
213,Laus::N,пыйтӑ,zorri
214,Mücke::N,вӑрӑм туна,eltxo
215,Fliege::N,шӑна,euli
216,Schmetterling::N,лӗпӗш,pinpirin
217,Schmetterling::N,лӗпӗш,tximeleta
218,Beere::N,ҫырла,baia
219,Apfel::N,улма,sagar
220,Apfel::N,пан улми,sagar
221,Pilz::N,кӑмпа,onddo
222,Pilz::N,кӑмпа,perretxiko
223,Zwiebel::N,сухан,tipula
224,Saat::N,вӑрӑ,haziak
225,Korn::N,тӗшӗ,ale
226,Korn::N,тӗшӗ,pikor
227,Korn::N,пӗрчӗ,ale
228,Korn::N,пӗрчӗ,pikor
229,Heu::N,утӑ,belar ondu
230,Schale::N,хупӑ,azal
231,Grube::N,шӑтӑк,hobi
232,Falle::N,тапӑ,harrapagailu
233,Falle::N,капкӑн,harrapagailu
234,Schlinge::N,йӑлӑ,bilur
235,Schlinge::N,йӑлӑ,xedera
236,Spur::N,йӗр,lorratz
237,Asche::N,кӗл,errauts
238,Dreck::N,пылчӑк,satsukeria
239,Eisen::N,тимӗр,burdina
240,Gold::N,ылтӑн,urre
241,Gold::N,ылтӑн,urregorri
242,Silber::N,кӗмӗл,zilar
243,Silber::N,кӗмӗл,urrezuri
244,Kohle::N,кӑмрӑк,ikatz
245,Glas::N,кӗленче,beira
246,Lehm::N,тӑм,buztin
247,Sand::N,хӑйӑр,harea
248,Sand::N,хӑйӑр,hondar
249,Mensch::N,ҫын,gizaki
250,Mensch::N,этем,gizaki
251,Mann::N,ар,gizon
252,Frau::N,хӗрарӑм,andere
253,Frau::N,хӗрарӑм,emakume
254,Kind::N,ача,haur
255,Junge::N,ача,mutil
256,Junge::N,ар ҫын ача,mutil
257,Mädchen::N,хӗр ача,neska
258,Familie::N,ҫемье,sendi
259,Familie::N,ҫемье,familia
260,Familie::N,кил-йыш,sendi
261,Familie::N,кил-йыш,familia
262,Großvater::N,кукаҫи,aitona
263,Großvater::N,кукаҫи,aitatxi
264,Großmutter::N,кукамай,amona
265,Großmutter::N,кукамай,amatxi
266,Eltern::N,аҫа-ама,gurasoak
267,Vater::N,атте,aita
268,Mutter::N,анне,ama
269,Sohn::N,ывӑл,seme
270,Tochter::N,хӗр,alaba
271,Bruder::N,ар тӑван,neba
272,Bruder::N,ар тӑван,anaia
273,Schwester::N,аппа,ahizpa
274,Schwester::N,йӑмӑк,ahizpa
275,Onkel::N,мучи,osaba
276,Onkel::N,пичче,osaba
277,Tante::N,аппа,izeba
278,Ehemann::N,упӑшка,senar
279,Ehefrau::N,арӑм,emazte
280,Freude::N,савӑнӑҫ,poz
281,Freude::N,савӑнӑҫ,pozkari
282,Freude::N,хаваслӑх,poz
283,Freude::N,хаваслӑх,pozkari
284,Gelächter::N,кулӑ,barre
285,Gelächter::N,кулӑ,karkara
286,Glück::N,телей,zori
287,Glück::N,ӑраскал,zori
288,Kummer::N,хурлӑх,xangrin
289,Kummer::N,хурлӑх,atsekabe
290,Wunsch::N,ӗмӗт,nahi
291,Wunsch::N,ӗмӗт,nahikunde
292,Wunsch::N,кӑмӑл,nahi
293,Wunsch::N,кӑмӑл,nahikunde
294,Lust::N,кӑмӑл,gogo
295,Geist::N,чун-чӗм,gogo
296,Geist::N,ыр-усал,gogo
297,Geist::N,чун хавалӗ,gogo
298,Gedanke::N,шухӑш,gogoeta
299,Gedächtnis::N,ас,oroimen
300,Gedächtnis::N,ас,gogoramen
301,Verstand::N,ӑс,adimen
302,Verstand::N,ӑс,ulermen
303,Verstand::N,ӑс-тӑн,adimen
304,Verstand::N,ӑс-тӑн,ulermen
305,Verstand::N,ӑс-хакӑл,adimen
306,Verstand::N,ӑс-хакӑл,ulermen
307,Sinn::N,тупсӑм,zentzu
308,Sinn::N,пӗлтерӗш,zentzu
309,Grund::N,сӑлтав,zergati
310,Wahrheit::N,чӑнлӑх,egia
311,Gespräch::N,калаҫу,hizketa
312,Gespräch::N,калаҫу,elkarrizketa
313,Märchen::N,юмах,ipuin
314,Erzählung::N,акалав,edesti
315,Erzählung::N,акалав,kontakizun
316,Erzählung::N,каласа пани,edesti
317,Erzählung::N,каласа пани,kontakizun
318,Nachricht::N,хыпар,albiste
319,Neuigkeit::N,ҫӗнӗ хыпар,berri
320,Name::N,ят,izen
321,Rätsel::N,сутмалли юмах,asmakizun
322,Rede::N,сӑмах,hitzaldi
323,Rede::N,сӑмах,mintzaldi
324,Sprache::N,чӗлхе,hizkuntza
325,Stimme::N,сасӑ,ahots
326,Wort::N,сӑмах,hitz
327,Zeichen::N,паллӑ,agerbide
328,Zeichen::N,паллӑ,agergarri
329,Ruf::N,йыхрав,dei
330,Ruf::N,чӗнӳ,dei
331,Lärm::N,шав,zarata
332,Lärm::N,шав,harrabots
333,Laut::N,сасӑ,hots
334,Ton::N,сасӑ,tonu
335,Ton::N,сасӑ,soinu
336,Lied::N,юрӑ,abesti
337,Ruhe::N,канӑҫлӑх,nasaitasun
338,Ruhe::N,лӑпкӑлӑх,nasaitasun
339,Leute::N,ҫамрӑксем,jende
340,Leute::N,ҫамрӑк ҫынсем,jende
341,Volk::N,халӑх,herri
342,Volk::N,халӑх,populu
343,Arbeit::N,ӗҫхӗл,lan
344,Arbeit::N,ӗҫлев,lan
345,Gast::N,хӑна,arrotz
346,Gast::N,хӑна,apopilo
347,Geschenk::N,парне,opari
348,Geschenk::N,кучченеҫ,opari
349,Spiel::N,вӑйӑ,jolas
350,Gesellschaft::N,общество,gizarte
351,Hilfe::N,пулӑшу,helpide
352,Hilfe::N,пулӑшу,laguntza
353,Freund::N,тус,lagun
354,Kamerad::N,юлташ,adiskide
355,Kamerad::N,юлташ,lagunkide
356,Kamerad::N,тус,adiskide
357,Kamerad::N,тус,lagunkide
358,Angelegenheit::N,ӗҫ,afera
359,Anzahl::N,йыш,kopuru
360,Anzahl::N,хисеп,kopuru
361,Art::N,тӗс,mota
362,Stück::N,татӑк,puska
363,Teil::N,пай,atal
364,Hälfte::N,ҫурӑ,erdi
365,Kreis::N,ункӑ,biribilki
366,Kreis::N,ҫавракӑш,biribilki
367,Kreuz::N,хӗрес,gurutze
368,Linie::N,йӗр,linea
369,Strich::N,йӗр,marra
370,Abstand::N,хушӑ,tarte
371,Entfernung::N,хушӑ,urrunera
372,Gegend::N,вырӑн,alderdi
373,Gegend::N,вырӑн,eskualde
374,Platz::N,хутлӑх,leku
375,Ort::N,вырӑн,toki
376,Seite::N,ен,albo
377,Seite::N,аяк,albo
378,Seite::N,айӑк,albo
379,Mitte::N,варӑ,erdi
380,Gegenstand::N,япала,gauzaki
381,Sache::N,япала,gauza
382,Rand::N,вӗҫ,ertz
383,Rand::N,хӗрӗ,ertz
384,Rand::N,хӗрри,ertz
385,Kante::N,хайкача,ertz
386,Kante::N,хысак,ertz
387,Ecke::N,кӗтес,kantoi
388,Spitze::N,вӗҫ,punta
389,Ende::N,вӗҫ,buru
390,Ende::N,вӗҫ,mutur
391,Loch::N,шӑтӑк,zulo
392,Winkel::N,кӗтес,zoko
393,Winkel::N,кӗтес,bazter
394,Muster::N,эреш,eredu
395,Muster::N,эреш,marrazki
396,Größe::N,пысӑкӑш,kaizu
397,Größe::N,пысӑкӑш,tamaina
398,Länge::N,вӑрӑмӑш,luzera
399,Höhe::N,ҫӳллӗш,goiera
400,Höhe::N,ҫӳллӗш,garaiera
401,Gewicht::N,виҫе,hazta
402,Gewicht::N,йывӑрӑш,hazta
403,Menge::N,йыш,kopuru
404,Haufen::N,купа,pila
405,Haufen::N,купа,mendoi
406,Reihe::N,рет,ilara
407,Reihe::N,рет,errenkada
408,Boot::N,кимӗ,potin
409,Boot::N,кимӗ,txalupa
410,Ruder::N,кӗсмен,arraun
411,Schlitten::N,ҫуна,lera
412,Schlitten::N,ҫуна,narra
413,Ski::N,йӗлтӗр,eski
414,Lagerfeuer::N,вут,su
415,Lagerfeuer::N,кӑвайт,su
416,Last::N,сулмаклӑх,zama
417,Last::N,сулмаклӑх,karga
418,Last::N,йывӑр япала,zama
419,Last::N,йывӑр япала,karga
420,Gang::N,куҫӑм,ibilera
421,Schritt::N,утӑм,pauso
422,Schritt::N,утӑм,urrats
423,Schritt::N,пусӑм,pauso
424,Schritt::N,пусӑм,urrats
425,Norden::N,ҫурҫӗр,ipar
426,Norden::N,ҫурҫӗр,iparralde
427,Süden::N,кӑнтӑр,hego
428,Süden::N,кӑнтӑр,hegoalde
429,Westen::N,анӑҫ,sartalde
430,Westen::N,анӑҫ,mendebalde
431,Westen::N,хӗвел анӑҫ,sartalde
432,Westen::N,хӗвел анӑҫ,mendebalde
433,Osten::N,хӗвел тухӑҫ,ekialde
434,Osten::N,хӗвел тухӑҫ,sortalde
435,Holz::N,йывӑҫ,zur
436,Brett::N,хӑма,ohol
437,Platte::N,плита,lauza
438,Stütze::N,ура,irozgarri
439,Stütze::N,ура,bermagailu
440,Stange::N,шерте,haga
441,Stock::N,патак,makila
442,Stab::N,шӑчӑ,makila
443,Rohr::N,пӑрӑх,hodi
444,Haus::N,ҫурт,etxe
445,Heim::N,кил,etxe
446,Heim::N,кил,etxaleku
447,Ofen::N,кӑмака,berogailu
448,Fußboden::N,урай,zoru
449,Tisch::N,сӗтел,mahai
450,Stuhl::N,пукан,aulki
451,Wiege::N,сӑпка,kuma
452,Wiege::N,сӑпка,sehaska
453,Bett::N,кравать,ohe
454,Bett::N,кравать,ohatze
455,Regal::N,ҫӳлӗк,apalategi
456,Regal::N,сентре,apalategi
457,Kiste::N,ещӗк,kutxa
458,Kiste::N,сунтӑх,kutxa
459,Fenster::N,чӳрече,leiho
460,Tür::N,алӑк,ate
461,Tor::N,хапха,atari
462,Zaun::N,хӳме,hesi
463,Dach::N,тӑрӑ,teilatu
464,Leiter::N,пусма,zurubi
465,Besen::N,шӑпӑр,erratz
466,Spaten::N,кӗреҫе,burdinpala
467,Schaufel::N,кӗреҫе,pala
468,Gabel::N,вилка,sardexka
469,Löffel::N,кашӑк,koilara
470,Messer::N,ҫӗҫӗ,aizto
471,Nagel::N,пӑта,iltze
472,Netz::N,тетел,sare
473,Haken::N,йӑрхах,mako
474,Haken::N,ҫекӗл,mako
475,Griff::N,хӑлӑп,eskutoki
476,Schloss::N,ҫӑра,sarraila
477,Bild::N,сӑн,irudi
478,Bild::N,сӑнлӑх,irudi
479,Bild::N,картина,irudi
480,Figur::N,кӗлетке,figura
481,Puppe::N,пукане,panpina
482,Puppe::N,пукане,andrakila
483,Beutel::N,михӗ,zorro
484,Bündel::N,ҫыхӑ,azao
485,Bündel::N,ҫыхӑ,espal
486,Bündel::N,тӗрке,azao
487,Bündel::N,тӗрке,espal
488,Tasche::N,сумка,poltsa
489,Eimer::N,витре,treska
490,Deckel::N,хупӑ,tapa
491,Deckel::N,хупӑ,estalki
492,Geschirr::N,савӑт-сапа,baxera
493,Geschirr::N,савӑт-сапа,ontziteria
494,Sack::N,михӗ,zaku
495,Tasse::N,курка,kikara
496,Topf::N,кастрюль,ontzi
497,Topf::N,кастрюль,lapiko
498,Kessel::N,хуран,pazia
499,Essen::N,апат,janaldi
500,Nahrung::N,апат-ҫимӗс,jan
501,Speise::N,апат,jaki
502,Speise::N,ҫимӗҫ,jaki
503,Fleisch::N,аш,okela
504,Fleisch::N,аш,haragi
505,Fleisch::N,какай,okela
506,Fleisch::N,какай,haragi
507,Getreide::N,тырӑ,labore
508,Brei::N,пӑтӑ,ahi
509,Brei::N,пӑтӑ,pure
510,Brot::N,ҫӑкӑр,ogi
511,Scheibe::N,чӗлӗ,xerra
512,Scheibe::N,чӗлӗ,pirripita
513,Scheibe::N,касӑк,xerra
514,Scheibe::N,касӑк,pirripita
515,Fett::N,ҫу,urin
516,Fett::N,ҫу,koipe
517,Butter::N,ҫу,gurin
518,Öl::N,ҫу,olio
519,Salz::N,тӑвар,gatz
520,Suppe::N,яшка,zopa
521,Suppe::N,яшка,salda
522,Honig::N,пыл,ezti
523,Milch::N,сӗт,esne
524,Tee::N,чей,te
525,Leder::N,сӑран,larru
526,Wolle::N,ҫӑм,artile
527,Stoff::N,тӗртӗм,ehun
528,Nadel::N,йӗп,orratz
529,Nadel::N,йӗп,jostorratz
530,Faden::N,ҫип,hari
531,Knopf::N,тӳме,botoi
532,Knoten::N,йӑлӑ,korapilo
533,Farbe::N,сӑрӑ,pintura
534,Kleidung::N,тум,arropa
535,Kleidung::N,тум,jantziak
536,Kleidung::N,ҫипуҫ,arropa
537,Kleidung::N,ҫипуҫ,jantziak
538,Kleidung::N,тум-тир,arropa
539,Kleidung::N,тум-тир,jantziak
540,Hemd::N,кӗпе,atorra
541,Hemd::N,кӗпе,alkandora
542,Kragen::N,ҫуха,idun
543,Ärmel::N,ҫанӑ,mahuka
544,Hose::N,шӑлавар,prakak
545,Hose::N,шӑлавар,galtzak
546,Gürtel::N,пиҫиххи,gerriko
547,Mütze::N,ҫӗлӗк,txano
548,Mütze::N,ҫӗлӗк,txapel
549,Schuh::N,пушмак,oski
550,Schuh::N,пушмак,oinetako
551,Schuh::N,ботинок,oski
552,Schuh::N,ботинок,oinetako
553,Stiefel::N,атӑ,bota
554,Ring::N,ҫӗрӗ,uztai
555,Band::N,хаю,zinta
556,Band::N,хаю,xingola
557,Band::N,йӗсме,zinta
558,Band::N,йӗсме,xingola
559,Kamm::N,тура,orrazi
560,Spiegel::N,тӗкӗр,mirail
561,Spiegel::N,куҫ кӗски,mirail
562,Riemen::N,чӗн,uhal
563,Schnur::N,кантра,lokailu
564,Leine::N,касмӑк,lotura
565,Decke::N,утиял,burusi
566,Kissen::N,ҫытар,kuxin
567,Kissen::N,минтер,kuxin
568,Tuch::N,тутӑр,zapi
569,Tuch::N,тутӑр,oihal
570,Handtuch::N,ал шӑлли,eskuzapi
571,Handtuch::N,ал шӑлли,eskuoihal
572,Kraft::N,вӑй,indar
573,Kraft::N,хӑват,indar
574,Stärke::N,хал,indar
575,Stärke::N,хӑват,indar
576,Gesundheit::N,хал,osasun
577,Gesundheit::N,сывлӑх,osasun
578,Krankheit::N,чир,eritasun
579,Krankheit::N,чир,gaixotasun
580,Schmerz::N,ырату,min
581,Wunde::N,суран,zauri
582,Fieber::N,сив чир,sukar
583,Arznei::N,эмел,osagai
584,Arznei::N,эмел,sendagai
585,Brücke::N,кӗпер,zubi
586,Brunnen::N,ҫӑл,putzu
587,Brunnen::N,пусӑ,putzu
588,Weide::N,ҫаран,alha
589,Weide::N,ҫаран,bazkaleku
590,Pfad::N,йӗр,zidor
591,Pfad::N,йӗр,bidexka
592,Pfad::N,сукмак,zidor
593,Pfad::N,сукмак,bidexka
594,Weg::N,ҫул,bide
595,Weg::N,ҫул-йӗр,bide
596,Straße::N,ҫӳрев,errepide
597,Straße::N,ҫул ҫӳрени,errepide
598,Dorf::N,ял,herri
599,Stadt::N,хула,hiri
600,Brief::N,ҫыру,gutun
601,Brief::N,ҫыру,eskutitz
602,Buch::N,кӗнеке,liburu
603,Buchstabe::N,сас палли,hizki
604,Zeitung::N,хаҫат,egunkari
605,Leben::N,пурнӑҫ,bizi
606,Leben::N,пурнӑҫ,bizitza
607,Tod::N,вилӗм,herio
608,Tod::N,вилӗм,heriotza
609,Grab::N,масар шӑтӑкӗ,hobi
610,Grab::N,масар шӑтӑкӗ,hilobi
611,Kirche::N,чиркӳ,eliza
612,Sünde::N,ҫылӑх,hoben
613,Sünde::N,ҫылӑх,bekatu
614,Gott::N,турӑ,jainko
615,Arbeiter::N,рабочи,langile
616,Arbeiter::N,рабочи,behargin
617,Chef::N,пуҫлӑх,nagusi
618,Meister::N,ӑста,maisu
619,Meister::N,мастер,maisu
620,Arzt::N,врач,osagile
621,Arzt::N,врач,sendagile
622,Arzt::N,тухтӑр,osagile
623,Arzt::N,тухтӑр,sendagile
624,Lehrer::N,учитель,irakasle
625,Lehrer::N,вӗрентекен,irakasle
626,Geld::N,укҫа,diru
627,Geschäft::N,бизнес,negozio
628,Laden::N,магазин,denda
629,Laden::N,магазин,saltegi
630,Preis::N,хак,prezio
631,Preis::N,хак,salneurri
632,Ware::N,тавар,salgai
633,Nutzen::N,пайта,onura
634,Nutzen::N,пайта,probetxu
635,Reichtum::N,мул,aberastasun
636,Welt::N,тӗнче,ludi
637,Welt::N,тӗнче,mundu
638,Land::N,ҫӗр-шыв,herrialde
639,Staat::N,патшàлӑх,estatu
640,König::N,король,errege
641,Macht::N,власть,botere
642,Grenze::N,чикӗ,muga
643,Krieg::N,вӑрҫӑ,guda
644,Feind::N,тӑшман,etsai
645,Feind::N,тӑшман,arerio
646,Gewalt::N,ирӗксӗрлӳ,bortxa
647,Gewalt::N,ирӗксӗрлӳ,bortizkeria
648,Kampf::N,кӗрешӳ,gudu
649,Kampf::N,кӗрешӳ,auska
650,Bogen[Waffe]::N,ухӑ,arku
651,Pfeil::N,ҫӗмрен,gezi
652,Pfeil::N,ухӑ йӗппи,gezi
653,Gewehr::N,пӑшал,fusil
654,Fehler::N,йӑнӑш,huts
655,Fehler::N,йӑнӑш,hutsegin
656,Lüge::N,суя,gezur
657,Lüge::N,ултав,gezur
658,Schaden::N,сиен,kalte
659,Unglück::N,шар,zoritxar
660,Unglück::N,шар,zorigaitz
661,Unglück::N,инкек,zoritxar
662,Unglück::N,инкек,zorigaitz
663,Schuld::N,айӑп,erru
664,Alter::N,ҫул шучӗ,adin
665,Schluss::N,пӗтни,bukaera
666,Schluss::N,пӗтмӗш,bukaera
667,Zeit::N,вӑхӑт,aldi
668,Zeit::N,вӑхӑт,denbora
669,Tag::N,кун,egun
670,Morgen::N,ир,goiz
671,Mittag::N,кӑнтӑрла,eguerdi
672,Abend::N,каҫ,arrats
673,Nacht::N,каҫ,gau
674,Woche::N,эрне,aste
675,Monat::N,уйӑх,hil
676,Jahr::N,ҫулталӑк,urte
677,Frühling::N,ҫур,udalehen
678,Frühling::N,ҫуркунне,udalehen
679,Sommer::N,ҫу,uda
680,Sommer::N,ҫулла,uda
681,Herbst::N,кӗр,udazken
682,Herbst::N,кӗр,neguantz
683,Herbst::N,кӗркунне,udazken
684,Herbst::N,кӗркунне,neguantz
685,Winter::N,хӗл,negu
686,Winter::N,хӗлле,negu
687,Januar::N,январь,urtarril
688,Februar::N,февраль,otsail
689,Februar::N,кӗҫӗн кӑрлач,otsail
690,März::N,март,martxo
691,März::N,пуш уйӑхӗ,martxo
692,April::N,апрель,apiril
693,Mai::N,май,maiatz
694,Juni::N,июнь,ekain
695,Juli::N,июль,uztail
696,August::N,август,abuztu
697,September::N,сентябрь,irail
698,September::N,авӑн уйӑхӗ,irail
699,Oktober::N,октябрь,urri
700,November::N,ноябрь,azaro
701,Dezember::N,раштав,abendu
702,Dezember::N,декабрь,abendu
703,Montag::N,тунти кун,astelehen
704,Dienstag::N,ытлари кун,astearte
705,Mittwoch::N,юн кун,asteazken
706,Donnerstag::N,кӗҫнерни кун,ostegun
707,Freitag::N,эрне кун,ostiral
708,Samstag::N,шӑмат кун,larunbat
709,Sonntag::N,вырсарни кун,igande
710,groß::A,пысӑк,handi
711,klein::A,пӗчӗк,txiki
712,lang::A,вӑрӑм,luze
713,kurz::A,кӗске,labur
714,breit::A,сарлака,zabal
715,schmal::A,ансӑр,mehar
716,dicht::A,йӑвӑ,sarri
717,dicht::A,йӑвӑ,trinko
718,dick[Gegenstand]::A,хулӑн,lodi
719,dünn::A,ҫинҫе,mehe
720,dünn::A,ҫӳхе,mehe
721,fein::A,тарай,fin
722,fein::A,вӗлтӗрти,fin
723,fest::A,тӗреклӗ,tinko
724,flach::A,лаптак,lau
725,flach::A,лаптак,ordoki
726,glatt::A,такӑр,leun
