,Concept_ID,nl,sl
88,Frost::N,vorst,zmrzál
89,Kälte::N,kou,mràz
90,Kälte::N,koude,mràz
91,Hitze::N,hitte,pripéka
92,Raureif::N,rijp,ívje
93,Raureif::N,rijp,slána
94,Regenbogen::N,regenboog,mávrica
95,Donner::N,donder,gròm
96,Strömung::N,stroming,strúja
97,Tropfen::N,druppel,káplja
98,Schaum::N,schuim,péna
99,Schmutz::N,vuil,nesnága
100,See::N,meer,jézero
101,Sumpf::N,moeras,močvírje
102,Moor::N,veen,bárje
103,Wiese::N,wei,trávnik
104,Wiese::N,weide,trávnik
105,Wald::N,bos,lés
106,Wald::N,bos,gòzd
107,Hügel::N,heuvel,brég
108,Hügel::N,heuvel,goríca
109,Anhöhe::N,hoogte,gríč
110,Anhöhe::N,hoogte,višína
111,Berg::N,berg,gôra
112,Berg::N,berg,planína
113,Gipfel::N,top,vŕh
114,Höhle::N,hol,jáma
115,Höhle::N,hol,votlína
116,Abhang::N,helling,pobóčje
117,Quelle::N,bron,izvír
118,Bach::N,beek,pôtok
119,Fluss::N,stroom,réka
120,Ufer::N,wal,brég
121,Ufer::N,oever,brég
122,Küste::N,kust,obála
123,Küste::N,kust,obréžje
124,Festland::N,vasteland,celína
125,Festland::N,vasteland,kopnína
126,Meer::N,zee,mórje
127,Bucht::N,baai,zalív
128,Bucht::N,inham,zalív
129,Insel::N,eiland,ôtok
130,Blume::N,bloem,cvetlíca
131,Gras::N,gras,tráva
132,Wurzel::N,wortel,korenína
133,Baum::N,boom,drevó
134,Stamm::N,stam,dêblo
135,Rinde::N,schors,lúbje
136,Rinde::N,schors,skórja
137,Ast::N,tak,véja
138,Zweig::N,twijg,véja
139,Blatt::N,blad,líst
140,Birke::N,berk,bréza
141,Kiefer[Baum]::N,den,bòr
142,Weide[Baum]::N,wilg,vŕba
143,Tanne::N,spar,hója
144,Horn::N,hoorn,róg
145,Feder::N,veer,peró
146,Feder::N,pluim,peró
147,Fell::N,vel,kŕzno
148,Flügel::N,vleugel,krílo
149,Klaue::N,klauw,párkelj
150,Kralle::N,klauw,krémpelj
151,Schwanz::N,staart,rèp
152,Ei::N,ei,jájce
153,Nest::N,nest,gnézdo
154,Bau::N,hol,brlòg
155,Tier::N,dier,živál
156,Herde::N,kudde,čréda
157,Kuh::N,koe,kráva
158,Bulle::N,stier,bìk
159,Pferd::N,paard,kònj
160,Schaf::N,schaap,ôvca
161,Schwein::N,varken,svínja
162,Hund::N,hond,pès
163,Katze::N,kat,máčka
164,Bär::N,beer,mêdved
165,Eichhörnchen::N,eekhoorntje,véverica
166,Elch::N,eland,lós
167,Fuchs::N,vos,lisíca
168,Hase::N,haas,zájec
169,Maus::N,muis,mìš
170,Wolf::N,wolf,vólk
171,Vogel::N,vogel,ptìč
172,Vogel::N,vogel,ptíca
173,Schwarm::N,zwerm,játa
174,Huhn::N,kip,kokóš
175,Huhn::N,hoen,kokóš
176,Hahn::N,haan,petêlin
177,Gans::N,gans,gós
178,Adler::N,arend,ôrel
179,Ente::N,eend,ráca
180,Eule::N,uil,sôva
181,Kranich::N,kraanvogel,žerjàv
182,Krähe::N,kraai,vrána
183,Kuckuck::N,koekoek,kúkavica
184,Schwan::N,zwaan,labód
185,Fisch::N,vis,ríba
186,Barsch::N,baars,ostríž
187,Hecht::N,snoek,ščúka
188,Schlange[Tier]::N,slang,káča
189,Wurm::N,worm,čr̀v
190,Wurm::N,worm,glísta
191,Spinne::N,spin,pájek
192,Ameise::N,mier,mrávlja
193,Laus::N,luis,úš
194,Mücke::N,mug,komár
195,Fliege::N,vlieg,múha
196,Schmetterling::N,vlinder,metúlj
197,Beere::N,bes,jágoda
198,Apfel::N,appel,jábolko
199,Pilz::N,paddestoel,góba
200,Zwiebel::N,ui,čebúla
201,Saat::N,zaad,séme
202,Korn::N,graan,zŕno
203,Korn::N,korrel,zŕno
204,Heu::N,hooi,senó
205,Schale::N,schil,lupína
206,Grube::N,kuil,jáma
207,Falle::N,val,pást
208,Schlinge::N,strop,zánka
209,Schlinge::N,strop,pêtlja
210,Spur::N,spoor,sléd
211,Asche::N,as,pepél
212,Dreck::N,drek,bláto
213,Eisen::N,ijzer,želézo
214,Gold::N,goud,zlató
215,Silber::N,zilver,srebró
216,Kohle::N,kool,ógel
217,Glas::N,glas,stêklo
218,Lehm::N,klei,ílo
219,Sand::N,zand,pések
220,Mensch::N,mens,člôvek
221,Mann::N,man,móž
222,Mann::N,man,môški
223,Frau::N,vrouw,gospá
224,Frau::N,vrouw,žénska
225,Kind::N,kind,déte
226,Kind::N,kind,otròk
227,Junge::N,jongen,fànt
228,Junge::N,jongen,déček
229,Mädchen::N,meisje,deklè
230,Mädchen::N,meisje,déklica
231,Familie::N,gezin,družína
232,Familie::N,familie,družína
233,Großvater::N,grootvader,dèd
234,Großvater::N,grootvader,dédek
235,Großmutter::N,grootmoeder,bábica
236,Eltern::N,ouders,stárši
237,Vater::N,vader,ôče
238,Mutter::N,moeder,máma
239,Sohn::N,zoon,sín
240,Tochter::N,dochter,hčí
241,Tochter::N,dochter,hčérka
242,Bruder::N,broer,bràt
243,Bruder::N,broeder,bràt
244,Schwester::N,zus,sêstra
245,Schwester::N,zuster,sêstra
246,Onkel::N,oom,újec
247,Onkel::N,oom,stríc
248,Tante::N,tante,têta
249,Tante::N,tante,strína
250,Ehemann::N,echtgenoot,móž
251,Ehemann::N,echtgenoot,sopróg
252,Ehefrau::N,echtgenote,žêna
253,Ehefrau::N,echtgenote,sopróga
254,Freude::N,vreugde,rádost
255,Freude::N,vreugde,vesêlje
256,Gelächter::N,gelach,sméh
257,Gelächter::N,gelach,grohòt
258,Glück::N,geluk,sréča
259,Kummer::N,verdriet,gorjé
260,Wunsch::N,wens,žêlja
261,Wunsch::N,verlangen,žêlja
262,Lust::N,zin,poželênje
263,Lust::N,lust,poželênje
264,Geist::N,geest,dúša
265,Gedanke::N,gedachte,mísel
266,Gedächtnis::N,geheugen,pámet
267,Verstand::N,verstand,
268,Sinn::N,betekenis,pomèn
269,Sinn::N,betekenis,smísel
270,Grund::N,reden,vzròk
271,Wahrheit::N,waarheid,resníca
272,Gespräch::N,gesprek,pogóvor
273,Märchen::N,sprookje,právljica
274,Erzählung::N,verhaal,povést
275,Nachricht::N,tijding,sporočílo
276,Neuigkeit::N,nieuws,novóst
277,Neuigkeit::N,nieuwtje,novóst
278,Name::N,naam,imé
279,Rätsel::N,raadsel,ugánka
280,Rede::N,rede,góvor
281,Sprache::N,taal,jêzik
282,Stimme::N,stem,glás
283,Wort::N,woord,beséda
284,Zeichen::N,teken,znák
285,Ruf::N,roep,klíc
286,Lärm::N,lawaai,hrúp
287,Lärm::N,lawaai,trúšč
288,Laut::N,klank,glás
289,Laut::N,geluid,glás
290,Ton::N,toon,tón
291,Ton::N,klank,tón
292,Lied::N,lied,pésem
293,Ruhe::N,rust,pokòj
294,Ruhe::N,stilte,pokòj
295,Leute::N,lui,ljudjé
296,Leute::N,mensen,ljudjé
297,Volk::N,volk,národ
298,Arbeit::N,werk,délo
299,Arbeit::N,arbeid,délo
300,Gast::N,gast,gòst
301,Geschenk::N,cadeau,darílo
302,Geschenk::N,geschenk,darílo
303,Spiel::N,spel,ígra
304,Gesellschaft::N,gezelschap,drúžba
305,Hilfe::N,hulp,pomóč
306,Freund::N,vriend,prijátelj
307,Kamerad::N,maat,továriš
308,Kamerad::N,metgezel,továriš
309,Angelegenheit::N,zaak,zadéva
310,Angelegenheit::N,aangelegenheid,zadéva
311,Anzahl::N,tal,števílo
312,Anzahl::N,aantal,števílo
313,Art::N,slag,vŕsta
314,Art::N,soort,vŕsta
315,Stück::N,stuk,kós
316,Teil::N,deel,dél
317,Hälfte::N,helft,polovíca
318,Kreis::N,kring,króg
319,Kreis::N,kring,kolobár
320,Kreis::N,cirkel,króg
321,Kreis::N,cirkel,kolobár
322,Kreuz::N,kruis,kríž
323,Linie::N,lijn,próga
324,Strich::N,haal,čŕta
325,Strich::N,streep,čŕta
326,Abstand::N,afstand,preslédek
327,Entfernung::N,afstand,oddáljenost
328,Gegend::N,streek,kràj
329,Gegend::N,streek,dežêla
330,Platz::N,ruimte,prôstor
331,Ort::N,oord,mésto
332,Ort::N,plaats,mésto
333,Seite::N,zij,bòk
334,Seite::N,zij,strán
335,Seite::N,kant,bòk
336,Seite::N,kant,strán
337,Seite::N,zijde,bòk
338,Seite::N,zijde,strán
339,Mitte::N,midden,sredína
340,Gegenstand::N,voorwerp,prédmet
341,Sache::N,zaak,réč
342,Sache::N,zaak,stvár
343,Rand::N,rand,kràj
344,Rand::N,boord,kràj
345,Kante::N,kant,rób
346,Ecke::N,hoek,vogál
347,Spitze::N,punt,óst
348,Spitze::N,spits,óst
349,Ende::N,einde,kônec
350,Ende::N,uiteinde,kônec
351,Loch::N,gat,lúknja
352,Winkel::N,hoek,kót
353,Muster::N,dessin,vzórec
354,Muster::N,patroon,vzórec
355,Größe::N,grootte,veličína
356,Länge::N,lengte,dolžína
357,Höhe::N,hoogte,vršína
358,Gewicht::N,gewicht,téža
359,Menge::N,hoeveelheid,količína
360,Haufen::N,hoop,kùp
361,Haufen::N,hoop,kopíca
362,Reihe::N,rij,níz
363,Reihe::N,rij,vŕsta
364,Reihe::N,reeks,níz
365,Reihe::N,reeks,vŕsta
366,Boot::N,boot,čóln
367,Ruder::N,roeiriem,vêslo
368,Schlitten::N,slee,saní
369,Schlitten::N,slede,saní
370,Ski::N,ski,smučí
371,Lagerfeuer::N,kampvuur,táborni ôgenj
372,Last::N,last,tôvor
373,Last::N,vracht,tôvor
374,Gang::N,wandeling,hòd
375,Schritt::N,stap,korák
376,Schritt::N,schrede,korák
377,Norden::N,noorden,séver
378,Süden::N,zuiden,júg
379,Westen::N,westen,zapàd
380,Osten::N,oosten,vzhòd
381,Holz::N,hout,lés
382,Brett::N,plank,deskà
383,Platte::N,plaat,plôča
384,Stütze::N,stut,opóra
385,Stütze::N,stut,zaslómba
386,Stütze::N,steun,opóra
387,Stütze::N,steun,zaslómba
388,Stange::N,stang,gréd
389,Stock::N,stok,pálica
390,Stab::N,staf,pálica
391,Rohr::N,pijp,cév
392,Haus::N,huis,híša
393,Heim::N,tehuis,dóm
394,Ofen::N,kachel,péč
395,Fußboden::N,vloer,pòd
396,Tisch::N,tafel,míza
397,Stuhl::N,stoel,stòl
398,Wiege::N,wieg,zíbel
399,Bett::N,bed,póstelja
400,Regal::N,rek,políca
401,Kiste::N,kist,zabòj
402,Fenster::N,raam,ôkno
403,Fenster::N,venster,ôkno
404,Tür::N,deur,vráta
405,Tor::N,poort,velíka vráta
406,Zaun::N,omheining,ográja
407,Dach::N,dak,stréha
408,Leiter::N,ladder,léstev
409,Besen::N,bezem,mêtla
410,Spaten::N,schop,lopáta
411,Schaufel::N,schep,lopáta
412,Gabel::N,vork,vílice
413,Löffel::N,lepel,žlíca
414,Messer::N,mes,nòž
415,Nagel::N,spijker,žebèlj
416,Netz::N,net,mréža
417,Haken::N,haak,kljúka
418,Griff::N,handvat,ročáj
419,Griff::N,handvat,oprijèm
420,Schloss::N,slot,ključávnica
421,Bild::N,beeld,slíka
422,Figur::N,figuur,figúra
423,Figur::N,figuur,postáva
424,Puppe::N,pop,lútka
425,Beutel::N,zak,môšnja
426,Beutel::N,buidel,môšnja
427,Bündel::N,pak,cúla
428,Bündel::N,pak,svéženj
429,Bündel::N,bundel,cúla
430,Bündel::N,bundel,svéženj
431,Tasche::N,tas,tórba
432,Tasche::N,tas,tobôlec
433,Eimer::N,emmer,vêdro
434,Deckel::N,deksel,pokròv
435,Deckel::N,deksel,poklópec
436,Geschirr::N,vaatwerk,posóda
437,Sack::N,zak,vréča
438,Tasse::N,kop,skodélica
439,Topf::N,pan,lônec
440,Kessel::N,ketel,kôtel
441,Essen::N,eten,hrána
442,Nahrung::N,voedsel,živílo
443,Speise::N,spijs,jéd
444,Fleisch::N,vlees,mesó
445,Getreide::N,graan,žíto
446,Brei::N,pap,káša
447,Brei::N,brij,káša
448,Brot::N,brood,krùh
449,Scheibe::N,plak,réženj
450,Scheibe::N,snede,réženj
451,Fett::N,vet,mást
452,Fett::N,vet,maščôba
453,Butter::N,boter,máslo
454,Öl::N,olie,ólje
455,Salz::N,zout,sól
456,Suppe::N,soep,júha
457,Honig::N,honing,méd
458,Milch::N,melk,mléko
459,Tee::N,thee,čáj
460,Leder::N,leer,úsnje
461,Leder::N,leder,úsnje
462,Wolle::N,wol,vólna
463,Stoff::N,stof,blagó
464,Nadel::N,naald,ígla
465,Faden::N,draad,nít
466,Knopf::N,knoop,gúmb
467,Knoten::N,knoop,vôzel
468,Farbe::N,verf,bárva
469,Kleidung::N,kledij,obléka
470,Kleidung::N,kleding,obléka
471,Hemd::N,hemd,srájca
472,Kragen::N,kraag,ovrátnik
473,Ärmel::N,mouw,rokáv
474,Hose::N,broek,hláče
475,Hose::N,pantalon,hláče
476,Gürtel::N,riem,pás
477,Gürtel::N,gordel,pás
478,Mütze::N,muts,kápa
479,Mütze::N,muts,čépica
480,Schuh::N,schoen,čévelj
481,Stiefel::N,laars,škórenj
482,Ring::N,ring,pŕstan
483,Band::N,lint,trák
484,Kamm::N,kam,glavník
485,Spiegel::N,spiegel,zrcálo
486,Spiegel::N,spiegel,ogledálo
487,Riemen::N,riem,jêrmen
488,Schnur::N,koord,vŕvca
489,Leine::N,lijn,konôpec
490,Decke::N,deken,odéja
491,Kissen::N,kussen,blazína
492,Tuch::N,doek,pŕt
493,Tuch::N,doek,rúta
494,Handtuch::N,handdoek,brisáča
495,Kraft::N,kracht,síla
496,Stärke::N,sterkte,jákost
497,Gesundheit::N,gezondheid,zdrávje
498,Krankheit::N,ziekte,bolézen
499,Schmerz::N,pijn,ból
500,Schmerz::N,pijn,bolečína
501,Wunde::N,wond,rána
502,Fieber::N,koorts,vročína
503,Arznei::N,medicament,lék
504,Arznei::N,medicament,zdravílo
505,Arznei::N,geneesmiddel,lék
506,Arznei::N,geneesmiddel,zdravílo
507,Brücke::N,brug,móst
508,Brunnen::N,put,vodnják
509,Brunnen::N,bron,vodnják
510,Weide::N,wei,páša
511,Weide::N,weide,páša
512,Pfad::N,pad,stezà
513,Weg::N,weg,pót
514,Straße::N,baan,césta
515,Straße::N,straat,césta
516,Dorf::N,dorp,vás
517,Stadt::N,stad,mésto
518,Brief::N,brief,písmo
519,Buch::N,boek,knjíga
520,Buchstabe::N,letter,čŕka
521,Zeitung::N,krant,čásnik
522,Zeitung::N,dagblad,čásnik
523,Leben::N,leven,življênje
524,Tod::N,dood,smŕt
525,Grab::N,graf,gròb
526,Kirche::N,kerk,cérkev
527,Sünde::N,zonde,gréh
528,Gott::N,god,bóg
529,Arbeiter::N,arbeider,délavec
530,Chef::N,chef,šéf
531,Meister::N,meester,mójster
532,Arzt::N,arts,zdravník
533,Arzt::N,dokter,zdravník
534,Lehrer::N,leraar,učítelj
535,Lehrer::N,onderwijzer,učítelj
536,Geld::N,geld,denár
537,Geschäft::N,zaak,kupčíja
538,Laden::N,winkel,trgovína
539,Preis::N,prijs,céna
540,Ware::N,waar,róba
541,Nutzen::N,nut,príd
542,Nutzen::N,voordeel,príd
543,Reichtum::N,rijkdom,bogástvo
544,Welt::N,wereld,svét
545,Land::N,land,dežêla
546,Staat::N,staat,držáva
547,König::N,koning,králj
548,Macht::N,macht,oblást
549,Grenze::N,grens,mêja
550,Krieg::N,oorlog,vôjna
551,Feind::N,vijand,sovrážnik
552,Gewalt::N,geweld,nasílje
553,Kampf::N,strijd,bòj
554,Kampf::N,strijd,bórba
555,Kampf::N,gevecht,bòj
556,Kampf::N,gevecht,bórba
557,Bogen[Waffe]::N,boog,lók
558,Pfeil::N,pijl,puščíca
559,Gewehr::N,geweer,púška
560,Fehler::N,fout,zmóta
561,Lüge::N,leugen,láž
562,Schaden::N,schade,okvára
563,Unglück::N,tegenspoed,nesréča
564,Schuld::N,schuld,krívda
565,Alter::N,leeftijd,dôba
566,Schluss::N,slot,kônec
567,Zeit::N,tijd,čàs
568,Tag::N,dag,dán
569,Morgen::N,morgen,jútro
570,Morgen::N,ochtend,jútro
571,Mittag::N,middag,póldan
572,Abend::N,avond,večér
573,Nacht::N,nacht,nóč
574,Woche::N,week,téden
575,Monat::N,maand,mésec
576,Jahr::N,jaar,léto
577,Frühling::N,lente,pomlád
578,Frühling::N,voorjaar,pomlád
579,Sommer::N,zomer,polétje
580,Herbst::N,herfst,jesén
581,Winter::N,winter,zíma
582,Januar::N,januari,jánuar
583,Februar::N,februari,fébruar
584,März::N,maart,márec
585,April::N,april,apríl
586,Mai::N,mei,máj
587,Juni::N,juni,júnij
588,Juli::N,juli,júlij
589,August::N,augustus,avgúst
590,September::N,september,septêmber
591,Oktober::N,oktober,október
592,November::N,november,novêmber
593,Dezember::N,december,decémber
594,Montag::N,maandag,ponedéljek
595,Dienstag::N,dinsdag,tôrek
596,Mittwoch::N,woensdag,sréda
597,Donnerstag::N,donderdag,četŕtek
598,Freitag::N,vrijdag,pétek
599,Samstag::N,zaterdag,sobóta
600,Sonntag::N,zondag,nedélja
601,groß::A,groot,vêlik
602,klein::A,klein,májhen
603,lang::A,lang,dólg
604,kurz::A,kort,krátek
605,breit::A,breed,širòk
606,schmal::A,smal,ózek
607,dicht::A,dicht,góst
608,dick[Gegenstand]::A,dik,dêbel
609,dünn::A,dun,tánek
610,fein::A,fijn,drôben
611,fest::A,vast,tŕden
612,flach::A,plat,plán
613,flach::A,plat,plòsk
614,glatt::A,glad,gládek
615,hart::A,hard,tŕd
616,weich::A,week,mehák
617,rund::A,rond,okrógel
618,spitz::A,spits,šílast
619,spitz::A,puntig,šílast
620,scharf::A,scherp,óster
621,stumpf::A,stomp,tóp
622,stumpf::A,stomp,skŕhan
623,schwer::A,zwaar,têžek
624,schön::A,mooi,lép
625,schön::A,mooi,krásen
626,schön::A,fraai,lép
627,schön::A,fraai,krásen
628,heiß::A,heet,vròč
629,warm::A,warm,tôpel
630,kalt::A,koud,mŕzel
631,kalt::A,koud,hláden
632,kühl::A,koel,hláden
633,frisch::A,fris,svéž
634,feucht::A,vochtig,vlážen
635,nass::A,nat,móker
636,trocken::A,droog,súh
637,voll::A,vol,póln
638,leer::A,leeg,prázen
639,offen::A,open,odpŕt
640,geschlossen::A,gesloten,zapŕt
641,sauber::A,net,číst
642,sauber::A,net,líčen
643,sauber::A,schoon,číst
644,sauber::A,schoon,líčen
645,schmutzig::A,vuil,umázan
646,roh::A,rauw,suròv
647,reif::A,rijp,zrèl
648,lecker::A,lekker,okúsen
649,süß::A,zoet,sládek
650,bitter::A,bitter,grenák
651,sauer::A,zuur,kísel
652,hell::A,licht,svetèl
653,hell::A,helder,svetèl
654,dunkel::A,donker,temèn
655,schwarz::A,zwart,čŕn
656,weiß::A,wit,bél
657,rot::A,rood,rdèč
658,gelb::A,geel,žólt
659,gelb::A,geel,rumèn
660,blau::A,blauw,móder
661,grün::A,groen,zelèn
662,grau::A,grijs,sív
663,bunt::A,bont,písan
664,billig::A,goedkoop,pocéni
665,teuer::A,duur,drág
666,wertvoll::A,kostbaar,dragocén
667,wertvoll::A,waardevol,dragocén
668,blind::A,blind,slép
669,taub::A,doof,glúh
670,kräftig::A,krachtig,močán
671,stark::A,sterk,ják
672,schwach::A,zwak,šíbek
673,fett::A,vet,dêbel
674,schlank::A,slank,vítek
675,hübsch::A,leuk,lép
676,böse::A,kwaad,zèl
677,böse::A,kwaad,hudôben
678,dumm::A,dom,glúp
679,dumm::A,dom,bédast
680,faul::A,lui,lén
681,fleißig::A,vlijtig,marljív
682,geizig::A,gierig,škŕt
683,klug::A,slim,pámeten
684,klug::A,schrander,pámeten
685,klug::A,verstandig,pámeten
686,geschickt::A,handig,spréten
687,geschickt::A,vaardig,spréten
688,lieb::A,lief,míl
689,lieb::A,lief,ljúb
690,lustig::A,vrolijk,vesél
691,sanft::A,zacht,láhek
692,hungrig::A,hongerig,láčen
693,krank::A,ziek,bolán
694,nackt::A,naakt,nág
695,traurig::A,treurig,túžen
696,traurig::A,bedroefd,túžen
697,lebendig::A,levend,žív
698,gut::A,goed,dóber
699,schlecht::A,slecht,malopríden
700,richtig::A,juist,pravílen
701,schlimm::A,erg,húd
702,schlimm::A,kwaad,húd
703,wahr::A,waar,resníčen
704,alt::A,oud,stàr
705,neu::A,nieuw,nòv
706,ehemalig::A,voormalig,nekdánji
707,alt[Lebewesen]::A,oud,stàr
708,jung::A,jong,mlád
709,arm::A,arm,ubóg
710,arm::A,arm,réven
711,reich::A,rijk,bogàt
712,bekannt::A,bekend,znán
713,berühmt::A,beroemd,sláven
714,berühmt::A,beroemd,znamenít
715,fremd::A,vreemd,túj
716,verschieden::A,verscheiden,razlíčen
717,verschieden::A,verschillend,razlíčen
718,nah::A,nabij,blížnji
719,nah::A,nabijgelegen,blížnji
720,fern::A,ver,dáleč
721,linker::A,linker,lévi
722,rechter::A,rechter,désni
723,anderer::A,andere,drúgi
724,erster::A,eerste,pŕvi
725,zweiter::A,tweede,drúgi
726,dritter::A,derde,trétji
727,letzter::A,laatste,poslédnji
728,allein::ADV,alleen,sám
729,auf einmal::ADV,ineens,obênem
730,auf einmal::ADV,tegelijk,obênem
731,zusammen::ADV,samen,skúpaj
732,zusammen::ADV,bijeen,skúpaj
733,lange::ADV,lang,dólgo
734,plötzlich::ADV,eensklaps,náglo
735,plötzlich::ADV,eensklaps,nenádoma
736,plötzlich::ADV,plotsklaps,náglo
737,plötzlich::ADV,plotsklaps,nenádoma
738,sofort::ADV,terstond,prècej
739,sofort::ADV,aanstonds,prècej
740,sofort::ADV,onmiddelijk,prècej
741,später::ADV,later,poznêje
742,jetzt::ADV,nu,zdàj
743,jetzt::ADV,nou,zdàj
744,jetzt::ADV,thans,zdàj
745,heute::ADV,heden,dánes
746,heute::ADV,vandaag,dánes
747,morgen::ADV,morgen,jútri
748,bald::ADV,gauw,kmálu
749,bald::ADV,weldra,kmálu
750,dann::ADV,dan,nató
751,dann::ADV,toen,nató
752,gestern::ADV,gisteren,včéraj
753,einst::ADV,eens,nékdaj
754,damals::ADV,toen,tedàj
755,damals::ADV,toen,takràt
756,damals::ADV,destijds,tedàj
757,damals::ADV,destijds,takràt
758,danach::ADV,daarna,potèm
759,vorher::ADV,vooraf,poprèj
760,vorher::ADV,van tevoren,poprèj
761,zuerst::ADV,eerst,spŕva
762,zuerst::ADV,het eerst,spŕva
763,einmal::ADV,eens,ênkrat
764,einmal::ADV,eenmaal,ênkrat
765,manchmal::ADV,soms,včásih
766,oft::ADV,vaak,pogósto
767,oft::ADV,dikwijls,pogósto
768,immer::ADV,altijd,védno
769,immer::ADV,altijd,zméraj
770,niemals::ADV,nooit,nikdàr
771,hier::ADV,hier,tù
772,hier::ADV,hier,túkaj
773,hierhin::ADV,hierheen,sèmkaj
774,von hier::ADV,van hier,od tú
775,von hier::ADV,hiervandaan,od tú
776,dort::ADV,daar,tàm
777,dort::ADV,ginds,tàm
778,dorthin::ADV,daarheen,tjà
779,geradeaus::ADV,rechtuit,rávno napréj
780,geradeaus::ADV,rechtdoor,rávno napréj
781,vorwärts::ADV,vooruit,napréj
782,vorwärts::ADV,voorwaarts,napréj
783,rückwärts::ADV,achteruit,zádaj
784,rückwärts::ADV,achterwaarts,zádaj
785,zurück::ADV,terug,nazáj
786,unten::ADV,beneden,dôli
787,unten::ADV,beneden,spôdaj
788,unten::ADV,onderaan,dôli
789,unten::ADV,onderaan,spôdaj
790,hinab::ADV,omlaag,dôl
791,hinab::ADV,naar beneden,dôl
792,oben::ADV,boven,gôri
793,oben::ADV,boven,zgôraj
794,hinauf::ADV,omhoog,gôr
795,hinauf::ADV,naar boven,gôr
796,überall::ADV,alom,povsód
797,überall::ADV,overal,povsód
798,nicht::ADV,niet,ne
799,ein wenig::ADV,wat,málo
800,kaum::ADV,amper,kómaj
801,kaum::ADV,nauwelijks,kómaj
802,sehr::ADV,erg,zeló
803,sehr::ADV,zeer,zeló
804,so::ADV,zo,takó
805,noch::ADV,nog,še
806,nur::ADV,maar,samó
807,nur::ADV,alleen,samó
808,schon::ADV,al,žè
809,schon::ADV,reeds,žè
810,wieder::ADV,weer,spét
811,wieder::ADV,terug,spét
812,vergebens::ADV,vergeefs,zamàn
813,vergebens::ADV,vergeefs,zastónj
814,vergebens::ADV,tevergeefs,zamàn
815,vergebens::ADV,tevergeefs,zastónj
816,vor::PRP,voor,pred
817,hinter::PRP,achter,za
818,unter::PRP,onder,pod
819,unter::PRP,beneden,pod
820,durch::PRP,door,skózi
821,neben::PRP,naast,kràj
822,neben::PRP,naast,póleg
823,zwischen::PRP,tussen,med
824,zwischen::PRP,tussen,izmed
825,wegen::PRP,wegens,zarádi
826,wegen::PRP,vanwege,zarádi
827,dies::PRN,dit,tó
828,das::PRN,dat,tó
