,Concept_ID,ba,sv
97,Tropfen::N,тамсы,dropper
98,Schaum::N,күбек,skum
99,Schmutz::N,батҡаҡ,lort
100,Schmutz::N,батҡаҡ,smuts
101,See::N,күл,sjö
102,Sumpf::N,һаҙлык,träsk
103,Moor::N,һаҙ,myr
104,Moor::N,һаҙ,mosse
105,Wiese::N,болон,äng
106,Wald::N,урман,skog
107,Hügel::N,түбә,höjd
108,Hügel::N,түбә,kulle
109,Anhöhe::N,түбә,höjd
110,Anhöhe::N,түбә,backe
111,Anhöhe::N,ҡалҡыулыҡ,höjd
112,Anhöhe::N,ҡалҡыулыҡ,backe
113,Berg::N,тау,berg
114,Berg::N,тау,fjäll
115,Gipfel::N,түбә,topp
116,Höhle::N,мәмерйә,håla
117,Höhle::N,мәмерйә,grotta
118,Abhang::N,ипкен,slänt
119,Abhang::N,ипкен,sluttning
120,Quelle::N,шишмә,källa
121,Bach::N,шишмә,bäck
122,Fluss::N,йылға,älv
123,Fluss::N,йылға,flod
124,Ufer::N,яр,strand
125,Küste::N,яр буйы,kust
126,Festland::N,ҡоро ер,fastland
127,Meer::N,диңгез,hav
128,Bucht::N,бухта,vik
129,Bucht::N,бухта,bukt
130,Insel::N,үтрау,ö
131,Blume::N,сәскә,blomma
132,Blume::N,сәскә,blomster
133,Gras::N,үлән,gräs
134,Wurzel::N,тамыр,rot
135,Baum::N,ағас,träd
136,Stamm::N,олон,stam
137,Stamm::N,көбәк,stam
138,Rinde::N,ҡабыҡ,bark
139,Ast::N,ботаҡ,gren
140,Zweig::N,ботаҡ,kvist
141,Zweig::N,тармаҡ,kvist
142,Blatt::N,япраҡ,löv
143,Blatt::N,япраҡ,blad
144,Birke::N,ҡайын,björk
145,Kiefer[Baum]::N,ҡарғай,tall
146,Weide[Baum]::N,тал,pil
147,Weide[Baum]::N,тал,vide
148,Tanne::N,шыршы,gran
149,Horn::N,мөғөҙ,horn
150,Feder::N,ҡауырһын,fjäder
151,Fell::N,тире,fäll
152,Fell::N,тире,skinn
153,Flügel::N,ҡанат,vinge
154,Klaue::N,тырнаҡ,klöv
155,Kralle::N,аяҡ,klo
156,Schwanz::N,ҡойроҡ,svans
157,Schwanz::N,ҡойроҡ,stjärt
158,Ei::N,йомортҡа,ägg
159,Nest::N,оя,rede
160,Nest::N,оя,näste
161,Bau::N,оң,bo
162,Tier::N,жайуан,djur
163,Tier::N,йыртҡыс,djur
164,Herde::N,көтөү,flock
165,Kuh::N,һыйыр,ko
166,Bulle::N,үгеҙ,tjur
167,Pferd::N,ат,häst
168,Schaf::N,һарыҡ,får
169,Schwein::N,сусҡа,svin
170,Hund::N,эт,hund
171,Katze::N,бесәй,katt
172,Bär::N,айыу,björn
173,Eichhörnchen::N,тейен,ekorre
174,Elch::N,мышы,älg
175,Fuchs::N,төлкө,räv
176,Hase::N,ҡуян,hare
177,Maus::N,сысҡан,mus
178,Wolf::N,бүре,varg
179,Vogel::N,ҡош,fågel
180,Schwarm::N,көтөү,svärm
181,Huhn::N,тауыҡ,höns
182,Hahn::N,әтәс,tupp
183,Gans::N,ҡаҙ,gås
184,Adler::N,бөркөт,örn
185,Ente::N,өйрәк,anka
186,Eule::N,өкө,uggla
187,Eule::N,ябалаҡ,uggla
188,Kranich::N,торна,trana
189,Krähe::N,ҡарға,kråka
190,Kuckuck::N,кәкүк,gök
191,Schwan::N,аҡҡош,svan
192,Fisch::N,балыҡ,fisk
193,Barsch::N,алабуға,abborre
194,Hecht::N,суртан,gädda
195,Schlange[Tier]::N,йылан,orm
196,Wurm::N,селяүсен,mask
197,Spinne::N,үрмәксе,spindel
198,Ameise::N,ҡырмыҫҡа,myra
199,Laus::N,бет,lus
200,Mücke::N,серәкәй,mygga
201,Fliege::N,себен,fluga
202,Schmetterling::N,күбәләк,fjäril
203,Beere::N,еләк,bär
204,Apfel::N,алма,äpple
205,Pilz::N,бәшмәк,svamp
206,Zwiebel::N,һуган,lök
207,Saat::N,орлоҡ,sådd
208,Korn::N,иген,korn
209,Heu::N,бесән,hö
210,Schale::N,ҡабыҡ,skal
211,Grube::N,соҡор,grop
212,Falle::N,тоҙак,fälla
213,Falle::N,ҡапҡан,fälla
214,Schlinge::N,тоҙак,snara
215,Spur::N,әҫер,spår
216,Asche::N,көл,aska
217,Dreck::N,батҡаҡ,lort
218,Eisen::N,тимер,järn
219,Gold::N,алтын,guld
220,Silber::N,көмөш,silver
221,Kohle::N,күмер,kol
222,Glas::N,быяла,glas
223,Lehm::N,балсыҡ,lera
224,Sand::N,ҡом,sand
225,Mensch::N,кеше,människa
226,Mann::N,ир,man
227,Frau::N,ҡатын,kvinna
228,Kind::N,бала,barn
229,Junge::N,малай,pojke
230,Mädchen::N,ҡыҙ,flicka
231,Mädchen::N,ҡыҙыҡай,flicka
232,Familie::N,ғаилә,familj
233,Großvater::N,олатай,morfar
234,Großmutter::N,әбәй,farmor
235,Eltern::N,ата-әсә,föräldrar
236,Vater::N,атай,far
237,Mutter::N,әсә,mor
238,Sohn::N,ул,son
239,Tochter::N,ҡыҙ,dotter
240,Bruder::N,агай,bror
241,Schwester::N,алай,syster
242,Schwester::N,һеңле,syster
243,Onkel::N,ағай,morbror
244,Tante::N,апай,tant
245,Ehemann::N,ир,äkta man
246,Ehefrau::N,ҡатын,hustru
247,Freude::N,шатлыҡ,fröjd
248,Freude::N,шатлыҡ,glädje
249,Freude::N,ҡыуаныс,fröjd
250,Freude::N,ҡыуаныс,glädje
251,Gelächter::N,көлөү,åtlöje
252,Glück::N,бәхет,lycka
253,Kummer::N,ҡайғы,sorg
254,Wunsch::N,теләк,önskan
255,Lust::N,әүәҫлек,lust
256,Geist::N,аң,ande
257,Geist::N,рух,ande
258,Gedanke::N,уй,tanke
259,Gedanke::N,фекер,tanke
260,Gedächtnis::N,хәтер,minne
261,Verstand::N,аҡыл,förstånd
262,Sinn::N,мәғәня,mening
263,Sinn::N,мәғәня,betydelse
264,Grund::N,сәбәп,skäl
265,Grund::N,сәбәп,grund
266,Wahrheit::N,дөрөҫлөк,sanning
267,Gespräch::N,әңгәмә,samtal
268,Märchen::N,әкиәт,saga
269,Erzählung::N,хикәйә,berättelse
270,Nachricht::N,хәбәр,meddelande
271,Neuigkeit::N,яңылыҡ,nyhet
272,Name::N,исем,namn
273,Rätsel::N,йомаҡ,gåta
274,Rede::N,телмәр,tal
275,Sprache::N,тел,språk
276,Sprache::N,телмәр,språk
277,Stimme::N,тауыш,stämma
278,Wort::N,һүҙ,ord
279,Zeichen::N,билдә,tecken
280,Ruf::N,саҡырыу,rop
281,Lärm::N,шаулау,bråk
282,Lärm::N,шаулау,oväsen
283,Laut::N,тауыш,ljud
284,Ton::N,яңғырау,ton
285,Lied::N,йыр,sång
286,Ruhe::N,ял,ro
287,Ruhe::N,ял,lugn
288,Ruhe::N,тыныслыҡ,ro
289,Ruhe::N,тыныслыҡ,lugn
290,Leute::N,кешеләр,folk
291,Volk::N,халҡ,folk
292,Arbeit::N,эш,arbete
293,Gast::N,ҡунаҡ,gäst
294,Geschenk::N,бүләк,gåva
295,Geschenk::N,бүләк,present
296,Spiel::N,уйын,lek
297,Spiel::N,уйын,spel
298,Gesellschaft::N,йәмғиәт,sällskap
299,Hilfe::N,ярҙам,hjälp
300,Freund::N,дуҫ,vän
301,Kamerad::N,иптәш,kamrat
302,Angelegenheit::N,әш,ärende
303,Angelegenheit::N,әш,angelägenhet
304,Anzahl::N,һан,antal
305,Art::N,төр,art
306,Art::N,төр,slag
307,Stück::N,киҫәк,stycke
308,Teil::N,өлөш,del
309,Hälfte::N,ярты,halva
310,Kreis::N,түңәрәк,krets
311,Kreis::N,түңәрәк,cirkel
312,Kreuz::N,тәре,kors
313,Kreuz::N,тәре,kryss
314,Linie::N,һыҙыҡ,linje
315,Strich::N,һыҙат,streck
316,Abstand::N,ара,avstånd
317,Entfernung::N,алыҫлыҡ,avstånd
318,Gegend::N,урын,trakt
319,Platz::N,арауыҡ,plats
320,Ort::N,ерҙәр,plats
321,Ort::N,ерҙәр,ställe
322,Ort::N,урындар,plats
323,Ort::N,урындар,ställe
324,Ort::N,эш урыны,plats
325,Ort::N,эш урыны,ställe
326,Seite::N,яҡ,sida
327,Mitte::N,урталыҡ,mitt
328,Gegenstand::N,нәмә,föremål
329,Sache::N,нәмә,sak
330,Sache::N,әйбер,sak
331,Rand::N,сит,rand
332,Kante::N,ҡабырға,kant
333,Kante::N,ян,kant
334,Ecke::N,мөйөш,vrå
335,Ecke::N,мөйөш,hörn
336,Spitze::N,ос,spets
337,Ende::N,аҙаҡ,ända
338,Loch::N,тишек,hål
339,Winkel::N,мөйөш,vinkel
340,Muster::N,биҙәк,mönster
341,Größe::N,ҙурлыҡ,storlek
342,Länge::N,оҙонлоҡ,längd
343,Höhe::N,бейеклек,höjd
344,Gewicht::N,үлсәү,tyngd
345,Menge::N,һан,mängd
346,Haufen::N,өйөм,hög
347,Reihe::N,рәт,rad
348,Boot::N,кәмә,båt
349,Ruder::N,ишкәк,åra
350,Schlitten::N,сана,släde
351,Ski::N,саңгы,skida
352,Lagerfeuer::N,костер,lägereld
353,Last::N,ауырлыҡ,last
354,Last::N,ауырлыҡ,börda
355,Gang::N,барыу,gång
356,Schritt::N,аҙым,steg
357,Norden::N,төньяҡ,norr
358,Süden::N,көньяҡ,söder
359,Westen::N,көнбайыш,väster
360,Osten::N,көнсығыш,öster
361,Holz::N,үағас,trä
362,Brett::N,таҡта,bräda
363,Platte::N,плита,platta
364,Stütze::N,терәк,stöd
365,Stütze::N,терәк,stötta
366,Stange::N,кәртә,stång
367,Stock::N,таяҡ,käpp
368,Stock::N,таяҡ,pinne
369,Stab::N,ҡолға,stav
370,Rohr::N,торба,rör
371,Haus::N,өй,hus
372,Haus::N,йорт,hus
373,Heim::N,өй,hem
374,Ofen::N,мейес,ugn
375,Fußboden::N,енес,golv
376,Tisch::N,өҫтәл,bord
377,Stuhl::N,ултырғыс,stol
378,Wiege::N,бишек,vagga
379,Bett::N,карауат,säng
380,Regal::N,кәштә,hylla
381,Kiste::N,йәшинк,låda
382,Fenster::N,тәҙрә,fönster
383,Tür::N,ишек,dörr
384,Tor::N,ҡапҡа,port
385,Zaun::N,ҡойма,staket
386,Zaun::N,ҡойма,stängsel
387,Dach::N,түбә,tak
388,Dach::N,ҡыйыҡ,tak
389,Leiter::N,баҫҡыс,stege
390,Besen::N,һепертке,kvast
391,Spaten::N,көрәк,spade
392,Schaufel::N,көрәк,skovel
393,Schaufel::N,көрәк,skyffel
394,Gabel::N,сәнске,gaffel
395,Löffel::N,ҡалаҡ,sked
396,Messer::N,бысаҡ,kniv
397,Nagel::N,сөй,spik
398,Netz::N,ау,nät
399,Haken::N,ыргаҡ,krok
400,Griff::N,тотҡа,tag
401,Griff::N,тотҡа,handtag
402,Schloss::N,йоҙаҡ,las
403,Bild::N,картина,bild
404,Figur::N,һын,figur
405,Puppe::N,ҡурсаҡ,docka
406,Beutel::N,тоҡ,påse
407,Bündel::N,төргәк,bunt
408,Bündel::N,төргәк,knippa
409,Tasche::N,сумка,väska
410,Eimer::N,биҙрә,hink
411,Eimer::N,биҙрә,ämbar
412,Deckel::N,ҡапҡас,lock
413,Geschirr::N,һауыт-һаба,servis
414,Geschirr::N,һауыт-һаба,porslin
415,Sack::N,тоҡ,säck
416,Tasse::N,сынаяҡ,kopp
417,Topf::N,кәстрүл,gryta
418,Topf::N,кәстрүл,kastrull
419,Kessel::N,ҡаҙан,kittel
420,Essen::N,ашау,mål
421,Nahrung::N,аҙыҡ,näring
422,Speise::N,аш,maträtt
423,Fleisch::N,ит,kött
424,Getreide::N,иген,säd
425,Getreide::N,иген,spannmål
426,Getreide::N,ашлыҡ,säd
427,Getreide::N,ашлыҡ,spannmål
428,Brei::N,бутҡа,gröt
429,Brot::N,икмәк,bröd
430,Scheibe::N,телем,skiva
431,Fett::N,май,fett
432,Butter::N,май,smör
433,Öl::N,май буяуы,olja
434,Salz::N,тоҙ,salt
435,Suppe::N,һурпа,soppa
436,Honig::N,бал,honung
437,Milch::N,һөт,mjölk
438,Tee::N,сәй,te
439,Leder::N,күн,läder
440,Wolle::N,йөн,ull
441,Wolle::N,йөн,ylle
442,Stoff::N,туҡыма,tyg
443,Stoff::N,туҡыма,stoff
444,Nadel::N,энә,nål
445,Faden::N,еп,tråd
446,Knopf::N,төймә,knapp
447,Knoten::N,төйөн,knut
448,Farbe::N,буяу,färg
449,Kleidung::N,кейем,klädsel
450,Hemd::N,күлдәк,skjorta
451,Kragen::N,яға,krage
452,Ärmel::N,ең,ärm
453,Hose::N,салбар,byxor
454,Gürtel::N,ҡайыш,bälte
455,Mütze::N,бүрк,mössa
456,Schuh::N,туфли,sko
457,Stiefel::N,итек,stövel
458,Ring::N,йөҙөк,ring
459,Ring::N,балдаҡ,ring
460,Band::N,таҫма,band
461,Kamm::N,тараҡ,kam
462,Spiegel::N,көзгө,spegel
463,Riemen::N,ҡайыш,rem
464,Schnur::N,бау,snöre
465,Leine::N,бау,lina
466,Decke::N,одеяд,täcke
467,Kissen::N,мендәр,dyna
468,Kissen::N,мендәр,kudde
469,Tuch::N,яулыҡ,sjal
470,Handtuch::N,таҫтамал,handduk
471,Kraft::N,көс,kraft
472,Stärke::N,көс,styrka
473,Gesundheit::N,һаулыҡ,hälsa
474,Krankheit::N,сир,sjukdom
475,Krankheit::N,ауырыу,sjukdom
476,Schmerz::N,һыҙлау,smärta
477,Schmerz::N,әрнеү,smärta
478,Wunde::N,йәрәхәт,sår
479,Fieber::N,тапма,feber
480,Fieber::N,биҙгәк,feber
481,Arznei::N,дарыу,medicin
482,Arznei::N,дарыу,läkemedel
483,Brücke::N,күпер,bro
484,Brunnen::N,ҡоҙоҡ,brunn
485,Weide::N,көтөүлек,bete
486,Pfad::N,һуҡмаҡ,stig
487,Weg::N,юл,väg
488,Straße::N,урам,gata
489,Dorf::N,ауыл,by
490,Stadt::N,ҡала,stad
491,Brief::N,хат,brev
492,Buch::N,китап,bok
493,Buch::N,кенәгә,bok
494,Buchstabe::N,хәреф,bokstav
495,Zeitung::N,гәзит,tidning
496,Leben::N,йәшәү,liv
497,Tod::N,үлем,död
498,Grab::N,ҡәбер,grav
499,Kirche::N,сиркәү,kyrka
500,Sünde::N,гөнаһ,synd
501,Gott::N,алла,gud
502,Gott::N,хоҙай,gud
503,Arbeiter::N,эшсе,arbetare
504,Chef::N,башлыҡ,chef
505,Meister::N,оҫта,mästare
506,Arzt::N,врач,läkare
507,Lehrer::N,уҡытыусы,lärare
508,Geld::N,аҡса,pengar
509,Geschäft::N,эш,rörelse
510,Laden::N,магазин,affär
511,Preis::N,хаҡ,pris
512,Ware::N,тауар,vara
513,Nutzen::N,файҙа,gagn
514,Nutzen::N,файҙа,nytta
515,Reichtum::N,байлыҡ,rikedom
516,Welt::N,донъя,värld
517,Land::N,ил,land
518,Staat::N,дәүләт,stat
519,König::N,король,kung
520,König::N,король,konung
521,Macht::N,власть,makt
522,Grenze::N,сик,gräns
523,Krieg::N,һуғыш,krig
524,Feind::N,йылан,fiende
525,Gewalt::N,көслөк,våld
526,Kampf::N,көрәш,kamp
527,Kampf::N,көрәш,strid
528,Bogen[Waffe]::N,йәйә,båge
529,Pfeil::N,уҡ,pil
530,Gewehr::N,мылтыҡ,gevär
531,Fehler::N,хата,fel
532,Lüge::N,ялған,lögn
533,Schaden::N,зыян,skada
534,Schaden::N,зарар,skada
535,Unglück::N,ҡаза,otur
536,Unglück::N,ҡаза,olycka
537,Schuld::N,ғәйеп,skuld
538,Alter::N,йәш,ålder
539,Schluss::N,һуң,slut
540,Schluss::N,аҙаҡ,slut
541,Zeit::N,мәл,tid
542,Zeit::N,заман,tid
543,Tag::N,көн,dag
544,Morgen::N,иртә,morgon
545,Morgen::N,иртәнсәк,morgon
546,Mittag::N,төш,middag
547,Abend::N,кис,kväll
548,Nacht::N,төн,natt
549,Woche::N,аҙна,vecka
550,Monat::N,ай,månad
551,Jahr::N,йыл,år
552,Frühling::N,яҙ,vår
553,Sommer::N,йәй,sommar
554,Herbst::N,көз,höst
555,Winter::N,ҡыш,vinter
556,Januar::N,ғинуар,januari
557,Februar::N,февраль,februari
558,März::N,март,mars
559,April::N,апрель,april
560,Mai::N,май,maj
561,Juni::N,июнь,juni
562,Juli::N,июль,juli
563,August::N,август,augusti
564,September::N,сентябрь,september
565,Oktober::N,октябрь,oktober
566,November::N,ноябрь,november
567,Dezember::N,декабрь,december
568,Montag::N,дүшәмбе,måndag
569,Dienstag::N,шишәмбе,tisdag
570,Mittwoch::N,шаршамбы,onsdag
571,Donnerstag::N,кесаҙна,torsdag
572,Freitag::N,йома,fredag
573,Samstag::N,шәмбе,lördag
574,Sonntag::N,йәкшәмбе,söndag
575,groß::A,ҙур,stor
576,klein::A,бәләкәс,liten
577,lang::A,оҙон,lång
578,kurz::A,ҡыҫҡа,kort
579,breit::A,киң,bred
580,schmal::A,тар,smal
581,dicht::A,йыш,tät
582,dicht::A,ҡуйы,tät
583,dick[Gegenstand]::A,ҡалын,tjock
584,dünn::A,йоҡа,tunn
585,dünn::A,нәҙек,tunn
586,fein::A,нескә,fin
587,fest::A,ныҡ,fast
588,flach::A,яҫы,platt
589,flach::A,ялпаҡ,platt
590,glatt::A,шыма,glatt
591,hart::A,ҡаты,hård
592,weich::A,йомшаҡ,mjuk
593,rund::A,түңәрәк,rund
594,spitz::A,осло түбәле,toppig
595,spitz::A,осло түбәле,spetsig
596,scharf::A,үткер,vass
597,scharf::A,үткер,skarp
598,stumpf::A,утмәҫ,slö
599,schwer::A,ауыр,tung
600,schön::A,матур,skön
601,schön::A,матур,vacker
602,heiß::A,эҫе,het
603,warm::A,йылы,varm
604,kalt::A,һыуыҡ,kall
605,kühl::A,һалҡынса,sval
606,kühl::A,һалҡынса,kylig
607,frisch::A,һалҡынса,färsk
608,feucht::A,еүеш,fuktig
609,feucht::A,дымлы,fuktig
610,nass::A,еүеш,våt
611,trocken::A,кипкән,torr
612,voll::A,тулы,full
613,leer::A,буш,tom
614,offen::A,асыҡ,öppen
615,geschlossen::A,ябыҡ,stängd
616,sauber::A,таҙа,ren
617,schmutzig::A,бысраҡ,snuskig
618,roh::A,сей,rå
619,reif::A,өлгөрғән,mogen
620,lecker::A,тәмле,läcker
621,süß::A,тямле,söt
622,süß::A,тәм-том,söt
623,bitter::A,әсе,besk
624,bitter::A,әсе,bitter
625,sauer::A,әсе,sur
626,hell::A,яҡты,ljus
627,dunkel::A,ҡараңғы,mörk
628,schwarz::A,ҡара,svart
629,weiß::A,аҡ,vit
630,rot::A,матур,röd
631,rot::A,һылыу,röd
632,rot::A,сибәр,röd
633,gelb::A,һары,gul
634,blau::A,күк,blå
635,grün::A,йәшел,grön
636,grau::A,буҙ,grå
637,bunt::A,сыбар,brokig
638,bunt::A,ала-ҡола,brokig
639,billig::A,арзан,billig
640,teuer::A,ҡыйбатлы,dyr
641,wertvoll::A,ҡиммәтле,värdefull
642,blind::A,һуҡыр,blind
643,taub::A,һаңғырау,döv
644,kräftig::A,көслө,kraftig
645,kräftig::A,ҡеүәтле,kraftig
646,stark::A,көслө,stark
647,stark::A,ҡеүәтле,stark
648,schwach::A,көсһөҙ,svag
649,fett::A,һимеҙ,fet
650,schlank::A,зифа,slank
651,hübsch::A,матур,snygg
652,hübsch::A,матур,vacker
653,böse::A,асыулы,ond
654,böse::A,асыулы,elak
655,dumm::A,иҫәр,dum
656,faul::A,иренсәк,lat
657,fleißig::A,тырыш,flitig
658,geizig::A,һаран,snål
659,geizig::A,һаран,girig
660,klug::A,аҡыллы,klok
661,geschickt::A,оҫта,händig
662,geschickt::A,оҫта,skicklig
663,lieb::A,яғымлы,kär
664,lieb::A,яғымлы,snäll
665,lustig::A,күңелле,rolig
666,lustig::A,күңелле,lustig
667,sanft::A,йыуаш,mild
668,hungrig::A,ас,hungrig
669,krank::A,сирле,sjuk
670,krank::A,ауырыу,sjuk
671,nackt::A,яланғас,naken
672,traurig::A,яманһыу,ledsen
673,traurig::A,яманһыу,sorgsen
674,lebendig::A,тере,levande
675,lebendig::A,йәнле,levande
676,gut::A,яҡшы,bra
677,schlecht::A,хөрт,dålig
678,schlecht::A,алама,dålig
679,richtig::A,дөрөҫ,riktig
680,schlimm::A,хөрт,illa
681,schlimm::A,алама,illa
682,wahr::A,дөрөҫ,sann
683,alt::A,иҫке,gammal
684,alt::A,боронғо,gammal
685,neu::A,яңы,ny
686,ehemalig::A,элекке,forn
687,ehemalig::A,элекке,tidigare
688,alt[Lebewesen]::A,ҡарт,gammal
689,jung::A,йәш,ung
690,arm::A,фәҡир,fattig
691,reich::A,бай,rik
692,bekannt::A,таныш,känd
693,berühmt::A,атаҡлы,berömd
694,berühmt::A,данлыҡлы,berömd
695,fremd::A,ят,främmande
696,fremd::A,сит,främmande
697,verschieden::A,төрлө,åtskillig
698,nah::A,яҡын,nära
699,fern::A,алыҫ,fjärran
700,fern::A,йыраҡ,fjärran
701,linker::A,һул,vänster
702,rechter::A,уң,höger
703,anderer::A,бутән,annan
704,erster::A,тәүге,första
705,zweiter::A,икенсе,andra
706,dritter::A,өсөнсө,tredje
707,letzter::A,һуңғы,sist
708,allein::ADV,бер үҙе,allena
709,allein::ADV,яңғыҙ,allena
710,auf einmal::ADV,бер юлы,på en gång
711,zusammen::ADV,бергә,tillsammans
712,lange::ADV,оҙаҡ,länge
713,plötzlich::ADV,ҡапыл,plötsligt
714,sofort::ADV,шунда уҡ,strax
715,sofort::ADV,шунда уҡ,genast
716,später::ADV,һуңыраҡ,senare
717,jetzt::ADV,хәҙер,nu
718,heute::ADV,бөгөн,i dag
719,morgen::ADV,иртәгә,i morgon
720,bald::ADV,тиҙҙән,snart
721,dann::ADV,һуңынан,då
722,gestern::ADV,кисә,i går
723,einst::ADV,ҡасандыр,en gång
724,einst::ADV,бер баҡыт,en gång
725,damals::ADV,ул саҡта,då
726,damals::ADV,ул саҡта,den gången
727,danach::ADV,һуңынан,därefter
728,vorher::ADV,элек,före
729,vorher::ADV,элек,förut
730,zuerst::ADV,башта,först
731,einmal::ADV,бер,en gång
732,manchmal::ADV,ҡайһы берҙә,ibland
733,oft::ADV,йыш,ofta
734,immer::ADV,һәр ҡасан,alltid
735,niemals::ADV,бер ҡасан да,aldrig
736,niemals::ADV,бер ваҡытта ла,aldrig
737,hier::ADV,бында,här
738,hierhin::ADV,бында,hit
739,von hier::ADV,бынан,härifrån
740,von hier::ADV,ошонан,härifrån
741,dort::ADV,шунда,där
742,dort::ADV,тегендә,där
743,dorthin::ADV,шунда,dit
744,dorthin::ADV,тегеләй,dit
745,geradeaus::ADV,тура,rätt fram
746,vorwärts::ADV,алға,fram
747,vorwärts::ADV,алға,framåt
748,rückwärts::ADV,кирегә,baklänges
749,zurück::ADV,кирегә,tillbaka
750,unten::ADV,түбәндә,nere
751,unten::ADV,түбәндә,nedanför
752,hinab::ADV,түбәнгә,ned
753,hinab::ADV,түбәнгә,nedåt
754,oben::ADV,юғарыла,ovan
755,oben::ADV,юғарыла,ovanpå
756,hinauf::ADV,юғарыға,upp
757,hinauf::ADV,юғарыға,uppåt
758,überall::ADV,бөтә урында,överallt
759,nicht::ADV,тугел,ej
760,nicht::ADV,тугел,inte
761,ein wenig::ADV,аҙ,litet
762,kaum::ADV,көскә,knappt
763,kaum::ADV,көскә,knappast
764,kaum::ADV,саҡ-саҡ,knappt
765,kaum::ADV,саҡ-саҡ,knappast
766,sehr::ADV,ифат,mycket
767,so::ADV,шулай,så
768,noch::ADV,йәнә,än
769,noch::ADV,йәнә,ännu
770,nur::ADV,бары,bara
771,nur::ADV,бары,endast
772,schon::ADV,инде,redan
773,wieder::ADV,тағы,åter
774,vergebens::ADV,бушҡа,förgäves
775,vor::PRP,алдында,utanför
776,hinter::PRP,артында,bakom
777,unter::PRP,аҫтында,under
778,durch::PRP,үтә,genom
779,durch::PRP,үтә,igenom
780,neben::PRP,эргәһендә,bredvid
781,neben::PRP,эргәһендә,vid sidan av
782,zwischen::PRP,араһында,mellan
783,wegen::PRP,өсөн,på grund av
784,wegen::PRP,сәбәпле,på grund av
785,dies::PRN,был,detta
786,dies::PRN,ошо,detta
787,das::PRN,ул,det
788,alles::PRN,бөтә,allt
789,ich::PRN,мин,jag
