,Concept_ID,uk,sk
63,Welle::N,хвиля,vlna
64,Wasser::N,вода,voda
65,Stein::N,камінь,kameň
66,Boden::N,ґрунт,zem
67,Boden::N,ґрунт,pôda
68,Erde::N,земля,zem
69,Staub::N,пил,prach
70,Rauch::N,дим,dym
71,Funke::N,іскра,iskra
72,Feuer::N,вогонь,oheň
73,Licht::N,світло,svetlo
74,Schatten::N,тінь,tieň
75,Wetter::N,погода,počasie
76,Nebel::N,туман,hmla
77,Wolke::N,хмара,oblak
78,Wolke::N,хмара,mračno
79,Regen::N,дощ,dážď
80,Schnee::N,сніг,sneh
81,Eis::N,лід,ľad
82,Frost::N,мороз,mráz
83,Kälte::N,холод,zima
84,Kälte::N,холод,chlad
85,Hitze::N,жар,horúčava
86,Raureif::N,іній,srieň
87,Raureif::N,іній,inovať
88,Regenbogen::N,райдуга,dúha
89,Donner::N,грім,hrom
90,Strömung::N,струмина,prúdenie
91,Tropfen::N,крапля,kvapka
92,Schaum::N,піна,pena
93,Schmutz::N,бруд,špina
94,Schmutz::N,бруд,nečistota
95,See::N,озеро,jazero
96,Sumpf::N,драговина,bahno
97,Moor::N,болото,močiar
98,Wiese::N,луг,lúka
99,Wiese::N,лука,lúka
100,Wald::N,ліс,les
101,Wald::N,ліс,hora
102,Hügel::N,горб,vŕšok
103,Anhöhe::N,височина,výšina
104,Anhöhe::N,височина,vyvýšenina
105,Berg::N,гора,hora
106,Gipfel::N,вершина,vrchol
107,Höhle::N,печера,jaskyňa
108,Abhang::N,схил,úbočie
109,Quelle::N,джерело,prameň
110,Bach::N,струмок,potok
111,Fluss::N,річка,rieka
112,Ufer::N,берег,breh
113,Küste::N,узбережжя,pobrežie
114,Festland::N,суша,pevnina
115,Meer::N,море,more
116,Bucht::N,бухта,záliv
117,Bucht::N,бухта,zátoka
118,Bucht::N,затока,záliv
119,Bucht::N,затока,zátoka
120,Insel::N,острів,ostrov
121,Blume::N,квітка,kvet
122,Blume::N,квітка,kvetina
123,Gras::N,трава,tráva
124,Wurzel::N,корінь,koreň
125,Baum::N,дерево,strom
126,Stamm::N,стовбур,kmeň
127,Rinde::N,кора,kôra
128,Ast::N,гілка,konár
129,Zweig::N,галузь,vetva
130,Blatt::N,лист,list
131,Birke::N,береза,breza
132,Kiefer[Baum]::N,сосна,sosna
133,Kiefer[Baum]::N,сосна,borovica
134,Weide[Baum]::N,верба,vŕba
135,Tanne::N,ялиця,jedľa
136,Horn::N,ріг,roh
137,Feder::N,перо,pero
138,Fell::N,хутро,koža
139,Fell::N,хутро,kožušina
140,Flügel::N,крило,krídlo
141,Klaue::N,кіготь,paznecht
142,Kralle::N,лапа,pazúr
143,Schwanz::N,хвіст,chvost
144,Ei::N,яйце,vajce
145,Ei::N,яйце,vajíčko
146,Nest::N,гніздо,hniezdo
147,Bau::N,лігво,nora
148,Tier::N,тварина,zviera
149,Herde::N,стадо,stádo
150,Kuh::N,корова,krava
151,Bulle::N,бик,býk
152,Bulle::N,бугай,býk
153,Pferd::N,кінь,kôň
154,Schaf::N,вівця,ovca
155,Schwein::N,свиня,sviňa
156,Hund::N,собака,pes
157,Katze::N,кішка,mačka
158,Bär::N,ведмідь,medveď
159,Eichhörnchen::N,білка,veverička
160,Elch::N,лось,los
161,Fuchs::N,лисиця,líška
162,Hase::N,заєць,zajac
163,Maus::N,миша,myš
164,Wolf::N,вовк,vlk
165,Vogel::N,птах,vták
166,Schwarm::N,зграя,roj
167,Huhn::N,курка,kurča
168,Huhn::N,курка,sliepka
169,Hahn::N,півень,kohút
170,Gans::N,гуска,hus
171,Adler::N,орел,orol
172,Ente::N,качка,kačka
173,Ente::N,качка,kačica
174,Eule::N,сова,sova
175,Kranich::N,журавель,žeriav
176,Krähe::N,ворона,vrana
177,Kuckuck::N,зозуля,kukučka
178,Schwan::N,лебідь,labuť
179,Fisch::N,риба,ryba
180,Barsch::N,окунь,ostriež
181,Hecht::N,щука,šťuka
182,Schlange[Tier]::N,змія,had
183,Wurm::N,черв’як,červ
184,Spinne::N,павук,pavúk
185,Ameise::N,мурашка,mravec
186,Laus::N,воша,voš
187,Mücke::N,комар,komár
188,Fliege::N,муха,mucha
189,Schmetterling::N,метелик,motýľ
190,Beere::N,ягода,bobuľa
191,Apfel::N,яблуко,jablko
192,Pilz::N,гриб,hríb
193,Zwiebel::N,цибуля,cibuľa
194,Saat::N,сім’я,osivo
195,Korn::N,зерно,zrno
196,Heu::N,сіно,seno
197,Schale::N,шкірка,šupa
198,Schale::N,шкірка,škrupina
199,Grube::N,яма,jama
200,Falle::N,пастка,pasca
201,Falle::N,пастка,klepec
202,Schlinge::N,петля,slučka
203,Spur::N,слід,stopa
204,Asche::N,зола,popol
205,Asche::N,попіл,popol
206,Dreck::N,бруд,kal
207,Dreck::N,бруд,blato
208,Eisen::N,залізо,železo
209,Gold::N,золото,zlato
210,Silber::N,срібло,striebro
211,Kohle::N,вугілля,uhlie
212,Glas::N,скло,sklo
213,Lehm::N,глина,íl
214,Lehm::N,глина,hlina
215,Sand::N,пісок,piesok
216,Mensch::N,людина,človek
217,Mann::N,чоловік,muž
218,Mann::N,чоловік,chlap
219,Frau::N,жінка,žena
220,Kind::N,дитина,dieťa
221,Junge::N,хлопець,chlapec
222,Mädchen::N,дівчина,dievka
223,Familie::N,сім’я,rodina
224,Familie::N,родина,rodina
225,Großvater::N,дідусь,dedo
226,Großvater::N,дідусь,starý otec
227,Großmutter::N,бабуся,babička
228,Großmutter::N,бабуся,stará mať
229,Eltern::N,батьки,rodičia
230,Vater::N,батько,otec
231,Mutter::N,мати,mať
232,Mutter::N,мати,matka
233,Sohn::N,син,syn
234,Tochter::N,дочка,dcéra
235,Bruder::N,брат,brat
236,Schwester::N,сестра,sestra
237,Onkel::N,дядько,ujo
238,Onkel::N,дядько,strýko
239,Tante::N,тітка,teta
240,Tante::N,тітка,tetka
241,Ehemann::N,чоловік,muž
242,Ehemann::N,чоловік,manžel
243,Ehefrau::N,жінка,žena
244,Ehefrau::N,жінка,manželka
245,Ehefrau::N,дружина,žena
246,Ehefrau::N,дружина,manželka
247,Freude::N,радощі,radosť
248,Gelächter::N,сміх,smiech
249,Glück::N,щастя,šťastie
250,Kummer::N,горе,žiaľ
251,Kummer::N,горе,zármutok
252,Wunsch::N,бажання,prianie
253,Lust::N,бажання,chuť
254,Geist::N,дух,duch
255,Gedanke::N,думка,myšlienka
256,Gedächtnis::N,пам’ять,pamäť
257,Verstand::N,розум,rozum
258,Sinn::N,зміст,zmysel
259,Sinn::N,значення,zmysel
260,Grund::N,причина,dôvod
261,Grund::N,причина,príčina
262,Wahrheit::N,правда,pravda
263,Gespräch::N,розмова,reč
264,Gespräch::N,розмова,rozhovor
265,Märchen::N,байка,rozprávka
266,Erzählung::N,повість,poviedka
267,Erzählung::N,оповідання,poviedka
268,Nachricht::N,повідомлення,správa
269,Neuigkeit::N,новина,novinka
270,Name::N,ім’я,meno
271,Rätsel::N,загадка,záhada
272,Rätsel::N,загадка,hádanka
273,Rede::N,промова,reč
274,Sprache::N,мова,reč
275,Sprache::N,мова,jazyk
276,Stimme::N,голос,hlas
277,Wort::N,слово,slovo
278,Zeichen::N,знак,znak
279,Ruf::N,оклик,volanie
280,Ruf::N,оклик,zavolanie
281,Lärm::N,шум,hluk
282,Lärm::N,шум,hurhaj
283,Laut::N,звук,zvuk
284,Ton::N,тон,tón
285,Ton::N,тон,zvuk
286,Lied::N,пісня,pieseň
287,Ruhe::N,спокій,pokoj
288,Leute::N,люди,ľudia
289,Volk::N,народ,ľud
290,Volk::N,народ,národ
291,Arbeit::N,робота,práca
292,Arbeit::N,робота,robota
293,Gast::N,гість,hosť
294,Geschenk::N,подарунок,dar
295,Spiel::N,гра,hra
296,Gesellschaft::N,товариство,spoločnosť
297,Hilfe::N,допомога,pomoc
298,Freund::N,друг,priateľ
299,Freund::N,приятель,priateľ
300,Kamerad::N,товариш,kamarát
301,Angelegenheit::N,справа,vec
302,Angelegenheit::N,справа,záležitosť
303,Anzahl::N,число,počet
304,Anzahl::N,число,množstvo
305,Art::N,рід,druh
306,Stück::N,кусок,kus
307,Stück::N,кусок,kúsok
308,Teil::N,частина,časť
309,Hälfte::N,половина,polka
310,Hälfte::N,половина,polovica
311,Kreis::N,круг,kruh
312,Kreis::N,коло,kruh
313,Kreuz::N,хрест,kríž
314,Linie::N,лінія,línia
315,Strich::N,штрих,čiara
316,Abstand::N,проміжок,vzdialenosť
317,Entfernung::N,відстань,vzdialenosť
318,Gegend::N,місцевість,kraj
319,Gegend::N,місцевість,krajina
320,Platz::N,площа,miesto
321,Ort::N,місце,miesto
322,Seite::N,сторона,bok
323,Seite::N,сторона,strana
324,Mitte::N,середина,stred
325,Gegenstand::N,предмет,predmet
326,Sache::N,річ,vec
327,Rand::N,край,kraj
328,Rand::N,край,okraj
329,Kante::N,ребро,hrana
330,Ecke::N,ріг,roh
331,Spitze::N,кінчик,hrot
332,Spitze::N,кінчик,špička
333,Ende::N,кінець,koniec
334,Loch::N,діра,diera
335,Winkel::N,куток,kút
336,Muster::N,узор,vzor
337,Muster::N,узор,vzorka
338,Größe::N,розмір,veľkosť
339,Länge::N,довжина,dĺžka
340,Höhe::N,висота,výška
341,Gewicht::N,вага,váha
342,Menge::N,кількість,množstvo
343,Haufen::N,купа,hŕba
344,Reihe::N,ряд,rad
345,Boot::N,човен,čln
346,Ruder::N,весло,veslo
347,Schlitten::N,сани,sane
348,Ski::N,лижа,lyža
349,Lagerfeuer::N,вогнище,táborák
350,Last::N,тягар,ťarcha
351,Last::N,тягар,bremeno
352,Last::N,вантаж,ťarcha
353,Last::N,вантаж,bremeno
354,Gang::N,хід,chôdza
355,Schritt::N,крок,krok
356,Norden::N,північ,sever
357,Süden::N,південь,juh
358,Westen::N,захід,západ
359,Osten::N,схід,východ
360,Holz::N,дрова,drevo
361,Brett::N,дошка,doska
362,Platte::N,плита,doska
363,Platte::N,плита,platňa
364,Stütze::N,підпірка,opora
365,Stange::N,жердина,tyč
366,Stock::N,палиця,palica
367,Stab::N,палиця,palica
368,Rohr::N,труба,rúra
369,Haus::N,дім,dom
370,Haus::N,хата,dom
371,Heim::N,житло,domov
372,Ofen::N,піч,pec
373,Ofen::N,піч,kachle
374,Fußboden::N,підлога,dlážka
375,Fußboden::N,підлога,podlaha
376,Tisch::N,стіл,stôl
377,Stuhl::N,стілець,stolička
378,Wiege::N,колиска,kolíska
379,Bett::N,ліжко,lôžko
380,Bett::N,ліжко,posteľ
381,Bett::N,постіль,lôžko
382,Bett::N,постіль,posteľ
383,Regal::N,полиця,regál
384,Regal::N,полиця,polica
385,Kiste::N,ящик,debna
386,Fenster::N,вікно,okno
387,Fenster::N,вікно,oblok
388,Tür::N,двері,dvere
389,Tor::N,ворота,vráta
390,Zaun::N,паркан,plot
391,Zaun::N,паркан,ohrada
392,Zaun::N,огорожа,plot
393,Zaun::N,огорожа,ohrada
394,Dach::N,дах,krov
395,Dach::N,дах,strecha
396,Leiter::N,драбина,rebrík
397,Leiter::N,драбина,rebrina
398,Besen::N,мітла,metla
399,Spaten::N,заступ,rýľ
400,Schaufel::N,совок,lopata
401,Schaufel::N,лопата,lopata
402,Gabel::N,виделка,vidlička
403,Löffel::N,ложка,lyžica
404,Messer::N,ніж,nôž
405,Nagel::N,цвях,klinec
406,Netz::N,сіть,sieť
407,Haken::N,крюк,hák
408,Haken::N,крюк,háčik
409,Griff::N,ручка,rukoväť
410,Griff::N,держак,rukoväť
411,Schloss::N,замок,zámka
412,Bild::N,картина,obraz
413,Figur::N,фігура,figúra
414,Puppe::N,лялька,bábka
415,Puppe::N,лялька,bábika
416,Beutel::N,мішечок,vrece
417,Beutel::N,мішечок,vrecko
418,Beutel::N,торбинка,vrece
419,Beutel::N,торбинка,vrecko
420,Bündel::N,в’язка,uzlík
421,Bündel::N,в’язка,zväzok
422,Tasche::N,сумка,taška
423,Tasche::N,сумка,kabelka
424,Eimer::N,відро,vedro
425,Deckel::N,кришка,vrchnák
426,Deckel::N,кришка,pokrývka
427,Geschirr::N,посуд,nádoba
428,Sack::N,мішок,mech
429,Sack::N,мішок,vrece
430,Tasse::N,чашка,šálka
431,Topf::N,горщик,hrniec
432,Kessel::N,котел,kotol
433,Essen::N,їжа,jedlo
434,Nahrung::N,харч,strava
435,Nahrung::N,харч,potrava
436,Speise::N,страва,jedlo
437,Fleisch::N,м’ясо,mäso
438,Getreide::N,хліб,obilie
439,Getreide::N,збіжжя,obilie
440,Brei::N,каша,kaša
441,Brot::N,хліб,chlieb
442,Scheibe::N,скибочка,kotúč
443,Scheibe::N,скибочка,krajec
444,Fett::N,жир,tuk
445,Fett::N,жир,masť
446,Butter::N,масло,maslo
447,Öl::N,олія,olej
448,Salz::N,сіль,soľ
449,Suppe::N,суп,polievka
450,Honig::N,мед,med
451,Milch::N,молоко,mlieko
452,Tee::N,чай,čaj
453,Leder::N,шкіра,koža
454,Wolle::N,шерсть,vlna
455,Stoff::N,тканина,súkno
456,Nadel::N,голка,ihla
457,Faden::N,нитка,niť
458,Faden::N,нитка,vlákno
459,Knopf::N,ґудзик,gombík
460,Knoten::N,вузол,uzol
461,Farbe::N,фарба,farba
462,Kleidung::N,одяг,šaty
463,Kleidung::N,одяг,šatstvo
464,Kleidung::N,убрання,šaty
465,Kleidung::N,убрання,šatstvo
466,Hemd::N,сорочка,košeľa
467,Kragen::N,комір,golier
468,Ärmel::N,рукав,rukáv
469,Hose::N,брюки,nohavice
470,Gürtel::N,пояс,pás
471,Gürtel::N,пояс,opasok
472,Mütze::N,шапка,čiapka
473,Schuh::N,ботинок,obuv
474,Schuh::N,ботинок,topánka
475,Stiefel::N,чобіт,čižma
476,Ring::N,кільце,prsteň
477,Band::N,стрічка,stuha
478,Kamm::N,гребінець,hrebeň
479,Spiegel::N,дзеркало,zrkadlo
480,Riemen::N,ремінь,remeň
481,Schnur::N,вірьовка,šnúra
482,Leine::N,шворка,vodidlo
483,Decke::N,ковдра,deka
484,Decke::N,ковдра,prikrývka
485,Kissen::N,подушка,poduška
486,Tuch::N,хустка,šatka
487,Handtuch::N,рушник,uterák
488,Kraft::N,сила,moc
489,Stärke::N,сила,sila
490,Gesundheit::N,здоров’я,zdravie
491,Krankheit::N,хвороба,nemoc
492,Krankheit::N,хвороба,choroba
493,Schmerz::N,біль,bolesť
494,Wunde::N,рана,rana
495,Fieber::N,гарячка,horúčka
496,Arznei::N,ліки,liek
497,Brücke::N,міст,most
498,Brunnen::N,колодязь,studňa
499,Weide::N,пасовище,pastva
500,Pfad::N,стежка,chodník
501,Weg::N,шлях,cesta
502,Weg::N,дорога,cesta
503,Straße::N,вулиця,hradská
504,Dorf::N,село,dedina
505,Stadt::N,місто,mesto
506,Brief::N,лист,list
507,Buch::N,книга,kniha
508,Buch::N,книжка,kniha
509,Buchstabe::N,буква,litera
510,Buchstabe::N,буква,písmeno
511,Buchstabe::N,літера,litera
512,Buchstabe::N,літера,písmeno
513,Zeitung::N,газета,noviny
514,Leben::N,життя,život
515,Tod::N,смерть,smrť
516,Grab::N,могила,hrob
517,Kirche::N,церква,kostol
518,Sünde::N,гріх,hriech
519,Gott::N,бог,boh
520,Arbeiter::N,робітник,robotník
521,Arbeiter::N,робітник,pracnovík
522,Chef::N,хазяїн,šéf
523,Chef::N,хазяїн,riaditeľ
524,Meister::N,умілець,majster
525,Arzt::N,лікар,lekár
526,Lehrer::N,вчитель,učiteľ
527,Geld::N,гроші,peniaze
528,Geschäft::N,заняття,obchod
529,Laden::N,магазин,obchod
530,Laden::N,крамниця,obchod
531,Preis::N,ціна,cena
532,Ware::N,товар,tovar
533,Nutzen::N,вигода,osoh
534,Nutzen::N,вигода,úžitok
535,Nutzen::N,користь,osoh
536,Nutzen::N,користь,úžitok
537,Reichtum::N,багатство,bohatstvo
538,Welt::N,світ,svet
539,Land::N,країна,územie
540,Land::N,країна,krajina
541,Staat::N,держава,štát
542,König::N,король,kráľ
543,Macht::N,влада,moc
544,Macht::N,влада,mocnosť
545,Grenze::N,кордон,hranica
546,Krieg::N,війна,vojna
547,Feind::N,ворог,nepriateľ
548,Gewalt::N,насильство,násilie
549,Kampf::N,бій,boj
550,Kampf::N,боротьба,boj
551,Bogen[Waffe]::N,лук,luk
552,Pfeil::N,стріла,šíp
553,Pfeil::N,стріла,strela
554,Gewehr::N,рушниця,puška
555,Gewehr::N,гвинтівка,puška
556,Fehler::N,помилка,omyl
557,Fehler::N,помилка,chyba
558,Lüge::N,брехня,lož
559,Schaden::N,шкода,ujma
560,Schaden::N,шкода,škoda
561,Schaden::N,збиток,ujma
562,Schaden::N,збиток,škoda
563,Unglück::N,нещастя,nešťastie
564,Schuld::N,провина,vina
565,Schuld::N,провина,previnenie
566,Alter::N,вік,vek
567,Alter::N,літа,vek
568,Schluss::N,кінець,záver
569,Schluss::N,кінець,koniec
570,Zeit::N,час,čas
571,Tag::N,день,deň
572,Morgen::N,ранок,ráno
573,Mittag::N,південь,poludnie
574,Abend::N,вечір,večer
575,Nacht::N,ніч,noc
576,Woche::N,тиждень,týždeň
577,Monat::N,місяць,mesiac
578,Jahr::N,рік,rok
579,Frühling::N,весна,jar
580,Sommer::N,літо,leto
581,Herbst::N,осінь,jeseň
582,Winter::N,зима,zima
583,Januar::N,січень,január
584,Februar::N,лютий,február
585,März::N,березень,marec
586,April::N,квітень,apríl
587,Mai::N,травень,máj
588,Juni::N,червень,jún
589,Juli::N,липень,júl
590,August::N,серпень,august
591,September::N,вересень,september
592,Oktober::N,жовтень,október
593,November::N,листопад,november
594,Dezember::N,грудень,december
595,Montag::N,понеділок,pondelok
596,Dienstag::N,вівторок,utorok
597,Mittwoch::N,середа,streda
598,Donnerstag::N,четвер,štvrtok
599,Freitag::N,п’ятниця,piatok
600,Samstag::N,субота,sobota
601,Sonntag::N,неділя,nedeľa
602,groß::A,великий,veľký
603,klein::A,малий,malý
604,klein::A,маленький,malý
605,lang::A,довгий,dlhý
606,kurz::A,короткий,krátky
607,breit::A,широкий,široký
608,schmal::A,вузький,úzky
609,dicht::A,густий,hustý
610,dick[Gegenstand]::A,товстий,tlstý
611,dünn::A,тонкий,tenký
612,fein::A,дрібний,jemný
613,fest::A,міцний,pevný
614,flach::A,плоский,rovný
615,flach::A,плоский,plochý
616,glatt::A,рівний,hladký
617,glatt::A,гладенький,hladký
618,hart::A,твердий,tvrdý
619,weich::A,м’який,mäkký
620,rund::A,круглий,guľatý
621,rund::A,круглий,okrúhly
622,spitz::A,гострокінцевий,končitý
623,scharf::A,гострий,ostrý
624,stumpf::A,тупий,tupý
625,schwer::A,важкий,ťažký
626,schön::A,вродливий,pekný
627,schön::A,вродливий,krásny
628,heiß::A,жаркий,horúci
629,heiß::A,гарячий,horúci
630,warm::A,теплий,teplý
631,kalt::A,холодний,studený
632,kühl::A,прохолодний,chladný
633,frisch::A,свіжий,svieži
634,feucht::A,вогкий,vlhký
635,feucht::A,вогкий,zvlhnutý
636,nass::A,мокрий,mokrý
637,trocken::A,сухий,suchý
638,voll::A,повний,plný
639,leer::A,пустий,prázdny
640,offen::A,відкритий,otvorený
641,geschlossen::A,закритий,zavretý
642,geschlossen::A,зачинений,zavretý
643,sauber::A,чистий,čistý
644,sauber::A,охайний,čistý
645,schmutzig::A,брудний,špinavý
646,roh::A,сирий,surový
647,reif::A,зрілий,zrelý
648,lecker::A,смачний,chutný
649,süß::A,солодкий,sladký
650,bitter::A,гіркий,horký
651,sauer::A,кислий,kyslý
652,hell::A,світлий,jasný
653,hell::A,світлий,svetlý
654,dunkel::A,темний,temný
655,schwarz::A,чорний,čierny
656,weiß::A,сивий,biely
657,rot::A,червоний,červený
658,gelb::A,жовтий,žltý
659,blau::A,синій,modrý
660,blau::A,синій,belasý
661,grün::A,зелений,zelený
662,grau::A,сірий,šedý
663,bunt::A,барвистий,pestrý
664,billig::A,дешевий,lacný
665,teuer::A,дорогий,drahý
666,wertvoll::A,цінний,cenný
667,blind::A,сліпий,slepý
668,taub::A,глухий,hluchý
669,kräftig::A,могутній,silný
670,stark::A,сильний,silný
671,schwach::A,слабкий,slabý
672,schwach::A,слабкий,bezvládny
673,fett::A,жирний,tučný
674,fett::A,товстий,tučný
675,schlank::A,тонкий,štíhly
676,schlank::A,стрункий,štíhly
677,hübsch::A,чарівний,šumný
678,hübsch::A,чарівний,švárny
679,böse::A,злий,zlý
680,böse::A,лихий,zlý
681,dumm::A,дурний,hlúpy
682,faul::A,ледачий,lenivý
683,fleißig::A,старанний,snaživý
684,fleißig::A,старанний,usilovný
685,geizig::A,скупий,skupý
686,geizig::A,скупий,lakomý
687,klug::A,мудрий,múdry
688,klug::A,мудрий,bystrý
689,klug::A,розумний,múdry
690,klug::A,розумний,bystrý
691,geschickt::A,умілий,zručný
692,geschickt::A,умілий,šikovný
693,lieb::A,милий,milý
694,lustig::A,веселий,veselý
695,sanft::A,лагідний,nežný
696,hungrig::A,голодний,lačný
697,hungrig::A,голодний,hladný
698,krank::A,слабий,chorý
699,krank::A,слабий,nemocný
700,nackt::A,голий,nahý
701,traurig::A,сумний,smutný
702,lebendig::A,живий,živý
703,gut::A,добрий,dobrý
704,schlecht::A,поганий,zlý
705,schlecht::A,кепський,zlý
706,richtig::A,правильний,správny
707,schlimm::A,бридкий,zlý
708,schlimm::A,бридкий,nepríjemný
709,wahr::A,справжній,pravý
710,wahr::A,справжній,pravdivý
711,alt::A,старий,starý
712,neu::A,новий,nový
713,ehemalig::A,колишній,bývalý
714,alt[Lebewesen]::A,старий,starý
715,jung::A,молодий,mladý
716,arm::A,бідний,chudobný
717,reich::A,багатий,bohatý
718,bekannt::A,знайомий,známy
719,berühmt::A,славетний,slávny
720,berühmt::A,славетний,povestný
721,fremd::A,чужий,cudzí
722,verschieden::A,різний,rôzny
723,verschieden::A,різний,rozličný
724,nah::A,близький,blízky
725,fern::A,далекий,ďaleký
726,linker::A,лівий,ľavý
727,rechter::A,правий,pravý
728,anderer::A,інакший,iný
729,anderer::A,інакший,druhý
730,erster::A,перший,prvý
731,zweiter::A,другий,druhý
732,dritter::A,третій,tretí
733,letzter::A,останній,ostatný
734,letzter::A,останній,posledný
735,allein::ADV,сам,sám
736,allein::ADV,один,sám
737,auf einmal::ADV,відразу,zároveň
738,zusammen::ADV,разом,spolu
739,zusammen::ADV,разом,spoločne
740,zusammen::ADV,спільно,spolu
741,zusammen::ADV,спільно,spoločne
742,lange::ADV,довго,dlho
743,plötzlich::ADV,раптом,náhle
744,sofort::ADV,зараз,hneď
745,sofort::ADV,зараз,ihneď
746,später::ADV,пізніше,neskoršie
747,jetzt::ADV,тепер,teraz
748,heute::ADV,сьогодні,dnes
749,morgen::ADV,завтра,zajtra
750,bald::ADV,незабаром,skoro
751,dann::ADV,потім,nato
752,dann::ADV,потім,potom
753,gestern::ADV,вчора,včera
754,einst::ADV,колись,kedysi
755,einst::ADV,колись,niekedy
756,damals::ADV,тоді,vtedy
757,danach::ADV,згодом,potom
758,danach::ADV,згодом,podľa toho
759,vorher::ADV,раніше,napred
760,vorher::ADV,раніше,predtým
761,zuerst::ADV,спершу,najprv
762,zuerst::ADV,спочатку,najprv
763,einmal::ADV,один раз,raz
764,einmal::ADV,один раз,jedenkrát
765,manchmal::ADV,іноді,občas
766,manchmal::ADV,іноді,niekedy
767,manchmal::ADV,інколи,občas
768,manchmal::ADV,інколи,niekedy
769,oft::ADV,часто,často
770,immer::ADV,завжди,vždy
771,immer::ADV,завжди,ustavične
772,niemals::ADV,ніколи,nikdy
773,hier::ADV,тут,tu
774,hierhin::ADV,сюди,sem
775,hierhin::ADV,сюди,tade
776,von hier::ADV,звідси,odtiaľto
777,dort::ADV,там,tam
778,dorthin::ADV,туди,ta
779,dorthin::ADV,туди,tam
780,geradeaus::ADV,прямо,rovno
781,geradeaus::ADV,прямо,priamo
782,vorwärts::ADV,вперед,napred
783,rückwärts::ADV,назад,nazad
784,zurück::ADV,назад,späť
785,zurück::ADV,назад,naspäť
786,unten::ADV,внизу,dolu
787,unten::ADV,внизу,naspodku
788,hinab::ADV,вниз,dolu
789,oben::ADV,вгорі,hore
790,oben::ADV,вгорі,navrchu
791,hinauf::ADV,вгору,hore
792,hinauf::ADV,вгору,navrch
793,überall::ADV,скрізь,všade
794,nicht::ADV,не,nie
795,ein wenig::ADV,трохи,trocha
796,ein wenig::ADV,небагато,trocha
797,kaum::ADV,ледве,ledva
798,sehr::ADV,дуже,veľmi
799,so::ADV,так,tak
800,so::ADV,так,takto
801,noch::ADV,ще,ešte
802,nur::ADV,лише,len
803,nur::ADV,тільки,len
804,schon::ADV,вже,už
805,wieder::ADV,знову,zasa
806,vergebens::ADV,дарма,márne
807,vergebens::ADV,дарма,nadarmo
808,vor::PRP,перед,pred
809,hinter::PRP,ззаду,za
810,hinter::PRP,позаду,za
811,unter::PRP,під,pod
812,durch::PRP,крізь,cez
813,neben::PRP,біля,pri
814,neben::PRP,біля,vedľa
815,zwischen::PRP,між,medzi
816,wegen::PRP,з-за,pre
817,wegen::PRP,з-за,kvôli
818,wegen::PRP,через,pre
819,wegen::PRP,через,kvôli
820,dies::PRN,це,to
821,dies::PRN,це,táto
822,das::PRN,то,to
823,alles::PRN,все,všetko
824,ich::PRN,я,ja
825,du::PRN,ти,ty
826,er::PRN,він,on
827,wir::PRN,ми,my
828,ihr::PRN,ви,vy
829,sie::PRN,вони,oni
830,was::FPRN,що,čo
831,wer::FPRN,хто,kto
832,wo::FADV,де,kde
833,wohin::FADV,куди,kam
834,wie::FADV,як,ako
835,warum::FADV,чому,prečo
836,wieviel::FNUM,скільки,koľko
