,Concept_ID,el,be
188,Huhn::N,κότα,курыца
189,Huhn::N,όρνιθα,курыца
190,Hahn::N,πετεινός,певень
191,Gans::N,χήνα,гусь
192,Adler::N,αετός,арол
193,Ente::N,πάπια,качка
194,Eule::N,κουκουβάγια,сава
195,Kranich::N,γερανός,жораў
196,Kranich::N,γερανός,журавель
197,Krähe::N,καρακάξα,варона
198,Kuckuck::N,κούκος,зязюля
199,Schwan::N,κύκνος,лебедзь
200,Fisch::N,ψάρι,рыба
201,Barsch::N,πέρκα,акунь
202,Hecht::N,λούτσος,шчупак
203,Schlange[Tier]::N,φίδι,змяя
204,Wurm::N,σκουλήκι,чарвяк
205,Spinne::N,αράχνη,павук
206,Ameise::N,μυρμήγκι,мурашка
207,Laus::N,ψείρα,вош
208,Mücke::N,κουνούπι,камар
209,Fliege::N,μύγα,муха
210,Schmetterling::N,πεταλούδα,матыль
211,Beere::N,ρόγα,ягада
212,Apfel::N,μήλο,яблык
213,Pilz::N,μανιτάρι,грыб
214,Zwiebel::N,κρεμμύδι,цыбуля
215,Saat::N,σπόρος,семя
216,Korn::N,σπυρί,зерне
217,Heu::N,σανός,сена
218,Schale::N,τσόφλι,шалупінне
219,Grube::N,λάκκος,яма
220,Falle::N,παγίδα,пастка
221,Schlinge::N,θηλειά,сіло
222,Spur::N,ίχνος,след
223,Asche::N,στάχτη,попел
224,Dreck::N,βρωμιά,бруд
225,Eisen::N,σίδερο,жалеза
226,Gold::N,μάλαμα,золата
227,Gold::N,χρυσάφι,золата
228,Silber::N,ασήμι,сребра
229,Silber::N,άργυρος,сребра
230,Kohle::N,κάρβουνο,вугаль
231,Glas::N,γυαλί,шкло
232,Lehm::N,πηλός,гліна
233,Sand::N,άμμος,пясок
234,Mensch::N,άνθρωπος,чалавек
235,Mann::N,άνδρας,мужчына
236,Frau::N,γυναίκα,жанчына
237,Kind::N,παιδί,дзіця
238,Junge::N,αγόρι,хлопчык
239,Mädchen::N,κοπέλα,дзяўчынка
240,Mädchen::N,κορίτσι,дзяўчынка
241,Familie::N,οικογένεια,сямʼя
242,Großvater::N,παππούς,дзядуля
243,Großmutter::N,γιαγιά,бабуля
244,Eltern::N,γονείς,бацькі
245,Vater::N,πατέρας,бацька
246,Mutter::N,μητέρα,маці
247,Sohn::N,γιος,сын
248,Tochter::N,κόρη,дачка
249,Bruder::N,αδελφός,брат
250,Schwester::N,αδελφή,сястра
251,Onkel::N,θείος,дзядзька
252,Tante::N,θεία,цётка
253,Ehemann::N,σύζυγος,муж
254,Ehefrau::N,σύζυγος,жонка
255,Freude::N,χαρά,радасць
256,Gelächter::N,γέλια,смех
257,Glück::N,ευτυχία,шчасце
258,Kummer::N,έγνοια,гора
259,Wunsch::N,επιθυμία,жаданне
260,Lust::N,όρεξη,цяга
261,Geist::N,πνέυμα,дух
262,Gedanke::N,σκέψη,думка
263,Gedächtnis::N,μνήμη,памяць
264,Verstand::N,νους,розум
265,Sinn::N,νόημα,сэнс
266,Grund::N,λόγος,зачэпка
267,Wahrheit::N,αλήθεια,праўда
268,Gespräch::N,συνομιλία,размова
269,Märchen::N,παραμύθι,казка
270,Erzählung::N,διήγημα,расказ
271,Erzählung::N,διήγημα,апавяданне
272,Nachricht::N,είδηση,вестка
273,Nachricht::N,είδηση,паведамленне
274,Neuigkeit::N,νέο,навіна
275,Name::N,όνομα,імя
276,Rätsel::N,αίνιγμα,загадка
277,Rede::N,λόγος,прамова
278,Rede::N,ομιλία,прамова
279,Sprache::N,γλώσσα,мова
280,Stimme::N,φωνή,голас
281,Wort::N,λέξη,слова
282,Zeichen::N,σημείο,знак
283,Ruf::N,κραυγή,кліч
284,Lärm::N,θόρυβος,шум
285,Laut::N,ήχος,гук
286,Ton::N,ήχος,гучанне
287,Ton::N,τόνος,гучанне
288,Lied::N,τραγούδι,песня
289,Ruhe::N,ησυχία,спакой
290,Leute::N,κόσμος,людзі
291,Leute::N,άνθρωποι,людзі
292,Volk::N,λαός,народ
293,Arbeit::N,εργασία,праца
294,Arbeit::N,εργασία,работа
295,Gast::N,επισκέπτης,госць
296,Geschenk::N,δώρο,падарунак
297,Spiel::N,παιχνίδι,гульня
298,Gesellschaft::N,κοινωνία,таварыства
299,Hilfe::N,βοήθεια,дапамога
300,Freund::N,φίλος,друг
301,Freund::N,φίλος,сябар
302,Kamerad::N,σύντροφος,прыяцель
303,Angelegenheit::N,υπόθεση,справа
304,Anzahl::N,αριθμός,колькасць
305,Art::N,είδος,від
306,Stück::N,κομμάτι,кусок
307,Stück::N,κομμάτι,кавалак
308,Teil::N,μέρος,частка
309,Hälfte::N,μισό,палова
310,Hälfte::N,μισό,палавіна
311,Kreis::N,κύκλος,круг
312,Kreuz::N,σταυρός,крыж
313,Linie::N,γραμμή,лінія
314,Strich::N,γραμμή,рыса
315,Abstand::N,απόσταση,прамежак
316,Entfernung::N,απόσταση,адлегласць
317,Gegend::N,περιοχή,мясцовасць
318,Gegend::N,τοποθεσία,мясцовасць
319,Platz::N,χώρος,месца
320,Ort::N,τόπος,месца
321,Seite::N,πλευρά,бок
322,Mitte::N,μέση,сярэдзіна
323,Gegenstand::N,αντικείμενο,прадмет
324,Sache::N,πράγμα,рэч
325,Rand::N,άκρη,край
326,Rand::N,χείλος,край
327,Kante::N,άκρη,руб
328,Kante::N,άκρη,кант
329,Ecke::N,γωνιά,вугал
330,Spitze::N,μύτη,кончык
331,Ende::N,άκρη,канец
332,Loch::N,τρύπα,дзірка
333,Winkel::N,γωνία,вугал
334,Muster::N,σχέδιο,узор
335,Größe::N,μέγεθος,памер
336,Länge::N,μήκος,даўжыня
337,Höhe::N,ύψος,вышыня
338,Gewicht::N,βάρος,вага
339,Menge::N,ποσότητα,колькасць
340,Haufen::N,σωρός,куча
341,Reihe::N,αράδα,рад
342,Boot::N,βάρκα,лодка
343,Ruder::N,κουπί,вясло
344,Schlitten::N,έλκηθρο,сані
345,Ski::N,σκι,лыжа
346,Lagerfeuer::N,φωτιά,вогнішча
347,Last::N,φορτίο,цяжар
348,Gang::N,δρόμος,ход
349,Schritt::N,βήμα,шаг
350,Schritt::N,βήμα,крок
351,Norden::N,βορράς,поўнач
352,Süden::N,νότος,поўдзень
353,Westen::N,δύση,захад
354,Osten::N,ανατολή,усход
355,Holz::N,ξύλο,дрэва
356,Holz::N,ξύλο,драўніна
357,Brett::N,σανίδι,дошка
358,Platte::N,πλάκα,пліта
359,Stütze::N,στήριγμα,падпорка
360,Stange::N,ραβδί,жэрдка
361,Stange::N,κοντός,жэрдка
362,Stock::N,ξύλο,палка
363,Stock::N,μπαστούνι,палка
364,Stab::N,ραβδί,шост
365,Rohr::N,σωλήνας,труба
366,Haus::N,σπίτι,дом
367,Heim::N,σπίτι,дом
368,Heim::N,σπίτι,хата
369,Ofen::N,σόμπα,печ
370,Ofen::N,θερμάστρα,печ
371,Fußboden::N,πάτωμα,падлога
372,Tisch::N,τραπέζι,стол
373,Stuhl::N,καρέκλα,стул
374,Stuhl::N,καρέκλα,крэсла
375,Wiege::N,κούνια,калыска
376,Bett::N,κρεβάτι,ложак
377,Bett::N,κρεβάτι,пасцель
378,Regal::N,ράφι,паліца
379,Kiste::N,κιβώτιο,скрынка
380,Fenster::N,παράθυρο,акно
381,Tür::N,πόρτα,дзверы
382,Tor::N,πύλη,вароты
383,Zaun::N,φράχτης,агароджа
384,Dach::N,στέγη,дах
385,Leiter::N,σκάλα,лесвіца
386,Leiter::N,κλίμακα,лесвіца
387,Besen::N,σκούπα,мятла
388,Spaten::N,φτυάρι,лапата
389,Spaten::N,φτυάρι,жалязняк
390,Schaufel::N,φτυάρι,шуфлік
391,Schaufel::N,φτυάρι,лапатка
392,Gabel::N,πιρούνι,відэлец
393,Löffel::N,κουτάλι,лыжка
394,Messer::N,μαχαίρι,нож
395,Nagel::N,καρφί,цвік
396,Netz::N,δίχτυ,сетка
397,Haken::N,γάντζος,крук
398,Haken::N,αγκίστρι,крук
399,Griff::N,λαβή,ручка
400,Schloss::N,κλειδαριά,замок
401,Bild::N,εικόνα,карціна
402,Figur::N,ανάστημα,фігура
403,Puppe::N,κούκλα,лялька
404,Beutel::N,πουγγί,мяшок
405,Bündel::N,δεμάτι,вязка
406,Tasche::N,τσάντα,торба
407,Eimer::N,κουβάς,вядро
408,Deckel::N,καπάκι,накрыўка
409,Geschirr::N,σκεύη,пасуда
410,Sack::N,σάκος,мех
411,Tasse::N,φλιτζάνι,кубак
412,Topf::N,χύτρα,каструля
413,Kessel::N,καζάνι,кацёл
414,Essen::N,φαγητό,ежа
415,Nahrung::N,τροφή,харч
416,Speise::N,φαγητό,страва
417,Fleisch::N,κρέας,мяса
418,Getreide::N,σιτάρι,збожжа
419,Brei::N,χυλός,каша
420,Brot::N,ψωμί,хлеб
421,Brot::N,άρτος,хлеб
422,Scheibe::N,φέτα,луста
423,Scheibe::N,φέτα,скібка
424,Fett::N,πάχος,тлушч
425,Butter::N,βούτυρο,масла
426,Öl::N,λάδι,алей
427,Salz::N,αλάτι,соль
428,Suppe::N,σούπα,суп
429,Honig::N,μέλι,мёд
430,Milch::N,γάλα,малако
431,Tee::N,τσάι,чай
432,Tee::N,τσάι,гарбата
433,Leder::N,πετσί,скура
434,Wolle::N,μαλλί,воўна
435,Stoff::N,ύφασμα,тканіна
436,Nadel::N,βελόνα,іголка
437,Faden::N,κλωστή,нітка
438,Knopf::N,κουμπί,гузік
439,Knoten::N,κόμπος,вузел
440,Farbe::N,μπογιά,фарба
441,Kleidung::N,ρούχα,адзенне
442,Kleidung::N,ενδυμασία,адзенне
443,Hemd::N,πουκάμισο,кашуля
444,Kragen::N,κολάρο,каўнер
445,Ärmel::N,μανίκι,рукаў
446,Hose::N,πανταλόνι,штаны
447,Gürtel::N,ζώνη,пояс
448,Mütze::N,σκούφος,шапка
449,Schuh::N,παπούτσι,чаравік
450,Stiefel::N,μπότα,бот
451,Ring::N,δαχτυλίδι,кольца
452,Band::N,κορδέλα,стужка
453,Kamm::N,χτένα,расчоска
454,Spiegel::N,καθρέφτης,люстра
455,Riemen::N,λουρί,рэмень
456,Schnur::N,κορδόνι,вяроўка
457,Leine::N,σχοινί,павадок
458,Decke::N,κουβέρτα,коўдра
459,Kissen::N,μαξιλάρι,падушка
460,Tuch::N,πανί,хустка
461,Tuch::N,μαντήλι,хустка
462,Handtuch::N,πετσέτα,ручнік
463,Kraft::N,δύναμη,сіла
464,Stärke::N,ισχύς,моц
465,Stärke::N,δύναμη,моц
466,Gesundheit::N,υγεία,здароўе
467,Krankheit::N,αρρώστια,хвароба
468,Schmerz::N,πόνος,боль
469,Wunde::N,πληγή,рана
470,Fieber::N,πυρετός,гарачка
471,Fieber::N,πυρετός,ліхаманка
472,Arznei::N,φάρμακο,лекі
473,Brücke::N,γέφυρα,мост
474,Brunnen::N,πηγάδι,калодзеж
475,Weide::N,βοσκή,паша
476,Pfad::N,μονοπάτι,сцежка
477,Weg::N,δρόμος,шлях
478,Weg::N,δρόμος,дарога
479,Straße::N,οδός,вуліца
480,Straße::N,δρόμος,вуліца
481,Dorf::N,χωριό,вёска
482,Stadt::N,πόλη,горад
483,Brief::N,γράμμα,ліст
484,Brief::N,γράμμα,пісьмо
485,Brief::N,επιστολή,ліст
486,Brief::N,επιστολή,пісьмо
487,Buch::N,βιβλίο,кніга
488,Buchstabe::N,γράμμα,літара
489,Zeitung::N,εφημερίδα,газета
490,Leben::N,ζωή,жыццё
491,Leben::N,βίος,жыццё
492,Tod::N,θάνατος,смерць
493,Grab::N,τάφος,магіла
494,Kirche::N,εκκλησία,касцёл
495,Kirche::N,εκκλησία,царква
496,Sünde::N,αμαρτία,грэх
497,Gott::N,θεός,бог
498,Arbeiter::N,εργάτης,рабочы
499,Chef::N,προϊστάμενος,начальнік
500,Meister::N,μάστορας,майстар
501,Meister::N,αρχιτεχνίτης,майстар
502,Arzt::N,γιατρός,урач
503,Lehrer::N,δάσκαλος,настаўнік
504,Geld::N,λεφτά,грошы
505,Geld::N,χρήματα,грошы
506,Geschäft::N,συναλλαγή,заняцце
507,Laden::N,μαγαζί,крама
508,Laden::N,μαγαζί,магазін
509,Laden::N,κατάστημα,крама
510,Laden::N,κατάστημα,магазін
511,Preis::N,τιμή,цана
512,Ware::N,εμπόρευμα,тавар
513,Nutzen::N,όφελος,выгада
514,Reichtum::N,πλούτος,багацце
515,Welt::N,κόσμος,свет
516,Land::N,χώρα,краіна
517,Staat::N,κράτος,дзяржава
518,Staat::N,πολιτεία,дзяржава
519,König::N,βασιλιάς,кароль
520,Macht::N,εξουσία,улада
521,Grenze::N,σύνορα,граніца
522,Krieg::N,πόλεμος,вайна
523,Feind::N,εχθρός,вораг
524,Gewalt::N,βία,насілле
525,Kampf::N,αγώνας,барацьба
526,Bogen[Waffe]::N,τόξο,лук
527,Pfeil::N,σαΐτα,страла
528,Gewehr::N,τουφέκι,ружжо
529,Fehler::N,λάθος,памылка
530,Fehler::N,σφάλμα,памылка
531,Lüge::N,ψέμα,хлусня
532,Lüge::N,ψεύδος,хлусня
533,Schaden::N,ζημία,шкода
534,Unglück::N,δυστυχία,ліха
535,Unglück::N,δυστυχία,бядота
536,Schuld::N,ενοχή,віна
537,Schuld::N,φταίξιμο,віна
538,Alter::N,ηλικία,узрост
539,Schluss::N,τέλος,канец
540,Zeit::N,χρόνος,час
541,Tag::N,μέρα,дзень
542,Tag::N,ημέρα,дзень
543,Morgen::N,πρωί,ранак
544,Morgen::N,πρωί,раніца
545,Mittag::N,μεσημέρι,паўдня
546,Mittag::N,μεσημέρι,поўдзень
547,Abend::N,βράδυ,вечар
548,Nacht::N,νύχτα,ноч
549,Woche::N,εβδομάδα,тыдзень
550,Monat::N,μήνας,месяц
551,Jahr::N,έτος,год
552,Jahr::N,χρόνος,год
553,Frühling::N,άνοιξη,вясна
554,Sommer::N,καλοκαίρι,лета
555,Herbst::N,φθινόπωρο,восень
556,Winter::N,χειμώνας,зіма
557,Januar::N,Ιανουάριος,студзень
558,Februar::N,Φεβρουάριος,люты
559,März::N,Μάρτιος,сакавік
560,April::N,Απρίλιος,красавік
561,Mai::N,Μάιος,май
562,Mai::N,Μάιος,травень
563,Juni::N,Ιούνιος,чэрвень
564,Juli::N,Ιούλιος,ліпень
565,August::N,Αύγουστος,жнівень
566,September::N,Σεπτέμβριος,верасень
567,Oktober::N,Οκτώβριος,кастрычнік
568,November::N,Νοέμβριος,лістапад
569,Dezember::N,Δεκέμβριος,снежань
570,Montag::N,Δευτέρα,панядзелак
571,Dienstag::N,Τρίτη,аўторак
572,Mittwoch::N,Τετάρτη,серада
573,Donnerstag::N,Πέμπτη,чацвер
574,Freitag::N,Παρασκευή,пятніца
575,Samstag::N,Σάββατο,субота
576,Sonntag::N,Κυριακή,нядзеля
577,groß::A,μεγάλος,вялікі
578,klein::A,μικρός,маленькі
579,lang::A,μακρύς,доўгі
580,kurz::A,κοντός,кароткі
581,breit::A,φαρδύς,шырокі
582,schmal::A,στενός,вузкі
583,dicht::A,πυκνός,густы
584,dick[Gegenstand]::A,παχύς,тоўсты
585,dick[Gegenstand]::A,χοντρός,тоўсты
586,dünn::A,ψιλός,тонкі
587,dünn::A,λεπτός,тонкі
588,fein::A,ψιλός,тонкі
589,fest::A,στερεός,моцны
590,flach::A,επίπεδος,плоскі
591,glatt::A,λείος,гладкі
592,glatt::A,ομαλός,гладкі
593,hart::A,σκληρός,цвёрды
594,weich::A,μαλακός,мяккі
595,rund::A,στρογγυλός,круглы
596,spitz::A,μυτερός,спічасты
597,spitz::A,μυτερός,востраканцовы
598,scharf::A,κοφτερός,востры
599,stumpf::A,αμβλύς,тупы
600,schwer::A,βαρύς,цяжкі
601,schön::A,ωραίος,прыгожы
602,schön::A,όμορφος,прыгожы
603,heiß::A,ζεστός,гарачы
604,warm::A,θερμός,цёплы
605,kalt::A,κρύος,холадны
606,kalt::A,ψυχρός,холадны
607,kühl::A,δροσερός,халаднаваты
608,frisch::A,νωπός,свежы
609,frisch::A,φρέσκος,свежы
610,feucht::A,υγρός,вільготны
611,nass::A,βρεγμένος,мокры
612,trocken::A,ξηρός,сухі
613,trocken::A,στεγνός,сухі
614,voll::A,γεμάτος,поўны
615,leer::A,άδειος,пусты
616,offen::A,ανοιχτός,адкрыты
617,offen::A,ανοιχτός,адчынены
618,geschlossen::A,κλειστός,закрыты
619,geschlossen::A,κλειστός,зачынены
620,sauber::A,καθαρός,чысты
621,schmutzig::A,βρώμικος,брудны
622,schmutzig::A,λερωμένος,брудны
623,roh::A,ωμός,сыры
624,reif::A,ώριμος,спелы
625,lecker::A,νόστιμος,смачны
626,süß::A,γλυκός,салодкі
627,bitter::A,πικρός,горкі
628,sauer::A,ξινός,кіслы
629,hell::A,φωτεινός,светлы
630,dunkel::A,σκοτεινός,цёмны
631,schwarz::A,μαύρος,чорны
632,schwarz::A,μελανός,чорны
633,weiß::A,άσπρος,белы
634,rot::A,κόκκινος,чырвоны
635,gelb::A,κίτρινος,жоўты
636,blau::A,μπλε,сіні
637,blau::A,γαλανός,сіні
638,grün::A,πράσινος,зялёны
639,grau::A,γκρίζος,шэры
640,bunt::A,ποικιλόχρωπος,пяресты
641,billig::A,φτηνός,танны
642,teuer::A,ακριβός,дарагі
643,wertvoll::A,πολύτιμος,цэнны
644,wertvoll::A,πολύτιμος,каштоўны
645,blind::A,τυφλός,сляпы
646,taub::A,κουφός,глухі
647,kräftig::A,δυνατός,магутны
648,stark::A,γερός,сільны
649,schwach::A,αδύνατος,слабы
650,fett::A,παχύς,тлусты
651,schlank::A,λεπτός,стройны
652,schlank::A,λυγερός,стройны
653,hübsch::A,όμορφος,чароўны
654,hübsch::A,χαριτωμένος,чароўны
655,böse::A,κακός,злы
656,dumm::A,κουτός,дурны
657,dumm::A,ανόητος,дурны
658,faul::A,τεμπέλης,лянівы
659,fleißig::A,εργατικός,руплівы
660,geizig::A,τσιγγούνης,прагны
661,klug::A,έξυπνος,разумны
662,geschickt::A,επιδέξιος,умелы
663,lieb::A,φίλος,мілы
664,lieb::A,αγαπητός,мілы
665,lustig::A,εύθυμος,вясёлы
666,lustig::A,χαρούμενος,вясёлы
667,sanft::A,ήπιος,ласкавы
668,hungrig::A,πεινασμένος,галодны
669,krank::A,άρρωστος,хворы
670,nackt::A,γυμνός,голы
671,traurig::A,λυπημένος,сумны
672,lebendig::A,ζωντανός,жывы
673,gut::A,καλός,добры
674,schlecht::A,κακός,кепскі
675,richtig::A,σωστός,правільны
676,schlimm::A,άσχημος,агідны
677,wahr::A,αληθής,сапраўдны
678,wahr::A,αληθινός,сапраўдны
679,alt::A,παλιός,стары
680,neu::A,νέος,новы
681,neu::A,καινούργιος,новы
682,ehemalig::A,παλιός,былы
683,alt[Lebewesen]::A,γέρος,стары
684,jung::A,νέος,малады
685,arm::A,φτωχός,бедны
686,reich::A,πλούσιος,багаты
687,bekannt::A,γνωστός,знаёмы
688,berühmt::A,περίφημος,славуты
689,berühmt::A,ξακουσμένος,славуты
690,fremd::A,ξένος,чужы
691,verschieden::A,διαφορετικός,розны
692,nah::A,κοντινός,блізкі
693,fern::A,μακριά,далёкі
694,linker::A,αριστερός,левы
695,rechter::A,δεξιός,правы
696,anderer::A,άλλος,іншы
697,anderer::A,άλλος,другі
698,erster::A,πρώτος,першы
699,zweiter::A,δεύτερος,другі
700,dritter::A,τρίτος,трэці
701,letzter::A,τελευταίος,апошні
702,allein::ADV,μόνος,сам
703,allein::ADV,μόνος,адзін
704,auf einmal::ADV,εφάπαξ,адразу
705,zusammen::ADV,μαζί,разам
706,lange::ADV,πολύν καιρό,доўга
707,plötzlich::ADV,έξαφνα,раптам
708,sofort::ADV,αμέσως,зараз
709,später::ADV,αργότερα,пазней
710,jetzt::ADV,τώρα,цяпер
711,heute::ADV,σήμερα,сёння
712,morgen::ADV,αύριο,заўтра
713,bald::ADV,σε λίγο,хутка
714,bald::ADV,σε λίγο,неўзабаве
715,bald::ADV,εντός ολίγου,хутка
716,bald::ADV,εντός ολίγου,неўзабаве
717,dann::ADV,ύστερα,потым
718,gestern::ADV,χτες,учора
719,einst::ADV,ποτέ,аднойчы
720,einst::ADV,άλλοτε,аднойчы
721,damals::ADV,τότε,тады
722,danach::ADV,μετά,затым
723,danach::ADV,ύστερα,затым
724,vorher::ADV,πριν,раней
725,vorher::ADV,προηγουμένως,раней
726,zuerst::ADV,πρώτα,спярша
727,zuerst::ADV,πρώτα,спачатку
728,einmal::ADV,μία φορά,адзін раз
729,manchmal::ADV,κάποτε,часам
730,oft::ADV,συχνά,часта
731,oft::ADV,πολλές φορές,часта
732,immer::ADV,πάντα,заўсёды
733,immer::ADV,πάντοτε,заўсёды
734,niemals::ADV,ποτέ,ніколі
735,hier::ADV,εδώ,тут
