,Concept_ID,lez,cy
182,Schwan::N,къугь,alarch
183,Fisch::N,гъед,pysgod
184,Barsch::N,окунь,draenog
185,Hecht::N,щука,penhwyad
186,Schlange[Tier]::N,илан,neidr
187,Schlange[Tier]::N,гъуьлягъ,neidr
188,Wurm::N,квак,abwydyn
189,Wurm::N,квак,pryf genwair
190,Spinne::N,хуьшрекан,cor
191,Spinne::N,хуьшрекан,pryf copyn
192,Ameise::N,цегв,morgrugyn
193,Laus::N,нет,lleuen
194,Mücke::N,ветӏ,gwybedyn
195,Fliege::N,тӏветӏ,cleren
196,Schmetterling::N,чепелукь,glöyn byw
197,Schmetterling::N,чепелукь,iâr fach yr haf
198,Beere::N,куьлуь емиш,aeronen
199,Apfel::N,ич,afal
200,Pilz::N,къарникъуз,madarch
201,Zwiebel::N,чичӏек,nionyn
202,Zwiebel::N,чичӏек,winwnsyn
203,Saat::N,тумар,had
204,Korn::N,твар,grawn
205,Heu::N,векь,gwair
206,Heu::N,векьер,gwair
207,Schale::N,пириш,croen
208,Schale::N,пириш,plisgyn
209,Schale::N,хъуьруьш,croen
210,Schale::N,хъуьруьш,plisgyn
211,Grube::N,фур,pwll
212,Grube::N,фур,pydew
213,Falle::N,ракьар,magl
214,Schlinge::N,гьалкъа,cwlwm rhedeg
215,Spur::N,гел,ôl
216,Asche::N,руьхъ,lludw
217,Dreck::N,чирк,baw
218,Dreck::N,чирк,budreddi
219,Dreck::N,кьуруш,baw
220,Dreck::N,кьуруш,budreddi
221,Eisen::N,ракь,haearn
222,Gold::N,алтун,aur
223,Silber::N,гимиш,arian
224,Kohle::N,цӏивин,glo
225,Glas::N,шуьше,gwydr
226,Lehm::N,ччеб,clai
227,Sand::N,къум,tywod
228,Mensch::N,инсан,dyn
229,Mann::N,итим,dyn
230,Frau::N,паб,merch
231,Frau::N,паб,gwraig
232,Frau::N,дишегьли,merch
233,Frau::N,дишегьли,gwraig
234,Kind::N,аял,plentyn
235,Junge::N,гада,hogyn
236,Junge::N,гада,bachgen
237,Mädchen::N,руш,merch
238,Mädchen::N,руш,geneth
239,Familie::N,хзан,teulu
240,Familie::N,хзан,tylwyth
241,Familie::N,килфет,teulu
242,Familie::N,килфет,tylwyth
243,Großvater::N,чӏехи буба,taid
244,Großvater::N,чӏехи буба,tad-cu
245,Großmutter::N,чӏехи диде,nain
246,Großmutter::N,чӏехи диде,mam-gu
247,Eltern::N,диде-буба,rhieni
248,Vater::N,буба,tad
249,Mutter::N,диде,mam
250,Sohn::N,хва,mab
251,Tochter::N,руш,merch
252,Bruder::N,стха,brawd
253,Schwester::N,вах,chwaer
254,Onkel::N,ими,ewythr
255,Onkel::N,халу,ewythr
256,Tante::N,эме,modryb
257,Tante::N,хала,modryb
258,Ehemann::N,гъуьл,gŵr
259,Ehefrau::N,паб,gwraig
260,Freude::N,шадвал,gorfoledd
261,Gelächter::N,хъвер,chwerthin
262,Glück::N,бахт,hapusrwydd
263,Kummer::N,дерт,galar
264,Kummer::N,хажалат,galar
265,Wunsch::N,мурад,dymuniad
266,Lust::N,гьевес,chwant
267,Geist::N,руьгь,ysbryd
268,Gedanke::N,фикир,meddwl
269,Verstand::N,акьул,meddwl
270,Sinn::N,мана,ystyr
271,Grund::N,себеб,achos
272,Grund::N,себеб,rheswm
273,Wahrheit::N,керчек,gwir
274,Wahrheit::N,керчек,gwirionedd
275,Wahrheit::N,гьакъикъат,gwir
276,Wahrheit::N,гьакъикъат,gwirionedd
277,Gespräch::N,ихтилат,sgwrs
278,Märchen::N,мах,chwedl werin
279,Erzählung::N,кьиса,stori
280,Nachricht::N,хабар,neges
281,Neuigkeit::N,цӏийи хабар,newydd
282,Name::N,тӏвар,enw
283,Rätsel::N,мискӏал,pos
284,Rede::N,рахун,araith
285,Sprache::N,чӏал,iaith
286,Stimme::N,ван,llais
287,Wort::N,гаф,gair
288,Zeichen::N,ишара,arwydd
289,Ruf::N,эвер,galwad
290,Lärm::N,ван-сес,trwst
291,Laut::N,ван,sain
292,Laut::N,сес,sain
293,Ton::N,ван-сес,tôn
294,Lied::N,мани,cân
295,Ruhe::N,ласвал,tawelwch
296,Ruhe::N,фаракъат,tawelwch
297,Ruhe::N,асайиш,tawelwch
298,Leute::N,инсанар,pobl
299,Volk::N,халкь,pobl
300,Arbeit::N,кӏвалах,gwaith
301,Gast::N,мугьман,gwestai
302,Geschenk::N,савкьат,rhodd
303,Geschenk::N,савкьат,anrheg
304,Spiel::N,къугъун,chwarae
305,Gesellschaft::N,жемят,cwmni
306,Gesellschaft::N,общество,cwmni
307,Hilfe::N,куьмек,cymorth
308,Freund::N,дуст,cyfaill
309,Kamerad::N,яр-дуст,cydymaith
310,Angelegenheit::N,кар,pwnc
311,Anzahl::N,сан,cyfrif
312,Anzahl::N,кьадар,cyfrif
313,Art::N,жуьре,bath
314,Stück::N,кӏус,darn
315,Teil::N,пай,rhan
316,Hälfte::N,зур,hanner
317,Hälfte::N,зур пай,hanner
318,Kreis::N,круг,cylch
319,Kreis::N,чкаяр,cylch
320,Kreis::N,элкъвей цӏар,cylch
321,Kreuz::N,хаш,croes
322,Linie::N,цӏар,llinell
323,Strich::N,цӏар,strôc
324,Strich::N,цӏар,trawiad
325,Abstand::N,ара,bwlch
326,Abstand::N,ара,pellter
327,Entfernung::N,мензил,pellter
328,Gegend::N,чка,cylch
329,Platz::N,ара,lle
330,Ort::N,чка,lle
331,Seite::N,пад,ochr
332,Mitte::N,юкь,canol
333,Gegenstand::N,затӏ,eitem
334,Sache::N,шей,peth
335,Sache::N,затӏ,peth
336,Rand::N,къерех,cwr
337,Rand::N,къерех,ymyl
338,Kante::N,син,min
339,Kante::N,син,ymyl
340,Ecke::N,пӏипӏ,cornel
341,Spitze::N,кӏвенкӏв,blaen
342,Ende::N,кьил,pen
343,Loch::N,тӏеквен,twll
344,Winkel::N,пӏипӏ,congl
345,Muster::N,гишир,patrwm
346,Größe::N,кьадар,maint
347,Größe::N,кьадар,maintioli
348,Länge::N,яргъивал,hyd
349,Höhe::N,кьакьанвал,uchder
350,Gewicht::N,заланвал,pwysau
351,Menge::N,кьадар,swm
352,Menge::N,кьадар,maint
353,Haufen::N,хара,pentwr
354,Reihe::N,жерге,rhes
355,Boot::N,луьткве,cwch
356,Ruder::N,кьусу,rhwyf
357,Schlitten::N,гъелерар,sled
358,Schlitten::N,гъелерар,car llusg
359,Lagerfeuer::N,цӏай,coelcerth
360,Last::N,заланвал,llwyth
361,Gang::N,ериш,tro
362,Schritt::N,къадам,cam
363,Norden::N,кефер,gogledd
364,Norden::N,кефер пад,gogledd
365,Süden::N,кьибле,de
366,Westen::N,рагъакӏидай пад,gorllewin
367,Osten::N,рагъэкъечӏдай пад,dwyrain
368,Holz::N,кӏарас,pren
369,Brett::N,кьул,bwrdd
370,Brett::N,кьул,astell
371,Brett::N,тахта,bwrdd
372,Brett::N,тахта,astell
373,Stütze::N,даях,ateg
374,Stütze::N,даях,cynhalydd
375,Stange::N,юрк,polyn
376,Stock::N,лаш,ffon
377,Stock::N,лаш,brigyn
378,Stab::N,юрк,ffon
379,Rohr::N,турба,pibell
380,Haus::N,ужагъ,tŷ
381,Heim::N,кӏвал,cartref
382,Ofen::N,пич,stof
383,Fußboden::N,кӏвалин ччил,llawr
384,Tisch::N,стол,bwrdd
385,Stuhl::N,стул,cadair
386,Wiege::N,кьеб,crud
387,Bett::N,тахт,gwely
388,Regal::N,кьацӏ,silff
389,Kiste::N,ящик,bocs
390,Kiste::N,ящик,blwch
391,Fenster::N,дакӏар,ffenestr
392,Tür::N,рак,drws
393,Tor::N,варар,porth
394,Zaun::N,пару,ffens
395,Dach::N,къав,to
396,Leiter::N,гурар,ysgol
397,Besen::N,таран кул,ysgub
398,Spaten::N,ппер,rhaw
399,Schaufel::N,хекендаз,rhaw
400,Gabel::N,шиш,fforc
401,Löffel::N,тӏур,llwy
402,Messer::N,чукӏул,cyllell
403,Nagel::N,мих,hoel
404,Netz::N,чил,gwe
405,Netz::N,чил,rhwyd
406,Haken::N,къармах,bach
407,Griff::N,ттум,carn
408,Schloss::N,куьлег,clo
409,Bild::N,шикил,llun
410,Bild::N,шикил,pictiwr
411,Bild::N,суьрет,llun
412,Bild::N,суьрет,pictiwr
413,Figur::N,фигура,ffigur
414,Puppe::N,нини,dol
415,Beutel::N,тагъар,cwd
416,Bündel::N,галгам,bwndel
417,Bündel::N,галгам,coflaid
418,Tasche::N,чанта,cod
419,Eimer::N,ведре,bwced
420,Eimer::N,ведре,cunnog
421,Deckel::N,кьил,caead
422,Deckel::N,къалпагъ,caead
423,Geschirr::N,къаб-къажах,llestri
424,Sack::N,чувал,sach
425,Tasse::N,сукӏра,cwpan
426,Topf::N,къажгъан,pot
427,Topf::N,къажгъан,crochan
428,Kessel::N,къажгъан,tegell
429,Essen::N,тӏуьн,pryd o fwyd
430,Nahrung::N,тӏуьн,bwyd
431,Speise::N,хуьрек,saig
432,Fleisch::N,як,cig
433,Getreide::N,техил,ŷd
434,Getreide::N,техил,llafur
435,Brei::N,хапӏа,uwd
436,Brei::N,хешил,uwd
437,Brot::N,фу,bara
438,Scheibe::N,чӏук,tafell
439,Fett::N,ягълу,saim
440,Fett::N,ягълу,braster
441,Butter::N,гъери,ymenyn
442,Öl::N,ягълу,olew
443,Salz::N,кьел,halen
444,Suppe::N,суп,cawl
445,Suppe::N,шурпа,cawl
446,Honig::N,вирт,mêl
447,Milch::N,нек,llaeth
448,Milch::N,нек,llefrith
449,Tee::N,чай,te
450,Leder::N,тумаж,lledr
451,Wolle::N,йис,gwlân
452,Stoff::N,парча,lliain
453,Stoff::N,парча,brethyn
454,Nadel::N,раб,nodwydd
455,Faden::N,гъал,edau
456,Faden::N,гъал,edefyn
457,Knopf::N,дуьгме,botwm
458,Knoten::N,тӏвал,cwlwm
459,Farbe::N,ранг,paent
460,Kleidung::N,партал,dillad
461,Kleidung::N,партал,gwisgoedd
462,Hemd::N,перем,crys
463,Kragen::N,хев,coler
464,Ärmel::N,хел,llawes
465,Hose::N,шалвар,trowsus
466,Gürtel::N,чӏул,gwregys
467,Mütze::N,бармак,cap
468,Mütze::N,бапӏах,cap
469,Schuh::N,ботинка,esgid
470,Stiefel::N,чекме,botasen
471,Ring::N,тупӏал,modrwy
472,Band::N,тасма,rhuban
473,Kamm::N,регъ,crib
474,Spiegel::N,гуьзгуь,drych
475,Riemen::N,къайиш,strap
476,Schnur::N,еб,llinyn
477,Decke::N,яргъан,blanced
478,Decke::N,яргъан,gwrthban
479,Kissen::N,хъуьцуьган,clustog
480,Kissen::N,хъуьцуьган,gobennydd
481,Tuch::N,шал,sgarff
482,Handtuch::N,дасмал,tywel
483,Handtuch::N,дасмал,lliain sychu
484,Kraft::N,гуж,grym
485,Stärke::N,къуват,nerth
486,Stärke::N,къуват,cryfder
487,Gesundheit::N,сагъвал,iechyd
488,Krankheit::N,тӏал,afiechyd
489,Krankheit::N,тӏал,anhwylder
490,Schmerz::N,тӏал,poen
491,Schmerz::N,тӏал,gwayw
492,Schmerz::N,тӏарвал,poen
493,Schmerz::N,тӏарвал,gwayw
494,Wunde::N,хер,clwyf
495,Fieber::N,ифин,twymyn
496,Arznei::N,дарман,meddyginiaeth
497,Brücke::N,муьгъ,pont
498,Brunnen::N,къуй,ffynnon
499,Weide::N,уьруьш,porfa
500,Pfad::N,рехъ,llwybr
501,Weg::N,рехъ,ffordd
502,Straße::N,рехъ,heol
503,Straße::N,рехъ,ffordd
504,Dorf::N,хуьр,pentref
505,Stadt::N,шегьер,tref
506,Brief::N,кагъаз,llythyr
507,Buch::N,улуб,llyfr
508,Buchstabe::N,гьарф,llythyren
509,Zeitung::N,газета,papur newydd
510,Leben::N,уьмуьр,bywyd
511,Tod::N,кьиникь,marwolaeth
512,Grab::N,сур,bedd
513,Kirche::N,килиса,eglwys
514,Sünde::N,гунагь,pechod
515,Gott::N,аллагь,duw
516,Arbeiter::N,фяле,gweithiwr
517,Chef::N,гьаким,pennaeth
518,Meister::N,устӏар,meistr
519,Arzt::N,доктор,meddyg
520,Lehrer::N,муаллим,athro
521,Geld::N,пул,pres
522,Geld::N,пул,arian
523,Laden::N,магазин,siop
524,Preis::N,къимет,pris
525,Ware::N,мал,nwydd
526,Ware::N,товар,nwydd
527,Nutzen::N,хийир,elw
528,Nutzen::N,хийир,budd
529,Nutzen::N,менфят,elw
530,Nutzen::N,менфят,budd
531,Reichtum::N,девлет,cyfoeth
532,Welt::N,дуьнья,byd
533,Land::N,уьлкве,gwlad
534,Staat::N,пачагьлугъ,gwladwriaeth
535,Staat::N,государство,gwladwriaeth
536,König::N,пачагь,brenin
537,Macht::N,власть,grym
538,Macht::N,власть,awdurdod
539,Grenze::N,сергьят,ffin
540,Grenze::N,сергьят,goror
541,Krieg::N,дяве,rhyfel
542,Feind::N,душман,gelyn
543,Gewalt::N,гуж,ffyrnigrwydd
544,Kampf::N,женг,brwydr
545,Bogen[Waffe]::N,чӏемерук,bwa
546,Pfeil::N,хьел,saeth
547,Gewehr::N,тфенг,dryll
548,Fehler::N,гъалатӏ,gwall
549,Fehler::N,гъалатӏ,camgymeriad
550,Lüge::N,ттаб,celwydd
551,Lüge::N,ттаб,anwiredd
552,Schaden::N,зиян,niwed
553,Schaden::N,зиян,difrod
554,Schaden::N,зарар,niwed
555,Schaden::N,зарар,difrod
556,Unglück::N,бала,anffawd
557,Unglück::N,бедбахтвал,anffawd
558,Schuld::N,тахсир,bai
559,Alter::N,яш,oed
560,Schluss::N,эхир,diwedd
561,Zeit::N,вяде,amser
562,Tag::N,югъ,dydd
563,Tag::N,югъ,diwrnod
564,Morgen::N,пакама,bore
565,Mittag::N,нисин,nawn
566,Abend::N,няни,noswaith
567,Nacht::N,йиф,nos
568,Woche::N,гьафте,wythnos
569,Monat::N,варз,mis
570,Jahr::N,йис,blwyddyn
571,Frühling::N,гатфар,gwanwyn
572,Sommer::N,гад,haf
573,Herbst::N,зул,hydref
574,Winter::N,кьуьд,gaeaf
575,Januar::N,январь,Ionawr
576,Februar::N,февраль,Chwefror
577,März::N,март,Mawrth
578,April::N,апрель,Ebrill
579,Mai::N,май,Mai
580,Juni::N,июнь,Mehefin
581,Juli::N,июль,Gorffennaf
582,August::N,август,Awst
583,September::N,сентябрь,Medi
584,Oktober::N,октябрь,Hydref
585,November::N,ноябрь,Tachwedd
586,Dezember::N,декабрь,Rhagfyr
587,Montag::N,ислен,dydd Llun
588,Dienstag::N,саласа,dydd Mawrth
589,Mittwoch::N,арбе,dydd Mercher
590,Donnerstag::N,хемис югъ,dydd Iau
591,Freitag::N,жуьмя,dydd Gwener
592,Freitag::N,жуьмя югъ,dydd Gwener
593,Samstag::N,киш,dydd Sadwrn
594,Sonntag::N,гьяд,dydd Sul
595,groß::A,еке,mawr
596,groß::A,чӏехи,mawr
597,klein::A,гъвечӏи,bach
598,lang::A,яргъи,hir
599,kurz::A,куьруь,byr
600,kurz::A,куьруь,cwta
601,breit::A,гьяркьуь,llydan
602,schmal::A,гуьтӏуь,cul
603,dicht::A,къалин,dwys
604,dünn::A,кьелечӏ,tenau
605,fein::A,шуькӏуь,main
606,fest::A,кӏеви,cadarn
607,flach::A,кьулу,gwastad
608,glatt::A,цӏалцӏам,llyfn
609,hart::A,кӏеви,caled
610,weich::A,хъуьтуьл,meddal
611,rund::A,элкъвей,crwn
612,spitz::A,хци,pigfain
613,scharf::A,хци,miniog
614,stumpf::A,къуьруь,pŵl
615,schwer::A,залан,trwm
616,schön::A,иер,teg
617,schön::A,иер,hardd
618,schön::A,иер,prydferth
619,heiß::A,кудай,poeth
620,warm::A,чими,twym
621,warm::A,чими,cynnes
622,kalt::A,мекьи,oer
623,kühl::A,къайи,oeraidd
624,frisch::A,таза,iach
625,frisch::A,михьи,iach
626,feucht::A,ламу,llaith
627,nass::A,кьежей,gwlyb
628,trocken::A,кьуру,sych
629,voll::A,ацӏай,llawn
630,leer::A,буш,gwag
631,leer::A,ичӏи,gwag
632,offen::A,ахъа,agored
633,geschlossen::A,кӏеви,caead
634,geschlossen::A,кӏеви,caeëdig
635,sauber::A,михьи,glân
636,schmutzig::A,чиркин,budr
637,schmutzig::A,чиркин,brwnt
638,schmutzig::A,кьацӏай,budr
639,schmutzig::A,кьацӏай,brwnt
640,roh::A,чиг,amrwd
641,roh::A,ицӏи,amrwd
642,reif::A,дигмиш хьайи,aeddfed
643,lecker::A,дадлу,blasus
644,lecker::A,дадлу,danteithiol
645,süß::A,ширин,melys
646,bitter::A,туькьуьл,chwerw
647,sauer::A,цуру,sur
648,hell::A,экуь,disglair
649,dunkel::A,мичӏи,tywyll
650,schwarz::A,чӏулав,du
651,weiß::A,лацу,gwyn
652,rot::A,яру,coch
653,gelb::A,хъипи,melyn
654,blau::A,вили,glas
655,grün::A,къацу,gwyrdd
656,grau::A,рехи,llwyd
657,bunt::A,цӏару,lliwgar
658,bunt::A,яру-цӏару,lliwgar
659,billig::A,ужуз,rhad
660,teuer::A,багьа,drud
661,wertvoll::A,масан,gwerthfawr
662,blind::A,буьркьуь,dall
663,taub::A,биши,byddar
664,kräftig::A,гужлу,nerthol
665,kräftig::A,гужлу,grymus
666,stark::A,къуватлу,cryf
667,stark::A,къуватлу,cadarn
668,schwach::A,такьатсуз,gwan
669,fett::A,куьк,tew
670,schlank::A,шумал,main
671,hübsch::A,гуьрчег,tlws
672,böse::A,пис,drwg
673,dumm::A,ахмакь,twp
674,faul::A,тенпел,diog
675,fleißig::A,сяй ийидай,dyfal
676,fleißig::A,сяйи ийидай,dyfal
677,geizig::A,мискьи,crintach
678,geizig::A,мискьи,cybyddlyd
679,klug::A,акьуллу,deallus
680,geschickt::A,магьир,medrus
681,geschickt::A,магьир,deheuig
682,lieb::A,играми,hoff
683,lieb::A,играми,annwyl
684,lustig::A,шад,llon
685,sanft::A,назик,mwyn
686,sanft::A,милайим,mwyn
687,hungrig::A,гишин,newynog
688,krank::A,кефсуз,sâl
689,krank::A,кефсуз,gwael
690,nackt::A,кьецӏил,noeth
691,traurig::A,пашман,trist
692,lebendig::A,ччан алай,yn fyw
693,gut::A,хъсан,da
694,gut::A,вижевай,da
695,schlecht::A,пис,drwg
696,schlecht::A,пис,gwael
697,richtig::A,дуьз,cywir
698,schlimm::A,нифретлу,enbyd
699,wahr::A,гьакъикъи,gwir
700,alt::A,эски,hen
701,alt::A,куьгьне,hen
702,neu::A,цӏийи,newydd
703,ehemalig::A,виликан,blaenorol
704,alt[Lebewesen]::A,кьуьзуь,oedrannus
705,jung::A,жегьил,ifanc
706,arm::A,кесиб,tlawd
707,reich::A,девлетлу,cyfoethog
708,bekannt::A,чидай,cynefin
709,bekannt::A,чидай,cyfarwydd
710,berühmt::A,машгьур,enwog
711,fremd::A,ччара,estron
712,verschieden::A,жуьреба-жуьре,gwahanol
713,nah::A,мукьвал,agos
714,fern::A,яргъал,pell
715,linker::A,чапла,aswy
716,linker::A,чапла,chwith
717,rechter::A,эрчӏи,de
718,rechter::A,эрчӏи,deau
719,anderer::A,маса,arall
720,anderer::A,муькуь,arall
721,erster::A,сад лагьай,cyntaf
722,zweiter::A,кьвед лагьай,ail
723,dritter::A,пуд лагьай,trydydd
724,letzter::A,эхиримжи,olaf
725,allein::ADV,кьилди,unig
726,allein::ADV,кьилди,ar ei ben ei hun
727,zusammen::ADV,санал,ynghyd
728,zusammen::ADV,санал,gyda'i gilydd
729,lange::ADV,яргъалди,amser hir
730,plötzlich::ADV,садлагьана,yn sydyn
731,sofort::ADV,гьасятда,ar unwaith
732,später::ADV,гуьгъуьнлай,yn ddiweddarach
733,jetzt::ADV,гила,yn awr
734,heute::ADV,къе,heddiw
735,morgen::ADV,пака,yfory
736,bald::ADV,мукьва,yn fuan
737,bald::ADV,мукьва,gyda hyn
738,bald::ADV,мукьвара,yn fuan
739,bald::ADV,мукьвара,gyda hyn
740,dann::ADV,ахпа,yna
741,dann::ADV,ахпа,y pryd hwnnw
742,gestern::ADV,накь,ddoe
743,einst::ADV,садра,gynt
744,damals::ADV,а чӏавуз,ar y pryd
745,damals::ADV,а чӏавуз,bryd hynny
746,danach::ADV,ахпа,wedyn
747,vorher::ADV,вилик,o'r blaen
748,zuerst::ADV,сифте,yn gyntaf
749,einmal::ADV,садра,unwaith
750,manchmal::ADV,гагь-гагь,weithiau
751,manchmal::ADV,гагь-гагь,ar brydiau
752,oft::ADV,гзаф вахтара,yn aml
753,oft::ADV,гзаф вахтара,yn fynych
754,immer::ADV,гьамиша,bob amser
755,niemals::ADV,са чӏавузни,ni ... byth
756,niemals::ADV,са чӏавузни,ni ... erioed
757,niemals::ADV,са вахтундани,ni ... byth
758,niemals::ADV,са вахтундани,ni ... erioed
759,hier::ADV,ина,yma
760,hierhin::ADV,иниз,hyd yma
761,von hier::ADV,инай,oddi yma
762,dort::ADV,ана,acw
763,dorthin::ADV,аниз,tuag yno
764,geradeaus::ADV,дуьз,syth ymlaen
765,vorwärts::ADV,вилик,ymlaen
766,vorwärts::ADV,виликди,ymlaen
767,rückwärts::ADV,кьулухъ,yn ôl
768,unten::ADV,агъада,isod
769,unten::ADV,агъада,oddi tanodd
770,hinab::ADV,агъуз,i lawr
771,hinab::ADV,агъуз,i waered
772,oben::ADV,винел,fry
773,hinauf::ADV,виниз,i fyny
774,hinauf::ADV,виниз,i'r lan
775,überall::ADV,вирина,ym mhobman
