,Concept_ID,eu,br
116,Gipfel::N,tontor,barr
117,Höhle::N,kobazulo,kav
118,Abhang::N,aldapa,naou
119,Quelle::N,iturri,feunteun
120,Quelle::N,iturbegi,feunteun
121,Bach::N,lats,gwazh
122,Bach::N,erreka,gwazh
123,Fluss::N,ibai,stêr
124,Fluss::N,uhaitz,stêr
125,Ufer::N,bazter,ribl
126,Küste::N,itsasalde,aod
127,Festland::N,lehor,douar
128,Meer::N,itsaso,mor
129,Bucht::N,golko,mor-bihan
130,Insel::N,irla,enez
131,Insel::N,uharte,enez
132,Blume::N,lili,bleunienn
133,Gras::N,belar,geot
134,Wurzel::N,zuztar,gwrizienn
135,Wurzel::N,sustrai,gwrizienn
136,Baum::N,zuhaitz,gwezenn
137,Stamm::N,enbor,kef
138,Rinde::N,azal,rusk
139,Ast::N,adar,barr
140,Zweig::N,abar,bod
141,Blatt::N,hosto,delienn
142,Birke::N,urki,bezvenn
143,Kiefer[Baum]::N,ler,pinenn
144,Weide[Baum]::N,zume,halegenn
145,Weide[Baum]::N,sahats,halegenn
146,Tanne::N,izei,sapenn
147,Horn::N,adar,korn
148,Feder::N,luma,pluñv
149,Feder::N,hegaki,pluñv
150,Fell::N,ile,kreoñ
151,Fell::N,larru,kreoñ
152,Flügel::N,hego,askell
153,Klaue::N,atzapar,skilf
154,Kralle::N,erpe,skilf
155,Kralle::N,atzapar,skilf
156,Schwanz::N,isats,lost
157,Schwanz::N,buztan,lost
158,Ei::N,arrautza,vi
159,Nest::N,habia,neizh
160,Bau::N,ohantze,douarenn
161,Tier::N,abere,loen
162,Tier::N,piztia,loen
163,Herde::N,saldo,tropell
164,Herde::N,abere talde,tropell
165,Kuh::N,behi,buoc'h
166,Bulle::N,zezen,tarv
167,Pferd::N,zaldi,marc'h
168,Schaf::N,ardi,dañvad
169,Schwein::N,urde,pemoc'h
170,Schwein::N,txerri,pemoc'h
171,Hund::N,txakur,ki
172,Katze::N,katu,kazh
173,Bär::N,hartz,arzh
174,Eichhörnchen::N,urtxintxa,gwiñver
175,Elch::N,altze,karv-dour
176,Fuchs::N,azeri,louarn
177,Hase::N,erbi,gad
178,Maus::N,sagu,logodenn
179,Wolf::N,otso,bleiz
180,Vogel::N,txori,labous
181,Vogel::N,hegazti,labous
182,Schwarm::N,aldra,nijad
183,Huhn::N,oilo,yar
184,Hahn::N,oilar,kilhog
185,Gans::N,antzara,gwazenn
186,Adler::N,arrano,erer
187,Ente::N,ahate,houad
188,Eule::N,hontza,toud
189,Kranich::N,kurrilo,garan
190,Krähe::N,bele,bran
191,Kuckuck::N,kuku,koukoug
192,Schwan::N,beltxarga,alarc'h
193,Fisch::N,arrain,pesk
194,Barsch::N,perka,brell
195,Hecht::N,lutxo,beked
196,Schlange[Tier]::N,suge,naer
197,Wurm::N,har,preñv
198,Spinne::N,armiarma,kevnidenn
199,Ameise::N,inurri,merion
200,Laus::N,zorri,laouenn
201,Mücke::N,eltxo,moustik
202,Fliege::N,euli,kelienenn
203,Schmetterling::N,pinpirin,balafenn
204,Schmetterling::N,tximeleta,balafenn
205,Beere::N,baia,hog
206,Apfel::N,sagar,aval
207,Pilz::N,onddo,kabell-touseg
208,Pilz::N,perretxiko,kabell-touseg
209,Zwiebel::N,tipula,ognonenn
210,Saat::N,haziak,had
211,Korn::N,ale,ed
212,Korn::N,pikor,ed
213,Heu::N,belar ondu,foenn
214,Schale::N,azal,peliadur
215,Grube::N,hobi,
216,Falle::N,harrapagailu,pech
217,Schlinge::N,bilur,krouglas
218,Schlinge::N,xedera,krouglas
219,Spur::N,lorratz,
220,Asche::N,errauts,ludu
221,Dreck::N,satsukeria,fank
222,Eisen::N,burdina,houarn
223,Gold::N,urre,aour
224,Gold::N,urregorri,aour
225,Silber::N,zilar,arc'hant
226,Silber::N,urrezuri,arc'hant
227,Kohle::N,ikatz,glaou
228,Glas::N,beira,gwer
229,Lehm::N,buztin,
230,Sand::N,harea,traezh
231,Sand::N,hondar,traezh
232,Mensch::N,gizaki,den
233,Mann::N,gizon,den
234,Frau::N,andere,maouez
235,Frau::N,emakume,maouez
236,Kind::N,haur,bugel
237,Junge::N,mutil,paotr
238,Mädchen::N,neska,plac'h
239,Familie::N,sendi,familh
240,Familie::N,familia,familh
241,Großvater::N,aitona,tad-kozh
242,Großvater::N,aitatxi,tad-kozh
243,Großmutter::N,amona,mamm-gozh
244,Großmutter::N,amatxi,mamm-gozh
245,Eltern::N,gurasoak,kerent
246,Vater::N,aita,tad
247,Mutter::N,ama,mamm
248,Sohn::N,seme,mab
249,Tochter::N,alaba,merc'h
250,Bruder::N,neba,breur
251,Bruder::N,anaia,breur
252,Schwester::N,ahizpa,c'hoar
253,Onkel::N,osaba,eontr
254,Tante::N,izeba,moereb
255,Ehemann::N,senar,gwaz
256,Ehefrau::N,emazte,gwreg
257,Freude::N,poz,levenez
258,Freude::N,pozkari,levenez
259,Gelächter::N,barre,c'hoarzherezh
260,Gelächter::N,karkara,c'hoarzherezh
261,Glück::N,zori,chañs
262,Kummer::N,xangrin,doan
263,Kummer::N,atsekabe,doan
264,Wunsch::N,nahi,c'hoant
265,Wunsch::N,nahikunde,c'hoant
266,Lust::N,gogo,c'hoant
267,Geist::N,gogo,spered
268,Gedanke::N,gogoeta,soñj
269,Gedächtnis::N,oroimen,eñvor
270,Gedächtnis::N,gogoramen,eñvor
271,Verstand::N,adimen,skiant
272,Verstand::N,ulermen,skiant
273,Sinn::N,zentzu,ster
274,Grund::N,zergati,kaoz
275,Wahrheit::N,egia,gwirionez
276,Gespräch::N,hizketa,kaozeadenn
277,Gespräch::N,elkarrizketa,kaozeadenn
278,Märchen::N,ipuin,kaoz korriganez
279,Erzählung::N,edesti,kontadenn
280,Erzählung::N,kontakizun,kontadenn
281,Nachricht::N,albiste,keloù
282,Neuigkeit::N,berri,kelaouenn
283,Name::N,izen,anv
284,Rätsel::N,asmakizun,divinatez
285,Rede::N,hitzaldi,diskour
286,Rede::N,mintzaldi,diskour
287,Sprache::N,hizkuntza,yezh
288,Stimme::N,ahots,mouezh
289,Wort::N,hitz,ger
290,Zeichen::N,agerbide,sin
291,Zeichen::N,agergarri,sin
292,Ruf::N,dei,galv
293,Lärm::N,zarata,trouz
294,Lärm::N,harrabots,trouz
295,Laut::N,hots,
296,Ton::N,tonu,ton
297,Ton::N,soinu,ton
298,Lied::N,abesti,kanaouenn
299,Ruhe::N,nasaitasun,sioulded
300,Leute::N,jende,tud
301,Volk::N,herri,pobl
302,Volk::N,populu,pobl
303,Arbeit::N,lan,labour
304,Gast::N,arrotz,kouviad
305,Gast::N,apopilo,kouviad
306,Geschenk::N,opari,prof
307,Spiel::N,jolas,c'hoari
308,Gesellschaft::N,gizarte,kompagnunezh
309,Gesellschaft::N,gizarte,kavandad
310,Hilfe::N,helpide,sikour
311,Hilfe::N,laguntza,sikour
312,Freund::N,lagun,mignon
313,Kamerad::N,adiskide,kamarad
314,Kamerad::N,lagunkide,kamarad
315,Angelegenheit::N,afera,afer
316,Anzahl::N,kopuru,niver
317,Art::N,mota,sort
318,Stück::N,puska,tamm
319,Teil::N,atal,pezh
320,Hälfte::N,erdi,hanterenn
321,Kreis::N,biribilki,kelc'h
322,Kreuz::N,gurutze,kroaz
323,Linie::N,linea,linenn
324,Strich::N,marra,tenn
325,Abstand::N,tarte,distok
326,Entfernung::N,urrunera,keid
327,Entfernung::N,urrunera,kehid
328,Gegend::N,alderdi,korn-bro
329,Gegend::N,eskualde,korn-bro
330,Platz::N,leku,plasenn
331,Ort::N,toki,lec'h
332,Seite::N,albo,tu
333,Mitte::N,erdi,kreiz
334,Gegenstand::N,gauzaki,tra
335,Sache::N,gauza,tra
336,Rand::N,ertz,kantenn
337,Kante::N,ertz,kantenn
338,Ecke::N,kantoi,korn
339,Spitze::N,punta,begell
340,Ende::N,buru,dibenn
341,Ende::N,mutur,dibenn
342,Loch::N,zulo,toull
343,Winkel::N,zoko,
344,Winkel::N,bazter,
345,Muster::N,eredu,tresadenn
346,Muster::N,marrazki,tresadenn
347,Größe::N,kaizu,ment
348,Größe::N,tamaina,ment
349,Länge::N,luzera,hirder
350,Höhe::N,goiera,uhelder
351,Höhe::N,garaiera,uhelder
352,Gewicht::N,hazta,pouez
353,Menge::N,kopuru,bern
354,Haufen::N,pila,bern
355,Haufen::N,mendoi,bern
356,Reihe::N,ilara,steud
357,Reihe::N,errenkada,steud
358,Boot::N,potin,bag
359,Boot::N,txalupa,bag
360,Ruder::N,arraun,roeñv
361,Schlitten::N,lera,trainell
362,Schlitten::N,narra,trainell
363,Ski::N,eski,ski
364,Lagerfeuer::N,su,
365,Last::N,zama,karg
366,Last::N,karga,karg
367,Gang::N,ibilera,kerzh
368,Schritt::N,pauso,paz
369,Schritt::N,urrats,paz
370,Norden::N,ipar,norzh
371,Norden::N,ipar,hanternoz
372,Norden::N,iparralde,norzh
373,Norden::N,iparralde,hanternoz
374,Süden::N,hego,su
375,Süden::N,hego,kreisteiz
376,Süden::N,hegoalde,su
377,Süden::N,hegoalde,kreisteiz
378,Westen::N,sartalde,kuzh-heol
379,Westen::N,mendebalde,kuzh-heol
380,Osten::N,ekialde,reter
381,Osten::N,ekialde,sav-heol
382,Osten::N,sortalde,reter
383,Osten::N,sortalde,sav-heol
384,Holz::N,zur,koad
385,Brett::N,ohol,plankenn
386,Platte::N,lauza,plakenn
387,Stütze::N,irozgarri,harp
388,Stütze::N,bermagailu,harp
389,Stange::N,haga,sparl
390,Stock::N,makila,bazh
391,Stab::N,makila,bazh
392,Rohr::N,hodi,tub
393,Rohr::N,hodi,korz
394,Haus::N,etxe,ti
395,Heim::N,etxe,kêr
396,Heim::N,etxaleku,kêr
397,Ofen::N,berogailu,forn
398,Fußboden::N,zoru,plañchod
399,Tisch::N,mahai,taol
400,Stuhl::N,aulki,kador
401,Wiege::N,kuma,kavell
402,Wiege::N,sehaska,kavell
403,Bett::N,ohe,gwele
404,Bett::N,ohatze,gwele
405,Regal::N,apalategi,estajerenn
406,Kiste::N,kutxa,kased
407,Fenster::N,leiho,prenestr
408,Tür::N,ate,dor
409,Tor::N,atari,portal
410,Zaun::N,hesi,sklotur
411,Dach::N,teilatu,toenn
412,Leiter::N,zurubi,skeul
413,Besen::N,erratz,skubell
414,Spaten::N,burdinpala,pal
415,Schaufel::N,pala,pal
416,Gabel::N,sardexka,fourchetez
417,Löffel::N,koilara,loa
418,Messer::N,aizto,kontell
419,Nagel::N,iltze,tach
420,Netz::N,sare,roued
421,Haken::N,mako,krog
422,Griff::N,eskutoki,kemer
423,Schloss::N,sarraila,potenn
424,Bild::N,irudi,skeudenn
425,Figur::N,figura,skeud
426,Figur::N,figura,figur
427,Puppe::N,panpina,merc'hodenn
428,Puppe::N,andrakila,merc'hodenn
429,Beutel::N,zorro,sac'h
430,Bündel::N,azao,feskenn
431,Bündel::N,espal,feskenn
432,Tasche::N,poltsa,sac'h
433,Eimer::N,treska,sailh
434,Deckel::N,tapa,pallenn
435,Deckel::N,estalki,pallenn
436,Geschirr::N,baxera,listriaj
437,Geschirr::N,ontziteria,listriaj
438,Sack::N,zaku,sac'h
439,Tasse::N,kikara,tas
440,Topf::N,ontzi,pod
441,Topf::N,lapiko,pod
442,Kessel::N,pazia,chaodouron
443,Essen::N,janaldi,pred
444,Nahrung::N,jan,boued
445,Speise::N,jaki,meuz
446,Fleisch::N,okela,kig
447,Fleisch::N,haragi,kig
448,Getreide::N,labore,ed
449,Brei::N,ahi,yod
450,Brei::N,pure,yod
451,Brot::N,ogi,bara
452,Scheibe::N,xerra,tailhenn
453,Scheibe::N,pirripita,tailhenn
454,Fett::N,urin,lard
455,Fett::N,koipe,lard
456,Butter::N,gurin,amann
457,Öl::N,olio,eoul
458,Salz::N,gatz,holen
459,Suppe::N,zopa,soubenn
460,Suppe::N,salda,soubenn
461,Honig::N,ezti,mel
462,Milch::N,esne,laezh
463,Tee::N,te,te
464,Leder::N,larru,lêr
465,Wolle::N,artile,gloan
466,Stoff::N,ehun,danvez
467,Nadel::N,orratz,nadoz
468,Nadel::N,jostorratz,nadoz
469,Faden::N,hari,neudenn
470,Knopf::N,botoi,bouton
471,Knoten::N,korapilo,skoulm
472,Farbe::N,pintura,liv
473,Kleidung::N,arropa,dilhad
474,Kleidung::N,jantziak,dilhad
475,Hemd::N,atorra,roc'hed
476,Hemd::N,alkandora,roc'hed
477,Kragen::N,idun,gouzoug
478,Ärmel::N,mahuka,milgin
479,Hose::N,prakak,bragoù
480,Hose::N,galtzak,bragoù
481,Gürtel::N,gerriko,gouriz
482,Mütze::N,txano,boned
483,Mütze::N,txapel,boned
484,Schuh::N,oski,botez
485,Schuh::N,oinetako,botez
486,Stiefel::N,bota,botez
487,Ring::N,uztai,gwalenn
488,Band::N,zinta,bagad
489,Band::N,xingola,bagad
490,Kamm::N,orrazi,krib
491,Spiegel::N,mirail,melezour
492,Riemen::N,uhal,lerenn
493,Schnur::N,lokailu,kordenn
494,Leine::N,lotura,roll
495,Decke::N,burusi,golo
496,Kissen::N,kuxin,goubenner
497,Tuch::N,zapi,mezher
498,Tuch::N,oihal,mezher
499,Handtuch::N,eskuzapi,toailhon
500,Handtuch::N,eskuoihal,toailhon
501,Kraft::N,indar,nerzh
502,Stärke::N,indar,nerzhder
503,Gesundheit::N,osasun,yec'hed
504,Krankheit::N,eritasun,klañved
505,Krankheit::N,gaixotasun,klañved
506,Schmerz::N,min,poan
507,Schmerz::N,min,droug
508,Wunde::N,zauri,gloazadenn
509,Fieber::N,sukar,terzhienn
510,Arznei::N,osagai,louzoù
511,Arznei::N,sendagai,louzoù
512,Brücke::N,zubi,pont
513,Brunnen::N,putzu,puñs
514,Weide::N,alha,prad
515,Weide::N,bazkaleku,prad
516,Pfad::N,zidor,gwenodenn
517,Pfad::N,bidexka,gwenodenn
518,Weg::N,bide,hent
519,Straße::N,errepide,ru
520,Straße::N,errepide,hent
521,Dorf::N,herri,kêr
522,Dorf::N,herri,kêriadenn
523,Stadt::N,hiri,kêr
524,Brief::N,gutun,lizher
525,Brief::N,eskutitz,lizher
526,Buch::N,liburu,levr
527,Buchstabe::N,hizki,lizherenn
528,Zeitung::N,egunkari,kazetenn
529,Leben::N,bizi,buhez
530,Leben::N,bizitza,buhez
531,Tod::N,herio,marv
532,Tod::N,heriotza,marv
533,Grab::N,hobi,bez
534,Grab::N,hilobi,bez
535,Kirche::N,eliza,iliz
536,Sünde::N,hoben,pec'hed
537,Sünde::N,bekatu,pec'hed
538,Gott::N,jainko,doue
539,Arbeiter::N,langile,labourer
540,Arbeiter::N,langile,micherour
541,Arbeiter::N,behargin,labourer
542,Arbeiter::N,behargin,micherour
543,Chef::N,nagusi,penn
544,Meister::N,maisu,mestr
545,Arzt::N,osagile,mezeg
546,Arzt::N,osagile,medisin
547,Arzt::N,sendagile,mezeg
548,Arzt::N,sendagile,medisin
549,Lehrer::N,irakasle,skolaer
550,Lehrer::N,irakasle,kelenner
551,Geld::N,diru,arc'hant
552,Geschäft::N,negozio,stal
553,Laden::N,denda,stal
554,Laden::N,saltegi,stal
555,Preis::N,prezio,priz
556,Preis::N,salneurri,priz
557,Ware::N,salgai,marc'hadourezh
558,Nutzen::N,onura,gounidegezh
559,Nutzen::N,onura,lañs
560,Nutzen::N,onura,profit
561,Nutzen::N,onura,spleit
562,Nutzen::N,probetxu,gounidegezh
563,Nutzen::N,probetxu,lañs
564,Nutzen::N,probetxu,profit
565,Nutzen::N,probetxu,spleit
566,Reichtum::N,aberastasun,pinvidigezh
567,Welt::N,ludi,douar
568,Welt::N,mundu,douar
569,Land::N,herrialde,bro
570,Staat::N,estatu,stad
571,König::N,errege,roue
572,Macht::N,botere,galloud
573,Grenze::N,muga,harzoù
574,Krieg::N,guda,brezel
575,Feind::N,etsai,eneber
576,Feind::N,arerio,eneber
577,Gewalt::N,bortxa,tâerder
578,Gewalt::N,bortizkeria,tâerder
579,Kampf::N,gudu,kann
580,Kampf::N,auska,kann
581,Bogen[Waffe]::N,arku,gwareg
582,Pfeil::N,gezi,saezh
583,Gewehr::N,fusil,fuzuilh
584,Fehler::N,huts,fazi
585,Fehler::N,hutsegin,fazi
586,Lüge::N,gezur,gaou
587,Schaden::N,kalte,gwall
588,Unglück::N,zoritxar,gwalleur
589,Unglück::N,zorigaitz,gwalleur
590,Schuld::N,erru,kablusted
591,Schuld::N,erru,pec'hedigezh
592,Alter::N,adin,oad
593,Schluss::N,bukaera,diwezh
594,Zeit::N,aldi,amzer
595,Zeit::N,denbora,amzer
596,Tag::N,egun,deizh
597,Morgen::N,goiz,beure
598,Morgen::N,goiz,mintin
599,Mittag::N,eguerdi,kreisteiz
600,Abend::N,arrats,abardaez
601,Nacht::N,gau,noz
602,Woche::N,aste,sizhun
603,Monat::N,hil,miz
604,Jahr::N,urte,bloaz
605,Frühling::N,udalehen,nevezamzer
606,Sommer::N,uda,hañv
607,Herbst::N,udazken,diskaramzer
608,Herbst::N,neguantz,diskaramzer
609,Winter::N,negu,goañv
610,Januar::N,urtarril,Genver
611,Februar::N,otsail,C'hwevrer
612,März::N,martxo,Meurzh
613,April::N,apiril,Ebrel
614,Mai::N,maiatz,Mae
615,Juni::N,ekain,Mezheven
616,Juli::N,uztail,Gouhere
617,August::N,abuztu,Eost
618,September::N,irail,Gwengolo
619,Oktober::N,urri,Here
620,November::N,azaro,Du
621,Dezember::N,abendu,Kerzu
622,Montag::N,astelehen,Lun
623,Dienstag::N,astearte,Meurzh
624,Mittwoch::N,asteazken,Merc'her
625,Donnerstag::N,ostegun,Yaou
626,Freitag::N,ostiral,Gwener
627,Samstag::N,larunbat,Sadorn
628,Sonntag::N,igande,Sul
629,groß::A,handi,bras
630,klein::A,txiki,bihan
631,lang::A,luze,hir
632,kurz::A,labur,berr
633,breit::A,zabal,ledan
634,schmal::A,mehar,strizh
635,dicht::A,sarri,stank
636,dicht::A,trinko,stank
637,dick[Gegenstand]::A,lodi,tev
638,dünn::A,mehe,moan
639,fein::A,fin,munut
640,fest::A,tinko,start
641,flach::A,lau,plaen
642,flach::A,ordoki,plaen
643,glatt::A,leun,lintr
644,glatt::A,leun,levn
645,hart::A,gogor,kalet
646,weich::A,bigun,blot
647,weich::A,beratz,blot
648,rund::A,biribil,ront
649,spitz::A,puntadun,poentet
650,scharf::A,zorrotz,dremm
651,stumpf::A,kamuts,talsoc'h
652,schwer::A,astun,pounner
653,schwer::A,pisutsu,pounner
654,schön::A,eder,kaer
655,heiß::A,bero,tomm
656,heiß::A,oso bero,tomm
657,warm::A,bero,tomm
658,kalt::A,hotz,yen
659,kühl::A,hotzil,yen
660,frisch::A,fresko,fresk
661,frisch::A,hozkirri,fresk
662,feucht::A,heze,gleb
663,nass::A,busti,gleb
664,trocken::A,siku,sec'h
665,trocken::A,lehor,sec'h
666,voll::A,bete,leun
667,leer::A,huts,goullo
668,offen::A,ireki,digor
669,geschlossen::A,itxita,serr
670,sauber::A,xahu,naet
671,sauber::A,garbi,naet
672,schmutzig::A,lohi,lous
673,schmutzig::A,zikin,lous
674,roh::A,gordin,kriz
675,reif::A,umo,darev
676,reif::A,heldu,darev
677,lecker::A,goxo,lipous
678,lecker::A,goxo,saourus
679,süß::A,goxo,dous
680,bitter::A,karmin,c'hwerv
681,bitter::A,garratz,c'hwerv
682,sauer::A,mingots,trenk
683,hell::A,argi,sklaer
684,dunkel::A,ilun,teñval
685,schwarz::A,beltz,du
686,weiß::A,zuri,gwenn
687,rot::A,gorri,ruz
688,gelb::A,hori,melen
689,blau::A,urdin,glas
690,grün::A,berde,gwer
691,grün::A,musker,gwer
692,grau::A,urdin,louet
693,grau::A,urdinabar,louet
694,bunt::A,koloretsu,liesliv
695,billig::A,merke,marc'had-mat
696,teuer::A,garesti,ker
697,wertvoll::A,baliotsu,prizius
698,blind::A,itsu,dall
699,taub::A,gor,bouzar
700,kräftig::A,kementsu,start
701,stark::A,bizkor,kreñv
702,stark::A,indartsu,kreñv
703,schwach::A,ahul,gwan
704,schwach::A,indargabe,gwan
705,fett::A,gizen,lard
706,schlank::A,lerden,sinkl
707,hübsch::A,polit,koant
708,böse::A,tzar,gwall
709,böse::A,gaizto,gwall
710,dumm::A,lelo,glep
711,dumm::A,pello,glep
712,faul::A,nagi,lezirek
713,faul::A,alfer,lezirek
714,fleißig::A,maratz,studius
715,fleißig::A,lanzale,studius
716,geizig::A,zeken,tost
717,geizig::A,zikoitz,tost
718,klug::A,zuhur,speredek
719,geschickt::A,trebe,dornet
720,geschickt::A,antzetsu,dornet
721,lieb::A,maite,koant
722,lieb::A,laztan,koant
723,lustig::A,alaitsu,laouen
724,sanft::A,eme,flour
725,sanft::A,ezti,flour
726,hungrig::A,gose,marnaon
727,krank::A,eri,klañv
728,krank::A,gaixo,klañv
729,nackt::A,biluzi,noazh
730,traurig::A,itun,trist
731,traurig::A,betilun,trist
732,lebendig::A,bizirik,bev
733,gut::A,on,mad
734,schlecht::A,txar,fall
735,schlecht::A,txar,gwall
736,richtig::A,zuzen,reizh
737,schlimm::A,larri,gwall
738,wahr::A,egiazko,gwir
739,alt::A,zahar,kozh
740,neu::A,berri,nevez
741,ehemalig::A,lehengo,kozh
742,alt[Lebewesen]::A,adindun,kozh
743,jung::A,gazte,yaouank
744,arm::A,txiro,paour
745,arm::A,behartsu,paour
746,reich::A,dirudun,pinvidik
747,bekannt::A,ezagun,anavezet
748,berühmt::A,entzun,brudet
749,berühmt::A,ospetsu,brudet
750,fremd::A,arrotz,dizanav
751,verschieden::A,ezberdin,disheñel
752,verschieden::A,desberdin,disheñel
753,nah::A,hurre,nes
754,nah::A,hurbil,nes
755,fern::A,urrun,diabell
756,linker::A,ezker,kleiz
757,rechter::A,eskuin,dehoù
758,anderer::A,beste,all
759,erster::A,lehen,kentañ
760,erster::A,aurren,kentañ
761,zweiter::A,bigarren,eil
762,dritter::A,hirugarren,trede
763,letzter::A,azken,diwezhañ
764,letzter::A,hondar,diwezhañ
765,allein::ADV,bakarrik,e-unan
766,auf einmal::ADV,batera,ar un dro
767,zusammen::ADV,elkarrekin,asambles
768,lange::ADV,luzaro,pell
769,plötzlich::ADV,bat-batean,en un taol
770,sofort::ADV,berehala,diouzhtu
771,später::ADV,gero,diwezhatoc'h
772,jetzt::ADV,orain,bremañ
773,heute::ADV,gaur,hiziv
774,morgen::ADV,bihar,arc'hoazh
775,bald::ADV,aurki,hepdale
776,bald::ADV,laster,hepdale
777,dann::ADV,ondoren,a-c'houde
778,gestern::ADV,atzo,dec'h
779,einst::ADV,antzina,gwechall
780,damals::ADV,orduan,neuze
781,danach::ADV,gerora,goude
782,danach::ADV,ondoren,goude
783,vorher::ADV,lehenago,diagent
784,zuerst::ADV,aurrena,da gentañ
785,zuerst::ADV,lehenbizi,da gentañ
786,einmal::ADV,behin,ur wech
787,einmal::ADV,aldi bat,ur wech
788,manchmal::ADV,batzuetan,a-wechoù
789,manchmal::ADV,zenbaitetan,a-wechoù
790,oft::ADV,maiz,alies
791,oft::ADV,askotan,alies
792,immer::ADV,beti,atav
793,immer::ADV,beti,bepred
794,niemals::ADV,inoiz ez,gwech ebet
795,niemals::ADV,sekula ez,gwech ebet
796,hier::ADV,hemen,amañ
797,hierhin::ADV,hona,dre amañ
798,von hier::ADV,hemendik,alemañ
799,von hier::ADV,honetatik,alemañ
800,dort::ADV,han,aze
801,dort::ADV,han,ahont
802,dorthin::ADV,hara,di
803,dorthin::ADV,hara,aze
804,dorthin::ADV,hara,ahont
805,geradeaus::ADV,artez,war-eeun
806,vorwärts::ADV,aurrera,war-raok
807,rückwärts::ADV,atzera,war-lerc'h
808,rückwärts::ADV,atzerantz,war-lerc'h
809,zurück::ADV,atzera,war-dreñv
810,unten::ADV,behean,en traoñ
811,hinab::ADV,behera,a-izel
812,hinab::ADV,beherantz,a-izel
813,oben::ADV,goian,en nec'h
