,Concept_ID,ab,ps
252,Ehefrau::N,аҧҳəыс,مېرمن
253,Freude::N,агəырӷьара,خوشحالي
254,Gelächter::N,ачча,خندا
255,Gelächter::N,аччара,خندا
256,Glück::N,аразҟы,بخت
257,Kummer::N,агəырҩа,غم
258,Wunsch::N,агəхəтəы,هيله
259,Wunsch::N,агəхəтəы,غوښتنه
260,Wunsch::N,аҭахра,هيله
261,Wunsch::N,аҭахра,غوښتنه
262,Lust::N,агəазыҳəара,شوق
263,Lust::N,агəазыҳəара,مینه
264,Geist::N,аҧсы,روح
265,Gedanke::N,ахəыцырҭа,فکر
266,Gedächtnis::N,агəынкылара,یاد
267,Gedächtnis::N,агəынкылара,حافظه
268,Verstand::N,ахшыҩ,عقل
269,Verstand::N,ахшыҩ,شعور
270,Sinn::N,аҵакы,معنی
271,Grund::N,амзыз,علت
272,Grund::N,амзыз,اساس
273,Wahrheit::N,аиаша,حقیقت
274,Gespräch::N,аиҿцәажәара,مرکه
275,Gespräch::N,аиҿцәажәара,خبرې اترې
276,Märchen::N,алакə,افسانه
277,Erzählung::N,ажәабжь,قصه
278,Erzählung::N,ажәабжь,کیسه
279,Nachricht::N,адырраҭара,خبر
280,Neuigkeit::N,ажәабжь ҿыц,نوی خبر
281,Name::N,ахьӡ,نوم
282,Rätsel::N,ацуфара,کیسۍ
283,Rätsel::N,ацуфара,چیستان
284,Rede::N,ажәа,وینا
285,Sprache::N,абызшəа,ژبه
286,Stimme::N,абжьы,غږ
287,Stimme::N,абжьы,اواز
288,Wort::N,ажәа,لغت
289,Wort::N,ажәа,کلمه
290,Zeichen::N,адырга,نښه
291,Zeichen::N,адырга,اشاره
292,Ruf::N,аҿҭы,ږغ
293,Ruf::N,аҿҭы,بلنه
294,Lärm::N,ашьҭыбжь,غالمغال
295,Laut::N,ашьҭыбжь,ږغ
296,Ton::N,атон,اواز
297,Lied::N,ашəа,غزله
298,Lied::N,ашəа,سندره
299,Ruhe::N,аҭынчра,ارامي
300,Leute::N,ауаа,خلک
301,Volk::N,ажəлар,ولس
302,Arbeit::N,аусура,کار
303,Gast::N,асас,مېلمه
304,Geschenk::N,аҳамҭа,تحفه
305,Geschenk::N,аҳамҭа,سوغات
306,Geschenk::N,аҿанҵа,تحفه
307,Geschenk::N,аҿанҵа,سوغات
308,Spiel::N,ахəмарра,لوبه
309,Gesellschaft::N,агəыҧ,ډله
310,Hilfe::N,ацхыраара,کومک
311,Hilfe::N,ацхыраара,مرسته
312,Freund::N,аҩыза,ملګری
313,Kamerad::N,Аҧхнагьла,انډيوال
314,Angelegenheit::N,аус,موضوع
315,Anzahl::N,ахыҧхьаӡара,شمېر
316,Anzahl::N,ахыҧхьаӡара,تعداد
317,Art::N,ахкы,ډول
318,Stück::N,аҽыҭ,ټوټه
319,Teil::N,ахəҭа,برخه
320,Hälfte::N,абжа,نیم
321,Kreis::N,агьагьа,دایره
322,Kreuz::N,аџьар,صلیب
323,Linie::N,аицтәар,خط
324,Linie::N,аицтәар,لیکه
325,Strich::N,ацəаҳəа,کرښه
326,Abstand::N,абжьара,فاصله
327,Entfernung::N,абжьара,واټن
328,Gegend::N,аҭыҧ,سیمه
329,Gegend::N,аҭыҧ,منطقه
330,Platz::N,аҭыҧ,ځای
331,Ort::N,аҭыҧ,ځای
332,Seite::N,аган,مخ
333,Seite::N,аган,اړخ
334,Mitte::N,агəҭа,وسط
335,Mitte::N,агəҭа,مینځ
336,Gegenstand::N,амаҭəар,شی
337,Rand::N,аҵкар,څنډه
338,Rand::N,аҵкар,کناره
339,Kante::N,авардым,اړخ
340,Ecke::N,акəакь,ګوټ
341,Spitze::N,аҧынҵа,څوکه
342,Ende::N,анаӡара,څوکه
343,Loch::N,акылҵəара,سوری
344,Winkel::N,агҿаҩра,کنج
345,Winkel::N,агҿаҩра,کوتی
346,Winkel::N,акəындхə,کنج
347,Winkel::N,акəындхə,کوتی
348,Winkel::N,акəакь,کنج
349,Winkel::N,акəакь,کوتی
350,Muster::N,аҟҟа,نمونه
351,Größe::N,изаҟароу,قد
352,Größe::N,изаҟароу,لويوالی
353,Länge::N,аура,طول
354,Länge::N,аура,اوږد والی
355,Höhe::N,агылара,جګوالی
356,Gewicht::N,акапан,وزن
357,Haufen::N,ачаҟəа,کوټه
358,Reihe::N,ацəаҳəа,صف
359,Reihe::N,ацəаҳəа,کتار
360,Boot::N,анышь,قايق
361,Ruder::N,ажəҩа,چپه
362,Schlitten::N,ашəаҩауардын,ښویېدونی
363,Ski::N,ашəаҩа,سکي
364,Ski::N,ашьахаха,سکي
365,Lagerfeuer::N,еиқуу амца,اور
366,Last::N,ахьанҭара,بار
367,Last::N,ахьанҭара,پېټی
368,Gang::N,аныҟəара,تګ
369,Schritt::N,ашьаҿа,ګام
370,Norden::N,аҩада,شمال
371,Süden::N,алада,سوېل
372,Westen::N,амраҭашəара,لوېدېځ
373,Osten::N,амрагылара,شرق
374,Osten::N,амрагылара,ختیځ
375,Holz::N,амҿымаҭəахə,لرګی
376,Brett::N,аӷəы,تخته
377,Platte::N,ахаҳәцәы,تخته
378,Stütze::N,аҵаргəа,تکیوان
379,Stütze::N,агəышьаҟа,تکیوان
380,Stange::N,акьат,ډاګه
381,Stock::N,алаба,لرګی
382,Stab::N,акьат,چيخله
383,Rohr::N,абыкь,نل
384,Haus::N,аҩны,کور
385,Heim::N,аҭаацəа,کور
386,Ofen::N,аҳақə,تودنۍ
387,Ofen::N,ауаџьаҟ,تودنۍ
388,Ofen::N,афрына,تودنۍ
389,Fußboden::N,адашьма,غولی
390,Tisch::N,аишәа,مېز
391,Stuhl::N,аҟəардə,چوکۍ
392,Wiege::N,агара,زانګو
393,Bett::N,акаруаҭ,کټ
394,Bett::N,акаруаҭ,چپرکټ
395,Regal::N,акыӷəра,تاخچۍ
396,Kiste::N,аидчаҧала,صندوق
397,Fenster::N,аҧенџьыр,کړکۍ
398,Tür::N,ашə,دروازه
399,Tor::N,агəашə,دروازه
400,Zaun::N,аанда,کټاره
401,Dach::N,ахыб,بام
402,Leiter::N,амардуан,زينه
403,Besen::N,аҧссага,جارو
404,Spaten::N,ажыга,یوم
405,Schaufel::N,аҭəарӷəы,بېلچه
406,Gabel::N,ачқьыҧ,پنجه
407,Löffel::N,амҳаҵə,کاشوغه
408,Messer::N,аҳəызба,چاقو
409,Nagel::N,аҵəымӷ,ميخ
410,Netz::N,акаҭа,جال
411,Haken::N,аҵəаҳə,څنګک
412,Griff::N,амаа,لاستی
413,Schloss::N,асаҧаҭ,کلپ
414,Bild::N,асахьа,رسم
415,Figur::N,афигура,قدوقامت
416,Puppe::N,акьанџьа,ګوډۍ
417,Beutel::N,асакь,کڅوړه
418,Bündel::N,аҿаҳəара,دسته
419,Tasche::N,арҭмаҟ,بکس
420,Tasche::N,арҭмаҟ,توبره
421,Eimer::N,аведра,سطل
422,Deckel::N,ахҩа,سرپوښ
423,Geschirr::N,ачысмаҭəа,لوښی
424,Sack::N,асакь,جوال
425,Tasse::N,аҵəца,پیاله
426,Topf::N,акаструлиа,دېګی
427,Kessel::N,ачуан,دېګ
428,Nahrung::N,афатə,خوراک
429,Speise::N,афатə,خواړه
430,Fleisch::N,акəац,غوښه
431,Getreide::N,ачакуа,غله
432,Brei::N,ақашь,اوګره
433,Brot::N,ача,ډوډۍ
434,Scheibe::N,аҽыҭ,مړۍ
435,Scheibe::N,аҿаҵа,مړۍ
436,Fett::N,ашша,غوړي
437,Butter::N,ахəша,کوچ
438,Öl::N,азеҭ,تېل
439,Salz::N,аџьыка,مالګه
440,Suppe::N,асуҧ,شوربا
441,Honig::N,ацха,شات
442,Milch::N,ахш,شوده
443,Tee::N,ачаи,چای
444,Leder::N,ацəа,څرمن
445,Wolle::N,аласа,پشم
446,Stoff::N,Аба,ټوټه
447,Nadel::N,агəыр,ستن
448,Faden::N,арахəыц,تار
449,Knopf::N,аҳəынҵəра,تڼۍ
450,Knopf::N,аҳəынҵəра,تکمه
451,Knoten::N,аиқəҳəала,غوټه
452,Farbe::N,ашəыга,رنګ
453,Kleidung::N,амаҭəа,کالي
454,Hemd::N,акьаҿ,کميس
455,Kragen::N,ахəда,غاړه
456,Ärmel::N,амаӷра,لستوڼی
457,Hose::N,аиқəа,پطلون
458,Gürtel::N,амаҟа,کمربند
459,Mütze::N,ахылҧа,خولۍ
460,Schuh::N,аимаа,بوټ
461,Stiefel::N,амагə,موزه
462,Ring::N,амацəаз,ګوته
463,Band::N,алента,فيته
464,Kamm::N,ахҳəа,ګمنځ
465,Spiegel::N,асаркьа,ایینه
466,Spiegel::N,асаркьа,هنداره
467,Riemen::N,аа,تسمه
468,Schnur::N,ашаха,مزی
469,Leine::N,аҕура,رسۍ
470,Decke::N,ахыза,بړستن
471,Kissen::N,ахчы,بالښت
472,Tuch::N,акасы,ټیکری
473,Handtuch::N,ампахьшьы,دسمال
474,Kraft::N,амч,زور
475,Kraft::N,амч,توان
476,Stärke::N,амч,قوت
477,Gesundheit::N,агəабзиара,صحت
478,Gesundheit::N,агəабзиара,روغتیا
479,Krankheit::N,ачымазара,مرض
480,Krankheit::N,ачымазара,ناروغي
481,Schmerz::N,ахьаа,درد
482,Wunde::N,ахəра,ټپ
483,Wunde::N,ахəра,زخم
484,Fieber::N,ашоура,تبه
485,Arznei::N,ахəшə,دوا
486,Arznei::N,ахəшə,دارو
487,Brücke::N,ацҳа,پول
488,Brunnen::N,аҵыџь,څاه
489,Brunnen::N,аҵыџь,کوهی
490,Weide::N,аҳəырҭа,وله
491,Pfad::N,амхəасҭа,تړه
492,Weg::N,амҩа,لیار
493,Straße::N,амҩа,سړک
494,Dorf::N,ақыҭа,کلی
495,Stadt::N,ақалақь,ښار
496,Brief::N,ашəҟəы,لیک
497,Brief::N,ашəҟəы,مکتوب
498,Buch::N,ашəҟəы,کتاب
499,Buchstabe::N,анбан,حرف
500,Buchstabe::N,анбан,توری
501,Zeitung::N,агазеҭ,اخبار
502,Leben::N,аҧсҭазаара,ژوند
503,Tod::N,аҧсра,مرګ
504,Tod::N,аҧсра,مړینه
505,Grab::N,анышəынҭра,قبر
506,Grab::N,анышəынҭра,ډورۍ
507,Kirche::N,ауахəама,کلیسا
508,Sünde::N,агəнаҳа,ګناه
509,Gott::N,анцəа,خدای
510,Arbeiter::N,аусуҩ,کاریګر
511,Chef::N,Аиҳабы,آمر
512,Meister::N,аҟаза,استاد
513,Arzt::N,аҳақьым,طبیب
514,Arzt::N,аҳақьым,ډاکټر
515,Lehrer::N,арҵаҩы,معلم
516,Lehrer::N,арҵаҩы,ښوونکی
517,Geld::N,аҧара,پیسې
518,Laden::N,амагазин,دکان
519,Laden::N,амагазин,مغازه
520,Preis::N,ахə,بیه
521,Ware::N,атауар,مال
522,Nutzen::N,ақьар,ګټه
523,Reichtum::N,абеиара,شتمني
524,Welt::N,адунеи,نړۍ
525,Welt::N,адунеи,دنیا
526,Land::N,атəыла,هېواد
527,Staat::N,аҳəынҭқарра,دولت
528,König::N,акрал,باچا
529,König::N,акрал,پادشاه
530,Macht::N,амчра,قدرت
531,Grenze::N,аҳəаа,حد
532,Grenze::N,аҳəаа,سرحد
533,Krieg::N,аибашьра,جګړه
534,Feind::N,Аҕа,دښمن
535,Gewalt::N,ақəымчра,زور
536,Gewalt::N,ақəымчра,تشدد
537,Kampf::N,ақəҧара,جنګ
538,Kampf::N,ақəҧара,مبارزه
539,Bogen[Waffe]::N,ахыц,لیندۍ
540,Pfeil::N,ахəымпал,غشی
541,Gewehr::N,ашəақь,ټوپک
542,Fehler::N,агха,خطا
543,Fehler::N,агха,غلطي
544,Lüge::N,амц,دروغ
545,Schaden::N,аҧырхага,زیان
546,Schaden::N,аҧырхага,تاوان
547,Unglück::N,арыцҳара,بدبختي
548,Schuld::N,ахара,ګناه
549,Alter::N,ақəра,منګ
550,Schluss::N,анҵəамҭа,اخر
551,Zeit::N,аамта,وخت
552,Tag::N,амш,ورځ
553,Morgen::N,ашара,سبا
554,Morgen::N,ашара,سهار
555,Morgen::N,ашьыбжь,سبا
556,Morgen::N,ашьыбжь,سهار
557,Mittag::N,шьыбжьон,غرمه
558,Abend::N,ахəылҧаз,ماښام
559,Abend::N,ахəлбыҽха,ماښام
560,Nacht::N,аҵх,شپه
561,Woche::N,амчыбжь,اونۍ
562,Frühling::N,ааҕын,پسرلی
563,Sommer::N,аҧхын,دوبی
564,Herbst::N,ҭагалан,منی
565,Herbst::N,ҭагалан,خزان
566,Herbst::N,хкаарачан,منی
567,Herbst::N,хкаарачан,خزان
568,Winter::N,аӡын,ژمی
569,Januar::N,ианвар,جنوري
570,Februar::N,февраль,فبروري
571,März::N,март,مارچ
572,April::N,апрель,اپریل
573,Mai::N,маи,مې
574,Juni::N,иуун,جون
575,Juli::N,иууль,جولای
576,August::N,август,اګست
577,September::N,сентиабр,سپټامبر
578,Oktober::N,октиабр,اکتوبر
579,November::N,ноиабр,نومبر
580,Dezember::N,декабр,دسمبر
581,Montag::N,ашəахьа,دوشنبه
582,Dienstag::N,аҩаша,سه شنبه
583,Mittwoch::N,ахаша,چارشنبه
584,Donnerstag::N,аҧшьаша,پنجشنبه
585,Freitag::N,ахəаша,جمعه
586,Samstag::N,асабша,خالي
587,Sonntag::N,амҽыша,یکشنبه
588,groß::A,аду,لوی
589,klein::A,амаҷ,وړوکی
590,lang::A,ахəхəа,اوړد
591,kurz::A,акьаҿ,لنډ
592,breit::A,аиужь,پراخه
593,breit::A,аиҵых,پراخه
594,schmal::A,аҭшəа,تنګ
595,dicht::A,аилач,ګڼ
596,dick[Gegenstand]::A,ажəпа,پنډ
597,fein::A,апа,نازک
598,fein::A,аҵаӷа,نازک
599,fein::A,аӡа,نازک
600,fest::A,аҟаца,کلک
601,fest::A,аҟаца,ټینګ
602,fest::A,аӷəӷəаҟаца,کلک
603,fest::A,аӷəӷəаҟаца,ټینګ
604,flach::A,ақəаҟьа,هوار
605,flach::A,аҧаҟьа,هوار
606,glatt::A,аимаҩзы,ښوی
607,hart::A,акьакьа,کلک
608,weich::A,атата,نرم
609,weich::A,атата,پوست
610,rund::A,акəмпыл,ګرد
611,spitz::A,аҵар,تېره
612,scharf::A,аҵар,تېز
613,scharf::A,аҵар,تېره
614,stumpf::A,ацагə,پڅ
615,schwer::A,ахьанҭа,دروند
616,schön::A,аҧшӡа,ښکلی
617,heiß::A,ашы,تود
618,warm::A,аҧха,تود
619,kalt::A,ахьшəашəа,ېخ
620,kalt::A,ахьшəашəа,سوړ
621,kühl::A,ахьшəашəа,ېخ
622,kühl::A,ахьшəашəа,سوړ
623,kühl::A,ицәыхьшәашәоу,ېخ
624,kühl::A,ицәыхьшәашәоу,سوړ
625,frisch::A,цқьа,تازه
626,feucht::A,ацəаак,مرطوب
627,nass::A,абааӡа,لوند
628,trocken::A,Аба,وچ
629,trocken::A,аҩа,وچ
630,voll::A,азна,ډک
631,leer::A,аҭацəы,خالی
632,offen::A,аарта,خلاص
633,offen::A,аарта,پرانیستی
634,geschlossen::A,ихҩоу,تړلی
635,geschlossen::A,иаркыу,تړلی
636,sauber::A,ацқьа,پاک
637,schmutzig::A,аҟьашь,چټل
638,reif::A,Арҭ,پوخ
639,reif::A,Арҭ,رسېدلی
640,reif::A,аҟала,پوخ
641,reif::A,аҟала,رسېدلی
642,reif::A,иҟалахьоу,پوخ
643,reif::A,иҟалахьоу,رسېدلی
644,lecker::A,ахаа,خوندور
645,lecker::A,ахаа,مزه دار
646,süß::A,азла,خوږ
647,süß::A,азла,شیرین
648,bitter::A,аша,تریخ
649,sauer::A,аҵəҵəы,ټاک
650,sauer::A,аҵəҵəы,تريو
651,hell::A,алаша,روڼ
652,hell::A,алаша,روښان
653,dunkel::A,алашьца,تیاره
654,schwarz::A,аиқуаҵәа,تور
655,weiß::A,ашкəакəа,سپين
656,rot::A,аҟаҧшь,سور
657,gelb::A,аҩеижь,زېړ
658,blau::A,аҽҵәа,شین
659,blau::A,аҽҵәа,اسماني رنګه
660,grün::A,ашьацҧшҭəала,زرغون
661,grün::A,аеҵəа,زرغون
662,grau::A,ацəыш,خړ
663,bunt::A,Аилыҕраа,رنګارنګ
664,bunt::A,аҕраҷкəын,رنګارنګ
665,billig::A,амариа,ارزان
666,teuer::A,амҩан,ګران
667,wertvoll::A,кыр иаҕсоу,قیمتي
668,wertvoll::A,акыр иаҕсоу,قیمتي
669,blind::A,алашə,ړوند
670,taub::A,адагəа,کوڼ
671,kräftig::A,аӷəӷəа,قوی
672,stark::A,абаҟа,قوی
673,stark::A,абаҟа,تکړه
674,schwach::A,акəада,ضعیف
675,schwach::A,акəада,کمزوری
676,fett::A,аҧсыла,چاغ
677,schlank::A,акала,خوش اندام
678,schlank::A,акьалантар,خوش اندام
679,schlank::A,аиҿартə,خوش اندام
680,hübsch::A,аҧшӡа,ښکلی
681,hübsch::A,аҧшӡа,ښایسته
682,böse::A,абааҧсы,شریر
683,böse::A,абааҧсы,قهرناک
684,dumm::A,агаӡа,احمق
685,faul::A,аашьа,لټ
686,faul::A,аашьа,تنبل
687,fleißig::A,иҟубҷоу,زحمت کښ
688,geizig::A,акы,بخیل
689,geizig::A,акаҷбеи,بخیل
690,geizig::A,аҟəџьыр,بخیل
691,klug::A,аҟəыш,عاقل
692,klug::A,аҟəыш,هوښیار
693,klug::A,аҟəыӷа,عاقل
694,klug::A,аҟəыӷа,هوښیار
695,geschickt::A,напҟазала,ماهر
696,lieb::A,алашара,عزیز
697,lieb::A,алашара,محبوب
698,lustig::A,алах-ҿых,خوشحال
699,lustig::A,игурҕьаччо,خوشحال
700,lustig::A,агурҕьа,خوشحال
701,lustig::A,агурҿыхага,خوشحال
702,sanft::A,атата,پوست
703,sanft::A,атата,ملایم
704,sanft::A,аҟəымшəышə,پوست
