,Concept_ID,ru,te
99,Wald::N,лес,అడవి
100,Hügel::N,холм,చివ్నకొండ
101,Anhöhe::N,возвышенность,కొండ
102,Berg::N,гора,పర్వతము
103,Gipfel::N,вершина,శిఖరము
104,Höhle::N,пещера,గుహ
105,Abhang::N,склон,ఏటవాలు
106,Quelle::N,источник,మూలము
107,Bach::N,ручей,కాలువ
108,Fluss::N,река,నది
109,Ufer::N,берег,తీరము
110,Küste::N,побережье,తీరము
111,Festland::N,суша,భూమి
112,Meer::N,море,సముద్రము
113,Bucht::N,бухта,మరుగు
114,Insel::N,остров,దీవి
115,Blume::N,цветок,పుష్పము
116,Gras::N,трава,పచ్చగడ్డి
117,Wurzel::N,корень,వేరు
118,Baum::N,дерево,చెట్టు
119,Stamm::N,ствол,చెట్టుబోదె
120,Rinde::N,кора,చెట్టుపట్ట
121,Ast::N,сук,కొమ్మ
122,Zweig::N,ветвь,చివుకు
123,Blatt::N,лист,ఆకు
124,Birke::N,береза,తరహా చెట్టు
125,Kiefer[Baum]::N,сосна,దేవదారు చెట్టు
126,Weide[Baum]::N,ива,జాతిచెట్టు
127,Tanne::N,ель,దేవదారుచెట్టు
128,Horn::N,рог,కొమ్ము
129,Feder::N,перо,ఈక
130,Fell::N,шкура,తోలు
131,Flügel::N,крыло,ఱెక్క
132,Klaue::N,коготь,వంకరగోరు
133,Kralle::N,лапа,వంకరగోరు
134,Schwanz::N,хвост,తోక
135,Ei::N,яйцо,గ్రుడ్డు
136,Nest::N,гнездо,పక్షిగూడు
137,Bau::N,нора,గుహ
138,Tier::N,животное,జంతువు
139,Herde::N,стадо,మంద
140,Kuh::N,корова,ఆవు
141,Bulle::N,бык,గిత్త
142,Pferd::N,лошадь,గుఱ్ఱము
143,Schaf::N,овца,గొఱ్ఱె
144,Schwein::N,свинья,పంది
145,Hund::N,собака,కుక్క
146,Katze::N,кошка,పిల్లి
147,Bär::N,медведь,ఎలుగుబంటి
148,Eichhörnchen::N,белка,ఉడుత
149,Elch::N,лось,కణంజు
150,Fuchs::N,лиса,గుంటనక్క
151,Hase::N,заяц,కుందేలు
152,Maus::N,мышь,చిట్టెలుక
153,Wolf::N,волк,తోడేలు
154,Vogel::N,птица,పక్షి
155,Schwarm::N,стая,గుంపు
156,Huhn::N,курица,కోడిపిల్ల
157,Hahn::N,петух,కోడివుంజు
158,Gans::N,гусь,ఆడుబాతు
159,Adler::N,орел,గ్రద్ద
160,Ente::N,утка,పాట్టిబాతు
161,Eule::N,сова,గ్రుడ్లగూబ
162,Kranich::N,журавль,కొంగ
163,Krähe::N,ворона,కాకి
164,Kuckuck::N,кукушка,కోయల
165,Schwan::N,лебедь,హంస
166,Fisch::N,рыба,చేప
167,Barsch::N,окунь,ఒకచేఁప
168,Hecht::N,щука,గండుమీను
169,Schlange[Tier]::N,змея,పాము
170,Wurm::N,червяк,పురుగు
171,Spinne::N,паук,సాలె పురుగు
172,Ameise::N,муравей,చీమ
173,Laus::N,вошь,పేను
174,Mücke::N,комар,చీకటీగ
175,Fliege::N,муха,ఈగ
176,Schmetterling::N,бабочка,సీతాకోకచిలుక
177,Beere::N,ягода,కాయ
178,Apfel::N,яблоко,ఆపిల్ పండు
179,Pilz::N,гриб,కుక్కగొడుగు
180,Zwiebel::N,луковица,నీరుల్లి
181,Saat::N,семя,విత్తనము
182,Korn::N,зерно,గింజ
183,Heu::N,сено,ఎండుగడ్డి
184,Schale::N,шелуха,పొట్టు
185,Grube::N,яма,గొయ్యి
186,Falle::N,ловушка,బోను
187,Schlinge::N,силок,ఉరి
188,Spur::N,след,జాడ
189,Asche::N,зола,బూడిద
190,Asche::N,пепел,బూడిద
191,Dreck::N,грязь,ముఱికి
192,Eisen::N,железо,ఇనుము
193,Gold::N,золото,బంగారము
194,Silber::N,серебро,వెండి
195,Kohle::N,уголь,నేలబొగ్గు
196,Glas::N,стекло,గాజు
197,Lehm::N,глина,బంకమన్ను
198,Sand::N,песок,ఇసుక
199,Mensch::N,человек,నరుడు
200,Mann::N,мужчина,పురుమడు
201,Frau::N,женщина,ఆడుది
202,Kind::N,ребенок,బిడ్డ
203,Junge::N,мальчик,బాలుడు
204,Mädchen::N,девочка,బాలిక
205,Familie::N,семья,కుటుంబము
206,Großvater::N,дедушка,తాత
207,Großmutter::N,бабушка,అయ్యమ్మ
208,Eltern::N,родители,తల్లితండ్రులు
209,Vater::N,отец,తండ్రి
210,Mutter::N,мать,తల్లి
211,Sohn::N,сын,కొడుకు
212,Tochter::N,дочь,కూతురు
213,Bruder::N,брат,పోదరుడు
214,Schwester::N,сестра,సోదరి
215,Onkel::N,дядя,మేనమామ
216,Tante::N,тетя,మేనత్త
217,Tante::N,тетя,పినతల్లి
218,Ehemann::N,муж,భర్త
219,Ehefrau::N,жена,భార్య
220,Freude::N,радость,సంతోషము
221,Gelächter::N,смех,నవ్వు
222,Glück::N,счастье,సంతోషము
223,Kummer::N,горе,దుఃఖము
224,Wunsch::N,желание,కోరిక
225,Lust::N,влечение,కోరిక
226,Geist::N,дух,ఆత్మ
227,Gedanke::N,мысль,ఆలోచన
228,Gedächtnis::N,память,జ్ఞాపకము
229,Verstand::N,ум,మనస్సు
230,Sinn::N,смысл,అర్థము
231,Grund::N,повод,కారణము
232,Wahrheit::N,правда,సత్యము
233,Gespräch::N,беседа,పంభాషణ
234,Märchen::N,сказка,అద్భుతకథ
235,Erzählung::N,рассказ,కథ
236,Nachricht::N,сообщение,వార్త
237,Neuigkeit::N,новость,వార్త
238,Name::N,имя,పేరు
239,Rätsel::N,загадка,చిక్కు
240,Rede::N,речь,ఉపన్యాసము
241,Sprache::N,язык,భాష
242,Stimme::N,голос,కంరథ్సని
243,Wort::N,слово,మాట
244,Zeichen::N,знак,గుర్తు
245,Ruf::N,зов,పిలువు
246,Lärm::N,шум,సందడి
247,Laut::N,звук,ధ్వని
248,Ton::N,звучание,స్వరము
249,Lied::N,песня,పాట
250,Ruhe::N,покой,గాలిలేమి
251,Leute::N,люди,జనులు
252,Volk::N,народ,జాతి
253,Arbeit::N,работа,పని
254,Gast::N,гость,అతిధి
255,Geschenk::N,подарок,దానము
256,Spiel::N,игра,ఆట
257,Gesellschaft::N,общество,జట్టు
258,Hilfe::N,помощь,సాహాయ్యము
259,Freund::N,друг,స్నేహితుడు
260,Kamerad::N,приятель,చెలికాడు
261,Angelegenheit::N,дело,విషయము
262,Anzahl::N,количество,లెక్క
263,Art::N,вид,జాతి
264,Stück::N,кусок,తునుక
265,Teil::N,часть,భాగము
266,Hälfte::N,половина,సగము
267,Kreis::N,круг,వృత్తము
268,Kreuz::N,крест,సిలువ
269,Linie::N,линия,గీత
270,Strich::N,черта,గీత
271,Abstand::N,промежуток,సందు
272,Entfernung::N,расстояние,దూరము
273,Gegend::N,местность,విస్తీర్ణము
274,Platz::N,пространство,ఎడము
275,Ort::N,место,స్థలము
276,Seite::N,сторона,ప్రక్క
277,Mitte::N,середина,నడిమి
278,Gegenstand::N,предмет,పద్దు
279,Sache::N,вещь,వస్తువు
280,Rand::N,край,అంచు
281,Kante::N,ребро,అంచు
282,Ecke::N,угол,మూల
283,Spitze::N,кончик,మొన
284,Ende::N,конец,కొన
285,Loch::N,дыра,రంధ్రము
286,Winkel::N,угол,కోణము
287,Muster::N,узор,మాదిరి
288,Größe::N,размер,పరిమాణము
289,Länge::N,длина,పొడుగు
290,Höhe::N,высота,పొడుగు
291,Gewicht::N,вес,భారము
292,Menge::N,количество,మొత్తము
293,Haufen::N,куча,రాశి
294,Reihe::N,ряд,వరుస
295,Boot::N,лодка,పడవ
296,Ruder::N,весло,అడక
297,Schlitten::N,сани,సరవండ్లు
298,Ski::N,лыжа,స్కీ
299,Lagerfeuer::N,костер,నెగడు
300,Last::N,тяжесть,బరువు
301,Gang::N,ход,నడక
302,Schritt::N,шаг,అడుగు
303,Norden::N,север,ఉత్తరదిక్కు
304,Süden::N,юг,దక్షిణము
305,Westen::N,запад,పడమర
306,Osten::N,восток,తూర్పు
307,Holz::N,древесина,కొయ్య
308,Brett::N,доска,పలక
309,Platte::N,плита,పలక
310,Stütze::N,подпорка,వాల్సేడ్లు
311,Stange::N,жердь,స్తంభము
312,Stock::N,палка,కఱ్ఱ
313,Stab::N,шест,కఱ్ఱ
314,Rohr::N,труба,గొట్టము
315,Haus::N,дом,ఇల్లు
316,Heim::N,дом,స్వగృహము
317,Ofen::N,печь,పొయ్యి
318,Fußboden::N,пол,నేల
319,Tisch::N,стол,మేజా
320,Stuhl::N,стул,కుర్చీ
321,Wiege::N,колыбель,ఉయ్యాల
322,Bett::N,постель,పడక
323,Bett::N,постель,మంచం
324,Regal::N,полка,అటక
325,Kiste::N,ящик,వెట్టె
326,Fenster::N,окно,కిటికి
327,Tür::N,дверь,ద్వారము
328,Tor::N,ворота,ద్వారము
329,Zaun::N,забор,కంచె
330,Dach::N,крыша,ఇంటివైకప్పు
331,Leiter::N,лестница,నిచ్చెన
332,Besen::N,метла,చీపురుకట్ట
333,Spaten::N,лопата,పాఱ
334,Schaufel::N,совок,పాఱ
335,Gabel::N,вилка,ముండ్లగరిటె
336,Löffel::N,ложка,గరిటె
337,Messer::N,нож,కత్తి
338,Nagel::N,гвоздь,మేకు
339,Netz::N,сеть,వల
340,Haken::N,крюк,కొక్కెము
341,Griff::N,ручка,పిడి
342,Schloss::N,замок,తాళము
343,Bild::N,картина,చిత్రము
344,Figur::N,фигура,రూపము
345,Puppe::N,кукла,బొమ్మ
346,Beutel::N,мешок,సంచి
347,Bündel::N,связка,మూట
348,Tasche::N,сумка,సంచి
349,Eimer::N,ведро,చేద
350,Deckel::N,крышка,మూత
351,Geschirr::N,посуда,వంటకాలు
352,Sack::N,мешок,గోనెసంచి
353,Tasse::N,чашка,గిన్నె
354,Topf::N,кастрюля,కుండ
355,Kessel::N,котел,నీరుకాచుపాత్ర
356,Essen::N,еда,ఆహారము
357,Nahrung::N,пища,ఆహారము
358,Speise::N,блюдо,ఆహారము
359,Speise::N,кушанье,ఆహారము
360,Fleisch::N,мясо,మాంసము
361,Getreide::N,хлеб,ధాన్యము
362,Brei::N,каша,గుజ్జు
363,Brot::N,хлеб,రొట్టె
364,Scheibe::N,ломоть,బద్ద
365,Fett::N,жир,క్రొవ్వు
366,Butter::N,масло,వెన్న
367,Öl::N,масло,నూనె
368,Salz::N,соль,ఉప్పు
369,Suppe::N,суп,చారు
370,Honig::N,мед,తెనె
371,Milch::N,молоко,పాలు
372,Tee::N,чай,తేనీరు
373,Leder::N,кожа,బాగుచేసివతోలు
374,Wolle::N,шерсть,ఉన్ని
375,Stoff::N,ткань,బట్ట
376,Nadel::N,игла,సూది
377,Faden::N,нитка,దారము
378,Knopf::N,пуговица,బొత్తాము
379,Knoten::N,узел,ముడి
380,Farbe::N,краска,రంగు
381,Kleidung::N,одежда,బట్టలు
382,Hemd::N,рубашка,చొక్కాయ
383,Kragen::N,воротник,మాల
384,Ärmel::N,рукав,చొక్కాయచెయ్యి
385,Hose::N,брюки,ఇజారు
386,Gürtel::N,пояс,పటకా
387,Mütze::N,шапка,టోపి
388,Schuh::N,ботинок,పాదరక్ష
389,Stiefel::N,сапог,బూటు
390,Ring::N,кольцо,ఉంగరము
391,Band::N,лента,నాడా
392,Kamm::N,расческа,దువ్వెన
393,Spiegel::N,зеркало,అద్దము
394,Riemen::N,ремень,వాడా
395,Schnur::N,веревка,దారము
396,Leine::N,поводок,వారు
397,Decke::N,одеяло,కంబళి
398,Kissen::N,подушка,తలగడ
399,Tuch::N,платок,బట్ట
400,Handtuch::N,полотенце,తువాలు
401,Kraft::N,сила,బలము
402,Stärke::N,крепость,శక్తి
403,Gesundheit::N,здоровье,ఆరోగ్యము
404,Krankheit::N,болезнь,రోగము
405,Schmerz::N,боль,నొప్పి
406,Wunde::N,рана,గాయము
407,Fieber::N,лихорадка,జ్వరము
408,Fieber::N,температура,జ్వరము
409,Arznei::N,лекарство,మందు
410,Brücke::N,мост,వంతెన
411,Brunnen::N,колодец,బావి
412,Brunnen::N,колодец,కూపము
413,Brunnen::N,колодец,నుయ్యి
414,Weide::N,пастбище,పచ్చికబయలు
415,Pfad::N,тропа,కాలిత్రోవ
416,Weg::N,путь,మార్గము
417,Weg::N,дорога,మార్గము
418,Straße::N,улица,బాట
419,Straße::N,дорога,బాట
420,Dorf::N,деревня,గ్రామము
421,Stadt::N,город,పట్టణము
422,Brief::N,письмо,జాబు
423,Buch::N,книга,పుస్తకము
424,Buchstabe::N,буква,అక్షరము
425,Zeitung::N,газета,వార్తాపత్రిక
426,Leben::N,жизнь,ప్రాణము
427,Tod::N,смерть,మరణము
428,Grab::N,могила,సమాధి
429,Kirche::N,церковь,క్రెస్తవులగుడి
430,Sünde::N,грех,పాపము
431,Gott::N,бог,దేవుడు
432,Arbeiter::N,рабочий,పనిపాటుచేశేవాడు
433,Chef::N,начальник,యజమానుడు
434,Meister::N,мастер,కళాకారుడు
435,Arzt::N,врач,వైద్యుడు
436,Lehrer::N,учитель,ఉపాధ్యాయుడు
437,Geld::N,деньги,ద్రవ్యము
438,Geschäft::N,занятие,వ్యాపారము
439,Laden::N,магазин,అంగడి
440,Preis::N,цена,వెల
441,Ware::N,товар,సరకులు
442,Nutzen::N,выгода,ప్రయోజనము
443,Reichtum::N,богатство,ధనము
444,Welt::N,мир,ప్రపంచము
445,Land::N,страна,దేశము
446,Staat::N,государство,రాజ్యము
447,König::N,король,రాజు
448,Macht::N,власть,అధికారము
449,Grenze::N,граница,సరిహద్దు
450,Krieg::N,война,యుద్ధము
451,Feind::N,враг,శత్రువు
452,Gewalt::N,насилие,దౌర్జన్యము
453,Kampf::N,борьба,పోట్లాట
454,Bogen[Waffe]::N,лук,విల్లు
455,Pfeil::N,стрела,బాణము
456,Gewehr::N,ружье,తుపాకి
457,Fehler::N,ошибка,తప్ప
458,Lüge::N,ложь,అసత్యము
459,Schaden::N,вред,నష్టము
460,Unglück::N,беда,దురదృష్టము
461,Schuld::N,вина,తప్పు
462,Alter::N,возраст,వయస్సు
463,Schluss::N,окончание,ముగింపు
464,Zeit::N,время,కాలము
465,Tag::N,день,దినము
466,Morgen::N,утро,ఉదయము
467,Mittag::N,полдень,మధ్యాహ్నము
468,Abend::N,вечер,సాయంకాలము
469,Nacht::N,ночь,రత్రి
470,Woche::N,неделя,వారము
471,Monat::N,месяц,నెల
472,Jahr::N,год,సంవత్సరము
473,Frühling::N,весна,వసంతకాలము
474,Sommer::N,лето,వేసవికాము
475,Herbst::N,осень,ఆకురాలుకాలము
476,Winter::N,зима,శీతకాలము
477,Januar::N,январь,జనవరి
478,Februar::N,февраль,ఫిబ్రవరి
479,März::N,март,మార్చి
480,April::N,апрель,ఏప్రిలు
481,Mai::N,май,మే
482,Juni::N,июнь,జూన్
483,Juli::N,июль,జూలై
484,August::N,август,ఆగస్టు
485,September::N,сентябрь,సెప్ఠెంబరు
486,Oktober::N,октябрь,అక్టోబరు
487,November::N,ноябрь,నవంబరు
488,Dezember::N,декабрь,డిసెంబర్
489,Montag::N,понедельник,సోమవారము
490,Dienstag::N,вторник,మంగళవారము
491,Mittwoch::N,среда,బుధవారము
492,Donnerstag::N,четверг,గురువారము
493,Freitag::N,пятница,శుక్రవారము
494,Samstag::N,суббота,శనివారము
495,Sonntag::N,воскресенье,ఆదివారము
496,groß::A,большой,గొప్పైన
497,klein::A,маленький,చిన్న
498,lang::A,длинный,పొడుగాటి
499,kurz::A,короткий,పొట్టి
500,breit::A,широкий,వెడల్పైన
501,schmal::A,узкий,ఇఱుకైన
502,dicht::A,густой,దట్టమైన
503,dick[Gegenstand]::A,толстый,దట్టమైన
504,dünn::A,тонкий,పలుచని
505,fein::A,тонкий,నాజాకైన
506,fest::A,крепкий,దృడమైవ
507,flach::A,плоский,చదువైన
508,glatt::A,гладкий,నున్నని
509,hart::A,твердый,కఠినమైన
510,weich::A,мягкий,మృదువైన
511,rund::A,круглый,గుండ్రని
512,spitz::A,остроконечный,మొనగల
513,scharf::A,острый,పదనైన
514,stumpf::A,тупой,వాడిలేని
515,schwer::A,тяжелый,బరువ్తెన
516,schön::A,красивый,సుందరమైన
517,heiß::A,жаркий,వేడియైన
518,warm::A,теплый,వెచ్చని
519,kalt::A,холодный,చల్లని
520,kühl::A,прохладный,చల్లని
521,frisch::A,свежий,తాజాయైన
522,feucht::A,влажный,చెమ్మగానున్న
523,nass::A,мокрый,తడిగామన్న
524,trocken::A,сухой,ఎండిన
525,voll::A,полный,నిండు
526,voll::A,наполненный,నిండు
527,leer::A,пустой,శూన్యమైన
528,offen::A,открытый,తెఱచియున్న
529,geschlossen::A,закрытый,మూసిన
530,sauber::A,чистый,పరిశుద్ధమైన
531,schmutzig::A,грязный,ముఱికియైన
532,roh::A,сырой,పచ్చి
533,reif::A,зрелый,పండివ
534,lecker::A,вкусный,రుచి గల
535,süß::A,сладкий,తియ్యని
536,bitter::A,горький,చేదైన
537,sauer::A,кислый,పుల్లని
538,hell::A,светлый,కాంతిగల
539,dunkel::A,темный,చీకటియైన
540,schwarz::A,черный,నల్లని
541,weiß::A,белый,తెలుపు
542,rot::A,красный,ఎఱ్ఱని
543,gelb::A,желтый,పసుపు పచ్చ
544,blau::A,синий,నీలవర్ణము
545,grün::A,зеленый,ఆకుపచ్చని
546,grau::A,серый,నెరిసిన
547,bunt::A,пестрый,రంగేలీ
548,billig::A,дешевый,చౌకయైన
549,teuer::A,дорогой,వెలపొడుగైన
550,wertvoll::A,ценный,విలుప్తెన
551,blind::A,слепой,గ్రుడ్డి
552,taub::A,глухой,చెవిటి
553,kräftig::A,могучий,శక్తి గల
554,stark::A,сильный,బలమైన
555,schwach::A,слабый,బలహీనమైన
556,fett::A,жирный,క్రొవ్విన
557,schlank::A,стройный,సన్నని
558,hübsch::A,прелестный,సాగప్తెన
559,böse::A,злой,చెడ్డ
560,dumm::A,глупый,తెలివిలేని
561,faul::A,ленивый,సోమరియైన
562,fleißig::A,прилежный,శ్రద్దగల
563,geizig::A,жадный,పిసినారియైన
564,klug::A,умный,తెలివిగల
565,geschickt::A,искусный,నిపుణతగల
566,lieb::A,милый,ప్రియమైన
567,lustig::A,веселый,ఉల్లాసము గల
568,sanft::A,нежный,సాధువైన
569,hungrig::A,голодный,ఆకలిగొనిన
570,krank::A,больной,వ్యాధిగల
571,nackt::A,голый,దిగంబరమైన
572,traurig::A,грустный,విచారముగల
573,lebendig::A,живой,ప్రాణముతో నున్న
574,gut::A,хороший,మంచి
575,schlecht::A,плохой,చెడ్డ
576,richtig::A,правильный,సరియైన
577,schlimm::A,отвратительный,అసహ్యమైన
578,schlimm::A,мерзкий,అసహ్యమైన
579,wahr::A,настоящий,నిజమైన
580,alt::A,старый,ముసలి
581,neu::A,новый,క్రొత్త
582,ehemalig::A,бывший,పూర్వపు
583,alt[Lebewesen]::A,пожилой,ముసలి
584,jung::A,молодой,పసి
585,arm::A,бедный,బీద
586,reich::A,богатый,ధనవంతుడైన
587,bekannt::A,знакомый,తెలిసిన
588,berühmt::A,знаменитый,ప్రపిద్దికెక్కివ
589,fremd::A,чужой,అన్యమైన
590,verschieden::A,разный,భేదమైన
591,nah::A,близкий,దగ్గఱనున్న
592,fern::A,далекий,దూరమందున్న
593,linker::A,левый,ఎడమప్రక్కగ
594,rechter::A,правый,కుడి
595,anderer::A,другой,వేఱ్తెన
596,erster::A,первый,మొదటి
597,zweiter::A,второй,రెండన
598,dritter::A,третий,మూడో
599,letzter::A,последний,కడపటి
600,allein::ADV,один,ఒంటిగా
601,auf einmal::ADV,сразу,హరాత్తుగ
602,zusammen::ADV,вместе,కలిసి
603,lange::ADV,долго,బహుకాలము
604,plötzlich::ADV,вдруг,హరాత్తుగ
605,sofort::ADV,тотчас,తక్షణము
606,später::ADV,позже,ఇటీవలి
607,jetzt::ADV,сейчас,ఇప్పుడు
608,heute::ADV,сегодня,నేడు
609,morgen::ADV,завтра,ఱేపు
610,bald::ADV,скоро,శీఘ్రముగ
611,dann::ADV,потом,అప్పుడు
612,gestern::ADV,вчера,నిన్నటి దినము
613,einst::ADV,однажды,పూర్వమొకప్పుడు
614,damals::ADV,тогда,అప్పుడు
615,danach::ADV,затем,అప్పుడు
616,vorher::ADV,раньше,ఎదుట
617,zuerst::ADV,сперва,మొదటిలో
618,einmal::ADV,раз,ఒకసారి
619,manchmal::ADV,иногда,అప్పటప్పటికి
620,oft::ADV,часто,తఱచుగా
621,immer::ADV,всегда,ఎల్లప్పుడు
622,niemals::ADV,никогда,ఎప్పుడునులేదు
623,hier::ADV,здесь,ఇక్కడ
624,hierhin::ADV,сюда,ఇక్కడకు
625,von hier::ADV,отсюда,ఇక్కడనుండి
626,dort::ADV,там,అక్కడ
627,dorthin::ADV,туда,అక్కడికి
628,geradeaus::ADV,прямо,సూటిగా
629,vorwärts::ADV,вперед,ముందుకు
630,rückwärts::ADV,назад,వెనుకకు
631,zurück::ADV,обратно,వెనుకభాగము
632,unten::ADV,внизу,క్రింద
633,hinab::ADV,вниз,కిందికి
634,oben::ADV,наверху,మీద
635,hinauf::ADV,вверх,పైకి
636,überall::ADV,везде,అంతటా
637,nicht::ADV,не,కాదు
638,ein wenig::ADV,немного,కొంచెము
639,kaum::ADV,едва,చాలిచాలక
640,sehr::ADV,очень,చాల
641,so::ADV,так,ఆలాగున
642,noch::ADV,еще,ఇప్పటికిని
643,nur::ADV,только,మాత్రము
644,schon::ADV,уже,ఇదివఱకే
645,wieder::ADV,опять,తిరిగి
646,vergebens::ADV,напрасно,నిష్ఫలముగా
647,vor::PRP,перед,ముందు
648,hinter::PRP,за,వెనుక
649,hinter::PRP,позади,వెనుక
650,unter::PRP,под,క్రింద
651,durch::PRP,сквозь,ద్వారా
652,neben::PRP,возле,దగ్గెర
653,zwischen::PRP,между,మధ్య
654,wegen::PRP,из-за,కారణంగా
655,dies::PRN,это,ఇది
656,das::PRN,то,అది
657,alles::PRN,все,సకలము
658,ich::PRN,я,నేను
659,du::PRN,ты,నీవు
660,er::PRN,он,అతడు
661,wir::PRN,мы,మనము
662,ihr::PRN,вы,మీరు
663,sie::PRN,они,వారు
664,was::FPRN,что,ఏమి
665,wer::FPRN,кто,ఎవడు
666,wo::FADV,где,ఎక్కడ
667,wohin::FADV,куда,ఎందుకు
668,wie::FADV,как,ఎట్టు
669,warum::FADV,почему,ఏల
670,wieviel::FNUM,сколько,ఎంత
671,eins::NUM,один,ఒకటి
672,zwei::NUM,два,రెండు
673,drei::NUM,три,మూడు
674,vier::NUM,четыре,నాలుగు
675,fünf::NUM,пять,అయిదు
676,sechs::NUM,шесть,ఆఱు
677,sieben::NUM,семь,ఏరు
678,acht::NUM,восемь,ఎనిమదు
679,neun::NUM,девять,తొమ్మిది
680,zehn::NUM,десять,పది
681,elf::NUM,одиннадцать,పదునొకొండు
682,zwölf::NUM,двенадцать,పండ్రండు
683,zwanzig::NUM,двадцать,ఇరుపది
684,dreißig::NUM,тридцать,ముప్పది
685,vierzig::NUM,сорок,నలువది
686,fünfzig::NUM,пятьдесят,ఏబది
687,sechzig::NUM,шестьдесят,అరుపది
688,siebzig::NUM,семьдесят,డెబ్బది
689,achtzig::NUM,восемьдесят,ఎనుబది
690,neunzig::NUM,девяносто,తొంబది
691,hundert::NUM,сто,నూఱు
692,tausend::NUM,тысяча,వేయి
693,und::CNJ,и,మఱియు
694,oder::CNJ,или,లేక
695,oder::CNJ,либо,లేక
696,stehen::V,стоять,నిలుచు
697,sitzen::V,сидеть,కూర్చుండు
698,liegen::V,лежать,పండుకొనుట
699,hängen::V,висеть,వ్రేలాడదీయు
700,werden::V,стать,అగు
701,passieren::V,случиться,సంభవించు
702,beginnen::V,начаться,ఆరంభించు
703,enden::V,кончиться,తీరుట
704,wechseln::V,меняться,మార్చు
705,aufgehen[Sonne]::V,взойти,ఉదయించు
706,untergehen[Sonne]::V,зайти,అస్తమించు
707,scheinen[Sonne]::V,светить,ప్రకాశించు
