,Concept_ID,lez,br
100,Berg::N,дагъ,menez
101,Gipfel::N,кӏукӏ,barr
102,Höhle::N,кьветӏ,kav
103,Abhang::N,гуьне,naou
104,Quelle::N,чешме,feunteun
105,Bach::N,булах,gwazh
106,Fluss::N,вацӏ,stêr
107,Ufer::N,къерех,ribl
108,Küste::N,къерех,aod
109,Festland::N,кьурамат,douar
110,Meer::N,гьуьл,mor
111,Bucht::N,бухта,mor-bihan
112,Insel::N,остров,enez
113,Blume::N,цуьк,bleunienn
114,Gras::N,хъач,geot
115,Wurzel::N,дувул,gwrizienn
116,Baum::N,ттар,gwezenn
117,Stamm::N,тан,kef
118,Rinde::N,чкал,rusk
119,Ast::N,тӏур,barr
120,Zweig::N,хел,bod
121,Blatt::N,пеш,delienn
122,Birke::N,верх,bezvenn
123,Kiefer[Baum]::N,шамагъаж,pinenn
124,Weide[Baum]::N,цӏвелин ттар,halegenn
125,Tanne::N,ель,sapenn
126,Horn::N,карч,korn
127,Feder::N,цӏакул,pluñv
128,Fell::N,хам,kreoñ
129,Flügel::N,лув,askell
130,Klaue::N,къармах,skilf
131,Kralle::N,пац,skilf
132,Kralle::N,тапас,skilf
133,Schwanz::N,ттум,lost
134,Ei::N,кака,vi
135,Nest::N,муг,neizh
136,Bau::N,тӏеквен,douarenn
137,Tier::N,гьайван,loen
138,Herde::N,суьруь,tropell
139,Kuh::N,ккал,buoc'h
140,Bulle::N,яц,tarv
141,Bulle::N,бугъа,tarv
142,Pferd::N,балкӏан,marc'h
143,Schaf::N,хеб,dañvad
144,Schwein::N,вак,pemoc'h
145,Hund::N,кицӏ,ki
146,Katze::N,кац,kazh
147,Bär::N,сев,arzh
148,Eichhörnchen::N,белка,gwiñver
149,Elch::N,лось,karv-dour
150,Fuchs::N,сикӏ,louarn
151,Hase::N,къуьр,gad
152,Maus::N,кьиф,logodenn
153,Wolf::N,жанавур,bleiz
154,Vogel::N,луван ничхир,labous
155,Schwarm::N,луж,nijad
156,Huhn::N,верч,yar
157,Hahn::N,кӏек,kilhog
158,Gans::N,къаз,gwazenn
159,Adler::N,лекь,erer
160,Ente::N,пӏатӏ,houad
161,Eule::N,тӏиб,toud
162,Kranich::N,дурна,garan
163,Krähe::N,къаргъа,bran
164,Kuckuck::N,кукупӏ,koukoug
165,Schwan::N,къугь,alarc'h
166,Fisch::N,гъед,pesk
167,Barsch::N,окунь,brell
168,Hecht::N,щука,beked
169,Schlange[Tier]::N,илан,naer
170,Schlange[Tier]::N,гъуьлягъ,naer
171,Wurm::N,квак,preñv
172,Spinne::N,хуьшрекан,kevnidenn
173,Ameise::N,цегв,merion
174,Laus::N,нет,laouenn
175,Mücke::N,ветӏ,moustik
176,Fliege::N,тӏветӏ,kelienenn
177,Schmetterling::N,чепелукь,balafenn
178,Beere::N,куьлуь емиш,hog
179,Apfel::N,ич,aval
180,Pilz::N,къарникъуз,kabell-touseg
181,Zwiebel::N,чичӏек,ognonenn
182,Saat::N,тумар,had
183,Korn::N,твар,ed
184,Heu::N,векь,foenn
185,Heu::N,векьер,foenn
186,Schale::N,пириш,peliadur
187,Schale::N,хъуьруьш,peliadur
188,Grube::N,фур,
189,Falle::N,ракьар,pech
190,Schlinge::N,гьалкъа,krouglas
191,Spur::N,гел,
192,Asche::N,руьхъ,ludu
193,Dreck::N,чирк,fank
194,Dreck::N,кьуруш,fank
195,Eisen::N,ракь,houarn
196,Gold::N,алтун,aour
197,Silber::N,гимиш,arc'hant
198,Kohle::N,цӏивин,glaou
199,Glas::N,шуьше,gwer
200,Lehm::N,ччеб,
201,Sand::N,къум,traezh
202,Mensch::N,инсан,den
203,Mann::N,итим,den
204,Frau::N,паб,maouez
205,Frau::N,дишегьли,maouez
206,Kind::N,аял,bugel
207,Junge::N,гада,paotr
208,Mädchen::N,руш,plac'h
209,Familie::N,хзан,familh
210,Familie::N,килфет,familh
211,Großvater::N,чӏехи буба,tad-kozh
212,Großmutter::N,чӏехи диде,mamm-gozh
213,Eltern::N,диде-буба,kerent
214,Vater::N,буба,tad
215,Mutter::N,диде,mamm
216,Sohn::N,хва,mab
217,Tochter::N,руш,merc'h
218,Bruder::N,стха,breur
219,Schwester::N,вах,c'hoar
220,Onkel::N,ими,eontr
221,Onkel::N,халу,eontr
222,Tante::N,эме,moereb
223,Tante::N,хала,moereb
224,Ehemann::N,гъуьл,gwaz
225,Ehefrau::N,паб,gwreg
226,Freude::N,шадвал,levenez
227,Gelächter::N,хъвер,c'hoarzherezh
228,Glück::N,бахт,chañs
229,Kummer::N,дерт,doan
230,Kummer::N,хажалат,doan
231,Wunsch::N,мурад,c'hoant
232,Lust::N,гьевес,c'hoant
233,Geist::N,руьгь,spered
234,Gedanke::N,фикир,soñj
235,Verstand::N,акьул,skiant
236,Sinn::N,мана,ster
237,Grund::N,себеб,kaoz
238,Wahrheit::N,керчек,gwirionez
239,Wahrheit::N,гьакъикъат,gwirionez
240,Gespräch::N,ихтилат,kaozeadenn
241,Märchen::N,мах,kaoz korriganez
242,Erzählung::N,кьиса,kontadenn
243,Nachricht::N,хабар,keloù
244,Neuigkeit::N,цӏийи хабар,kelaouenn
245,Name::N,тӏвар,anv
246,Rätsel::N,мискӏал,divinatez
247,Rede::N,рахун,diskour
248,Sprache::N,чӏал,yezh
249,Stimme::N,ван,mouezh
250,Wort::N,гаф,ger
251,Zeichen::N,ишара,sin
252,Ruf::N,эвер,galv
253,Lärm::N,ван-сес,trouz
254,Laut::N,ван,
255,Laut::N,сес,
256,Ton::N,ван-сес,ton
257,Lied::N,мани,kanaouenn
258,Ruhe::N,ласвал,sioulded
259,Ruhe::N,фаракъат,sioulded
260,Ruhe::N,асайиш,sioulded
261,Leute::N,инсанар,tud
262,Volk::N,халкь,pobl
263,Arbeit::N,кӏвалах,labour
264,Gast::N,мугьман,kouviad
265,Geschenk::N,савкьат,prof
266,Spiel::N,къугъун,c'hoari
267,Gesellschaft::N,жемят,kompagnunezh
268,Gesellschaft::N,жемят,kavandad
269,Gesellschaft::N,общество,kompagnunezh
270,Gesellschaft::N,общество,kavandad
271,Hilfe::N,куьмек,sikour
272,Freund::N,дуст,mignon
273,Kamerad::N,яр-дуст,kamarad
274,Angelegenheit::N,кар,afer
275,Anzahl::N,сан,niver
276,Anzahl::N,кьадар,niver
277,Art::N,жуьре,sort
278,Stück::N,кӏус,tamm
279,Teil::N,пай,pezh
280,Hälfte::N,зур,hanterenn
281,Hälfte::N,зур пай,hanterenn
282,Kreis::N,круг,kelc'h
283,Kreis::N,чкаяр,kelc'h
284,Kreis::N,элкъвей цӏар,kelc'h
285,Kreuz::N,хаш,kroaz
286,Linie::N,цӏар,linenn
287,Strich::N,цӏар,tenn
288,Abstand::N,ара,distok
289,Entfernung::N,мензил,keid
290,Entfernung::N,мензил,kehid
291,Gegend::N,чка,korn-bro
292,Platz::N,ара,plasenn
293,Ort::N,чка,lec'h
294,Seite::N,пад,tu
295,Mitte::N,юкь,kreiz
296,Gegenstand::N,затӏ,tra
297,Sache::N,шей,tra
298,Sache::N,затӏ,tra
299,Rand::N,къерех,kantenn
300,Kante::N,син,kantenn
301,Ecke::N,пӏипӏ,korn
302,Spitze::N,кӏвенкӏв,begell
303,Ende::N,кьил,dibenn
304,Loch::N,тӏеквен,toull
305,Winkel::N,пӏипӏ,
306,Muster::N,гишир,tresadenn
307,Größe::N,кьадар,ment
308,Länge::N,яргъивал,hirder
309,Höhe::N,кьакьанвал,uhelder
310,Gewicht::N,заланвал,pouez
311,Menge::N,кьадар,bern
312,Haufen::N,хара,bern
313,Reihe::N,жерге,steud
314,Boot::N,луьткве,bag
315,Ruder::N,кьусу,roeñv
316,Schlitten::N,гъелерар,trainell
317,Lagerfeuer::N,цӏай,
318,Last::N,заланвал,karg
319,Gang::N,ериш,kerzh
320,Schritt::N,къадам,paz
321,Norden::N,кефер,norzh
322,Norden::N,кефер,hanternoz
323,Norden::N,кефер пад,norzh
324,Norden::N,кефер пад,hanternoz
325,Süden::N,кьибле,su
326,Süden::N,кьибле,kreisteiz
327,Westen::N,рагъакӏидай пад,kuzh-heol
328,Osten::N,рагъэкъечӏдай пад,reter
329,Osten::N,рагъэкъечӏдай пад,sav-heol
330,Holz::N,кӏарас,koad
331,Brett::N,кьул,plankenn
332,Brett::N,тахта,plankenn
333,Stütze::N,даях,harp
334,Stange::N,юрк,sparl
335,Stock::N,лаш,bazh
336,Stab::N,юрк,bazh
337,Rohr::N,турба,tub
338,Rohr::N,турба,korz
339,Haus::N,ужагъ,ti
340,Heim::N,кӏвал,kêr
341,Ofen::N,пич,forn
342,Fußboden::N,кӏвалин ччил,plañchod
343,Tisch::N,стол,taol
344,Stuhl::N,стул,kador
345,Wiege::N,кьеб,kavell
346,Bett::N,тахт,gwele
347,Regal::N,кьацӏ,estajerenn
348,Kiste::N,ящик,kased
349,Fenster::N,дакӏар,prenestr
350,Tür::N,рак,dor
351,Tor::N,варар,portal
352,Zaun::N,пару,sklotur
353,Dach::N,къав,toenn
354,Leiter::N,гурар,skeul
355,Besen::N,таран кул,skubell
356,Spaten::N,ппер,pal
357,Schaufel::N,хекендаз,pal
358,Gabel::N,шиш,fourchetez
359,Löffel::N,тӏур,loa
360,Messer::N,чукӏул,kontell
361,Nagel::N,мих,tach
362,Netz::N,чил,roued
363,Haken::N,къармах,krog
364,Griff::N,ттум,kemer
365,Schloss::N,куьлег,potenn
366,Bild::N,шикил,skeudenn
367,Bild::N,суьрет,skeudenn
368,Figur::N,фигура,skeud
369,Figur::N,фигура,figur
370,Puppe::N,нини,merc'hodenn
371,Beutel::N,тагъар,sac'h
372,Bündel::N,галгам,feskenn
373,Tasche::N,чанта,sac'h
374,Eimer::N,ведре,sailh
375,Deckel::N,кьил,pallenn
376,Deckel::N,къалпагъ,pallenn
377,Geschirr::N,къаб-къажах,listriaj
378,Sack::N,чувал,sac'h
379,Tasse::N,сукӏра,tas
380,Topf::N,къажгъан,pod
381,Kessel::N,къажгъан,chaodouron
382,Essen::N,тӏуьн,pred
383,Nahrung::N,тӏуьн,boued
384,Speise::N,хуьрек,meuz
385,Fleisch::N,як,kig
386,Getreide::N,техил,ed
387,Brei::N,хапӏа,yod
388,Brei::N,хешил,yod
389,Brot::N,фу,bara
390,Scheibe::N,чӏук,tailhenn
391,Fett::N,ягълу,lard
392,Butter::N,гъери,amann
393,Öl::N,ягълу,eoul
394,Salz::N,кьел,holen
395,Suppe::N,суп,soubenn
396,Suppe::N,шурпа,soubenn
397,Honig::N,вирт,mel
398,Milch::N,нек,laezh
399,Tee::N,чай,te
400,Leder::N,тумаж,lêr
401,Wolle::N,йис,gloan
402,Stoff::N,парча,danvez
403,Nadel::N,раб,nadoz
404,Faden::N,гъал,neudenn
405,Knopf::N,дуьгме,bouton
406,Knoten::N,тӏвал,skoulm
407,Farbe::N,ранг,liv
408,Kleidung::N,партал,dilhad
409,Hemd::N,перем,roc'hed
410,Kragen::N,хев,gouzoug
411,Ärmel::N,хел,milgin
412,Hose::N,шалвар,bragoù
413,Gürtel::N,чӏул,gouriz
414,Mütze::N,бармак,boned
415,Mütze::N,бапӏах,boned
416,Schuh::N,ботинка,botez
417,Stiefel::N,чекме,botez
418,Ring::N,тупӏал,gwalenn
419,Band::N,тасма,bagad
420,Kamm::N,регъ,krib
421,Spiegel::N,гуьзгуь,melezour
422,Riemen::N,къайиш,lerenn
423,Schnur::N,еб,kordenn
424,Decke::N,яргъан,golo
425,Kissen::N,хъуьцуьган,goubenner
426,Tuch::N,шал,mezher
427,Handtuch::N,дасмал,toailhon
428,Kraft::N,гуж,nerzh
429,Stärke::N,къуват,nerzhder
430,Gesundheit::N,сагъвал,yec'hed
431,Krankheit::N,тӏал,klañved
432,Schmerz::N,тӏал,poan
433,Schmerz::N,тӏал,droug
434,Schmerz::N,тӏарвал,poan
435,Schmerz::N,тӏарвал,droug
436,Wunde::N,хер,gloazadenn
437,Fieber::N,ифин,terzhienn
438,Arznei::N,дарман,louzoù
439,Brücke::N,муьгъ,pont
440,Brunnen::N,къуй,puñs
441,Weide::N,уьруьш,prad
442,Pfad::N,рехъ,gwenodenn
443,Weg::N,рехъ,hent
444,Straße::N,рехъ,ru
445,Straße::N,рехъ,hent
446,Dorf::N,хуьр,kêr
447,Dorf::N,хуьр,kêriadenn
448,Stadt::N,шегьер,kêr
449,Brief::N,кагъаз,lizher
450,Buch::N,улуб,levr
451,Buchstabe::N,гьарф,lizherenn
452,Zeitung::N,газета,kazetenn
453,Leben::N,уьмуьр,buhez
454,Tod::N,кьиникь,marv
455,Grab::N,сур,bez
456,Kirche::N,килиса,iliz
457,Sünde::N,гунагь,pec'hed
458,Gott::N,аллагь,doue
459,Arbeiter::N,фяле,labourer
460,Arbeiter::N,фяле,micherour
461,Chef::N,гьаким,penn
462,Meister::N,устӏар,mestr
463,Arzt::N,доктор,mezeg
464,Arzt::N,доктор,medisin
465,Lehrer::N,муаллим,skolaer
466,Lehrer::N,муаллим,kelenner
467,Geld::N,пул,arc'hant
468,Laden::N,магазин,stal
469,Preis::N,къимет,priz
470,Ware::N,мал,marc'hadourezh
471,Ware::N,товар,marc'hadourezh
472,Nutzen::N,хийир,gounidegezh
473,Nutzen::N,хийир,lañs
474,Nutzen::N,хийир,profit
475,Nutzen::N,хийир,spleit
476,Nutzen::N,менфят,gounidegezh
477,Nutzen::N,менфят,lañs
478,Nutzen::N,менфят,profit
479,Nutzen::N,менфят,spleit
480,Reichtum::N,девлет,pinvidigezh
481,Welt::N,дуьнья,douar
482,Land::N,уьлкве,bro
483,Staat::N,пачагьлугъ,stad
484,Staat::N,государство,stad
485,König::N,пачагь,roue
486,Macht::N,власть,galloud
487,Grenze::N,сергьят,harzoù
488,Krieg::N,дяве,brezel
489,Feind::N,душман,eneber
490,Gewalt::N,гуж,tâerder
491,Kampf::N,женг,kann
492,Bogen[Waffe]::N,чӏемерук,gwareg
493,Pfeil::N,хьел,saezh
494,Gewehr::N,тфенг,fuzuilh
495,Fehler::N,гъалатӏ,fazi
496,Lüge::N,ттаб,gaou
497,Schaden::N,зиян,gwall
498,Schaden::N,зарар,gwall
499,Unglück::N,бала,gwalleur
500,Unglück::N,бедбахтвал,gwalleur
501,Schuld::N,тахсир,kablusted
502,Schuld::N,тахсир,pec'hedigezh
503,Alter::N,яш,oad
504,Schluss::N,эхир,diwezh
505,Zeit::N,вяде,amzer
506,Tag::N,югъ,deizh
507,Morgen::N,пакама,beure
508,Morgen::N,пакама,mintin
509,Mittag::N,нисин,kreisteiz
510,Abend::N,няни,abardaez
511,Nacht::N,йиф,noz
512,Woche::N,гьафте,sizhun
513,Monat::N,варз,miz
514,Jahr::N,йис,bloaz
515,Frühling::N,гатфар,nevezamzer
516,Sommer::N,гад,hañv
517,Herbst::N,зул,diskaramzer
518,Winter::N,кьуьд,goañv
519,Januar::N,январь,Genver
520,Februar::N,февраль,C'hwevrer
521,März::N,март,Meurzh
522,April::N,апрель,Ebrel
523,Mai::N,май,Mae
524,Juni::N,июнь,Mezheven
525,Juli::N,июль,Gouhere
526,August::N,август,Eost
527,September::N,сентябрь,Gwengolo
528,Oktober::N,октябрь,Here
529,November::N,ноябрь,Du
530,Dezember::N,декабрь,Kerzu
531,Montag::N,ислен,Lun
532,Dienstag::N,саласа,Meurzh
533,Mittwoch::N,арбе,Merc'her
534,Donnerstag::N,хемис югъ,Yaou
535,Freitag::N,жуьмя,Gwener
536,Freitag::N,жуьмя югъ,Gwener
537,Samstag::N,киш,Sadorn
538,Sonntag::N,гьяд,Sul
539,groß::A,еке,bras
540,groß::A,чӏехи,bras
541,klein::A,гъвечӏи,bihan
542,lang::A,яргъи,hir
543,kurz::A,куьруь,berr
544,breit::A,гьяркьуь,ledan
545,schmal::A,гуьтӏуь,strizh
546,dicht::A,къалин,stank
547,dünn::A,кьелечӏ,moan
548,fein::A,шуькӏуь,munut
549,fest::A,кӏеви,start
550,flach::A,кьулу,plaen
551,glatt::A,цӏалцӏам,lintr
552,glatt::A,цӏалцӏам,levn
553,hart::A,кӏеви,kalet
554,weich::A,хъуьтуьл,blot
555,rund::A,элкъвей,ront
556,spitz::A,хци,poentet
557,scharf::A,хци,dremm
558,stumpf::A,къуьруь,talsoc'h
559,schwer::A,залан,pounner
560,schön::A,иер,kaer
561,heiß::A,кудай,tomm
562,warm::A,чими,tomm
563,kalt::A,мекьи,yen
564,kühl::A,къайи,yen
565,frisch::A,таза,fresk
566,frisch::A,михьи,fresk
567,feucht::A,ламу,gleb
568,nass::A,кьежей,gleb
569,trocken::A,кьуру,sec'h
570,voll::A,ацӏай,leun
571,leer::A,буш,goullo
572,leer::A,ичӏи,goullo
573,offen::A,ахъа,digor
574,geschlossen::A,кӏеви,serr
575,sauber::A,михьи,naet
576,schmutzig::A,чиркин,lous
577,schmutzig::A,кьацӏай,lous
578,roh::A,чиг,kriz
579,roh::A,ицӏи,kriz
580,reif::A,дигмиш хьайи,darev
581,lecker::A,дадлу,lipous
582,lecker::A,дадлу,saourus
583,süß::A,ширин,dous
584,bitter::A,туькьуьл,c'hwerv
585,sauer::A,цуру,trenk
586,hell::A,экуь,sklaer
587,dunkel::A,мичӏи,teñval
588,schwarz::A,чӏулав,du
589,weiß::A,лацу,gwenn
590,rot::A,яру,ruz
591,gelb::A,хъипи,melen
592,blau::A,вили,glas
593,grün::A,къацу,gwer
594,grau::A,рехи,louet
595,bunt::A,цӏару,liesliv
596,bunt::A,яру-цӏару,liesliv
597,billig::A,ужуз,marc'had-mat
598,teuer::A,багьа,ker
599,wertvoll::A,масан,prizius
600,blind::A,буьркьуь,dall
601,taub::A,биши,bouzar
602,kräftig::A,гужлу,start
603,stark::A,къуватлу,kreñv
604,schwach::A,такьатсуз,gwan
605,fett::A,куьк,lard
606,schlank::A,шумал,sinkl
607,hübsch::A,гуьрчег,koant
608,böse::A,пис,gwall
609,dumm::A,ахмакь,glep
610,faul::A,тенпел,lezirek
611,fleißig::A,сяй ийидай,studius
612,fleißig::A,сяйи ийидай,studius
613,geizig::A,мискьи,tost
614,klug::A,акьуллу,speredek
615,geschickt::A,магьир,dornet
616,lieb::A,играми,koant
617,lustig::A,шад,laouen
618,sanft::A,назик,flour
619,sanft::A,милайим,flour
620,hungrig::A,гишин,marnaon
621,krank::A,кефсуз,klañv
622,nackt::A,кьецӏил,noazh
623,traurig::A,пашман,trist
624,lebendig::A,ччан алай,bev
625,gut::A,хъсан,mad
626,gut::A,вижевай,mad
627,schlecht::A,пис,fall
628,schlecht::A,пис,gwall
629,richtig::A,дуьз,reizh
630,schlimm::A,нифретлу,gwall
631,wahr::A,гьакъикъи,gwir
632,alt::A,эски,kozh
633,alt::A,куьгьне,kozh
634,neu::A,цӏийи,nevez
635,ehemalig::A,виликан,kozh
636,alt[Lebewesen]::A,кьуьзуь,kozh
637,jung::A,жегьил,yaouank
638,arm::A,кесиб,paour
639,reich::A,девлетлу,pinvidik
640,bekannt::A,чидай,anavezet
641,berühmt::A,машгьур,brudet
642,fremd::A,ччара,dizanav
643,verschieden::A,жуьреба-жуьре,disheñel
644,nah::A,мукьвал,nes
645,fern::A,яргъал,diabell
646,linker::A,чапла,kleiz
647,rechter::A,эрчӏи,dehoù
648,anderer::A,маса,all
649,anderer::A,муькуь,all
650,erster::A,сад лагьай,kentañ
651,zweiter::A,кьвед лагьай,eil
652,dritter::A,пуд лагьай,trede
653,letzter::A,эхиримжи,diwezhañ
654,allein::ADV,кьилди,e-unan
655,zusammen::ADV,санал,asambles
656,lange::ADV,яргъалди,pell
657,plötzlich::ADV,садлагьана,en un taol
658,sofort::ADV,гьасятда,diouzhtu
659,später::ADV,гуьгъуьнлай,diwezhatoc'h
660,jetzt::ADV,гила,bremañ
661,heute::ADV,къе,hiziv
662,morgen::ADV,пака,arc'hoazh
663,bald::ADV,мукьва,hepdale
664,bald::ADV,мукьвара,hepdale
665,dann::ADV,ахпа,a-c'houde
666,gestern::ADV,накь,dec'h
667,einst::ADV,садра,gwechall
668,damals::ADV,а чӏавуз,neuze
669,danach::ADV,ахпа,goude
670,vorher::ADV,вилик,diagent
671,zuerst::ADV,сифте,da gentañ
672,einmal::ADV,садра,ur wech
673,manchmal::ADV,гагь-гагь,a-wechoù
674,oft::ADV,гзаф вахтара,alies
675,immer::ADV,гьамиша,atav
676,immer::ADV,гьамиша,bepred
677,niemals::ADV,са чӏавузни,gwech ebet
678,niemals::ADV,са вахтундани,gwech ebet
679,hier::ADV,ина,amañ
680,hierhin::ADV,иниз,dre amañ
681,von hier::ADV,инай,alemañ
682,dort::ADV,ана,aze
683,dort::ADV,ана,ahont
684,dorthin::ADV,аниз,di
685,dorthin::ADV,аниз,aze
686,dorthin::ADV,аниз,ahont
687,geradeaus::ADV,дуьз,war-eeun
688,vorwärts::ADV,вилик,war-raok
689,vorwärts::ADV,виликди,war-raok
690,rückwärts::ADV,кьулухъ,war-lerc'h
691,unten::ADV,агъада,en traoñ
692,hinab::ADV,агъуз,a-izel
693,oben::ADV,винел,en nec'h
694,hinauf::ADV,виниз,e-krec'h
695,überall::ADV,вирина,dre-holl
696,nicht::ADV,ваъ,ne ... ket
697,ein wenig::ADV,са тӏимил,un tammig
698,kaum::ADV,жизви,a-boan
699,sehr::ADV,лап,-tre
700,sehr::ADV,лап,-kenañ
701,so::ADV,икӏ,evel-se
702,noch::ADV,гьеле,c'hoazh
703,nur::ADV,анжах,hepken
704,schon::ADV,хъувуна,dija
705,schon::ADV,мадни дардиз,dija
706,schon::ADV,мадни гуьтӏуьз,dija
707,schon::ADV,мадни гуьтӏуь я,dija
708,vergebens::ADV,нагьакь,
709,vergebens::ADV,нагьакьа,
710,vor::PRP,вилик,dirak
711,hinter::PRP,кьулухъ,a-drek
712,hinter::PRP,кьулухъ,a-dreñv
713,unter::PRP,кӏаник,dindan
714,durch::PRP,арадай,dre
715,durch::PRP,-кай хкатна,dre
716,neben::PRP,патав,e-kichen
717,neben::PRP,мукьув,e-kichen
718,zwischen::PRP,ара,etre
719,zwischen::PRP,арада,etre
720,wegen::PRP,гъиляй,abalamour da
721,dies::PRN,и,hemañ
722,dies::PRN,им,hemañ
723,das::PRN,а,se
724,das::PRN,а,hennezh
725,das::PRN,ам,se
726,das::PRN,ам,hennezh
727,alles::PRN,вири,pep tra
728,alles::PRN,михьиз,pep tra
729,ich::PRN,за,me
730,ich::PRN,зун,me
731,du::PRN,вун,te
732,er::PRN,ам,eñ
733,er::PRN,гьа,eñ
734,wir::PRN,чун,ni
735,ihr::PRN,куьн,c'hwi
736,sie::PRN,абур,int
737,was::FPRN,вуч,petra
738,wer::FPRN,вуж,piv
739,wo::FADV,гьина,pelec'h
740,wohin::FADV,гьиниз,da belec'h
741,wie::FADV,гьикӏ,penaos
742,warum::FADV,вучиз,perak
743,wieviel::FNUM,шумуд,pet
744,eins::NUM,са,unan
745,zwei::NUM,кьвед,daou
746,drei::NUM,пуд,tri
747,vier::NUM,кьуд,pevar
748,fünf::NUM,вад,pemp
749,sechs::NUM,ругуд,c'hwec'h
750,sieben::NUM,ирид,seizh
751,acht::NUM,муьжуьд,eizh
752,neun::NUM,кӏуьд,nav
753,zehn::NUM,цӏуд,dek
754,elf::NUM,цӏусад,unnek
755,zwölf::NUM,цӏикьвед,daouzek
756,zwanzig::NUM,къад,ugent
757,dreißig::NUM,къанницӏуд,tregont
758,vierzig::NUM,яхцӏур,daou-ugent
759,fünfzig::NUM,яхцӏурни цӏуд,hanter-kant
760,sechzig::NUM,пудкъад,tri-ugent
761,siebzig::NUM,пудкъанни цӏуд,dek ha tri-ugent
762,achtzig::NUM,кьудкъад,pevar-ugent
763,neunzig::NUM,кьудкъанни цӏуд,dek ha pevar-ugent
764,hundert::NUM,виш,kant
765,tausend::NUM,агъзур,mil
766,und::CNJ,ва,ha
767,oder::CNJ,я,pe
768,stehen::V,акъвазун,bezañ a-sav
769,sitzen::V,ацукьун,azezañ
770,sitzen::V,ацукьун,bezañ en e goazez
771,liegen::V,къаткун,bezañ en e c'hourvez
772,hängen::V,куьрс хьун,krougañ
773,werden::V,хьун,dazonet
774,passieren::V,хьун,c'hoarvezout
775,beginnen::V,башламиш хьун,stagañ
776,enden::V,куьтягь хьун,achuiñ
777,wechseln::V,дегиш хьун,cheñch
778,aufgehen[Sonne]::V,экъечӏун,dirouzañ
779,untergehen[Sonne]::V,акӏун,
