,Concept_ID,ce,ga
107,See::N,ӏам,loch
108,Sumpf::N,уьшал,portach
109,Moor::N,уьшал,caorán
110,Moor::N,уьшал,móinteán
111,Wiese::N,бай,cluain
112,Wiese::N,бай,móinéar
113,Wald::N,хьун,coill
114,Wald::N,хьун,foraois
115,Hügel::N,гу,ard
116,Hügel::N,шу,ard
117,Hügel::N,барз,ard
118,Anhöhe::N,акъари,ard
119,Anhöhe::N,акъари,ardán
120,Berg::N,лам,sliabh
121,Gipfel::N,бохь,barr
122,Gipfel::N,бохь,mullach
123,Höhle::N,хьех,uaimh
124,Höhle::N,хьех,pluais
125,Abhang::N,басе,fána
126,Quelle::N,шовда,foinse
127,Bach::N,татол,sruthán
128,Fluss::N,хи,abhainn
129,Ufer::N,хийист,bruach
130,Küste::N,йист,cósta
131,Küste::N,йист,cladach
132,Festland::N,латта,míntír
133,Meer::N,xӏорд,muir
134,Meer::N,xӏорд,farraige
135,Bucht::N,чож,bá
136,Bucht::N,чож,cuan
137,Insel::N,гӏайре,inis
138,Insel::N,гӏайре,oileán
139,Blume::N,зезаг,bláth
140,Gras::N,буц,féar
141,Wurzel::N,орам,rúta
142,Wurzel::N,орам,fréamh
143,Baum::N,дитт,crann
144,Stamm::N,гӏад,stoc
145,Stamm::N,гӏад,tamhan
146,Stamm::N,тайпа,stoc
147,Stamm::N,тайпа,tamhan
148,Rinde::N,кевстиг,coirt
149,Rinde::N,кевстиг,craiceann
150,Ast::N,га,géag
151,Zweig::N,га,géag
152,Zweig::N,га,craobh
153,Blatt::N,гӏа,duille
154,Blatt::N,гӏа,duilleog
155,Birke::N,дакх,beith
156,Birke::N,дакх,crann beithe
157,Kiefer[Baum]::N,бага,péine
158,Weide[Baum]::N,дак,saileach
159,Tanne::N,база,giúis
160,Horn::N,маӏа,adharc
161,Feder::N,пелаг,cleite
162,Fell::N,цӏока,clúmh
163,Flügel::N,тӏам,eite
164,Flügel::N,тӏам,sciathán
165,Klaue::N,мӏара,crúb
166,Klaue::N,мӏара,crobh
167,Kralle::N,тlод,crobh
168,Schwanz::N,цӏога,eireaball
169,Ei::N,xӏoa,ubh
170,Nest::N,бен,nead
171,Bau::N,lуьрг,brocais
172,Tier::N,дийнат,ainmhí
173,Tier::N,дийнат,beithíoch
174,Herde::N,жа,tréad
175,Kuh::N,етт,bó
176,Bulle::N,сту,tarbh
177,Pferd::N,говр,each
178,Pferd::N,говр,capall
179,Schaf::N,жий,caora
180,Schaf::N,уьстагӏ,caora
181,Schwein::N,хьакха,muc
182,Hund::N,жӏаьла,madra
183,Katze::N,цициг,cat
184,Bär::N,ча,béar
185,Eichhörnchen::N,тарсал,iora
186,Elch::N,сай,eilc
187,Fuchs::N,цхьогал,sionnach
188,Fuchs::N,цхьогал,madra rua
189,Hase::N,пхьагал,giorria
190,Maus::N,дахка,luch
191,Wolf::N,борз,mac tíre
192,Vogel::N,олхазар,éan
193,Huhn::N,котам,cearc
194,Hahn::N,нӏаьна,coileach
195,Hahn::N,боргӏал,coileach
196,Gans::N,гӏаз,gé
197,Adler::N,aьрзу,iolar
198,Ente::N,бад,lacha
199,Eule::N,бухӏа,ulchabhán
200,Kranich::N,гӏаргӏули,grús
201,Krähe::N,къиг,caróg
202,Krähe::N,къиг,préachán
203,Kuckuck::N,aттйокх,cuach
204,Schwan::N,гӏургӏаз,eala
205,Fisch::N,чӏара,iasc
206,Barsch::N,окунь,péirse
207,Hecht::N,гӏазкхийн чӏара,liús
208,Schlange[Tier]::N,лаьхьа,nathair
209,Wurm::N,нӏаьна,péist
210,Spinne::N,гезг,damhán alla
211,Ameise::N,зингат,seangán
212,Laus::N,меза,míol
213,Laus::N,гӏениг,míol
214,Mücke::N,чуьрк,muiscít
215,Mücke::N,чуьрк,corrmhíol
216,Fliege::N,моза,cuil
217,Fliege::N,моза,cuileog
218,Schmetterling::N,полла,féileacán
219,Beere::N,цӏазам,caor
220,Apfel::N,ӏаж,úll
221,Pilz::N,жӏаьлин нускал,beacán
222,Pilz::N,жӏаьлин нускал,muisiriún
223,Zwiebel::N,xох,oinniún
224,Saat::N,чlу,síol
225,Korn::N,буьртиг,gráinne
226,Heu::N,йол,féar
227,Schale::N,пардо,scaimh
228,Grube::N,ор,poll
229,Falle::N,кӏело,gaiste
230,Spur::N,лар,rian
231,Asche::N,чим,luaith
232,Dreck::N,мода,salachar
233,Eisen::N,эчиг,iarann
234,Gold::N,деши,ór
235,Silber::N,дети,airgead
236,Kohle::N,кӏора,gual
237,Glas::N,aнгали,gloine
238,Lehm::N,поппар,cré
239,Sand::N,гӏум,gaineamh
240,Mensch::N,адам,duine
241,Mann::N,майра,fear
242,Frau::N,зуда,bean
243,Kind::N,бер,gasúr
244,Kind::N,бер,páiste
245,Junge::N,жимха,buachaill
246,Mädchen::N,жима йоӏ,cailín
247,Familie::N,доьзал,teaghlach
248,Familie::N,доьзал,comhluadar
249,Großvater::N,ненада,seanathair
250,Großmutter::N,денана,seanmháthair
251,Eltern::N,да-нана,tuismitheoirí
252,Vater::N,да,athair
253,Mutter::N,нана,máthair
254,Sohn::N,кӏант,mac
255,Tochter::N,йоӏ,iníon
256,Bruder::N,ваша,deartháir
257,Schwester::N,йиша,deirfiúr
258,Onkel::N,деваша,uncail
259,Tante::N,дейиша,aintín
260,Ehemann::N,майра,fear céile
261,Ehefrau::N,зуда,bean chéile
262,Freude::N,самукъа,áthas
263,Freude::N,хазахетар,áthas
264,Gelächter::N,белам,gáire
265,Glück::N,ирс,séan
266,Glück::N,ирс,sonas
267,Kummer::N,бала,brón
268,Kummer::N,бала,buairt
269,Wunsch::N,лаам,guí
270,Wunsch::N,лаам,achainí
271,Lust::N,лаам,fonn
272,Geist::N,са,meon
273,Geist::N,са,spiorad
274,Gedanke::N,ойла,smaoineamh
275,Gedächtnis::N,диццадалар,cuimhne
276,Verstand::N,хьекъал,ciall
277,Verstand::N,хьекъал,intinn
278,Sinn::N,маьӏна,brí
279,Sinn::N,маьӏна,ciall
280,Grund::N,бахьана,fáth
281,Wahrheit::N,бакъдерг,fírinne
282,Gespräch::N,къамел,comhrá
283,Märchen::N,туьйра,scéal
284,Erzählung::N,дийцар,scéal
285,Nachricht::N,хаам,teachtaireacht
286,Neuigkeit::N,керланиг,scéala
287,Name::N,цӏе,ainm
288,Rätsel::N,хӏетал-метал,tomhas
289,Rede::N,къамел,óráid
290,Rede::N,къамел,aitheasc
291,Sprache::N,мотт,teanga
292,Stimme::N,aз,guth
293,Wort::N,дош,focal
294,Zeichen::N,билгало,comhartha
295,Ruf::N,кхайкхар,glaoch
296,Lärm::N,гӏовгӏа,torann
297,Laut::N,аз,fuaim
298,Ton::N,aз,ton
299,Lied::N,илли,amhrán
300,Ruhe::N,тийналла,suaimhneas
301,Leute::N,нах,muintir
302,Volk::N,халкъ,pobal
303,Arbeit::N,болх,obair
304,Gast::N,хьаша,aoi
305,Geschenk::N,совгӏат,féirín
306,Geschenk::N,совгӏат,bronntanas
307,Spiel::N,ловзар,cluiche
308,Gesellschaft::N,юкъаралла,comhluadar
309,Hilfe::N,гӏо,cúnamh
310,Hilfe::N,гӏо,cabhair
311,Freund::N,доттагl,cara
312,Kamerad::N,накъост,comrádaí
313,Angelegenheit::N,гӏуллакх,ábhar
314,Anzahl::N,терахь,líon
315,Stück::N,юьхк,píosa
316,Teil::N,дакъа,cuid
317,Teil::N,дакъа,páirt
318,Hälfte::N,ах,leath
319,Kreis::N,го,ciorcal
320,Kreuz::N,жӏара,cros
321,Linie::N,сиз,líne
322,Strich::N,сиз,stríoc
323,Abstand::N,юкъ,achar
324,Gegend::N,мeттиг,ceantar
325,Platz::N,майда,áit
326,Platz::N,майда,spás
327,Ort::N,меттиг,áit
328,Seite::N,aгӏo,taobh
329,Mitte::N,юкъ,lár
330,Gegenstand::N,хӏума,ball
331,Gegenstand::N,хӏума,ábhar
332,Sache::N,хӏума,ní
333,Sache::N,хӏума,rud
334,Rand::N,йист,imeall
335,Rand::N,йист,ciumhais
336,Kante::N,йист,corr
337,Kante::N,йист,colbha
338,Ecke::N,са,coirnéal
339,Spitze::N,ралла,gob
340,Spitze::N,ралла,barr
341,Ende::N,юьхьиг,ceann
342,Ende::N,юьхьиг,foirceann
343,Loch::N,ӏуьрг,poll
344,Winkel::N,са,cúinne
345,Winkel::N,са,uillinn
346,Muster::N,дагар,patrún
347,Muster::N,тӏамар,patrún
348,Größe::N,барам,méid
349,Größe::N,барам,toise
350,Länge::N,йохалла,fad
351,Höhe::N,локхалла,airde
352,Gewicht::N,йозалла,meáchan
353,Menge::N,дукхалла,méid
354,Haufen::N,сал,cnap
355,Haufen::N,оьла,cnap
356,Reihe::N,рагӏ,líne
357,Reihe::N,рагӏ,sraith
358,Reihe::N,могӏа,líne
359,Reihe::N,могӏа,sraith
360,Boot::N,кема,bád
361,Ruder::N,пийсиг,rámh
362,Ruder::N,пийсиг,maide rámha
363,Schlitten::N,салаз,carr sleamhnáin
364,Ski::N,когсалаз,scí
365,Lagerfeuer::N,цӏе,tine champa
366,Last::N,дукъ,ualach
367,Gang::N,лелар,siúlóid
368,Schritt::N,гӏулч,céim
369,Schritt::N,гӏулч,coiscéim
370,Norden::N,къилбаседе,tuaisceart
371,Süden::N,къилбе,deisceart
372,Westen::N,малхбузе,iarthar
373,Osten::N,малхбале,oirthear
374,Holz::N,дечиг,adhmad
375,Brett::N,у,clár
376,Platte::N,у,leac
377,Stütze::N,гӏopтоp,taca
378,Stange::N,гӏуркх,polla
379,Stange::N,гӏуркх,cuaille
380,Stock::N,ӏаса,bata
381,Stock::N,ӏаса,maide
382,Stab::N,гӏаж,maide
383,Stab::N,гӏаж,bachall
384,Rohr::N,биргӏа,píopa
385,Haus::N,цӏа,teach
386,Heim::N,кхерч,baile
387,Ofen::N,кхерч,sornóg
388,Fußboden::N,цӏенкъа,urlár
389,Tisch::N,шун,bord
390,Tisch::N,шун,tábla
391,Stuhl::N,гӏант,cathaoir
392,Wiege::N,ага,cliabhán
393,Bett::N,маьнга,leaba
394,Regal::N,терхи,seilf
395,Kiste::N,яьшка,bosca
396,Fenster::N,кор,fuinneoig
397,Tür::N,неӏ,doras
398,Tor::N,ков,geata
399,Zaun::N,керт,fál
400,Zaun::N,керт,claí
401,Dach::N,тхов,díon
402,Leiter::N,лами,dréimire
403,Besen::N,нуй,scuab
404,Spaten::N,бел,spád
405,Spaten::N,бел,rámhainn
406,Schaufel::N,аьшкал,sluasaid
407,Gabel::N,мӏара,forc
408,Gabel::N,мӏара,gabhlóg
409,Löffel::N,ӏайг,spúnóg
410,Messer::N,урс,scian
411,Nagel::N,хьостам,tairne
412,Netz::N,бой,líon
413,Netz::N,бой,eangach
414,Haken::N,мӏара,croch
415,Schloss::N,чӏега,glas
416,Bild::N,сурт,pictiúr
417,Puppe::N,тайниг,bábóg
418,Beutel::N,гали,mála
419,Beutel::N,гали,mealbhóg
420,Bündel::N,кочар,beart
421,Tasche::N,тӏоьрмиг,mála
422,Eimer::N,чийлик,buicéad
423,Deckel::N,негӏар,clár
424,Deckel::N,негӏар,claibín
425,Geschirr::N,пхьегӏа,soithí
426,Geschirr::N,пхьегӏа,gréithe
427,Sack::N,гали,sac
428,Sack::N,гали,mála
429,Tasse::N,кад,cupán
430,Topf::N,яй,pota
431,Kessel::N,яй,citeal
432,Essen::N,юург,béile
433,Nahrung::N,кхача,bia
434,Speise::N,юург,mias
435,Fleisch::N,жижиг,feoil
436,Getreide::N,буьртиг,grán
437,Getreide::N,буьртиг,arbhar
438,Brei::N,xудар,brúitín
439,Brot::N,бепиг,arán
440,Brot::N,кхаллар,arán
441,Scheibe::N,цастар,píosa
442,Scheibe::N,цастар,slisne
443,Fett::N,мохь,saill
444,Fett::N,мохь,méathras
445,Butter::N,налха,im
446,Öl::N,даьтта,ola
447,Salz::N,туьха,salann
448,Suppe::N,чорпа,sú
449,Suppe::N,чорпа,anraith
450,Honig::N,моз,mil
451,Milch::N,шура,bainne
452,Tee::N,чай,tae
453,Leder::N,цӏока,leathar
454,Wolle::N,тӏapгӏa,olann
455,Stoff::N,кӏади,éadach
456,Nadel::N,маха,snáthaid
457,Faden::N,тай,snáth
458,Knopf::N,нуьйда,cnaipe
459,Knoten::N,шад,snaidhm
460,Farbe::N,сир,péint
461,Farbe::N,басар,péint
462,Kleidung::N,бедар,éadaí
463,Hemd::N,коч,léine
464,Kragen::N,кач,bóna
465,Ärmel::N,пхьош,muinchille
466,Hose::N,хеча,bríste
467,Hose::N,хеча,treabhsar
468,Gürtel::N,доьхка,crios
469,Mütze::N,куй,caipín
470,Schuh::N,мача,bróg
471,Stiefel::N,этка,buatais
472,Ring::N,чӏуг,fáinne
473,Band::N,лента,ribín
474,Kamm::N,ехк,cíor
475,Spiegel::N,куьзга,scáthán
476,Riemen::N,доьхка,iall
477,Riemen::N,доьхка,strapa
478,Schnur::N,муш,téad
479,Schnur::N,муш,sreangán
480,Leine::N,кочатосу доьхка,iall
481,Decke::N,юргӏа,pluid
482,Decke::N,юргӏа,blaincéad
483,Kissen::N,гIайба,piliúr
484,Kissen::N,гIайба,adhartán
485,Tuch::N,исхар,scaif
486,Handtuch::N,гата,tuáille
487,Kraft::N,гӏора,fórsa
488,Stärke::N,гӏап,neart
489,Gesundheit::N,могашалла,sláinte
490,Krankheit::N,цамгар,tinneas
491,Krankheit::N,цамгар,breoiteacht
492,Schmerz::N,лазар,pian
493,Wunde::N,чов,goin
494,Fieber::N,xорша,fiabhras
495,Arznei::N,молха,cógas
496,Brücke::N,тӏай,droichead
497,Brunnen::N,гӏу,tobar
498,Weide::N,дак,féarach
499,Pfad::N,тача,cosán
500,Pfad::N,тача,conair
501,Weg::N,некъ,slí
502,Weg::N,некъ,bealach
503,Straße::N,урам,bóthar
504,Dorf::N,юрт,sráidbhaile
505,Stadt::N,гӏала,baile
506,Stadt::N,гӏала,cathair
507,Brief::N,кехат,litir
508,Buch::N,жайна,cín
509,Buch::N,жайна,leabhar
510,Buchstabe::N,элп,litir
511,Zeitung::N,газет,nuachtán
512,Leben::N,дахар,saol
513,Leben::N,дахар,beatha
514,Tod::N,далар,bás
515,Tod::N,ӏожалла,bás
516,Grab::N,каш,uaigh
517,Kirche::N,килс,eaglais
518,Sünde::N,къа,peaca
519,Gott::N,дела,dia
520,Arbeiter::N,белхало,oibrí
521,Chef::N,хьаькам,saoiste
522,Chef::N,хьаькам,ceannasaí
523,Meister::N,говзанча,máistir
524,Arzt::N,лор,lia
525,Arzt::N,лор,dochtúir
526,Lehrer::N,хьехархо,oide
527,Lehrer::N,хьехархо,múinteoir
528,Geld::N,aхча,airgead
529,Geschäft::N,туька,gnó
530,Laden::N,туька,siopa
531,Preis::N,мах,praghas
532,Ware::N,хlума,earra
533,Nutzen::N,пайда,tairbhe
534,Reichtum::N,хьал,rachmas
535,Reichtum::N,хьал,saibhreas
536,Welt::N,дуьне,domhan
537,Land::N,мохк,tír
538,Staat::N,пачхьалкх,stát
539,König::N,паччахь,rí
540,Macht::N,ӏедал,cumhacht
541,Grenze::N,доза,críoch
542,Grenze::N,доза,teorainn
543,Krieg::N,тӏом,cogadh
544,Feind::N,мостагӏ,namhaid
545,Gewalt::N,гӏело,foréigean
546,Kampf::N,къийсам,troid
547,Pfeil::N,пха,saighead
548,Gewehr::N,топ,gunna
549,Fehler::N,гӏалат,botún
550,Fehler::N,гӏалат,meancóg
551,Lüge::N,аьшпаш,bréag
552,Lüge::N,аьшпаш,éitheach
553,Schaden::N,зен,dochar
554,Schaden::N,зен,damáiste
555,Unglück::N,бала,drochrath
556,Schuld::N,бехк,locht
557,Schuld::N,бехк,milleán
558,Alter::N,хан,aois
559,Schluss::N,чакхе,deireadh
560,Zeit::N,хан,am
561,Zeit::N,хан,aimsir
562,Tag::N,де,lá
563,Morgen::N,ӏуьйре,maidin
564,Mittag::N,делкъе,nóin
565,Abend::N,суьйре,tráthnóna
566,Nacht::N,буьйса,oíche
567,Woche::N,кӏира,seachtain
568,Monat::N,бутт,mí
569,Jahr::N,шо,bliain
570,Frühling::N,бӏаьсте,earrach
571,Sommer::N,аьхке,samhradh
572,Herbst::N,гуьйре,fómhar
573,Winter::N,ӏа,geimhreadh
574,Januar::N,январь,Eanáir
575,Februar::N,февраль,Feabhra
576,März::N,март,Márta
577,April::N,апрель,Aibreán
578,Mai::N,май,Bealtaine
579,Juni::N,июнь,Meitheamh
580,Juli::N,июль,Iúil
581,August::N,август,Lúnasa
582,September::N,сентябрь,Meán Fómhair
583,Oktober::N,октябрь,Deireadh Fómhair
584,November::N,ноябрь,Samhain
585,November::N,ноябрь,Mí na Samhna
586,Dezember::N,декабрь,Mí na Nollag
587,Montag::N,оршот,Luan
588,Montag::N,оршот,Dé Luain
589,Dienstag::N,шинара,Máirt
590,Dienstag::N,шинара,Dé Máirt
591,Mittwoch::N,кхаара,Céadaoin
592,Mittwoch::N,кхаара,Dé Céadaoin
593,Donnerstag::N,еара,Déardaoin
594,Freitag::N,пӏераска,Aoine
595,Freitag::N,пӏераска,Dé hAoine
596,Samstag::N,шот,Satharn
597,Samstag::N,шот,Dé Sathairn
598,Sonntag::N,кӏиранде,Domhnach
599,Sonntag::N,кӏиранде,Dé Domhnaigh
600,groß::A,доккха,mór
601,klein::A,кегий,beag
602,lang::A,еха,fada
603,kurz::A,доца,gearr
604,kurz::A,доца,gairid
605,breit::A,шуьйра,leathan
606,breit::A,шуьйра,fairsing
607,schmal::A,готта,cúng
608,dicht::A,луьста,dlúth
609,dick[Gegenstand]::A,стомма,tiubh
610,dünn::A,дуткъа,caol
611,dünn::A,дуткъа,tanaí
612,fein::A,ховха,scáinte
613,fein::A,ховха,fíneálta
614,fest::A,чӏогӏа,daingean
615,flach::A,чӏапа,cothrom
616,glatt::A,шера,mín
617,glatt::A,шера,sleamhain
618,hart::A,чӏогӏa,crua
619,weich::A,кӏеда,bog
620,rund::A,горга,cruinn
621,spitz::A,ира,gobach
622,spitz::A,ира,biorach
623,scharf::A,ира,géar
624,scharf::A,ира,faobhrach
625,stumpf::A,аьртa,maol
626,schwer::A,деза,trom
627,schön::A,хаза,álainn
628,heiß::A,довха,te
629,warm::A,довха,te
630,kalt::A,шийла,fuar
631,kühl::A,шийла,fionnuar
632,frisch::A,керла,úr
633,frisch::A,керла,friseáilte
634,feucht::A,тӏуьна,tais
635,nass::A,тӏеда,fliuch
636,trocken::A,eкъа,tirim
637,voll::A,дуьзна,lán
638,leer::A,яьсса,folamh
639,offen::A,диллина,oscailte
640,geschlossen::A,дӏакъевлина,dúnta
641,geschlossen::A,дӏакъевлина,druidte
642,geschlossen::A,дӏачӏагӏдина,dúnta
643,geschlossen::A,дӏачӏагӏдина,druidte
644,sauber::A,цӏена,glan
645,schmutzig::A,боьха,salach
646,roh::A,буьйда,amh
647,reif::A,хилла,aibí
648,lecker::A,чоме,blasta
649,süß::A,мерза,milis
650,bitter::A,къаьхьа,searbh
651,sauer::A,муьста,géar
652,sauer::A,муьста,searbh
653,hell::A,сирла,geal
654,hell::A,сирла,soilseach
655,dunkel::A,бодане,dorcha
656,schwarz::A,ӏаьржа,dubh
657,weiß::A,кӏайн,bán
658,rot::A,цӏен,dearg
659,gelb::A,можа,buí
660,blau::A,сийна,gorm
661,grün::A,баьццара,glas
662,grün::A,баьццара,uaine
663,grau::A,cира,liath
664,grau::A,мокха,liath
665,bunt::A,къорза,ildathach
666,bunt::A,къорза,dathannach
667,billig::A,дораха,saor
668,teuer::A,деза,daor
669,teuer::A,деза,costasach
670,wertvoll::A,мехала,luachmhar
671,blind::A,бӏаьрзе,dall
672,blind::A,бӏаьрзе,caoch
673,taub::A,къора,bodhar
674,kräftig::A,нуьцкъала,cumhachtach
675,stark::A,зоьртала,tréan
676,stark::A,зоьртала,láidir
677,stark::A,нуьцкъала,tréan
678,stark::A,нуьцкъала,láidir
679,schwach::A,гӏорасиза,lag
680,schwach::A,гӏорасиза,fann
681,fett::A,дерстана,ramhar
682,schlank::A,куц долу,caol
683,schlank::A,куц долу,seang
684,hübsch::A,хаза,álainn
685,hübsch::A,хаза,dathúil
686,böse::A,вон,olc
687,dumm::A,сонта,dúr
688,dumm::A,сонта,amaideach
689,faul::A,мало ен,falsa
690,faul::A,мало ен,leisciúil
691,fleißig::A,тӏера,dícheallach
692,geizig::A,пис,barainneach
693,geizig::A,пис,sprionlaithe
694,geizig::A,сутара,barainneach
695,geizig::A,сутара,sprionlaithe
696,klug::A,хьекъале,cliste
697,geschickt::A,тӏахъаьлла,oilte
698,geschickt::A,тӏахъаьлла,ealaíonta
699,lieb::A,хьоме,dil
700,lieb::A,хьоме,dílis
701,lustig::A,самукъане,aerach
702,lustig::A,самукъане,meidhreach
703,sanft::A,кlеда,bog
704,sanft::A,кlеда,séimh
705,hungrig::A,меца,ocrach
706,krank::A,цомгуш долу,tinn
707,krank::A,цомгуш долу,breoite
708,nackt::A,дерзана,nocht
709,traurig::A,самукъане воцу,brónach
710,lebendig::A,дийна,beo
711,gut::A,дика,maith
712,schlecht::A,вон,dona
713,schlecht::A,вон,droch-
714,richtig::A,нийса,ceart
715,schlimm::A,вон,gránna
716,schlimm::A,вон,tubaisteach
717,wahr::A,бакъдолу,fíor
718,alt::A,къена,sean
719,neu::A,керла,úr
720,neu::A,керла,nua
721,ehemalig::A,хилла,iar-
722,ehemalig::A,хилла,sean-
723,alt[Lebewesen]::A,къена,sean
724,alt[Lebewesen]::A,къена,aosta
725,jung::A,къона,óg
726,arm::A,къен,bocht
727,reich::A,хьоле,saibhir
728,reich::A,хьоле,rachmasach
729,bekannt::A,девзаш долу,atá eolas air
730,berühmt::A,цӏеяхана,cailiúil
731,berühmt::A,цӏеяхана,clúiteach
732,fremd::A,нехан,coimhthíoch
733,verschieden::A,тайп-тайпанара,éagsúil
734,verschieden::A,тайп-тайпанара,difriúil
735,nah::A,гергара,gar
736,nah::A,гергара,deas
737,fern::A,гена,i bhfad uainn
738,fern::A,гена,i bhfad i gcéin
739,fern::A,генара,i bhfad uainn
740,fern::A,генара,i bhfad i gcéin
741,linker::A,аьрру,clé
742,rechter::A,аьтту,deas
743,anderer::A,кхин,eile
744,erster::A,хьалхара,céad
745,zweiter::A,шолгIа,dóú
746,zweiter::A,шолгIа,dara
747,dritter::A,кхоалгӏа,tríú
748,dritter::A,кхоалгӏа,treas
749,letzter::A,тӏаьххьара,déanach
750,letzter::A,тӏаьххьара,deireanach
751,allein::ADV,цхьаъ,i d'aonar
752,auf einmal::ADV,цу сохьтта,ag an am céanna
753,zusammen::ADV,цхьана,le chéile
754,zusammen::ADV,цхьана,in eineacht
755,lange::ADV,дукха,fada
756,plötzlich::ADV,цIеххьана,go tobann
757,plötzlich::ADV,цIеххьана,i dtobainne
758,sofort::ADV,цу сохьтта,ar an toirt
759,sofort::ADV,цу сохьтта,ar an bpointe
760,später::ADV,тӏаьхьо,níos déanaí
761,jetzt::ADV,хӏинца,anois
762,heute::ADV,тахана,inniu
763,morgen::ADV,кхана,amárach
764,bald::ADV,кеста,go luath
765,bald::ADV,кеста,gan mhoill
766,dann::ADV,тӏаккха,ansin
767,gestern::ADV,селхана,inné
768,einst::ADV,цкъа,tráth
769,einst::ADV,цкъа,uair amháin
770,damals::ADV,хӏетахьь,ag an am
771,damals::ADV,хӏетахьь,an t-am sin
772,danach::ADV,тӏаккха,ina dhiaidh sin
773,vorher::ADV,хьалхa,cheana
774,vorher::ADV,хьалхa,roimhe sin
775,zuerst::ADV,хьалха,ar dtús
776,einmal::ADV,цкъа,uair amháin
777,manchmal::ADV,цкъаццкъа,uaireanta
778,oft::ADV,кест-кеста,minic
779,immer::ADV,даим,i gcónaí
780,niemals::ADV,цкъа а,riamh
781,hier::ADV,кхузахь,anseo
782,hierhin::ADV,кхуза,anseo
783,von hier::ADV,кхузара,an áit seo
784,dort::ADV,цигахь,ann
785,dort::ADV,цигахь,ansin
786,dorthin::ADV,цига,ann
787,dorthin::ADV,цига,ansin
