,Concept_ID,kv,de
67,Rauch::N,тшын,Rauch
68,Funke::N,бичир,Funke
69,Feuer::N,би,Feuer
70,Licht::N,би,Licht
71,Schatten::N,вуджӧр,Schatten
72,Wetter::N,погоддя,Wetter
73,Nebel::N,туман,Nebel
74,Wolke::N,кымӧр,Wolke
75,Regen::N,зэр,Regen
76,Schnee::N,лым,Schnee
77,Eis::N,йы,Eis
78,Frost::N,мороз,Frost
79,Kälte::N,кӧдзыт,Kälte
80,Hitze::N,ӧд,Hitze
81,Raureif::N,кижа,Raureif
82,Regenbogen::N,енӧшка,Regenbogen
83,Donner::N,гым,Donner
84,Strömung::N,визывтӧм,Strömung
85,Tropfen::N,тёп,Tropfen
86,Schaum::N,быг,Schaum
87,Schmutz::N,нять,Schmutz
88,See::N,ты,See
89,Sumpf::N,арай,Sumpf
90,Moor::N,нюр,Moor
91,Wiese::N,видз,Wiese
92,Wald::N,вӧр,Wald
93,Hügel::N,мыльк,Hügel
94,Anhöhe::N,вывтас,Anhöhe
95,Anhöhe::N,вылынін,Anhöhe
96,Berg::N,керӧс,Berg
97,Gipfel::N,йыв,Gipfel
98,Höhle::N,нора,Höhle
99,Abhang::N,покат,Abhang
100,Quelle::N,больган,Quelle
101,Bach::N,шор,Bach
102,Fluss::N,ю,Fluss
103,Ufer::N,берег,Ufer
104,Küste::N,берег,Küste
105,Festland::N,му,Festland
106,Meer::N,море,Meer
107,Bucht::N,курья,Bucht
108,Blume::N,цветок,Blume
109,Gras::N,турун,Gras
110,Wurzel::N,вуж,Wurzel
111,Baum::N,пу,Baum
112,Stamm::N,мыр,Stamm
113,Stamm::N,кер,Stamm
114,Rinde::N,кач,Rinde
115,Ast::N,ув,Ast
116,Zweig::N,ув,Zweig
117,Blatt::N,лист,Blatt
118,Birke::N,кыдз,Birke
119,Kiefer[Baum]::N,пожум,Kiefer
120,Weide[Baum]::N,бадь,Weide
121,Tanne::N,кӧз,Tanne
122,Horn::N,сюр,Horn
123,Feder::N,гӧн,Feder
124,Fell::N,кучик,Fell
125,Flügel::N,борд,Flügel
126,Klaue::N,гыж,Klaue
127,Kralle::N,кабыр,Kralle
128,Schwanz::N,бӧж,Schwanz
129,Ei::N,кольть,Ei
130,Nest::N,поз,Nest
131,Bau::N,осьта,Bau
132,Bau::N,нора,Bau
133,Tier::N,зверь,Tier
134,Herde::N,гурт,Herde
135,Kuh::N,мӧс,Kuh
136,Bulle::N,ӧшка,Bulle
137,Pferd::N,вӧв,Pferd
138,Schaf::N,баля,Schaf
139,Schwein::N,порсь,Schwein
140,Hund::N,пон,Hund
141,Katze::N,кань,Katze
142,Bär::N,ош,Bär
143,Eichhörnchen::N,ур,Eichhörnchen
144,Elch::N,вӧр мӧс,Elch
145,Fuchs::N,руч,Fuchs
146,Hase::N,кӧч,Hase
147,Maus::N,шыр,Maus
148,Wolf::N,кӧин,Wolf
149,Vogel::N,кай,Vogel
150,Schwarm::N,стая,Schwarm
151,Schwarm::N,чукӧр,Schwarm
152,Huhn::N,курӧг,Huhn
153,Hahn::N,петух,Hahn
154,Hahn::N,ай курӧг,Hahn
155,Gans::N,дзодзог,Gans
156,Adler::N,куч,Adler
157,Adler::N,кутш,Adler
158,Ente::N,утка,Ente
159,Eule::N,тупка,Eule
160,Kranich::N,тури,Kranich
161,Krähe::N,рака,Krähe
162,Kuckuck::N,кӧк,Kuckuck
163,Schwan::N,юсь,Schwan
164,Fisch::N,чери,Fisch
165,Barsch::N,ёкыш,Barsch
166,Hecht::N,сирпинь,Hecht
167,Schlange[Tier]::N,змей,Schlange
168,Wurm::N,номыр,Wurm
169,Spinne::N,черань,Spinne
170,Ameise::N,кӧдзывкар,Ameise
171,Laus::N,ляпа той,Laus
172,Mücke::N,ном,Mücke
173,Fliege::N,гут,Fliege
174,Schmetterling::N,бабыв,Schmetterling
175,Beere::N,ягӧд,Beere
176,Apfel::N,яблоко,Apfel
177,Pilz::N,тшак,Pilz
178,Zwiebel::N,грез,Zwiebel
179,Saat::N,кӧдзыс,Saat
180,Korn::N,сю,Korn
181,Heu::N,турун,Heu
182,Schale::N,кыш,Schale
183,Schale::N,киль,Schale
184,Grube::N,яма,Grube
185,Falle::N,нальк,Falle
186,Falle::N,кляпча,Falle
187,Schlinge::N,лӧч,Schlinge
188,Spur::N,туй,Spur
189,Asche::N,пӧим,Asche
190,Dreck::N,нять,Dreck
191,Eisen::N,кӧрт,Eisen
192,Gold::N,зарни,Gold
193,Silber::N,язісь,Silber
194,Kohle::N,шом,Kohle
195,Kohle::N,уголь,Kohle
196,Glas::N,стекло,Glas
197,Lehm::N,сёй,Lehm
198,Sand::N,лыа,Sand
199,Mensch::N,морт,Mensch
200,Mann::N,мужик,Mann
201,Frau::N,инька,Frau
202,Kind::N,кага,Kind
203,Junge::N,зонка,Junge
204,Mädchen::N,нывкаок,Mädchen
205,Familie::N,семья,Familie
206,Großvater::N,дед,Großvater
207,Großmutter::N,баб,Großmutter
208,Eltern::N,ай-мам,Eltern
209,Vater::N,ай,Vater
210,Mutter::N,мам,Mutter
211,Sohn::N,зон,Sohn
212,Tochter::N,ныв,Tochter
213,Bruder::N,вон,Bruder
214,Schwester::N,сой,Schwester
215,Onkel::N,дядь,Onkel
216,Tante::N,айӧлӧн сой,Tante
217,Tante::N,ичинь,Tante
218,Ehemann::N,жӧник,Ehemann
219,Ehefrau::N,инь,Ehefrau
220,Freude::N,гаж,Freude
221,Freude::N,радъялӧм,Freude
222,Gelächter::N,сералӧм,Gelächter
223,Glück::N,мичлун,Glück
224,Kummer::N,шог,Kummer
225,Wunsch::N,мӧдӧм,Wunsch
226,Wunsch::N,охотитӧм,Wunsch
227,Lust::N,охота,Lust
228,Geist::N,лов,Geist
229,Gedanke::N,дума,Gedanke
230,Gedächtnis::N,тӧдвыв,Gedächtnis
231,Verstand::N,вежӧр,Verstand
232,Sinn::N,ылӧс,Sinn
233,Grund::N,мог,Grund
234,Wahrheit::N,правда,Wahrheit
235,Gespräch::N,сёрни,Gespräch
236,Märchen::N,сказка,Märchen
237,Erzählung::N,висьт,Erzählung
238,Nachricht::N,юӧр,Nachricht
239,Nachricht::N,висьталӧм,Nachricht
240,Neuigkeit::N,новость,Neuigkeit
241,Name::N,ним,Name
242,Rätsel::N,загадка,Rätsel
243,Rede::N,сёрни,Rede
244,Sprache::N,кыв,Sprache
245,Stimme::N,голос,Stimme
246,Wort::N,кыв,Wort
247,Zeichen::N,пас,Zeichen
248,Ruf::N,чуксӧм,Ruf
249,Ruf::N,чукӧстӧм,Ruf
250,Lärm::N,шум,Lärm
251,Laut::N,шы,Laut
252,Ton::N,гор,Ton
253,Lied::N,сьыланкыв,Lied
254,Ruhe::N,спокой,Ruhe
255,Leute::N,йӧз,Leute
256,Volk::N,йӧз,Volk
257,Volk::N,народ,Volk
258,Arbeit::N,удж,Arbeit
259,Gast::N,гӧсь,Gast
260,Geschenk::N,гӧснеч,Geschenk
261,Geschenk::N,подарок,Geschenk
262,Spiel::N,орсӧм,Spiel
263,Gesellschaft::N,компания,Gesellschaft
264,Hilfe::N,отсӧт,Hilfe
265,Freund::N,модз,Freund
266,Freund::N,дружок,Freund
267,Kamerad::N,тӧдса,Kamerad
268,Angelegenheit::N,дело,Angelegenheit
269,Anzahl::N,лыд,Anzahl
270,Art::N,пӧлӧс,Art
271,Stück::N,тор,Stück
272,Teil::N,юкӧм,Teil
273,Hälfte::N,джын,Hälfte
274,Kreis::N,круг,Kreis
275,Kreuz::N,перна,Kreuz
276,Linie::N,визь,Linie
277,Strich::N,кырӧв,Strich
278,Abstand::N,колас,Abstand
279,Entfernung::N,ылына,Entfernung
280,Gegend::N,места,Gegend
281,Platz::N,места,Platz
282,Ort::N,места,Ort
283,Seite::N,ладор,Seite
284,Mitte::N,шӧр,Mitte
285,Gegenstand::N,тор,Gegenstand
286,Sache::N,тор,Sache
287,Rand::N,дор,Rand
288,Kante::N,ордлы,Kante
289,Ecke::N,пельӧс,Ecke
290,Spitze::N,йыв,Spitze
291,Ende::N,йыв,Ende
292,Loch::N,осьта,Loch
293,Winkel::N,пельӧс,Winkel
294,Muster::N,сер,Muster
295,Größe::N,ыжда,Größe
296,Länge::N,кузя,Länge
297,Höhe::N,сувда,Höhe
298,Höhe::N,вылына,Höhe
299,Gewicht::N,сьӧкта,Gewicht
300,Haufen::N,куча,Haufen
301,Reihe::N,лёдз,Reihe
302,Boot::N,пыж,Boot
303,Ruder::N,пелыс,Ruder
304,Schlitten::N,додь,Schlitten
305,Ski::N,лямпа,Ski
306,Lagerfeuer::N,бипур,Lagerfeuer
307,Last::N,тягота,Last
308,Gang::N,мунӧм,Gang
309,Schritt::N,вожмӧв,Schritt
310,Norden::N,ой,Norden
311,Süden::N,лун,Süden
312,Westen::N,рытвыв,Westen
313,Osten::N,асыв,Osten
314,Holz::N,пу,Holz
315,Brett::N,пӧв,Brett
316,Platte::N,плита,Platte
317,Stütze::N,пика,Stütze
318,Stange::N,зор,Stange
319,Stange::N,потш,Stange
320,Stock::N,бедь,Stock
321,Stab::N,шест,Stab
322,Rohr::N,труба,Rohr
323,Haus::N,керку,Haus
324,Heim::N,керку,Heim
325,Ofen::N,пӧжавны,Ofen
326,Fußboden::N,джодж,Fußboden
327,Tisch::N,пызан,Tisch
328,Stuhl::N,стул,Stuhl
329,Wiege::N,зыбка,Wiege
330,Bett::N,кровать,Bett
331,Regal::N,джадж,Regal
332,Kiste::N,ящик,Kiste
333,Fenster::N,ӧшын,Fenster
334,Tür::N,ыбӧс,Tür
335,Tor::N,ворота,Tor
336,Zaun::N,забор,Zaun
337,Dach::N,крыша,Dach
338,Leiter::N,лиснич,Leiter
339,Besen::N,рос,Besen
340,Spaten::N,зыр,Spaten
341,Schaufel::N,зыр,Schaufel
342,Gabel::N,вила,Gabel
343,Löffel::N,пань,Löffel
344,Messer::N,пурт,Messer
345,Nagel::N,кӧрттув,Nagel
346,Netz::N,кыйӧт,Netz
347,Haken::N,ем,Haken
348,Griff::N,пу,Griff
349,Schloss::N,замок,Schloss
350,Bild::N,картина,Bild
351,Figur::N,мыгӧр,Figur
352,Puppe::N,акань,Puppe
353,Beutel::N,мешӧк,Beutel
354,Bündel::N,нин,Bündel
355,Tasche::N,сумка,Tasche
356,Eimer::N,ведра,Eimer
357,Deckel::N,вевт,Deckel
358,Geschirr::N,доз,Geschirr
359,Geschirr::N,бекӧрпань,Geschirr
360,Sack::N,мешӧк,Sack
361,Tasse::N,бекӧр,Tasse
362,Topf::N,кастрюля,Topf
363,Kessel::N,пӧрт,Kessel
364,Essen::N,сёйӧм,Essen
365,Nahrung::N,вердан,Nahrung
366,Speise::N,сёян,Speise
367,Fleisch::N,яй,Fleisch
368,Getreide::N,сю,Getreide
369,Brei::N,каша,Brei
370,Brot::N,нянь,Brot
371,Scheibe::N,шӧрӧм,Scheibe
372,Fett::N,гос,Fett
373,Butter::N,ви,Butter
374,Öl::N,ви,Öl
375,Salz::N,сов,Salz
376,Suppe::N,шыд,Suppe
377,Honig::N,ма,Honig
378,Milch::N,йӧв,Milch
379,Tee::N,чай,Tee
380,Leder::N,кучик,Leder
381,Wolle::N,гӧн,Wolle
382,Stoff::N,дӧра,Stoff
383,Nadel::N,ем,Nadel
384,Faden::N,сунис,Faden
385,Knopf::N,кизь,Knopf
386,Knoten::N,узӧв,Knoten
387,Knoten::N,гӧрӧд,Knoten
388,Farbe::N,краска,Farbe
389,Kleidung::N,паськӧм,Kleidung
390,Hemd::N,йӧрнӧс,Hemd
391,Kragen::N,воротник,Kragen
392,Ärmel::N,сос,Ärmel
393,Hose::N,вешьян,Hose
394,Gürtel::N,йи,Gürtel
395,Mütze::N,шапка,Mütze
396,Schuh::N,ботинки,Schuh
397,Stiefel::N,сапог,Stiefel
398,Ring::N,чунькытш,Ring
399,Band::N,ленточка,Band
400,Kamm::N,сынан,Kamm
401,Spiegel::N,зеркало,Spiegel
402,Riemen::N,ремень,Riemen
403,Schnur::N,гез,Schnur
404,Leine::N,повод,Leine
405,Decke::N,одеяло,Decke
406,Kissen::N,подушка,Kissen
407,Tuch::N,чышьян,Tuch
408,Handtuch::N,чышкӧт,Handtuch
409,Kraft::N,прак,Kraft
410,Stärke::N,вын,Stärke
411,Gesundheit::N,здоровье,Gesundheit
412,Krankheit::N,шог,Krankheit
413,Schmerz::N,зубыт,Schmerz
414,Wunde::N,рана,Wunde
415,Fieber::N,лёк тресся,Fieber
416,Fieber::N,кынтан шогӧт,Fieber
417,Arznei::N,лекарство,Arznei
418,Brücke::N,пос,Brücke
419,Brunnen::N,колодец ,Brunnen
420,Weide::N,пода йирсян,Weide
421,Pfad::N,туй,Pfad
422,Weg::N,туй,Weg
423,Straße::N,туй,Straße
424,Dorf::N,деревня,Dorf
425,Stadt::N,город,Stadt
426,Brief::N,гижӧт,Brief
427,Buch::N,книга,Buch
428,Buchstabe::N,буква,Buchstabe
429,Zeitung::N,газета,Zeitung
430,Leben::N,олан,Leben
431,Tod::N,кулӧм,Tod
432,Grab::N,гу,Grab
433,Kirche::N,вичку,Kirche
434,Sünde::N,грек,Sünde
435,Gott::N,ен,Gott
436,Arbeiter::N,уджалiсь,Arbeiter
437,Chef::N,начальник,Chef
438,Meister::N,мастер,Meister
439,Arzt::N,врач,Arzt
440,Lehrer::N,велӧтісь,Lehrer
441,Geld::N,деньга,Geld
442,Geschäft::N,удж,Geschäft
443,Laden::N,магазин,Laden
444,Preis::N,дон,Preis
445,Ware::N,товар,Ware
446,Nutzen::N,путь,Nutzen
447,Reichtum::N,богатство,Reichtum
448,Welt::N,му,Welt
449,Land::N,страна,Land
450,Staat::N,государство,Staat
451,König::N,кан,König
452,Macht::N,власть,Macht
453,Grenze::N,граница,Grenze
454,Krieg::N,война,Krieg
455,Feind::N,враг,Feind
456,Kampf::N,нярасьӧм,Kampf
457,Kampf::N,вермасьӧм,Kampf
458,Bogen[Waffe]::N,лук,Bogen
459,Pfeil::N,ньӧв,Pfeil
460,Gewehr::N,ружьё,Gewehr
461,Fehler::N,ошибка,Fehler
462,Lüge::N,ылӧтӧм,Lüge
463,Lüge::N,пӧрьялӧм,Lüge
464,Schaden::N,лёк,Schaden
465,Unglück::N,пик,Unglück
466,Unglück::N,оказзё,Unglück
467,Schuld::N,вина,Schuld
468,Schluss::N,ком,Schluss
469,Zeit::N,кад,Zeit
470,Tag::N,лун,Tag
471,Morgen::N,асыв,Morgen
472,Mittag::N,луншӧр кад,Mittag
473,Abend::N,рыт,Abend
474,Nacht::N,ой,Nacht
475,Woche::N,неделя,Woche
476,Monat::N,тӧлicь,Monat
477,Jahr::N,год,Jahr
478,Frühling::N,тулыс,Frühling
479,Sommer::N,гожум,Sommer
480,Herbst::N,ар,Herbst
481,Winter::N,тӧв,Winter
482,Januar::N,январ,Januar
483,Februar::N,февраль,Februar
484,März::N,март,März
485,April::N,апрель,April
486,Mai::N,май,Mai
487,Juni::N,юнь,Juni
488,Juli::N,юль,Juli
489,August::N,август,August
490,September::N,сентяб,September
491,Oktober::N,октяб,Oktober
492,November::N,нояб,November
493,Dezember::N,декаб,Dezember
494,Montag::N,вильлун,Montag
495,Dienstag::N,мӧдӧдзлун,Dienstag
496,Mittwoch::N,шӧрлун,Mittwoch
497,Donnerstag::N,нёльӧдзлун,Donnerstag
498,Freitag::N,витӧдзлун,Freitag
499,Samstag::N,пывсянлун,Samstag
500,Sonntag::N,кресення,Sonntag
501,groß::A,ыджыт,groß
502,klein::A,учӧтик,klein
503,lang::A,кузь,lang
504,kurz::A,дженыт,kurz
505,breit::A,ота,breit
506,schmal::A,векнит,schmal
507,dicht::A,тшӧк,dicht
508,dick[Gegenstand]::A,кыз,dick
509,dünn::A,вӧснит,dünn
510,fein::A,вӧснит,fein
511,fest::A,крепыт,fest
512,flach::A,лапкӧса,flach
513,glatt::A,волькыт,glatt
514,hart::A,чӧрыт,hart
515,weich::A,небыт,weich
516,rund::A,гӧгрӧса,rund
517,spitz::A,ёся,spitz
518,scharf::A,лэчыт,scharf
519,stumpf::A,ныж,stumpf
520,schwer::A,сьӧкыт,schwer
521,schön::A,басӧк,schön
522,heiß::A,жар,heiß
523,warm::A,шоныт,warm
524,kalt::A,кӧдзыт,kalt
525,kühl::A,сайкыт,kühl
526,frisch::A,виль,frisch
527,feucht::A,вакодь,feucht
528,nass::A,ва,nass
529,trocken::A,кӧс,trocken
530,voll::A,тыра,voll
531,leer::A,тыртӧм,leer
532,offen::A,оссьӧм,offen
533,geschlossen::A,игана,geschlossen
534,geschlossen::A,пӧдана,geschlossen
535,sauber::A,сӧдз,sauber
536,sauber::A,сӧстӧм,sauber
537,schmutzig::A,нятьӧсь,schmutzig
538,roh::A,путӧм,roh
539,reif::A,кисьмалӧм,reif
540,lecker::A,кӧра ,lecker
541,süß::A,чӧскыт,süß
542,bitter::A,курыт,bitter
543,sauer::A,шӧма ,sauer
544,hell::A,югыт,hell
545,dunkel::A,пемыт,dunkel
546,schwarz::A,сьӧд,schwarz
547,weiß::A,чочком,weiß
548,rot::A,гӧрд,rot
549,gelb::A,веж,gelb
550,blau::A,лӧз,blau
551,grün::A,веж,grün
552,grau::A,руд,grau
553,grau::A,бусӧй,grau
554,bunt::A,быдрӧма,bunt
555,billig::A,донтӧм,billig
556,teuer::A,дона,teuer
557,wertvoll::A,дона,wertvoll
558,blind::A,синтӧм,blind
559,taub::A,пельтӧм,taub
560,kräftig::A,вына,kräftig
561,stark::A,вына,stark
562,schwach::A,некодя,schwach
563,fett::A,госа,fett
564,schlank::A,статя,schlank
565,hübsch::A,басӧк,hübsch
566,böse::A,лёк,böse
567,dumm::A,бӧбӧв,dumm
568,dumm::A,вежӧртӧм,dumm
569,faul::A,дыш,faul
570,fleißig::A,уджалicь,fleißig
571,geizig::A,жикмӧра,geizig
572,geizig::A,горшаліcь,geizig
573,klug::A,авья,klug
574,klug::A,вежӧра,klug
575,geschickt::A,кипода,geschickt
576,lieb::A,муса,lieb
577,lieb::A,дзулиньӧй,lieb
578,lustig::A,гажа,lustig
579,sanft::A,лебезнӧй,sanft
580,hungrig::A,тшыг,hungrig
581,krank::A,шогалiсь,krank
582,nackt::A,куш,nackt
583,traurig::A,жугыль,traurig
584,lebendig::A,ловья,lebendig
585,gut::A,бур,gut
586,schlecht::A,умӧль,schlecht
587,schlimm::A,нештӧм,schlimm
588,alt::A,важ,alt
589,neu::A,виль,neu
590,ehemalig::A,вӧвлӧм,ehemalig
591,alt[Lebewesen]::A,года,alt
592,alt[Lebewesen]::A,годдэза,alt
593,jung::A,том,jung
594,arm::A,гов,arm
595,arm::A,беднӧй,arm
596,reich::A,эма,reich
597,bekannt::A,тӧдса,bekannt
598,fremd::A,чужӧй,fremd
599,verschieden::A,быдкодь,verschieden
600,nah::A,матiсь,nah
601,fern::A,ылicь,fern
602,linker::A,шульга,linker
603,rechter::A,веськытланись,rechter
604,anderer::A,мукӧд,anderer
605,erster::A,медодзза,erster
606,zweiter::A,кыкӧт,zweiter
607,dritter::A,куимӧт,dritter
608,dritter::A,куимӧдз,dritter
609,letzter::A,бӧрья,letzter
610,letzter::A,мёдбӧрья,letzter
611,auf einmal::ADV,тшӧтш,auf einmal
612,zusammen::ADV,ӧтлаын,zusammen
613,lange::ADV,дыр,lange
614,plötzlich::ADV,друг,plötzlich
615,sofort::ADV,тшӧтш,sofort
616,später::ADV,медбӧрын,später
617,jetzt::ADV,ӧні,jetzt
618,heute::ADV,талун,heute
619,morgen::ADV,ашын,morgen
620,bald::ADV,чожа,bald
621,dann::ADV,сыбӧрын,dann
622,gestern::ADV,тӧн,gestern
623,einst::ADV,ӧтпыр,einst
624,damals::ADV,сэк,damals
625,damals::ADV,сэки,damals
626,danach::ADV,сэсся,danach
627,vorher::ADV,одзжык,vorher
628,zuerst::ADV,наперво,zuerst
629,einmal::ADV,ӧтпыр,einmal
630,manchmal::ADV,мукӧдпыр,manchmal
631,oft::ADV,-лы-,oft
632,immer::ADV,быдпыр,immer
633,immer::ADV,быдпырся,immer
634,niemals::ADV,некӧр,niemals
635,hier::ADV,татӧн,hier
636,hierhin::ADV,татчӧ,hierhin
637,von hier::ADV,тасянь,von hier
638,dort::ADV,сэтӧн,dort
639,dorthin::ADV,сэтчин,dorthin
640,geradeaus::ADV,веськыта,geradeaus
641,vorwärts::ADV,одзӧ,vorwärts
642,rückwärts::ADV,бӧр,rückwärts
643,zurück::ADV,бӧр,zurück
644,unten::ADV,увтын,unten
645,hinab::ADV,увтас,hinab
646,oben::ADV,вевдӧрас,oben
647,hinauf::ADV,вывлань,hinauf
648,hinauf::ADV,вывланьӧ,hinauf
649,überall::ADV,быдлан,überall
650,nicht::ADV,ог,nicht
651,ein wenig::ADV,-ышт,ein wenig
652,ein wenig::ADV,невна,ein wenig
653,kaum::ADV,ӧдва,kaum
654,sehr::ADV,вывтi,sehr
655,so::ADV,сiдз,so
656,noch::ADV,эшӧ,noch
657,nur::ADV,только,nur
658,schon::ADV,ни,schon
659,wieder::ADV,бӧра,wieder
660,vergebens::ADV,весись,vergebens
661,vor::PRP,одзас,vor
662,hinter::PRP,бӧрӧ,hinter
663,unter::PRP,увтын,unter
664,durch::PRP,пыр,durch
665,neben::PRP,бокам,neben
666,neben::PRP,боксиным,neben
667,zwischen::PRP,коласас,zwischen
668,wegen::PRP,понда,wegen
669,dies::PRN,эта,dies
670,das::PRN,сiя,das
671,alles::PRN,быдӧс,alles
672,ich::PRN,ме,ich
673,du::PRN,тэ,du
674,er::PRN,сiя,er
675,wir::PRN,мийӧ,wir
676,ihr::PRN,ті,ihr
677,sie::PRN,нія,sie
678,was::FPRN,мый,was
679,wer::FPRN,кин,wer
680,wo::FADV,кытӧн,wo
681,wohin::FADV,кытчӧ,wohin
682,wie::FADV,дзик,wie
683,warum::FADV,мыля,warum
684,warum::FADV,мыйсянь,warum
685,wieviel::FNUM,мымда,wieviel
686,eins::NUM,ӧт,eins
687,zwei::NUM,кык,zwei
688,drei::NUM,куим,drei
689,vier::NUM,нёль,vier
690,fünf::NUM,вит,fünf
691,sechs::NUM,квать,sechs
692,sieben::NUM,сизим,sieben
693,acht::NUM,кыкьямыс,acht
694,neun::NUM,ӧкмыс,neun
695,zehn::NUM,дас,zehn
696,elf::NUM,дасотік,elf
697,zwölf::NUM,даскык,zwölf
698,zwanzig::NUM,кыкдас,zwanzig
699,dreißig::NUM,куимдас,dreißig
700,vierzig::NUM,нёльдас,vierzig
701,fünfzig::NUM,витдас,fünfzig
702,sechzig::NUM,кватьдас,sechzig
703,siebzig::NUM,сизимдас,siebzig
704,achtzig::NUM,кыкьямысдас,achtzig
705,neunzig::NUM,ӧкмысдас,neunzig
706,hundert::NUM,сто,hundert
707,tausend::NUM,тысяча,tausend
708,und::CNJ,и,und
709,und::CNJ,да,und
710,oder::CNJ,или,oder
711,stehen::V,сулавны,stehen
712,sitzen::V,пукавны,sitzen
713,liegen::V,куйлыны,liegen
714,hängen::V,ӧшавны,hängen
715,werden::V,лоны,werden
716,passieren::V,аркмыны,passieren
717,beginnen::V,петны,beginnen
718,enden::V,-сь,enden
719,enden::V,бырны,enden
720,wechseln::V,вежсьыны,wechseln
721,aufgehen[Sonne]::V,петавны,aufgehen
722,untergehen[Sonne]::V,пуксьыны,untergehen
723,scheinen[Sonne]::V,югьявны,scheinen
724,donnern::V,гымавны,donnern
725,wehen::V,пӧлявны,wehen
726,strömen::V,киссьыны,strömen
727,fließen::V,визывтны,fließen
728,sich drehen::V,бергавны,sich drehen
729,schwanken::V,кӧвьясьны,schwanken
730,schwingen::V,дюттясьны,schwingen
731,fallen::V,усьны,fallen
732,brennen::V,сотчыны,brennen
733,rauchen::V,тшынасьны,rauchen
734,regnen::V,зэрны,regnen
735,gefrieren::V,гегдыны,gefrieren
736,tauen::V,сывны,tauen
737,schmelzen::V,сывны,schmelzen
738,trocknen::V,косьмыны,trocknen
739,sieden::V,пизьны,sieden
740,faulen::V,нёльзьыны,faulen
741,verfaulen::V,тӧрмыны,verfaulen
742,verfaulen::V,сiсьмыны,verfaulen
743,reißen::V,косясьны,reißen
744,versinken::V,вӧйны,versinken
745,vergehen::V,мунны,vergehen
746,erscheinen::V,мыччисьны,erscheinen
747,verschwinden::V,ӧшны,verschwinden
748,sinken::V,ямны,sinken
749,abnehmen::V,ямны,abnehmen
750,zunehmen::V,паськавны,zunehmen
751,steigen::V,лэбтiсьны,steigen
752,wachsen::V,быдмыны,wachsen
753,glänzen::V,свиттявны,glänzen
754,funkeln::V,югйовтлыны,funkeln
755,funkeln::V,югйӧв-керны,funkeln
756,lärmen::V,чавзыны,lärmen
757,läuten::V,диньгыны,läuten
758,klingeln::V,силькӧтны,klingeln
759,klirren::V,жольӧтны,klirren
760,brausen::V,гуасьны,brausen
761,rauschen::V,кышӧтны,rauschen
762,klingen::V,горавны,klingen
763,bellen::V,увтны,bellen
764,bellen::V,вувтны,bellen
765,heulen::V,уннявны,heulen
766,blasen::V,пӧлявны,blasen
767,pfeifen::V,пиксыны,pfeifen
768,schreien::V,айзыны,schreien
769,stöhnen::V,ойзыны,stöhnen
770,stöhnen::V,ружтыны,stöhnen
771,zittern::V,легьявны,zittern
772,leben::V,овны,leben
773,geboren werden::V,шогмыны,geboren werden
774,atmen::V,лолавны,atmen
775,trinken::V,юны,trinken
776,essen::V,сёйны,essen
