,Concept_ID,cv,vep
244,Mutter::N,анне,mam
245,Sohn::N,ывӑл,poig
246,Tochter::N,хӗр,tütär
247,Bruder::N,ар тӑван,veik
248,Bruder::N,ар тӑван,vell'
249,Schwester::N,аппа,čiža
250,Schwester::N,аппа,sizar
251,Schwester::N,йӑмӑк,čiža
252,Schwester::N,йӑмӑк,sizar
253,Onkel::N,мучи,däd'
254,Onkel::N,пичче,däd'
255,Tante::N,аппа,tädi
256,Ehemann::N,упӑшка,mužik
257,Ehefrau::N,арӑм,ak
258,Freude::N,савӑнӑҫ,ilo
259,Freude::N,савӑнӑҫ,ihastuz
260,Freude::N,хаваслӑх,ilo
261,Freude::N,хаваслӑх,ihastuz
262,Gelächter::N,кулӑ,nagr
263,Glück::N,телей,oza
264,Glück::N,ӑраскал,oza
265,Kummer::N,хурлӑх,gor'a
266,Wunsch::N,ӗмӗт,taht
267,Wunsch::N,кӑмӑл,taht
268,Lust::N,кӑмӑл,himo
269,Geist::N,чун-чӗм,heng
270,Geist::N,ыр-усал,heng
271,Geist::N,чун хавалӗ,heng
272,Gedanke::N,шухӑш,meletuz
273,Gedächtnis::N,ас,mušt
274,Verstand::N,ӑс,mel'
275,Verstand::N,ӑс-тӑн,mel'
276,Verstand::N,ӑс-хакӑл,mel'
277,Sinn::N,тупсӑм,jüvä
278,Sinn::N,пӗлтерӗш,jüvä
279,Grund::N,сӑлтав,sü
280,Wahrheit::N,чӑнлӑх,tozi
281,Gespräch::N,калаҫу,lodu
282,Gespräch::N,калаҫу,pagin
283,Märchen::N,юмах,sarn
284,Erzählung::N,акалав,sanutez
285,Erzählung::N,каласа пани,sanutez
286,Nachricht::N,хыпар,tedotuz
287,Neuigkeit::N,ҫӗнӗ хыпар,uzištuz
288,Name::N,ят,nimi
289,Rätsel::N,сутмалли юмах,ozoitez
290,Rede::N,сӑмах,pagin
291,Rede::N,сӑмах,sanad
292,Sprache::N,чӗлхе,kel'
293,Stimme::N,сасӑ,än'
294,Wort::N,сӑмах,sana
295,Zeichen::N,паллӑ,znam
296,Ruf::N,йыхрав,kida
297,Ruf::N,йыхрав,kucund
298,Ruf::N,чӗнӳ,kida
299,Ruf::N,чӗнӳ,kucund
300,Lärm::N,шав,judu
301,Laut::N,сасӑ,kulund
302,Ton::N,сасӑ,kulund
303,Lied::N,юрӑ,pajo
304,Ruhe::N,канӑҫлӑх,lebu
305,Ruhe::N,лӑпкӑлӑх,lebu
306,Leute::N,ҫамрӑксем,rahvaz
307,Leute::N,ҫамрӑк ҫынсем,rahvaz
308,Volk::N,халӑх,rahvaz
309,Arbeit::N,ӗҫхӗл,tö
310,Arbeit::N,ӗҫхӗл,rad
311,Arbeit::N,ӗҫлев,tö
312,Arbeit::N,ӗҫлев,rad
313,Gast::N,хӑна,adiv
314,Geschenk::N,парне,lahj
315,Geschenk::N,кучченеҫ,lahj
316,Spiel::N,вӑйӑ,vänd
317,Gesellschaft::N,общество,sebr
318,Hilfe::N,пулӑшу,abu
319,Freund::N,тус,sebranik
320,Kamerad::N,юлташ,sebranik
321,Kamerad::N,тус,sebranik
322,Angelegenheit::N,ӗҫ,azj
323,Anzahl::N,йыш,lugu
324,Anzahl::N,хисеп,lugu
325,Art::N,тӗс,rod
326,Art::N,тӗс,rodsugu
327,Stück::N,татӑк,pala
328,Stück::N,татӑк,supal
329,Teil::N,пай,pala
330,Hälfte::N,ҫурӑ,pol'
331,Kreis::N,ункӑ,ümbruz
332,Kreis::N,ункӑ,kehkruz
333,Kreis::N,ҫавракӑш,ümbruz
334,Kreis::N,ҫавракӑш,kehkruz
335,Kreuz::N,хӗрес,rist
336,Linie::N,йӗр,pird
337,Strich::N,йӗр,pird
338,Abstand::N,хушӑ,keskust
339,Entfernung::N,хушӑ,matk
340,Gegend::N,вырӑн,taho
341,Platz::N,хутлӑх,avaruz'
342,Ort::N,вырӑн,koht
343,Seite::N,ен,pol'
344,Seite::N,ен,kül'g
345,Seite::N,аяк,pol'
346,Seite::N,аяк,kül'g
347,Seite::N,айӑк,pol'
348,Seite::N,айӑк,kül'g
349,Mitte::N,варӑ,kesk
350,Gegenstand::N,япала,kalu
351,Sache::N,япала,azj
352,Rand::N,вӗҫ,röun
353,Rand::N,хӗрӗ,röun
354,Rand::N,хӗрри,röun
355,Kante::N,хайкача,röun
356,Kante::N,хысак,röun
357,Ecke::N,кӗтес,saum
358,Spitze::N,вӗҫ,agjaine
359,Ende::N,вӗҫ,agj
360,Loch::N,шӑтӑк,reig
361,Winkel::N,кӗтес,čoga
362,Winkel::N,кӗтес,saum
363,Muster::N,эреш,kirjam
364,Größe::N,пысӑкӑш,suruz'
365,Länge::N,вӑрӑмӑш,piduz
366,Höhe::N,ҫӳллӗш,korktuz'
367,Gewicht::N,виҫе,jügu
368,Gewicht::N,виҫе,vedäduz
369,Gewicht::N,йывӑрӑш,jügu
370,Gewicht::N,йывӑрӑш,vedäduz
371,Menge::N,йыш,äjüz'
372,Haufen::N,купа,kogo
373,Reihe::N,рет,rivi
374,Boot::N,кимӗ,veneh
375,Ruder::N,кӗсмен,air
376,Schlitten::N,ҫуна,regi
377,Schlitten::N,ҫуна,regut
378,Ski::N,йӗлтӗр,suks'
379,Lagerfeuer::N,вут,nodj
380,Lagerfeuer::N,вут,pažag
381,Lagerfeuer::N,кӑвайт,nodj
382,Lagerfeuer::N,кӑвайт,pažag
383,Last::N,сулмаклӑх,jüguz
384,Last::N,йывӑр япала,jüguz
385,Gang::N,куҫӑм,astund
386,Schritt::N,утӑм,hašk
387,Schritt::N,пусӑм,hašk
388,Norden::N,ҫурҫӗр,pohjoine
389,Süden::N,кӑнтӑр,suvi
390,Westen::N,анӑҫ,päivlaskm
391,Westen::N,хӗвел анӑҫ,päivlaskm
392,Osten::N,хӗвел тухӑҫ,päivnouzm
393,Holz::N,йывӑҫ,pu
394,Brett::N,хӑма,laud
395,Platte::N,плита,keitim
396,Stütze::N,ура,tugi
397,Stange::N,шерте,arz'
398,Stock::N,патак,kalu
399,Stab::N,шӑчӑ,seibaz
400,Rohr::N,пӑрӑх,torv
401,Haus::N,ҫурт,pert'
402,Heim::N,кил,kodi
403,Ofen::N,кӑмака,päč
404,Fußboden::N,урай,lava
405,Tisch::N,сӗтел,laud
406,Tisch::N,сӗтел,stal'c
407,Stuhl::N,пукан,ištim
408,Wiege::N,сӑпка,kätte
409,Bett::N,кравать,sija
410,Bett::N,кравать,magaduzsija
411,Regal::N,ҫӳлӗк,palič
412,Regal::N,сентре,palič
413,Kiste::N,ещӗк,mülütim
414,Kiste::N,сунтӑх,mülütim
415,Fenster::N,чӳрече,ikun
416,Tür::N,алӑк,uks'
417,Tor::N,хапха,verai
418,Zaun::N,хӳме,aid
419,Dach::N,тӑрӑ,katuz
420,Leiter::N,пусма,pordhad
421,Besen::N,шӑпӑр,lud
422,Besen::N,шӑпӑр,vast
423,Spaten::N,кӗреҫе,labid
424,Schaufel::N,кӗреҫе,labid
425,Gabel::N,вилка,hangoine
426,Löffel::N,кашӑк,luzik
427,Messer::N,ҫӗҫӗ,veič
428,Nagel::N,пӑта,nagl
429,Netz::N,тетел,verk
430,Haken::N,йӑрхах,kouk
431,Haken::N,ҫекӗл,kouk
432,Griff::N,хӑлӑп,kägä
433,Griff::N,хӑлӑп,varz'
434,Schloss::N,ҫӑра,lukkol
435,Bild::N,сӑн,kuva
436,Bild::N,сӑнлӑх,kuva
437,Bild::N,картина,kuva
438,Figur::N,кӗлетке,figur
439,Puppe::N,пукане,tätüine
440,Beutel::N,михӗ,havad
441,Bündel::N,ҫыхӑ,toppaz
442,Bündel::N,ҫыхӑ,käč
443,Bündel::N,тӗрке,toppaz
444,Bündel::N,тӗрке,käč
445,Tasche::N,сумка,sumk
446,Eimer::N,витре,vädr
447,Deckel::N,хупӑ,katuz
448,Geschirr::N,савӑт-сапа,astii
449,Sack::N,михӗ,havad
450,Tasse::N,курка,čašk
451,Topf::N,кастрюль,pada
452,Kessel::N,хуран,katil
453,Essen::N,апат,sönd
454,Nahrung::N,апат-ҫимӗс,söm
455,Speise::N,апат,sömine
456,Speise::N,ҫимӗҫ,sömine
457,Fleisch::N,аш,liha
458,Fleisch::N,какай,liha
459,Getreide::N,тырӑ,vill'
460,Brei::N,пӑтӑ,pudr
461,Brot::N,ҫӑкӑр,leib
462,Scheibe::N,чӗлӗ,bibaleh
463,Scheibe::N,чӗлӗ,šlik
464,Scheibe::N,касӑк,bibaleh
465,Scheibe::N,касӑк,šlik
466,Fett::N,ҫу,razv
467,Butter::N,ҫу,voi
468,Öl::N,ҫу,voi
469,Salz::N,тӑвар,sol
470,Suppe::N,яшка,lem'
471,Suppe::N,яшка,keitoz
472,Honig::N,пыл,mezi
473,Milch::N,сӗт,maid
474,Tee::N,чей,čai
475,Leder::N,сӑран,nahk
476,Wolle::N,ҫӑм,vill
477,Stoff::N,тӗртӗм,kangaz
478,Nadel::N,йӗп,negl
479,Faden::N,ҫип,nit'
480,Knopf::N,тӳме,nübl'
481,Knoten::N,йӑлӑ,sol'm
482,Farbe::N,сӑрӑ,muju
483,Kleidung::N,тум,sobad
484,Kleidung::N,ҫипуҫ,sobad
485,Kleidung::N,тум-тир,sobad
486,Hemd::N,кӗпе,paid
487,Kragen::N,ҫуха,kagluz
488,Ärmel::N,ҫанӑ,hijam
489,Hose::N,шӑлавар,štanad
490,Gürtel::N,пиҫиххи,vö
491,Mütze::N,ҫӗлӗк,šapuk
492,Schuh::N,пушмак,keng'
493,Schuh::N,ботинок,keng'
494,Stiefel::N,атӑ,sapug
495,Ring::N,ҫӗрӗ,rengaz
496,Band::N,хаю,lentaine
497,Band::N,йӗсме,lentaine
498,Kamm::N,тура,suga
499,Spiegel::N,тӗкӗр,zerkol
500,Spiegel::N,куҫ кӗски,zerkol
501,Riemen::N,чӗн,vö
502,Schnur::N,кантра,nor
503,Leine::N,касмӑк,talutimnor
504,Decke::N,утиял,sijakatuz
505,Kissen::N,ҫытар,pöluz
506,Kissen::N,минтер,pöluz
507,Tuch::N,тутӑр,paik
508,Handtuch::N,ал шӑлли,käzipaik
509,Kraft::N,вӑй,vägi
510,Kraft::N,хӑват,vägi
511,Stärke::N,хал,vahvuz'
512,Stärke::N,хӑват,vahvuz'
513,Gesundheit::N,хал,tervhuz
514,Gesundheit::N,сывлӑх,tervhuz
515,Krankheit::N,чир,läžund
516,Schmerz::N,ырату,kibu
517,Wunde::N,суран,čapatez
518,Fieber::N,сив чир,säru
519,Arznei::N,эмел,zel'l'
520,Brücke::N,кӗпер,sild
521,Brunnen::N,ҫӑл,kaiv
522,Brunnen::N,пусӑ,kaiv
523,Weide::N,ҫаран,omaluine
524,Pfad::N,йӗр,tehut
525,Pfad::N,сукмак,tehut
526,Weg::N,ҫул,te
527,Weg::N,ҫул-йӗр,te
528,Straße::N,ҫӳрев,te
529,Straße::N,ҫул ҫӳрени,te
530,Dorf::N,ял,külä
531,Stadt::N,хула,lidn
532,Brief::N,ҫыру,kirjeine
533,Buch::N,кӗнеке,kirj
534,Buchstabe::N,сас палли,kirjam
535,Zeitung::N,хаҫат,lehtez
536,Leben::N,пурнӑҫ,elo
537,Tod::N,вилӗм,surm
538,Grab::N,масар шӑтӑкӗ,kaum
539,Kirche::N,чиркӳ,jumalanpert'
540,Sünde::N,ҫылӑх,grähk
541,Gott::N,турӑ,jumal
542,Arbeiter::N,рабочи,radnik
543,Chef::N,пуҫлӑх,pämez'
544,Meister::N,ӑста,mastar
545,Meister::N,мастер,mastar
546,Arzt::N,врач,lekar'
547,Arzt::N,тухтӑр,lekar'
548,Lehrer::N,учитель,opendai
549,Lehrer::N,вӗрентекен,opendai
550,Geld::N,укҫа,rahad
551,Geschäft::N,бизнес,biznes
552,Laden::N,магазин,lauk
553,Preis::N,хак,arv
554,Ware::N,тавар,tavar
555,Nutzen::N,пайта,liža
556,Reichtum::N,мул,kodielo
557,Reichtum::N,мул,kal'huz'
558,Welt::N,тӗнче,mail'm
559,Land::N,ҫӗр-шыв,ma
560,Staat::N,патшàлӑх,valdkund
561,König::N,король,kunigaz
562,Macht::N,власть,vald
563,Grenze::N,чикӗ,röun
564,Krieg::N,вӑрҫӑ,soda
565,Feind::N,тӑшман,vihanik
566,Feind::N,тӑшман,vastustai
567,Gewalt::N,ирӗксӗрлӳ,vägivald
568,Kampf::N,кӗрешӳ,tora
569,Bogen[Waffe]::N,ухӑ,taug
570,Pfeil::N,ҫӗмрен,nol
571,Pfeil::N,ухӑ йӗппи,nol
572,Gewehr::N,пӑшал,oružj
573,Fehler::N,йӑнӑш,viga
574,Lüge::N,суя,kelastuz
575,Lüge::N,ултав,kelastuz
576,Schaden::N,сиен,pahuz'
577,Unglück::N,шар,bed
578,Unglück::N,шар,gor'a
579,Unglück::N,инкек,bed
580,Unglück::N,инкек,gor'a
581,Schuld::N,айӑп,värhuz'
582,Alter::N,ҫул шучӗ,igä
583,Schluss::N,пӗтни,lop
584,Schluss::N,пӗтмӗш,lop
585,Zeit::N,вӑхӑт,aig
586,Tag::N,кун,päiv
587,Morgen::N,ир,homendez
588,Mittag::N,кӑнтӑрла,keskpäiv
589,Abend::N,каҫ,eht
590,Nacht::N,каҫ,ö
591,Woche::N,эрне,nedal'
592,Monat::N,уйӑх,ku
593,Jahr::N,ҫулталӑк,voz'
594,Frühling::N,ҫур,keväz'
595,Frühling::N,ҫуркунне,keväz'
596,Sommer::N,ҫу,keza
597,Sommer::N,ҫулла,keza
598,Herbst::N,кӗр,sügüz'
599,Herbst::N,кӗркунне,sügüz'
600,Winter::N,хӗл,tal'v
601,Winter::N,хӗлле,tal'v
602,Januar::N,январь,viluku
603,Februar::N,февраль,uhoku
604,Februar::N,кӗҫӗн кӑрлач,uhoku
605,März::N,март,keväz'ku
606,März::N,пуш уйӑхӗ,keväz'ku
607,April::N,апрель,sulaku
608,Mai::N,май,semendku
609,Juni::N,июнь,kezaku
610,Juli::N,июль,heinku
611,August::N,август,eloku
612,September::N,сентябрь,sügüz'ku
613,September::N,авӑн уйӑхӗ,sügüz'ku
614,Oktober::N,октябрь,reduku
615,November::N,ноябрь,kül'mku
616,Dezember::N,раштав,tal'vku
617,Dezember::N,декабрь,tal'vku
618,Montag::N,тунти кун,ezmärg
619,Dienstag::N,ытлари кун,tožnarg
620,Mittwoch::N,юн кун,koumanz'päiv
621,Donnerstag::N,кӗҫнерни кун,nellänz'päiv
622,Freitag::N,эрне кун,pätnič
623,Freitag::N,эрне кун,videnz'päiv
624,Samstag::N,шӑмат кун,sobat
625,Sonntag::N,вырсарни кун,pühäpäiv
626,groß::A,пысӑк,sur'
627,groß::A,пысӑк,järed
628,klein::A,пӗчӗк,pen'
629,klein::A,пӗчӗк,pičuine
630,lang::A,вӑрӑм,pit'k
631,kurz::A,кӗске,lühüd
632,breit::A,сарлака,leved
633,schmal::A,ансӑр,kaid
634,dicht::A,йӑвӑ,tihed
635,dick[Gegenstand]::A,хулӑн,paks
636,dünn::A,ҫинҫе,hoik
637,dünn::A,ҫӳхе,hoik
638,fein::A,тарай,hen
639,fein::A,вӗлтӗрти,hen
640,fest::A,тӗреклӗ,luja
641,fest::A,тӗреклӗ,ninev
642,flach::A,лаптак,lapak
643,glatt::A,такӑр,siled
644,hart::A,хытӑ,kova
645,weich::A,ҫемҫе,pehmed
646,rund::A,ҫавра,kehker
647,spitz::A,шӗвӗр,nügu
648,spitz::A,шӗвӗр,terav
649,scharf::A,ҫивӗч,terav
650,stumpf::A,мӑка,tül'c
651,stumpf::A,пуклак,tül'c
652,stumpf::A,тӗрӗнчӗк,tül'c
653,stumpf::A,ӑнкарусӑр,tül'c
654,schwer::A,йывӑр,jüged
655,schön::A,илемлӗ,čoma
656,heiß::A,вӗри,räk
657,warm::A,ӑшӑ,läm'
658,kalt::A,сивӗ,vilu
659,kühl::A,уҫӑ,raibak
660,kühl::A,уҫӑ,viluhk
661,frisch::A,уҫӑ,lahed
662,feucht::A,йӗпе,neps
663,feucht::A,йӗпе,toreh
664,nass::A,нӳрӗ,märg
665,trocken::A,типӗ,kuiv
666,voll::A,тулли,täuz'
667,leer::A,пушӑ,joudai
668,offen::A,уҫӑ,avoin
669,offen::A,уҫӑ,avol'jaine
670,geschlossen::A,хупӑ,saubaline
671,sauber::A,таса,puhtaz
672,schmutzig::A,пылчӑклӑ,redukaz
673,schmutzig::A,вараланчӑк,redukaz
674,roh::A,чӗрӗ,rohk
675,roh::A,чӗрӗ,toreh
676,reif::A,пулнӑ,küps
677,reif::A,пиҫӗхнӗ,küps
678,reif::A,аталаннӑ,küps
679,reif::A,пиҫсе ҫитнӗ,küps
680,lecker::A,тутлӑ,magukaz
681,lecker::A,техӗмлӗ,magukaz
682,süß::A,пылак,maged
683,bitter::A,йӳҫӗ,karged
684,sauer::A,йӳҫӗ,muiged
685,sauer::A,йӳҫек,muiged
686,sauer::A,кӑвасак,muiged
687,hell::A,ҫутӑ,kirkas
688,hell::A,ҫутӑ,valgei
689,dunkel::A,тӗттӗм,pimed
690,schwarz::A,хура,must
691,weiß::A,шурӑ,vauged
692,rot::A,хӗрлӗ,rusked
693,gelb::A,сарӑ,pakuine
694,blau::A,кӑвак,sinine
695,grün::A,симӗс,vihand
696,grün::A,пиҫмен,vihand
697,grün::A,ӑс пухман,vihand
698,grau::A,кӑвак,hahk
699,bunt::A,чӑпар,kirjav
700,billig::A,йӳнӗ,odav
701,teuer::A,хаклӑ,kalliž
702,wertvoll::A,паха,arvokas
703,blind::A,суккӑр,soged
704,taub::A,хӑлхасӑр,kurdiž
705,kräftig::A,хӑватлӑ,vägev
706,stark::A,вирлӗ,vahv
707,stark::A,вирлӗ,vägekaz
708,schwach::A,халсӑр,väll'
709,fett::A,самӑр,razvakaz
710,fett::A,мӑнтӑр,razvakaz
711,schlank::A,йӑрӑс,kapos
712,schlank::A,яштака,kapos
713,hübsch::A,хитре,čoma
714,böse::A,усал,äred
715,böse::A,усал,käred
716,dumm::A,ухмах,el'getoi
717,faul::A,наян,lašk
718,faul::A,юлхав,lašk
719,faul::A,ӳркенчӗк,lašk
720,fleißig::A,хастар,radonnavedii
721,geizig::A,хытӑ,ažlak
722,klug::A,ӑслӑ,melev
723,klug::A,ӑслӑ,melekaz
724,geschickt::A,ӑста,mahtokaz
725,lieb::A,савнӑ,izo
726,lieb::A,савнӑ,sula
727,lustig::A,хаваслӑ,ilokaz
728,sanft::A,ачаш,laskav
