,Concept_ID,sl,pl
813,sieben::NUM,sédem,siedem
814,acht::NUM,ósem,osiem
815,neun::NUM,devét,dziewięć
816,zehn::NUM,desét,dziesięć
817,elf::NUM,enájst,jedenaście
818,zwölf::NUM,dvánajst,dwanaście
819,zwanzig::NUM,dvájset,dwadzieścia
820,dreißig::NUM,trídeset,trzydzieści
821,vierzig::NUM,štírideset,czterdzieści
822,fünfzig::NUM,pétdeset,pięćdziesiąt
823,sechzig::NUM,šéstdeset,sześćdziesiąt
824,siebzig::NUM,sédemdeset,siedemdziesiąt
825,achtzig::NUM,ósemdeset,osiemdziesiąt
826,neunzig::NUM,devétdeset,dziewięćdziesiąt
827,hundert::NUM,stó,sto
828,tausend::NUM,tísoč,tysiąc
829,und::CNJ,in,i
830,oder::CNJ,áli,lub
831,oder::CNJ,áli,albo
832,stehen::V,státi,stać
833,sitzen::V,sedéti,siedzieć
834,liegen::V,ležáti,leżeć
835,hängen::V,viséti,wisieć
836,werden::V,postáti,zostać
837,werden::V,postáti,stać się
838,passieren::V,zgodíti se,dziać się
839,passieren::V,zgodíti se,zdarzyć się
840,beginnen::V,začéti se,zacząć się
841,enden::V,končáti se,kończyć się
842,wechseln::V,ménjati se,zmienić się
843,aufgehen[Sonne]::V,vzíti,wzejść
844,untergehen[Sonne]::V,zaíti,zajść
845,scheinen[Sonne]::V,sijáti,świecić
846,donnern::V,grméti,grzmieć
847,wehen::V,píhati,wiać
848,strömen::V,líti,płynąć
849,strömen::V,líti,lać się
850,fließen::V,têči,ciec
851,fließen::V,têči,płynąć
852,sich drehen::V,vrtéti se,obracać się
853,schwanken::V,kolébati,chwiać się
854,schwingen::V,níhati,wahać się
855,fallen::V,pádati,padać
856,brennen::V,goréti,palić się
857,rauchen::V,kadíti se,dymić
858,rauchen::V,kadíti se,dymić się
859,regnen::V,deževáti,padać
860,gefrieren::V,zmŕzniti,zamarznąć
861,tauen::V,tájati,tajać
862,schmelzen::V,kopnéti,topnieć
863,trocknen::V,sušíti se,schnąć
864,sieden::V,kipéti,wrzeć
865,sieden::V,kipéti,kipieć
866,faulen::V,gníti,gnić
867,verfaulen::V,zgníti,zgnić
868,reißen::V,tŕgati se,urywać się
869,versinken::V,pogrézniti se,tonąć
870,vergehen::V,miníti,przechodzić
871,erscheinen::V,pojáviti se,zjawiać się
872,verschwinden::V,izgíniti,zniknąć
873,sinken::V,péšati,spadać
874,abnehmen::V,pojémati,spadać
875,zunehmen::V,véčati se,wzrosnąć
876,zunehmen::V,množíti se,wzrosnąć
877,steigen::V,dvígati se,wzrastać
878,wachsen::V,rásti,rosnąć
879,glänzen::V,sijáti,błyszczeć
880,funkeln::V,ískriti se,zabłyszczeć
881,lärmen::V,ropotáti,hałasować
882,lärmen::V,razgrájati,hałasować
883,läuten::V,zvoníti,dzwonić
884,klingeln::V,zvončkljáti,dzwonić
885,klirren::V,žvenketáti,brzęczeć
886,brausen::V,šuméti,huczeć
887,rauschen::V,šuštéti,szumieć
888,rauschen::V,šuštéti,szeleścić
889,rauschen::V,šelestéti,szumieć
890,rauschen::V,šelestéti,szeleścić
891,klingen::V,zvenéti,brzmieć
892,klingen::V,zvenéti,dźwięczeć
893,bellen::V,lájati,szczekać
894,heulen::V,zavíjati,wyć
895,blasen::V,píhniti,dmuchnąć
896,pfeifen::V,pískati,gwizdać
897,pfeifen::V,žvížgati,gwizdać
898,schreien::V,kričáti,krzyczeć
899,stöhnen::V,stókati,stękać
900,zittern::V,drgetáti,drżeć
901,leben::V,živéti,żyć
902,geboren werden::V,rodíti se,urodzić się
903,atmen::V,díhati,oddychać
904,trinken::V,píti,pić
905,essen::V,jésti,jeść
906,schlucken::V,požírati,połknąć
907,müde werden::V,péšati,zmęczyć się
908,müde werden::V,utrúditi se,zmęczyć się
909,einschlafen::V,zaspáti,zasnąć
910,schlafen::V,spáti,spać
911,aufwachen::V,zbudíti se,obudzić się
912,aufstehen::V,vstáti,wstać
913,sich erholen::V,oddahníti se,wypoczywać
914,krank werden::V,oboléti,zachorować
915,krank sein::V,bíti bolán,chorować
916,schmerzen::V,boléti,boleć
917,husten::V,kášljati,kaszlać
918,genesen::V,okrévati,wyzdrowieć
919,sterben::V,umréti,umrzeć
920,umkommen::V,pogíniti,zginąć
921,sich bewegen::V,zganíti se,poruszać się
922,sich rühren::V,premakníti se,ruszyć się
923,sich erheben::V,vstájati,podnieść się
924,sich erheben::V,vzdígniti se,podnieść się
925,sich setzen::V,sésti,usiąść
926,hinfallen::V,pásti dôl,upaść
927,laufen::V,hodíti,chodzić
928,schreiten::V,stópati,kroczyć
929,spazierengehen::V,na sprehòd íti,iść na spacer
930,eilen::V,drvéti,pospieszać
931,sich beeilen::V,hitéti,pospieszyć się
932,sausen::V,dírkati,pędzić
933,rennen::V,dírjati,biec
934,rennen::V,dírjati,biegać
935,springen::V,skákati,skakać
936,klettern::V,plézati,wspinać się
937,schaukeln::V,kolébati,huśtać
938,schaukeln::V,kolébati,kołysać
939,kriechen::V,pláziti se,pełzać
940,kriechen::V,pláziti se,czołgać się
941,schwimmen::V,plávati,pływać
942,tauchen::V,potápljati se,zanurzać się
943,rudern::V,vesláti,wiosłować
944,fahren::V,vozíti se,jechać
945,fahren::V,peljáti se,jechać
946,fliegen::V,létati,latać
947,fliegen::V,létati,lecieć
948,gehen::V,íti,iść
949,weggehen::V,odíti,odejść
950,abfahren::V,odpeljáti se,odjechać
951,anhalten::V,ustáviti se,zatrzymać się
952,hineingehen::V,íti nóter,wchodzić
953,eintreten::V,vstopíti,wejść
954,eintreten::V,vstopíti,nastąpić
955,kommen::V,príti,przyjść
956,ankommen::V,prispéti,przybyć
957,ankommen::V,prihájati,przybyć
958,zurückkommen::V,vrníti se,wrócić
959,bleiben::V,ostáti,zostać
960,warten::V,čákati,czekać
961,erwarten::V,pričakováti,oczekiwać
962,suchen::V,iskáti,szukać
963,finden::V,nájti,znaleźć
964,versuchen::V,poskúšati,próbować
965,vorbereiten::V,pripráviti,przygotować
966,lieben::V,ljubíti,kochać
967,mögen::V,márati,lubić
968,lachen::V,smejáti se,śmiać się
969,rühren::V,ganíti,wzruszyć
970,weinen::V,jókati,płakać
971,weinen::V,plákati,płakać
972,schimpfen::V,psováti,kląć
973,schimpfen::V,zmérjati,kląć
974,sich ärgern::V,jezíti se,gniewać się
975,sich fürchten::V,báti se,bać się
976,fürchten::V,báti se,bać się
977,fliehen::V,bežáti,uciekać
978,flüchten::V,pobégniti,uciec
979,sehen::V,vídeti,widzieć
980,sehen::V,vídeti,zobaczyć
981,anschauen::V,oglédati,oglądać
982,ansehen::V,glédati,popatrzeć na
983,hören::V,slíšati,słyszeć
984,zuhören::V,poslúšati,słuchać
985,probieren::V,poskúšati,kosztować
986,riechen::V,dúhati,wąchać
987,fühlen::V,čutíti,czuć
988,fühlen::V,čutíti,odczuwać
989,scheinen::V,zdéti se,wydawać się
990,zu sehen sein::V,vídeti se,widnieć
991,vernehmen::V,čúti,usłyszeć
992,frieren::V,zébsti,marznąć
993,tun::V,délati,czynić
994,können::V,môči,móc
995,können::V,môči,umieć
996,wollen::V,hotéti,chcieć
997,anfangen::V,začéti,zacząć
998,beenden::V,dokončáti,zakończyć
999,aufhören::V,prenéhati,przestać
1000,gelingen::V,uspéti,udać się
1001,gelingen::V,posréčiti se,udać się
1002,geraten::V,obnêsti se,udać się
1003,öffnen::V,odpréti,otworzyć
1004,schließen::V,zapréti,zamknąć
1005,stellen::V,postáviti,postawić
1006,setzen::V,posadíti,posadzić
1007,legen::V,položíti,kłaść
1008,berühren::V,dotíkati se,dotykać
1009,verbinden::V,obvézati,łączyć
1010,bedecken::V,pokríti,przykryć
1011,aufhängen::V,obésiti,powiesić
1012,anzünden::V,zažgáti,zapalić
1013,aufheben::V,vzdígniti,podnieść
1014,zurücklassen::V,zapustíti,zostawić
1015,verlieren::V,izgubíti,zgubić
1016,fallen lassen::V,navréči,upuścić
1017,machen::V,naredíti,zrobić
1018,machen::V,napráviti,zrobić
1019,herstellen::V,izdélati,wytworzyć
1020,bauen::V,gradíti,budować
1021,reparieren::V,popráviti,naprawiać
1022,verbessern::V,izbóljšati,ulepszyć
1023,ändern::V,spremeníti,zmienić
1024,graben::V,kopáti,kopać
1025,graben::V,grêbsti,kopać
1026,beugen::V,upogníti,zagiąć
1027,biegen::V,zavíjati,zgiąć
1028,drehen::V,vrtéti,obracać
1029,wenden::V,obrníti,obrocić
1030,umdrehen::V,zasúkati,obrocić
1031,heben::V,dvígati,podnosić
1032,hochheben::V,privzdígniti,podnieść
1033,ergreifen::V,zgrábiti,chwycić
1034,halten::V,držáti,trzymać
1035,drücken::V,tiščáti,naciskać
1036,schieben::V,ríniti,pchać
1037,schieben::V,ríniti,posuwać
1038,kratzen::V,práskati,drapać
1039,lecken::V,lízati,lizać
1040,beißen::V,grísti,kąsać
1041,abreißen::V,odtŕgati,oderwać
1042,abschneiden::V,odrézati,odciąć
1043,binden::V,vézati,wiązać
1044,stecken::V,vtakníti,wetknąć
1045,brechen::V,lomíti,złamać
1046,klopfen::V,tólči,pukać
1047,klopfen::V,tólči,stukać
1048,hauen::V,séči,bić
1049,kleben::V,lépiti,kleić
1050,reiben::V,tréti,trzeć
1051,reiben::V,dŕgniti,trzeć
1052,streichen::V,namázati,smarować
1053,schleifen::V,brúsiti,ostrzyć
1054,schneiden::V,rézati,ciąć
1055,schneiden::V,rézati,krajać
1056,rütteln::V,strésti,trząść
1057,schütteln::V,majáti,trząść
1058,schwenken::V,obrníti,machać
1059,schütten::V,sípati,nasypać
1060,füllen::V,napolníti,napełnić
1061,einwickeln::V,zavíti,zawinąć
1062,tragen::V,nêsti,nieść
1063,schleppen::V,vláčiti,wlec
1064,ziehen::V,vléči,ciągnąć
1065,aufbewahren::V,shranjeváti,przechowywać
1066,werfen::V,lúčati,rzucać
1067,fangen::V,ujéti,łowić
1068,packen::V,prijéti,chwycić
1069,verstecken::V,skríti,ukryć
1070,verstecken::V,skríti,schować
1071,teilen::V,razdelíti,podzielić
1072,schicken::V,pošíljati,posyłać
1073,bringen::V,prinêsti,przynieść
1074,hinzufügen::V,pristáviti,dodać
1075,bekommen::V,dobíti,dostać
1076,erhalten::V,prejéti,otrzymać
1077,nehmen::V,vzéti,wziąć
1078,wählen::V,izbírati,wybrać
1079,auswählen::V,izbráti,wybrać
1080,bewahren::V,ohraníti,zachować
1081,behindern::V,ovírati,utrudnić
1082,behindern::V,ovírati,przeszkadzać
1083,verderben::V,pokváriti,zepsuć
1084,beschädigen::V,poškodováti,uszkodzić
1085,zerbrechen::V,razlomíti,złamać
1086,zerreißen::V,raztŕgati,drzeć
1087,zerreißen::V,raztŕgati,rozdzierać
1088,zerstören::V,razrúšiti,zniszczyć
1089,verbrennen::V,sežgáti,spalić
1090,geben::V,dáti,dać
1091,reichen::V,séči,podać
1092,reichen::V,molíti,podać
1093,schenken::V,podáriti,darować
1094,versprechen::V,obljubíti,obiecać
1095,wünschen::V,vóščiti,życzyć
1096,loben::V,hváliti,chwalić
1097,küssen::V,poljubováti,całować
1098,wiegen::V,zíbati,kołysać
1099,zudecken::V,pokríti,przykryć
1100,wecken::V,zbudíti,zbudzić
1101,zeigen::V,pokázati,pokazać
1102,führen::V,vêsti,wieść
1103,führen::V,vêsti,prowadzić
1104,lehren::V,učíti,uczyć
1105,unterrichten::V,poučeváti,nauczać
1106,aufziehen::V,vzgojíti,wychować
1107,leiten::V,uprávljati,kierować
1108,antreiben::V,goníti,popędzić
1109,lassen::V,povzročíti,zostawić
1110,einladen::V,povábiti,zaprosić
1111,vereinigen::V,zdrúžiti,zjednoczyć
1112,besuchen::V,obiskáti,odwiedzić
1113,treffen::V,pogodíti,trafić
1114,treffen::V,pogodíti,spotkać
1115,sich versammeln::V,zbráti se,zebrać się
1116,sich versammeln::V,zbráti se,zgromadzić się
1117,spielen::V,igráti se,grać
1118,spielen::V,igráti se,bawić się
1119,singen::V,péti,śpiewać
1120,tanzen::V,plésati,pląsać
1121,tanzen::V,plésati,tańczyć
1122,sich trennen::V,ločíti se,rozstać się
1123,verlassen::V,zapustíti,opuścić
1124,retten::V,réšiti,ocalić
1125,retten::V,réšiti,uratować
1126,bewachen::V,strážiti,pilnować
1127,schützen::V,sčítiti,ochronić
1128,verteidigen::V,braníti,bronić
1129,sich schlagen::V,têpsti se,pobić się
1130,schießen::V,stréljati,strzelać
1131,siegen::V,zmágati,zwycziężyć
1132,ärgern::V,jezíti,gniewać
1133,ärgern::V,razbúriti,gniewać
1134,schlagen::V,têpsti,bić
1135,schlagen::V,têpsti,uderzyć
1136,schlagen::V,udáriti,bić
1137,schlagen::V,udáriti,uderzyć
1138,treten::V,teptáti,kopnąć
1139,stechen::V,ubôsti,ukłuć
1140,stoßen::V,peháti,popchnąć
1141,stoßen::V,drégniti,popchnąć
1142,stehlen::V,ukrásti,ukraść
1143,stehlen::V,pokrásti,ukraść
1144,stören::V,motíti,zakłócić
1145,stören::V,motíti,przeszkodzić
1146,belästigen::V,nadlegováti,dokuczać
1147,verbergen::V,skríti,ukryć
1148,täuschen::V,slepíti,łudzić
1149,betrügen::V,várati,oszukać
1150,betrügen::V,ogoljufáti,oszukać
1151,töten::V,ubíti,zabić
1152,wohnen::V,prebívati,mieszkać
1153,arbeiten::V,délati,pracować
1154,sammeln::V,zbráti,zebrać
1155,pflücken::V,obráti,zerwać
1156,jagen::V,lovíti,polować
1157,fischen::V,ribáriti,łowić ryby
1158,fassen::V,zajéti,złapać
1159,hüten::V,pásti,paść
1160,treiben::V,pogánjati,pędzić
1161,anbinden::V,privézati,przywiązać
1162,füttern::V,kŕmiti,karmić
1163,melken::V,mólsti,doić
1164,hacken::V,sékati,rąbać
1165,gießen::V,ulíti,lać
1166,gießen::V,ulíti,podlać
1167,reifen::V,zoréti,dojrzeć
1168,zubereiten::V,pripráviti,przyrządzić
1169,kochen::V,kúhati,gotować
1170,backen::V,cvréti,piec
1171,braten::V,pêči,piec
1172,braten::V,pêči,smażyć
1173,umrühren::V,preméšati,przemieszać
1174,stricken::V,plêsti,dziać
1175,nähen::V,šívati,szyć
1176,färben::V,bárvati,pofarbować
1177,reinigen::V,očístiti,oczyścić
1178,waschen::V,opráti,prać
1179,abwischen::V,obrísati,obetrzeć
1180,spülen::V,splakováti,płukać
1181,fegen::V,pométati,zamiatać
1182,kehren::V,mésti,zamieść
1183,baden::V,kópati se,kąpać się
1184,sich waschen::V,umíti se,myć się
1185,ausziehen::V,izvléči,zdjąć
1186,anziehen::V,obléči,włożyć
1187,sich anziehen::V,obléči se,ubrać się
1188,kämmen::V,česáti,uczesać
1189,schmücken::V,okrasíti,ozdabiać
1190,sagen::V,dejáti,powiedzieć
1191,sprechen::V,govoríti,mówić
1192,reden::V,rêči,mówić
1193,sich unterhalten::V,razgovárjati se,rozmawiać
1194,fragen::V,vprášati,zapytać
1195,bitten::V,prosíti,prosić
1196,erzählen::V,práviti,opowiedzieć
1197,mitteilen::V,naznániti,zawiadomić o
1198,nennen::V,imenováti,nazwać
1199,rufen::V,klícati,wołać
1200,prahlen::V,baháti se,chełpić się
1201,übersetzen::V,prevêsti,tłumaczyć
1202,denken::V,mísliti,myśleć
1203,glauben::V,verjéti,sądzić
1204,glauben::V,verjéti,wierzyć
1205,bemerken::V,opáziti,zauważyć
1206,erkennen::V,spoznáti,poznać
1207,begreifen::V,pôjmiti,zrozumieć
1208,verstehen::V,razuméti,rozumieć
1209,verstehen::V,razuméti,dosłyszeć
1210,lernen::V,učíti se,uczyć się
1211,wissen::V,znáti,wiedzieć
1212,wissen::V,védeti,wiedzieć
1213,sich erinnern an::V,spómniti se,przypomnieć sobie
1214,vergessen::V,pozábiti,zapomnieć
1215,messen::V,mériti,mierzyć
1216,zählen::V,štéti,liczyć
1217,rechnen::V,račúnati,rachować
1218,lesen::V,bráti,czytać
1219,lesen::V,čítati,czytać
1220,malen::V,slíkati,malować
1221,zeichnen::V,rísati,rysować
1222,schreiben::V,písati,pisać
1223,besitzen::V,iméti,posiadać
1224,kaufen::V,kupíti,kupić
1225,verkaufen::V,prodáti,sprzedać
1226,bezahlen::V,pláčati,zapłacić
1227,zahlen::V,plačeváti,płacić
1228,beherrschen::V,obvládati,opanować
1229,ertragen::V,prenêsti,znieść
1230,Verstand::N,,rozum
